"record_type","current_rescribe_idx","printed_volume_page","source_pdf_page","highres_pdf_page","expose_or_section","content_start_or_scope","content_end","source_basis","certification_status","physical_terminal","coordinate_note","source_ledger"
"indexed","593","580","ABSENT","594","X","Remark 7.13.11 continuation; integral-coefficient Chow discussion; formula (7.13.12) and base-change proof","","French workpass checkpoint plus high-resolution supplemental witness; declared 702-page scan page absent","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; declared sourcePDF page ABSENT; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","594","581","587","595","X","Remark 7.13.11 conclusion; Remark 7.13.13; Section 7.14 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-7; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","595","582","ABSENT","596","X","Formulas (7.14.1), (7.14.1 bis), (7.14.2), and (7.14.2 bis); moving-lemma discussion opening","","French workpass checkpoint plus high-resolution supplemental witness; declared 702-page scan page absent","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; declared sourcePDF page ABSENT; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","596","583","ABSENT","597","X","Moving-lemma discussion conclusion; rationalized cycle-class consequence; Chow-theory prospect; end of Section 7.14","","French workpass checkpoint plus high-resolution supplemental witness; declared 702-page scan page absent","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; declared sourcePDF page ABSENT; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","597","584","ABSENT","598","X","Complete Section 7.15; change of trait; flat base-change cube; formula (7.15.1); clean section endpoint","","French workpass checkpoint plus high-resolution supplemental witness; declared 702-page scan page absent","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; declared sourcePDF page ABSENT; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","598","585","588","599","X","Section 7.16 through formula (7.16.1) and the induced Gr and cohomological K-theory maps","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","599","586","589","600","X","Section 7.16.2; Section 7.17 opening through the complete specialization map (7.17.1)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","600","587","590","601","X","Formula (7.17.2); Section 7.17.3 through formulas (7.17.3.1) and (7.17.3.2)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","601","588","591","602","X","End of 7.17.3; Section 7.17.4 through the local-DVR specialization arrow","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","602","589","592","603","X","Completion of 7.17.4 including (7.17.4.2); Section 7.17.5; opening of 7.17.6","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","603","590","593","604","X","Completion of 7.17.6; Section 7.17.7; Section 7.18 and 7.18.1 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","604","591","594","605","X","Completion of 7.18.1; Section 7.18.2; Section 7.18.3 through the norm hypothesis","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","605","592","595","606","X","Completion of 7.18.3; Section 7.18.4; Section 7.18.5 through F(A)=K_bullet(X tensor A)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","606","593","596","607","X","Section 7.18.5 direct-image norm; conclusions for K_bullet and K^bullet","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","607","594","597","608","X","Completion of Section 7.18.5 for Gr^bullet and Pic; complete Expose X bibliography; clean expose endpoint","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","608","595","598","609","XII","Expose XII title and Warning; Theorem 1.1 and Corollary 1.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","609","596","599","610","XII","Theorem 1.1 applications; Corollary 1.2; Lemma 1.3 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","610","597","600","611","XII","Lemma 1.3 proof; proof of Corollary 1.2; Lemma 1.4 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","611","598","601","612","XII","Lemma 1.4 conclusion; Corollaries 1.5--1.6; Remark 1.7","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","612","599","602","613","XII","Section 2.1 diagrams and assertions; Section 2.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","613","600","603","614","XII","Section 2.2 diagrams and reduction to integral components","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","614","601","604","615","XII","Connected-component reduction; Proposition 2.3 statement and proof opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","615","602","605","616","XII","Proposition 2.3 gluing proof; Lemma 2.4 through item (ii), continuing idx616","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","616","603","606","617","XII","Completion of Lemma 2.4(ii); assertion II-star; finite factorization and Lemma 2.6 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","617","604","607","618","XII","Lemma 2.6 proof; Section 3; Proposition 3.1(i)--(iii) through the R^2 f_* display","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","618","605","608","619","XII","Proposition 3.1(iv)--(v); fppf exact sequences and two comparison diagrams","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","619","606","609","620","XII","Cocycle comparison proving statement 3.2; Picard exact sequence and unit-section base change","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","620","607","610","621","XII","Closed-immersion conclusion; Corollary 3.3 and its two diagrams","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","621","608","611","622","XII","Corollary 3.4; Proposition 3.5; corrected nilpotent filtration and Remark 3.6 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","622","609","612","623","XII","Finite-flat base change and Remark 3.6; Section 4 and Proposition 4.1(1)--(2)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","623","610","613","624","XII","Proposition 4.1(3)--(4), base-change proof, consequences (a)--(b), and functor Z","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","624","611","614","625","XII","Lemma 4.2; Gamma equalizers; effective descent data; identification Z=Deff","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","625","612","615","626","XII","Expose XII Section 4: canonical Deff-to-Rec monomorphism; Lemma 4.3 and five conditions","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","626","613","616","627","XII","Lemma 4.3 proof; Lemma 4.4 statement and proof through the n>r base case","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","627","614","617","628","XII","Lemma 4.4 induction; Lemmas 4.5--4.6; proof of 4.6 through epimorphism clause","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","628","615","618","629","XII","Conclusion of Lemma 4.6 and clean endpoint of Expose XII","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","629","616","619","630","XIII","Expose XIII title; Section 1; Definition 1.1; Lemma 1.2; Proposition 1.3 statement","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","630","617","620","631","XIII","Proof of Proposition 1.3 through two commutative diagrams","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","631","618","621","632","XIII","Conclusion of Proposition 1.3; Proposition 1.4 statement and multiplication diagram","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","632","619","622","633","XIII","Conclusion of Proposition 1.4; Definition 1.5; Proposition 1.6 statement","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","633","620","623","634","XIII","Proof of Proposition 1.6; Lemma 1.7; Proposition 1.8 through its exact sequence","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","634","621","624","635","XIII","Conclusion of Proposition 1.8; Definition 1.9; Remark 1.10; Theorem 1.11 statement","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","635","622","625","636","XIII","Proof of Theorem 1.11; Section 1.12 bounded families and (b)-families","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","636","623","626","637","XIII","Theorem 1.13 statement and proof of (i) implies (ii), continuing idx637","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","637","624","627","638","XIII","Continuation of Theorem 1.13 through start of (v) implies (i), continuing idx638","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","638","625","628","639","XIII","Fixed presentations in Theorem 1.13 proof; Section 2.1 and intersection-number notation","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","639","626","629","640","XIII","Intersection-number formula in 2.1 through Lemma 2.5 statement","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","640","627","630","641","XIII","Proof of Lemma 2.5 through equation (2.7.1) in Lemma 2.7","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","641","628","631","642","XIII","Equation (2.7.2), conclusion of Lemma 2.7, and Lemma 2.9 statement","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","642","629","632","643","XIII","Proof of Lemma 2.9, continuing mid-sentence at idx643","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","643","630","633","644","XIII","Conclusion of Lemma 2.9 proof and Remark 2.10 through its second displayed equality","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","644","631","634","645","XIII","Conclusion of Remark 2.10; Section 3; Lemma 3.1 through its footnote","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","645","632","635","646","XIII","Continuation of Lemma 3.1; Proposition 3.2 item (i)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","646","633","636","647","XIII","Proposition 3.2(ii)--(iii); Definition 3.3 through Picard-functor arrow, predicate continues idx647","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","647","634","637","648","XIII","continues Definition 3.3; Lemma 3.4; begins Theorem 3.5","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","648","635","638","649","XIII","continues Theorem 3.5; begins Theorem 3.6","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","649","636","639","650","XIII","continues Theorem 3.6; Lemma 3.7; begins Theorem 3.8 proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","650","637","640","651","XIII","Theorem 3.8 statement and proof","","Current French workpass plus declared 702-page scan authority","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","651","638","641","652","XIII","Lemma 3.9; Remark 3.10; Theorem 3.8 proof","","Current French workpass plus declared 702-page scan authority; targeted high-resolution corroboration","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
"indexed","652","639","642","653","XIII","Theorem 3.8 proof; begins Lemma 3.11","","Current French workpass plus declared 702-page scan authority; targeted high-resolution corroboration","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_THROUGH_IDX662","no","printed=idx-13; sourcePDF=idx-10; highresPDF=idx+1","agent_idx647_665/PAGE_SOURCE_MAP.csv"
