"record_kind","current_rescribe_idx","printed_volume_page","source_pdf_page","highres_pdf_page","locus_or_item","source_scan_or_reading","french_control_state_or_reading","english_rendering_or_decision","comparison_result","disposition_or_notes","review_status","authority_status","coordinate_note","source_ledger"
"formula_or_symbol","571","558","565","572","conjugacy equation","a c_lambda=c_mu a with printed a_hh=1/mu, a_kk=1/lambda","","same equation with a_hh=1/lambda, a_kk=1/mu","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","571","558","565","572","commutator reduction","beta(c_lambda)=beta(c_mu); if lambda+mu is a unit then beta(c_lambda)=0","","same with beta typed as a homomorphism to an abelian group","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","572","559","566","573","formula (6.5.4)","alpha:GL(n) -> G_m","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","572","559","566","573","formula (6.5.5)","alpha_S:GL(n)_S -> G_{m,S}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","573","560","567","574","Lemma 7.1 self-intersection formula","i^* i_*(x)=x lambda_{-1}(N) for x in K_bullet(Y)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","574","561","568","575","Corollary 7.2 composite","i^* i_*:K_bullet(X_s) -> K_bullet(X) -> K_bullet(X_s) is zero","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","574","561","568","575","homotopy sequence","K_bullet(X_s) -> K_bullet(X) -> K_bullet(X_t) -> 0","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","574","561","568","575","formula (7.3.1)","sigma_bullet:K_bullet(X_t) -> K_bullet(X_s)","","same with bullet retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","574","561","568","575","diagram (7.3.2)","i^*=sigma_bullet o j^* on K_bullet(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","575","562","569","576","K^circ-linearity maps","K^circ(X) -> K^circ(X_t) and K^circ(X) -> K^circ(X_s); refs IV 2.7 b and IV 2.10","","same with citations restored","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","575","562","569","576","formula (7.4.1)","sigma_bullet:Gr_bullet(X_t) -> Gr_bullet(X_s)","","same with bullet retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","575","562","569","576","specialization of an integral class","sigma_bullet(cl_bullet(O_{Y_t}))=cl_bullet(O_{Y_s})","","same after explicitly typing Y_t as closed","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","575","562","569","576","fiber-dimension inequality","dim Y_s <= dim Y_t; EGA IV 7.1.13 in finite-type case","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","576","563","570","577","formula (7.5.1)","chi_s(sigma_bullet(x))=chi_t(x) for x in K_bullet(X_t)","","same with homological bullet retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","576","563","570","577","diagram (7.5.2)","K_bullet(X_t) maps by sigma_bullet to K_bullet(X_s), with chi_t and chi_s to Z","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","576","563","570","577","formula (7.6.1)","sigma_bullet(cl_bullet(O_{X_t}))=cl_bullet(O_{X_s})","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","576","563","570","577","diagram (7.6.2)","K^circ(X) restricts to K^circ of both fibers above sigma_bullet on K_bullet; scan tag repeats (7.5.2)","","same square with coherent tag (7.6.2)","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","577","564","571","578","formula (7.7.1)","sigma^bullet:K^bullet(X_t) -> K^bullet(X_s)","","same; deliberate switch from K^circ in 7.6 retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","577","564","571","578","diagram (7.7.2)","sigma^bullet o j^*=i^* on K^bullet(X)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","577","564","571","578","lambda-homomorphism quotient","i^* and j^* are lambda-homomorphisms; sigma^bullet is induced from i^* through surjective j^*","","same with IV 2.7 b and IV 2.9(ii) retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","578","565","572","579","formula (7.7.3)","H^0(X_t,Z) -> H^0(X_s,Z)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","578","565","572","579","formula (7.7.4)","sigma^bullet:Gr^bullet(X_t) -> Gr^bullet(X_s)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","578","565","572","579","Chern-class square","horizontal maps c_{X_t} and c_{X_s}:K^bullet -> Ch Gr^bullet; vertical arrows unlabeled","","same lowercase c labels and unlabeled vertical arrows","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","578","565","572","579","formula (7.8.1)","Pic(X_t) -> Pic(X_s)","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","579","566","573","580","divisor extension argument","L=O_X(D), Supp(D) subset X_s; if X_s integral then D=nX_s=div(g^n)","","same with EGA IV 21.2.11 retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","579","566","573","580","formula (7.9.1)","sigma_bullet on Gr_bullet and sigma^bullet on Gr^bullet","","same with homological and cohomological marks distinguished","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","579","566","573","580","formula (7.9.2)","scan: sigma^bullet:K^bullet(X_t) -> K^bullet(X_s); workpass drops superscript on sigma","","follows scan and restores sigma^bullet","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","580","567","574","581","formula (7.9.3)","<sigma_bullet(x_t),sigma^bullet(y_t)>=<x_t,y_t>; this reverses the Gr^bullet times Gr_bullet domain declared in 4.1","","<sigma^bullet(y_t),sigma_bullet(x_t)>=<y_t,x_t>","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","580","567","574","581","numerical-equivalence implication","numerical triviality after specialization implies numerical triviality before specialization; converse under surjectivity modulo torsion","","same logical directions retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","580","567","574","581","7.9.4 numerical quotients","Gr_bullet^num(X_t) is a quotient of a subgroup of Gr_bullet^num(X_s); likewise Gr_num^bullet and K_num^bullet","","same grading and variance marks retained","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","581","568","575","582","diagram (7.10.0)","two Cartesian squares for g_t and g_s with inclusions j_X,j_Y and i_X,i_Y","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","581","568","575","582","diagram (7.10.1)","g_{t*} and g_{s*} commute with sigma_{X,bullet} and sigma_{Y,bullet}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","581","568","575","582","prism (*)","six boundary maps j_X^*,i_X^*,j_Y^*,i_Y^*,g_t*,g_s* plus middle g_*","","same complete prism; no invented composite arrow","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","582","569","576","583","Tor-independence check","(X,Y_t) and (X,Y_s) Tor-independent over Y; first by flatness and second by regular codimension-one immersion","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","582","569","576","583","diagram (7.10.2)","g_t^* and g_s^* commute with sigma_{Y,bullet} and sigma_{X,bullet}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","583","570","577","584","diagram (7.10.1 bis)","associated-graded direct-image square with sigma_{X,bullet} and sigma_{Y,bullet}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","583","570","577","584","diagram (7.10.2 bis)","cohomological inverse-image square with sigma_Y^bullet and sigma_X^bullet","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","583","570","577","584","complete-intersection consequence","source writes f_t,f_s; context requires g_t,g_s and replaces Gr_bullet by Gr^bullet(-)_Q","","English uses g_t,g_s and preserves the target graded object","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","584","571","578","585","formula (7.11.1)","E(x_1)-E(x_0), with E(x)=i_x^*(E) in K^bullet(T)","","same domains, pullback, and point indices","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","584","571","578","585","formula (7.11.2)","quotient lambda-ring K^bullet_alg(T)","","same upper K-group and alg qualifier","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","585","572","579","586","formula (7.11.3)","quotient group K_bullet^alg(T)","","same lower K-group and alg qualifier","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","585","572","579","586","formula (7.11.4) and its generators","source prints generators c^i(x), switching from the c_i(x) notation in 4.2; quotient ring Gr^bullet_alg(T)","","preserves the page-local c^i(x) notation and the same upper graded quotient ring","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","585","572","579","586","formula (7.11.5)","graded quotient group Gr_bullet^alg(T)","","same lower graded group and module structure","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","585","572","579","586","filtration symbol in the definition of Gr_bullet^alg","source prints Fil_i K_bullet(T), distinct from the Filt notation used earlier in the Expose","","English preserves the page-local Fil operator","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","586","573","580","587","formula (7.12.1)","K_bullet^alg(X_t) -> K_bullet^alg(X_s)","","same homological specialization; inherited upper-K reading rejected","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","587","574","581","588","formula (*)","i^*(E(x_1)-E(x_0)) in K_bullet(X_s)","","same inverse image and difference","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","587","574","581","588","perfect-morphism square","X and X_s map to X times_S C and X_s times_{k(s)} C_s via i_x and i_{x_s}; both horizontal labels are above their arrows","","same square and label placement; k(s) restores the mathematically required residue-field base against workpass and scan k(x)","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","587","574","581","588","formula (**)","E_s(x_{1s})-E_s(x_{0s})","","same fiber labels and point indices","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","588","575","582","589","formulas (7.12.2)--(7.12.4)","Gr_bullet^alg specialization; K^bullet_alg ring specialization; Gr^bullet_alg specialization","","same three distinct homological/cohomological quotient objects","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","589","576","583","590","formula (7.13.0)","c:K^bullet(T) -> G-hat(H^{2*}) = 1 + product_{i>=1} H^{2i}(T,Z_l(i))","","complete target and infinite product retained; inherited collapsed target rejected","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","589","576","583","590","formula (7.13.1)","c^i:K^bullet(T) -> H^{2i}(T,Z_l(i))","","same variance coefficients and twist","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","589","576","583","590","formula (7.13.2)","left sigma down; right sigma^{-1} up; scan/workpass bottom-right K^{2i} is ill-typed","","bottom-right emended to H^{2i}; all arrow directions and labels preserved","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","589","576","583","590","cohomological specialization composite","H(X_s) <-[i^*]~ H(X) ->[j^*] H(X_t)","","same composite and isomorphism marker","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","591","578","585","592","geometric torsion-coefficient square","K^bullet and c^i; sigma down left; sigma-prime down right; mu_n tensor i","","same objects labels directions and coefficients","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","591","578","585","592","formula (7.13.4)","geometric K^bullet square with right downward isomorphism and Z_l(i) coefficients","","same square; vertical scan squiggle normalized as an isomorphism marker","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","591","578","585","592","7.13.6 psi_i map","psi_i:Gr^i(T) -> H^{2i}(T,Z_l(i)); x in Filt^i K^bullet(T)","","same superscripts filtration and target","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","592","579","586","593","formula (7.13.7)","cl:Gr^i(T) -> H^{2i}(T,Q_l(i)) = H^{2i}(T,Z_l(i)) tensor_{Z_l} Q_l","","same class map equality and scalar extension","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","592","579","586","593","formula (7.13.8)","cl(x^{(i)}) = [(-1)^{i-1}(i-1)!]^{-1} psi_i(x^{(i)})","","same signs factorial exponent and x^{(i)} notation","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","592","579","586","593","formula (7.13.9)","Gr^i_Q square; sigma_Q down left; sigma-prime up right","","same variance coefficients and arrow directions","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","592","579","586","593","formula (7.13.10)","geometric Gr^i_Q square; both vertical arrows down; right arrow an isomorphism","","same objects directions and isomorphism","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","593","580","ABSENT","594","formula (7.13.12)","Z^i square with cl horizontals sigma down left and unlabeled cohomology arrow up right","","restored from high-resolution witness with all four nodes and directions","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","595","582","ABSENT","596","formulas (7.14.1) and (7.14.1 bis)","sigma_i:Z_i(X_t)->Z_i(X_s); sigma^i:Z^i(X_t)->Z^i(X_s)","","same dimension/codimension variance and local-equidimensionality condition","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","595","582","ABSENT","596","formulas (7.14.2) and (7.14.2 bis)","conjectural sigma_i:A_i(X_t)->A_i(X_s) and sigma^i:A^i(X_t)->A^i(X_s)","","same conjectural Chow maps and hypotheses","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","596","583","ABSENT","597","cycle-to-graded map","Z_bullet(T) -> Gr_bullet(T)","","same homological variance and surjectivity context","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","596","583","ABSENT","597","speculative Chow restriction","source prints A_i(X) -> A_i(X_s) although X_s -> X has codimension one","","printed map retained source-faithfully; degree-shift issue explicitly recorded in the correction ledger","SOURCE_SIC_CAVEAT","","SOURCE_SIC_CAVEAT","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","597","584","ABSENT","598","Section 7.15 base-change cube","generic fiber immersions j_X and j_{X'}; special fiber immersions i_X and i_{X'}","","rear labels emended from the scan/workpass swap; oblique flat arrows preserved","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","597","584","ABSENT","598","formula (7.15.1)","K_bullet specialization square; scan/workpass repeat sigma_X on bottom","","bottom label emended to sigma_{X'}; vertical inverse images retained","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","598","585","588","599","normalization and residue-field definitions","B_i=(bar A_i)_{m_i}; k_i=bar A_i/m_i","","B_i=(\bar A_i)_{\mathfrak m_i}; k_i=\bar A_i/\mathfrak m_i","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","598","585","588","599","geometric-fiber limit isomorphisms and (7.16.1)","colim_i K_bullet(X_{t_i}) -> K_bullet(X_{bar t}) and similarly at s; specialization K_bullet(X_{bar t}) -> K_bullet(X_{bar s})","","all two limit isomorphisms and the specialization arrow retained with variance intact","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","599","586","589","600","formula (7.17.1)","sigma_bullet: K_bullet(X_t) isomorphic to K_bullet(X_{t'}) -> K_bullet(X_{s'})","","explicit isomorphism and second specialization arrow both retained","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","600","587","590","601","formulas (7.17.2), (7.17.3.1), and (7.17.3.2)","geometric specialization first lands over overline{s'}; algebraic- and numerical-equivalence descendants land over bar s","","three targets, hypotheses, and superscripts retained","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","601","588","591","602","formula (7.17.4.1) and local-DVR chain","K_bullet(X_t) -> K_bullet(X_s); O_{S_{i+1},t_i} has residue k(t_i), fraction field k(t_{i+1}), hence K_bullet(X_{t_{i+1}}) -> K_bullet(X_{t_i})","","indices and specialization direction retained","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
