"id","type","parent_id","order","authority_lines","authority_bytes","authority_sha256","target_path","target_lines","target_bytes","target_sha256","language","translation_state","review_state","publication_state","next_authority_line","evidence_sha256"
"CJK-KO-P08-STR-0063","equation_display","CJK-KO-P08-STR-0061","2","6045-6047","53","84A63C463409B839A44C83EEDB0DE5CEBDA6AE7E6835C0256C2349BB0A5B2883","targets/T03_U12.tex","8-10","53","84A63C463409B839A44C83EEDB0DE5CEBDA6AE7E6835C0256C2349BB0A5B2883","ko","draft_complete","unchecked","not_handed_off","6099","2300CFB5CE898C12A57A3CADE5A0F2BCF59172F74DBF972DC59133709AEFC01F"
"CJK-KO-P08-STR-0064","equation_display","CJK-KO-P08-STR-0061","3","6049-6055","242","1411B5DDBBC987D572DA376C8EF0FF768E05CD10060AAD6D11C3BC2C1EEDC825","targets/T03_U12.tex","12-18","242","9F60DA8369CC07C0D95F277C36A25DDFF656F4E16FA6825CF5358656A85345F4","ko","draft_complete","unchecked","not_handed_off","6099","83EDD46FD1791932002CAEE4B03A70BB355E5028EFAE944902BF0300B2A44F81"
"CJK-KO-P08-STR-0065","equation_display","CJK-KO-P08-STR-0061","4","6057-6061","130","170955C95AC1C29BB1BCEB713ADDF6EE5B798BA8B0A816DA0BAD9D1BB8BA2F8D","targets/T03_U12.tex","20-24","130","170955C95AC1C29BB1BCEB713ADDF6EE5B798BA8B0A816DA0BAD9D1BB8BA2F8D","ko","draft_complete","unchecked","not_handed_off","6099","859EAB4A65807087C6D353F2B5A432CF4C2E99EF049EBCB128B97F76A8B91FD1"
"CJK-KO-P08-STR-0066","source_note","CJK-KO-P08-STR-0061","5","6062-6079","818","EA20AE5C39168BDD09D8427D82D68465EE068440840ECC62856782904720D813","targets/T03_U12.tex","25-42","839","BE2E3AE0760E4D5697C955CB4BF3C55252172683445B4944EA46D4D5603E0594","ko","draft_complete","unchecked","not_handed_off","6099","C5958BA515214D54E438D53C6B9D171E00104232F4FCDA6E08C0AFFBFEBECA49"
"CJK-KO-P08-STR-0067","equation_display","CJK-KO-P08-STR-0066","1","6063-6065","116","C8026EF86B48B01E10DA87AEAE8A9D2C18537251F5EE6324BAA06DF05683A407","targets/T03_U12.tex","26-28","115","E4F7236D036FDAA9D5E1146F2EDBEF969C51CFA4ED900064DDBD72B7B8883C6F","ko","draft_complete","unchecked","not_handed_off","6099","047E5AB7384495F86138B5F8BEA5303BCCED742404A7F1D4F6A35DA57811F16B"
"CJK-KO-P08-STR-0068","equation_display","CJK-KO-P08-STR-0066","2","6067-6071","192","98292C505AF70CAFE0D036237FF9F7CBF3B86B5F4F3013D064903CB4466DBE45","targets/T03_U12.tex","30-34","192","98292C505AF70CAFE0D036237FF9F7CBF3B86B5F4F3013D064903CB4466DBE45","ko","draft_complete","unchecked","not_handed_off","6099","E18A6462B3BC0535056A6E20FE97906B071B004884BC48ED7C853088E67B404F"
"CJK-KO-P08-STR-0069","equation_display","CJK-KO-P08-STR-0066","3","6072-6079","458","4F3725B2C9BC547F0B46CEE9965D2225E5F261D770CE08C1BCAB463CDBFE7743","targets/T03_U12.tex","35-42","458","4F3725B2C9BC547F0B46CEE9965D2225E5F261D770CE08C1BCAB463CDBFE7743","ko","draft_complete","unchecked","not_handed_off","6099","187B4732672049B691A8C35F3CE5D724F8EC8D77547B77D782F867A923EDC1B8"
"CJK-KO-P08-STR-0070","prose","CJK-KO-P08-STR-0061","6","6080-6080","202","D17C0C1F655CD8DF7B495A7864F6A3E8E080446EBE68BD351A56170C54588D0C","targets/T03_U12.tex","43-43","223","7FE7DD63F911C7178A4B30A1BC709CC3964EABEA270F3BEB8AF95A37D3147265","ko","draft_complete","unchecked","not_handed_off","6099","2F458C9427FAE8404ECF030872C0E8A0BBB0F91E8637ADF94FF7CD908F8FAD70"
"CJK-KO-P08-STR-0071","unit","CJK-KO-P08-STR-0045","6","6082-6097","724","311D8E545D9F9568E75963B39CE2C372E8435519277997AF5F16D3FC9F6E1CC8","targets/T03_U13.tex","1-22","1193","7B4B1336042F5C773E52558FE9132872EA186CF374DD06FD0C23919886090CB3","ko","draft_complete","unchecked","not_handed_off","6099","186F045C5B823FBD36B4B164965E03ED945FDC063FDC7D64E9EA44671068615C"
"CJK-KO-P08-STR-0072","definition","CJK-KO-P08-STR-0071","1","6082-6082","180","FB6C99F9CBF1E534AC4FC3D8E9841CB2416F8E8CD8EC4FF00240992FE621BA32","targets/T03_U13.tex","7-7","229","C68106996C05E4E42A35D477CB1B141E643DEBBFFA77D098C2B4D5D9943024A9","ko","draft_complete","unchecked","not_handed_off","6099","03ABE04C335F140A42DAA9B22F08DB10652094D4F548FAC6A09B65736F523F61"
"CJK-KO-P08-STR-0073","equation_display","CJK-KO-P08-STR-0071","2","6083-6090","268","2813CD0C956E87C3315A5E1CE715C38BA9C2B5C9365C4BAB8C94F1A9535FFC19","targets/T03_U13.tex","8-15","268","AA1BF1A2C53998C379553FB6442CCBA01D6838DC3346FD0EF5328572267CA7EA","ko","draft_complete","unchecked","not_handed_off","6099","C2CE70235480690F8DE38FC28B67772A4CC0135EA7F2D4CCAD1E0EF1103B7E28"
"CJK-KO-P08-STR-0074","equation_display","CJK-KO-P08-STR-0071","3","6092-6096","123","45188811F38243FE3F6FE5B3348032E01E2BB8EB7586816670A6BEFDD839FA4D","targets/T03_U13.tex","17-21","122","142825A0370F1B1A2F312127682A74E98C4FF7983BCE879F61816DD844F4A6CA","ko","draft_complete","unchecked","not_handed_off","6099","3B06E2FDE5EA97125AA65F932AC3AA0644B114B1C96204B76235F5BBA785B8C4"
"CJK-KO-P08-STR-0075","prose","CJK-KO-P08-STR-0071","4","6097-6097","133","FDD5A8999352B616C532A2F6FE7772B173BD39ADD965E1847AA376C0AF109116","targets/T03_U13.tex","22-22","157","612691964617F1B2BB752298B614A929C9BCCCDA5E7A6FD4C6498AE7FE3F3D1D","ko","draft_complete","unchecked","not_handed_off","6099","6CCDC011B0F2C76B1E1BD97884EB82DBE0411CC5346B15425CC9561A6294E662"
"CJK-KO-P08-STR-0076","work_complete","","2","5957-6347","25408","A93B840B48790DFCFB356C648C46FEC16586BBE3A17CCB98026C63F54B8DDE15","","","","","ko","draft_complete","unchecked","not_handed_off","6348","2521F514AC6953FA1617A671FF97078D24BA2DD9D9AF9ACA052AB91722908F82"
"CJK-KO-P08-STR-0077","tranche","CJK-KO-P08-STR-0076","4","6099-6129","1872","C0A01E291C7993F740C95ACFBE35C112F40F6F87049228AEC2D1D1B9FD27213D","","","","","ko","draft_complete","unchecked","not_handed_off","6131","B104E2ABB93D40981FFCB02580CF382C0331BB95F56257B083A35AE791A9975D"
"CJK-KO-P08-STR-0078","unit","CJK-KO-P08-STR-0077","1","6099-6099","544","3DFBC6DD5620490BF8A6D04563615D8D337AADB12DCB84DA4D8734D0E127A2BC","targets/T04_U14.tex","1-6","997","CA57EC77BF0B48A72C4AFBE42ACE6B0A2271A0B3146EDC16DDB29A13E7003613","ko","draft_complete","unchecked","not_handed_off","6131","EBF85DF5A846B918744BE9802E1CB6234F9E0448076A695A55D578BDF09A01DA"
"CJK-KO-P08-STR-0079","prose","CJK-KO-P08-STR-0078","1","6099-6099","544","3DFBC6DD5620490BF8A6D04563615D8D337AADB12DCB84DA4D8734D0E127A2BC","targets/T04_U14.tex","6-6","619","6FDF197B7945607BA910E27640FC08838C4D4F78F4E07921B2AA2305C5757CC1","ko","draft_complete","unchecked","not_handed_off","6131","05EDB3EB82BD001957C305B8260306ACAA4C0773D77FC685F355E43CF160AD81"
"CJK-KO-P08-STR-0080","unit","CJK-KO-P08-STR-0077","2","6101-6110","586","C5E86BED66616D20E2C61BDA09965BDA2CCEA6034F0AAF0771438485D7548ADD","targets/T04_U15.tex","1-17","1055","4D486C84E0648DEB1C47E5BFA53AC33F696D26F1CE6713F06C6CAA69EC990C61","ko","draft_complete","unchecked","not_handed_off","6131","F16E18DFD0D71BD861977E5C343501D649C7AE7344E510A56525926800B7361B"
"CJK-KO-P08-STR-0081","lemma","CJK-KO-P08-STR-0080","1","6101-6110","586","C5E86BED66616D20E2C61BDA09965BDA2CCEA6034F0AAF0771438485D7548ADD","targets/T04_U15.tex","6-6","181","1837803BAD490F0159D614DD6CBEB4F5C9A14BA90220BD29768FC6B0615F3BBA","ko","draft_complete","unchecked","not_handed_off","6131","754809CB37F4DFB07027512AAAEFE4F478D6CB2F2257615CDE71029BE2DBB117"
"CJK-KO-P08-STR-0082","prose","CJK-KO-P08-STR-0080","2","6101-6110","586","C5E86BED66616D20E2C61BDA09965BDA2CCEA6034F0AAF0771438485D7548ADD","targets/T04_U15.tex","8-17","478","D8191250C07BD71506173D98BFBBBA78A106167C4C3C15A78DF6911F1C7660F0","ko","draft_complete","unchecked","not_handed_off","6131","D45F56B7B4E3216C36FFB35EBF69A716B381E22F0AA33F40B095F33CD614EC6C"
"CJK-KO-P08-STR-0083","equation_display","CJK-KO-P08-STR-0080","3","6102-6105","77","310B7F8A8C87118C6D2F0E2DCC2A195640185C4BE1986503D63BFADD012C16A3","targets/T04_U15.tex","9-12","84","3AF546EEEF5A37AED39A40E028707F122DC8C1470282656F1560E91808C5BC93","ko","draft_complete","unchecked","not_handed_off","6131","8B0E1BF7780BBFB527DA0FB1AB9AFE7AE2A1909BF00ABB8EA97E89F705D6B6BC"
"CJK-KO-P08-STR-0084","equation_display","CJK-KO-P08-STR-0080","4","6107-6109","44","39E7DFB846B2519699A8358C7FBD0E8BE7BCF4FDB1B3F2FDBE3012E435466586","targets/T04_U15.tex","14-16","43","BBEE297508A209F4DDD3247A11CCE17CA580DAE08F429EB959A2724A1CF948B7","ko","draft_complete","unchecked","not_handed_off","6131","61FB1DE45DF83AD7AF326A7327BEFE6D8AB2BD0C71D4B2E00DAAEBA16ABC4E06"
"CJK-KO-P08-STR-0085","unit","CJK-KO-P08-STR-0077","3","6112-6120","289","7EFD69FD9B3F3750DC53DB48FD0CB6CC00BED51407A36F22246B1AB1E925392F","targets/T04_U16.tex","1-15","692","89DCAD0D50FA223747C4115450DE42E27543EF4F891D774C22B97DF79817FE53","ko","draft_complete","unchecked","not_handed_off","6131","C14E5BCFBE137AB14D69EF75D0782D92CBD39EC7A4CB3E7DC03FF3938C9C81DC"
"CJK-KO-P08-STR-0086","lemma","CJK-KO-P08-STR-0085","1","6112-6120","289","7EFD69FD9B3F3750DC53DB48FD0CB6CC00BED51407A36F22246B1AB1E925392F","targets/T04_U16.tex","6-15","304","B8C72DCDF55D55DDD058F41EF5CD5E2FB4C42D39A65FA7791C938464BD5D3E79","ko","draft_complete","unchecked","not_handed_off","6131","9B99A90B2B4BAE6E6A14251E5107C0331E945F6D374F9DD926FD41B73AF0B884"
"CJK-KO-P08-STR-0087","equation_display","CJK-KO-P08-STR-0085","2","6113-6116","107","51989D08913B3896E9A8871ACC552ECEDEBE903EDDE9D84B6CDBFEA7776FE5BA","targets/T04_U16.tex","7-10","107","51989D08913B3896E9A8871ACC552ECEDEBE903EDDE9D84B6CDBFEA7776FE5BA","ko","draft_complete","unchecked","not_handed_off","6131","28C2B003262A4BADCF37B52A43362A5F3382FD9BA569F2EFF9D6F4002E57625A"
"CJK-KO-P08-STR-0088","equation_display","CJK-KO-P08-STR-0085","3","6118-6120","27","17FEE6C2A5738B8146BE3FD95C8A81DC42037C76BB1A786B4D1C9A86D1467ECE","targets/T04_U16.tex","12-14","26","9ADD0F223C041E6F95C3AE00FE0CF0A9A44B345759B75251061A244139A01F10","ko","draft_complete","unchecked","not_handed_off","6131","73DE0C8E796DDDCF066785D3E047B188D995DCCE62D42BCCB23829EE2EC245C0"
"CJK-KO-P08-STR-0089","unit","CJK-KO-P08-STR-0077","4","6121-6129","451","34D45A5E7D1292AC19C6ED616B4D8DF8EED60CAAB27C8B906EFD2CA6C13FEF06","targets/T04_U17.tex","1-14","924","D1AC7FE0AFF63F0A21C60395BC92E93A04C1DCDFFA8DA0408516198A925C90C7","ko","draft_complete","unchecked","not_handed_off","6131","4A1F4D499A02ADDE04375BA2B32E218156C3B0EDD99413DCAC11EBB23D87523F"
"CJK-KO-P08-STR-0090","lemma","CJK-KO-P08-STR-0089","1","6121-6129","451","34D45A5E7D1292AC19C6ED616B4D8DF8EED60CAAB27C8B906EFD2CA6C13FEF06","targets/T04_U17.tex","6-14","529","F493DDD5B8503B7667827FA887C0BF433D99F84790E0FA6A8F6DD81DDC01BFA0","ko","draft_complete","unchecked","not_handed_off","6131","A371CB20CCD61A5045B045B1E5F95089669002798DC030D138F60C0944005EBA"
"CJK-KO-P08-STR-0091","equation_display","CJK-KO-P08-STR-0089","2","6122-6124","86","2D1C94E15C2172EC8FE524A97C03C32688EDCCE642EB487DBEB236EB693363B3","targets/T04_U17.tex","7-9","86","2D1C94E15C2172EC8FE524A97C03C32688EDCCE642EB487DBEB236EB693363B3","ko","draft_complete","unchecked","not_handed_off","6131","78E3CD866D2AF017BDAEFF73B06F426A02552DF2FBCCF383AB695A15AE183288"
"CJK-KO-P08-STR-0092","equation_display","CJK-KO-P08-STR-0089","3","6126-6128","72","AC96199F873C2168CD7090A00298C51663FEDBC8EDB345D589ECD43443C24CAE","targets/T04_U17.tex","11-13","71","393DCE53B71AB10D6204EB9FCF534A44261DB51D3E963FA444983F0E156E6C1A","ko","draft_complete","unchecked","not_handed_off","6131","C999F62474D87C2269A51B08B00B772913FC35248983452ED4121EDC10105476"
"CJK-KO-P08-STR-0093","tranche","CJK-KO-P08-STR-0076","5","6131-6181","2321","E70567E23BE856B2C3A5BBF37C1FEFBE5331957FFB45E0BDF40485DDC27A8E90","","","","","ko","draft_complete","unchecked","not_handed_off","6183","38C6A2CE2C700A78D67541E4C87FCC9B6F593D44ABDDF0C81D41DE71AAC57CE0"
"CJK-KO-P08-STR-0094","unit","CJK-KO-P08-STR-0093","1","6131-6138","620","42546323B9EE39B3D2FD53955A6E33382E0305EDDD9D754F32A931062B2A7A6C","targets/T05_U18.tex","1-15","1090","5AF1D9CC56D140994330C6DC8BB2620528CE2A82AC07592EEBD96F957F2A8A83","ko","draft_complete","unchecked","not_handed_off","6183","EF491B7565E398ADAC692011E12F30E389CD2D8C77F64D7D2FB37D688185E6D6"
"CJK-KO-P08-STR-0095","lemma","CJK-KO-P08-STR-0094","1","6131-6138","620","42546323B9EE39B3D2FD53955A6E33382E0305EDDD9D754F32A931062B2A7A6C","targets/T05_U18.tex","6-6","179","028F3EA55F20AB45BCDEB3208ED075F147D85FD752AA46F44C73FD8E557AA523","ko","draft_complete","unchecked","not_handed_off","6183","632345BD7C3408244420B95A05741844608DB2AB161360FEAF6477B132993252"
"CJK-KO-P08-STR-0096","prose","CJK-KO-P08-STR-0094","2","6131-6138","620","42546323B9EE39B3D2FD53955A6E33382E0305EDDD9D754F32A931062B2A7A6C","targets/T05_U18.tex","8-15","515","E77E51257D8F12D4C75693D6CC3B804E785CD6268A3A99BAA77495058C4D5651","ko","draft_complete","unchecked","not_handed_off","6183","3BF932A880E235AF45F9ACCCB7FCA6D21DEC027638C2F94A65976F0694286B8B"
"CJK-KO-P08-STR-0097","equation_display","CJK-KO-P08-STR-0094","3","6132-6138","340","7009A8E335F14C563999166A4988C875BBDE4C59C9233DA46897A82E7922DF71","targets/T05_U18.tex","9-15","340","F1539A0E270BAA90806B60B5691B2D3D0BBA3EFF32A60900974FA540A26B83EC","ko","draft_complete","unchecked","not_handed_off","6183","4D8B0CBF3E58C6EE6727C974674F11AB32E63ABF5F2F183E5824CC59225996C7"
"CJK-KO-P08-STR-0098","unit","CJK-KO-P08-STR-0093","2","6139-6159","980","D198B7775AF6C6C6FD44D0806476C68CA809E67BC9970F23DCAC4EA303DD2E35","targets/T05_U19.tex","1-26","1402","54D33B701A3ED0469EB2D1949685B28BB590B6CBB745543FFCCC54EEBDDC6784","ko","draft_complete","unchecked","not_handed_off","6183","3F24633B9EA940884900073EAD7DBDE2FA3F523FDBD4A5A8C7F538BF44A8C143"
"CJK-KO-P08-STR-0099","prose","CJK-KO-P08-STR-0098","1","6139-6159","980","D198B7775AF6C6C6FD44D0806476C68CA809E67BC9970F23DCAC4EA303DD2E35","targets/T05_U19.tex","6-26","1007","B457E1B83565DB2FA5592094EA14CAABFC8DDC5109916B17C8C18BE6E50FD9A7","ko","draft_complete","unchecked","not_handed_off","6183","374B29AB862745E795F6E2336E53ED8FEDF903DD15585B2464A0E624CDD3F775"
"CJK-KO-P08-STR-0100","equation_display","CJK-KO-P08-STR-0098","2","6140-6153","584","4EC67622752020FD3190AE0AF3B32AB28A88902B568F4B2BE06C92FFC7029E1B","targets/T05_U19.tex","7-20","585","F1D044D2AD20F02B9BCC03987261B5B8D067E3E970ECB9685F36B69DE806A558","ko","draft_complete","unchecked","not_handed_off","6183","D0E7FB0D2300FA49C6620178B84A3A256E693EE6BE203E864FE0B6523939147C"
"CJK-KO-P08-STR-0101","equation_display","CJK-KO-P08-STR-0098","3","6155-6159","222","EC2EBFF856A3BD9CC6D68AAE936A2B55894ED156A5FD1BF290B0C76EE214BFDA","targets/T05_U19.tex","22-26","222","EC2EBFF856A3BD9CC6D68AAE936A2B55894ED156A5FD1BF290B0C76EE214BFDA","ko","draft_complete","unchecked","not_handed_off","6183","654EC821BCE2AB50E0B4A0D963D2C727A185598DA0FCFFF67752EC01FE8FFD4C"
"CJK-KO-P08-STR-0102","unit","CJK-KO-P08-STR-0093","3","6160-6179","598","8072EA622799D9253EB67E3846608286A16C2A67640F291260BB78FDB91DAA1D","targets/T05_U20.tex","1-25","995","F616959D521E5EDCBC0A5DE9742C4AD763B113EA526CC4FC8E2D03D892740C45","ko","draft_complete","unchecked","not_handed_off","6183","99D5D67BE7C49730065832D3366AFBDFCF8ACB0FB21F7C59A5F81AE049BF7B20"
"CJK-KO-P08-STR-0103","prose","CJK-KO-P08-STR-0102","1","6160-6179","598","8072EA622799D9253EB67E3846608286A16C2A67640F291260BB78FDB91DAA1D","targets/T05_U20.tex","6-25","600","7229857E94E23AE56A9F37E96CE98BBE83C3067A7763767FCAE5806B57561B61","ko","draft_complete","unchecked","not_handed_off","6183","05D347D394496E16E7AFF804514B4293135951493997FDE3EBC48F60BB9F94CC"
"CJK-KO-P08-STR-0104","equation_display","CJK-KO-P08-STR-0102","2","6161-6163","52","F1736CE7374E4494D2A0C85ADF2A370530FE78535E32449EB45680A6D169DDBD","targets/T05_U20.tex","7-9","51","3A9F540B8498572853AECA0E371346045009258A9D1F5DF6831D29BEC832F0C2","ko","draft_complete","unchecked","not_handed_off","6183","41A36B26F0436B52F1FA51BF426306F7EB74EA1C9DA7DBA3733C818314403565"
"CJK-KO-P08-STR-0105","equation_display","CJK-KO-P08-STR-0102","3","6165-6169","138","5261EF43DC04EC1E5A58ACF66F2E1324F9B1AA8468D2B7A14C7A93E8CF2B135B","targets/T05_U20.tex","11-15","137","90DA39DA2ABC8472693415C6377703270836C547D4E2678A1A596563E523CFE3","ko","draft_complete","unchecked","not_handed_off","6183","5F290F4F5FA52694236E7C751348BC9066CB1AF091E6126E78F14352B59DC2A8"
"CJK-KO-P08-STR-0106","equation_display","CJK-KO-P08-STR-0102","4","6171-6174","149","DC3B969D36FEF4B7F2C512DC4BB74591FEBEF3271E319402FC5EE225949989F3","targets/T05_U20.tex","17-20","148","01E25CA745781B9503D2FF573FDF6F35B1CBD51DD4E61AEED337861B54275EE8","ko","draft_complete","unchecked","not_handed_off","6183","FBDFD621851AF89F8600FD2EEB82D4ECF69840BF4262F2BBD52FE7B47B607E3B"
"CJK-KO-P08-STR-0107","equation_display","CJK-KO-P08-STR-0102","5","6176-6178","65","FBFE58CCD9D1ACB7473C7ACBBCBCC95CAF58C3DF4F34E5A7CA210D7853F86B80","targets/T05_U20.tex","22-24","65","FBFE58CCD9D1ACB7473C7ACBBCBCC95CAF58C3DF4F34E5A7CA210D7853F86B80","ko","draft_complete","unchecked","not_handed_off","6183","7EC45282BB8B7966107C981174B56EAB2A706D08061D6C8D0C659AC8FE6C4F20"
"CJK-KO-P08-STR-0108","unit","CJK-KO-P08-STR-0093","4","6181-6181","122","83650F05BB79C9493EF960D100504CA791C757522BD9DA4B3CE1944FE89464FE","targets/T05_U21.tex","1-6","521","CC8CBD551A642E6E260DC467ABA352646D544C816155C06ACD67FDF010EA54D5","ko","draft_complete","unchecked","not_handed_off","6183","FE9343C3614FD3398CCC4D9A77FA53C85A8EE4E44EA1195072353674997B74B3"
"CJK-KO-P08-STR-0109","lemma","CJK-KO-P08-STR-0108","1","6181-6181","122","83650F05BB79C9493EF960D100504CA791C757522BD9DA4B3CE1944FE89464FE","targets/T05_U21.tex","6-6","143","1701093F21149FD5ACD1EA825A3B8259D971425E3CD55D39449542E9782A85DA","ko","draft_complete","unchecked","not_handed_off","6183","2F66785BC49B165BE442661722651CCA90C89C4E04DA275E38973604A6EF6FD6"
"CJK-KO-P08-STR-0110","tranche","CJK-KO-P08-STR-0076","6","6183-6226","2765","189384F0D7DA57306BEDBD8004563C176F4CC51BFFF3D7C60CF7E1FF00E40E1A","","","","","ko","draft_complete","unchecked","not_handed_off","6228","B8F69E382B9D6B3D159002B5C221512CB87C0ACBB7A1659EDBE6315928DA5AD5"
"CJK-KO-P08-STR-0111","unit","CJK-KO-P08-STR-0110","1","6183-6187","672","80F180E0ADABC0A9972DC61BE5CFE94675B91579FBB261F1447CC7F64A1250A5","targets/T06_U22.tex","1-10","1042","DDEE92A18AAB97E7E715B603895424450B39D92948AF1F6A18AD72BFD1FF1108","ko","draft_complete","unchecked","not_handed_off","6228","D0EDAA6F7C963B9F76BD225727B37AB29846DC7EB8B4CD2140DDBD4295785A06"
"CJK-KO-P08-STR-0112","prose","CJK-KO-P08-STR-0111","1","6183-6187","672","80F180E0ADABC0A9972DC61BE5CFE94675B91579FBB261F1447CC7F64A1250A5","targets/T06_U22.tex","6-10","657","9B5E3B81E75023BB24F1E6C8384335D3EFFD3DC65F6E923395B41C6E638BD693","ko","draft_complete","unchecked","not_handed_off","6228","FE94D85FE37687C30835803DCAF17BC653F4A4F385290739B1D306646921B14A"
"CJK-KO-P08-STR-0113","equation_display","CJK-KO-P08-STR-0111","2","6184-6186","48","159215813426ED8A89C29E93813A6B7A014D10550488EDB30D168DFB2B26553D","targets/T06_U22.tex","7-9","48","159215813426ED8A89C29E93813A6B7A014D10550488EDB30D168DFB2B26553D","ko","draft_complete","unchecked","not_handed_off","6228","C56E2038C83938C39B1712BF1FBC3868256F5FA8B5559794AEE25DE31C523019"
"CJK-KO-P08-STR-0114","unit","CJK-KO-P08-STR-0110","2","6189-6191","426","745AF194B8751DC67E5FE4495814C982693BB761A9ECBB35F2491F7EE327278D","targets/T06_U23.tex","1-9","855","CF2ED8DEA353AA1FC95681E990FB1FA101201B826DCA772B7C3FE5DAA226A3D7","ko","draft_complete","unchecked","not_handed_off","6228","69C7AC179937910DBEC3BFF2A1042517FCD424D6EFC6184F3D18FCDE03D4DE75"
"CJK-KO-P08-STR-0115","prose","CJK-KO-P08-STR-0114","1","6189-6191","426","745AF194B8751DC67E5FE4495814C982693BB761A9ECBB35F2491F7EE327278D","targets/T06_U23.tex","6-6","259","849A108B84DF2912EA42417FC60B1E289598B63AF00000767C721728C6174B71","ko","draft_complete","unchecked","not_handed_off","6228","76C2D8C5F792929F1F66F6B14B0FC38B66AE9AF7CF0A55FE0B0CB95E98958B09"
"CJK-KO-P08-STR-0116","prose","CJK-KO-P08-STR-0114","2","6189-6191","426","745AF194B8751DC67E5FE4495814C982693BB761A9ECBB35F2491F7EE327278D","targets/T06_U23.tex","8-9","210","DFFBEB3703C81E6C7D953835DB7A2317064504472AAD35C923C96C57A602712B","ko","draft_complete","unchecked","not_handed_off","6228","66ACD31A06A4FB4897BB3D30EC77D9F26B5218A603886E4506A5206F419F0991"
"CJK-KO-P08-STR-0117","unit","CJK-KO-P08-STR-0110","3","6193-6203","515","204E90A8BD96D81D7AEADC931044E7A6BADF210BE209F40A120ED42CD8180524","targets/T06_U24.tex","1-17","920","9656D79677C46BDDF7DED6D999CC7FC65A515FB7744C095768550C0BCA2662BE","ko","draft_complete","unchecked","not_handed_off","6228","EDFB40990F7352239EC7D6BFC990F47677536F870A14D177F6DAE123A3FAB6E5"
"CJK-KO-P08-STR-0118","prose","CJK-KO-P08-STR-0117","1","6193-6203","515","204E90A8BD96D81D7AEADC931044E7A6BADF210BE209F40A120ED42CD8180524","targets/T06_U24.tex","6-17","525","6E501B63601E839B5DD21B8D57458D3C339104210B2367C32BB5CA9B4CB13509","ko","draft_complete","unchecked","not_handed_off","6228","A6BC71A85EBA8DB0AAE251BEB219A76417DC9B37F80AABCBD73817A8E59E8943"
"CJK-KO-P08-STR-0119","equation_display","CJK-KO-P08-STR-0117","2","6194-6202","233","572C80FCFC39274B6DDD6C55C1FFA6E9AD78BFEA149FC8F47491BFBE24E0D327","targets/T06_U24.tex","8-16","234","6236C60735A07EA2D4BC22D83648D4CAD12428C4FE9D8728336F8E1F0DA6F26D","ko","draft_complete","unchecked","not_handed_off","6228","5A2FA06718B9FE16720E89F890BD5CF905D0C1A97A01CD234D1A580CB8426E39"
"CJK-KO-P08-STR-0120","unit","CJK-KO-P08-STR-0110","4","6205-6220","609","62EC4A56B157D1C95ECC37FA30D21D9A9EA20C06CADDADDE6CD3064E33C79BE9","targets/T06_U25.tex","1-22","1027","FEA5CA2CD100B43998E5E6F86F1EB396DBF26208BD85066104288CCDE5B07FD0","ko","draft_complete","unchecked","not_handed_off","6228","AE2B8BE5018B3A5855562CC1A51E01B0F70C0DC9E83E838747A7B1D3E1DA90A0"
"CJK-KO-P08-STR-0121","prose","CJK-KO-P08-STR-0120","1","6205-6220","609","62EC4A56B157D1C95ECC37FA30D21D9A9EA20C06CADDADDE6CD3064E33C79BE9","targets/T06_U25.tex","6-22","632","796BDB353F4B89EC063A3F98ED43122838BABD7C7F6412760E2733C9ED837ECB","ko","draft_complete","unchecked","not_handed_off","6228","50B7F83BFD4CDDA70D45154BC827BA74F187952B86F8494D308C6AE0E341590E"
"CJK-KO-P08-STR-0122","equation_display","CJK-KO-P08-STR-0120","2","6206-6219","483","43CE83DBF4C87D955D7F5A1DB66574D3D3FC221C38318653C30931545376F883","targets/T06_U25.tex","8-21","483","946DC482034FC75806D0BBD14BEA38F0B7D4CE3F4E7991A0DF316965F46A0090","ko","draft_complete","unchecked","not_handed_off","6228","56165FE2BA1B2782DE440DC897BD81873410E39FEA8F30817DE1AB3C3206932B"
"CJK-KO-P08-STR-0123","unit","CJK-KO-P08-STR-0110","5","6222-6226","539","5DE3843FD02F0E16D90169A0510509E7262D2056B0E074BB5A73289F9FD69D28","targets/T06_U26.tex","1-10","1058","96217735D51EF8C8AD08F3674A57AFD95D67EC19ABD9D4C382250BD18AA4CFCA","ko","draft_complete","unchecked","not_handed_off","6228","62A8197ECA4EEA958480809E092A31B3BCB09E249B433BE18CE3D78F31A15CED"
"CJK-KO-P08-STR-0124","lemma","CJK-KO-P08-STR-0123","1","6222-6226","539","5DE3843FD02F0E16D90169A0510509E7262D2056B0E074BB5A73289F9FD69D28","targets/T06_U26.tex","6-10","663","1546FC42522B35224C1A16CC4E32CD9496FCAA2C8B40C52041E25F7267E43871","ko","draft_complete","unchecked","not_handed_off","6228","C092C15682625AE6AB76A13D5C5E23185C86B6AA69D9896B19A4CA67C1BB6C3F"
"CJK-KO-P08-STR-0125","equation_display","CJK-KO-P08-STR-0123","2","6223-6225","23","DD22C1A4BA332417A3836B0973B6C2EBCD334F02B1148719D25E354D9A179FE5","targets/T06_U26.tex","7-9","23","DD22C1A4BA332417A3836B0973B6C2EBCD334F02B1148719D25E354D9A179FE5","ko","draft_complete","unchecked","not_handed_off","6228","6BEE5025BEE4A7B755D304EB10C4308DA57CED232EE9222F60F45C44B1F4AD06"
