route_key,rows_routed,package,lang_hint,file,window,use_boundary
sistem,7,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/vedgar_izr/uvod.tex,"i bitni pojmovi teorijskog računarstva se u njemu mogu modelirati, svaka intuicija se može validirati, i svaki fenomen se može uočiti. Ako ste ""računarac u duši"", sve potrebne ideje već imate. I najvažnije, sistematizacija i razumijevanje koje iz toga proizlaze su nezamjenjivi. Što ako niste računarac u duši? Knjiga~ skr:Vuk je fantastična za izgradnju matematičke intuicije. Praktički jedini n",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/vedgar_izr/uvod.tex,"računati i funkcije na objektima koji nisu prirodni brojevi. Koristeći kodiranje, konstruiramo interpreter RAM-programa u funkcijskom jeziku, pokazujući ekvivalentnost imperativne i funkcijske paradigme (Kleenejev teorem o normalnoj formi). U četvrtom poglavlju uvodimo jezični model izračunavanja (računanje funkcija koje rade s nizovima znakova), kroz Turingove strojeve u stilu Sipsera~ sipser .",stem_hit_only_requires_context_review
polinom,2,expanded_non_ru_uk_slavic,bs,payload/recovered_focused_slavic_algebra/bs/bs/vedgar_izr/uvod.tex,"je poznat problem rješavanja diofantskih jednadžbi --- nalaženja prirodnih brojeva koji zajedno s još nekim fiksnim prirodnim brojevima, zbrajanjem i množenjem, čine dva izraza jednakima. Modernim jezikom, zadan je polinom s cjelobrojnim koeficijentima u $k$ varijabli (recimo, $x_2^3-x_1^2-1$), i želimo ustanoviti ima li nultočku u $ ^k$ --- ili u $ Z^k$, što se može svesti na prirodni sluča",stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,ikajú spojením niekoľkých hodnôt primitívneho typu. Výsledkom je potom dátová štruktúra. Rôzne jazyky implementujú rôzne základné dátové štruktúry. (Dátová štruktúra = spôsob efektívneho uloženia informácie v pamäti) Nízkoúrovňové jazyky často žiadne dátové štruktúry neimplementujú a poskytujú iba priamy prístup do pamäte. Vyššie programovacie jazyky potom implementujú napr: itemize,stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"Nie je dostupná priamo z procesora, dáta sa kopírujú do RAM radičom. Slúži na trvalé ukladanie informácií. itemize Pevný disk - adresácia cez cylinder, hlavu a sektor prípadne cez lineárne očíslovanie sektorov (preklad je na disku). Disketa, CD, USB Flash, Network storage itemize Práca s vnútornou pamäťou Zaisťuje pre jednotlivé procesy ilúziu neobmedzeného",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"movacie Jazyky multicols {2} Základné pojmy V kontexte programovacích jazykov uvažujeme dva základné pojmy: itemize Výraz (expression) - kombinácia operátorov, konštánt, premenných, funkcií a iných prvkov jazyka ktorá sa vyhodnotí na nejakú výslednú hodnotu (môže ísť o prázdnu hodnotu). Výraz môže ale nemusí mať vedľajšie efekty. (Príklady: 2+1.5, A == 3, null, pop()) Príkaz",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"u E, pôvodné vyhodnocovanie sa zastaví a vykoná sa blok daný klauzulou Catch. V súvislosti s Try-Catch sa používa aj príkaz Finally, ktorý je spojený s dvomi blokmi kodu. Prvý blok sa vyhodnotí normálne (teda v prípade vyvolania výnimky skončí) pričom pre druhý blok platí, že sa vyhodnotí po skončení prvého bloku vždy, bez ohľadu na to či sa v prvom bloku vyvolá výnimka alebo nie. Prí",stem_hit_only_requires_context_review
algebr,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"4: Najprv si prevediem do dvojkovej, tam vyjadrím číslo cez exponent a následne zakódujem sem. Kombinačné a sekvenčné logické obvody Originálna idea je implementovať v obvodoch booleovu algebru. Tá vyžaduje tri operátory. Alternatívne sa preto implementuje Schefferova (NAND) alebo Pierceova (NOR) algebra ktoré vyžadujú len jednu operáciu. Kombinačné logické obvody (logické funkc",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"u. Tradične vykonáva tieto kroky: itemize Analýza - analyzuje sa control flow a data flow programu, rôzne závislosti premenných a pod. Optimalizácia - Na základe analýzy sa program transformuje tak, aby pracoval efektívnejšie prípadne aby bol menší. Generovanie kódu - Optimalizovaný program sa uloží vo finálnej podobe spustiteľnej na cieľovom procesore. itemize In",stem_hit_only_requires_context_review
special,2,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"nciou nie je pevne daný, ale všeobecne sa predpokladá že referencia je ""inteligentnejší"" pointer (napr. taký pre ktorý sa priebežne kontroluje či je pamäť kam odkazuje platná). Typicky existuje špeciálna hodnota pre odkaz, ktorá predstavuje neplatnú pamäť (null). Odkaz môže potenciálne ukazovať aj na spustiteľný kód. Abstraktné dátové typy Abstraktný dátový typ popisuje isté vl",stem_hit_only_requires_context_review
konstru,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"yť klauzula Else prítomná, avšak dá sa nahradiť testom na negáciu pôvodnej podmienky. If-Then-Else sa dá v prípade potreby násobne vnárať (do Else vetvy sa vloží ďalšie IF). Pokiaľ jazyk takúto konštrukciu podporuje priamo na syntaktickej úrovni, hovoríme o riadiacej štruktúre If-Then-Elseif-Else. algorithm algorithmic [1] {A} Jednoduchá ukážka použitia If-Then-Elseif-Else",stem_hit_only_requires_context_review
regular,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"nevyhovuje aktuálnemu obsahu premennej. Pattern matching (Hľadanie vzorov?) je potom rozšírenie tejto techniky, ktoré dovoľuje okrem klasickej rovnosti testovať na širšiu skupinu vlastností (napr. regulárne výrazy v prípade textových reťazcov) prípadne sa pýtať na samotnú štruktúru/typ premennej (je to dvojica? Je to zoznam s troma prvkami?). Pattern matching je oveľa silnejší ako samotný switc",stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"prvkom pracovať. Štandardne ide buď o privátne prvky (má k nim prístup len sám objekt), chránené prvky (má k nim prístup objekt a jeho potomkovia) a verejné prvky (majú k nim prístup všetky objekty). Princíp zapúzdrenia následne tieto pravidlá vynucuje naprieč celým programom. Zapúzdrenie sa využíva na skrytie informácií ktoré sú buď implementačne závislé alebo nesmú byť menené inými objektam",stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"usy waiting, problém optimalizácie a out of order vykonávania), Hardware (CAS, Test-And-Set, stále busy waiting, ale lepšie riadené), OS (synchronizuje OS s tým že OS si môže riadiť scheduler tak aby minimalizoval busy wait). Synchronizačné primitíva: Mutex (lock, unlock), Semafór (give, take, init), Monitor (kritická sekcia nad zámkom, prípadne s podmienkami), Podmienkové premenné (wait, not",stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"= ( \tn V ( )) ( _ ^t { tr} A(s) s ), { tr} A = _{i=1}^n a_{ii} \] pro všechna $t, I$. theorem proof http://en.wikipedia.org/wiki/Liouville%27s_formula {Proof in Wikipedia.} Vlastní důkaz. proof Použití Liouvillovy věty. theorem Nechť ${ U}(t, )$ je standardní fundamentální matice Cauchyovy úlohy \[ \vc x = { A}(t)",stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"se nazývá závisle proměnná a $t$ nezávisle proměnná . V rovnici eq:brzda se vyskytuje nejvýše první derivace hledané funkce $v(t)$, proto se jedná o rovnici prvního řádu . Na pravé straně je nelineární funkce $f(v)= cv^2$ závisle proměnné, proto se jedná o nelineární diferenciální rovnici . Jelikož pravá strana nezávisí přímo na nezávislé proměnné, jedná se o tzv. autonomní rovnici . Pro",stem_hit_only_requires_context_review
reduk,10,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"vzorec bude možno aplikovat jen pro $k=2, ,n-2$. Dvě okrajové podmínky pak budou muset dodat do systému čtyři rovnice. Navíc bude třeba najít takové interpolační vzorce pro okrajové podmínky, aby neredukovaly vysokou přesnost zvoleného vzorce. Řešení obou problémů je obecně velmi náročné a zde skončíme pouze poukázáním na jeho existenci a odkazem do publikací věnovaných metodě sítí. % Formulac",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"rychlostí $v_0=100$~km za hodinu jede s vyřazeným motorem. Při vysokých rychlostech převažuje aerodynamický odpor a odporová síla je úměrná druhé mocnině rychlosti. Máme určit průběh rychlosti jako funkci času. Použitím druhého Newtonova zákona dostaneme pro zpomalený pohyb rovnici: % připomenutí ODR equation eq:brzda m \d v { t}(t) = -k v^2(t), v(0)=v_0=100, equation kde $m$ je",stem_hit_only_requires_context_review
integral,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"pomocí variace konstant, tj. ve tvaru $x_p(t) = c(t) x_h(t)$ \[ x_p (t) = c (t) x_h(t) = b(t) \] a tedy \[ x_p(t) = x_h(t) _ ^t b(s) x_h^{-1} (s) s. \] Mohli bychom místo určitého integrálu použít neurčitý s libovolnou integrační konstantou, ale takto je partikulární řešení na počátku nulové, $x_p( ) = 0$. Díky tomu je pak celé řešení rovnice eq:simple_nehom součtem homogen",stem_hit_only_requires_context_review
algebr,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"t , equation řešením soustavy eq:const_coef . proposition proof Důkaz provedeme dosazením do rovnice: \[ \vc v (t) = u e^{ t} = A u e^{ t} = A v(t). \] proof Algebraická odbočka Vlastní čísla $ _i$, $i=1, , m$ reálné matice $ A$ jsou kořeny charakteristického polynomu $p( ) = ( A- I)$. Tento polynom s reálnými koeficienty má $n$ obecně komplex",stem_hit_only_requires_context_review
special,2,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"gn* y(t) &= (A + i B) e^{at} e^{ibt} + (A-iB)e^{at}e^{-ibt} = A e^{at} (e^{ibt} + e^{-ibt}) + B e^{at} i(e^{ibt} - e^{-ibt}) \\ &= e^{at} ( 2 A cos(bt) + 2 B sin(bt) ). align* Pro některé speciální pravé strany $F$ existují předpisy pro partikulární řešení. Nyní naznačíme, odkud se vzala výše ukázaná metoda řešení pomocí charakteristické rovnice, jak tato charakteristická rovnice souv",stem_hit_only_requires_context_review
konstru,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"čnou, avšak pro numerické řešení neefektivní, { metodu postupných aproximací} založenou na integrální variantě rovnic ( eq::num_cauchy ) displaymath x(t)= + _a^t f(s,x(s)) s displaymath a konstrukci postupných aproximací funkce $x(t)$ podle vztahu displaymath x_{n+1}(t)= + _a^t f(s,x_n(s)) s. displaymath Na tomto přístupu je založen důkaz Picardovy věty o existenci a jednozna",stem_hit_only_requires_context_review
regular,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"lní matice homogenní soustavy ODR eq:lin_homo definovaná na intervalu $I$. Pak platí: enumerate $ \tn V (t) = { A}(t){ V}(t)$ pro všechna $t I$. Je-li ${ C}$ regulární reálná konstantní matice typu $(n,n)$, pak také maticová funkce ${ W}(t) = { V}(t) { C}$ je fundamentální matice soustavy eq:lin_homo . enumerate theorem pr",stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"omogenní lineární rovnicí equation eq:lin_homo \vc x ={ A}(t) x. equation Bez určení počáteční podmínky má ovšem tato rovnice více (dokonce nekonečně mnoho) řešení, pro která platí princip superpozice. Mějme $ x(t)$ a $ y(t)$, dvě řešení rovnice eq:lin_homo , a dále dvě reálná čísla $ $, $ $, pak i funkce $ z(t)= x(t) + y(t)$ je řešením stejné rovnice, neboť",stem_hit_only_requires_context_review
kvadrat,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"á se o nehomogenní (pokud $f 0$) lineární rovnici druhého řádu. Při\-po\-meň\-me obvyklou metodu řešení takovéto rovnice. Nejprve řešíme charakteristickou rovnici \[ Y^2 + Y + =0. \] Tato kvadratická rovnice má buď jeden (násobný) nebo dva (obecně komplexní) kořeny $Y^+$, $Y^-$, pak má homogenní rovnice ($F=0$) řešení ve tvaru equation eq:charakteristicka y(t) = C^{+}e^{Y^{+}",stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/jbrezmorf_AMA/scripta.tex,"intervalu $J$. example balon Nad rybníkem $H$ fouká vítr. Směr větru a jeho velikost v čase $t$ během jednoho dne $I$ a v místě $ x$ rybníka $H ^2$ je dán funkcí $ f(t, x)$. Balón s minimální hmotností a třením je větrem unášen po trajektorii dané funkcí $ x(t)$, která splňuje rovnici eq::soustava_ODR . Rychlost balónu v čase $t$ je tedy rovna rychlosti větru v místě, kde je",stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"czech {AaIiVvOoUuSsZzKk}} % chars not to break on babel % czech language localization % URL HIGHLIGHTING % %-================-% % is loaded before biblatex to prevent option clashes url % for formatting urls % BIBLIOGRAPHY % %-============-% , [2]... sortlocale=cs_CZ, autolang=other, bibencoding=UTF8]{biblatex} % use BibLaTeX for references paper.b",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"nce zastává funkci skriptovacího jazyka na automatizaci jejího provozu (viz. kapitola~ sec:Automatizace provozu stránky ). Oproti alternativám jako php a Java je používán převážně díky velkému množství modulů, jednoduché syntaxi a autorovým zkušenostem s jeho používáním. Markdown sec:Markdown Markdown je styl formátování prostého textu vytvořený v roce 2004 Johnem Gruberem pro autory w",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"vací jazyky do kategorií {Jeden programovací jazyk může využívat více paradigmat a spadat tak do několika kategorií (viz. jazyky rozebírány v kapitolách~ sec:Python a~ sec:JavaScript ).} jako např. funkcionální, procedurální, či logické. I přes jejich rozdíly jsou však výpočetně ekvivalentní~--~problém řešitelný v libovolném z nich je nutně řešitelný ve všech~ intro-to-programming-languages .",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"} } % path to images float % floats in correct position (the [H] option) subcaption % for subfigures \fboxsep {0pt} % image border separation \fboxrule {0.5pt} % image border thickness % normalize figure spacing 0pt 0pt 0pt figure { 1.2\baselineskip } % TITLE FORMATTING % %-================-% titlesec % titles have sizes 18pt, 16pt and 14pt, respectively % the space",stem_hit_only_requires_context_review
algebr,4,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"tcích s robotikou přál číst. Předešlé znalosti v oblasti robotiky či elektrotechniky pro čtení článků stránky potřebné nejsou, doporučeny jsou pouze základní znalosti programování a středoškolské matematiky (geometrie, algebra). Proces tvorby článků sec:Proces tvorby článků Při tvorbě nového článku je nejprve zvoleno téma, které bude článek rozebírat. Vyšší prioritu mají témata, jejic",stem_hit_only_requires_context_review
special,2,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"naměřené hodnoty sesbíraných dat. Rovněž také popisuje metody obdržení zpětné vazby o jejím formátování a obsahu. Analýza návštěvnosti Google je jedna z nejúspěšnějších technologicky zaměřených společností dneška. Specializuje se na reklamní technologie, internetové vyhledávání a řadu dalších technických oborů. V projektu jsou její službu používány především díky jednoduchosti jejich nasta",stem_hit_only_requires_context_review
konstru,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"l robota % figure Hlavní koncepty těchto témat jsou dále implementovány přes online prostředí RobotMesh v jazyce Python na robotovi ze stavebnice VEX EDR, který byl pro tento účel vytvořen. Dva úhly pohledu na jeho konstrukci zachycuje obrázek~ img:3D model robota . Zdrojový kód tohoto modelu je dostupný jako příloha této práce (viz. kapitola~ sec:STEP model robota ) ve formátu step . P",stem_hit_only_requires_context_review
regular,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,% ACRONYMS % %-========-% glossaries % no page numbers \acrfullformat [2]{#2 (#1)} % long (short) to short (long) alttree % set style of glossary % make glossary title spacing be the same as regular title \glossarypreamble { -\baselineskip -\parskip } frc {FRC}{First Robotics Competition} ftc {FTC}{First Technical Challenge} fll {FLL}{First Lego League} pdf {PDF}{Portable Docum,stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"elný v libovolném z nich je nutně řešitelný ve všech~ intro-to-programming-languages . Následující kapitola rozebírá v projektu používané programovací jazyky~--~jejich stručnou historii, podstatné principy fungování a roli v projektu. { html } sec:HTML Značkovací jazyk html vytvořil Tim Berners-Lee z výzkumného centra cern ~( cern ~--~Evropská organizace pro jaderný výzkum) v roce",stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,cs,payload/recovered_focused_slavic_algebra/cs/cs/xiaoxiae_soc-paper-2019/paper.tex,"8-bitové a zmenšit tím obrázek bez výrazného zhoršení jeho kvality. K~24.~únoru~2019 tento skript zkomprimuje obrázky webové stránky na 72.3 { } jejich původní velikosti a zmenší tím velikost stránky o 262 KB. Minimalizace zdrojového kódu Zkompaktnění zdrojového kódu je další možná optimalizace, kterou lze načítání stránky urychlit. Prohlížečům na vzhledu kódu nezáleží a běžné uživa",stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/amwolff_WAT-MM/assignment.tex,article polski inputenc chemformula amsfonts { Modelowanie Matematyczne (zadanie) \\ Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego \\ prowadzący: mgr inż. Michał Kapałka } Artur M. Wolff (grupa nr H,stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/amwolff_WAT-MM/assignment.tex,"y sposób: $$x_{n + 1} = (x_n)^2 \ mod \ M$$ gdzie $x_n$ to kolejne stany generatora, a $M$ to iloczyn dwóch dużych liczb pierwszych $p$ i $q$ dających w dzieleniu przez 4 resztę 3 (dzięki czemu każda reszta kwadratowa modulo $p$ ma jeden pierwiastek kwadratowy, który także jest resztą kwadratową), i mających możliwie mały $ NWD ( (p - 1), (q - 1))$, a $ $ jest funkcją Eulera (co zapewnia długi",stem_hit_only_requires_context_review
grup,7,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/amwolff_WAT-MM/assignment.tex,putenc chemformula amsfonts { Modelowanie Matematyczne (zadanie) \\ Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego \\ prowadzący: mgr inż. Michał Kapałka } Artur M. Wolff (grupa nr H7X2S1) \today document Treść problemu Warmińsko-mazurska kopalnia paliw kopalnianych Albrecht wydobywa 3 rodzaje węgla. Węgiel typu I jest najbardziej opłacalny do wydobyc,stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/amwolff_WAT-MM/assignment.tex,"-- cena sprzedaży węgla typu II (1 tony), $c_2 N_+ $ \\ $c_3$ -- cena sprzedaży węgla typu III (1 tony), $c_3 N_+ $ \\ $u_1$ -- maksymalny udział węgla typu I w ogóle wydobycia, $u_1 N_+ $ \\ $u_2$ -- minimalny udział węgla typu II w ogóle wydobycia, $u_2 N_+ $ \\ $u_3$ -- minimalny udział węgla typu III w ogóle wydobycia, $u_3 N_+ $ \\ $k_2$ -- dopłata klimatyczna za nadprodu",stem_hit_only_requires_context_review
grup,7,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/andrija-urosevic_BPP_HGGA/pres.tex,"--------------------------------- % TITLE PAGE %----------------------------------------------------------------------------- Genetski algoritam za minimalno pakovanje Hibridni genetski algoritam grupa za problem jednodimenzionog minimalno pokovanje {Andrija Urošević} {% Univerzitet u Beogradu\\ Matematički fakultet } Septembar, 2022. %-------------------------------------",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/andrija-urosevic_BPP_HGGA/pres.tex,"neke od grupa. Primeni fazu IV:\ Heuristika ubacivanja. enumerate block frame %----------------------------------------------------------------------------- frame {Funkcija prilagođenosti} block {Funkcija prilagođenosti} equation fitness = { _{j = 1}^N {(F_j/B)}^k}{N}, equation gde je $N$ broj grupa u hromozomu,",stem_hit_only_requires_context_review
element,3,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/andrija-urosevic_BPP_HGGA/pres.tex,"----------------------------------------------------------------------------- frame {Problem minimalnog pakovanja} block {Definicija} Neka je dat konačan skup elemenata $I$, neka svaki element $i I$ ima veličinu $s(i)$, i neka je dat kapacitet kontejnera $B$. Treba naći particiju $\{I_1, I_2, , I_k\}$ skupa elemenata $I$, tako da je $ _{i I_k} s(i",stem_hit_only_requires_context_review
polinom,2,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/andrija-urosevic_BPP_HGGA/pres.tex,"B Z ^{+}$. block block {$OPT(I)$} Optimalan vrednost broj kontejnera $k$ za dati skup elemenata $I$, obeležavamo i sa $OPT(I)$. block exampleblock {Najbolje polinomijalne aproksimacije} enumerate [FFD:] $ 3 {2} OPT(I)$ [MFFD:] $ 71 {60} OPT(I)$ (1995) [KK:] $OPT(I) + O( ^2 (OPT(I)))$ (1982)",stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/andrija-urosevic_BPP_HGGA/pres.tex,s %----------------------------------------------------------------------------- % TITLE PAGE %----------------------------------------------------------------------------- Genetski algoritam za minimalno pakovanje Hibridni genetski algoritam grupa za problem jednodimenzionog minimalno pokovanje {Andrija Urošević} {% Univerzitet u Beogradu\\ Matematički fakultet } Septemba,stem_hit_only_requires_context_review
teorem,19,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,array {|ccc} e & c & c^2 \\ c & c^2 & e \\ c^2 & e & c array eq:cntabsimple equation Grupne tablice množenja zadovoljavaju tzv. svojstvo latinskog kvadrata poznato i kao Latinski kvadrat Teorem!o razmještaju teorem [Teorem o razmještaju] Svaki element grupe se pojavljuje jednom i samo jednom u svakom stupcu ili retku grupne tablice množenja. teorem Dokaz : Pretpostavimo s,stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,". poglavlje, ove grupe se nazivaju Liejeve grupe. Liejeva grupa!beskonačna kontinuirana Primjeri su ($ R \{0\}$, $ $) i GL(2). itemize primjer [Grupa simetrija] Grupa!simetrija Skup svih transformacija simetrije nekog konkretnog objekta tj. transformacija koje ostavljaju taj objekt nepromijenjen nužno tvore grupu obzirom na binarnu operaciju kompozicije transformacija $ $: enumerate",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,"1 pmatrix , pmatrix 0 & 1 \\ 1 & 0 pmatrix \}, )\,.$$ primjer primjer {$ Z _n$} {$ Z _2$} C$_n$ Grupa $ Z _n$ je skup cijelih brojeva $\{0, 1, 2, , n-1\}$, uz binarnu operaciju zbrajanja modulo $n$. Jedinični element je naravno 0, a cijelu grupu generira element 1 i grupa je izomorfna cikličkoj grupi $ C _n$. Stoga mnogi autori cikličke grupe označavaju $ Z",stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,"tencije inverza. Naime, neregularne matrice (one čija determinanta iščezava) nisu invertibilne. Međutim, ukoliko se ograničimo samo na skup regularnih $2 2$ matrica dobivamo grupu koja se naziva opća linearna grupa u dvije dimenzije i označava grupno-teorijskom oznakom GL(2). {Opća linearna grupa|see{GL($n$)}} GL($n$) primjer Grupu zovemo Abelova (abelovska, komutativna) ako Grupa!Ab",stem_hit_only_requires_context_review
grup,7,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,"% Correcting the title chapter page plain {% \bfseries \thepage \rightmark \leftmark \headrulewidth {0.4pt}} arabic Grupe Definicija grupe i primjeri Moć teorije grupa leži u njenoj apstraktnosti koju je poznati fizičar Arthur Eddington {Eddington, Arthur 1882 {1944}} ilustrirao riječima quote Potrebna",stem_hit_only_requires_context_review
izomorf,7,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,"Konjugirajući elementi preslikavaju međusobno osi rotacije. Normalna podgrupa $ C _3$ se sastoji od cijelih klasa (prve dvije), dok podgrupa $ C _2=\{e,b\}$ nema to svojstvo i nije normalna. primjer Homomorfizam i izomorfizam grupa Vidjeli smo u primjeru pr:D3oC3 kako kvocijentna grupa $ D _3/ C _3$ ima isti broj elemenata i istu tablicu množenja kao grupa $ C _2$. Dakle u apstraktnom smi",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,hr,payload/recovered_focused_slavic_algebra/hr/hr/kkumer_simetrije/1_grupe.tex,"$ ne mijenjaju objekt, ne mijenja ga ni njihova kompozicija $g_2 g_1$ Zatvorenost!grupe simetrija asocijativnost: transformacije možemo interpretirati kao Asocijativnost!grupe simetrija funkcije na skupu svih stanja objekta koji transformiramo, a kompozicija funkcija je asocijativna identiteta: transformaciju koja ne radi ništa tj. ne mijenja objekt također smatramo tran",stem_hit_only_requires_context_review
