term_id,source_term,chosen_form_latin,chosen_form_cyrillic,concept,concept_source,concept_link_original,concept_key,reason_class,status,reviewer_need,source_pointer,f10_flag,safe_to_show_external,f10_reason,required_fix,tail_route,tail_route_key,tail_shelf_langs,c2_priority,witness_E,witness_W,witness_S,witness_I,witness_X,branch_present_E,branch_present_W,branch_present_S,family_witness_mass,branch_share_E,branch_share_W,branch_share_S,effective_branch_count_D1,branch_breadth_weight,branch_balance_weight,source_strength_weight,east_dominance_penalty,ws_isv_choice,ws_support_hits,ws_competitor_hits,ws_support_branches,ws_competitor_branches,ws_support_langs,ws_competitor_langs,ws_support_score,ws_adverse_competitor_score,weighted_score_action_class,weighted_score_sensitivity,weighted_current_equal_branch,weighted_current_dependence_pd,weighted_top_equal_branch,best_noncurrent_mean_MAG,writeback_status,writeback_candidate_weight,writeback_note,operational_term_weight_0_100,operational_weight_band,recommended_action_band,weight_boundary
ISV-grundideal_i-ter_stufe--osnovny_ideal_i-go_n,Grundideal i-ter Stufe,osnovny ideal i-go nivoja,основны идеал i-го нивоја,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper24_section02_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-grundmodul--osnovny_modul,,osnovny modul,основны модул,,,,,pan_slavic_native;coinage,unstated,True,noether_paper18_terms.json;noether_paper22_section01_terms.json;noether_paper22_terms.json;noether_paper24_section01_terms.json,F10-4,yes_with_definition,constructed/specialist term; transparent but needs community certification,keep explicit definition at first use; mark authority-needed in review packet,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,4.7,E_gap_or_adverse,D_authority_or_specialist_needed,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-grundmodul_grundideal--osnovny_modul_osnovn,,osnovny modul / osnovny ideal,основны модул / основны идеал,ideal,v10_queue,ideal,ideal,unstated,unstated,True,noether_paper22_section04_terms.json;noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-gruppendeterminante--grupova_determinanta,,grupova determinanta,групова детерминанта,determinant,v10_queue,determinant,determinant,unstated,unstated,True,noether_paper34_section23_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,determinanta,34,19,south|west,west,cs|hr|sk|sl,pl,0.5427,0.4573,variant_or_doublet_note,stable,1.0,0.8181818181818182,determinanta,-0.5986422551427004,Q3_ACCEPT_low_confidence_component_support,0.35,"determinant term present, but windows are not all algebra/Noether-specific",26.7,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-gruppeneinteilung_der_zugehörigen_primid--grupno_razděljenje_p,,grupno razděljenje pridruženih prostyh idealov,групно раздељенье придруженых простых идеалов,ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-gruppeneinteilung_nach_nicht-teilerfremd--grupno_razděljenje_p,,grupno razděljenje po nevzaimnoj prostosti,групно раздельенье по невзаимној простости,grup,concept_link,grup,grup,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,grup,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-gruppenordnung_ordnungen_h_i--porjadok_grupy_porja,,porjadok grupy / porjadkov h_i,порјадок групы / порјадков х_и,coefficient,tail_route_key,coefficient,coefficient,unstated,unstated,True,noether_paper34_section22_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,ar;es;fa;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",27.7,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-gruppenring--grupno_kolco,Gruppenring,grupno kolco,групно колцо,ring,concept_link,ring,ring,unstated,unstated,True,noether_paper34_section06_terms.json,F10-3,no_fix_first,"ring: E-Slavic continuity vs cs/sk okruh, S-Slavic prsten, sl kolobar; log: 'not derivable mechanically from a majority vote'; reviewer-sensitive",resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,kolco,0,2734,,south|west,,bg|cs|hr|pl|sk|sl|sr,0.0,1.0,review_priority,weight_sensitive,0.3333333333333333,0.18181818181818182,prsten / pierścień / prăsten coalition,0.12503935166446295,,0.0,,0,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-gruppenring--grupovo_kolco,Gruppenring,grupovo kolco,групово колцо,ring,concept_link,ring,ring,pan_slavic_native,unstated,True,noether_paper34_section20_source_fidelity_terms.json;noether_paper34_section22_source_fidelity_terms.json;noether_paper34_section26_source_fidelity_terms.json,F10-3,no_fix_first,"ring: E-Slavic continuity vs cs/sk okruh, S-Slavic prsten, sl kolobar; log: 'not derivable mechanically from a majority vote'; reviewer-sensitive",resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,kolco,0,2734,,south|west,,bg|cs|hr|pl|sk|sl|sr,0.0,1.0,review_priority,weight_sensitive,0.3333333333333333,0.18181818181818182,prsten / pierścień / prăsten coalition,0.12503935166446295,,0.0,,0,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größenreihe_größenreihen--red_veličin_redy_vel,,red veličin / redy veličin,ред величин / реды величин,,,,,unstated,unstated,True,noether_paper07_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größte_primäre_ideale--najveće_primarne_ide,,najveće primarne idealy,највече примарне идеалы,ideal,v10_queue,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größte_primäre_komponenten--največše_primarne_ko,größte primäre Komponenten,največše primarne komponenty,највечше примарне компоненты,,,,größte primäre komponenten,international,unstated,False,noether_paper24_section02_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größte_primäre_komponenten_größte_primär--največše_primarne_ko,größte primäre Komponenten / größte primäre Faktoren,največše primarne komponenty / največše primarne faktory,највечше примарне компоненты / највечше примарне факторы,ideal,tail_route_key,ideal,ideal,unstated,unstated,True,noether_paper25_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größte_primäre_komponenten_ideale--najveće_primarne_kom,,najveće primarne komponenty / idealy,највечше примарне компоненты / идеалы,ideal,v10_queue,ideal,ideal,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größte_primärkomponente--največša_primarna_ko,größte Primärkomponente,največša primarna komponenta,,ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_paper30_section06_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größter_gemeinsamer_teiler--največši_obči_dělite,,največši obči dělitelj,највечши обчи делитель,least common multiple,tail_route_key,least common multiple,least common multiple,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,least common multiple,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größter_gemeinsamer_teiler_gleich_dem_ei--največši_obči_dělite,,največši obči dělitelj jest jednaky jediničnomu idealu D=(ε),највечши обчи делитељ јест једнакы јединичному идеалу D=(ε),ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größter_gemeinsamer_teiler_im_polynomsin--največši_obči_dělite,,največši obči dělitelj v polinomnom smyslu,највечши обчи делитель в полиномном смыслу,polynomial,tail_route_key,polynomial,polynomial,source_fidelity,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,polinom,1581,446,south|west,west,cs|hr|sk|sl|sr,pl,0.5469,0.4531,variant_or_doublet_note,stable,1.0,0.8181818181818182,polinom,-0.5986422551427004,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",25.9,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größter_gemeinsamer_teiler_von_idealen--najveći_obšty_dělite,,najveći obšty dělitelj idealov,највечи обшты делитель идеалов,ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-größter_primärer_teiler_primärer_teiler--najveći_primarny_děl,,najveći primarny dělitelj / primarny dělitelj,највечи примарны делитель / примарны делитель,ideal,tail_route_key,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-halbeinfacher_ring--poluprosto_kolco,Halbeinfacher Ring,poluprosto kolco,полупросто колцо,ring,concept_link,ring,ring,unstated,unstated,True,noether_paper34_section12_terms.json,F10-3,no_fix_first,"ring: E-Slavic continuity vs cs/sk okruh, S-Slavic prsten, sl kolobar; log: 'not derivable mechanically from a majority vote'; reviewer-sensitive",resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,kolco,0,2734,,south|west,,bg|cs|hr|pl|sk|sl|sr,0.0,1.0,review_priority,weight_sensitive,0.3333333333333333,0.18181818181818182,prsten / pierścień / prăsten coalition,0.12503935166446295,,0.0,,0,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hassescher_normensatz--normna_teorema_hasse,Hassescher Normensatz,normna teorema Hasse,,module,tail_route_key,module,module,unstated,unstated,True,noether_paper38_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,modul,448,0,south|west,,cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,0.9090909090909091,modul,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptgeschlechtssatz--teorem_o_glavnom_rod,Hauptgeschlechtssatz,teorem o glavnom rodu,,teorem,concept_link,teorem,teorem,unstated,unstated,True,noether_paper41_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptgeschlechtssatz--unnamed,Hauptgeschlechtssatz,,,principal genus theorem,tail_route_key,principal genus theorem,principal genus theorem,unstated,unstated,True,french_paper41_term_rationale_20260702.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,principal genus theorem,,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,0,E_gap_or_adverse,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptideal--glavny_ideal,,glavny ideal,главны идеал,ideal,v10_queue,ideal,ideal,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper22_section01_terms.json;noether_paper22_terms.json;noether_paper30_section03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptideal_basispolynom--glavny_ideal_bazny_p,,glavny ideal / bazny polinom,главны идеал / базны полином,basis,v10_queue,basis,basis,pan_slavic_native,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,51.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptmodul--glavny_modul,Hauptmodul,glavny modul,главны модул,module,v10_queue,module,module,source_fidelity,unstated,True,noether_paper30_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,modul,448,0,south|west,,cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,0.9090909090909091,modul,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptreihe--glavny_rjad,Hauptreihe,glavny rjad,главны рјад,,,,hauptreihe,source_fidelity,unstated,True,noether_paper34_section03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptsatz--glavna_teorema,Hauptsatz,glavna teorema,,lemma,v10_queue,lemma,lemma,unstated,unstated,True,noether_paper38_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,lemma,es;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,lema,541,183,south|west,west,bg|cs|hr|pl|sk|sl,pl,0.5469,0.4531,confirm_current,stable,1.0,1.0,lema,-0.7645207641868372,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,0.0,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",14.9,E_gap_or_adverse,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptsatz_hilfssatz_zusatz_bemerkung--glavny_teorem_pomočn,,glavny teorem / pomočny teorem / dodatok / zamětka,,lemma,tail_route_key,lemma,lemma,pan_slavic_native,unstated,True,noether_post45_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,lemma,es;fr,True,3.0,1.0,1.0,0.0,0.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,lema,541,183,south|west,west,bg|cs|hr|pl|sk|sl,pl,0.5469,0.4531,confirm_current,stable,1.0,1.0,lema,-0.7645207641868372,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",68.8,B_usable_candidate_or_balanced,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hauptspur--glavny_slěd,,glavny slěd,главны след,,,,,unstated,unstated,True,noether_paper34_section26_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-highest_elementary_divisor--najvyšši_elementarny,,najvyšši elementarny dělitelj,највышши елементарны делитель,element,tail_route_key,element,element,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,es;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,element,1743,728,south|west,west,bg|cs|hr|pl|sk|sl|sr,cs|sk,0.531,0.469,confirm_current,stable,1.0,1.0,element,-0.7892313608030438,no_accepted_slavic_context_yet,0.0,available windows rejected or insufficient under this pass,14.3,E_gap_or_adverse,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-hilbertsche_anzahlen--hilbertove_funkcije,,Hilbertove funkcije,,basis,tail_route_key,basis,basis,unstated,unstated,True,noether_postbibliography_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",42.7,C_partial_or_review_needed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
