"relative_path","language_bucket","source_language","body_status","source_use_label","source_title","source_url","local_package_path","bytes","sha256","license_or_access_signal","origin_note","language_boundary"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_download_page.html","tg_Cyrl_TJ","Tajik Cyrillic","native_source_html_or_source_page","native-source-body","Zarowadk Choriev/Olimov KTM Algebra and Number Theory","https://zarowadk.ru/dnld/matem/ktm_alg_naz_adadho.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_download_page.html","4525","91DC41263F3E9320CA09B612BFE44C1E3933BD73F032C95170890E57B8D3DBE2","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_download_page.html","tg_Cyrl_TJ","Tajik Cyrillic","native_source_html_or_source_page","native-source-body","Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1","https://zarowadk.ru/dnld/matem/davlatov_alg_naz_adadho.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_download_page.html","4563","8DB7C4C7201FF140892D42041CFDD7CBEA78D6446082A2FE99E6EE57C9F2CC5E","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdf","tg_Cyrl_TJ","Tajik Cyrillic","native_source_body_pdf","native-source-body","Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1","https://zarowadk.ru/dnld/matem/davlatov_alg_naz_adadho.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdf","5283895","4862488CA3B492C10CC1893D921A110F0B39C2CD84FFCEC50FD612B631666181","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt","tg_Cyrl_TJ","Tajik Cyrillic","OCR_witness_text_extraction_not_source_truth","OCR-witness","Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1","https://zarowadk.ru/dnld/matem/davlatov_alg_naz_adadho.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt","192528","A5CDBE87C91B1926306A4E2A06D248989A32FC50CBB488E41C694E52CA07E9E0","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_math_books_index.html","tg_Cyrl_TJ","Tajik Cyrillic","native_source_html_or_source_page","native-source-body","Zarowadk math books index","https://zarowadk.ru/dnld/matem/","tg_Cyrl_TJ/tg_cyrl_zarowadk_math_books_index.html","108297","872FC3BEA6631C28972D22A812F1DBAAF26644E027070B88E8D79FE6A70381A4","public index; free reading/download/familiarization signal; all rights reserved","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_download_page.html","tg_Cyrl_TJ","Tajik Cyrillic","native_source_html_or_source_page","native-source-body","Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2","https://zarowadk.ru/dnld/matem/asos_matemat_oli_2.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_download_page.html","4468","0C07C98E5D7EACB0E34ACA9359E8DB9BB79371F1E044697B9217C55AEA43ECE2","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdf","tg_Cyrl_TJ","Tajik Cyrillic","native_source_body_pdf","native-source-body","Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2","https://zarowadk.ru/dnld/matem/asos_matemat_oli_2.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdf","11122231","E6EB2E8D9B1E493667E3C9851EBCBFC115503ED2D0917634B7D2BC5CAD6E33F8","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt","tg_Cyrl_TJ","Tajik Cyrillic","OCR_witness_text_extraction_not_source_truth","OCR-witness","Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2","https://zarowadk.ru/dnld/matem/asos_matemat_oli_2.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt","1074845","2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"ur/ur_glossary_technical_terms_english_urdu_mathematics_archive_metadata.json","ur","Urdu","pointer_or_gap_marker_not_source_body","pointer-only","Glossary Of Technical Terms (english-urdu) Mathematics","https://archive.org/details/in.ernet.dli.2015.508778","ur/ur_glossary_technical_terms_english_urdu_mathematics_archive_metadata.json","9690","7EF06B2B3CA7D6134F0A4C0FF5B562D62977EEAAF7A3891B4753DCCA63F57642","Internet Archive / Digital Library of India item; language Urdu; no license clearance claimed","downloaded during Session 06 source-body collection","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"ur/ur_glossary_technical_terms_english_urdu_mathematics_djvu.txt","ur","Urdu","OCR_witness_text_extraction_not_source_truth","OCR-witness","Glossary Of Technical Terms (english-urdu) Mathematics","https://archive.org/details/in.ernet.dli.2015.508778","ur/ur_glossary_technical_terms_english_urdu_mathematics_djvu.txt","69418","4283F3FD819B6825A50017F9430D7023D5BC8FA22E0656B70440C6C4C62D0E52","Internet Archive / Digital Library of India item; language Urdu; no license clearance claimed","downloaded during Session 06 source-body collection","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"ur/ur_glossary_technical_terms_english_urdu_mathematics_text.pdf","ur","Urdu","native_source_body_pdf","native-source-body","Glossary Of Technical Terms (english-urdu) Mathematics","https://archive.org/details/in.ernet.dli.2015.508778","ur/ur_glossary_technical_terms_english_urdu_mathematics_text.pdf","15738106","7F0BCA91DE508DD9A98CE3A9E2F4406184FC82FBC681D7DA8F8D6A46A9B9D664","Internet Archive / Digital Library of India item; language Urdu; no license clearance claimed","downloaded during Session 06 source-body collection","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"ur/ur_iitk_satheee_ncert_class6_algebra_chapter11_403_gap.txt","ur","Urdu","pointer_or_gap_marker_not_source_body","pointer-only","IITK SATHEE Urdu NCERT class 6 algebra chapter - blocked fetch marker","https://sathee.iitk.ac.in/ur/sathee-railway-exams/student-corner/ncert-books/class-06/mathematics/chapter-11-algebra/","ur/ur_iitk_satheee_ncert_class6_algebra_chapter11_403_gap.txt","279","33105B498C6271FF744A0BF0AE4F4F30B53675BCDF2480E18A923A3DD5C2812C","direct fetch returned 403 Forbidden; gap marker only","generated during Session 06 source-body collection","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
