"active_row_id","target_family","language_access_target","acquisition_class","current_coverage_state","known_witness_ids","known_source_urls","known_local_paths","known_sha256s","license_access_signals","language_topic_evidence","gap_ids","required_next_source_canon_step","blocker_gap_note","blocked_outputs"
"R6-ACTIVE-037","Indigenous Americas","Mexico CONALITEG Indigenous primary","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-GAP-AUTO-024","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-038","Indigenous Americas","Mexico CONALITEG viewers/catalogue","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-IA-P3-007; R6-IA-P3-008; R6-IA-P3-009; R6-IA-P3-010; R6-IA-P3-011","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-039","Indigenous Americas","Mexico CONALITEG/Nanahuatzin","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-IA-P3-D004","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-040","Indigenous Americas","Mexico Nahuatl/Hnahnu/Maya/Nanahuatzin","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-GAP-AUTO-025","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-041","Indigenous Americas","Nahuatl","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-IA-P3-D001; R6-IA-P3-D005","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-042","Indigenous Americas","Nahuatl / Indigenous-language education candidate","source_canon_gap_review_required","candidate_route_only_not_witness","","","","","","","","If pursued, inspect repository source-body language and mathematics content under a separate capture policy, record file hashes, license scope, source-owner/reviewer route, and B3 payload boundary before any movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-043","Indigenous Americas","Paraguay Guarani","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-GAP-AUTO-026","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-044","Indigenous Americas","Paraguay Guarani/Matematica PRODEPA","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-GAP-AUTO-027","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-045","Indigenous Americas","Paraguay MEC CMS","url_access_repair_or_exact_route_capture_required","route_retry_metadata_blocker","","","","","","","R6-IA-P3-001","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-046","Indigenous Americas","Peru Quechua/Aymara","exact_named_language_math_source_capture_required","explicit_blocker_only","","","","","","","R6-GAP-AUTO-028","Wait for reviewer/source-owner/reuse returns; no duplication.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-047","Indigenous Americas","Peru Quechua/Aymara existing reader","exact_named_language_math_source_capture_required","explicit_blocker_only","","","","","","","R6-GAP-AUTO-029","Do not duplicate Peru EIB reader; wait for reviewer/source-owner/reuse returns.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-048","Indigenous Americas","Quechua Central","url_access_repair_or_exact_route_capture_required","strict_witness_plus_explicit_blockers","R6-QA-SAR-001","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Central; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","R6-URL-GAP-002","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-049","Indigenous Americas","Quechua Chanka","url_access_repair_or_exact_route_capture_required","strict_witness_plus_explicit_blockers","R6-QA-SAR-002","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Chanka; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","R6-URL-GAP-003","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-050","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, and adjacent Indigenous-language targets","source_archive_or_github_source_file_discovery_required","explicit_blocker_only","","","","","","","R6-SRCARCH-GAP-001","Continue official source capture and reviewer/source-owner routes; do not infer technical register from TeX gap.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-051","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, Uspanteko, Nahuatl/Hnahnu/Maya/Nanahuatzin, and adjacent Indigenous-language targets","source_archive_or_github_source_file_discovery_required","explicit_blocker_only","","","","","","","R6-GITHUB-GAP-001","If a repository is found, verify target-language mathematical content, license/access status, hashable source files, and reviewer/source-owner route before any use.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-052","Signed language","ASL","reviewer_source_owner_media_reuse_gate","strict_witness_metadata_only","R6-ASL-SAR-001; R6-ASL-SAR-002; R6-ASL-SAR-003","https://aslstem.cs.washington.edu/ || https://aslcore.org/physics/entries/?id=equation || https://aslcore.org/computerscience/entries/?id=array","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslstem_home.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_physics_equation.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_computerscience_array.html","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741 || a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd || bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","Does the site permit linking, embedding, screenshots, derived stills, or only external pointers? Captured footer/status must be checked before any media reuse. || May the Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced? || May either Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","","no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-053","Signed language","ASL, LSQ, DGS, International Sign comparator, and future signed-language rows","reviewer_source_owner_media_reuse_gate","explicit_blocker_only","","","","","","","R6-GITHUB-GAP-003","If a sign/access repository is found, verify media/source ownership, license/access, video/sign authority, reviewer route, and captions/transcripts separately.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-054","Signed language","ASL, LSQ, DGS, International Sign, future signed-language rows","reviewer_source_owner_media_reuse_gate","explicit_blocker_only","","","","","","","R6-SRCARCH-GAP-003","Use local signed-language source routes, video/access metadata, and media/reviewer gates.","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-055","Signed language","DGS","reviewer_source_owner_media_reuse_gate","strict_witness_plus_explicit_blockers","DGS-CAT-001; DGS-CAT-002; DGS-CAT-003; DGS-CAT-004; DGS-CAT-005; DGS-CAT-006; DGS-CAT-007; DGS-CAT-008; DGS-CON-001; DGS-CON-002; DGS-CON-003; DGS-CON-004; DGS-CON-005; DGS-CON-006; DGS-CON-007; DGS-CON-008; DGS-CON-009; DGS-CON-010; DGS-CON-011; DGS-CON-012; DGS-GOE-V-001; DGS-GOE-V-002; DGS-SAR-001; DGS-SAR-002; DGS-SAR-003; DGS-SAR-004; DGS-SAR-005; DGS-SAR-006; DGS-SAR-007","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json || https://sign2mint.de/entry/Median/15390698211663808%3A704 || https://sign2mint.de/entry/Median/15390698211663808%3A705 || https://sign2mint.de/entry/Stochastik/15390698211663808%3A763 || https://sign2mint.de/entry/Stochastik/15390698211663808%3A764 || https://sign2mint.de/entry/Mathematik/5750242766511595%3A666 || https://sign2mint.de/entry/Statistik/15390698211663808%3A762 || https://sign2mint.de/entry/Summe/15390698211663808%3A770 || https://sign2mint.de/entry/Summe/15390698211663808%3A771 || https://sign2mint.de/entry/Funktion/5750242766511595%3A651 || https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695 || https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479 || https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610 || https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4 || https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4 || https://sign2mint.de/page/about || https://api.sign2mint.de/dictionaryService/v1/signSearch || https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry || https://cdn.openmind-server.de/sign2mint/video/ || https://fachgebaerdenlexikon.de/de/home/ || https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Mathematik_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Statistik_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Funktion_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Gleichung_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_api_probe_summary_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_dictionary_entry_probe_summary_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_media_route_head_metadata_20260701T193000Z.json || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_fachgebaerdenlexikon_home.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_goettingen_math_videos.html","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc || 8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2 || e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f || a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2 || 63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17 || 0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308 || cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a || de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19 || f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e || 8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce || 82e9f703689a0eb1dcec80d6f270749cad50d24efea301c027591272c10cf519 || 69e607de10d1cd5e7996594900e8924f35bb4e6f019c2906b391e2175b057926 || 11ad6d5f12c39fb69a5c1d6e5cb8eb0002e66fae02f425a67de2c76a67fe8c07 || 261169328c17c2d61d52c6f8e229e35413dc4e74b8ff222866c20e62390b79bc || 6691fe457130e30d62df5d35f45be5c992a9da252e2fc84a01b09b18d4ff1389","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","R6-URL-GAP-004; R6-URL-GAP-005; R6-URL-GAP-006","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-056","Signed language","LSQ","reviewer_source_owner_media_reuse_gate","strict_witness_metadata_only","LSQ-CAT-001; LSQ-CAT-002; LSQ-CAT-003; LSQ-CAT-004; LSQ-CAT-005; LSQ-CAT-006; LSQ-CAT-007; LSQ-CAT-008; LSQ-CAT-009; LSQ-CAT-010; LSQ-CAT-011; LSQ-CON-001; LSQ-CON-002; LSQ-CON-003; LSQ-CON-004; LSQ-CON-005; LSQ-CON-006; LSQ-CON-007; LSQ-CON-008; LSQ-CON-009; LSQ-CON-010; LSQ-CON-011; LSQ-CON-012; LSQ-CON-013; LSQ-CON-014; LSQ-SAR-001; LSQ-SAR-002; LSQ-SAR-003","https://lexiquelsq.ca/theme/science-et-technologie/ || https://lexiquelsq.ca/theme/mathematique/ || https://lexiquelsq.ca/theme/arithmetique/ || https://lexiquelsq.ca/theme/algebre/ || https://lexiquelsq.ca/theme/probabilites/ || https://lexiquelsq.ca/theme/statistique/ || https://lexiquelsq.ca/theme/geometrie/ || https://lexiquelsq.ca/theme/geometrie-analytique/ || https://lexiquelsq.ca/theme/graphes/ || https://lexiquelsq.ca/theme/matrices/ || https://lexiquelsq.ca/theme/mathematiques-financieres/ || https://lexiquelsq.ca/single-word/?word=8193 || https://lexiquelsq.ca/single-word/?word=406 || https://lexiquelsq.ca/ || https://lexiquelsq.ca/single-word/?word=7749 || https://lexiquelsq.ca/single-word/?word=4997 || https://lexiquelsq.ca/single-word/?word=6258 || https://lexiquelsq.ca/single-word/?word=6248 || https://lexiquelsq.ca/single-word/?word=6284 || https://lexiquelsq.ca/single-word/?word=7582 || https://lexiquelsq.ca/single-word/?word=7426 || https://lexiquelsq.ca/single-word/?word=7556 || https://lexiquelsq.ca/single-word/?word=8129 || https://lexiquelsq.ca/single-word/?word=8189 || https://ccjl.ca/lexique-lsq-mathematiques/ || https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_lexique_mathematiques.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_ressources_lsq.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2 || c4635bba7ebba53630347546c322d0720292f8a452cfdf0fc54f3bd9bf2e826f || b881b557d5fa1b10d3009502aadde74c3bb9fec80c046b865b5190b25d0f0f40","Pending source-owner/license return; link pointer only. || What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot | no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot | no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
"R6-ACTIVE-057","Signed language comparator","International Sign comparator","reviewer_source_owner_media_reuse_gate","strict_witness_metadata_only","IS-GRD-SRC-001; IS-GRD-SRC-002; IS-GRD-SRC-003; IS-GRD-SRC-004","https://wasli.org/sign-language-interpreters/about-the-international-sign/ || https://eud.eu/eud/position-papers/international-signs/ || https://wfdeaf.org/wfd-statement-on-standardized-sign-language/ || https://sonastik.ead.ee/embed/en/word-list","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_wasli_about.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_eud_position.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\wfd_standardized_sign_language_statement.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_sonastik_word_list.html","5831380273abccd43a62745c38b34b416f21a2c3f05ac6f2306e324f344d2610 || 6d1568929d95800b348c30f1fe77efa0f5b563e374515402cf2f05cd31f0ea28 || 8b5aa7b51d8ed46d3eaeb37e8e2de8165d3334b92bb893a8b0993dd0382c0bef || 854b9db315525f3955bbb51fc1f1706e0d3868f160a1d5af49e6f05c10da7107","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","no lexicon authority, no accepted signs, no national signbank transfer, no translation, no constructed surface, no pilot | no normal national-language lane treatment, no dictionary acceptance, no translation, no constructed surface, no pilot | no one-sign-per-word normalization, no forced standard technical lexicon, no sign acceptance, no translation, no surface, no pilot","source canon insufficient for scoped draft work; keep acquisition/gap status until exact target-language source witnesses, URLs/local paths/hashes, license/access signals, and reviewer/source-owner or media gates are recorded","target rendering; term spine; accepted terminology; source-authority promotion; license clearance; translation completion; pilot; Git push"
