"gap_id","target_family","language_access_target","missing_source_type","known_locator_present","local_error_or_payload_present","transition_class","required_source_evidence","required_license_access_evidence","required_authority_ethics_evidence","b3_package_boundary","can_move_to_support_now","promotion_allowed","next_gate","blocked_before","source_csv"
"R6-GAP-001","Current gap retry","Ecuador EIB","exact source canon witness or validated source archive","True","True","url_access_repair_required","Exact official CNIB page and KICHWA_CNIB_2017 PDF route metadata now recorded in NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv; source body still missing; capture exact source body or record source-owner route before movement.","Public official MinEduc route visibility recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Ecuador EIB/Kichwa source-owner or qualified education reviewer route required; no generalized Indigenous Americas or cross-CNIB language inference.","support metadata only; raw source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve official CNIB page/PDF source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-003","Current gap retry","Guarani/Paraguay","exact source canon witness or validated source archive","True","True","url_access_repair_required","repair official MEC page or direct PDF access, then record exact source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; route metadata alone is not source-body capture","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Paraguay Guarani/source-owner or qualified adult-education reviewer route required; no generalized Indigenous Americas or Guarani-register inference","support metadata only; no raw source body, source archive, media, OCR corpus, screenshot, transcript, caption, term/sign list, translation, visual inventory, pilot, or package payload instruction","false","false","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","No PRODEPA material excerpted or translated.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-006","Current gap retry","Krio/Sierra Leone","exact source canon witness or validated source archive","True","True","current_gap_retry_required","NOETHER_R6_KRIO_SIERRA_LEONE_MBSSE_SOURCE_ROUTE_ADDENDUM_20260705.csv records successful route/context captures after retry; exact Krio mathematics/STEM source body, license/access scope, and source-owner/reviewer route are still required","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named language/access community source-owner or qualified reviewer route required before source-authority movement; no family-wide or interlanguage inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Continue exact Krio math/STEM source discovery or source-owner route; do not use English math comparators as Krio authority.","No Krio term/source authority promoted.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-008","Current gap retry","Mexico CONALITEG Indigenous books","exact source canon witness or validated source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-007","Current gap retry","Papiamento/Papiamentu - Aruba","exact source canon witness or validated source archive","False","False","url_access_repair_required","EA.AW PDF source-body access that yields PDF bytes, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; or source-owner confirmation that the catalog route moved or is intentionally blocked","public search visibility is not reuse/license clearance; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Aruba Papiamento source-owner or qualified reviewer route required; do not infer Curacao Papiamentu, pan-creole register, source authority, or orthography scope from search visibility","support metadata only; retry addendum records route/probe metadata but no PDF body, media, screenshot, OCR corpus, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve EA.AW PDF source-body access through allowed browser/manual stack, source-owner route, archive route, or official mirror; if captured later, record full provenance and reviewer/source-owner plus reuse gates before support movement.","No accepted term/source authority.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-004","Current gap retry","Quechua/Bolivia","exact source canon witness or validated source archive","True","True","post_capture_authority_reuse_review_required","exact Bolivia Quechua Red Minedu 19985 PDF capture exists in dated addendum; keep local path, byte count, SHA-256, route URL, language/topic tags, and source-owner/reviewer route together before movement","reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Bolivia Quechua/EIB source-owner or qualified reviewer route required; no generalized Indigenous Americas or Quechua macrostandard inference","support metadata only; raw PDF remains under work and is not a B3 package payload instruction without separate source-owner/reuse decision","false","false","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","No accepted technical row.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-005","Current gap retry","Uspanteko/Guatemala","exact source canon witness or validated source archive","False","False","post_capture_authority_reuse_review_required","exact Uspanteko DIGEBI PDF capture now recorded in NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv; source archive remains absent; preserve language/topic tags and local hash provenance","public official page and Google Drive access recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","DIGEBI/source-owner or qualified Uspanteko education reviewer route required before source-authority, term, excerpt, translation, visual inventory, or pilot movement; no Indigenous Americas bridge inference","support metadata only; raw PDF capture remains in work tree and is not package payload instruction unless separately gated by source-owner/reuse policy","false","false","Record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before any support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-AUTO-017","Indigenous Americas","Bolivia Quechua","exact official mathematical source or source archive","True","True","post_capture_authority_reuse_review_required","exact Bolivia Quechua Red Minedu 19985 PDF capture exists in dated addendum; keep local path, byte count, SHA-256, route URL, language/topic tags, and source-owner/reviewer route together before movement","reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Bolivia Quechua/EIB source-owner or qualified reviewer route required; no generalized Indigenous Americas or Quechua macrostandard inference","support metadata only; raw PDF remains under work and is not a B3 package payload instruction without separate source-owner/reuse decision","false","false","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-018","Indigenous Americas","Bolivia Quechua","exact official mathematical source or source archive","True","True","post_capture_authority_reuse_review_required","exact Bolivia Quechua Red Minedu 19985 PDF capture exists in dated addendum; keep local path, byte count, SHA-256, route URL, language/topic tags, and source-owner/reviewer route together before movement","reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Bolivia Quechua/EIB source-owner or qualified reviewer route required; no generalized Indigenous Americas or Quechua macrostandard inference","support metadata only; raw PDF remains under work and is not a B3 package payload instruction without separate source-owner/reuse decision","false","false","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-019","Indigenous Americas","Bolivia Quechua longitudes","exact official mathematical source or source archive","True","True","post_capture_authority_reuse_review_required","exact Bolivia Quechua Red Minedu 19985 PDF capture exists in dated addendum; keep local path, byte count, SHA-256, route URL, language/topic tags, and source-owner/reviewer route together before movement","reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Bolivia Quechua/EIB source-owner or qualified reviewer route required; no generalized Indigenous Americas or Quechua macrostandard inference","support metadata only; raw PDF remains under work and is not a B3 package payload instruction without separate source-owner/reuse decision","false","false","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-002","Indigenous Americas","Bolivia Red Minedu repository","exact official mathematical source or source archive","True","True","post_capture_authority_reuse_review_required","exact Bolivia Quechua Red Minedu 19985 PDF capture exists in dated addendum; keep local path, byte count, SHA-256, route URL, language/topic tags, and source-owner/reviewer route together before movement","reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Bolivia Quechua/EIB source-owner or qualified reviewer route required; no generalized Indigenous Americas or Quechua macrostandard inference","support metadata only; raw PDF remains under work and is not a B3 package payload instruction without separate source-owner/reuse decision","false","false","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-020","Indigenous Americas","Ecuador EIB","exact official mathematical source or source archive","True","True","url_access_repair_required","Exact official CNIB page and KICHWA_CNIB_2017 PDF route metadata now recorded in NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv; source body still missing; capture exact source body or record source-owner route before movement.","Public official MinEduc route visibility recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Ecuador EIB/Kichwa source-owner or qualified education reviewer route required; no generalized Indigenous Americas or cross-CNIB language inference.","support metadata only; raw source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve official CNIB page/PDF source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-021","Indigenous Americas","Ecuador EIB","exact official mathematical source or source archive","True","True","url_access_repair_required","Exact official CNIB page and KICHWA_CNIB_2017 PDF route metadata now recorded in NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv; source body still missing; capture exact source body or record source-owner route before movement.","Public official MinEduc route visibility recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Ecuador EIB/Kichwa source-owner or qualified education reviewer route required; no generalized Indigenous Americas or cross-CNIB language inference.","support metadata only; raw source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve official CNIB page/PDF source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-004","Indigenous Americas","Ecuador Ministry EIB pages","exact official mathematical source or source archive","True","True","url_access_repair_required","Exact official CNIB page and KICHWA_CNIB_2017 PDF route metadata now recorded in NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv; source body still missing; capture exact source body or record source-owner route before movement.","Public official MinEduc route visibility recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Ecuador EIB/Kichwa source-owner or qualified education reviewer route required; no generalized Indigenous Americas or cross-CNIB language inference.","support metadata only; raw source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve official CNIB page/PDF source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-005","Indigenous Americas","Ecuador Ministry EIB pages","exact official mathematical source or source archive","True","True","exact_official_source_capture_required","official-source exact URL, local path, byte count, SHA-256, language/level/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named Indigenous language/source-owner reviewer route required; no generalized Indigenous Americas register inference","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-006","Indigenous Americas","Guatemala DIGEBI product pages","exact official mathematical source or source archive","True","True","post_capture_authority_reuse_review_required","exact Uspanteko DIGEBI PDF capture now recorded in NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv; source archive remains absent; preserve language/topic tags and local hash provenance","public official page and Google Drive access recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","DIGEBI/source-owner or qualified Uspanteko education reviewer route required before source-authority, term, excerpt, translation, visual inventory, or pilot movement; no Indigenous Americas bridge inference","support metadata only; raw PDF capture remains in work tree and is not package payload instruction unless separately gated by source-owner/reuse policy","false","false","Record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before any support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-022","Indigenous Americas","Guatemala Uspanteko","exact official mathematical source or source archive","False","False","post_capture_authority_reuse_review_required","exact Uspanteko DIGEBI PDF capture now recorded in NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv; source archive remains absent; preserve language/topic tags and local hash provenance","public official page and Google Drive access recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","DIGEBI/source-owner or qualified Uspanteko education reviewer route required before source-authority, term, excerpt, translation, visual inventory, or pilot movement; no Indigenous Americas bridge inference","support metadata only; raw PDF capture remains in work tree and is not package payload instruction unless separately gated by source-owner/reuse policy","false","false","Record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before any support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-023","Indigenous Americas","Guatemala Uspanteko","exact official mathematical source or source archive","False","False","post_capture_authority_reuse_review_required","exact Uspanteko DIGEBI PDF capture now recorded in NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv; source archive remains absent; preserve language/topic tags and local hash provenance","public official page and Google Drive access recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","DIGEBI/source-owner or qualified Uspanteko education reviewer route required before source-authority, term, excerpt, translation, visual inventory, or pilot movement; no Indigenous Americas bridge inference","support metadata only; raw PDF capture remains in work tree and is not package payload instruction unless separately gated by source-owner/reuse policy","false","false","Record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before any support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D002","Indigenous Americas","Hnahnu/Otomi","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D006","Indigenous Americas","Hnahnu/Otomi","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D003","Indigenous Americas","Maya","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D007","Indigenous Americas","Maya","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-024","Indigenous Americas","Mexico CONALITEG Indigenous primary","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-007","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-008","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-009","Indigenous Americas","Mexico CONALITEG viewers/catalogue","exact official mathematical source or source archive","True","True","url_access_repair_required","Official CONALITEG catalogue route metadata now recorded in NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv; linked book/viewer/PDF source bodies still missing or returned 404/error; capture exact source body or record source-owner route before movement.","Public official CONALITEG catalogue visibility and local catalogue hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded.","Named language/source-owner or qualified Mexico Indigenous-language education reviewer route required; keep Nahuatl Hnahnu/Otomi Maya and Nanahuatzin separate; no generalized Indigenous Americas inference.","support metadata only; raw linked book source body is not captured and no media repository clone OCR corpus screenshot transcript caption term/sign list translation or pilot payload is allowed by R6","false","false","Resolve exact linked CONALITEG book/viewer/source-body access or source-owner route; if captured later record local path bytes SHA-256 language/level/topic tags and license/access signal before source-authority, term, excerpt, OCR reuse, translation, visual inventory, pilot, or package movement.","no source authority, reviewer approval, community consent, canonical approval, license clearance, terms, excerpts, OCR reuse, translation, visual inventory, pilot, completion, or Git push","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
