audit_entry_number,parent_pdf_index_0based,parent_pdf_page_1based,printed_page_from_audit,audit_heading
164,167,168,,### #164 (2026-07-05) — idx167 (vol p154 = Exposé I p77) — Exercice 7.9 + §8 Traces et cup-produits (§8.0/§8.1) — MAIN SGA6
919,167,168,154,"### #919 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx167 (Expose I : Exercice 7.9 + §8 «Traces et cup-produits» (header + 8.0 + 8.1 + Tr_{E|U} + footnote), printed footer «154» / haut «- 77 -» / haut-droit «I») = **1 FIX INLINE (virgule «modules,» restauree L3356) + Exercice 7.9/8.0/8.1 = expositoire-MATCH + «homomorphisme trace»-inline = MATCH-positif emphase.** Compile **0-err / 373pp / 2871532 o** (etait 2871531 ; +1 o virgule)."
165,168,169,,### #165 (2026-07-05) — idx168 (vol p155 = Exposé I p78) — §8.1.1 + §8.1.2 (trace endomorphismes) + §8.2 start — MAIN SGA6
920,168,169,155,"### #920 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx168 (Expose I §8 : 8.1.1 + 8.1.2 + 8.2, printed footer «155» / haut «- 78 -» / haut-droit «I») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + 8.1.1/8.1.2/8.2 = numero-para expositoire-MATCH + 0 emphase-drop.** Compile inchange **0-err / 373pp / 2871532 o**."
166,169,170,,### #166 (2026-07-05) — idx169 (vol p156 = Exposé I p79) — §8.2-cont (cup-produit) + Prop 8.3 + Preuve 8.3 (début) — MAIN SGA6
921,169,170,156,"### #921 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx169 (Expose I §8 : 8.2-fin (cup-produit) + Proposition 8.3 + Preuve[debut], printed footer «156» / haut «- 79 -» / haut-droit «I») = **1 FIX INLINE (virgule «lineaire,» restauree L3393, avant display) + cup-produit-inline = MATCH-positif emphase + Prop 8.3 = DROP-51e (enonce souligne-scan / plain-.tex) + Preuve = MATCH-emph.** Compile **0-err / 373pp / 2871533 o** (etait 2871532 ; +1 o virgule)."
167,170,171,,### #167 (2026-07-05) — idx170 (vol p157 = Exposé I p80) — Preuve 8.3 (3 diagrammes) + Cor 8.4 + Remarque 8.5 (partiel) — MAIN SGA6
922,170,171,157,"### #922 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx170 (Expose I §8 : Preuve de 8.3-fin (3 tikzcd) + Corollaire 8.4 + Preuve + Remarque 8.5[debut], printed footer «157» / haut «- 80 -» / haut-droit «I») = **4 FIX INLINE (ponctuation source-fidelity Rem 8.5 L3441) + Cor 8.4 = DROP-52e + Preuve = MATCH-emph + Rem 8.5 = PAS statement-drop (soulignes-lettres S̲/C̲/A̲=police script).** Compile **0-err / 373pp / 2871518 o** (etait 2871533 ; -15 o)."
168,171,172,,### #168 (2026-07-05) — idx171 (vol p158 = Exposé I p81) — Remarque 8.5 fin + Prop 8.6 + Preuve 8.6 — ★ FIN EXPOSÉ I §8 — MAIN SGA6
923,171,172,158,"### #923 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx171 (Expose I §8-FIN : Remarque 8.5-fin + para Tr_E-extension + Proposition 8.6 + Preuve, printed footer «158» / haut «- 81 -» / haut-droit «I») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Prop 8.6 = DROP-53e + Preuve = MATCH-emph.** Compile inchange **0-err / 373pp / 2871518 o**. **FIN math Expose I.**"
169,172,173,,### #169 (2026-07-05) — idx172 (vol p159 = Exposé I p82) — ★ BIBLIOGRAPHIE Exposé I (8 réfs) — MAIN SGA6
924,172,173,159,"### #924 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx172 (Expose I : BIBLIOGRAPHIE (8 entrees), printed footer «159» / haut «- 82 -» / haut-droit «I») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + 8 entrees biblio = MATCH (sigles/noms/titres/annees) + 2 notes convention (entete all-caps + titres-emph).** Compile inchange **0-err / 373pp / 2871518 o**. **FIN Expose I (biblio).**"
170,173,174,,"### #170 (2026-07-05) — idx173 (vol p160 = Exposé II p1/title) — ★★ EXPOSÉ II START (Illusie, Résolutions globales) + §1 + Prop 1.1 — MAIN SGA6"
925,173,174,160,"### #925 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx173 (DEBUT EXPOSE II (Illusie) : titre + §1 + 1.0 + Proposition 1.1 (i)(ii) a)b)c) + En-outre-foncteur, printed footer «160» / **PAGE-TITRE = AUCUN «- N -» haut (compteur RESET)** / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Prop 1.1 = DROP-54e + 7 refs cross-Expose-I MATCH + titre-bloc = convention.** Compile inchange **0-err / 373pp / 2871518 o**. **DEBUT Expose II.**"
171,174,175,,### #171 (2026-07-05) — idx174 (vol p161 = Exposé II p2) — Prop 1.1 c) fin + Preuve 1.1 + Prop 1.2 début — MAIN SGA6
926,174,175,161,"### #926 (2026-07-22) - PHASE 3 COLD RE-VERIFY idx174 (Expose II §1 : fin En-outre-foncteur (Prop 1.1) + Preuve de 1.1 a)b)c) + Proposition 1.2[debut], printed footer «161» / haut «- 2 -» / haut-droit «II») = **1 FIX INLINE (coquille-source reproduite «un suite exacte» L3561) + Preuve 1.1 = MATCH-emph + 9 refs cross-Expose-I MATCH + Prop 1.2 = DROP-55e.** Compile **0-err / 373pp / 2871515 o** (etait 2871518 ; -3 o, «e» retire)."
172,175,176,,### #172 (2026-07-05) — idx175 (vol p162 = Exposé II p3) — Prop 1.2 (a/b/c/d) + Preuve 1.2 (a/b) — MAIN SGA6
927,175,176,162,"### #927 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx175 (Expose II §1 : Proposition 1.2-fin (a)b)c)d)) + Preuve de 1.2 a)+b), printed footer «162» / haut «- 3 -» / haut-droit «II») = **2 FIX INLINE (word «donc» droppé restauré L3584 + virgule ajoutée retirée L3582, source-fidelity) + Prop 1.2 = DROP-55e (deja) + Preuve = MATCH-emph + «respée»/guillemets = reproduits/convention.** Compile **0-err / 373pp / 2871518 o** (etait 2871515 ; +3 o)."
173,176,177,,### #173 (2026-07-05) — idx176 (vol p163 = Exposé II p4) — Preuve 1.2 c/d + §2 (Modules) + §2.0 Notations + §2.1 Lemme 2.1.1/2.1.2 — MAIN SGA6
928,176,177,163,"### #928 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx176 (Expose II : fin Preuve Prop 1.2 c)d) + §2 «Application à certaines catégories de Modules» + 2.0 Notations + 2.1 Lemmes de relèvement + Lemme 2.1.1 + Lemme 2.1.2[debut], printed footer «163» / haut «- 4 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Lemme 2.1.1 = DROP-56e + Lemme 2.1.2 = DROP-57e + 2 notes convention (refs-format-interne).** Compile inchange **0-err / 373pp / 2871518 o**."
174,177,178,,"### #174 (2026-07-05) — idx177 (vol p164 = Exposé II p5) — Lemme 2.1.2 stmt fin (a/b, (i)/(ii)) + Preuve 2.1.2 a) — MAIN SGA6"
929,177,178,164,"### #929 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx177 (Expose II §2.1 : Lemme 2.1.2-fin (H^1 + a) + b) (i)(ii) + footnote) + Preuve de 2.1.2 a)[debut], printed footer «164» / haut «- 5 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Lemme 2.1.2 = DROP-57e (deja) + Preuve = MATCH-emph + casse A(S)-modules/A_S-Modules faithful + 2 NOTATION-POLICE (ℋom-faisceau + abutment-Ext^*).** Compile inchange **0-err / 373pp / 2871518 o**."
175,178,179,,### #175 (2026-07-05) — idx178 (vol p165 = Exposé II p6) — Preuve 2.1.2 b) (presentations + commutative Hom-diagram) + Lemme 2.1.3 stmt start — MAIN SGA6
930,178,179,165,"### #930 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx178 (Expose II §2.1 : fin Preuve 2.1.2 b) (tikzcd + conclusion) + Lemme 2.1.3[debut : enonce + a)(i)(ii)], printed footer «165» / haut «- 6 -» / haut-droit «II») = **1 FIX INLINE (virgule «C'_S,» droppée restaurée L3650, source-fidelity) + Lemme 2.1.3 = DROP-58e + gap «isomorphismes il en est» = source-run-on reproduit (MATCH).** Compile **0-err / 373pp / 2871521 o** (etait 2871518 ; +3 o virgule)."
176,179,180,,### #176 (2026-07-05) — idx179 (vol p166 = Exposé II p7) — Lemme 2.1.3 a)(ii) fin + b) + Preuve 2.1.3 (début) — MAIN SGA6
931,179,180,166,"### #931 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx179 (Expose II §2.1 : Lemme 2.1.3 a)(ii)-tail + b)(i)(ii) + Preuve de 2.1.3 a), printed footer «166» / haut «- 7 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Lemme 2.1.3 = DROP-58e (deja) + Preuve = MATCH-emph + refs Yoneda [18] III 3.2/3.2.5/3.2.8 MATCH.** Compile inchange **0-err / 373pp / 2871521 o**."
177,180,181,,### #177 (2026-07-05) — idx180 (vol p167 = Exposé II p8) — Preuve 2.1.3 fin + Remarques 2.1.3.1 + §2.2 (Notations 2.2.1 + Prop 2.2.2 stmt) — MAIN SGA6
932,180,181,167,"### #932 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx180 (Expose II §2.1-fin/§2.2-debut : fin Preuve 2.1.3 a) + b) dévissage + Remarques 2.1.3.1 + §2.2 header + Notations 2.2.1 + Proposition 2.2.2[debut], printed footer «167» / haut «- 8 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + «comme»-minuscule L3720 = MATCH-scan + Remarques/Notations = PAS statement-drop + Prop 2.2.2 = DROP-59e + 1 NOTATION-POLICE (R̲Hom-R-souligne).** Compile inchange **0-err / 373pp / 2871521 o**."
178,181,182,,### #178 (2026-07-05) — idx181 (vol p168 = Exposé II p9) — Prop 2.2.2 (display+Preuve) + Cor 2.2.2.1 + Prop 2.2.3 stmt — MAIN SGA6
933,181,182,168,"### #933 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx181 (Expose II §2.2 : fin Proposition 2.2.2 + Preuve + «Admettant (3.5)/(3.7)» + Corollaire 2.2.2.1 + Proposition 2.2.3[debut], printed footer «168» / haut «- 9 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + «tous O_S-Module»/«non respée» = coquilles/abbrev-source REPRODUITES (MATCH) + «Comme»-majuscule MATCH + Cor 2.2.2.1 = DROP-60e + Prop 2.2.3 = DROP-61e.** Compile inchange **0-err / 373pp / 2871521 o**."
179,182,183,,### #179 (2026-07-05) — idx182 (vol p169 = Exposé II p10) — Prop 2.2.3 conditions (i)-(iii') + Preuve début (Lemme 2.2.3.1) — MAIN SGA6 ★★★ MAJOR DIVERGENCE
934,182,183,169,"### #934 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx182 (Expose II §2.2 : Proposition 2.2.3 conditions (i)(i')(ii)(iii)(iii') + Preuve [(i)=>(i') + Lemme 2.2.3.1 + Preuve + (i')=>(ii)], printed footer «169» / haut «- 10 -» / haut-droit «II») = **2 FIX INLINE (word «Le faisceau» droppé restauré L3782 + virgule ajoutée retirée L3778, source-fidelity) + N/N^+ + Idéal-casse MATCH + Lemme 2.2.3.1 = DROP-62e.** Compile **0-err / 373pp / 2871573 o** (etait 2871521 ; +52 o «Le faisceau»)."
180,183,184,,### #180 (2026-07-05) — idx183 (vol p170 = Exposé II p11) — Preuve 2.2.3 continuation ((i')⇒(ii)/(ii)⇒(iii)/(iii)⇒(iii')/(iii')⇒(i)) — MAIN SGA6 ★★★ DIVERGENT-PROOF RECONSTRUCTION
935,183,184,170,"### #935 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx183 (Expose II §2.2 : fin (i')=>(ii) + (ii)=>(iii) + (iii)=>(iii') + (iii')=>(i) [fin Preuve 2.2.3], printed footer «170» / haut «- 11 -» / haut-droit «II») = **1 FIX INLINE (virgule->point-virgule L3788, source-fidelity) + connexion «Le faisceau F|S_{f_{ij}}» (fix idx182) CONFIRMEE haut-de-page + Im/Id-aligned-display MATCH + 0 emphase-drop (tout Preuve).** Compile **0-err / 373pp / 2871595 o** (etait 2871573 ; +22 o point-virgule)."
181,184,185,,### #181 (2026-07-05) — idx184 (vol p171 = Exposé II p12) — (iii')⇒(i) tail + Déf 2.2.4/2.2.5 + Lemme 2.2.6 + Preuve 2.2.6 (cartesian diagram) — MAIN SGA6 ★★★ DIAGRAM + PROOF DIVERGENCE
936,184,185,171,"### #936 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx184 (Expose II §2.2 : fin (iii')=>(i) + Définition 2.2.4 (famille ample) + Définition 2.2.5 (divisoriel) + Lemme 2.2.6 + Preuve[debut : tikzcd + H^n_{Y'}], printed footer «171» / haut «- 12 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Déf 2.2.4 = DROP-63e + Déf 2.2.5 = DROP-64e + Lemme 2.2.6 = DROP-65e + «famille ample»/«divisoriel» \emph = MATCH-positifs.** Compile inchange **0-err / 373pp / 2871595 o**."
182,185,186,,### #182 (2026-07-05) — idx185 (vol p172 = Exposé II p13) — Preuve 2.2.6 fin + Remarque 2.2.6.1 + Prop 2.2.7 + Cor 2.2.7.1 + Preuve 2.2.7 + Remarque 2.2.7.2 — MAIN SGA6 ★★★ AFFINE-PLANE 𝔸→𝔼 NOTATION REVERT
937,185,186,172,"### #937 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx185 (Expose II §2.2 : fin Preuve 2.2.6 + Remarque 2.2.6.1 + Proposition 2.2.7 + Corollaire 2.2.7.1 + Preuve de 2.2.7 + Remarque 2.2.7.2[debut : plan affine 𝔼²_k origine dédoublée], printed footer «172» / haut «- 13 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Prop 2.2.7 = DROP-66e + Cor 2.2.7.1 = DROP-67e + Rem 2.2.6.1/2.2.7.2 = PAS statement-drop + 𝔼²_k blackboard-E MATCH.** Compile inchange **0-err / 373pp / 2871595 o**."
183,186,187,,### #183 (2026-07-05) — idx186 (vol p173 = Exposé II p14) — Remarque 2.2.7.2 fin + Lemme 2.2.8 (stmt a/b/c) — MAIN SGA6 ★★★ THÉORÈME→LEMME + dropped cites
938,186,187,173,"### #938 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx186 (Expose II §2.2 : fin Remarque 2.2.7.2 (p^*-display) + Lemme 2.2.8[enonce : L(S) + a)b)c)], printed footer «173» / haut «- 14 -» / haut-droit «II») = **RAS-CONTENU (0 fix) + 0 deviation ponctuation/word + Lemme 2.2.8 = DROP-68e + CANDIDAT notation-police L(S)-script (L-souligne scan vs .tex plain L).** Compile inchange **0-err / 373pp / 2871595 o**."
184,187,188,,"### #184 (2026-07-05) — idx187 (vol p174 = Exposé II p15) — Lemme 2.2.8 c) fin + Preuve 2.2.8 (reworded) + Prop 2.2.9 (a) stmt — MAIN SGA6 ★★★ PREUVE REWORD + K^-→K^{-,b}"
939,187,188,174,"### #939 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx187 (Expose II §2.2 : fin Lemme 2.2.8 c) + Preuve de 2.2.8 + Proposition 2.2.9[debut : enonce + a)], printed footer «174» / haut «- 15 -» / haut-droit «II») = **1 FIX INLINE (point-final ajouté retiré «démonstration» L3865, source-fidelity) + L-script 𝓛 CONFIRME (notation-police) + «(non respée)»/«(1 1)»/«c))»/«Les foncteur» = source-oddities REPRODUITES (MATCH) + Prop 2.2.9 = DROP-69e.** Compile **0-err / 373pp / 2871594 o** (etait 2871595 ; -1 o point)."
185,188,189,,### #185 (2026-07-05) — idx188 (vol p175 = Exposé II p16) — Prop 2.2.9 a) fin + b) + Preuve 2.2.9 + Remarque 2.2.10 a) début — MAIN SGA6 ★★★★ δ-for-∅ MISREAD + DROPPED K^- NUMERATORS + D^-→D^b ×3 + FUNCTOR-SENTENCE REWRITE
940,188,189,175,"### #940 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx188 (Expose II §2.2 : fin Proposition 2.2.9 a)/b) + Preuve de 2.2.9 + Remarque 2.2.10[debut a)], printed footer «175» / haut «- 16 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : «L(S))» DOUBLE-PAREN = SOURCE-COQUILLE CONFIRMEE (scan «L(S))» double = .tex MATCH, reproduire ; flag #939 RESOLU en NON-fix) + Prop 2.2.9 enonce a)+b) = DROP-69e (batch) + 𝓛-script + R̲Γ_S-souligne = notation-batch + NOUVEAU footnote-marker-item (Preuve 2.2.9 repete marqueur note-1 «(¹)» sur «(3.7)» — .tex droppe le renvoi-repete).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
186,189,190,,### #186 (2026-07-05) — idx189 (vol p176 = Exposé II p17) — Remarque 2.2.10 a) suite + 2 tikzcd DIAGRAMS + b) + §2.3 Faisceaux mous début — MAIN SGA6 ★★★ TIKZCD LABEL-SIDES (3 primes) + DROPPED «sous-cat. triangulée» + D^-→D^b + resp.-reverts ×8 + book-typo «cohomologique»
941,189,190,176,"### #941 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx189 (Expose II §2.2/§2.3 : fin Remarque 2.2.10 a) [image essentielle + 2 tikzcd] + Remarque 2.2.10 b) + §2.3 «Faisceaux mous»[debut : 2.3.1], printed footer «176» / haut «- 17 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : «à cohomologique bornée» (b) = SOURCE-COQUILLE CONFIRMEE (scan «cohomologique» adj = .tex MATCH ; a) utilisait «cohomologie» noun -> source INCONSISTANT, les DEUX reproduits) + «mou»-emph = MATCH-positif (.tex \emph{mou}) + ℝΓ_S blackboard-R (RΓ-derive) = notation-batch + «[T.F]»-vs-«[T.F.]» citation-key = convention (non-fix, scan «[T.F].» sans point-final-dans-crochet, .tex «[T.F.].» ; INCONSISTANT scan lui-meme «(T.F. II 4.4.3)» AVEC point => non-semantique).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
187,190,191,,"### #187 (2026-07-05) — idx190 (vol p177 = Exposé II p18) — §2.3.1 fin + Prop 2.3.2 a/b/c/d — MAIN SGA6 ★★★ C^∞→C^r MATH-CHANGE + INLINED FOOTNOTE + cites (I 4.8/4.9)→(4.8/4.9) + resp.-reverts ×5 + H^0(S,-)→(S,.)"
942,190,191,177,"### #942 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx190 (Expose II §2.3 : fin 2.3.1 + Proposition 2.3.2 [enonce a)b)c) + d)debut], printed footer «177» / haut «- 18 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Prop 2.3.2 enonce ENTIER (a/b/c/d) SOULIGNE => emphase DROP-70e (batch) + source-inconsistances REPRODUITES FIDELEMENT [«(T.F II 3.7.1)» SANS-point-apres-F (vs «(T.F. II 4.4.3)» AVEC idx189) + «(4.8)»/«(4.9)» SANS-«I» (vs «(I 4.8)»/«(I 4.9)» Prop 2.2.9 idx188) + «A(S)-modules» minuscule-m (vs «A-Modules» majuscule enonce)] = toutes MATCH + footnote-«S paracompact» MATCH.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
188,191,192,,### #188 (2026-07-05) — idx191 (vol p178 = Exposé II p19) — Prop 2.3.2 d) suite + Preuve 2.3.2 + §2.4 Espaces de Stein + Déf 2.4.1 + théorème A/B — MAIN SGA6 ★★★ ⥲→⟶ ARROW-CHANGE + DISPLAY-RESTRUCTURE + DROPPED PARENTHETICALS + resp.-reverts ×11 + book-typo «catégories» + quotes-restore
943,191,192,178,"### #943 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx191 (Expose II §2.3/§2.4 : fin Proposition 2.3.2 d) [display-équivalences] + Preuve de 2.3.2 + §2.4 «Espaces de Stein»[debut : Définition 2.4.1], printed footer «178» / haut «- 19 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : 2 SOURCE-COQUILLES CONFIRMEES + REPRODUITES [«à la catégories» (la-singulier+pluriel L3951) + «(resp.) facteurs directs de libres)» (paren-mal-placee L3954)] + Preuve = MATCH-positif-emph + Déf 2.4.1 enonce SOULIGNE => emphase DROP-71e (batch) + «Stein»/«théorème A»/«théorème B» \emph = MATCH-positif-definienda + S̲/C̲-script = notation-batch.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
189,192,193,,"### #189 (2026-07-05) — idx192 (vol p179 = Exposé II p20) — Remarque 2.4.1.1 + Exemples 2.4.2 + Lemme 2.4.3 (stmt+a+b) — MAIN SGA6 ★★★ 2 DROPPED FOOTNOTES + 3 DROPPED QUOTE-SPANS + =→⥲ + DISPLAY→INLINE ×2 + 3 DROPPED CITES + H^0(S,-)→(S,.) + i.e.-revert"
944,192,193,179,"### #944 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx192 (Expose II §2.4 : Remarque 2.4.1.1 + Exemples 2.4.2 + Lemme 2.4.3 [enonce a)b)], printed footer «179» / haut «- 20 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Rem 2.4.1.1 + Exemples 2.4.2 = corps NON-souligne (pas drop) MATCH + 2 footnotes-Rem-2.4.1.1 MATCH + Lemme 2.4.3 enonce SOULIGNE => emphase DROP-72e (batch) + source-distinctions REPRODUITES [«Idéal»(majuscule sheaf) vs «idéal maximal»(minuscule ring) ; m̲/O̲/C̲-souligne=\mathfrak/\mathcal/\mathbb notation] + [3]/[13]-biblio-crochets = convention.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
190,193,194,,"### #190 (2026-07-05) — idx193 (vol p180 = Exposé II p21) — Lemme 2.4.3 c) + DELETE «Ici,…» inline-dup + Preuve 2.4.3 — MAIN SGA6 ★★★★ INLINE-DUP DELETED + DISPLAY OVER-ARROW LABELS (Γ_S / (*)(**)) + restored footnote + «respée» + dropped parentheticals"
945,193,194,180,"### #945 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx193 (Expose II §2.4 : Lemme 2.4.3 c) + Preuve de 2.4.3[debut], printed footer «180» / haut «- 21 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Lemme 2.4.3 c) enonce-souligne = DROP-72e (deja compte, continue) + Preuve = MATCH-positif-emph + ℋom-faisceau CONFIRME («Hom(G,E)» SOULIGNE scan vs .tex plain \operatorname{Hom}, notation-batch) + «respée» abbrev-source REPRODUITE + «(resp.(1.2 a)) )» spacing = convention.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
191,194,195,,### #191 (2026-07-05) — idx194 (vol p181 = Exposé II p22) — Preuve 2.4.3 fin + Lemme 2.4.4 + Preuve 2.4.4 + Prop 2.4.5 a) — MAIN SGA6 ★★★ (*)/(**)-REFERENCE-RESTORE + DISPLAY→INLINE + D^b→D^+ + «:»→«=» + dropped-clause/parenthetical/cite
946,194,195,181,"### #946 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx194 (Expose II §2.4 : fin Preuve de 2.4.3 + Lemme 2.4.4 + Preuve de 2.4.4 + Proposition 2.4.5 [enonce + a)debut], printed footer «181» / haut «- 22 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Lemme 2.4.4 = DROP-73e + Proposition 2.4.5 = DROP-74e (emphase batch) + 3 source-oddities REPRODUITES CONFIRMEES [«achève la démonstration de (2.4.3).»-AVEC-point + «Preuve»(2.4.4)-SANS-point(vs «Preuve.» 2.4.3) + «R̲Γ_S = D^b(S)_coh»-EQUALS-sign(ZOOM 11.5x = «=» pas «:», source-oddity)] + ℋom-N/A ici.** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
192,195,196,,"### #192 (2026-07-05) — idx195 (vol p182 = Exposé II p23) — Prop 2.4.5 a-fin/b/c + Preuve 2.4.5 a) + b) début — MAIN SGA6 ★★★ D^b→D^+ ×3 + D^b(A)_parf→D(A)_parf + book-typo «i∈[m,n]» + over-arrow Γ_S + cite-move + 3 dropped-parens"
947,195,196,182,"### #947 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx195 (Expose II §2.4 : fin Proposition 2.4.5 [a)fin+b)+c)] + Preuve de 2.4.5 [a) + b)debut], printed footer «182» / haut «- 23 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : Prop 2.4.5 enonce-souligne = DROP-74e (deja compte, continue) + «i ∈ [m,n]» (b) L4020) = SOURCE-COQUILLE-MATH CONFIRMEE (ZOOM 9.2x = «∈» SANS-slash, PAS «∉» ; source ecrit ∈ là où math=∉, cf. Prop 2.2.9/2.3.2 = ∉ ; .tex reproduit ∈) + «R̲Γ_S : D(S)_parf» COLON (L4027, confirme source-INCONSISTANT vs «=» L4017 idx194 : les deux reproduits) + «Preuve.»(2.4.5) AVEC-point (source-inconsistant vs Preuve-2.4.4-sans-point).** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
193,196,197,,### #193 (2026-07-05) — idx196 (vol p183 = Exposé II p24) — Preuve 2.4.5 b) fin + c) + Remarque 2.4.6 + Déf 2.4.7 — MAIN SGA6 ★★★ resp.-reverts + «C»→«C_S» + D^b(A)_parf→D(S)_parf + dropped «fait dans» + book-typo double-paren + colon
948,196,197,183,"### #948 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx196 (Expose II §2.4 : fin Preuve de 2.4.5 [b)fin+c)] + Remarque 2.4.6 + Définition 2.4.7 [+ note] = FIN §2.4 transcrite, printed footer «183» / haut «- 24 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : «Loclib(S))» DOUBLE-PAREN L4042 = SOURCE-COQUILLE CONFIRMEE+REPRODUITE (meme classe que L(S)) idx188, c)) idx187) + «(1.1 (ii)respée)»-abbrev+spacing REPRODUITS + Rem 2.4.6 corps-non-souligne (pas drop) + Déf 2.4.7 bloc-enonce SOULIGNE => DROP-75e (batch).** ⚠⚠ **FLAG STRUCTUREL : idx196 = FIN §2.4 = FIN Expose II TRANSCRITE (.tex macros L4062+ apres L4060) MAIS footnote idx188 «Le §3 est indépendant du reste de l'exposé» => Expose II a un §3 dans le LIVRE. VERIFIER idx197 : scan = Expose II §3 (manquant du .tex => GAP-STRUCTUREL) OU Expose III ?** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
194,197,198,,### #194 (2026-07-05) — idx197 (vol p184 = Exposé II p25) — DELETE fabricated «(suite)» §-header + Prop 2.4.8 + Preuve 2.4.8 + Lemme 2.4.8.1 + Preuve 2.4.8.1 (début) — MAIN SGA6 ★★★★ FABRICATED §-HEADER DELETED + 2 DROPPED FOOTNOTES restored + display→inline ×2 + dropped cites/parentheticals/«pour n≥n_0» + «tel que»→«tel» + O_s subscript + «un anneau»
949,197,198,184,"### #949 (2026-07-23) - PHASE 3 COLD RE-VERIFY idx197 (Expose II §2.4 : Proposition 2.4.8 + Preuve + Lemme 2.4.8.1 + Preuve[debut], printed footer «184» / haut «- 25 -» / haut-droit «II») = **RAS-CONTENU (0 fix inline) : ⚠ FLAG-STRUCTUREL §3 RESOLU = FAUSSE ALERTE (le .tex CONTINUE §2.4 apres macros L4064-4077 [«% Exposé II continuation macros»] avec Prop 2.4.8 L4079 ; PAS de gap) + Prop 2.4.8 = DROP-76e + Lemme 2.4.8.1 = DROP-77e (emphase batch) + 2 NOUVELLES source-coquilles REPRODUITES [«tel (E_n)_s» (que-manquant L4085) + «J. Frish [5]» (Frisch-mal-orthographie L4079-footnote)].** Compile inchange **0-err / 373pp / 2871594 o** (aucun edit .tex)."
