"priority","lane","primary_table","row_index","applicability","source_title","target_language_or_access_target","source_url","missing_applicable_fields","recommended_action","non_claim_boundary"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","20","source_witness_record","ASL-CORE Physics: Equation","","https://aslcore.org/physics/entries/?id=equation","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","21","source_witness_record","ASL-CORE Computer Science: Array","","https://aslcore.org/computerscience/entries/?id=array","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","22","source_witness_record","Sign2MINT category count: Astronomie","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","23","source_witness_record","Sign2MINT category count: Biologie","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","24","source_witness_record","Sign2MINT category count: Chemie","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","25","source_witness_record","Sign2MINT category count: Geowissenschaft","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","26","source_witness_record","Sign2MINT category count: Informatik","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","27","source_witness_record","Sign2MINT category count: Mathematik","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","28","source_witness_record","Sign2MINT category count: Medizin","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","29","source_witness_record","Sign2MINT category count: Physik","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","30","source_witness_record","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","","https://sign2mint.de/entry/Median/15390698211663808%3A704","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","31","source_witness_record","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","","https://sign2mint.de/entry/Median/15390698211663808%3A705","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","32","source_witness_record","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","33","source_witness_record","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","34","source_witness_record","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","35","source_witness_record","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","36","source_witness_record","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","","https://sign2mint.de/entry/Summe/15390698211663808%3A770","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","37","source_witness_record","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","","https://sign2mint.de/entry/Summe/15390698211663808%3A771","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","38","source_witness_record","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","39","source_witness_record","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","40","source_witness_record","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","41","source_witness_record","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","42","source_witness_record","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","43","source_witness_record","Goettingen DGS math video route: 2024 Learning Nuggets video","","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","44","source_witness_record","Sign2MINT app shell plus runtime/polyfills/main/styles assets","","https://sign2mint.de/page/about","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","45","source_witness_record","Sign2MINT sign-count category cache","","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","46","source_witness_record","Sign2MINT signSearch targeted math/statistics probe set","","https://api.sign2mint.de/dictionaryService/v1/signSearch","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","47","source_witness_record","Sign2MINT dictionaryEntry selected detail probe set","","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","48","source_witness_record","Sign2MINT selected video/thumbnail route HEAD metadata","","https://cdn.openmind-server.de/sign2mint/video/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","49","source_witness_record","Fachgebaerdenlexikon specialist/vocational sign dictionary comparator","","https://fachgebaerdenlexikon.de/de/home/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","50","source_witness_record","University of Goettingen mathematics videos in DGS page","","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","51","source_witness_record","LexiqueLSQ category route: Science et technologie","","https://lexiquelsq.ca/theme/science-et-technologie/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","52","source_witness_record","LexiqueLSQ category route: Mathematique","","https://lexiquelsq.ca/theme/mathematique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","53","source_witness_record","LexiqueLSQ category route: Arithmetique","","https://lexiquelsq.ca/theme/arithmetique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","54","source_witness_record","LexiqueLSQ category route: Algebre","","https://lexiquelsq.ca/theme/algebre/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","55","source_witness_record","LexiqueLSQ category route: Probabilites","","https://lexiquelsq.ca/theme/probabilites/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","56","source_witness_record","LexiqueLSQ category route: Statistique","","https://lexiquelsq.ca/theme/statistique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","57","source_witness_record","LexiqueLSQ category route: Geometrie","","https://lexiquelsq.ca/theme/geometrie/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","58","source_witness_record","LexiqueLSQ category route: Geometrie analytique","","https://lexiquelsq.ca/theme/geometrie-analytique/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","59","source_witness_record","LexiqueLSQ category route: Graphes","","https://lexiquelsq.ca/theme/graphes/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","60","source_witness_record","LexiqueLSQ category route: Matrices","","https://lexiquelsq.ca/theme/matrices/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","61","source_witness_record","LexiqueLSQ category route: Mathematiques financieres","","https://lexiquelsq.ca/theme/mathematiques-financieres/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","62","source_witness_record","LexiqueLSQ candidate concept pointer: Abscisse","","https://lexiquelsq.ca/single-word/?word=8193","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","63","source_witness_record","LexiqueLSQ candidate concept pointer: Amplitude","","https://lexiquelsq.ca/single-word/?word=406","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","64","source_witness_record","LexiqueLSQ candidate concept pointer: Amplitude d'une classe","","https://lexiquelsq.ca/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","65","source_witness_record","LexiqueLSQ candidate concept pointer: Angle inscrit","","https://lexiquelsq.ca/single-word/?word=7749","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","66","source_witness_record","LexiqueLSQ candidate concept pointer: Binome","","https://lexiquelsq.ca/single-word/?word=4997","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
