"witness_id","target_family","language_access_target","source_title","source_format","source_url","local_path","bytes","sha256","license_permission_signal","license_access_class","package_use_boundary","redistribution_payload_policy","source_body_policy","reviewer_or_source_owner_gate","topic_language_access_tags","ethics_authority_note","allowed_current_use","blocked_before","non_claim_boundary"
"DGS-CON-006","Signed language","DGS","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Statistik_20260701T193000Z.json","941","63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-007","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Summe/15390698211663808%3A770","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","1881","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-008","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Summe/15390698211663808%3A771","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","1881","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-009","Signed language","DGS","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Funktion_20260701T193000Z.json","900","cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-010","Signed language","DGS","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Gleichung_20260701T193000Z.json","754","de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-011","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","2027","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-012","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","2027","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-GOE-V-001","Signed language","DGS","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","video pointer and media question only","no copied video, no derived still, no accepted sign, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-GOE-V-002","Signed language","DGS","Goettingen DGS math video route: 2024 Learning Nuggets video","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","video pointer and media question only","no copied video, no derived still, no accepted sign, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-001","Signed language","DGS","Sign2MINT app shell plus runtime/polyfills/main/styles assets","dynamic/API/source/video metadata","https://sign2mint.de/page/about","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","dynamic route evidence and API resolver planning only","no accepted DGS sign, copied video/media, SWU promotion, translation, constructed surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-002","Signed language","DGS","Sign2MINT sign-count category cache","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category-count evidence for prioritizing DGS MINT route review","no category row becomes an accepted sign source; no media copy, translation, surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-003","Signed language","DGS","Sign2MINT signSearch targeted math/statistics probe set","dynamic/API/source/video metadata","https://api.sign2mint.de/dictionaryService/v1/signSearch","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_api_probe_summary_20260701T193000Z.json","10366","82e9f703689a0eb1dcec80d6f270749cad50d24efea301c027591272c10cf519","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate API pointer rows for DGS reviewer queue design","no accepted sign, no copied API prose/media, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-004","Signed language","DGS","Sign2MINT dictionaryEntry selected detail probe set","dynamic/API/source/video metadata","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_dictionary_entry_probe_summary_20260701T193000Z.json","11262","69e607de10d1cd5e7996594900e8924f35bb4e6f019c2906b391e2175b057926","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","entry/video route pointer metadata only","no accepted sign, no copied video/thumbnail, no SWU promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-005","Signed language","DGS","Sign2MINT selected video/thumbnail route HEAD metadata","dynamic/API/source/video metadata","https://cdn.openmind-server.de/sign2mint/video/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_media_route_head_metadata_20260701T193000Z.json","8406","11ad6d5f12c39fb69a5c1d6e5cb8eb0002e66fae02f425a67de2c76a67fe8c07","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","media URL existence and size/type metadata only","no copied video, no copied thumbnail, no stills, no accepted signs, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-006","Signed language","DGS","Fachgebaerdenlexikon specialist/vocational sign dictionary comparator","dynamic/API/source/video metadata","https://fachgebaerdenlexikon.de/de/home/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_fachgebaerdenlexikon_home.html","34635","261169328c17c2d61d52c6f8e229e35413dc4e74b8ff222866c20e62390b79bc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","comparator/source-context pointer only","no STEM concept acceptance, no copied video/media, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-SAR-007","Signed language","DGS","University of Goettingen mathematics videos in DGS page","dynamic/API/source/video metadata","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_goettingen_math_videos.html","41503","6691fe457130e30d62df5d35f45be5c992a9da252e2fc84a01b09b18d4ff1389","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","video-page pointer and reviewer/media question only","no copied mp4, no derived still, no accepted sign, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-001","Signed language","LSQ","LexiqueLSQ category route: Science et technologie","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/science-et-technologie/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-002","Signed language","LSQ","LexiqueLSQ category route: Mathematique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/mathematique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"LSQ-CAT-003","Signed language","LSQ","LexiqueLSQ category route: Arithmetique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/arithmetique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","source_owner_license_pending_pointer_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_pointer_only_until_source_owner_or_license_return; no cached source body in package payload.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
