section,row_id,slot_or_service,parent_id,linked_query_term_row,linked_capture_policy_row,status,query_allowed_now
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-18,antisymmetric property slot,RF-SEM-SLOT-18,DMOI-RF-LSS-QTRL-TERM-18,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-19,transitive property slot,RF-SEM-SLOT-19,DMOI-RF-LSS-QTRL-TERM-19,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-20,source shelf selector slot,RF-SEM-SLOT-20,DMOI-RF-LSS-QTRL-TERM-20,,ready_0_of_2,false
service_precondition_summary,DMOI-RF-LSS-SQPC-SERVICE-01,Tesaurus Tematis,DMOI-RF-LSS-SCPB-SHELL-01,,DMOI-RF-LSS-CPRL-RETURN-01,ready_0_of_17,false
service_precondition_summary,DMOI-RF-LSS-SQPC-SERVICE-02,Korpus Indonesia,DMOI-RF-LSS-SCPB-SHELL-02,,DMOI-RF-LSS-CPRL-RETURN-02,ready_0_of_20,false
service_precondition_summary,DMOI-RF-LSS-SQPC-SERVICE-03,Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-SCPB-SHELL-03,,DMOI-RF-LSS-CPRL-RETURN-03,ready_0_of_19,false
service_precondition_summary,DMOI-RF-LSS-SQPC-SERVICE-04,Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-SCPB-SHELL-04,,DMOI-RF-LSS-CPRL-RETURN-04,ready_0_of_19,false
service_precondition_summary,DMOI-RF-LSS-SQPC-SERVICE-05,Penerjemahan Daring / Penjaring,DMOI-RF-LSS-SCPB-SHELL-05,,DMOI-RF-LSS-CPRL-RETURN-05,ready_0_of_9,false
service_precondition_summary,DMOI-RF-LSS-SQPC-SERVICE-06,EYD Edisi V,DMOI-RF-LSS-SCPB-SHELL-06,,DMOI-RF-LSS-CPRL-RETURN-06,ready_0_of_2,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-01,relation/function boundary in discrete structures,DMOI-RF-LSS-QTRL-FAMILY-01,DMOI-RF-LSS-SQPC-SLOT-01; DMOI-RF-LSS-SQPC-SLOT-02; DMOI-RF-LSS-SQPC-SLOT-03,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-02,"domain, codomain, and range language",DMOI-RF-LSS-QTRL-FAMILY-02,DMOI-RF-LSS-SQPC-SLOT-04; DMOI-RF-LSS-SQPC-SLOT-05; DMOI-RF-LSS-SQPC-SLOT-06,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-03,"function property family: one-to-one, onto, injective, surjective, bijective",DMOI-RF-LSS-QTRL-FAMILY-03,DMOI-RF-LSS-SQPC-SLOT-07; DMOI-RF-LSS-SQPC-SLOT-08; DMOI-RF-LSS-SQPC-SLOT-09,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-04,"equivalence relation, partial order, and poset family",DMOI-RF-LSS-QTRL-FAMILY-04,DMOI-RF-LSS-SQPC-SLOT-10; DMOI-RF-LSS-SQPC-SLOT-11,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-05,composition and inverse operation language,DMOI-RF-LSS-QTRL-FAMILY-05,DMOI-RF-LSS-SQPC-SLOT-12; DMOI-RF-LSS-SQPC-SLOT-13,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-06,mapping notation and arrow-reading conventions,DMOI-RF-LSS-QTRL-FAMILY-06,DMOI-RF-LSS-SQPC-SLOT-14; DMOI-RF-LSS-SQPC-SLOT-15,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-07,"relation properties: reflexive, symmetric, antisymmetric, transitive",DMOI-RF-LSS-QTRL-FAMILY-07,DMOI-RF-LSS-SQPC-SLOT-16; DMOI-RF-LSS-SQPC-SLOT-17; DMOI-RF-LSS-SQPC-SLOT-18; DMOI-RF-LSS-SQPC-SLOT-19,,not_ready_precondition_checklist_blank_only,false
family_precondition_summary,DMOI-RF-LSS-SQPC-FAMILY-08,high-density DMOI relation/function source files as future packet shelves,DMOI-RF-LSS-QTRL-FAMILY-08,DMOI-RF-LSS-SQPC-SLOT-20,,not_ready_precondition_checklist_blank_only,false
