precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_original_precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_return_criteria_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,return_fields_filled,return_received,resolution_evidence_pointer_reviewed,source_text_prohibition_confirmed,precondition_blocker_resolved_after_return,query_execution_allowed_after_return,source_text_allowed_after_return,surface_gate_opened,translation_gate_opened,return_status
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04962,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04962,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04962,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04963,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04963,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04963,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04964,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04964,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04964,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04965,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04965,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04965,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04966,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04966,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04966,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04967,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04967,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04967,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04968,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04968,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04968,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0414,DMOI-RF-LSS-BCRPBEDPBRL-RET-0414,DMOI-RF-LSS-BCRPBEDPBRER-RET-0414,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04969,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04969,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04969,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04970,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04970,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04970,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04971,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04971,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04971,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04972,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04972,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04972,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04973,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04973,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04973,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04974,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04974,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04974,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04975,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04975,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04975,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04976,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04976,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04976,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04977,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04977,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04977,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04978,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04978,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04978,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04979,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04979,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04979,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04980,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04980,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04980,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0415,DMOI-RF-LSS-BCRPBEDPBRL-RET-0415,DMOI-RF-LSS-BCRPBEDPBRER-RET-0415,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04981,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04981,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04981,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04982,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04982,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04982,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04983,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04983,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04983,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04984,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04984,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04984,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04985,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04985,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04985,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04986,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04986,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04986,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04987,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04987,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04987,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04988,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04988,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04988,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04989,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04989,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04989,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04990,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04990,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04990,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04991,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04991,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04991,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04992,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04992,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04992,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0416,DMOI-RF-LSS-BCRPBEDPBRL-RET-0416,DMOI-RF-LSS-BCRPBEDPBRER-RET-0416,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04993,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04993,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04993,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04994,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04994,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04994,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04995,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04995,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04995,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04996,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04996,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04996,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04997,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04997,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04997,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04998,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04998,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04998,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-04999,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-04999,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-04999,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-05000,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-05000,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-05000,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-05001,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-05001,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-05001,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-05002,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-05002,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-05002,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-05003,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-05003,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-05003,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-05004,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-05004,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-05004,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0417,DMOI-RF-LSS-BCRPBEDPBRL-RET-0417,DMOI-RF-LSS-BCRPBEDPBRER-RET-0417,capture_policy_return_received,capture_policy_return_owner,allowed_true_precondition_update_bounded,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
