precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_resolution_precondition_row_id,blocker_class,blocker_owner_class,precondition_name,request_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved_after_return,true_precondition_update_allowed_after_return,class_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBRR-REQ-103,DMOI-RF-LSS-BCRPBLK-BLOCK-103,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-104,DMOI-RF-LSS-BCRPBLK-BLOCK-104,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-105,DMOI-RF-LSS-BCRPBLK-BLOCK-105,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-106,DMOI-RF-LSS-BCRPBLK-BLOCK-106,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-107,DMOI-RF-LSS-BCRPBLK-BLOCK-107,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-108,DMOI-RF-LSS-BCRPBLK-BLOCK-108,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-109,DMOI-RF-LSS-BCRPBLK-BLOCK-109,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-110,DMOI-RF-LSS-BCRPBLK-BLOCK-110,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-111,DMOI-RF-LSS-BCRPBLK-BLOCK-111,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-112,DMOI-RF-LSS-BCRPBLK-BLOCK-112,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-113,DMOI-RF-LSS-BCRPBLK-BLOCK-113,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-114,DMOI-RF-LSS-BCRPBLK-BLOCK-114,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-115,DMOI-RF-LSS-BCRPBLK-BLOCK-115,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-116,DMOI-RF-LSS-BCRPBLK-BLOCK-116,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-117,DMOI-RF-LSS-BCRPBLK-BLOCK-117,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-118,DMOI-RF-LSS-BCRPBLK-BLOCK-118,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-119,DMOI-RF-LSS-BCRPBLK-BLOCK-119,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-120,DMOI-RF-LSS-BCRPBLK-BLOCK-120,DMOI-RF-LSS-BCRPC-CLASS-10,query_term_return_received,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-121,DMOI-RF-LSS-BCRPBLK-BLOCK-121,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-122,DMOI-RF-LSS-BCRPBLK-BLOCK-122,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-123,DMOI-RF-LSS-BCRPBLK-BLOCK-123,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-124,DMOI-RF-LSS-BCRPBLK-BLOCK-124,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-125,DMOI-RF-LSS-BCRPBLK-BLOCK-125,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-126,DMOI-RF-LSS-BCRPBLK-BLOCK-126,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-127,DMOI-RF-LSS-BCRPBLK-BLOCK-127,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-128,DMOI-RF-LSS-BCRPBLK-BLOCK-128,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-129,DMOI-RF-LSS-BCRPBLK-BLOCK-129,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-130,DMOI-RF-LSS-BCRPBLK-BLOCK-130,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-131,DMOI-RF-LSS-BCRPBLK-BLOCK-131,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-132,DMOI-RF-LSS-BCRPBLK-BLOCK-132,DMOI-RF-LSS-BCRPC-CLASS-11,result_use_limit_filled,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-133,DMOI-RF-LSS-BCRPBLK-BLOCK-133,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-134,DMOI-RF-LSS-BCRPBLK-BLOCK-134,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-135,DMOI-RF-LSS-BCRPBLK-BLOCK-135,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-136,DMOI-RF-LSS-BCRPBLK-BLOCK-136,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-137,DMOI-RF-LSS-BCRPBLK-BLOCK-137,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-138,DMOI-RF-LSS-BCRPBLK-BLOCK-138,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-139,DMOI-RF-LSS-BCRPBLK-BLOCK-139,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-140,DMOI-RF-LSS-BCRPBLK-BLOCK-140,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-141,DMOI-RF-LSS-BCRPBLK-BLOCK-141,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-142,DMOI-RF-LSS-BCRPBLK-BLOCK-142,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-143,DMOI-RF-LSS-BCRPBLK-BLOCK-143,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-144,DMOI-RF-LSS-BCRPBLK-BLOCK-144,DMOI-RF-LSS-BCRPC-CLASS-12,service_route_selected,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
