precondition_blocker_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,blocker_class,blocker_owner_class,precondition_name,return_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved,true_precondition_update_allowed_after_return,class_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBRL-RET-103,DMOI-RF-LSS-BCRPBRR-REQ-103,DMOI-RF-LSS-BCRPBLK-BLOCK-103,query_string_filled,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-104,DMOI-RF-LSS-BCRPBRR-REQ-104,DMOI-RF-LSS-BCRPBLK-BLOCK-104,query_string_filled,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-105,DMOI-RF-LSS-BCRPBRR-REQ-105,DMOI-RF-LSS-BCRPBLK-BLOCK-105,query_string_filled,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-106,DMOI-RF-LSS-BCRPBRR-REQ-106,DMOI-RF-LSS-BCRPBLK-BLOCK-106,query_string_filled,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-107,DMOI-RF-LSS-BCRPBRR-REQ-107,DMOI-RF-LSS-BCRPBLK-BLOCK-107,query_string_filled,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-108,DMOI-RF-LSS-BCRPBRR-REQ-108,DMOI-RF-LSS-BCRPBLK-BLOCK-108,query_string_filled,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-109,DMOI-RF-LSS-BCRPBRR-REQ-109,DMOI-RF-LSS-BCRPBLK-BLOCK-109,query_term_return_received,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-110,DMOI-RF-LSS-BCRPBRR-REQ-110,DMOI-RF-LSS-BCRPBLK-BLOCK-110,query_term_return_received,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-111,DMOI-RF-LSS-BCRPBRR-REQ-111,DMOI-RF-LSS-BCRPBLK-BLOCK-111,query_term_return_received,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-112,DMOI-RF-LSS-BCRPBRR-REQ-112,DMOI-RF-LSS-BCRPBLK-BLOCK-112,query_term_return_received,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-113,DMOI-RF-LSS-BCRPBRR-REQ-113,DMOI-RF-LSS-BCRPBLK-BLOCK-113,query_term_return_received,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-114,DMOI-RF-LSS-BCRPBRR-REQ-114,DMOI-RF-LSS-BCRPBLK-BLOCK-114,query_term_return_received,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-115,DMOI-RF-LSS-BCRPBRR-REQ-115,DMOI-RF-LSS-BCRPBLK-BLOCK-115,query_term_return_received,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-116,DMOI-RF-LSS-BCRPBRR-REQ-116,DMOI-RF-LSS-BCRPBLK-BLOCK-116,query_term_return_received,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-117,DMOI-RF-LSS-BCRPBRR-REQ-117,DMOI-RF-LSS-BCRPBLK-BLOCK-117,query_term_return_received,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-118,DMOI-RF-LSS-BCRPBRR-REQ-118,DMOI-RF-LSS-BCRPBLK-BLOCK-118,query_term_return_received,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-119,DMOI-RF-LSS-BCRPBRR-REQ-119,DMOI-RF-LSS-BCRPBLK-BLOCK-119,query_term_return_received,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-120,DMOI-RF-LSS-BCRPBRR-REQ-120,DMOI-RF-LSS-BCRPBLK-BLOCK-120,query_term_return_received,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-121,DMOI-RF-LSS-BCRPBRR-REQ-121,DMOI-RF-LSS-BCRPBLK-BLOCK-121,result_use_limit_filled,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-122,DMOI-RF-LSS-BCRPBRR-REQ-122,DMOI-RF-LSS-BCRPBLK-BLOCK-122,result_use_limit_filled,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-123,DMOI-RF-LSS-BCRPBRR-REQ-123,DMOI-RF-LSS-BCRPBLK-BLOCK-123,result_use_limit_filled,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-124,DMOI-RF-LSS-BCRPBRR-REQ-124,DMOI-RF-LSS-BCRPBLK-BLOCK-124,result_use_limit_filled,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-125,DMOI-RF-LSS-BCRPBRR-REQ-125,DMOI-RF-LSS-BCRPBLK-BLOCK-125,result_use_limit_filled,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-126,DMOI-RF-LSS-BCRPBRR-REQ-126,DMOI-RF-LSS-BCRPBLK-BLOCK-126,result_use_limit_filled,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-127,DMOI-RF-LSS-BCRPBRR-REQ-127,DMOI-RF-LSS-BCRPBLK-BLOCK-127,result_use_limit_filled,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-128,DMOI-RF-LSS-BCRPBRR-REQ-128,DMOI-RF-LSS-BCRPBLK-BLOCK-128,result_use_limit_filled,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-129,DMOI-RF-LSS-BCRPBRR-REQ-129,DMOI-RF-LSS-BCRPBLK-BLOCK-129,result_use_limit_filled,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-130,DMOI-RF-LSS-BCRPBRR-REQ-130,DMOI-RF-LSS-BCRPBLK-BLOCK-130,result_use_limit_filled,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-131,DMOI-RF-LSS-BCRPBRR-REQ-131,DMOI-RF-LSS-BCRPBLK-BLOCK-131,result_use_limit_filled,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-132,DMOI-RF-LSS-BCRPBRR-REQ-132,DMOI-RF-LSS-BCRPBLK-BLOCK-132,result_use_limit_filled,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-133,DMOI-RF-LSS-BCRPBRR-REQ-133,DMOI-RF-LSS-BCRPBLK-BLOCK-133,service_route_selected,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-134,DMOI-RF-LSS-BCRPBRR-REQ-134,DMOI-RF-LSS-BCRPBLK-BLOCK-134,service_route_selected,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-135,DMOI-RF-LSS-BCRPBRR-REQ-135,DMOI-RF-LSS-BCRPBLK-BLOCK-135,service_route_selected,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-136,DMOI-RF-LSS-BCRPBRR-REQ-136,DMOI-RF-LSS-BCRPBLK-BLOCK-136,service_route_selected,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-137,DMOI-RF-LSS-BCRPBRR-REQ-137,DMOI-RF-LSS-BCRPBLK-BLOCK-137,service_route_selected,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-138,DMOI-RF-LSS-BCRPBRR-REQ-138,DMOI-RF-LSS-BCRPBLK-BLOCK-138,service_route_selected,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-139,DMOI-RF-LSS-BCRPBRR-REQ-139,DMOI-RF-LSS-BCRPBLK-BLOCK-139,service_route_selected,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-140,DMOI-RF-LSS-BCRPBRR-REQ-140,DMOI-RF-LSS-BCRPBLK-BLOCK-140,service_route_selected,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-141,DMOI-RF-LSS-BCRPBRR-REQ-141,DMOI-RF-LSS-BCRPBLK-BLOCK-141,service_route_selected,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-142,DMOI-RF-LSS-BCRPBRR-REQ-142,DMOI-RF-LSS-BCRPBLK-BLOCK-142,service_route_selected,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-143,DMOI-RF-LSS-BCRPBRR-REQ-143,DMOI-RF-LSS-BCRPBLK-BLOCK-143,service_route_selected,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-144,DMOI-RF-LSS-BCRPBRR-REQ-144,DMOI-RF-LSS-BCRPBLK-BLOCK-144,service_route_selected,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
