criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_return_evidence_criteria_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,required_future_evidence_class,decision_date,decision_authority_role,criterion_decision,decision_basis_pointer,decision_fields_filled,criteria_decision_recorded
ODRF-RSCOPE-EVID-DEC-068,ODRF-RSCOPE-EVID-068,ODRF-RSCOPE-ECR-CRIT-068,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-069,ODRF-RSCOPE-EVID-069,ODRF-RSCOPE-ECR-CRIT-069,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-070,ODRF-RSCOPE-EVID-070,ODRF-RSCOPE-ECR-CRIT-070,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-071,ODRF-RSCOPE-EVID-071,ODRF-RSCOPE-ECR-CRIT-071,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-072,ODRF-RSCOPE-EVID-072,ODRF-RSCOPE-ECR-CRIT-072,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-073,ODRF-RSCOPE-EVID-073,ODRF-RSCOPE-ECR-CRIT-073,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-074,ODRF-RSCOPE-EVID-074,ODRF-RSCOPE-ECR-CRIT-074,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,reviewer_scope_row_match,row_linkage_and_scope_match_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-075,ODRF-RSCOPE-EVID-075,ODRF-RSCOPE-ECR-CRIT-075,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,scope_decision_completeness,scope_decision_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-076,ODRF-RSCOPE-EVID-076,ODRF-RSCOPE-ECR-CRIT-076,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-077,ODRF-RSCOPE-EVID-077,ODRF-RSCOPE-ECR-CRIT-077,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-078,ODRF-RSCOPE-EVID-078,ODRF-RSCOPE-ECR-CRIT-078,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-079,ODRF-RSCOPE-EVID-079,ODRF-RSCOPE-ECR-CRIT-079,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-080,ODRF-RSCOPE-EVID-080,ODRF-RSCOPE-ECR-CRIT-080,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
