precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_row_id,parent_precondition_blocker_return_row_id,blocker_class,blocker_owner_class,precondition_name,decision_rows_required,true_precondition_cells,false_precondition_cells,criteria_rows_unfilled,precondition_blocker_resolution_ready,blocker_resolution_allowed_now,true_precondition_update_allowed_now,query_execution_allowed_now,result_capture_allowed_now,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDPC-BLOCK-099,DMOI-RF-LSS-BCRPBLK-BLOCK-099,DMOI-RF-LSS-BCRPBRL-RET-099,query_string_filled,query_term_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-100,DMOI-RF-LSS-BCRPBLK-BLOCK-100,DMOI-RF-LSS-BCRPBRL-RET-100,query_string_filled,query_term_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-101,DMOI-RF-LSS-BCRPBLK-BLOCK-101,DMOI-RF-LSS-BCRPBRL-RET-101,query_string_filled,query_term_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-102,DMOI-RF-LSS-BCRPBLK-BLOCK-102,DMOI-RF-LSS-BCRPBRL-RET-102,query_string_filled,query_term_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-103,DMOI-RF-LSS-BCRPBLK-BLOCK-103,DMOI-RF-LSS-BCRPBRL-RET-103,query_string_filled,query_term_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-104,DMOI-RF-LSS-BCRPBLK-BLOCK-104,DMOI-RF-LSS-BCRPBRL-RET-104,query_string_filled,query_term_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-105,DMOI-RF-LSS-BCRPBLK-BLOCK-105,DMOI-RF-LSS-BCRPBRL-RET-105,query_string_filled,query_term_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-106,DMOI-RF-LSS-BCRPBLK-BLOCK-106,DMOI-RF-LSS-BCRPBRL-RET-106,query_string_filled,query_term_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-107,DMOI-RF-LSS-BCRPBLK-BLOCK-107,DMOI-RF-LSS-BCRPBRL-RET-107,query_string_filled,query_term_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-108,DMOI-RF-LSS-BCRPBLK-BLOCK-108,DMOI-RF-LSS-BCRPBRL-RET-108,query_string_filled,query_term_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-109,DMOI-RF-LSS-BCRPBLK-BLOCK-109,DMOI-RF-LSS-BCRPBRL-RET-109,query_term_return_received,query_term_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-110,DMOI-RF-LSS-BCRPBLK-BLOCK-110,DMOI-RF-LSS-BCRPBRL-RET-110,query_term_return_received,query_term_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-111,DMOI-RF-LSS-BCRPBLK-BLOCK-111,DMOI-RF-LSS-BCRPBRL-RET-111,query_term_return_received,query_term_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-112,DMOI-RF-LSS-BCRPBLK-BLOCK-112,DMOI-RF-LSS-BCRPBRL-RET-112,query_term_return_received,query_term_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-113,DMOI-RF-LSS-BCRPBLK-BLOCK-113,DMOI-RF-LSS-BCRPBRL-RET-113,query_term_return_received,query_term_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-114,DMOI-RF-LSS-BCRPBLK-BLOCK-114,DMOI-RF-LSS-BCRPBRL-RET-114,query_term_return_received,query_term_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-115,DMOI-RF-LSS-BCRPBLK-BLOCK-115,DMOI-RF-LSS-BCRPBRL-RET-115,query_term_return_received,query_term_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-116,DMOI-RF-LSS-BCRPBLK-BLOCK-116,DMOI-RF-LSS-BCRPBRL-RET-116,query_term_return_received,query_term_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-117,DMOI-RF-LSS-BCRPBLK-BLOCK-117,DMOI-RF-LSS-BCRPBRL-RET-117,query_term_return_received,query_term_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-118,DMOI-RF-LSS-BCRPBLK-BLOCK-118,DMOI-RF-LSS-BCRPBRL-RET-118,query_term_return_received,query_term_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-119,DMOI-RF-LSS-BCRPBLK-BLOCK-119,DMOI-RF-LSS-BCRPBRL-RET-119,query_term_return_received,query_term_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-120,DMOI-RF-LSS-BCRPBLK-BLOCK-120,DMOI-RF-LSS-BCRPBRL-RET-120,query_term_return_received,query_term_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-121,DMOI-RF-LSS-BCRPBLK-BLOCK-121,DMOI-RF-LSS-BCRPBRL-RET-121,result_use_limit_filled,capture_policy_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-122,DMOI-RF-LSS-BCRPBLK-BLOCK-122,DMOI-RF-LSS-BCRPBRL-RET-122,result_use_limit_filled,capture_policy_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-123,DMOI-RF-LSS-BCRPBLK-BLOCK-123,DMOI-RF-LSS-BCRPBRL-RET-123,result_use_limit_filled,capture_policy_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-124,DMOI-RF-LSS-BCRPBLK-BLOCK-124,DMOI-RF-LSS-BCRPBRL-RET-124,result_use_limit_filled,capture_policy_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-125,DMOI-RF-LSS-BCRPBLK-BLOCK-125,DMOI-RF-LSS-BCRPBRL-RET-125,result_use_limit_filled,capture_policy_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-126,DMOI-RF-LSS-BCRPBLK-BLOCK-126,DMOI-RF-LSS-BCRPBRL-RET-126,result_use_limit_filled,capture_policy_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-127,DMOI-RF-LSS-BCRPBLK-BLOCK-127,DMOI-RF-LSS-BCRPBRL-RET-127,result_use_limit_filled,capture_policy_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-128,DMOI-RF-LSS-BCRPBLK-BLOCK-128,DMOI-RF-LSS-BCRPBRL-RET-128,result_use_limit_filled,capture_policy_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-129,DMOI-RF-LSS-BCRPBLK-BLOCK-129,DMOI-RF-LSS-BCRPBRL-RET-129,result_use_limit_filled,capture_policy_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-130,DMOI-RF-LSS-BCRPBLK-BLOCK-130,DMOI-RF-LSS-BCRPBRL-RET-130,result_use_limit_filled,capture_policy_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-131,DMOI-RF-LSS-BCRPBLK-BLOCK-131,DMOI-RF-LSS-BCRPBRL-RET-131,result_use_limit_filled,capture_policy_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-132,DMOI-RF-LSS-BCRPBLK-BLOCK-132,DMOI-RF-LSS-BCRPBRL-RET-132,result_use_limit_filled,capture_policy_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-133,DMOI-RF-LSS-BCRPBLK-BLOCK-133,DMOI-RF-LSS-BCRPBRL-RET-133,service_route_selected,query_term_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-134,DMOI-RF-LSS-BCRPBLK-BLOCK-134,DMOI-RF-LSS-BCRPBRL-RET-134,service_route_selected,query_term_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-135,DMOI-RF-LSS-BCRPBLK-BLOCK-135,DMOI-RF-LSS-BCRPBRL-RET-135,service_route_selected,query_term_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-136,DMOI-RF-LSS-BCRPBLK-BLOCK-136,DMOI-RF-LSS-BCRPBRL-RET-136,service_route_selected,query_term_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-137,DMOI-RF-LSS-BCRPBLK-BLOCK-137,DMOI-RF-LSS-BCRPBRL-RET-137,service_route_selected,query_term_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-138,DMOI-RF-LSS-BCRPBLK-BLOCK-138,DMOI-RF-LSS-BCRPBRL-RET-138,service_route_selected,query_term_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-139,DMOI-RF-LSS-BCRPBLK-BLOCK-139,DMOI-RF-LSS-BCRPBRL-RET-139,service_route_selected,query_term_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-140,DMOI-RF-LSS-BCRPBLK-BLOCK-140,DMOI-RF-LSS-BCRPBRL-RET-140,service_route_selected,query_term_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-141,DMOI-RF-LSS-BCRPBLK-BLOCK-141,DMOI-RF-LSS-BCRPBRL-RET-141,service_route_selected,query_term_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-142,DMOI-RF-LSS-BCRPBLK-BLOCK-142,DMOI-RF-LSS-BCRPBRL-RET-142,service_route_selected,query_term_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-143,DMOI-RF-LSS-BCRPBLK-BLOCK-143,DMOI-RF-LSS-BCRPBRL-RET-143,service_route_selected,query_term_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-144,DMOI-RF-LSS-BCRPBLK-BLOCK-144,DMOI-RF-LSS-BCRPBRL-RET-144,service_route_selected,query_term_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
