decision_precondition_blocker_row_id,parent_decision_precondition_checklist_row_id,parent_criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_return_evidence_criteria_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,source_systems_implicated,precondition_name,parent_precondition_value,blocker_status,blocker_resolved,resolution_evidence_filled,source_text_capture_allowed_after_resolution,surface_gate_opened,translation_gate_opened
ODRF-RSCOPE-DPCB-0001,ODRF-RSCOPE-DPC-001,ODRF-RSCOPE-EVID-DEC-001,ODRF-RSCOPE-EVID-001,ODRF-RSCOPE-ECR-CRIT-001,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0152,ODRF-RSCOPE-DPC-019,ODRF-RSCOPE-EVID-DEC-019,ODRF-RSCOPE-EVID-019,ODRF-RSCOPE-ECR-CRIT-019,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0153,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0154,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0155,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0156,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0157,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0158,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0159,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0160,ODRF-RSCOPE-DPC-020,ODRF-RSCOPE-EVID-DEC-020,ODRF-RSCOPE-EVID-020,ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0161,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0162,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0163,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0164,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0165,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0166,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0167,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0168,ODRF-RSCOPE-DPC-021,ODRF-RSCOPE-EVID-DEC-021,ODRF-RSCOPE-EVID-021,ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0169,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0170,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0171,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0172,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0173,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0174,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0175,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0176,ODRF-RSCOPE-DPC-022,ODRF-RSCOPE-EVID-DEC-022,ODRF-RSCOPE-EVID-022,ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0177,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0178,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0179,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0180,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0181,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0182,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0183,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0184,ODRF-RSCOPE-DPC-023,ODRF-RSCOPE-EVID-DEC-023,ODRF-RSCOPE-EVID-023,ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0185,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0186,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0187,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0188,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0189,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0190,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0191,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0192,ODRF-RSCOPE-DPC-024,ODRF-RSCOPE-EVID-DEC-024,ODRF-RSCOPE-EVID-024,ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0193,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0194,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
