criterion_row_id,parent_decision_precondition_blocker_resolution_return_evidence_criteria_row_id,parent_decision_precondition_blocker_resolution_return_row_id,parent_decision_precondition_blocker_resolution_request_row_id,parent_decision_precondition_blocker_row_id,parent_decision_precondition_checklist_row_id,parent_criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,parent_criterion_type,precondition_name,criterion_type,required_future_evidence_class,evidence_value,evidence_source_pointer,evidence_date,criterion_passed,criterion_failed,criterion_unfilled,source_text_capture_allowed_after_pass,surface_gate_opened,translation_gate_opened
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00786,ODRF-RSCOPE-DPCBRT-ECR-0197,ODRF-RSCOPE-DPCBRT-0197,ODRF-RSCOPE-DPCBRR-0197,ODRF-RSCOPE-DPCB-0197,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_text_prohibition_confirmed,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00787,ODRF-RSCOPE-DPCBRT-ECR-0197,ODRF-RSCOPE-DPCBRT-0197,ODRF-RSCOPE-DPCBRR-0197,ODRF-RSCOPE-DPCB-0197,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_text_prohibition_confirmed,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00788,ODRF-RSCOPE-DPCBRT-ECR-0197,ODRF-RSCOPE-DPCBRT-0197,ODRF-RSCOPE-DPCBRR-0197,ODRF-RSCOPE-DPCB-0197,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_text_prohibition_confirmed,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00789,ODRF-RSCOPE-DPCBRT-ECR-0198,ODRF-RSCOPE-DPCBRT-0198,ODRF-RSCOPE-DPCBRR-0198,ODRF-RSCOPE-DPCB-0198,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_system_scope_decision_bounded,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00790,ODRF-RSCOPE-DPCBRT-ECR-0198,ODRF-RSCOPE-DPCBRT-0198,ODRF-RSCOPE-DPCBRR-0198,ODRF-RSCOPE-DPCB-0198,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_system_scope_decision_bounded,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00791,ODRF-RSCOPE-DPCBRT-ECR-0198,ODRF-RSCOPE-DPCBRT-0198,ODRF-RSCOPE-DPCBRR-0198,ODRF-RSCOPE-DPCB-0198,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_system_scope_decision_bounded,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00792,ODRF-RSCOPE-DPCBRT-ECR-0198,ODRF-RSCOPE-DPCBRT-0198,ODRF-RSCOPE-DPCBRR-0198,ODRF-RSCOPE-DPCB-0198,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,source_system_scope_decision_bounded,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00793,ODRF-RSCOPE-DPCBRT-ECR-0199,ODRF-RSCOPE-DPCBRT-0199,ODRF-RSCOPE-DPCBRR-0199,ODRF-RSCOPE-DPCB-0199,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_line_span_gate_separate,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00794,ODRF-RSCOPE-DPCBRT-ECR-0199,ODRF-RSCOPE-DPCBRT-0199,ODRF-RSCOPE-DPCBRR-0199,ODRF-RSCOPE-DPCB-0199,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_line_span_gate_separate,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00795,ODRF-RSCOPE-DPCBRT-ECR-0199,ODRF-RSCOPE-DPCBRT-0199,ODRF-RSCOPE-DPCBRR-0199,ODRF-RSCOPE-DPCB-0199,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_line_span_gate_separate,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00796,ODRF-RSCOPE-DPCBRT-ECR-0199,ODRF-RSCOPE-DPCBRT-0199,ODRF-RSCOPE-DPCBRR-0199,ODRF-RSCOPE-DPCB-0199,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_line_span_gate_separate,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00797,ODRF-RSCOPE-DPCBRT-ECR-0200,ODRF-RSCOPE-DPCBRT-0200,ODRF-RSCOPE-DPCBRR-0200,ODRF-RSCOPE-DPCB-0200,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_surface_translation_gates_separate,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00798,ODRF-RSCOPE-DPCBRT-ECR-0200,ODRF-RSCOPE-DPCBRT-0200,ODRF-RSCOPE-DPCBRR-0200,ODRF-RSCOPE-DPCB-0200,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_surface_translation_gates_separate,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00799,ODRF-RSCOPE-DPCBRT-ECR-0200,ODRF-RSCOPE-DPCBRT-0200,ODRF-RSCOPE-DPCBRR-0200,ODRF-RSCOPE-DPCB-0200,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_surface_translation_gates_separate,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00800,ODRF-RSCOPE-DPCBRT-ECR-0200,ODRF-RSCOPE-DPCBRT-0200,ODRF-RSCOPE-DPCBRR-0200,ODRF-RSCOPE-DPCB-0200,ODRF-RSCOPE-DPC-025,ODRF-RSCOPE-EVID-DEC-025,ODRF-RSCOPE-EVID-025,ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,downstream_surface_translation_gates_separate,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00801,ODRF-RSCOPE-DPCBRT-ECR-0201,ODRF-RSCOPE-DPCBRT-0201,ODRF-RSCOPE-DPCBRR-0201,ODRF-RSCOPE-DPCB-0201,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,decision_row_linkage_validated,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00802,ODRF-RSCOPE-DPCBRT-ECR-0201,ODRF-RSCOPE-DPCBRT-0201,ODRF-RSCOPE-DPCBRR-0201,ODRF-RSCOPE-DPCB-0201,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,decision_row_linkage_validated,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00803,ODRF-RSCOPE-DPCBRT-ECR-0201,ODRF-RSCOPE-DPCBRT-0201,ODRF-RSCOPE-DPCBRR-0201,ODRF-RSCOPE-DPCB-0201,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,decision_row_linkage_validated,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00804,ODRF-RSCOPE-DPCBRT-ECR-0201,ODRF-RSCOPE-DPCBRT-0201,ODRF-RSCOPE-DPCBRR-0201,ODRF-RSCOPE-DPCB-0201,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,decision_row_linkage_validated,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00805,ODRF-RSCOPE-DPCBRT-ECR-0202,ODRF-RSCOPE-DPCBRT-0202,ODRF-RSCOPE-DPCBRR-0202,ODRF-RSCOPE-DPCB-0202,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_decision_fields_filled,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00806,ODRF-RSCOPE-DPCBRT-ECR-0202,ODRF-RSCOPE-DPCBRT-0202,ODRF-RSCOPE-DPCBRR-0202,ODRF-RSCOPE-DPCB-0202,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_decision_fields_filled,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00807,ODRF-RSCOPE-DPCBRT-ECR-0202,ODRF-RSCOPE-DPCBRT-0202,ODRF-RSCOPE-DPCBRR-0202,ODRF-RSCOPE-DPCB-0202,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_decision_fields_filled,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00808,ODRF-RSCOPE-DPCBRT-ECR-0202,ODRF-RSCOPE-DPCBRT-0202,ODRF-RSCOPE-DPCBRR-0202,ODRF-RSCOPE-DPCB-0202,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_decision_fields_filled,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00809,ODRF-RSCOPE-DPCBRT-ECR-0203,ODRF-RSCOPE-DPCBRT-0203,ODRF-RSCOPE-DPCBRR-0203,ODRF-RSCOPE-DPCB-0203,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_criteria_decisions_recorded,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00810,ODRF-RSCOPE-DPCBRT-ECR-0203,ODRF-RSCOPE-DPCBRT-0203,ODRF-RSCOPE-DPCBRR-0203,ODRF-RSCOPE-DPCB-0203,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_criteria_decisions_recorded,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00811,ODRF-RSCOPE-DPCBRT-ECR-0203,ODRF-RSCOPE-DPCBRT-0203,ODRF-RSCOPE-DPCBRR-0203,ODRF-RSCOPE-DPCB-0203,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_criteria_decisions_recorded,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00812,ODRF-RSCOPE-DPCBRT-ECR-0203,ODRF-RSCOPE-DPCBRT-0203,ODRF-RSCOPE-DPCBRR-0203,ODRF-RSCOPE-DPCB-0203,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,all_criteria_decisions_recorded,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00813,ODRF-RSCOPE-DPCBRT-ECR-0204,ODRF-RSCOPE-DPCBRT-0204,ODRF-RSCOPE-DPCBRR-0204,ODRF-RSCOPE-DPCB-0204,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,evidence_value_reviewed_or_explicitly_absent,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00814,ODRF-RSCOPE-DPCBRT-ECR-0204,ODRF-RSCOPE-DPCBRT-0204,ODRF-RSCOPE-DPCBRR-0204,ODRF-RSCOPE-DPCB-0204,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,evidence_value_reviewed_or_explicitly_absent,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00815,ODRF-RSCOPE-DPCBRT-ECR-0204,ODRF-RSCOPE-DPCBRT-0204,ODRF-RSCOPE-DPCBRR-0204,ODRF-RSCOPE-DPCB-0204,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,evidence_value_reviewed_or_explicitly_absent,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00816,ODRF-RSCOPE-DPCBRT-ECR-0204,ODRF-RSCOPE-DPCBRT-0204,ODRF-RSCOPE-DPCBRR-0204,ODRF-RSCOPE-DPCB-0204,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,evidence_value_reviewed_or_explicitly_absent,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00817,ODRF-RSCOPE-DPCBRT-ECR-0205,ODRF-RSCOPE-DPCBRT-0205,ODRF-RSCOPE-DPCBRR-0205,ODRF-RSCOPE-DPCB-0205,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,source_text_prohibition_confirmed,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00818,ODRF-RSCOPE-DPCBRT-ECR-0205,ODRF-RSCOPE-DPCBRT-0205,ODRF-RSCOPE-DPCBRR-0205,ODRF-RSCOPE-DPCB-0205,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,source_text_prohibition_confirmed,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00819,ODRF-RSCOPE-DPCBRT-ECR-0205,ODRF-RSCOPE-DPCBRT-0205,ODRF-RSCOPE-DPCBRR-0205,ODRF-RSCOPE-DPCB-0205,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,source_text_prohibition_confirmed,resolution_evidence_pointer_metadata_only,resolution_evidence_pointer_metadata_only,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00820,ODRF-RSCOPE-DPCBRT-ECR-0205,ODRF-RSCOPE-DPCBRT-0205,ODRF-RSCOPE-DPCBRR-0205,ODRF-RSCOPE-DPCB-0205,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,source_text_prohibition_confirmed,source_text_and_downstream_gate_limits_confirmed,source_text_surface_translation_gate_limit_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00821,ODRF-RSCOPE-DPCBRT-ECR-0206,ODRF-RSCOPE-DPCBRT-0206,ODRF-RSCOPE-DPCBRR-0206,ODRF-RSCOPE-DPCB-0206,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,source_system_scope_decision_bounded,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,false,false,true,false,false,false
ODRF-RSCOPE-DPCBRT-ECR-CRIT-00822,ODRF-RSCOPE-DPCBRT-ECR-0206,ODRF-RSCOPE-DPCBRT-0206,ODRF-RSCOPE-DPCBRR-0206,ODRF-RSCOPE-DPCB-0206,ODRF-RSCOPE-DPC-026,ODRF-RSCOPE-EVID-DEC-026,ODRF-RSCOPE-EVID-026,ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,source_system_scope_decision_bounded,request_return_scope_match,row_linkage_and_scope_match_metadata,,,,false,false,true,false,false,false
