criterion_row_id,parent_return_evidence_criteria_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,criterion_requirement,required_future_evidence_class,criterion_passed,criterion_failed,criterion_unfilled
ODRF-RSCOPE-ECR-CRIT-063,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-064,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-065,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-066,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-067,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-068,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-069,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-070,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-071,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-072,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-073,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-074,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-075,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-076,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-077,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-078,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-079,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-080,ODRF-RSCOPE-ECR-10,ODRF-RSCOPE-LEDGER-10,ODRF-RSCOPE-10,ODRF-ATTR-GAP-10,ODRF-PTR-10,high_density_source_shelf_selection,source_selection_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
