"audit_generated_at_utc","witness_id","target_family","language_access_target","source_title","source_url","reachability_status","method_used","status_code","reason","final_url","content_type","content_length_header","error_type","error_message","local_path","recorded_sha256","license_permission_signal","topic_language_access_tags","audit_mode","non_claim_boundary"
"2026-07-04T20:25:24.3839341Z","DGS-CON-002","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","https://sign2mint.de/entry/Median/15390698211663808%3A705","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Median/15390698211663808%3A705","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-003","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-004","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-005","Signed language","DGS","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Mathematik_20260701T193000Z.json","a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-006","Signed language","DGS","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Statistik_20260701T193000Z.json","63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-007","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","https://sign2mint.de/entry/Summe/15390698211663808%3A770","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Summe/15390698211663808%3A770","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-008","Signed language","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","https://sign2mint.de/entry/Summe/15390698211663808%3A771","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Summe/15390698211663808%3A771","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-009","Signed language","DGS","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Funktion_20260701T193000Z.json","cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-010","Signed language","DGS","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Gleichung_20260701T193000Z.json","de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-011","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-012","Signed language","DGS","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-GOE-V-001","Signed language","DGS","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4","reachable_headers_only","HEAD","200","OK","https://medien2.e-learning.uni-goettingen.de/app/mediacast_receiver/file_search/search.php?hash=828e21a3e80e1086e4d238f1c9e1c1fd&format=127&token=211d7013117c78866988ff2fa8cb46b8","video/mp4","608320654","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-GOE-V-002","Signed language","DGS","Goettingen DGS math video route: 2024 Learning Nuggets video","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4","reachable_headers_only","HEAD","200","OK","https://medien2.e-learning.uni-goettingen.de/app/mediacast_receiver/file_search/search.php?hash=e853f1b675b287975acdea6f83872c93&format=127&token=00f3b38b0164ff84c268cf1581f34c5b","video/mp4","168086098","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-001","Signed language","DGS","Sign2MINT app shell plus runtime/polyfills/main/styles assets","https://sign2mint.de/page/about","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/page/about","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-002","Signed language","DGS","Sign2MINT sign-count category cache","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-003","Signed language","DGS","Sign2MINT signSearch targeted math/statistics probe set","https://api.sign2mint.de/dictionaryService/v1/signSearch","reachable_headers_only","GET_RANGE","200","OK","https://api.sign2mint.de/dictionaryService/v1/signSearch","application/json","2","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_api_probe_summary_20260701T193000Z.json","82e9f703689a0eb1dcec80d6f270749cad50d24efea301c027591272c10cf519","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-004","Signed language","DGS","Sign2MINT dictionaryEntry selected detail probe set","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","access_restricted_endpoint_present","HEAD","403","Forbidden","https://api.sign2mint.de/dictionaryService/v1/dictionaryEntry","application/json","0","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_dictionary_entry_probe_summary_20260701T193000Z.json","69e607de10d1cd5e7996594900e8924f35bb4e6f019c2906b391e2175b057926","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-005","Signed language","DGS","Sign2MINT selected video/thumbnail route HEAD metadata","https://cdn.openmind-server.de/sign2mint/video/","access_restricted_endpoint_present","HEAD","403","Forbidden","https://cdn.openmind-server.de/sign2mint/video/","application/xml","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_sign2mint_media_route_head_metadata_20260701T193000Z.json","11ad6d5f12c39fb69a5c1d6e5cb8eb0002e66fae02f425a67de2c76a67fe8c07","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-006","Signed language","DGS","Fachgebaerdenlexikon specialist/vocational sign dictionary comparator","https://fachgebaerdenlexikon.de/de/home/","reachable_headers_only","HEAD","200","OK","https://fachgebaerdenlexikon.de/de/home/","text/html; charset=utf-8","34635","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_fachgebaerdenlexikon_home.html","261169328c17c2d61d52c6f8e229e35413dc4e74b8ff222866c20e62390b79bc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-007","Signed language","DGS","University of Goettingen mathematics videos in DGS page","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","reachable_headers_only","HEAD","200","OK","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_goettingen_math_videos.html","6691fe457130e30d62df5d35f45be5c992a9da252e2fc84a01b09b18d4ff1389","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-SAR-008","Signed language","DGS","University of Goettingen DGS math-video HEAD metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/...","other_http_status","HEAD","400","Bad Request","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/...","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-001","Signed language","LSQ","LexiqueLSQ category route: Science et technologie","https://lexiquelsq.ca/theme/science-et-technologie/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/science-et-technologie/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-002","Signed language","LSQ","LexiqueLSQ category route: Mathematique","https://lexiquelsq.ca/theme/mathematique/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/mathematique/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-003","Signed language","LSQ","LexiqueLSQ category route: Arithmetique","https://lexiquelsq.ca/theme/arithmetique/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/arithmetique/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-004","Signed language","LSQ","LexiqueLSQ category route: Algebre","https://lexiquelsq.ca/theme/algebre/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/algebre/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-005","Signed language","LSQ","LexiqueLSQ category route: Probabilites","https://lexiquelsq.ca/theme/probabilites/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/probabilites/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-006","Signed language","LSQ","LexiqueLSQ category route: Statistique","https://lexiquelsq.ca/theme/statistique/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/statistique/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-007","Signed language","LSQ","LexiqueLSQ category route: Geometrie","https://lexiquelsq.ca/theme/geometrie/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/geometrie/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-008","Signed language","LSQ","LexiqueLSQ category route: Geometrie analytique","https://lexiquelsq.ca/theme/geometrie-analytique/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/geometrie-analytique/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-009","Signed language","LSQ","LexiqueLSQ category route: Graphes","https://lexiquelsq.ca/theme/graphes/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/graphes/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-010","Signed language","LSQ","LexiqueLSQ category route: Matrices","https://lexiquelsq.ca/theme/matrices/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/matrices/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","LSQ-CAT-011","Signed language","LSQ","LexiqueLSQ category route: Mathematiques financieres","https://lexiquelsq.ca/theme/mathematiques-financieres/","reachable_headers_only","HEAD","200","OK","https://lexiquelsq.ca/theme/mathematiques-financieres/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
