priority,work_key,author,title,identifier,archive_item,file,file_url,ia_format,ia_size,local_path,packet_path,download_status,bytes,sha256,reason,note
P1,khayyam_algebra,Omar Khayyam,The Algebra of Omar Khayyam,bwb_S0-AYG-042,https://archive.org/details/bwb_S0-AYG-042,bwb_S0-AYG-042_scandata.xml,https://archive.org/download/bwb_S0-AYG-042/bwb_S0-AYG-042_scandata.xml,Scandata,174397,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\khayyam_algebra\bwb_S0-AYG-042\bwb_S0-AYG-042_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\khayyam_algebra\bwb_S0-AYG-042\bwb_S0-AYG-042_scandata.xml,already-present,174397,deb1c8b2e34c9e7cbad4f4c81881bfba1696036b9996ffa08ec5b64b86570a8e,Compact existing English source and OCR layer useful for checking the current Khayyam modern TeX/translations.,"Daoud Kasir translation, 1931."
P1,khayyam_algebra,Omar Khayyam,The Algebra of Omar Khayyam,bwb_S0-AYG-042,https://archive.org/details/bwb_S0-AYG-042,bwb_S0-AYG-042_meta.xml,https://archive.org/download/bwb_S0-AYG-042/bwb_S0-AYG-042_meta.xml,Metadata,2586,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\khayyam_algebra\bwb_S0-AYG-042\bwb_S0-AYG-042_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\khayyam_algebra\bwb_S0-AYG-042\bwb_S0-AYG-042_meta.xml,already-present,2586,c3e757a5d066ea95b92f9fd940408094e2a64a4e82ba9e6b93f98fd975192057,Compact existing English source and OCR layer useful for checking the current Khayyam modern TeX/translations.,"Daoud Kasir translation, 1931."
P0,tusi_euclid_lithograph,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / recension of Euclid,20230430_20230430_1424,https://archive.org/details/20230430_20230430_1424,تحرير أصول إقليدس - طبعة حجرية مغربية.pdf,https://archive.org/download/20230430_20230430_1424/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20-%20%D8%B7%D8%A8%D8%B9%D8%A9%20%D8%AD%D8%AC%D8%B1%D9%8A%D8%A9%20%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9.pdf,Image Container PDF,21081805,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية.pdf,already-present,21081805,eee8fbc290b4e4b31aaf7e1ff5bc947570fc1edb0a5acfaf8bef8e3b291dbc85,Major Persian/Iranian geometry source; Arabic-title Archive search found a compact 1876 lithographic source with OCR derivatives.,1876 Moroccan lithographic print. Use first because it is compact and coherent.
P0,tusi_euclid_lithograph,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / recension of Euclid,20230430_20230430_1424,https://archive.org/details/20230430_20230430_1424,تحرير أصول إقليدس - طبعة حجرية مغربية_text.pdf,https://archive.org/download/20230430_20230430_1424/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20-%20%D8%B7%D8%A8%D8%B9%D8%A9%20%D8%AD%D8%AC%D8%B1%D9%8A%D8%A9%20%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9_text.pdf,Additional Text PDF,29341041,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_text.pdf,already-present,29341041,bae9f8634effcb527562fbab8a08379adc292f770ab4f62122c49e73d8ea46c2,Major Persian/Iranian geometry source; Arabic-title Archive search found a compact 1876 lithographic source with OCR derivatives.,1876 Moroccan lithographic print. Use first because it is compact and coherent.
P0,tusi_euclid_lithograph,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / recension of Euclid,20230430_20230430_1424,https://archive.org/details/20230430_20230430_1424,تحرير أصول إقليدس - طبعة حجرية مغربية_djvu.txt,https://archive.org/download/20230430_20230430_1424/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20-%20%D8%B7%D8%A8%D8%B9%D8%A9%20%D8%AD%D8%AC%D8%B1%D9%8A%D8%A9%20%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9_djvu.txt,DjVuTXT,605397,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_djvu.txt,already-present,605397,04fd8b52943a70297d7fe55474b127f7cd5ca6bb69cd9ac375428b4597cca62d,Major Persian/Iranian geometry source; Arabic-title Archive search found a compact 1876 lithographic source with OCR derivatives.,1876 Moroccan lithographic print. Use first because it is compact and coherent.
P0,tusi_euclid_lithograph,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / recension of Euclid,20230430_20230430_1424,https://archive.org/details/20230430_20230430_1424,تحرير أصول إقليدس - طبعة حجرية مغربية_djvu.xml,https://archive.org/download/20230430_20230430_1424/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20-%20%D8%B7%D8%A8%D8%B9%D8%A9%20%D8%AD%D8%AC%D8%B1%D9%8A%D8%A9%20%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9_djvu.xml,Djvu XML,7830265,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_djvu.xml,already-present,7830265,93594d285f11447fd95deff28448749fc9ac74f69095038fb43c232d2b5fabf3,Major Persian/Iranian geometry source; Arabic-title Archive search found a compact 1876 lithographic source with OCR derivatives.,1876 Moroccan lithographic print. Use first because it is compact and coherent.
P0,tusi_euclid_lithograph,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / recension of Euclid,20230430_20230430_1424,https://archive.org/details/20230430_20230430_1424,تحرير أصول إقليدس - طبعة حجرية مغربية_scandata.xml,https://archive.org/download/20230430_20230430_1424/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A3%D8%B5%D9%88%D9%84%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20-%20%D8%B7%D8%A8%D8%B9%D8%A9%20%D8%AD%D8%AC%D8%B1%D9%8A%D8%A9%20%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9_scandata.xml,Scandata,300877,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_lithograph\20230430_20230430_1424\تحرير أصول إقليدس - طبعة حجرية مغربية_scandata.xml,already-present,300877,ee41ce61a656f77ee8f6dd44217eb560d6f93e3dbcfc379b6c9bb5d319dcc9de,Major Persian/Iranian geometry source; Arabic-title Archive search found a compact 1876 lithographic source with OCR derivatives.,1876 Moroccan lithographic print. Use first because it is compact and coherent.
P0,tusi_euclid_lithograph,Nasir al-Din al-Tusi,Tahrir Usul Uqlidis / recension of Euclid,20230430_20230430_1424,https://archive.org/details/20230430_20230430_1424,20230430_20230430_1424_meta.xml,https://archive.org/download/20230430_20230430_1424/20230430_20230430_1424_meta.xml,Metadata,1861,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_lithograph\20230430_20230430_1424\20230430_20230430_1424_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_lithograph\20230430_20230430_1424\20230430_20230430_1424_meta.xml,already-present,1861,579f599e85907bfec24d866d7787548230def9d49b2d2ee4775a0d415d3615d8,Major Persian/Iranian geometry source; Arabic-title Archive search found a compact 1876 lithographic source with OCR derivatives.,1876 Moroccan lithographic print. Use first because it is compact and coherent.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 01_text.pdf,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2001_text.pdf,Additional Text PDF,15271529,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_text.pdf,already-present,15271529,ca5ddb513e4078e71394b503a61eb9dc19d9d040f26cf7555b3635ad3f20b2b3,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 01_djvu.txt,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2001_djvu.txt,DjVuTXT,931596,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_djvu.txt,already-present,931596,391ed7040f7079601f0d7c20abad6e0ae1ed87999eea36c95d0b7a79a5959ea9,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 01_djvu.xml,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2001_djvu.xml,Djvu XML,9406899,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_djvu.xml,already-present,9406899,3b3c8180d7a3db96d9797989745357031da8f10755727e2d295f310012b6d996,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 01_scandata.xml,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2001_scandata.xml,Scandata,74076,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 01_scandata.xml,already-present,74076,8d17660d26d2bb47b0712011edfc428733a960eddda0091b6f2d47311bceeb1b,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 02_text.pdf,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2002_text.pdf,Additional Text PDF,8013499,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_text.pdf,already-present,8013499,a6ba7877b6675104e5ea778781595e811081db1e9e7e887c0df559457566f189,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 02_djvu.txt,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2002_djvu.txt,DjVuTXT,182557,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_djvu.txt,already-present,182557,4101da299b0b8a5baade4a725f8f87123ea99ca818cfea4fd60dc0e9466c1755,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 02_djvu.xml,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2002_djvu.xml,Djvu XML,2870090,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_djvu.xml,already-present,2870090,cde9c173726e09ecf0cc39436a98b44a1c8c0d71f9dd229f3b158208ee135849,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 02_scandata.xml,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2002_scandata.xml,Scandata,39837,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 02_scandata.xml,already-present,39837,341641b14e03b49e7031699a1eb1d761cfd2d207a54dd8e5187d7a7afe3550b7,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 03_text.pdf,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2003_text.pdf,Additional Text PDF,8047569,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_text.pdf,already-present,8047569,3852b05d7c0227fc7569c4e1c0ffb158c8256445c6c4441e1526037e54429ea5,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 03_djvu.txt,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2003_djvu.txt,DjVuTXT,280400,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_djvu.txt,already-present,280400,4ffa7efafe9fff261df905613d44845ff23188e8fb347aaa01ba0273be11fd24,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 03_djvu.xml,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2003_djvu.xml,Djvu XML,3741306,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_djvu.xml,already-present,3741306,afb6f838915d37df65c1dfa107017a0e3d1397e2da15a6176a5d16a7648294e8,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,تحرير إقليدس نصير الدين الطوسي 03_scandata.xml,https://archive.org/download/01_20220520_202205/%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%20%D8%A5%D9%82%D9%84%D9%8A%D8%AF%D8%B3%20%D9%86%D8%B5%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%A7%D9%84%D8%B7%D9%88%D8%B3%D9%8A%2003_scandata.xml,Scandata,86175,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\تحرير إقليدس نصير الدين الطوسي 03_scandata.xml,already-present,86175,55a47e73d5bea94e3bf7e037a9215f975a68e52bfb125fac2f00c2870d6acdfb,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
P0,tusi_euclid_multi_part_01_03,Nasir al-Din al-Tusi,"Tahrir Euclid, parts 1-3",01_20220520_202205,https://archive.org/details/01_20220520_202205,01_20220520_202205_meta.xml,https://archive.org/download/01_20220520_202205/01_20220520_202205_meta.xml,Metadata,1440,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\tusi_euclid_multi_part_01_03\01_20220520_202205\01_20220520_202205_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\tusi_euclid_multi_part_01_03\01_20220520_202205\01_20220520_202205_meta.xml,already-present,1440,9f91ef4180df7bf62c7400e342fc0f41799f502717d675ed38751c25ae5d60a9,Multipart IA item with compact text PDFs and OCR for the first three parts of Tusi's Euclid recension.,Compact text-PDF route; full image PDFs are much larger and can be fetched later if needed.
