term_id,sense_id,concept,decision_id,candidate_surfaces,cohort_id,cohort_name,cohort_standard,dominant_standard_forms,candidate_to_cohort_orthographic_proxy,Spanish_to_cohort_orthographic_proxy,French_to_cohort_orthographic_proxy,proxy_delta_over_Spanish,proxy_delta_over_French,beats_both_dominant_forms_by_0_05,proxy_interpretation,penalties,supporting_evidence_ids,adverse_evidence,human_n,human_correct,human_incorrect,human_abstain,human_latency_ms,human_confidence,effect_interval,review_status,pilot_eligible,reviewed_occurrence_support_ids,reviewed_occurrence_adverse_ids,occurrence_review_status,method_version,reviewed_occurrence_held_ids
T30,T30-S1,unique,D-T30-S1-V3,unic | unico,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T30-es-UNION;E-T30-fr-UNION,Unic/unique/único forms diverge morphologically; never drop a qualifying equivalence relation.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,reducido,0.875,1.0,0.625,-0.125,0.25,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost;Spanish_form_outscores_candidate,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-FR-STD,adult readers literate in standard French,standard French,reduit,1.0,0.625,1.0,0.375,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,reduzida,0.875,0.75,0.625,0.125,0.25,true,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-GL-STD,adult readers literate in standard Galician,standard Galician,reducida,1.0,0.875,0.625,0.125,0.375,true,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,reduit,1.0,0.625,1.0,0.375,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-IT-STD,adult readers literate in standard Italian,standard Italian,ridotta,1.0,0.25,0.4286,0.75,0.5714,true,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,redus,0.6667,0.5,0.6667,0.1667,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S1,reduced,D-T31-S1-V3,reduit | reducida | ridotta,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,reducido,,1.0,0.625,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,reduit,,0.625,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,reduzida,,0.75,0.625,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,reducida,,0.875,0.625,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,reduit,,0.625,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,ridotta,,0.25,0.4286,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,redus,,0.5,0.6667,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S2,reduced,D-T31-S2-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,reducido,,1.0,0.625,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-FR-STD,adult readers literate in standard French,standard French,reduit,,0.625,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,reduzida,,0.75,0.625,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,reducida,,0.875,0.625,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,reduit,,0.625,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,ridotta,,0.25,0.4286,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,redus,,0.5,0.6667,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T31,T31-S3,reduced,D-T31-S3-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T31-es-UNION;E-T31-fr-UNION,Ordinary made smaller; Italian ridotto and Romanian redus do not automatically carry the ring-theoretic sense.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,primo asociado,,1.0,0.3182,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-FR-STD,adult readers literate in standard French,standard French,ideaux premiers associes,,0.3182,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,primo associado,,0.9286,0.3636,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,primer associat,,0.6429,0.5,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,primo associato,,0.8571,0.3636,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T32,T32-S1,associated prime,D-T32-S1-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T32-es-UNION;E-T32-fr-UNION,A literal associated prime may be read as any prime connected with an object.,,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,complemento,0.9091,1.0,0.9091,-0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-FR-STD,adult readers literate in standard French,standard French,complement,1.0,0.9091,1.0,0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-GL-STD,adult readers literate in standard Galician,standard Galician,complemento,0.9091,1.0,0.9091,-0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,complement,1.0,0.9091,1.0,0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-IT-STD,adult readers literate in standard Italian,standard Italian,complemento,0.9091,1.0,0.9091,-0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,complement,1.0,0.9091,1.0,0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,cumplement,0.9,0.8182,0.9,0.0818,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S1,complement,D-T33-S1-V3,complement,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,complemento,,1.0,0.9091,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,complement,,0.9091,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,complemento,,1.0,0.9091,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,complement,,0.9091,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,complemento,,1.0,0.9091,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,complement,,0.9091,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,cumplement,,0.8182,0.9,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
T33,T33-S2,complement,D-T33-S2-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T33-es-UNION;E-T33-fr-UNION,"Set complement, grammatical complement, and ordinary completion are distinct.",,,,,,,,per_sense_design_proxy_only_human_protocol_not_run,false,,,not_in_current_review_tranche,MII_METHOD_v6,
