"comparator_id","fac_number","cohort","codex_path","codex_line_start","codex_line_end","codex_block_sha256","external_path","external_line_start","external_line_end","external_block_sha256","codex_word_tokens","external_word_tokens","codex_to_external_word_ratio","prose_unique_token_jaccard","codex_math_fragments","external_math_fragments","math_fragment_count_delta","codex_math_stream_sha256","external_math_stream_sha256","codex_statement_keywords","external_statement_keywords","statement_count_delta","codex_arrow_commands","external_arrow_commands","arrow_count_delta","codex_item_commands","external_item_commands","item_count_delta","mechanical_triage","adjudication_status","scalar_decision_prohibited"
"FAC-BLIND-N038","38","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/036_II_2_38_coherent_algebraic_sheaves.tex","6","20","14FDB079AB4819326CA9E171F02F20464C7F295C52E26460B2D6ED1257AD504F","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_2.tex","62","85","4DD26189D32ACA9A35033696638D444EB6057293FBD5256A7132DA98A0E319CE","99","106","0.934","0.697","22","22","0","E6328A2E50F44E4C0BE6416BD5E87394C50C45F6F3E8FF42275B5DF5E0BBB309","330941FAEF442E95A1B86934523095CCE00D0FE36A631A2E6BD3579DAF20B72D","2","2","0","3","3","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N039","39","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/037_II_2_39_ideal_sheaf_closed_subvariety.tex","7","27","B89C117B06C5529C87A48AEA11CE65F1CD79A76203188B1DF8138C9F1C3E6C03","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_2.tex","86","141","B936FD1D499A03ACC743CE59F1BA8FA6DD5500B52F3739FB2401EE6E97DF3A05","263","259","1.0154","0.7248","70","70","0","00803DC5111D46C74936D949D7B208CB057D8D97F9D9CAA8AB73EE5655452400","769A1613D4C5129D79A76ADC9A635466F1540E0D2C8A9FF2D19BF15622C9C867","13","13","0","4","5","1","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N040","40","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/038_II_2_40_sheaves_of_fractional_ideals.tex","6","11","F9D9EC26C0513AE8D7DEB5654327D5B49BC3AD7134B14D2FDA1E97D21CDE0B71","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_2.tex","142","166","77CB8334AB914816007C6558ACE03998AE3EE254EBEA26995688CAEBC12CC049","87","92","0.9457","0.7333","28","28","0","1AB76432BD47A55591E1FF4C986C71F9802FCD35CC1EE54CB9F556AA1E697356","2AA35902EE82437F18071490FA030AD46A5471C1510E24C648F09073E9B68D25","2","2","0","0","0","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N041","41","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/039_II_2_41_sheaf_associated_fiber_space.tex","7","30","142A974925D76CDB327F085EC3ECA711A2E344CEB9EF64CBD9B98DF6C26956AF","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_2.tex","167","217","DDC8492E4C2F5FC335DF14AF0F9E9E0C4D0F7E4A8055D04E9C5E8349DEAB81AC","268","254","1.0551","0.6102","59","58","1","AB222241F4D5BA19610075266F36F9916299FBC4D0C680294FCE2F96657C17B9","61C3B00C5BB3EA4A06636952D1C708991BC41DC4076A1C6650DF6549FBB2D9AD","6","5","1","1","1","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N042","42","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/040_II_3_42_affine_varieties.tex","9","36","71533DEF01ED177DE8975455B59D69F41559DF920DA438C53B5CE71ABDD02CCD","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_3.tex","6","75","B26A7FDA34106F97599C7CFFDE038865A224EEB08CF5454DD6922179AA371B6A","280","284","0.9859","0.6719","82","82","0","EE40D7AA0DA9C489834684E98BED0EB768674A61C2AD29937D8D640B87FA87DA","598E3389B2F630B817394142DDCC03C0874953C722E5877DB7A119872B80D228","10","10","0","1","1","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N043","43","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/041_II_3_43_preliminary_irreducible_varieties.tex","6","79","1FD04BAAC1A79830669158EFE74A3F8E762A6D4AFB32AAEDF13D5F8CFC84328C","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_3.tex","76","151","A152FD8EA604E1F2F34FF9DAD108ABEF95981F319AD409861DBBFCA9D85B1D61","292","286","1.021","0.6533","100","107","7","1AD8C5D1437E0C02274226CD015BF5E4FF56791A638393B9BBCBD607AAB50A9A","9C7E966214A5DF877A65FEAF30F8DF663A1F4581E12CB5C6FFC090AE05E4BD34","8","9","1","3","3","0","3","0","3","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N044","44","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/042_II_3_44_vanishing_cohomology_groups.tex","7","99","595B3ECE677BA12A3419C17D154E1E04EF2AF1F5DF11D1DCD6E940CA9460951B","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_3.tex","152","223","C7EE5CE00BF9E14022A2DD3F46AEB1D57A6D2FBA76577C9C75D96F9FE9F34DEE","278","244","1.1393","0.6145","83","76","7","7C21893194F2EDCC4F95CAB3E42BAD577F052B0B0E89401A867FE1B72D61AE73","3E4D5620879C65C1D0A5F6E1B3CEC227F30EB8200018950CC3EAC6903A7D4328","14","14","0","2","2","0","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N045","45","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/043_II_3_45_global_sections_affine_variety.tex","6","95","E54BF1C2087ABDF5924EA2912EFD9E14E6AB6ED7A1B4DF98D87295AC7B9D8A43","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_3.tex","224","294","58BE288422C3FC2CF1F57C6F08A71FCCC873347521F177D63E3028072EBF07C2","299","307","0.9739","0.5828","94","97","3","19549B8DF02542A97AE36E0DAC25B100D83F4FD4F86538C844749D38CDB7BA9F","F4C39C48D5CE60FDBFA9E068FC9BC81B881CCE20E2311D9051C89B91541C51F5","21","21","0","10","6","4","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N046","46","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/044_II_3_46_affine_cohomology_coherent_sheaf.tex","6","75","8E62DDC81C184DA4FFE991220E3D615A17EC41A03750EC9BE3B34F20F053BDA3","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_3.tex","295","341","D7607E2FF3D19E7090413B99A2CD6CE9E6F167CB0ED037E81B0A90DB6C821617","189","189","1","0.6404","51","55","4","428ED3C3A5DC92BCEA7907BD9341EB8014F36E1D04D434FFBBA14C211712483C","DFE22C7C339715744CAB7A6A48D9CEDD261A6B9F4DB5EB2E6CD849A8C66A8A69","13","12","1","14","17","3","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N047","47","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/045_II_3_47_affine_open_coverings.tex","10","84","7DCF23E5658838C0BA55BA9058037188AACF8F9614ABBC328583D4F4A77CECCD","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_3.tex","342","401","51083EAF399439E7AE125C7E89B01B8E976FB24D5B6C4DED0FC9BD56A41E67B2","206","203","1.0148","0.625","58","58","0","1B2C0737945499AE151CABEE1187EAE9BDE1F2AE222FF784B15ECB2750BC8E17","C7347796BB81B3D25C7F67EF39F79F7DAD076662B3F9B842BBB3140E7B5AE20B","20","20","0","14","16","2","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N048","48","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/046_II_4_48_sheaf_associated_to_module.tex","10","111","6A05B166FF3ADDD8C964694B5234D562BF72AF5B37E494F8CADA2DCAE989C999","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_4.tex","6","77","3EA8C491A274873A635E2A7269460104DBDB7005BF7E356BAC254AADCA2FF019","293","280","1.0464","0.5706","104","103","1","6F5F6A55E38D714857D4CA2F21DA981A778D3889B34FAB49AEB19352AF7D34D5","03665B307D40F34A8E4F4829F5C036BCAA9FD1A13049196537E02CC8A0519EF9","7","6","1","16","16","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N049","49","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/047_II_4_49_module_associated_to_sheaf.tex","8","111","944761168DB9F56D2853B39B3B45A6BF222749C5309B9CB211C4BDC133061D33","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_4.tex","78","148","265D56EA606D96BF8A5600A98D5899E02A8A5D27632D43351A566A74D5B6F193","188","179","1.0503","0.6106","56","56","0","7437649FB4681EAE82D5E16CF51E53E7B0E4297E87E8187C179879ECC398531C","308B04CC7A72F31F536AE32016AAEE87D9F252EFD3105CACCFE1C0F609B41300","5","3","2","18","22","4","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N050","50","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/048_II_4_50_projective_modules_vector_fiber_spaces.tex","9","69","58FC6ECAB85479DFFB1F85E0F419EDA929DB38BA1E7762AEF6D4BFC8716E02BC","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_4.tex","149","194","139258A901D5BCDC37E261DD52D935E06724ABDFECFBE8BB1535B5E6B066E144","216","167","1.2934","0.5385","46","44","2","CFD15A9DD46103DB5CFD2466665D3C1ECF8CEBC3DAA0CBEF3A362B1E8726FF34","0CBBD4749AAB048B4210939674261CD4225D6073E47500A996AEFE2F6B605F2A","2","2","0","0","0","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N051","51","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/049_III_1_51_projective_space_notation.tex","19","99","F077D175DF53698777E8AE34D452F212A29795034EB6B591C9928A69D68067B7","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_1.tex","6","63","0A08CF0D516621F4856BD09332AAC790B2D050C53B4C9BCEA6F22E3EBD205180","317","278","1.1403","0.6391","90","92","2","5683C3D32FE4F1C24B65FC22E45D9A352574C6BD6AB81ECB10473998A45D49E4","3ED23345B20279FFF0722AFEC11360299E940BF1A0DC3E0D5B803D0EB973CE36","1","1","0","3","3","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N052","52","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/050_III_1_52_cohomology_projective_subvarieties.tex","7","139","BE12CF7FA0BEEC006243336069910CD5D1881BA5534F6A245B9A361462EB7699","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_1.tex","64","150","EF83E5031469ED6617499CC919FE8E709CE04AB16F0C045433D265EC8AD14137","398","376","1.0585","0.65","113","118","5","DCFEA230D98DD4D425459A37B921CE98D20FA3B3720E1D006CFF226AB66563DE","825AF790E7C0D800E8FEB19BADE2A7E434E327B4BC52776E81B09897DD63835B","19","16","3","2","2","0","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N053","53","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/051_III_1_53_cohomology_irreducible_algebraic_curves.tex","7","73","BADC6ACE6F3CB2FC35ED9E37D6367388729DE2C90E3DF5D990CAEF615E814710","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_1.tex","151","196","004C14CF07654A360B2D95349DC359095E2A19D79690C9FD1BFA02FF067C6C2F","157","142","1.1056","0.5962","53","53","0","AE7558B632B46558E8BDD8880E10AA3A04A3E594EE2FD6CFD40EE908BC589793","5EC873BEF1B6925517CBFDBA7CE66058334BA987F9FEDFDFFE018B6C8FB33299","9","6","3","0","0","0","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N054","54","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/052_III_2_54_operation_F_n.tex","14","120","DE0DC90EE87DA48B22B48DE7D721100A4CF9302B7E279E280B4037B8D7275DCC","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","6","68","0A4CD737D374FB61CD78B5025C878ED911F533660E963417F5B0DB837D0D8D9A","260","242","1.0744","0.626","91","95","4","7987DEF54A0E727F338B1B70D46DCEDE9E3F9D02C45B4726356BFCDE0C61579B","E0FF5F04A5750B8CB879E27C93E4CA0AAA44675E68412F998AEEC3BC403D16AD","5","5","0","5","4","1","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N055","55","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/053_III_2_55_sections_of_F_n.tex","7","124","B656CC8161F985B30CF67C04BCACFBCD3BE9DAD09BFF0686ECF99069481DEF67","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","69","148","89E94C9A4231A7AE2E70A46CC67362C9CE3B393A2C8D669320C761ABB119A2FE","335","327","1.0245","0.651","130","133","3","E22E298856596C40EBF813C63078B7DD9899A428381DFB825225E73E5FF124FD","EE95176C0DDE98F9DD84C633948A91BDF4EB24BD854FF073BBDAADBE6DFBBBEF","27","20","7","1","1","0","0","0","0","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N056","56","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/054_III_2_56_graded_modules.tex","7","89","B2CBD4FA4E29A6F616B865615D9E0F8E86E8BDECD0E00ABCDAC3EEB275339F92","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","149","202","A23B5FCAE2A5A5853CD8E649DAE2608323174D9FD9C93453C50CAD0CCD3B5C1E","256","214","1.1963","0.595","82","82","0","FDC96E5EF16BE81791AE945994AB70D3412295B2097422DD69A9C31C4014E01D","FC4BE394A198860E19ADA51438D4EDE2DA3290CC53F7D41418E6F6CB3B94C895","0","0","0","4","4","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N057","57","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/055_III_2_57_sheaf_associated_to_graded_module.tex","7","80","CFB67034BDCDEE1CABFBFEF7510AD3AE2CB13ADB93E0B6EB583F35109160BB17","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","203","254","EB6309629809F9E8591A495A3EDC67715BA5830E99807E9DE82120F74E72649D","213","180","1.1833","0.5109","68","68","0","14947BBEA260981CFD69A1F46ACC0239E70A138F81ADBF634B05754F1AA1A989","53DD83E839FE1695BEBD1F79211895639E7E5135630F877FE2746542385656BA","1","1","0","4","4","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N058","58","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/056_III_2_58_first_properties_functor_A.tex","7","129","CC81D522303814BCC04B7557655A72222184591319290307833E4EE252DEDAFD","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","255","331","45E26ECC3603764DE69A4BAA7D3B92A27F1752F390668364749BADE6752DD50C","344","303","1.1353","0.6101","106","108","2","0664240FB01A0E18BB8F5E507BFDCC00EF6019602D7B86A38A610ED472D32E21","D4B7EFF82736565521DD3BC2E3E207F519B70D58A9BB7FC81966CF5BFAE4F706","16","15","1","12","10","2","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N059","59","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex","7","124","AF255913E434CABB798ECEA9E11D9EFA3CBD08E8F8D68F8A21A158720B1731C5","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","332","393","579EAB068E97C064A1B5F14490251F022860F222FA2AA31A3AEF50B17CD8C850","277","205","1.3512","0.6339","94","84","10","1869D4ED2B787F6357B2CE2F96F200C1A4888943D78BCD492603D2A28539E172","69B28B1F3BB1A3C3676EA8682FE1D5C66211CF7C0BBF835258AC34FBCB823756","6","7","1","12","13","1","0","0","0","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N060","60","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/058_III_2_60_coherent_algebraic_sheaves.tex","7","86","80D4F5EA59188ED3D0E7052CFDAF73AFE2491498D62C683E57453321273848D2","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_2.tex","394","454","478C7C12FD25E626E76312B352DDA20F78D683E67EA8D7A7826B9D4ECABA23C5","153","120","1.275","0.587","36","36","0","9950FC954B10FEDA946E4A26010F3D48A6EC0D17A719E6476FC61BBDC1E42703","4833435B72014BA793FF439A3C4A8D9157DA7F2E07649E50ADB0F5F3A1642E2A","10","7","3","8","10","2","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N061","61","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/059_III_3_61_complexes_Ck_and_C.tex","16","122","9F4348519AAD55E4F7B33F4E3DA7966C099F4DFAB98AE68D7AD40BA5BCC12DC8","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","6","74","E89775C4609F12731551FADF0521315C17AD3159A7D9B776E2B09B5EEF782314","255","199","1.2814","0.6","68","68","0","47D4413F0EF39CBE1F299675FACD2831F731197D57928C35E77834EC5650D216","5CADB6462CA712291D8AB6B49EBF34D9CDC095C95BEDD29E4E2DC815B0CCBF10","3","1","2","19","20","1","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N062","62","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/060_III_3_62_computation_Hk_for_modules.tex","8","155","00A6D3C6931EF1E79EDC1D094368C38B4BD2BA723B28083AEE0F07B836D0AEE6","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","75","163","F2E38DFA0D943747689997565E12113C9BD7240155677FF1111301E15988F751","345","278","1.241","0.5549","102","104","2","A8BE34C637A7D5B5EB0CDC8EEB4ED172002A8C72DC8452021D687A63E2FDE124","2EEA33A49873B28B191FADD4AC0D2CD5AD169B0332324AD4C8488BF4AA9173B7","12","12","0","6","6","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N063","63","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/061_III_3_63_general_properties_Hq_M.tex","8","90","9BBCA05228996BC797F3C821CEBF2F54D49774E1BD539EC5E80D99D4AF8A00CF","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","164","264","8E58C75CB2B3B8315F09291F27C3BCF36672932204F7ED90654153853E77492F","213","162","1.3148","0.5727","51","49","2","C7DA5FD17B81DD5201BF30EAF38D51D30DBF853BD7E27DF5FE19B407204199B8","41364B1C0FB2FB4036C840294E32928C0426942416ACE4B03E5C996720062281","11","8","3","14","16","2","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N064","64","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/062_III_3_64_comparison_cohomology_groups.tex","8","129","A18B2739AA971861BA457BCC19C5A087C7B3F0BE7E18B18141D9C97A63C98D0E","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","265","357","E5BE359036F18F08EA9AB61FB34B0C4B35C1CA22E1D80F480E95A1055B89BC3C","288","259","1.112","0.7027","87","87","0","18BF64D99ACFF877312848360B048A71125B24008A9CE45EB3C7005B392E5A7D","D58CD2C51473355991549CCC0CF97EC4A38DE3A7330BA677DF8CCF8229FBEC64","11","10","1","10","13","3","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N065","65","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/063_III_3_65_applications.tex","7","92","C7AB38B34FCA7975E022D5E4F3C3C3798B24E3BE707485C238FBAF859917FFE4","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","358","413","7483849045DA3D0CB8C2F5293760EDE8DCC27EFFB37C0BB5BE9676CDF022C177","212","185","1.1459","0.5941","46","46","0","3FCFA5F9A742947D5B9CAC0084BDD9C39E0A1A127733772971F840167B268677","07403759CF3DC7E40344FCD05A5C9397DC1A10D2D99838D46361031D36175D01","21","19","2","7","5","2","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N066","66","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/064_III_3_66_coherent_sheaves_projective_varieties.tex","7","93","AC28CF5D06147D57C132DB0817D21172563BAA43E95F1945B4A94A916D633397","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","414","473","1AE9CF5E0398F6C3B1AF7CE4972D56B5799DF357CBA9AEF16495E77D94285DFC","282","243","1.1605","0.7153","72","72","0","A934478E09E6DC7E0A2F7439139A958DD96B122434376448C2E929569B5FDB1B","0D61D3EE8B226700F07442201D63747328EBBFCB7BAC65B32234C2F557A2A18F","14","7","7","2","2","0","0","0","0","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N067","67","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/065_III_3_67_supplement.tex","7","91","72489970135976355F365B89D155788FFBBE3D9AA0BB9BCB56D85CD583657523","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_3.tex","474","535","3F61B3789BBA01DB1C53D08D5CE40451E0C77B2445FEDC4F2E3389D684DFDF8F","296","239","1.2385","0.6159","78","74","4","A303A1369ABDF1CBC905E8BB4CB2BD3968667D0FB6FFA31F1F9B2F383D11B85F","B2F0D29DB273BC5DA7C9557185F9A26CC129D3F5E932C00203CF1BF5F3A0AA79","7","5","2","4","4","0","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N068","68","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/066_III_4_68_Ext_functors.tex","14","100","2D4B15DDF7474431DC18E9500A275A23299F183582C4A355D414D465ED93DFFE","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_4.tex","6","60","4847282C987ED724F3B04ED15099BD73257E26E9090FFA16685C3A183DA57ADD","259","215","1.2047","0.6565","61","63","2","06DD1BDD4FCD79A209EA1D3D6F0C12B6EB458DDB53BE457F2089F04064AFAE24","7A05BF47FE522E2C797E9E296D76336D251F30EA0B42C9BFD9C6E5E0EFAC1BBE","4","4","0","24","27","3","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N069","69","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/067_III_4_69_interpretation_Hk_via_Ext.tex","9","124","4EBC9C1E2A70EE78A56C2860AEE6F348AB81DC94D68B5FE1D97CC0FE37996208","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_4.tex","61","136","F736FF2E06DD34373E2F3D53E5D56B7ECBE09F4723996C25964FB7AD8859D15B","260","218","1.1927","0.5929","69","69","0","50E4B1F023D145AD3D48ADF2AD410765037CB874DF37A3C68FBD64E5A4553C95","F180350E89C70F3C5156E73DE1F2DACC3E5678B1C03B2428D373EB79630B4466","12","10","2","13","11","2","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N070","70","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/068_III_4_70_definition_functors_Tq.tex","9","100","45E7ACB7B736E118797DC0880A3484B5E76066A468F06694E0615532023382C7","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_4.tex","137","172","4CAF6CC9D8B6BB1A766441195D0A79D21013F2A923520E9427E666314628F9F8","233","176","1.3239","0.625","68","72","4","955BC5C461B009EB8330459DA0093E2CFE46FBC24F8507CA4A85D4572B3EB828","458748930EAAE557E4F7696D084FEF8F14960CB8EA10EF23B5A428DB3B85CC3A","2","2","0","21","20","1","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N071","71","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/069_III_4_71_determination_Tr.tex","9","176","70E99F519F288D2886B3C1B1C6097BFCD5CF34231FB81D92291B212BCE2B8001","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_4.tex","173","238","AC6DA2D9EF9369F02EF2CD8A60A37F58DCAE3F087C1B9C533F13C144C40F88F2","370","317","1.1672","0.6894","80","87","7","A65A9AAA5D7FA4BE98198AF8DCDC35DB380256F076D0E2A462DF58ADECD48126","85E68EA8EC8859C109097B48C4F64BAC52B2D8B250CCD56BA58B79577079206B","5","5","0","10","11","1","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N072","72","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/070_III_4_72_determination_Tq.tex","10","150","2B860E326E835246FB5967BDFF0A610E12ED57CF99559971E8DF51EF45D4C426","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_4.tex","239","328","C629A244FCA0F14A758A3F52029674E4E977F8DC6E3F9A5DD92F08E319EA8988","331","229","1.4454","0.5425","70","64","6","B9FFEC77935E079CF28DFFC3963CA8466A4DCA9EE03864330E0240D8BDBD5034","92D0B44EE0F12AA5144E834A285B76A813004773ECB5E83B0AF6AC195667CECA","13","11","2","24","26","2","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N073","73","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/071_III_5_73_relations_global_local_Ext.tex","9","121","A8E321AB82A9CE319C54AEC6673E29C7CB9C7EBAE3A7426A3AB464576F2A82CC","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_5.tex","4","57","B93D638D3392433F69256122A25CE5A9D5EA28641CF25F274E0FF5007502DBDF","233","176","1.3239","0.4388","71","72","1","E870395388A7B7C3D66F28F2782EDCC68ADDB565B6D8A703D4CE24AE143515E2","E8F15B2D792313D017F170D7E949A06490C1FF811C5E6AA784A06AA22E190C5E","3","3","0","21","27","6","0","2","2","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N074","74","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/072_III_5_74_vanishing_negative_twists.tex","10","126","6E77B18721DD5680D532374E7FE13D79C09AACFBF5D6888999F0DE49F689123B","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_5.tex","58","120","98DAFB15BE6362D25041920C5B17D8B3815263886CE66990A199F3FFF2A225A4","306","234","1.3077","0.5077","83","76","7","188DB8DC6E53D4A4343BCFAEB30B1E832717C99C03686ABF461B1FAFB0C36EE0","0934D1429D9B21B6ED6A519E65CAE0B53F49B5E8DBAE8CF411D21259075F8FCE","21","14","7","11","13","2","0","6","6","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N075","75","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/073_III_5_75_nonsingular_varieties.tex","9","75","E717A8ECBF1DB59C78FDCF7B7A641CF539A0A35BDB7F419277092E1BB38EA10D","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-3_5.tex","121","159","1C8F586578969DCCE47FCC3BC054FC39748B256E0B8BA8CF5227C206CB202ADC","162","136","1.1912","0.5603","39","38","1","75ABCA987B99B31BA7179A521894CDA0830CB485C7F5F40491B0A7637FB20F9E","C3E1E03AE8BF44AA3217FC81EF320E122E4FDCB562D6B4685CE6D35D14BE4CB7","10","6","4","6","7","1","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
