"unit_id","source_document_sha256","source_lines","source_unit_sha256_lf","target_path","target_unit_sha256_raw","target_document_sha256_expanded_lf","status","review_evidence"
"EXPOSE_V_TITLE_AND_S1_1_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6636-6675","4B75AD3DCE355F7FE8D8008A849FCC8BC6BBC7941EEF592E722D670CBB62B753","units/EXPOSE_V_TITLE_AND_S1_1_1_ES.tex","466CB5C1207046AB5A9D966B8219C6313F1B037C54AFE1D357ADC49D630F79B7","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent clause-level bilingual audit and clean main-equivalent compile 2026-07-18; Exposé V title, attribution, introduction, Definition 1.1 and Example 1.1.1 retained; 40/40 lines, 48/48 inline-math spans, four displays, one tikzcd, two enumerates and four items verified; A-natural is explicitly the center of A in this source context and both intentionally unlabeled diagram arrows are preserved"
"EXPOSE_V_S1_1_2","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6677-6724","2A1DF6B8BE8936AA7261A06E710B0EBFE010A6DA49C753A18E93AFC648ABDCDE","units/EXPOSE_V_S1_1_2_ES.tex","D38D65056E6DDE9A056522A52FDFDFB5ADDAB5E4409FF13D4BE8E34E043A7C57","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent clause-level bilingual audit, three Spanish prose corrections and clean two-page main-equivalent compile 2026-07-18; complete §1.2 retained; 48/48 lines, 71/71 inline-math spans, five byte-identical displays, three statements, one proof and one enumerate verified; variance, representability convention, external tensor product, finitely presented modules, cokernel and ideal-action factorization checked; source's undeclared alpha in Lemma 1.2.3 preserved"
"EXPOSE_V_S2_2_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6726-6769","A56A772D9BA5E55312C63F7782845EF90CD2F36B6E26DC1B4C6B9B457F732CE4","units/EXPOSE_V_S2_2_1_ES.tex","B3154B81FF11CE2706597331EB2017DC82ED38F65AE146063F83155B731FD67E","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent clause-level bilingual audit and clean exact-preamble compile 2026-07-18; §2 opening and complete §2.1 retained; 44/44 lines, 54/54 ordered math spans, seven displays, two statements, one enumeration and two EGA references verified; all four authority quirks including ill-typed composition order and unnamed Definition 2.1.1 object preserved and recorded"
"EXPOSE_V_S2_2_2","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6771-6792","A38AA392D0F41F5E799F8A1144152CAC84F7F1F6C2CC7967F6D1604C172549C9","units/EXPOSE_V_S2_2_2_ES.tex","658CBBC81ADD908ABF68B258FF695015B8B41F561E4B72E0B2B97867F0E3FD52","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic and terminology audit and clean main-style compile 2026-07-18; complete §2.2 retained; 22/22 lines, 18/18 inline formulas, one display, two statements, one proof and two enumerated items verified; AR-null exact-sequence argument and canonical subcategoría gruesa terminology checked"
"EXPOSE_V_S2_2_3_1_2","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6794-6859","1188C9EE49B89428C87E1C0EC734680FA694FB722A34C8C1A1523A32BDC0F9F1","units/EXPOSE_V_S2_2_3_1_2_ES.tex","CD99E623966A0BD076410045279DBAB6EA5287AA201CFDBCD9F7271B9303D1FC","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full semantic audit, two-page compile and diagram render 2026-07-18; §2.3 introduction and Definitions 2.3.1-2.3.2 retained; 66/66 lines, 53/53 inline-math spans, five displays, seven tikzcd blocks and twenty-one arrow specifications verified; universal factorization property, all right/left Ore and cancellation conditions and Gabriel--Zisman reference checked"
"EXPOSE_V_S2_2_3_3_5","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6861-6876","4154FF032814D81CAD77A3B0C655C71B9EF6999ACDCE9CD28DC8EF11E14E61CE","units/EXPOSE_V_S2_2_3_3_5_ES.tex","8F88366BBA2C49845324BD413B954D2B0B32E1DE3E94A9B821982CD5A916EDC9","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean main-style compile 2026-07-18; §§2.3.3-2.3.5 retained; 16/16 lines, 32/32 inline formulas, one display, three headings and two items verified; filtered opposite category, Hom colimit variance, localization solution, finite-colimit preservation and abelian quotient checked"
"EXPOSE_V_S2_2_4_1_A","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6878-6924","F4CBB766546BCBA5A1C4FE54DECA0C53CCCC3A535E5CB9E203CB638A205897A8","units/EXPOSE_V_S2_2_4_1_A_ES.tex","B0573516306EB9CDCD779B97530378C861DAAD54EB550C0CF5E60675BCA02FE0","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent clause-level audit, number correction and continuation compile/render 2026-07-18; §2.4 opening and first half of Proposition 2.4.1 proof retained; 47/47 lines, 27/27 math spans, six displays, five byte-identical tikzcd diagrams and eighteen arrows verified; source-unlabeled D1 arrow and intentionally open proof environment preserved"
"EXPOSE_V_S2_2_4_1_B","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6925-6972","5E550EDF0E4B2F57C10358B8515D0BDCFC2815EC1B0979BFBCF0477FB1D92702","units/EXPOSE_V_S2_2_4_1_B_ES.tex","4D11E6423EC873454E23A410E538A5DF9A70203B320A00EFF41ABF9C7C525933","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean compile/render 2026-07-18; second half of Proposition 2.4.1 proof retained; 48/48 lines, 37/37 inline-math spans, eight displays, four byte-identical tikzcd diagrams and fifteen arrows verified; source's unusual T_n cutoff and asymmetric unshifted/shifted final formulas preserved"
"EXPOSE_V_S2_2_4_2","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6974-6996","CD76AC4C444B8F750368F69C836EB4D292FCA3403B665C2A13F29D40F48F004D","units/EXPOSE_V_S2_2_4_2_ES.tex","0F2CFAEA891B0FA455BBC0D5665C5C5E0094C3865E08CF7FA209B6A39D94FE5F","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean main-style compile 2026-07-18; Definition 2.4.2 retained; 23/23 lines, 14/14 inline formulas, four displays and two enumerated items verified; Hom-colimit direction, contravariant shift map, composition and P/P_AR notation checked"
"EXPOSE_V_S2_2_4_3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","6998-7031","140D8C937EC14B4E77949B78A5EC1BE5497AACB18BCA3103E7D03997BFFF01F3","units/EXPOSE_V_S2_2_4_3_ES.tex","2B626B8564C047B2EA3DFDB3D99FCFD87516459F51996EB4E4F455AEA0A1AA6C","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean main-style compile 2026-07-18; §2.4.3 and proof retained; 34/34 lines, 24/24 inline formulas, five displays and two byte-exact tikzcd diagrams verified; localization, functor m and bijectivity argument checked; frozen-source use of isomorphisms where morphisms is mathematically intended preserved and flagged"
"EXPOSE_V_S2_2_4_4_TO_2_4_6","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7033-7057","29B031910D4132A4F0FEC095F5A8E73FC5864A574F1B02D5A451F30D60D28947","units/EXPOSE_V_S2_2_4_4_TO_2_4_6_ES.tex","46A99122F7A3AE8C6CAC90CB2BA8109BBEA4921E3C89299DB919648CFDDF11C2","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean compile/render 2026-07-18; Proposition 2.4.4, Corollary 2.4.5 and Definition 2.4.6 retained; 25/25 lines, 28/28 inline-math spans, six items and all environments verified; abelian quotient, AR-null criterion, kernel/conucleus criterion and AR-isomorphism definitions checked; source's apparently mismatched 2.3.4 reference preserved"
"EXPOSE_V_S2_2_5","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7059-7086","9DB41D658020DC31F718A699C049296BD91F12A6EE1C5057FF7C52F5F40C7619","units/EXPOSE_V_S2_2_5_ES.tex","7821446EAC96656CA0F8CD14039E7C64368CE10038664A4EE04D599831C0EEB7","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full semantic audit and clean one-page compile 2026-07-18; complete §2.5 retained; 28/28 lines, 69/69 inline-math spans, one display, two statements and four enumerated equivalences verified; strict systems, universal images, all implication directions, AR-null conucleus and split-epimorphism terminology checked"
"EXPOSE_V_S3_3_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7088-7130","FF6CDE0927DC05CFF1A7D7E53EE89491679823FECF1821352958E0D5832B56BF","units/EXPOSE_V_S3_3_1_ES.tex","480B506AC4745E9C22140A9A96311342B2B2208FC3C0E14C8301697ADFB2F4F4","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit, two Spanish grammar corrections and clean compile/render 2026-07-18; complete §3.1 retained; 43/43 lines, 67/67 ordered math spans, three displays, two statements, five items and one byte-identical ten-arrow diagram verified; J-adic definition, topology invariance and all snake-lemma stability cases checked"
"EXPOSE_V_S3_3_2_1_TO_3_2_3_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7132-7158","A5E28F8055587DAAD416C1C08DB9A6330773D6219983686411C73EA2A4A6566E","units/EXPOSE_V_S3_3_2_1_TO_3_2_3_STATEMENT_ES.tex","1C516CE1A8E79BF63D69442D082DC5AEC5FE14800D91FBB016670FCF10961115","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean one-page compile 2026-07-18; Proposition 3.2.1, Definition 3.2.2 and Proposition 3.2.3 statement retained; 27/27 lines, 43/43 inline-math spans, one display, three statements and four items verified; AR-J-adic equivalence, factorization and universal-image transition criterion checked"
"EXPOSE_V_S3_3_2_3_PROOF","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7160-7177","B5D0B93BD7B11C1F73E4DB04337C95526C5AF53C513649B3450687F92717EB02","units/EXPOSE_V_S3_3_2_3_PROOF_ES.tex","515132EB9C096C4BF5B2BFD9708515B6160D5E3A6294E02F0C936F775F892897","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full proof audit and clean compile/render 2026-07-18; complete Proposition 3.2.3 proof retained; 18/18 lines, 23/23 math spans, three byte-identical displays and two alphabetic items verified; sufficiency, necessity, ell_r construction, AR-null kernel and source-compressed final isomorphism argument checked"
"EXPOSE_V_S3_3_2_4","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7179-7227","9B4DFE4E12260F3A82C02AB714898CF9F45C9E19AD7689E6729851A25A972F19","units/EXPOSE_V_S3_3_2_4_ES.tex","8588AC6DF21A0A7F7418BBAD6EF6E1B54C4C7C8EC6534B95C38DA4572A77EC84","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit, two subjunctive corrections and clean two-page compile/render 2026-07-18; complete Proposition 3.2.4 and proof retained; 49/49 lines, 63/63 math spans, six displays and three byte-identical thirty-three-arrow diagrams verified; both exact-sequence reductions and all ell_r steps checked; uppercase-functor and tilde inconsistencies preserved as source quirks"
"EXPOSE_V_S4_4_1_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7229-7266","3F25C3AB490E9269DDC67F887082968EBC05033C8B4AE0AB52CD7A5EB262EF13","units/EXPOSE_V_S4_4_1_1_ES.tex","BBBBC264C94682F9865A2D72C508FCB3BF60641CA29780CC69468988F90B5A22","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean project-matched compile/render 2026-07-18; §4 and §4.1.1 retained; 38/38 lines, five display pairs, two tagged equations, one cases block and one source-exact tikzcd verified; filtration cases, snake-lemma quotient/intersection isomorphism and N-to-Z extension checked"
"EXPOSE_V_S4_4_1_2_TO_4_1_3_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7268-7291","A5E895D4D0508FF2BEB828DB91FEAA4E869D7A1ACE9D2228B4B807F7483DB129","units/EXPOSE_V_S4_4_1_2_TO_4_1_3_STATEMENT_ES.tex","4910916782D6436699F5672A7CD54AE40E5640F4AAB7A72BA66A6AF9119C4C38","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic audit and clean compile/render 2026-07-18; Definition 4.1.2 and Proposition 4.1.3 statement retained; 24/24 lines, three byte-identical displays, three items and exact formula/command multisets verified; essentially-constant quantifiers and both distinct graded projective systems checked"
"EXPOSE_V_S4_4_1_3_PROOF","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7293-7329","239836689958986EBBACF847536578E193B5B800CDDB8C0790545AB684035461","units/EXPOSE_V_S4_4_1_3_PROOF_ES.tex","38AA5EC9208AD21E01DEAD51D5264EA3F7C3BB0461D2B78DD1334CB372569AD2","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full proof audit and clean compile 2026-07-18; complete Proposition 4.1.3 proof retained; 37/37 lines, 31/31 math spans, six displays, ten image and twelve graded tokens verified; all implications, induced/quotient filtration identity and finite-filtered isomorphism conclusion checked"
"EXPOSE_V_S4_4_1_4_AND_4_2_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7332-7353","541BDC08D48B8680E0B827C3D11DCDD8E54B498525FD53C2602A212A6E3D8328","units/EXPOSE_V_S4_4_1_4_AND_4_2_1_ES.tex","EF4796115A1DF9E73D356B13DF84217F80797E27DA8AE7F85CABFAC691C3B5CC","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/structural audit and clean isolated compile/render 2026-07-18; complete §4.1.4 and Definition 4.2.1 retained; 22/22 lines, 19/19 math spans, 22/22 commands and three byte-identical displays verified; ordinary ML hypothesis, essentially constant graded system, strict graded inverse limit and J-adapted filtration inclusion checked; authority switch to calligraphic P preserved"
"EXPOSE_V_S4_4_2_2_AND_EXAMPLES","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7355-7388","ED215C23A5373BB214932FD5C7C23194788855893D6DAF81EF3FC58F4136AB0B","units/EXPOSE_V_S4_4_2_2_AND_EXAMPLES_ES.tex","DF2B67C96B4DE351F62542EA8FE8EADED28C4BAFAB9353854919F133AA02E418","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full semantic audit and clean isolated compile 2026-07-18; Lemma 4.2.2, proof and both examples retained; 34/34 lines, 24/24 math spans and four byte-identical displays verified; both implication cases, subsystem consequence, J-adic example and universal-image example checked; inherited omitted boundary n=p+q and index-range shorthand recorded without silent emendation"
"EXPOSE_V_S4_4_2_3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7390-7432","F454437DB4659CACE71F35D27CF945EC758B03A85C67A55C907F0C76BD17C282","units/EXPOSE_V_S4_4_2_3_ES.tex","4779C5D0DE821B50B7EFB6B4BE04A29BFF0A6A1FBA3D3123DC29C4183074A497","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit and clean isolated compile/render 2026-07-18; complete §4.2.3 retained; 43/43 lines, 22/22 ordered math spans, 39/39 commands and nine displays verified; omega, varphi and beta constructions, adapted filtration, graded-module structure, inverse map and passage to the limit checked; authority quotient-parenthesis and citation quirks preserved"
"EXPOSE_V_S4_4_2_4","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7434-7444","C727F03534DCA1E0A7D8F850DE3B1B19E1234603D5795BD82FBBA2BD65AFDB94","units/EXPOSE_V_S4_4_2_4_ES.tex","3353B1ACB446C5F6269AF9B2B271BA320D1EF244489CAF45056FC200A1FA09B0","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/structural audit and clean isolated compile/render 2026-07-18; complete Proposition 4.2.4 and proof retained; 11/11 lines, five math spans, 11/11 commands and one byte-identical display verified; canonical graded multiplication map, graded-module provenance, epimorphism claim and omega construction reference checked"
"EXPOSE_V_S4_4_2_5_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7446-7464","94F5AB18856804E181F35EEA136AA2151E7D34E177C6A0D222D99EA9BA7A9307","units/EXPOSE_V_S4_4_2_5_STATEMENT_ES.tex","067EB49878168704B2B8D6E50F46F0A0EB8DAEC682A1293D139EE537B405337F","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit and clean isolated compile/render 2026-07-18; complete Proposition 4.2.5 statement retained; 19/19 lines, 14/14 math spans, 16/16 commands, three items and three byte-identical displays verified; strict AR-J-adic hypotheses, all equivalences, bounds and n<r convention checked; authority's positive versus unrestricted r conventions preserved"
"EXPOSE_V_S4_4_2_5_PROOF","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7466-7496","46AA442FDCDD7995DBDE1E327E47AB14591803CDE9F61E490666446E7C18026E","units/EXPOSE_V_S4_4_2_5_PROOF_ES.tex","EF1BBCF59E01F2F9F48C0AC4EF50B9B2A668F78BC2474F2445889354273573DD","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full proof audit and clean isolated compile/render 2026-07-18; complete Proposition 4.2.5 proof retained; 31/31 lines, 12/12 math spans, 29/29 commands, four displays and the byte-identical 18-arrow exact array verified; transition reduction, kernel/intersection quotient and both equivalence directions checked; source-compressed diagram argument and unstated positivity of r recorded"
"EXPOSE_V_S4_4_2_6_AND_4_2_7_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7498-7531","6F3C43D049950797AB6B3AB2C1891A876E0C947957CFCA3739BE7EC5782D1E01","units/EXPOSE_V_S4_4_2_6_AND_4_2_7_STATEMENT_ES.tex","826304ED07F2A4FFBD35752C7C6F6E3ECA083CA488A9583E3B82EE1CFBC47299","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full semantic audit and clean isolated compile/render 2026-07-18; Theorem 4.2.6, reduction and Lemma 4.2.7 statement retained; 34/34 lines, 33/33 math spans and four byte-identical displays verified; MLAR, J-adapted and finite-type hypotheses, universal-image reduction, M_s construction and negative-power convention checked; source theorem/lemma naming and redundant parentheses preserved"
"EXPOSE_V_S4_4_2_7_PROOF","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7533-7576","ECEC9D2B4E1C877FDFF2BE12D4B1D75C9DFDA82288C493D5DCED050A42A26842","units/EXPOSE_V_S4_4_2_7_PROOF_ES.tex","4C33E74C12B49CE5C1E41DF088A832438184908051808E6D2506AA12D1A554E3","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full proof/index audit and clean isolated compile/render 2026-07-18; complete Lemma 4.2.7 proof retained; 44/44 lines, 27/27 commands, three inline spans and nine byte-identical displays verified; omega source/target, rho quotient, inverse-image calculation, beta containment, adaptedness refinement and conclusion checked; source identity notation and implicit negative-power convention preserved"
"EXPOSE_V_S5_5_1_1_TO_5_1_4_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7578-7632","5E4A37512B597C53C8ABA37AAE50A1F03A51E6CAB914A581DDB6A6C21A672036","units/EXPOSE_V_S5_5_1_1_TO_5_1_4_STATEMENT_ES.tex","F8537B211978F677FB64DCFEA6E30B106E4ABAA4357C4CCCDD58E8AE014A218D","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit and clean isolated two-page compile/render 2026-07-18; §§5.1.1-5.1.3 and Theorem 5.1.4 statement retained; 55/55 lines, 64/64 ordered math spans, 198/198 commands, five displays and four statements verified; noetherian/artinian/finite-type definitions, category equivalences and Hilbert theorem checked; uppercase P_AR and other authority notation quirks preserved"
"EXPOSE_V_S5_5_1_4_PROOF","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7634-7659","B15E313F569A3034A0C3BEE5F30817997EDF7228F76988911B2CDDA55F1799CB","units/EXPOSE_V_S5_5_1_4_PROOF_ES.tex","E5D63706EE4112918B1CFCB3A9EC10C0057EB3B277F67644AFD2385C1DC74487","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full proof/table audit and clean isolated compile/render 2026-07-18; complete Theorem 5.1.4 proof retained; 26/26 lines, 33/33 math spans, three byte-identical displays, 16 subset and six vertical-cap tokens verified; polynomial-ring reduction, increasing component chains, double-entry stabilization and both finite-type/noetherian cases checked; inherited reversal of parenthetical case order recorded"
"EXPOSE_V_S5_5_1_5_TO_5_1_6","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7661-7694","48B200A4364934BCBBBC340C2A319AB38CC97CDC03F69386871AA6B8B0BC18BE","units/EXPOSE_V_S5_5_1_5_TO_5_1_6_ES.tex","0607059F3BF45492DA3DADB66D2DE17DC45493055861242FD0CDDDA851925155","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit and clean isolated compile/render 2026-07-18; Corollary 5.1.5 and Proposition 5.1.6 retained; 34/34 lines, 40/40 ordered math spans, 135/135 commands and four byte-identical displays verified; countable-sum hypothesis, polynomial reduction, induced filtration, stationarity and graded epimorphism argument checked; source-compressed quotient/induction step preserved"
"EXPOSE_V_S5_5_2_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7696-7735","0679E0E82233620C0340839EBB0BF5C85509416AF2E3580DFA9E5DC969CD382C","units/EXPOSE_V_S5_5_2_1_ES.tex","DEB117065697C429F51D76069627A92E9034CDEC1E1E55B9577A4B9569179EE7","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit and clean isolated compile/render 2026-07-18; complete §5.2.1 with three closure cases and inserted lemma retained; 40/40 lines, 48/48 math spans, 160/160 commands, four displays, two statements and two proof blocks verified; kernels, images, cokernels, strict adapted subobject and noetherianity arguments checked; source-compressed componentwise closure and unusual final prose structure preserved"
"EXPOSE_V_S5_5_2_2_AND_THEOREM","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7737-7774","9B21F9DE7BC5257B77829DE6D900E549FC145626E5A41FDF1F9B1063454E4DCB","units/EXPOSE_V_S5_5_2_2_AND_THEOREM_ES.tex","5C54604D3F57091AB250EA8290DD83EC38F3FF86388CBCA38ED5DA6A86BA7F24","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full categorical audit and clean isolated compile/render 2026-07-18; Proposition 5.2.2, proof and Theorem 5.2.3 retained; 38/38 lines, 43/43 math spans and four byte-identical displays verified; shifted factorization, strict epimorphism, increasing image systems, graded stationarity and equivalence of noetherian categories checked; authority index and shift-range shorthand preserved"
"EXPOSE_V_S5_5_2_4_AND_LEMMA_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7776-7799","78A68BC8CC0C205025EFAA4333D18D56B145A8FBB7623A0577D2E1798B6E150F","units/EXPOSE_V_S5_5_2_4_AND_LEMMA_STATEMENT_ES.tex","004E31E9E709DDABC7D5D14FF2A08AF0401A8ABA532368F4E15E9300D06A4BEB","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit and clean isolated compile/render 2026-07-18; Proposition 5.2.4 reduction and Lemma 5.2.4.1 statement retained; 24/24 lines, 28/28 math spans, 91/91 commands and two byte-identical exact-sequence displays verified; extension stability, strict replacement, shifted J-adic artinian quotient and AR-null-kernel hypotheses checked"
"EXPOSE_V_S5_5_2_4_1_PROOF","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7801-7839","70455DE0CE64889D86342D6CA7CB1700D96301DF6F6927C1783FEA0280A3255F","units/EXPOSE_V_S5_5_2_4_1_PROOF_ES.tex","87E94CCE6C13F9DB6D1863254B3CC63ABD1C7CAC9CBDC7A72EE9245DE651E097","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent full inverse-limit/diagram audit, one Spanish punctuation correction and clean isolated compile/render 2026-07-18; complete Lemma 5.2.4.1 proof retained; 39/39 lines, 22/22 math spans, 97/97 commands, six displays, byte-identical 14-arrow tikzcd and four-downarrow array verified; essential constancy, stabilization, exact inverse limits, snake lemma and AR-null conclusion checked; terse authority dependencies recorded"
"EXPOSE_V_S5_5_2_5_AND_5_3_1_STATEMENT","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","7841-7873","D27638CB007BE59ED4898F24C610D13FED757F655C330C6E024524FC4E8B2DA1","units/EXPOSE_V_S5_5_2_5_AND_5_3_1_STATEMENT_ES.tex","678B0B848D1F4A47736C1AE05ABCB1DDA250FDD02B983EA05526C7BD048D678C","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Root translation plus independent semantic/formula audit, one source-exact math-parenthesis correction and clean isolated compile/render 2026-07-18; Corollary 5.2.5, §5.3 setup and Proposition 5.3.1 statement retained; 33/33 lines, 42/42 math spans and three byte-identical displays verified; paired artinian/noetherian extension cases, componentwise functor extension, translation compatibility, both noetherianity hypotheses and conclusion checked"
