source_id,rel_path,language,branch,use_category,concept,raw_pattern_hits,patterns
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,field,6,těles; teles; ciał; cial; polj; polje
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,field,1234,těles; teles; ciał; cial; polj; polje
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,field,492,těles; teles; ciał; cial; polj; polje
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,field,70,těles; teles; ciał; cial; polj; polje
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,field,53,těles; teles; ciał; cial; polj; polje
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,field,19,těles; teles; ciał; cial; polj; polje
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,field,36,těles; teles; ciał; cial; polj; polje
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,field,23,těles; teles; ciał; cial; polj; polje
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,field,97,těles; teles; ciał; cial; polj; polje
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,field,17,těles; teles; ciał; cial; polj; polje
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,field,21,těles; teles; ciał; cial; polj; polje
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,field,200,těles; teles; ciał; cial; polj; polje
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,field,18,těles; teles; ciał; cial; polj; polje
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,field,90,těles; teles; ciał; cial; polj; polje
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,finite,4,koneč; konc; skończ; skoncz; конеч; сконч
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,finite,3,koneč; konc; skończ; skoncz; конеч; сконч
macedonian_im_pmf_textbook_catalog,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_im_pmf_textbook_catalog.html,mk,S,anchor_control_candidate,finite,2,koneč; konc; skończ; skoncz; конеч; сконч
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,finite,58,koneč; konc; skończ; skoncz; конеч; сконч
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,finite,1,koneč; konc; skończ; skoncz; конеч; сконч
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,finite,3,koneč; konc; skończ; skoncz; конеч; сконч
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,finite,23,koneč; konc; skończ; skoncz; конеч; сконч
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,finite,181,koneč; konc; skończ; skoncz; конеч; сконч
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,finite,27,koneč; konc; skończ; skoncz; конеч; сконч
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,finite,92,koneč; konc; skończ; skoncz; конеч; сконч
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,finite,11,koneč; konc; skończ; skoncz; конеч; сконч
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,finite,1,koneč; konc; skończ; skoncz; конеч; сконч
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,finite,4,koneč; konc; skończ; skoncz; конеч; сконч
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,finite,31,koneč; konc; skończ; skoncz; конеч; сконч
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,finite,42,koneč; konc; skończ; skoncz; конеч; сконч
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,finite,10,koneč; konc; skończ; skoncz; конеч; сконч
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,finite,89,koneč; konc; skończ; skoncz; конеч; сконч
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,finite,23,koneč; konc; skończ; skoncz; конеч; сконч
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,finite,54,koneč; konc; skończ; skoncz; конеч; сконч
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,function,2,funkc; функц
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,function,3,funkc; функц
macedonian_im_pmf_textbook_catalog,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_im_pmf_textbook_catalog.html,mk,S,anchor_control_candidate,function,11,funkc; функц
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,function,1488,funkc; функц
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,function,2,funkc; функц
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,function,6,funkc; функц
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,function,49,funkc; функц
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,function,3,funkc; функц
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,function,90,funkc; функц
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,function,8,funkc; функц
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,function,30,funkc; функц
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,function,1,funkc; функц
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,function,7,funkc; функц
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,function,13,funkc; функц
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,function,160,funkc; функц
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,function,15,funkc; функц
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,function,62,funkc; функц
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,function,15,funkc; функц
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,group,7,grup; груп
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,group,6,grup; груп
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,group,569,grup; груп
sorbian_domowina_math_terminology_2008,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_domowina_math_terminology_2008.pdf,hsb/dsb,W_S,anchor_control_candidate,group,1,grup; груп
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,group,9,grup; груп
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,group,710,grup; груп
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,group,37,grup; груп
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,group,1819,grup; груп
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,group,64,grup; груп
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,group,827,grup; груп
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,group,54,grup; груп
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,group,352,grup; груп
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,group,45,grup; груп
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,group,4,grup; груп
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,group,20,grup; груп
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,group,155,grup; груп
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,group,51,grup; груп
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,group,18,grup; груп
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,group,596,grup; груп
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,group,18,grup; груп
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,group,248,grup; груп
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,homomorphism,19,homomorf; гомоморф
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,homomorphism,97,homomorf; гомоморф
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,homomorphism,22,homomorf; гомоморф
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,homomorphism,4,homomorf; гомоморф
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,homomorphism,194,homomorf; гомоморф
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,homomorphism,23,homomorf; гомоморф
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,homomorphism,119,homomorf; гомоморф
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,homomorphism,8,homomorf; гомоморф
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,homomorphism,9,homomorf; гомоморф
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,homomorphism,16,homomorf; гомоморф
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,homomorphism,1,homomorf; гомоморф
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,homomorphism,18,homomorf; гомоморф
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,homomorphism,3,homomorf; гомоморф
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,homomorphism,74,homomorf; гомоморф
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,homomorphism,30,homomorf; гомоморф
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,homomorphism,65,homomorf; гомоморф
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,ideal,79,ideal; ideál; идеал; ідэал
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,ideal,29,ideal; ideál; идеал; ідэал
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,ideal,287,ideal; ideál; идеал; ідэал
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,ideal,131,ideal; ideál; идеал; ідэал
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,ideal,18,ideal; ideál; идеал; ідэал
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,ideal,273,ideal; ideál; идеал; ідэал
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,ideal,58,ideal; ideál; идеал; ідэал
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,ideal,139,ideal; ideál; идеал; ідэал
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,ideal,3,ideal; ideál; идеал; ідэал
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,ideal,72,ideal; ideál; идеал; ідэал
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,ideal,118,ideal; ideál; идеал; ідэал
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,ideal,27,ideal; ideál; идеал; ідэал
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,ideal,3,ideal; ideál; идеал; ідэал
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,ideal,1,ideal; ideál; идеал; ідэал
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,ideal,18,ideal; ideál; идеал; ідэал
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,idempotent,37,idempot; ідемпот; идемпот
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,idempotent,1,idempot; ідемпот; идемпот
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,idempotent,1,idempot; ідемпот; идемпот
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,idempotent,42,idempot; ідемпот; идемпот
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,idempotent,248,idempot; ідемпот; идемпот
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,idempotent,2,idempot; ідемпот; идемпот
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,idempotent,5,idempot; ідемпот; идемпот
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,invariant,6,invariant; inwariant; niezmiennik; інваріант; инвариант
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,invariant,14,invariant; inwariant; niezmiennik; інваріант; инвариант
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,invariant,1,invariant; inwariant; niezmiennik; інваріант; инвариант
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,invariant,2,invariant; inwariant; niezmiennik; інваріант; инвариант
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,isomorphism,32,isomorf; izomorf; ізоморф; изоморф
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,isomorphism,4,isomorf; izomorf; ізоморф; изоморф
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,isomorphism,87,isomorf; izomorf; ізоморф; изоморф
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,isomorphism,3,isomorf; izomorf; ізоморф; изоморф
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,isomorphism,1,isomorf; izomorf; ізоморф; изоморф
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,isomorphism,229,isomorf; izomorf; ізоморф; изоморф
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,isomorphism,8,isomorf; izomorf; ізоморф; изоморф
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,isomorphism,188,isomorf; izomorf; ізоморф; изоморф
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,isomorphism,24,isomorf; izomorf; ізоморф; изоморф
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,isomorphism,9,isomorf; izomorf; ізоморф; изоморф
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,isomorphism,13,isomorf; izomorf; ізоморф; изоморф
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,isomorphism,18,isomorf; izomorf; ізоморф; изоморф
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,isomorphism,4,isomorf; izomorf; ізоморф; изоморф
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,isomorphism,18,isomorf; izomorf; ізоморф; изоморф
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,isomorphism,77,isomorf; izomorf; ізоморф; изоморф
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,isomorphism,10,isomorf; izomorf; ізоморф; изоморф
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,isomorphism,35,isomorf; izomorf; ізоморф; изоморф
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,lemma,121,lemma; lema; лема
sorbian_domowina_math_terminology_2008,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_domowina_math_terminology_2008.pdf,hsb/dsb,W_S,anchor_control_candidate,lemma,2,lemma; lema; лема
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,lemma,1,lemma; lema; лема
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,lemma,25,lemma; lema; лема
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,lemma,54,lemma; lema; лема
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,lemma,108,lemma; lema; лема
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,lemma,28,lemma; lema; лема
