document_id,path,package_relative_path,language,branch,file_type,provenance_url_or_path,sha256,bytes,license_availability_note,witness_category,source_use_label,source_title,boundary
ps_AF::ps_AF_prs_af_ecampus_algebra_number_theory_i_niazman_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_algebra_number_theory_i_niazman.pdf,ps_AF/prs_af_ecampus_algebra_number_theory_i_niazman.pdf,ps_AF,Pashto (Afghanistan),pdf,https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-and-theory-of-Numbers-I-Sultan-Ahmad-Niazman.pdf,5B803104023A2D204B55B3F34B50154C6F9C89D01B56421D97BCEA6AB584C464,51627893,Afghanistan eCampus-hosted public PDF observed; no license clearance claimed,native_source_body_pdf,native-source-body,"Algebra and Theory of Numbers I, Sultan Ahmad Niazman, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_algebra_number_theory_i_niazman_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_algebra_number_theory_i_niazman.pdftotext.txt,ps_AF/prs_af_ecampus_algebra_number_theory_i_niazman.pdftotext.txt,ps_AF,Pashto (Afghanistan),txt,derived from https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-and-theory-of-Numbers-I-Sultan-Ahmad-Niazman.pdf,93BE24A40D556274FAAC6EA4390CEB366D5A6129440823436B65FBF4F55C06CF,238,derived consistency shelf; extraction only 238 bytes; no license clearance claimed,pdftotext_weak_extraction,OCR-witness,"weak pdftotext extraction of Algebra and Theory of Numbers I, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_algebra_number_theory_ii_niazman_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_algebra_number_theory_ii_niazman.pdf,ps_AF/prs_af_ecampus_algebra_number_theory_ii_niazman.pdf,ps_AF,Pashto (Afghanistan),pdf,https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Theory-of-Numbers-II-Sultan-Ahmad-Niazman.pdf,F93C72624FE64D4CFFAC9EE3C3EABC94C92D4AFC2C9A080F5A84039A17A3C4ED,31496596,Afghanistan eCampus-hosted public PDF observed; no license clearance claimed,native_source_body_pdf,native-source-body,"Algebra Theory of Numbers II, Sultan Ahmad Niazman, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_algebra_number_theory_ii_niazman_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_algebra_number_theory_ii_niazman.pdftotext.txt,ps_AF/prs_af_ecampus_algebra_number_theory_ii_niazman.pdftotext.txt,ps_AF,Pashto (Afghanistan),txt,derived from https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Theory-of-Numbers-II-Sultan-Ahmad-Niazman.pdf,275B225A8E507BF37C254057CF4DFA3B6B5EC5A5BF97E225F56D65E18D280B68,221,derived consistency shelf; extraction only 221 bytes; no license clearance claimed,pdftotext_weak_extraction,OCR-witness,"weak pdftotext extraction of Algebra Theory of Numbers II, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_linear_algebra_mohmand_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_linear_algebra_mohmand.pdf,ps_AF/prs_af_ecampus_linear_algebra_mohmand.pdf,ps_AF,Pashto (Afghanistan),pdf,https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Linear-Algebra-Dr-Abdullah-Mohmand.pdf,743773B7AE7ED7D44BF8537D7281E6572C3239C7681268305FD668152567168A,6020046,Afghanistan eCampus-hosted public PDF observed; no license clearance claimed,native_source_body_pdf,native-source-body,"Linear Algebra, Dr. Abdullah Mohmand, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_linear_algebra_mohmand_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_linear_algebra_mohmand.pdftotext.txt,ps_AF/prs_af_ecampus_linear_algebra_mohmand.pdftotext.txt,ps_AF,Pashto (Afghanistan),txt,derived from https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Linear-Algebra-Dr-Abdullah-Mohmand.pdf,B09BC82DCEDB452778BF3CF08FDC029BCC030C9A03E0B228F45A08B3F66DB214,690144,derived consistency shelf; searchable text; no license clearance claimed,pdftotext_searchable_sidecar,OCR-witness,"pdftotext extraction of Linear Algebra, Dr. Abdullah Mohmand, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_mathematical_logic_niazman_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_mathematical_logic_niazman.pdf,ps_AF/prs_af_ecampus_mathematical_logic_niazman.pdf,ps_AF,Pashto (Afghanistan),pdf,https://ecampus-afghanistan.org/wp-content/uploads/2022/06/Mathematical-Logic-Sultan-Ahmad-Niazman.pdf,DA64B52A63847E55ADF56C2C39D9FC63B70EBC295BD5938F95203B0FFFFD5C42,4597644,Afghanistan eCampus-hosted public PDF observed; no license clearance claimed,native_source_body_pdf,native-source-body,"Mathematical Logic, Sultan Ahmad Niazman, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_mathematical_logic_niazman_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_mathematical_logic_niazman.pdftotext.txt,ps_AF/prs_af_ecampus_mathematical_logic_niazman.pdftotext.txt,ps_AF,Pashto (Afghanistan),txt,derived from https://ecampus-afghanistan.org/wp-content/uploads/2022/06/Mathematical-Logic-Sultan-Ahmad-Niazman.pdf,23B6679821D712BB76351BF92CFD9DFF337BFD38912AF22065BB0F1CB9A5F251,644033,derived consistency shelf; searchable text; no license clearance claimed,pdftotext_searchable_sidecar,OCR-witness,"pdftotext extraction of Mathematical Logic, Sultan Ahmad Niazman, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
_package_metadata::README_md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\README.md,README.md,_package_metadata,package metadata,md,local package generated file,73DD8CFF19281A3926C93C9E57FEB72B41F7C2A9439B5146D096ABA0B8DC9262,4175,local generated package metadata,method_or_readme_note,method-note,package README,package metadata only; no language authorization or review claim
_package_metadata::SESSION06_LOGBOOK_EXCERPT_20260705_md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\SESSION06_LOGBOOK_EXCERPT_20260705.md,SESSION06_LOGBOOK_EXCERPT_20260705.md,_package_metadata,package metadata,md,local package file or see provenance sidecars,C5EE630578C874B147A9CE2208106F21646A1D392BC94BAB910310FB23CD8D69,4871,see README/logbook/provenance; no license clearance claimed,audit_or_provenance_ledger,audit-ledger,Session 06 logbook excerpt,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_linear_algebra_wikipedia_raw_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_linear_algebra_wikipedia.raw.txt,tg_Cyrl_TJ/tg_cyrl_linear_algebra_wikipedia.raw.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://tg.wikipedia.org/wiki/Алгебраи_хаттӣ,FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3,4330,Wikimedia CC BY-SA signal,native_source_text,native-source-body,Tajik Wikipedia raw wikitext - Алгебраи хаттӣ,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_maorif_algebra_grade11_2024_candidate_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_maorif_algebra_grade11_2024_candidate.pdf,tg_Cyrl_TJ/tg_cyrl_maorif_algebra_grade11_2024_candidate.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://maorif.tj/storage/libraries/01J3F0EHG4EDJ0MQ65X005SKMC.pdf,AD9C1869625341ABFB5AFE0B6134C3EDABC177C9CC5A7E9BD9339F3ADFE211D4,12673658,Maorif-hosted public PDF observed; no license clearance claimed,source_discovery_body_pdf,source-discovery-body,Maorif Tajik algebra grade 11 candidate,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_maorif_algebra_grade11_2024_candidate_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_maorif_algebra_grade11_2024_candidate.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_maorif_algebra_grade11_2024_candidate.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,derived from https://maorif.tj/storage/libraries/01J3F0EHG4EDJ0MQ65X005SKMC.pdf,0D0B709CCCCD7E25C57469EB4B0618A7389F0AB6F8AA85CBA97FCD2757EE98B9,256,derived consistency shelf; extraction only 256 bytes; no license clearance claimed,pdftotext_weak_extraction,OCR-witness,weak pdftotext extraction of Maorif Tajik algebra grade 11 candidate,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_oer_cict_algebra_number_theory_course_id15_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_oer_cict_algebra_number_theory_course_id15.html,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_course_id15.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://oer.cict.tj/course/view.php?id=15&lang=en,153E8EEC4109AAA8DA064F281CD13C3957AD805C8258F6CB47C3E2FACA60AFAD,67975,public OER/Moodle course/PDF response; no explicit open license found,native_source_html_or_source_page,native-source-body,OER/CICT Tajik algebra and number theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_oer_cict_algebra_number_theory_resource_id94_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://oer.cict.tj/course/view.php?id=15&lang=en,90B98C4C7B60CD7646AF0A8956E2468F55469BC88D93C53C8254B8C901BD79D9,254463,public OER/Moodle course/PDF response; no explicit open license found,native_source_body_pdf,native-source-body,OER/CICT Tajik algebra and number theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_oer_cict_algebra_number_theory_resource_id94_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://oer.cict.tj/course/view.php?id=15&lang=en,AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760,50809,public OER/Moodle course/PDF response; no explicit open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,OER/CICT Tajik algebra and number theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://oer.cict.tj/course/view.php?id=15&lang=en,054CD50ABA0BE8F0AC96E18DF844E50FBA9AB548C536CA2B5C8CBB367E83FBBD,53170,public OER/Moodle course/PDF response; no explicit open license found,native_source_html_or_source_page,native-source-body,OER/CICT Tajik algebra and number theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_tgpu_ring_field_candidate_404_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_tgpu_ring_field_candidate_404.html,tg_Cyrl_TJ/tg_cyrl_tgpu_ring_field_candidate_404.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://vestnik.tgpu.tj/Content/files/JournalsPDF/a5b992cf-3aca-4997-9e59-11bd0e34dc3d.pdf,12EAFE6435F4C02A65306F1CF02F26798F9A46C3074608F51B51014C07FA6580,1207,404/fail marker only,pointer_or_gap_marker_not_source_body,pointer-only,TGPU ring/field PDF candidate 404 marker,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_tnu_2017_conference_mater2017_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_tnu_2017_conference_mater2017.pdf,tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://tnu.tj/ilm/mater2017.pdf,073D7CFEF645FF8F5482AE069141EAE8EC0405BB6FE6BB3E5F395C73D0535810,7870945,university PDF; no open license found,native_source_body_pdf,native-source-body,TNU 2017 conference proceedings,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_tnu_2017_conference_mater2017_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://tnu.tj/ilm/mater2017.pdf,032FE0DFFD08413FC8FDC557D534DA2CE7C38C7F7781264905FEDBF2E6E33538,3932884,university PDF; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,TNU 2017 conference proceedings,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf,tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://tnu.tj/wp-content/uploads/2026/03/mu-a-i-i-avon-2-2026-.pdf,4CABF816449E4573F9CAB76B54D46CA3942A7AB2D38C8789237F850A4A13CFDE,4480973,TNU public PDF; no open license found,native_source_body_pdf,native-source-body,TNU Муҳаққиқи ҷавон 2026 algebraic number fields/ideal issue,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://tnu.tj/wp-content/uploads/2026/03/mu-a-i-i-avon-2-2026-.pdf,7D46988600ABDBB52F6067A4DC704AD599CD4880063296E82F4B3A302C0B5263,1470711,TNU public PDF; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,TNU Муҳаққиқи ҷавон 2026 algebraic number fields/ideal issue,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_vestnik_tnu_2024_3_math_candidate_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_vestnik_tnu_2024_3_math_candidate.pdf,tg_Cyrl_TJ/tg_cyrl_vestnik_tnu_2024_3_math_candidate.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://es.vestnik-tnu.com/vestnik/2024/Vestnik_2024_3.pdf,2B82D72F288BC3C6E63A4088BF250B58B63557D9A52720AC01A114C5A54884AC,7097764,TNU journal-hosted public PDF observed; no license clearance claimed,source_discovery_body_pdf,source-discovery-body,Vestnik TNU 2024 issue 3 candidate,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_vestnik_tnu_2024_3_math_candidate_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_vestnik_tnu_2024_3_math_candidate.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_vestnik_tnu_2024_3_math_candidate.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,derived from https://es.vestnik-tnu.com/vestnik/2024/Vestnik_2024_3.pdf,32256BCE23691CF8385B7E87E63B0CBDFEFE5E9217A348D89738C322B13D7609,1342500,derived consistency shelf; searchable text; no license clearance claimed,pdftotext_searchable_sidecar,OCR-witness,pdftotext extraction of Vestnik TNU 2024 issue 3 candidate,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf,tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://zarowadk.ru/dnld/matem/ktm_alg_naz_adadho.php,5A4B150F67B79009F0FDD207F46297A21F18913C83BACE38B1909A8712AFADAC,1487129,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,native_source_body_pdf,native-source-body,Zarowadk Choriev/Olimov KTM Algebra and Number Theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://zarowadk.ru/dnld/matem/ktm_alg_naz_adadho.php,7FD17A60665D9C3E18D190B799029B865E7AB1321EF46D7505F0CB26410BAAA6,416060,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,OCR_witness_text_extraction_not_source_truth,OCR-witness,Zarowadk Choriev/Olimov KTM Algebra and Number Theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_download_page_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_download_page.html,tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_download_page.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://zarowadk.ru/dnld/matem/ktm_alg_naz_adadho.php,91DC41263F3E9320CA09B612BFE44C1E3933BD73F032C95170890E57B8D3DBE2,4525,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,native_source_html_or_source_page,native-source-body,Zarowadk Choriev/Olimov KTM Algebra and Number Theory,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_download_page_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_download_page.html,tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_download_page.html,tg_Cyrl_TJ,Tajik Cyrillic,html,https://zarowadk.ru/dnld/matem/davlatov_alg_naz_adadho.php,8DB7C4C7201FF140892D42041CFDD7CBEA78D6446082A2FE99E6EE57C9F2CC5E,4563,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,native_source_html_or_source_page,native-source-body,Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdf,tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdf,tg_Cyrl_TJ,Tajik Cyrillic,pdf,https://zarowadk.ru/dnld/matem/davlatov_alg_naz_adadho.php,4862488CA3B492C10CC1893D921A110F0B39C2CD84FFCEC50FD612B631666181,5283895,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,native_source_body_pdf,native-source-body,Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
tg_Cyrl_TJ::tg_Cyrl_TJ_tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\tg_Cyrl_TJ\tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt,tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt,tg_Cyrl_TJ,Tajik Cyrillic,txt,https://zarowadk.ru/dnld/matem/davlatov_alg_naz_adadho.php,A5CDBE87C91B1926306A4E2A06D248989A32FC50CBB488E41C694E52CA07E9E0,192528,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,OCR_witness_text_extraction_not_source_truth,OCR-witness,Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
