"document_id","language","bcp47","branch","file_type","source_use_label","witness_category","package_relative_path","original_local_path","provenance_url","sha256","license_or_availability_note","topic_tags"
"TT-PDF-001-pdf","Tatar","tt","Kipchak","source-pdf","native-source-body","source-witness","bodies/tt/pdf-witnesses/TT-PDF-001_Algebra_7_work_program_edu_tatar_test_storage.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\TT-PDF-001_test_edu_tatar_algebra_7_work_program.pdf","https://test-edu.tatar.ru/upload/storage/org1827/files/%D0%90%D0%9B%D0%93%D0%95%D0%91%D0%A0%D0%90%207%20%D0%9A%D0%9B%D0%90%D0%A1%D0%A1.pdf","ff04e65278a2b678f8a46c36783e6f1c0514e5e60eb7c047a38c41e97f6b31c8","source access recorded; license not cleared","Tatar;algebra;polynomial;school program"
"TT-PDF-001-text","Tatar","tt","Kipchak","pdf-text-witness","OCR-witness","consistency-shelf","ocr-witnesses/tt/TT-PDF-001_Algebra_7_work_program_edu_tatar_test_storage.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\TT-PDF-001_test_edu_tatar_algebra_7_work_program.txt","https://test-edu.tatar.ru/upload/storage/org1827/files/%D0%90%D0%9B%D0%93%D0%95%D0%91%D0%A0%D0%90%207%20%D0%9A%D0%9B%D0%90%D0%A1%D0%A1.pdf","3f219b50001d62dee8d763b8ca788cbc604bc4729c48142b61db3d532a9b7ff0","OCR/text witness only; license not cleared","Tatar;algebra;polynomial;school program"
"TT-PDF-002-pdf","Tatar","tt","Kipchak","source-pdf","native-source-body","source-witness","bodies/tt/pdf-witnesses/TT-PDF-002_Algebra_7_educational_minimum_edu_tatar.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\TT-PDF-002_edu_tatar_algebra_7_minimum.pdf","https://edu.tatar.ru/upload/storage/org112/files/7%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0.pdf","8c6065a51152e3de7c530c071b19e90ff0b4e3f72c9ac25a5b3501c7cd3a8d78","source access recorded; license not cleared","Tatar;algebra;polynomial;educational minimum"
"TT-PDF-002-text","Tatar","tt","Kipchak","pdf-text-witness","OCR-witness","consistency-shelf","ocr-witnesses/tt/TT-PDF-002_Algebra_7_educational_minimum_edu_tatar.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\TT-PDF-002_edu_tatar_algebra_7_minimum.txt","https://edu.tatar.ru/upload/storage/org112/files/7%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0.pdf","7ae9610b43d75e70680c7cb7bf2d593edacb5bfc015a0759b0de688aef862165","OCR/text witness only; license not cleared","Tatar;algebra;polynomial;educational minimum"
"TT-PDF-003-pdf","Tatar","tt","Kipchak","source-pdf","native-source-body","source-witness","bodies/tt/pdf-witnesses/TT-PDF-003_Fenni_Tatarstan_2014_issue_2.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\TT-PDF-003_fanni_tatarstan_2014_2.pdf","https://ft.antat.ru/uploads/2431654b7878a40e78-%D0%A4%D0%B5%D0%BD%D0%BD%D0%B8_%D0%A2%D0%B0%D1%82%D0%B0%D1%80%D1%81%D1%82%D0%B0%D0%BD_2_2014.pdf","8a39a0992b2c3b760876be0072c3cd4b579bea824876633b296ad731356fbe2a","source access recorded; license not cleared","Tatar;scientific journal;mathematics;polynomial approximation"
"TT-PDF-003-text","Tatar","tt","Kipchak","pdf-text-witness","OCR-witness","consistency-shelf","ocr-witnesses/tt/TT-PDF-003_Fenni_Tatarstan_2014_issue_2.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\TT-PDF-003_fanni_tatarstan_2014_2.txt","https://ft.antat.ru/uploads/2431654b7878a40e78-%D0%A4%D0%B5%D0%BD%D0%BD%D0%B8_%D0%A2%D0%B0%D1%82%D0%B0%D1%80%D1%81%D1%82%D0%B0%D0%BD_2_2014.pdf","9cc27d6408a6904204fe688a869f37ccf394ee4843059dcdb238fba343a9093d","OCR/text witness only; license not cleared","Tatar;scientific journal;mathematics;polynomial approximation"
"KY-PDF-001-pdf","Kyrgyz","ky","Kipchak","source-pdf","native-source-body","source-witness","bodies/ky/pdf-witnesses/KY-PDF-001_Algebra_7_textbook_OKUMA_KG.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\KY-PDF-001_okuma_algebra_7.pdf","https://www.okuma.kg/read/web/books/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%207%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B036.pdf","f2173f19ddbc4ed8bb501c2d634a27593c0853758d79b1116133d73f20ddce4a","source access recorded; license not cleared","Kyrgyz;algebra;polynomial;textbook"
"KY-PDF-001-text","Kyrgyz","ky","Kipchak","pdf-text-witness","OCR-witness","consistency-shelf","ocr-witnesses/ky/KY-PDF-001_Algebra_7_textbook_OKUMA_KG.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\KY-PDF-001_okuma_algebra_7.txt","https://www.okuma.kg/read/web/books/%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%207%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B036.pdf","ec22418d438c906531f832a369c6afb02ccc2e35a42e3b7b5503623a637238fe","OCR/text witness only; license not cleared","Kyrgyz;algebra;polynomial;textbook"
"KY-PDF-002-pdf","Kyrgyz","ky","Kipchak","source-pdf","native-source-body","source-witness","bodies/ky/pdf-witnesses/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\KY-PDF-002_edu_gov_kg_math_curriculum.pdf","https://edu.gov.kg/media/files/c832083a-4db8-4b7f-89cc-315d5535f520.pdf","34fd87987f76e5e25c2d7c29a3e1d5ca310e99193774adaca1d2fb7be4a5414c","source access recorded; license not cleared","Kyrgyz;mathematics curriculum;algebra;polynomial"
"KY-PDF-002-text","Kyrgyz","ky","Kipchak","pdf-text-witness","OCR-witness","consistency-shelf","ocr-witnesses/ky/KY-PDF-002_Kyrgyz_mathematics_curriculum_PDF_edu_gov_kg.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\KY-PDF-002_edu_gov_kg_math_curriculum.txt","https://edu.gov.kg/media/files/c832083a-4db8-4b7f-89cc-315d5535f520.pdf","e4ae84b91831d06f9a935284cd7fc5e07a547095fee450cfcee52ad9cbc3000b","OCR/text witness only; license not cleared","Kyrgyz;mathematics curriculum;algebra;polynomial"
"KY-PDF-003-pdf","Kyrgyz","ky","Kipchak","source-pdf","native-source-body","source-witness","bodies/ky/pdf-witnesses/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\KY-PDF-003_bizdin_algebra_8.pdf","https://new.bizdin.kg/media/books/Algebra-8-klass-211-bet..pdf","68011fc29ec571591c7c639c85e1b2b291844075d6cd8df27a85f9d8202d3612","source access recorded; license not cleared","Kyrgyz;algebra;polynomial;textbook"
"KY-PDF-003-text","Kyrgyz","ky","Kipchak","pdf-text-witness","OCR-witness","consistency-shelf","ocr-witnesses/ky/KY-PDF-003_Algebra_8_PDF_Bizdin_kg.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_pdf_witness_resweep_20260705T1103\KY-PDF-003_bizdin_algebra_8.txt","https://new.bizdin.kg/media/books/Algebra-8-klass-211-bet..pdf","02faf4f67b177f6eb34ab305a9832a28d4cba5f786fd8b473aae0aa934d69a28","OCR/text witness only; license not cleared","Kyrgyz;algebra;polynomial;textbook"
"KY-CUR-055-001-body","Kyrgyz","ky","Kipchak","html-capture","native-source-body","source-witness","bodies/ky/current-probe/KY-CUR-055-001_polynomial_base_context.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-001_kywiki_kop_mucho.html","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","bdbe18294e6efc931a61f6a09a40906ecc4ae17a82887593f22d2a4ff3801c8e","current web/source capture; license not cleared","Kyrgyz; polynomial base context; current local source capture; polynomial/ring context"
"KY-CUR-055-001-text","Kyrgyz","ky","Kipchak","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/ky/current-probe/KY-CUR-055-001_polynomial_base_context.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-001_kywiki_kop_mucho.txt","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","0738e4aaa2dcba49fe141dd0a619b80b66abcbc3375f72a901ae66599e96dc47","text extraction/workpass; license not cleared","Kyrgyz; polynomial base context; current local source capture; polynomial/ring context"
"KY-CUR-055-002-body","Kyrgyz","ky","Kipchak","html-capture","native-source-body","source-witness","bodies/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-002_stem_edu_gov_kg_kop_mucho.html","https://stem.edu.gov.kg/subjects/2/grades/7/topics/8473","77c8a65cd67396af65d01ed03a1103b1092520759d566f0924275326ae5f8f1e","current web/source capture; license not cleared","Kyrgyz; official STEM polynomial lesson context; current local source capture; polynomial/ring context"
"KY-CUR-055-002-text","Kyrgyz","ky","Kipchak","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\KY-CUR-055-002_stem_edu_gov_kg_kop_mucho.txt","https://stem.edu.gov.kg/subjects/2/grades/7/topics/8473","bd99afd8f21620be7b492b955c2e00e011de5dccb01c663640725c0ef0d9df90","text extraction/workpass; license not cleared","Kyrgyz; official STEM polynomial lesson context; current local source capture; polynomial/ring context"
"TT-CUR-055-001-body","Tatar","tt","Kipchak","source-text","native-source-body","source-witness","bodies/tt/current-probe/TT-CUR-055-001_source-archive_lexical_context.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-001_apertium_tat_lexc.txt","https://raw.githubusercontent.com/apertium/apertium-tat/master/apertium-tat.tat.lexc","7c66faedcd40d15f31743a8c27140b70187e22532401522fa653ce330b0b0e5b","current web/source capture; license not cleared","Tatar; source-archive lexical context; current local source capture; polynomial/ring context"
"TT-CUR-055-002-body","Tatar","tt","Kipchak","html-capture","native-source-body","source-witness","bodies/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-002_rodon_tatar_russian_dictionary.html","https://www.rodon.org/other/trs.htm","da63051d4dd6acbd90c57dcc9fd8061bc6a9f254a2f3035186104272f0ca427a","current web/source capture; license not cleared","Tatar; dictionary polynomial context; current local source capture; polynomial/ring context"
"TT-CUR-055-002-text","Tatar","tt","Kipchak","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-002_rodon_tatar_russian_dictionary.txt","https://www.rodon.org/other/trs.htm","d3b2558c46c24e29227718ae84cef4056a25c7ceb27b3bbcdb83e07a09923b84","text extraction/workpass; license not cleared","Tatar; dictionary polynomial context; current local source capture; polynomial/ring context"
"TT-CUR-055-003-body","Tatar","tt","Kipchak","html-capture","native-source-body","source-witness","bodies/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-003_opentran_noetherian_low_authority.html","https://opentran.net/tt/%D1%80%D1%83%D1%81-%D1%82%D0%B0%D1%82%D0%B0%D1%80/%D0%BD%D1%91%D1%82%D0%B5%D1%80%D0%BE%D0%B2%D0%BE.html","d1b1ed7a3b1248af351d4b2f69cccf8b1d51a707db93edb593842276faa1eace","current web/source capture; license not cleared","Tatar; low-authority Noetherian trap; current local source capture; polynomial/ring context"
"TT-CUR-055-003-text","Tatar","tt","Kipchak","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\pan_turkic_current_hardrow_source_probe_20260705T1630\TT-CUR-055-003_opentran_noetherian_low_authority.txt","https://opentran.net/tt/%D1%80%D1%83%D1%81-%D1%82%D0%B0%D1%82%D0%B0%D1%80/%D0%BD%D1%91%D1%82%D0%B5%D1%80%D0%BE%D0%B2%D0%BE.html","312df46ab60dbaebc6f93c93645ca518cc97b79824b0764532508db2f3e5146b","text extraction/workpass; license not cleared","Tatar; low-authority Noetherian trap; current local source capture; polynomial/ring context"
"TK-CUR-051-001-body","Turkmen","tk","Oghuz","html-capture","native-source-body","source-witness","bodies/tk/current-source-gate/TK-CUR-051-001.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-001_scribd_yokary_matematika_2018.html","https://www.scribd.com/document/713967058/Huda%C3%BDberenow-O-%C3%9Dokary-Matematika-2018-Turkmen-Dowlet-Ne%C5%9Fir%C3%BDat-Gullugy","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","current source gate capture; license not cleared","Turkmen;higher mathematics;polynomial context search lead"
"TK-CUR-051-001-text","Turkmen","tk","Oghuz","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-001.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-001_scribd_yokary_matematika_2018.txt","https://www.scribd.com/document/713967058/Huda%C3%BDberenow-O-%C3%9Dokary-Matematika-2018-Turkmen-Dowlet-Ne%C5%9Fir%C3%BDat-Gullugy","7a4d2066c8ce04be2529591f02cc22d3fd9993c1649863bd537a2d4421087d14","text extraction/workpass; license not cleared","Turkmen;higher mathematics;polynomial context search lead"
"TK-CUR-051-002-body","Turkmen","tk","Oghuz","html-capture","native-source-body","source-witness","bodies/tk/current-source-gate/TK-CUR-051-002.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-002_scribd_7_algebra.html","https://www.scribd.com/document/685386439/7-Algebra","32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea","current source gate capture; license not cleared","Turkmen;algebra;polynomial context search lead"
"TK-CUR-051-002-text","Turkmen","tk","Oghuz","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-002.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-002_scribd_7_algebra.txt","https://www.scribd.com/document/685386439/7-Algebra","7a4d2066c8ce04be2529591f02cc22d3fd9993c1649863bd537a2d4421087d14","text extraction/workpass; license not cleared","Turkmen;algebra;polynomial context search lead"
"TK-CUR-051-003-body","Turkmen","tk","Oghuz","html-capture","native-source-body","source-witness","bodies/tk/current-source-gate/TK-CUR-051-003.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-003_pubhtml5_yokary_matematika_algebra.html","https://pubhtml5.com/znfx/acte/basic/","529140ad0cca99f844b4025e2adacf972b79ed8f49f48b517f7f7b563aca9b11","current source gate capture; license not cleared","Turkmen;higher mathematics;higher algebra;polynomial context"
"TK-CUR-051-003-text","Turkmen","tk","Oghuz","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-003.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-003_pubhtml5_yokary_matematika_algebra.txt","https://pubhtml5.com/znfx/acte/basic/","c0322569a6e6d8cb266af932bf902996e5be97c9598bfbe5243d0a267267e349","text extraction/workpass; license not cleared","Turkmen;higher mathematics;higher algebra;polynomial context"
"TK-CUR-051-004-body","Turkmen","tk","Oghuz","source-pdf","native-source-body","source-witness","bodies/tk/current-source-gate/TK-CUR-051-004.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-004_kitaphana_2157.pdf","https://kitaphana.net/electronic-book/2157","130f081ca7a90ecb9c023f24193ed4d3b4ef79e47b40262a82fcca8529cf84a0","current source gate capture; license not cleared","Turkmen;higher mathematics;algebra;polynomial context"
"TK-CUR-051-004-text","Turkmen","tk","Oghuz","text-extraction-workpass","OCR-witness","consistency-shelf","ocr-witnesses/tk/current-source-gate/TK-CUR-051-004.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-004_kitaphana_2157.txt","https://kitaphana.net/electronic-book/2157","37c0fb08e3568157ad49f287c5c40c2a6bdda3be2bb9ebfa2e51e185a198415e","text extraction/workpass; license not cleared","Turkmen;higher mathematics;algebra;polynomial context"
"TK-CUR-051-005-body","Turkmen","tk","Oghuz","source-pdf","native-source-body","source-witness","bodies/tk/current-source-gate/TK-CUR-051-005.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-005_balkanmaliyemek_pdf.pdf","https://balkanmaliyemek.edu.tm/download/20210701/60ddbd80f17e3660.pdf","59018cebcb3e7597e687aa44b7864d7dd8a30e98091844013d23eabc090a103b","current source gate capture; license not cleared","Turkmen;mathematics education;PDF fallback"
"TK-CUR-051-005-text","Turkmen","tk","Oghuz","text-extraction-workpass","OCR-witness","consistency-shelf","ocr-witnesses/tk/current-source-gate/TK-CUR-051-005.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-005_balkanmaliyemek_pdf.txt","https://balkanmaliyemek.edu.tm/download/20210701/60ddbd80f17e3660.pdf","cbf58da8a291de3ed5de7099b575322d717c6d80fa1f02958d7df148ffdcab59","text extraction/workpass; license not cleared","Turkmen;mathematics education;PDF fallback"
"TK-CUR-051-006-body","Turkmen","tk","Oghuz","html-capture","native-source-body","source-witness","bodies/tk/current-source-gate/TK-CUR-051-006.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-006_researchgate_modelirlemek.html","https://www.researchgate.net/publication/390161055_YERASTY_SUYJI_SUW_YATAKLARYNY_MATEMATIKI_MODELIRLEMEK","33cf6f3d6fdc4b34b93dbdae246dd89eb2d3f0ec2a4996e4c8c10e6e899a7c54","current source gate capture; license not cleared","Turkmen;mathematical modeling;monograph;polynomial context search lead"
"TK-CUR-051-006-text","Turkmen","tk","Oghuz","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-006.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\turkmen_current_source_gate_20260705T1236\TK-CUR-051-006_researchgate_modelirlemek.txt","https://www.researchgate.net/publication/390161055_YERASTY_SUYJI_SUW_YATAKLARYNY_MATEMATIKI_MODELIRLEMEK","1eed7c4f18d1c3625cfc2bf61256830b5dfcfa73cd33555575a12b6339f78c45","text extraction/workpass; license not cleared","Turkmen;mathematical modeling;monograph;polynomial context search lead"
"UG-CUR-052-001-body","Uyghur","ug","Karluk","html-capture","native-source-body","source-witness","bodies/ug/current-source-gate/UG-CUR-052-001.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-001_uygur_com_noeter_halqisi.html","https://wiki.uygur.com/noeter_halqisi/","e6a3c01ff060b55e3bf324e9a59d32f620da956246ceef3c38b4d5a1a87799ad","current source gate capture; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-001-text","Uyghur","ug","Karluk","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-001.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-001_uygur_com_noeter_halqisi.txt","https://wiki.uygur.com/noeter_halqisi/","aa7177389eab80733e430a96e204f99feb92afe6484ad4f2cc0ed72831b8486d","text extraction/workpass; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-002-body","Uyghur","ug","Karluk","html-capture","native-source-body","source-witness","bodies/ug/current-source-gate/UG-CUR-052-002.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-002_uygur_com_kop_ezaliq_halqa.html","https://wiki.uygur.com/kop_ezaliq_halqa/","368a3a3e19e1b955b582ea18e8f7ddca8b47df264dd50b7e1a275a35c2f79a5a","current source gate capture; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-002-text","Uyghur","ug","Karluk","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-002.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-002_uygur_com_kop_ezaliq_halqa.txt","https://wiki.uygur.com/kop_ezaliq_halqa/","be2f13deef26f3179c1356f06031f1cab7c7037210b117eba0ae0bb9d0cf9e4c","text extraction/workpass; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-003-body","Uyghur","ug","Karluk","html-capture","native-source-body","source-witness","bodies/ug/current-source-gate/UG-CUR-052-003.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-003_uygur_com_sol_noeter_halqisi.html","https://wiki.uygur.com/sol_noeter_halqisi/","4d355530fe4b26572610ba33cf73b988b94f7b8e1423a5572f2dd77d82cdc5db","current source gate capture; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-003-text","Uyghur","ug","Karluk","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-003.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-003_uygur_com_sol_noeter_halqisi.txt","https://wiki.uygur.com/sol_noeter_halqisi/","31e62bf9971a40ecdcc21812456588ffaf8fbfac84d13bcd6a5ec7f224b47da8","text extraction/workpass; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-004-body","Uyghur","ug","Karluk","html-capture","native-source-body","source-witness","bodies/ug/current-source-gate/UG-CUR-052-004.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-004_uygur_com_ong_noeter_halqisi.html","https://wiki.uygur.com/ong_noeter_halqisi/","1c53e86d7a30407a581aff74d0d74bba8f3aa1beb4495c2b2f1bf2a7ec36b977","current source gate capture; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
"UG-CUR-052-004-text","Uyghur","ug","Karluk","text-extraction-workpass","source-rescribe-workpass","consistency-shelf","source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-004.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_authority_source_gate_20260705T1319\UG-CUR-052-004_uygur_com_ong_noeter_halqisi.txt","https://wiki.uygur.com/ong_noeter_halqisi/","f911a6245c5afa45fe122a39965ddadcddcf98d33bc7503e8d0dfac8165acb4d","text extraction/workpass; license not cleared","Uyghur;Noetherian ring;polynomial ring;source-canon authority gate"
