record_id,record_type,parent_id,child_ids,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,printed_pages,physical_pages,running_pages,authority_sha256,source_reading,target_reading,disposition,evidence_path,evidence_sha256,evidence_bytes,target_tex_sha256,target_pdf_sha256,raw_cursor,substantive_cursor,difficulty,review_state,release_state,rights_state,archive_handoff,notes
SGA2-X-L3522-L3530-L36P-FORMAL-CONCLUSION@1,logical_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,proof close,3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,conclusion formal from there,conclusion then follows formally,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-FOOTNOTE-MARKER@1,layout_symbol_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,printed star marker,3530,120,104,96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed (*) footnote,visible (*) marker retained,PASS,TARGET_RENDER_PAGE_001_200DPI_FINAL.png,234A5408326C33BAC5121038A31D23D489F597BE5B404EBD82759124065B2EC4,233201,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-FOOTNOTE-CITATION@1,citation_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,Giraud citation,3530,120,104,96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,author;title;Mémoire2;Bulletin SMF;1964,all citation elements retained,PASS,TARGET_EXTRACTED_TEXT_FINAL.txt,456828F18639281BBC00553D358EF5C7AB6FF54F4FA181D69A1850E71068ECAE,1816,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-SOURCE-DEFECT@1,source_defect_audit,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,bounded defect gate,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,grammar mathematics notation and citation coherent,no defect or silent emendation,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-CANDIDATE@1,comparison_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,jcreinhold lineage,candidate362-381,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,candidate covers proof and Giraud footnote-reference marker,comparison-only;citation body is outside excerpt;not authority or corroboration,PASS,JCREINHOLD_LINES_362_381_UTF8_LF.md,F9909154B00E7522114AF74BCCA7AF75525FC8154C3FC8F2EB78E4963E5FBD07,893,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-CANDIDATE-ACCEPT@1,accepted_choice,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,candidate useful terminology,candidate362-381,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,effectivity;universal effective descent,same accepted lane terms,PASS,JCREINHOLD_LINES_362_381_UTF8_LF.md,F9909154B00E7522114AF74BCCA7AF75525FC8154C3FC8F2EB78E4963E5FBD07,893,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-REJECT-HAT@1,rejected_choice,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,candidate Et notation,candidate366,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,hat Et(V) and hat Et(U intersection V),reject spurious hat;source Et is unadorned,REJECTED,JCREINHOLD_LINES_362_381_UTF8_LF.md,F9909154B00E7522114AF74BCCA7AF75525FC8154C3FC8F2EB78E4963E5FBD07,893,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-REJECT-CODEBLOCK@1,rejected_choice,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,candidate object map layout,candidate369-371,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,plain-text code block,retain mathematical display,REJECTED,JCREINHOLD_LINES_362_381_UTF8_LF.md,F9909154B00E7522114AF74BCCA7AF75525FC8154C3FC8F2EB78E4963E5FBD07,893,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-REJECT-ABOVE@1,rejected_choice,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,candidate categorical preposition,candidate379-380,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,above the category,use standard over the category,REJECTED,JCREINHOLD_LINES_362_381_UTF8_LF.md,F9909154B00E7522114AF74BCCA7AF75525FC8154C3FC8F2EB78E4963E5FBD07,893,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-REJECT-CAPS@1,rejected_choice,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,candidate prose capitalization,candidate373,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,capitalized Algebras,lowercase algebra in running prose,REJECTED,JCREINHOLD_LINES_362_381_UTF8_LF.md,F9909154B00E7522114AF74BCCA7AF75525FC8154C3FC8F2EB78E4963E5FBD07,893,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-CANDIDATE-LINEAGE@1,comparison_role_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,candidate lineage,candidate362-381,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one LLM-generated lineage,cannot prove independent agreement,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,comparison_only_cc_by4_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-BUILD1@1,build_evidence,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,clean replay pass1,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fresh build from absent auxiliaries,success;expected rerun notice only,PASS,build_replay/BUILD_REPLAY_PASS1.log,DDE33BCC73D8DC1C2D68BB83433DBAC1ED6912AFB3661478E7D3D26A480B1201,7549,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-BUILD2@1,build_evidence,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,clean replay pass2,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,second pass,success;clean,PASS,build_replay/BUILD_REPLAY_PASS2.log,48DB5259FA18BF3BD17422D04E448A8FA53F35F357CE96008BAA0E8EF6B71EB5,7421,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-BUILD3@1,build_evidence,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,clean replay pass3,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,third pass,success;clean;console identical to pass2,PASS,build_replay/BUILD_REPLAY_PASS3.log,48DB5259FA18BF3BD17422D04E448A8FA53F35F357CE96008BAA0E8EF6B71EB5,7421,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-PDF-REPRO@1,pdf_reproducibility,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,producer versus clean replay,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,binary differs by timestamp metadata,content text fonts and raster identical,PASS,PDF_REPRODUCIBILITY_COMPARISON.json,C557FB47F18C5822C8D4A2FAC1324E86D6E7E8795C035216E77DA0343E5FBFEE,4211,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-PDFINFO@1,pdf_metadata_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,target PDF metadata,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one A4 page;266866 bytes;not encrypted,final report tied to target hash,PASS,PDFINFO_FINAL.txt,6FD41FFA57A360EBD7F5037CA2EB0910CA20D8EE2901C3660F5B737473A4CA64,668,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-FONTS@1,font_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,target PDF fonts,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,17 font-resource rows,all embedded subsetted Unicode-mapped,PASS,PDFFONTS_FINAL.txt,595B3DF4F605F7DE02CA50D1E99DD8FF357F927244D18681642D24E7A28BE58C,1805,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-TEXT@1,text_extraction_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,target PDF text,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,all formulas terms and footnote extract,full bounded target text present,PASS,TARGET_EXTRACTED_TEXT_FINAL.txt,456828F18639281BBC00553D358EF5C7AB6FF54F4FA181D69A1850E71068ECAE,1816,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-TARGET-RENDER@1,render_evidence,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,target page1,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,complete target body and footnote,no clipping overlap glyph loss or formula ambiguity,PASS,TARGET_RENDER_PAGE_001_200DPI_FINAL.png,234A5408326C33BAC5121038A31D23D489F597BE5B404EBD82759124065B2EC4,233201,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,working_english_translation_underlying_rights_retained,false,
SGA2-X-L3522-L3530-L36P-AUDIT@1,producer_audit,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,source translation formula and choice audit,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,all bounded controls reviewed,producer PASS pending independent review,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,
SGA2-X-L3522-L3530-L36P-RELEASE@1,release_control,SGA2-X-L3522-L3530-L36P@1,,1,,,,SGA2,X,producer disposition,3522-3530,119-120,not_applicable,not_applicable,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,producer gates passed,internal only;independent review and archive handoff absent,PASS,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,C348E7072E89720CE5E789D29841C284D036D01F49CB4290A318253AC00BF717,6045,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_independent_review,internal_not_for_release,task_generated_internal,false,no shared-log edit;no archive action
SGA2-X-L3522-L3530-L36P-PAGE103-TEXT@2,text_extraction_control,SGA2-X-L3522-L3530-L36P@1,,2,SGA2-X-L3522-L3530-L36P-PAGE103-TEXT@1,SGA2-X-L3522-L3530-L36P-PAGE103-TEXT@1,,SGA2,X,same-lineage physical103,3522-3530,119-120,103,95,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,physical103 extracted text begins on printed119 and crosses to printed120;2765 bytes,printed119-120/physical103/running95 coverage explicitly recorded,PASS,SAME_LINEAGE_2008_PAGE_INDEX102_PYPDF_TEXT.txt,DE668F4F4FC69444A0B702E7BAF1B81A69D932D6F35FDCF1EF98A12AD1DED6DC,2765,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_fresh_independent_review,internal_not_for_release,rights_gated_french_source_evidence,false,machine-locator-only successor; SGA2-X-L3522-L3530-L36P-PAGE103-COMPARISON-R2@1 provides explicit start/end/coverage fields; target TeX/PDF unchanged
SGA2-X-L3522-L3530-L36P-SOURCE-RENDER103@2,visual_source_control,SGA2-X-L3522-L3530-L36P@1,,2,SGA2-X-L3522-L3530-L36P-SOURCE-RENDER103@1,SGA2-X-L3522-L3530-L36P-SOURCE-RENDER103@1,,SGA2,X,source physical page103,3522-3530,119-120,103,95,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,physical103 render begins on printed119 and crosses to printed120 inside line3530,original-detail visual QA retained; corrected printed coverage recorded,PASS,SOURCE_PHYSICAL_PAGE-103.png,1189B813EBD0737585F8A58F573630C9EBA1C8103864854007186657C34206FA,416039,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_fresh_independent_review,internal_not_for_release,rights_gated_french_source_evidence,false,machine-locator-only successor; SGA2-X-L3522-L3530-L36P-PAGE103-COMPARISON-R2@1 provides explicit start/end/coverage fields; target TeX/PDF unchanged
SGA2-X-L3522-L3530-L36P-PAGE103-COMPARISON-R2@1,locator_revision_control,SGA2-X-L3522-L3530-L36P@1,,1,,,SGA2-X-L3522-L3530-L36P-PAGE-COMPARISON-R3@3,SGA2,X,physical103 printed-page coverage correction,3522-3530,119-120,103,95,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,physical103 spans printed119-120;page transition inside line3530,unambiguous start/end/coverage fields in successor comparison JSON,SUPERSEDED,SOURCE_PAGE_TEXT_COMPARISON_R2.json,6047DDAA92F7865D681E9ACB364DE40E42E28AC6B5A3C00DC6DA51FA35780FB6,5171,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,superseded_after_r2_fresh_independent_fail,internal_not_for_release,rights_gated_french_source_evidence,false,historical record preserved; superseded by SGA2-X-L3522-L3530-L36P-PAGE-COMPARISON-R3@3 after full-page104 correction
SGA2-X-L3522-L3530-L36P-PAGE104-TEXT@3,text_extraction_control,SGA2-X-L3522-L3530-L36P@1,,3,SGA2-X-L3522-L3530-L36P-PAGE104-TEXT@1,SGA2-X-L3522-L3530-L36P-PAGE104-TEXT@1,,SGA2,X,same-lineage physical104,3530,120-121,104,96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,full physical104 extraction begins printed120 and crosses visible marker121,bounded line3530 continuation remains printed120; later page material reaches121,PASS,r3_render_evidence/SOURCE_2008_PHYSICAL_104_TEXT.txt,E5EFE11EBAB337BCCCD2D0211BAB5CCEDC7C12FF38C20DB77A3D32F90B520954,3498,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_fresh_independent_review,internal_not_for_release,rights_gated_french_source_evidence,false,revision3 full-page envelope; target and bounded unit locator unchanged
SGA2-X-L3522-L3530-L36P-SOURCE-RENDER104@3,visual_source_control,SGA2-X-L3522-L3530-L36P@1,,3,SGA2-X-L3522-L3530-L36P-SOURCE-RENDER104@1,SGA2-X-L3522-L3530-L36P-SOURCE-RENDER104@1,,SGA2,X,source physical page104,3530,120-121,104,96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,300dpi render starts printed120 and visibly crosses to marker121,full-page render envelope separated from bounded proof usage,PASS,r3_render_evidence/SOURCE_2008_PHYSICAL_104_300DPI.png,1603B626747F56EF9B185243167D04C9D873E547713B9A746459E0C5618530AD,632500,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_fresh_independent_review,internal_not_for_release,rights_gated_french_source_evidence,false,revision3 visual locator; same-lineage manifestation only
SGA2-X-L3522-L3530-L36P-SAME-LINEAGE@3,source_role_control,SGA2-X-L3522-L3530-L36P@1,,3,SGA2-X-L3522-L3530-L36P-SAME-LINEAGE@1,SGA2-X-L3522-L3530-L36P-SAME-LINEAGE@1,,SGA2,X,two PDF regenerations,3522-3530,119-121,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,both same-lineage readers agree: physical103 covers119-120 and physical104 covers120-121,bounded proof remains printed119-120; full-page envelope recorded separately,PASS,SOURCE_PAGE_TEXT_COMPARISON_R3.json,371DD2D6DEEB427775A6E4D435DF63F0B8DD9C0A724645959BB902730B498C8F,6226,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_fresh_independent_review,internal_not_for_release,rights_gated_french_source_evidence,false,not independent original-print corroboration
SGA2-X-L3522-L3530-L36P-PAGE-COMPARISON-R3@3,locator_revision_control,SGA2-X-L3522-L3530-L36P@1,,3,SGA2-X-L3522-L3530-L36P-PAGE103-COMPARISON-R2@1,SGA2-X-L3522-L3530-L36P-PAGE103-COMPARISON-R2@1,,SGA2,X,physical103 printed-page coverage correction,3522-3530,119-121,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,explicit start/end/coverage/transition fields correct for both physical pages and both readers,bounded unit and full-page locator controls are explicitly distinct,PASS,SOURCE_PAGE_TEXT_COMPARISON_R3.json,371DD2D6DEEB427775A6E4D435DF63F0B8DD9C0A724645959BB902730B498C8F,6226,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,producer_pass_pending_fresh_independent_review,internal_not_for_release,rights_gated_french_source_evidence,false,R3 evidence-only successor binds fresh R2 independent FAIL
SGA2-X-L3522-L3530-L36P-BUILD1@3,build_control,SGA2-X-L3522-L3530-L36P@1,,3,,,,SGA2,X,fresh R3 build pass 1,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fresh no-overwrite pdfLaTeX build,preserved target identity and equivalent rebuild,PASS,r3_build_evidence/BUILD_R3_PASS1.log,9DDD5C5AE90D1927AE28D4C285BF805B84AF11BBC4F5A3667D414D5468B77C80,7345,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,producer_pass_pending_fresh_independent_review,internal_not_for_release,task_generated_internal,false,clean sanitized log; zero warnings errors overfull or underfull
SGA2-X-L3522-L3530-L36P-BUILD2@3,build_control,SGA2-X-L3522-L3530-L36P@1,,3,,,,SGA2,X,fresh R3 build pass 2,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fresh no-overwrite pdfLaTeX build,preserved target identity and equivalent rebuild,PASS,r3_build_evidence/BUILD_R3_PASS2.log,9DDD5C5AE90D1927AE28D4C285BF805B84AF11BBC4F5A3667D414D5468B77C80,7345,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,producer_pass_pending_fresh_independent_review,internal_not_for_release,task_generated_internal,false,clean sanitized log; zero warnings errors overfull or underfull
SGA2-X-L3522-L3530-L36P-BUILD3@3,build_control,SGA2-X-L3522-L3530-L36P@1,,3,,,,SGA2,X,fresh R3 build pass 3,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fresh no-overwrite pdfLaTeX build,preserved target identity and equivalent rebuild,PASS,r3_build_evidence/BUILD_R3_PASS3.log,9DDD5C5AE90D1927AE28D4C285BF805B84AF11BBC4F5A3667D414D5468B77C80,7345,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,producer_pass_pending_fresh_independent_review,internal_not_for_release,task_generated_internal,false,clean sanitized log; zero warnings errors overfull or underfull
SGA2-X-L3522-L3530-L36P-PDF-REPRO@3,reproducibility_control,SGA2-X-L3522-L3530-L36P@1,,3,,,,SGA2,X,fresh target reproducibility,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,fresh rebuild differs only in timestamp-bearing binary identity,decoded stream text fonts and raster match preserved target,PASS,R3_BUILD_RENDER_VALIDATION.json,4E22C5EAD086F1337054E603EE7AA49E2B3FBD096FED3B55E72C358EBD24C1F6,4718,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,producer_pass_pending_fresh_independent_review,internal_not_for_release,task_generated_internal,false,target PDF bytes remain unchanged
SGA2-X-L3522-L3530-L36P-TARGET-RENDER@3,render_control,SGA2-X-L3522-L3530-L36P@1,,3,,,,SGA2,X,fresh target visual QA,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one-page target render,no clipping overlap missing glyph or formula defect,PASS,r3_render_evidence/TARGET_ORIGINAL_PAGE_001_300DPI.png,74623D7B601AFFD9430BE778F6441497FDAE20C67B2146829E9C5008C92F0499,310218,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,producer_pass_pending_fresh_independent_review,internal_not_for_release,task_generated_internal,false,producer visual PASS; fresh independent review required
SGA2-X-L3522-L3530-L36P-SOURCE-FULLPAGE-RENDER@3,source_render_control,SGA2-X-L3522-L3530-L36P@1,,3,,,,SGA2,X,fresh source full-page locator QA,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,physical103 spans119-120; physical104 spans120-121,bounded proof remains119-120,PASS,R3_RENDER_VISUAL_QA.md,C0ECFB9C21B67FBD4B0D295845CBD2EB1E3B72870B1B2C8AFCEB7893DDAFDBC6,1524,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,producer_pass_pending_fresh_independent_review,internal_not_for_release,task_generated_internal,false,both same-lineage readers reviewed at300dpi
