visual_id,root_id,relative_path,bytes,sha256,width_px,height_px,color_mode,image_format,pixel_scope,modified_local,parent_pdf_sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,page_resolution_method,page_resolution_confidence,expose,linked_tex_file,linked_tex_sha256,parent_page_rotation_deg,parent_scan_width_px,parent_scan_height_px,parent_scan_effective_dpi_x,parent_scan_effective_dpi_y,generator_root_id,generator_script,generator_script_sha256,generator_match_method,generator_source_class,generator_timestamp_utc,generator_tool,generator_execution_sha256,evidence_class,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_parameter,provenance_description,manual_review_link,qa_disposition,read_count,first_read_timestamp,last_read_timestamp,read_session_labels,duplicate_instance_count,publication_disposition
SGA7I-VIS-01754,claude_current,crop_254_pr4.png,68116,1EE908F21C2BB2768E9ABE4292C719CC17D7938F5919CC13265CC78CE9EAD177,2601,578,L,PNG,targeted_region_or_detail,2026-07-30T12:38:49,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,254,255,243,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3486,360.0,360.0,claude_current,crop_h2216.py,4F0107538B1D32419ADED4587250E235E98E53ED265E1C8E822BD5A136301A7F,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,7000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01755,claude_history,x494_95_x_s4.png,21559,1EEB318F316014B6E0D63E0302E8247BB42F606B962F5C4CF4B81EA35267CFF9,2601,227,L,PNG,targeted_region_or_detail,2026-07-29T13:24:27,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,494,495,483,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_history,crop_f494_l.py,6154A9C27E7DD27387CA251EA4187FB5BBDC9BC1947D03A45FF761DBFD5A4AC2,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.02,0.862,0.7,0.9,2600,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01756,claude_current,p513_r9.png,34911,1EF4C797C1666A172C9D741657A6AEFA8FA3D6A97B3F1D8CBB2FEE224C4C43FC,7830,791,L,PNG,targeted_region_or_detail,2026-07-30T18:57:23,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,513,514,502,explicit_page_filename,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2169,3460,360.0,360.0,claude_current,crop532g.py,5D6A708CA3A6C9C1D5BF3D9D346EF46D6312598AE86C6D619BAE3A3C86E2A909,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,9000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01757,claude_history,crop_196_body4.png,35333,1EFCD3B522BADBB264029B057916F2563D2ECEABA33A578A5B841BEF5F83D5DD,6960,566,L,PNG,targeted_region_or_detail,2026-07-30T11:58:30,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,196,197,185,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_history,crop_p115.py,186CA7B6691F32E34A9676994432F7B1B215BE82AC681FFD8781212817040C97,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01758,claude_current,c313_r13.png,9815,1EFF74C23A0DF13053DC57B57DD1DE225039DF76AB774110B8036581D08B92EB,4007,260,L,PNG,targeted_region_or_detail,2026-07-30T17:31:06,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,313,314,302,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3460,360.0,360.0,claude_current,crop8_9d1d_323.py,DD9F20E7EA03B08B651F06102E2BE62AF40ECC57EBE5A8BD14E47824486C1E59,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01759,claude_history,c63_b1.png,38658,1F05BA5DA7223B38123C258815583EA8ADABAF8A559D87543A97FD15692C39EF,3000,177,L,PNG,targeted_region_or_detail,2026-07-29T12:44:53,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,63,64,52,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,claude_history,crop_f265_f.py,F45BDDF32BE6C86D765FF37D23DD8458C1AD48BB6DA28FA02D751406BD70563B,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,2000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01760,claude_history,p133_e2.png,18348,1F0BF10D2B51ACD47D98356EFB92EA6843B94843804FDA3FF37D766AE0E3A645,5850,721,L,PNG,targeted_region_or_detail,2026-07-29T14:36:21,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,133,134,122,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2187,3460,360.0,360.0,,,,unresolved,unresolved,,,,unknown,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01761,claude_history,p48_z3.png,14177,1F0CB08BECB391B8C3EFE5D695B6229D66E98FB8A808884CFBD7A5F285646A80,5000,986,L,PNG,targeted_region_or_detail,2026-07-28T22:27:42,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,48,49,37,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop_ul2.py,B25E16A6F974781AA15E007925C52ABF72863C30C08A103884699D59EC80CAE4,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,6000,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01762,claude_history,crop_L218_08.png,31304,1F0DAD7B693CD29FCD2DFE24273442AE9AA5BA35D10042A8CBEF6492550D633A,3401,201,L,PNG,targeted_region_or_detail,2026-07-30T12:24:30,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,218,219,207,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_history,crop_p115.py,186CA7B6691F32E34A9676994432F7B1B215BE82AC681FFD8781212817040C97,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01763,claude_history,y8154_blk5.png,42529,1F13B65F7ABD7D4CD1F8127FCB914872C35737B736638791FCC3C9891CA41465,5201,783,L,PNG,targeted_region_or_detail,2026-07-29T14:52:05,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,154,155,143,generator_job,high,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_history,crop10_f8154.py,8E17F02F904D4E30AC3E4D948FC3FAEC570DE960A5C2E86C3DA23871CBE64585,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.05,0.47,0.99,0.56,4200,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01764,claude_current,z194_B_q1.png,34890,1F13D5FF701DDD40894A36A8B3CA41E4DBC975CEDE13F48B7721D40F7B24DFD6,2401,159,L,PNG,targeted_region_or_detail,2026-07-30T12:07:16,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,194,195,183,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_current,zoom194.py,020B3E540B682C84A2F70CE059576F0BA1D8F27B7135CD774D746B5802E47878,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01765,claude_current,n_397_last.png,63595,1F1AAF513CF4E8AB07D8AF43DB1F983907A2AC4EA566F5CB0E362036E97E8F2E,3601,227,L,PNG,targeted_region_or_detail,2026-07-30T18:19:41,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,397,398,386,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2169,3460,360.0,360.0,claude_current,crop_j7420i.py,42314C13C05F3511AF27AF3C3B74A9CDFAD8C8DBF1F1D9E8908E1A8277662692,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01766,claude_current,z194_B_q8.png,35207,1F1E0035EF13A1400A396CC915DE99AC2D30F4AF8B8DAD71CC3B311878E25567,2401,159,L,PNG,targeted_region_or_detail,2026-07-30T12:07:16,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,194,195,183,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_current,zoom194.py,020B3E540B682C84A2F70CE059576F0BA1D8F27B7135CD774D746B5802E47878,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01767,claude_current,c474_1183.png,39030,1F1F67419BF25B71475FBE67CE9D3293B949758B5141EEC79075176CF4F94255,8100,716,L,PNG,targeted_region_or_detail,2026-07-30T18:29:25,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,474,475,463,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop464.py,EC9FE73CF5DBC6675FFD8202EEBFE0129A1BD691A1F70AC2E1A1D48DD2A11289,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,6000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01768,claude_current,h252_l1.png,13711,1F20A23D6D7008444837E1CCE2AC0C0A9E5CE16BFA02121D55E319CF18128952,4500,472,L,PNG,targeted_region_or_detail,2026-07-30T12:44:24,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,252,253,241,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3486,360.0,360.0,claude_current,fix_part7.py,E447BDDC983DD48AA0FBD38093E9D4909746805E8354A5CE0F25FC7357546200,nearest_preceding_90s,non_image_helper,,,,other,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01769,claude_current,r01.png,43000,1F20BBD659A544B18BE722B1B07C3C50BF95688A2686049F3EAADF5330B16739,6552,517,L,PNG,targeted_region_or_detail,2026-07-30T18:14:48,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,430,431,419,single_generator_page,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_current,crop6_j7430.py,3CC7E97E5CE9832B29E4BA69B6824FDAB023C678C57F3162A1932D209F75B2F4,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01770,claude_history,q494_95_q_lem311a.png,5629,1F21AC4556A1D60253CD475D04C0BC13215CEA1F6CA388E6B16E747BA778BD23,2600,244,L,PNG,targeted_region_or_detail,2026-07-29T13:22:39,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,494,495,483,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,claude_history,crop_f494_j.py,773DBF01E1CA9554598844058850290EF9DC28A66D9139CE82E71EB2E614D918,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.05,0.49,0.55,0.52,2600,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01771,claude_history,q_98_x2.png,101875,1F28CF6F8FD93AC37621BE870C7DC1249EB6EFE01A9825ADC4407B2664CDB624,3600,618,L,PNG,targeted_region_or_detail,2026-07-29T13:26:15,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,98,99,87,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop_f492p93b.py,8BE152C5ACD572AC5A0CC2DA9AD9A81A3CC8C37A910AFF0B435DAC5F5BA71FFE,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,2600,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01772,claude_current,i6321_321.png,613282,1F3AC44B9B77BA7196DADDE0A816DDA30C92C8B5050C312624E70BFBFD5988B6,2600,4051,L,PNG,targeted_region_or_detail,2026-07-30T13:19:10,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,321,322,310,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3460,360.0,360.0,claude_current,render_321.py,C5FBAA2D937EF3F60C53FD730E02E9A980D4BF7DCC74FCDA7AA4AE1F6ECD4DC5,output_pattern,controlling_540_page_scan,,,,routine_render,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,2,rights_blocked_not_public
SGA7I-VIS-01773,claude_current,c149_f6.png,29326,1F3E06EABD4C252E170F2C9C27B896D712A4F11783AB26FFE2F27CC2AE543848,6300,459,L,PNG,targeted_region_or_detail,2026-07-30T11:20:05,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,149,150,138,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,claude_current,cmp.py,E9B83AE7EEF5DE491CB995E3B6031B53221DB7A44DE6CE12DCB5D6D632938C41,nearest_preceding_90s,controlling_540_page_scan,,,,other,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01774,claude_history,t118_MO.png,41514,1F46C0ADEB53C371A49A47809FA222B29D1603DA69892F47AEC7BC56DE65A7A9,3000,750,L,PNG,targeted_region_or_detail,2026-07-29T14:05:01,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,118,119,107,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,claude_history,f6124_pilcrop2.py,8643332910DC73FCE7A6947152D8EB165368016C694A5261B6748DA705A80C59,nearest_preceding_90s,source_or_derived_dynamic_input,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01775,claude_current,c179_n2.png,6810,1F47C8070651C833F2DC243190D9A7361B410031E8491F582F6A43CDA0B2A391,2000,375,L,PNG,targeted_region_or_detail,2026-07-30T11:44:14,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,179,180,168,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,claude_current,prof.py,6198E1BDD0A0AB9DD7873836454196A87B056E6BFE7A02017294D73D2D136A93,nearest_preceding_90s,source_or_derived_dynamic_input,,,,other,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01776,claude_history,z131_e2.png,37176,1F498314BE04611CEAB23F13F27E8E42C1B1562170A9E750919B5D0BF71D22EE,3000,461,L,PNG,targeted_region_or_detail,2026-07-29T14:11:21,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,131,132,120,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2204,3433,360.0,360.0,claude_history,f6124_pilcrop7.py,B9AA6F8A016F17C5CD1594BB7C43202462FF0EC36F60EB41A463A5C94A22159F,nearest_preceding_90s,source_or_derived_dynamic_input,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01777,claude_current,c473_t4.png,34173,1F4A1AF254CF14FD31EA739F70512E46E4D2F30F08C02DC7CB9E766ED12B311E,9000,1038,L,PNG,targeted_region_or_detail,2026-07-30T18:33:29,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,473,474,462,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2169,3460,360.0,360.0,claude_current,crop464h.py,DF3EA919D53AB27944D8492F8C841DE00F029535DBF04D6A1A45F085BD81EDE5,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,8000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01778,claude_current,c367_n.png,11035,1F4B35BD6C4B3F1278ADC8CE242C71FAA47D027CD606E0B760A6AC4676B75768,2239,292,L,PNG,targeted_region_or_detail,2026-07-30T18:04:09,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,367,368,356,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2221,3460,360.0,360.0,,,,unresolved,unresolved,,,,unknown,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01779,claude_history,tz42_42.png,324754,1F4C798915C11F661E440E7C412CB3E29EECC62E2C04169C1AE3DD63D9F1D5C1,2600,4002,L,PNG,targeted_region_or_detail,2026-07-28T22:41:57,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,42,43,31,numeric_filename_inference,medium_filename_inference,II,expose_II_body.tex,B9591E557E2EF3EEDDF90BF819E85B1CE82266C5A24C03FCC8FA949EBA031411,0,2265,3486,360.0,360.0,claude_history,render_tz42_v1.py,C1AC70FE3231ABA2C2FD625D7A86833D998235DFBBBA4D3D39FC0EBF0A4E97C7,output_pattern,controlling_540_page_scan,,,,routine_render,,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01780,claude_current,crop_467_k_dispB.png,10574,1F50DC17C54A36A3186C3BBB4DAB87649D36EAD94424F1BBDC1416367D37E2F4,1501,172,L,PNG,targeted_region_or_detail,2026-07-30T18:29:58,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,467,468,456,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2169,3460,360.0,360.0,claude_current,crop_j9466.py,5B03614E4F4E94820947E8CFF57DB8874A1A2DF02A872656A6A6C1E9CF9EF3F3,output_pattern,controlling_540_page_scan,,,,targeted_crop,0.2,0.64,0.9,0.69,1500,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01781,claude_current,c327_parait.png,9987,1F5832E16E44F554807E449787E96FD0D2002FEA6534B79B6AE72D0C417EC5EF,3960,468,L,PNG,targeted_region_or_detail,2026-07-30T13:15:16,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,327,328,316,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2221,3460,360.0,360.0,claude_current,clip_j1328.py,00D8F9686DE1E4FF1AF56F43B073984C3BCE167E932FDCE7D95F5387F2CB1767,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01782,claude_history,p51_defL1a.png,19912,1F5916C9A6C52DAF11DA5F5E492A52AD85228029C27BEEB06E44E77F407D82E1,9000,758,L,PNG,targeted_region_or_detail,2026-07-28T22:46:15,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,51,52,40,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,claude_history,batch207.py,A87163296ECA4E4781B1F28D942F2699ABA1297981E4ADACAAECFD7A9D8E6630,nearest_preceding_90s,controlling_540_page_scan,,,,other,,,,,,,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01783,claude_history,q_98_t9.png,111764,1F595C88EE3FA8D92467563E4B55E51B71584A3FD3398F8A822B4B0A122A4018,3600,286,L,PNG,targeted_region_or_detail,2026-07-29T13:19:36,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,98,99,87,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop_plain.py,6602B0A9F4A7FEA3D676951DD16869212867BB16808D278B4679659B5A8F7BCC,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01784,claude_history,c110_jcomp.png,32148,1F5B66CA6963593C1864BD5615ED929344B454EBCDD5D2720E0D2874A51D9F0F,1601,246,L,PNG,targeted_region_or_detail,2026-07-29T13:45:25,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,110,111,99,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,claude_history,crop_fine_d.py,FA564C73CB9ECD0F8FFCA647B404CA4649155CAF179852316692AE9449004B00,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01785,claude_history,crop_B218_06.png,89638,1F5BE974ACF8CCB00F5BC8893A7490C7AB54425CB30E6FD6DC161FFA1540BEAC,3401,521,L,PNG,targeted_region_or_detail,2026-07-30T12:25:12,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,218,219,207,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,claude_history,crop_p115.py,186CA7B6691F32E34A9676994432F7B1B215BE82AC681FFD8781212817040C97,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01786,claude_current,zz1235_234_prevbot.png,24491,1F65865286F2C796E99B66D69FC872C39423F5EE80764FEEAA9803FB145A348A,3306,782,L,PNG,targeted_region_or_detail,2026-07-30T12:28:03,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,234,235,223,numeric_filename_inference,medium_filename_inference,VIII,expose_VIII_body.tex,6CB4CF45A5328F19D6A4831FE1DEF19E19932BAEB533ABF5CC984E5FE205BE71,0,2221,3486,360.0,360.0,claude_current,crop_i1235.py,B6D9F83B593B4C81E9182A2C9B9DD8E0654E366A5BD910ADD9605F8E359CF994,output_pattern,controlling_540_page_scan,,,,targeted_crop,,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
SGA7I-VIS-01787,claude_history,w_l3.png,23337,1F672DB575959BCFEBECBB172EE15A87BC900096B4DA409445D40879B42B3833,7680,408,L,PNG,targeted_region_or_detail,2026-07-28T22:34:26,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,44,45,33,generator_job,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,claude_history,crop44f.py,B285E9848FDF02612A44975BF9C3B14832EA1A3498DFC3AF0300E1E25DA3588D,nearest_preceding_90s,controlling_540_page_scan,,,,targeted_crop,0.03,0.172,0.99,0.205,8000,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,,,,1,rights_blocked_not_public
