"structural_id","structure_type","label","parent_id","order","cross_reference_ids","source_line_start","source_line_end","source_lf_sha256","target_unit","target_path","target_line_start","target_line_end","target_file_sha256","target_lf_sha256","language","completion_state","review_state","publication_state","continuation_cursor"
"NOE-P42-KO-PARA-007","paragraph","Non-split transition and rank argument","NOE-P42-KO-SEC-I-SUB-003","42","NOE-P42-KO-NOTE-006","77","79","0D8BEBAFB2AFDE06971CAA8292634C7569D12A1AEE8338C80CA7458445FDB2E3","U04","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U04_translation_draft_v001.tex","9","11","CCCA468FA860946FE47BFFFA9E113884D8BC36198A91A293AA85504F28621492","42EBAECCEE8D494BD0FE09BC6DE7F2AEF8675D86EFD6F38ABD75D7BA47863383","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 79"
"NOE-P42-KO-NOTE-006","note","Footnote 6 prospective non-Galois analogue","NOE-P42-KO-PARA-007","43","","77","77","662FC8FB9DD7A4A523D57081978A456AA38F2E8A8B7281D23D945CACC4991F4C","U04","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U04_translation_draft_v001.tex","9","9","CCCA468FA860946FE47BFFFA9E113884D8BC36198A91A293AA85504F28621492","A5C3A0317233F276AC08375C2A477100C86BB644E7C8B7DC8935A21EA5959EA9","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 77"
"NOE-P42-KO-EQ-015","equation","Corner-algebra aligned calculation","NOE-P42-KO-SEC-I-SUB-003","44","","80","88","E1E88A563A6816F570133DD437531539130968A17D6999981DC657BFB7B2B429","U04","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U04_translation_draft_v001.tex","12","20","CCCA468FA860946FE47BFFFA9E113884D8BC36198A91A293AA85504F28621492","E1E88A563A6816F570133DD437531539130968A17D6999981DC657BFB7B2B429","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 88"
"NOE-P42-KO-SEC-II-001","section","Section II maximal orders and regions","NOE-P42-KO-WORK-001","45","","90","93","3AAAA417980F8EA46544B0E3D729DCA32EAE68DB32A285590B2AF08A40D27C90","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","8","11","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","488E518E1A90A3D5496D7057A89499E8C858ACD6E1A2E5CCCE794A56CCC0DA2F","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 93"
"NOE-P42-KO-PARA-008","paragraph","Number-field setup and dual modules","NOE-P42-KO-SEC-II-001","46","NOE-P42-KO-NOTE-007","95","95","8F6DF67A0F6DC8A19BC04801A17F04E100413531D3B2F98BB8984CFB337CB1FD","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","13","13","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","E5E14AAC5C465BFB50596238269CDF44C25BF761E1B0A2D9868585F336AD3405","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 95"
"NOE-P42-KO-NOTE-007","note","Footnote 7 function-field extension","NOE-P42-KO-PARA-008","47","","95","95","8F6DF67A0F6DC8A19BC04801A17F04E100413531D3B2F98BB8984CFB337CB1FD","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","13","13","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","E5E14AAC5C465BFB50596238269CDF44C25BF761E1B0A2D9868585F336AD3405","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 95"
"NOE-P42-KO-THM-II-001","theorem","Theorem II.1 maximal order","NOE-P42-KO-SEC-II-001","48","NOE-P42-KO-PROOF-II-001","97","98","C4E32AF3F752DA5E5D9ECB98F0155174345AF61264227DB508A5EF349F691FCB","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","15","16","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","64512DBC91FFB259BC6BC1284CF9E2884008E7AED661FEC60D499B94EFBB4846","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 98"
"NOE-P42-KO-THM-II-002","theorem","Theorem II.2 reciprocal ideals","NOE-P42-KO-SEC-II-001","49","NOE-P42-KO-PROOF-II-002","100","101","A55B19AEA98CEEAFBFEF96CF9FFB3271A6AA1BE2AE3EDCB1CC99BB0CC54075D8","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","18","19","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","81EF793C1B5BC82B214F403FFB34C42584941B591B40344D2647ABE000D8FED9","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 101"
"NOE-P42-KO-REM-II-001","remark","Remark trace pairing and reciprocity","NOE-P42-KO-THM-II-002","50","","103","103","E408C692F1A58A93C18A7CBA1592DB3C2370B8C8DBEBD1E6015F5579324E13BC","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","21","21","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","E1CBEAF2C04C54874BEE337301F40C2D06C40CB2B5E3EA1704A7ED5486C9A5C6","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 103"
"NOE-P42-KO-THM-II-003","theorem","Theorem II.3 all ideals and maximal orders","NOE-P42-KO-SEC-II-001","51","NOE-P42-KO-PROOF-II-003","105","106","0ADDAFCC2F5579EE8BDCE89C9F6A82342A4ABA14F5F0563EA4CB493F79D90BA9","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","23","24","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","BE632F9C79F3ED4C3DEE8442B48484F50DB5B34CB6EAED0C26A68C306834D839","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 106"
"NOE-P42-KO-THM-II-004","theorem","Theorem II.4 region classification","NOE-P42-KO-SEC-II-001","52","NOE-P42-KO-PROOF-II-004","108","109","6AD74AEA617135BA6FDB5119DB9C69D22680AA7034B610DCC8E1683CB3DC2F04","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","26","27","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","81B6BB9E3E1B4F4821BCC58DFA108A01C2E81E208D075EEF91FD5425D729A02C","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 109"
"NOE-P42-KO-THM-II-004A","theorem","Theorem II.4a principal region","NOE-P42-KO-SEC-II-001","53","NOE-P42-KO-PROOF-II-004A","111","112","E2A9B7E5D993278E757734ED41339055A3244FA22767EFFB5A2B8D80B2A097BA","U05","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U05_translation_draft_v001.tex","29","30","3BE4124FEB2E821E07BFD4CD1102C7621549A8F2F783DBA198F89EE88676985C","73C43B02A1CD5252C5D58B5B8A4CEC399654D612D47E59526D0D6332B9B653B6","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 112"
"NOE-P42-KO-PARA-009","paragraph","Localization setup","NOE-P42-KO-SEC-II-001","54","NOE-P42-KO-LEM-II-001","114","114","C40E7D7446AE6D06D195D6A8C06DC2E85F134AA480982E2AD593C25D377BA33C","U06","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U06_translation_draft_v001.tex","8","8","AB5C4F82EDFA6B6F72D693728A57AB02CC55301032CD219A2EAD0285E0786524","12728C42A3691B2BF609314E83FB288EFB739949C63D11D127A526AEA41FFECD","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 114"
"NOE-P42-KO-LEM-II-001","lemma","Intersection of localized modules","NOE-P42-KO-SEC-II-001","55","NOE-P42-KO-NOTE-008;NOE-P42-KO-COR-II-001","116","117","31AEC268609040BD280BC0C037C8BAA38712D9DEF2072CB7323EEB5AA49B2C48","U06","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U06_translation_draft_v001.tex","10","11","AB5C4F82EDFA6B6F72D693728A57AB02CC55301032CD219A2EAD0285E0786524","F21028C948F45A9A98D98BBD83C0DEA0CA515A0DCEF05C1EE3ADEDDEDC3C6567","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 117"
"NOE-P42-KO-NOTE-008","note","Footnote 8 p-adic version","NOE-P42-KO-LEM-II-001","56","","117","117","0DADEB884DED905FB70B5373BEF391325DD26D422C34168773D374949314231F","U06","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U06_translation_draft_v001.tex","11","11","AB5C4F82EDFA6B6F72D693728A57AB02CC55301032CD219A2EAD0285E0786524","763BFDA51BF4DED7021445C03E3A2A976EFD2CC111ABD165674E006F57EE96FC","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 117"
"NOE-P42-KO-COR-II-001","corollary","Corollaries on components and maximality","NOE-P42-KO-LEM-II-001","57","","119","119","326C2E3BE824AD8A164AA121A3306676A3D319F388E09D42B1C469EF1AFBB410","U06","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U06_translation_draft_v001.tex","13","13","AB5C4F82EDFA6B6F72D693728A57AB02CC55301032CD219A2EAD0285E0786524","07DCEA9B8AAE448234A7A749C47415C41CA0E329CA26890C21A468EBD000D15C","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 119"
"NOE-P42-KO-PROOF-II-001","proof","Proof of Theorem II.1","NOE-P42-KO-THM-II-001","58","NOE-P42-KO-EQ-016;NOE-P42-KO-EQ-017","121","137","6776A4D6E0283CB6E789673A59E1BB7C77552AE422B2F210C8FFB4A6DE2C1FAC","U07","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U07_translation_draft_v001.tex","8","24","46A9FDC6115A902528A9B436B280E63F7AD42C668BC9A30F99DD3D2A1DAF750B","7AECDB6FA0828342A65280F5F0E0DA5629F65402A5567FC0C8CA235A46BABCBF","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 137"
"NOE-P42-KO-EQ-016","equation","Order closure and trace ideal","NOE-P42-KO-PROOF-II-001","59","NOE-P42-KO-NOTE-009","123","130","9B31A77F09BCC70B52C083407F6B2A80F5D8774928849C282A84CD053361D8A4","U07","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U07_translation_draft_v001.tex","10","17","46A9FDC6115A902528A9B436B280E63F7AD42C668BC9A30F99DD3D2A1DAF750B","0663655F4C721EE40CCE57F0EF1D1B1E476B4DB4458A5271C59D46A27A227260","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 130"
"NOE-P42-KO-NOTE-009","note","Footnote 9 trace ideal definition","NOE-P42-KO-EQ-016","60","","130","130","4B9074072115C965B8748072D819F1DE27B4E728E17F89DC6DA3FEBFE7D894BE","U07","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U07_translation_draft_v001.tex","17","17","46A9FDC6115A902528A9B436B280E63F7AD42C668BC9A30F99DD3D2A1DAF750B","B071C36D957A651364161330B062291E5FE7004A8B859D3F768AAA3664FDA1E9","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 130"
"NOE-P42-KO-EQ-017","equation","Localized matrix order","NOE-P42-KO-PROOF-II-001","61","","134","136","F92C2B843C42C59CA6986B6C5B9B4EF1E7C56F679100C85BA8C15F9D4C294B9B","U07","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U07_translation_draft_v001.tex","21","23","46A9FDC6115A902528A9B436B280E63F7AD42C668BC9A30F99DD3D2A1DAF750B","F92C2B843C42C59CA6986B6C5B9B4EF1E7C56F679100C85BA8C15F9D4C294B9B","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 136"
"NOE-P42-KO-REM-II-002","remark","Remark trace ideal equals base ring","NOE-P42-KO-THM-II-001","62","","139","139","1E9409751DC8D147D878F661D269E3E3160CC5EEF5B24976E258823594576863","U07","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U07_translation_draft_v001.tex","26","26","46A9FDC6115A902528A9B436B280E63F7AD42C668BC9A30F99DD3D2A1DAF750B","5FC1DF5CE6DBADCB0765408DC7D57B0F41A12B52FEC19ECABEC0B4F82B63F258","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 139"
"NOE-P42-KO-PROOF-II-002","proof","Proof of Theorem II.2","NOE-P42-KO-THM-II-002","63","NOE-P42-KO-EQ-018","141","160","3EDA988229A5447B558B25855CA21A63DEC7332B76E5A886A8DDF48D0C014157","U08","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U08_translation_draft_v001.tex","8","27","4907FFD6A8869659FF5AE6D895ABBEF198D5845C5342565B2AD74CE7BD6D1A88","2F6AD8C3515FEF6016EDC9D5035944B81956CB7110BB06D236D361B74399D114","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 160"
"NOE-P42-KO-EQ-018","equation","Four reciprocal-ideal identities","NOE-P42-KO-PROOF-II-002","64","","143","160","BDD3F41E78FF83A1EB642C54588B8E2C6BCEDBEA2E261C077D8A8A77DF59BF32","U08","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U08_translation_draft_v001.tex","10","27","4907FFD6A8869659FF5AE6D895ABBEF198D5845C5342565B2AD74CE7BD6D1A88","BDD3F41E78FF83A1EB642C54588B8E2C6BCEDBEA2E261C077D8A8A77DF59BF32","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 160"
"NOE-P42-KO-PROOF-II-003","proof","Proof of Theorem II.3","NOE-P42-KO-THM-II-003","65","NOE-P42-KO-EQ-019;NOE-P42-KO-NOTE-010;NOE-P42-KO-EQ-022","162","179","4B2D1740CBA74404A82BBCFA42CD5BE0AF6448C4AD693F38C7881F172EF208BF","U09","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U09_translation_draft_v001.tex","8","26","D68F2790DF8E66B4F8703230936C7F36F3586E6CC9BC5D3A3DACBCF30AE2CC4B","1C0F7946157600B10B30EDB71EB623D675651AE7FFC0DB75BAD9ED71D9A09E4C","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 179"
"NOE-P42-KO-EQ-019","equation","Left-ideal generator display","NOE-P42-KO-PROOF-II-003","66","","164","167","26DD3FAF6AFAC9B381A08796E152C2413F09C6ABFD02682CFC8AF59277847268","U09","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U09_translation_draft_v001.tex","10","13","D68F2790DF8E66B4F8703230936C7F36F3586E6CC9BC5D3A3DACBCF30AE2CC4B","26DD3FAF6AFAC9B381A08796E152C2413F09C6ABFD02682CFC8AF59277847268","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 167"
"NOE-P42-KO-NOTE-010","note","Footnote 10 non-Galois replacement","NOE-P42-KO-PROOF-II-003","67","NOE-P42-KO-EQ-020;NOE-P42-KO-EQ-021","168","175","B54C3C5770F135837BCBF5BB42F0E5743BDBA9183A0A3A0619568F94001B793C","U09","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U09_translation_draft_v001.tex","14","22","D68F2790DF8E66B4F8703230936C7F36F3586E6CC9BC5D3A3DACBCF30AE2CC4B","7930A76B3CBCFF22B46C9996E1C7A1129E9658B9DBCB13C31B6768167B543F7F","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 175"
"NOE-P42-KO-EQ-020","equation","Non-Galois E_G l display","NOE-P42-KO-NOTE-010","68","","169","171","F51DAA379EDB091E2A8901096F601767E2CE5161FF9F5988000D689E3BC83D9E","U09","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U09_translation_draft_v001.tex","15","17","D68F2790DF8E66B4F8703230936C7F36F3586E6CC9BC5D3A3DACBCF30AE2CC4B","F51DAA379EDB091E2A8901096F601767E2CE5161FF9F5988000D689E3BC83D9E","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 171"
"NOE-P42-KO-EQ-021","equation","Non-Galois module decomposition","NOE-P42-KO-NOTE-010","69","","173","175","073D4CB0A778E07C03626E7AE6B1E84F08CB13193C10B12158597BA62EC185F2","U09","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U09_translation_draft_v001.tex","19","21","D68F2790DF8E66B4F8703230936C7F36F3586E6CC9BC5D3A3DACBCF30AE2CC4B","92EE80EEE51460C744BCB75EE8338A64822DFFD39C24BDB5FD2EBACEAA675345","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 175"
"NOE-P42-KO-EQ-022","equation","E_G l_mu display","NOE-P42-KO-PROOF-II-003","70","","176","178","58FAAEFA549235DC730088AFF900469D2C5C5B400B88ED140ED2BF8B0D3D1237","U09","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U09_translation_draft_v001.tex","23","25","D68F2790DF8E66B4F8703230936C7F36F3586E6CC9BC5D3A3DACBCF30AE2CC4B","758BDA369BADDF08B902447F6B74F76610F04A4C5CAFACC746B9B19966FE67F6","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 178"
"NOE-P42-KO-PROOF-II-004","proof","Proof of Theorem II.4","NOE-P42-KO-THM-II-004","71","","181","182","B545ACACD554C92897D84CB26BDDBA658884BFA79C499927F16C498DB67B0709","U10","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U10_translation_draft_v001.tex","8","9","1F9AEA27C3A9081EC14E938DDAAFF0252DE5D432049B406658C1734D2387914D","4C6E38F8C30BD138ADE782FE1DC265218AB4A313A4059D9BD12CBD981C0DECC2","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 182"
"NOE-P42-KO-PROOF-II-004A","proof","Proof of Theorem II.4a","NOE-P42-KO-THM-II-004A","72","","184","185","0DBECDFFBDDD4C3B0F7BAF9D7A897332629D8C256706A69B5FD7A807B4526CCC","U10","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U10_translation_draft_v001.tex","11","12","1F9AEA27C3A9081EC14E938DDAAFF0252DE5D432049B406658C1734D2387914D","162082507902574912CB625D12213468468506AD97D6FD4E1028C9148396D557","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 185"
"NOE-P42-KO-SEC-III-001","section","Section III arbitrary crossed products","NOE-P42-KO-WORK-001","73","","187","189","2A2AF12EE6AE0E1A8D88FF59FE742546D3C8C4F770FD4B56F0E28355D7497CAC","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","8","10","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","017C891F9757362804662C873C584778C7EAA33812005D2A58948ABFA9DE0780","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 189"
"NOE-P42-KO-PARA-010","paragraph","General-case transition","NOE-P42-KO-SEC-III-001","74","NOE-P42-KO-DEF-III-001","191","191","4CE3DA9D29937798A3815F56B680DB235DA97A3AA273FB7EFF3274AFD7950E17","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","12","12","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","7D026D8EA56B34F07127F487A4445E4E8960A1EC4EC10B45C8BBAEF59A7B5CC9","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 191"
"NOE-P42-KO-DEF-III-001","definition","Definition of a region and principal region","NOE-P42-KO-SEC-III-001","75","","193","193","6375A9F1A7D0360F285C667E553605F9783205C32AC90348B7164C714E7DAE09","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","14","14","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","DAA849347F53B746C7319CC28DC8B8F56543388B5610E2B98450824C2757097A","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 193"
"NOE-P42-KO-PARA-011","paragraph","Theorem bridge","NOE-P42-KO-SEC-III-001","76","NOE-P42-KO-THM-III-001;NOE-P42-KO-THM-III-002","195","195","4E0816D9D1DE11885F7BD271F8B4217262DA3B6928D9D060369F92958889EBEC","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","16","16","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","0ECBF1741D99F33C0A545E703906B986C8F4CB083AE5A79D7E6A198C794E67FF","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 195"
"NOE-P42-KO-THM-III-001","theorem","Theorem III.1 principal-region transformations","NOE-P42-KO-SEC-III-001","77","","197","198","F8303A70543F355C8E7B88F64640BECD7B7927C515291B6BB0DF93F7AF1005B1","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","18","19","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","001DBCEF861D6FF005AABBF819600B2B1EDB66C2936B5B01997DE7401EE3FBF5","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 198"
"NOE-P42-KO-THM-III-002","theorem","Theorem III.2 prime degree","NOE-P42-KO-SEC-III-001","78","NOE-P42-KO-PROOF-III-001","200","201","AEE91601C3DCA0583AB89568961D46663C146C79733996E68B7B47C0A31ADB66","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","21","22","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","7A0419C001C5CA9DA48B4D0A4BD1E969DE58878101E0692FDBD4BE926AF1E368","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 201"
"NOE-P42-KO-PROOF-III-001","proof","Proof of Theorems III.1 and III.2","NOE-P42-KO-THM-III-002","79","NOE-P42-KO-NOTE-011","203","205","E2026EC0B77619D0B3C8BD40B04D4A819EC05FE2CEA1F24E1F7CCAA699B9EDEE","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","24","26","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","04F16073E4DD83D5C07925D995A2F76147B0916B390EF439FAB19FFEB4F073F4","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 205"
"NOE-P42-KO-NOTE-011","note","Footnote 11 local-to-global reference","NOE-P42-KO-PROOF-III-001","80","","203","203","468644942169328E9FF5A70A31EB5697CFB0979245EE74196105AFC042BFC0A3","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","24","24","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","8AED6F637B3D2B7B978493B64331970923A43BD4D8E940849BD69D3E7F4038C5","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 203"
"NOE-P42-KO-PARA-012","paragraph","Further theorem bridge","NOE-P42-KO-SEC-III-001","81","NOE-P42-KO-THM-III-003","207","207","72645F9AFB3930F77F1BED93BF03B79CF1074FB494733F5644C8AF6C7ED177D6","U11","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper42_ko_translation_001_20260804\ko\Noether_Paper42_Korean_U11_translation_draft_v001.tex","28","28","230C4D24A3FDC5796F0FB77F4420030AB0C68208795AF8798D18453A53BDEE01","F67EF04FFB1AD1D5A7F276BD7CF34C2319238EB8A3813474C7E50478BB890150","ko-KR","translated_producer_draft","independent_check_absent","private_working","after stored-source line 207"
