application_id,candidate_id,reader,reference_form,source_relpath,source_line,source_column,visible_text,raw_tex,context,source_sha256,target_label,pdf_destination,target_id,classification,status,resolution_basis
ega3.ega3.application.sha256.30dd8c50304a8db7c830c3128c3e418c0c352b6522ba275848a56e91295b7040,ega3.ega3.candidate.sha256.30dd8c50304a8db7c830c3128c3e418c0c352b6522ba275848a56e91295b7040,ega3,sref,ega3/ega3-4.tex,1938,41,III.4.4.3,\sref{III.4.4.3},that the conclusion of the main theorem \sref{III.4.4.3} remains,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.4.3,subsection*.135,ega3.ega3.target.sha256.583d5409025c77a2fa99b5f62a7c51d9ea6974bbf84fc13f8c63b2f55fe59f02,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.088d57558f4982089bff3fdd6d8ae86296719cac9ce18d6bb448a691a68032bd,ega3.ega3.candidate.sha256.088d57558f4982089bff3fdd6d8ae86296719cac9ce18d6bb448a691a68032bd,ega3,sref,ega3/ega3-4.tex,1940,9,III.4.4.10,\sref{III.4.4.10},"Indeed, \sref{III.4.4.10} shows that $X'$ is open in $X$; and since",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.4.10,subsection*.135,ega3.ega3.target.sha256.583d5409025c77a2fa99b5f62a7c51d9ea6974bbf84fc13f8c63b2f55fe59f02,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.398f63f3ff56a8e48d732b56555678f7e14f354c5c709e584100d98531270bdd,ega3.ega3.candidate.sha256.398f63f3ff56a8e48d732b56555678f7e14f354c5c709e584100d98531270bdd,ega3,sref,ega3/ega3-4.tex,1944,1,III.4.4.3,\sref{III.4.4.3},\sref{III.4.4.3} to this restriction.,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.4.3,subsection*.135,ega3.ega3.target.sha256.583d5409025c77a2fa99b5f62a7c51d9ea6974bbf84fc13f8c63b2f55fe59f02,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.fbf08e44869c345d9efa99c4746c8e12a7e8892c8595a3b7ba76a434bd71739a,ega3.ega3.candidate.sha256.fbf08e44869c345d9efa99c4746c8e12a7e8892c8595a3b7ba76a434bd71739a,ega3,sref,ega3/ega3-4.tex,1948,1,III.4.4.10,\sref{III.4.4.10},"\sref{III.4.4.10}, using dimension theory.",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.4.10,subsection*.135,ega3.ega3.target.sha256.583d5409025c77a2fa99b5f62a7c51d9ea6974bbf84fc13f8c63b2f55fe59f02,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.e7f9938b55898ef4fba9d469844816e2e8c9e488505fb67fba238fb194e663e5,ega3.ega3.candidate.sha256.e7f9938b55898ef4fba9d469844816e2e8c9e488505fb67fba238fb194e663e5,ega3,sref,ega3/ega3-4.tex,1967,13,III.4.1.7,\sref{III.4.1.7},"notation of \sref{III.4.1.7}, with",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.1.7,AMS.115,ega3.ega3.target.sha256.397221bdf8101660cfe6e1315daf5ace84204603747c81f5f90e47879f86a990,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.981806aa54da6c732dbe0a8a5691e034361e393fa3df09386acc0004eafb5439,ega3.ega3.candidate.sha256.981806aa54da6c732dbe0a8a5691e034361e393fa3df09386acc0004eafb5439,ega3,sref,ega3/ega3-4.tex,1990,1,III.3.2.4,\sref{III.3.2.4},\sref{III.3.2.4} that the $\mathrm{E}_2^{pq}$ are finite,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.3.2.4,subsection*.89,ega3.ega3.target.sha256.7294d210d7ab9fa85a287198a153a5e9763ad61cddf870b9163e2e306bcb95d7,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.343322ebd19d76e52d87f188639d553fd72ae89be2657176c2315c5a6ef61d38,ega3.ega3.candidate.sha256.343322ebd19d76e52d87f188639d553fd72ae89be2657176c2315c5a6ef61d38,ega3,sref,ega3/ega3-4.tex,2023,1,III.4.1.7,\sref{III.4.1.7},\sref{III.4.1.7}.,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.1.7,AMS.115,ega3.ega3.target.sha256.397221bdf8101660cfe6e1315daf5ace84204603747c81f5f90e47879f86a990,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.4ed49d626f9c8a6e3cf403a8d78c84c5257679d72bc731cad794b3b992fe60ff,ega3.ega3.candidate.sha256.4ed49d626f9c8a6e3cf403a8d78c84c5257679d72bc731cad794b3b992fe60ff,ega3,sref,ega3/ega3-4.tex,2025,24,III.4.1.10,\sref{III.4.1.10},"The comparison theorem \sref{III.4.1.10} now shows, for every",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.1.10,AMS.131,ega3.ega3.target.sha256.e394b1fbcd1203b402cddd537365161cad9382fac0627e5be944c0c8097a0e75,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.f84d8d576190abc6c21806f346c5d2512e85ead79bf93a0ba26799c21e5efaf0,ega3.ega3.candidate.sha256.f84d8d576190abc6c21806f346c5d2512e85ead79bf93a0ba26799c21e5efaf0,ega3,sref,ega3/ega3-4.tex,2114,25,III.4.5.1,\sref{III.4.5.1},"Under the hypotheses of \sref{III.4.5.1}, suppose in addition that",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.5.1,subsection*.136,ega3.ega3.target.sha256.13a1984a71bb88abb53b99f3cf61bab06957c3302a893515fb4d6a0babae410c,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.3c403ea4c720189a84192c9e9f732766596d521bffab0345acbd22d7376c8034,ega3.ega3.candidate.sha256.3c403ea4c720189a84192c9e9f732766596d521bffab0345acbd22d7376c8034,ega3,sref,ega3/ega3-4.tex,2132,27,III.4.5.1,\sref{III.4.5.1},The special case $n=0$ of \sref{III.4.5.1} may be stated as follows.,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.5.1,subsection*.136,ega3.ega3.target.sha256.13a1984a71bb88abb53b99f3cf61bab06957c3302a893515fb4d6a0babae410c,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.c32a8b8ae8c55b648278b1fdb9af37b8a8bf4c4bfc45281866e52adb4aeef164,ega3.ega3.candidate.sha256.c32a8b8ae8c55b648278b1fdb9af37b8a8bf4c4bfc45281866e52adb4aeef164,ega3,sref,ega3/ega3-4.tex,2136,25,III.4.5.1,\sref{III.4.5.1},"Under the hypotheses of \sref{III.4.5.1}, for every homomorphism",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.5.1,subsection*.136,ega3.ega3.target.sha256.13a1984a71bb88abb53b99f3cf61bab06957c3302a893515fb4d6a0babae410c,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d876ddbc7f0663706183f29fbeeba3fc7cf7c8df5c985765348c53721e8676a6,ega3.ega3.candidate.sha256.d876ddbc7f0663706183f29fbeeba3fc7cf7c8df5c985765348c53721e8676a6,ega3,sref,ega3/ega3-4.tex,2180,1,III.4.2.1,\sref{III.4.2.1},\sref{III.4.2.1} is surjective.,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.2.1,subsection*.132,ega3.ega3.target.sha256.3b2f41d1c78d8dcd69e62cb8134a529f6b48e060704a966dba9390aa8452bea2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.ab87b135e80b881d48e2985a9c538cf8381f2ea630c70a837cd1e810f0db2f88,ega3.ega3.candidate.sha256.ab87b135e80b881d48e2985a9c538cf8381f2ea630c70a837cd1e810f0db2f88,ega3,sref,ega3/ega3-4.tex,2185,1,III.3.2.1,\sref{III.3.2.1},\sref{III.3.2.1}; hence the first assertion will follow once we prove,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.3.2.1,subsection*.89,ega3.ega3.target.sha256.7294d210d7ab9fa85a287198a153a5e9763ad61cddf870b9163e2e306bcb95d7,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.82a8bd55db91b0c2affdaa1578bfbb40ff0360af8d2fbbbeba0e3d8a1e16c1cd,ega3.ega3.candidate.sha256.82a8bd55db91b0c2affdaa1578bfbb40ff0360af8d2fbbbeba0e3d8a1e16c1cd,ega3,sref,ega3/ega3-4.tex,2189,24,III.4.2.1,\sref{III.4.2.1},"\sref[0]{0.5.2.2}. By \sref{III.4.2.1}, it is enough to prove that",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.2.1,subsection*.132,ega3.ega3.target.sha256.3b2f41d1c78d8dcd69e62cb8134a529f6b48e060704a966dba9390aa8452bea2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.6599d7604d29f8a06b2b553f0dc93bc7a6b0b9d00d034d847b4e6fd7770e8b1f,ega3.ega3.candidate.sha256.6599d7604d29f8a06b2b553f0dc93bc7a6b0b9d00d034d847b4e6fd7770e8b1f,ega3,sref,ega3/ega3-4.tex,2298,29,III.4.6.1,\sref{III.4.6.1},"For the second assertion of \sref{III.4.6.1}, we reduce at once, as",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.1,subsection*.138,ega3.ega3.target.sha256.aaa842157dffc048fb2072630777049e33e5342f198c39f88e7d8dc66222035a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.a271775172ec1365443d16d69f0d4ac6443342db7b61a5e1d2423ca9e0690491,ega3.ega3.candidate.sha256.a271775172ec1365443d16d69f0d4ac6443342db7b61a5e1d2423ca9e0690491,ega3,sref,ega3/ega3-4.tex,2299,4,III.4.2.1,\sref{III.4.2.1},"in \sref{III.4.2.1}, to the case in which $Y$ is affine and $y$ is",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.2.1,subsection*.132,ega3.ega3.target.sha256.3b2f41d1c78d8dcd69e62cb8134a529f6b48e060704a966dba9390aa8452bea2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.c380c5a3e062530f1d7b946cd4bb4dd3f32028c2a234790c738d7701e3e9e48a,ega3.ega3.candidate.sha256.c380c5a3e062530f1d7b946cd4bb4dd3f32028c2a234790c738d7701e3e9e48a,ega3,sref,ega3/ega3-4.tex,2311,17,III.4.2.1,\sref{III.4.2.1},It follows from \sref{III.4.2.1} that,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.2.1,subsection*.132,ega3.ega3.target.sha256.3b2f41d1c78d8dcd69e62cb8134a529f6b48e060704a966dba9390aa8452bea2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.f515a88313c7e53c399b4d9b8ad5e138a5b0b277d696864808c4c5bf4d3bda6d,ega3.ega3.candidate.sha256.f515a88313c7e53c399b4d9b8ad5e138a5b0b277d696864808c4c5bf4d3bda6d,ega3,sref,ega3/ega3-4.tex,2381,36,III.4.6.1,\sref{III.4.6.1},"The hypothesis permits us to apply \sref{III.4.6.1}, with $n=1$",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.1,subsection*.138,ega3.ega3.target.sha256.aaa842157dffc048fb2072630777049e33e5342f198c39f88e7d8dc66222035a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.f6c26e45827534af3b74586ec248663528d80df3e299919c96ac40d5416dbc4a,ega3.ega3.candidate.sha256.f6c26e45827534af3b74586ec248663528d80df3e299919c96ac40d5416dbc4a,ega3,sref,ega3/ega3-4.tex,2404,4,III.4.6.1,\sref{III.4.6.1},"By \sref{III.4.6.1}, the canonical homomorphism",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.1,subsection*.138,ega3.ega3.target.sha256.aaa842157dffc048fb2072630777049e33e5342f198c39f88e7d8dc66222035a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.ed2b7755d6691bc21f3e54c6c896c40eaeb3dbeeafa0d163cfa4405834de6c1e,ega3.ega3.candidate.sha256.ed2b7755d6691bc21f3e54c6c896c40eaeb3dbeeafa0d163cfa4405834de6c1e,ega3,sref,ega3/ega3-4.tex,2418,25,III.4.6.2,\sref{III.4.6.2},"Under the hypotheses of \sref{III.4.6.2}, if $u_0$ is injective",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.2,AMS.142,ega3.ega3.target.sha256.0b5159012767abfe566d03c09fdae0809919577b7dde1309808352ecd50b91d9,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.fc00276504bfe16f4845b79ba058998b23a636f9f4e2ad53f55069906ec36443,ega3.ega3.candidate.sha256.fc00276504bfe16f4845b79ba058998b23a636f9f4e2ad53f55069906ec36443,ega3,sref,ega3/ega3-4.tex,2478,1,III.4.6.2,\sref{III.4.6.2},"\sref{III.4.6.2}, are isomorphic to $\sh{E}_0$. Then there is an",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.2,AMS.142,ega3.ega3.target.sha256.0b5159012767abfe566d03c09fdae0809919577b7dde1309808352ecd50b91d9,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.3391179eff504b688832bf2d8aff3687110147882c6415ee38dee89f53c6e51b,ega3.ega3.candidate.sha256.3391179eff504b688832bf2d8aff3687110147882c6415ee38dee89f53c6e51b,ega3,sref,ega3/ega3-4.tex,2485,25,III.4.6.4,\sref{III.4.6.4},"Under the hypotheses of \sref{III.4.6.4} on $f$, $X$, and $Y$,",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.4,AMS.143,ega3.ega3.target.sha256.8b066d93ee7700af61c4085f5fbe120ca65ce9a92597c51c07492844ec51150b,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.b26c2ef038d05f6243e0ec94a6c2b3b1cb2a47a5b4cc186b4f32bd3eba8e4436,ega3.ega3.candidate.sha256.b26c2ef038d05f6243e0ec94a6c2b3b1cb2a47a5b4cc186b4f32bd3eba8e4436,ega3,sref,ega3/ega3-4.tex,2497,23,III.4.6.4,\sref{III.4.6.4},It is enough to apply \sref{III.4.6.4} to the modules,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.4,AMS.143,ega3.ega3.target.sha256.8b066d93ee7700af61c4085f5fbe120ca65ce9a92597c51c07492844ec51150b,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.e302cdbf9ff93fe717221421ac06c0ae8b094aec9a2cdc8b2cf3b780d1e7f873,ega3.ega3.candidate.sha256.e302cdbf9ff93fe717221421ac06c0ae8b094aec9a2cdc8b2cf3b780d1e7f873,ega3,sref,ega3/ega3-4.tex,2504,18,III.4.6.5,\sref{III.4.6.5},"\item[(i)] Using \sref{III.4.6.5}, we shall establish in Chapter~V",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.5,AMS.144,ega3.ega3.target.sha256.bf3c03de010b2c08a6c2dc959c54d09a2923163a0cf8eb32eb0471393d8b52f6,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.f57f2b5cb890e901515c4186ac3e3c6a2de4862f27c33b2195f58c8fff790442,ega3.ega3.candidate.sha256.f57f2b5cb890e901515c4186ac3e3c6a2de4862f27c33b2195f58c8fff790442,ega3,sref,ega3/ega3-4.tex,2507,27,III.4.6.1,\sref{III.4.6.1},"\item[(ii)] The result of \sref{III.4.6.1} will appear in \S\,7 as",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.1,subsection*.138,ega3.ega3.target.sha256.aaa842157dffc048fb2072630777049e33e5342f198c39f88e7d8dc66222035a,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.c404254ba8ca1df4d17e42dc91725205f1567682f060b8e5f519cd2689c5ab82,ega3.ega3.candidate.sha256.c404254ba8ca1df4d17e42dc91725205f1567682f060b8e5f519cd2689c5ab82,ega3,sref,ega3/ega3-4.tex,2558,29,III.4.4.11,\sref{III.4.4.11},"$y\in h^{-1}(z)$, exists by \sref{III.4.4.11}.",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.4.11,subsection*.135,ega3.ega3.target.sha256.583d5409025c77a2fa99b5f62a7c51d9ea6974bbf84fc13f8c63b2f55fe59f02,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.d7dd583d265142ac15542808db5b0b1b2571805406639f3d33038a5a5566f9cd,ega3.ega3.candidate.sha256.d7dd583d265142ac15542808db5b0b1b2571805406639f3d33038a5a5566f9cd,ega3,sref,ega3/ega3-4.tex,2590,4,III.4.6.3,\sref{III.4.6.3},"in \sref{III.4.6.3}, from Nakayama's lemma.",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.3,AMS.143,ega3.ega3.target.sha256.8b066d93ee7700af61c4085f5fbe120ca65ce9a92597c51c07492844ec51150b,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.81ee55abdfaf639826a420c82dbb1de0f0bed2246a3c99c6e0261c7a8721e17b,ega3.ega3.candidate.sha256.81ee55abdfaf639826a420c82dbb1de0f0bed2246a3c99c6e0261c7a8721e17b,ega3,sref,ega3/ega3-4.tex,2740,22,III.4.6.7,\sref{III.4.6.7},"same reasoning as in \sref{III.4.6.7}, to show that for every",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.6.7,AMS.144,ega3.ega3.target.sha256.bf3c03de010b2c08a6c2dc959c54d09a2923163a0cf8eb32eb0471393d8b52f6,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.e7ff9135f3a28518d5e86fd4a44fe2a62e7b4d05293361dd5f167fd9c3070a47,ega3.ega3.candidate.sha256.e7ff9135f3a28518d5e86fd4a44fe2a62e7b4d05293361dd5f167fd9c3070a47,ega3,sref,ega3/ega3-4.tex,2751,36,III.4.4.11,\sref{III.4.4.11},"$f$ is proper \sref[II]{II.5.4.3}, \sref{III.4.4.11} gives an open",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.4.11,subsection*.135,ega3.ega3.target.sha256.583d5409025c77a2fa99b5f62a7c51d9ea6974bbf84fc13f8c63b2f55fe59f02,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.bcb74ca4aaffb7f6d295a7d1156011c8d35b9a1a45ea4a60c0fe28a990b88a50,ega3.ega3.candidate.sha256.bcb74ca4aaffb7f6d295a7d1156011c8d35b9a1a45ea4a60c0fe28a990b88a50,ega3,sref,ega3/ega3-4.tex,2842,1,III.2.6.1,\sref{III.2.6.1},"\sref{III.2.6.1}, c), and prove that for every coherent",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.2.6.1,subsection*.84,ega3.ega3.target.sha256.8301794e5f0d632abef683b40c31984fc7203f8d97e5293c041b7c68f1161599,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.6d25ccad6352c527c79df9f7a96a0d20373916f1db3e16ea85716abb9b29ffa4,ega3.ega3.candidate.sha256.6d25ccad6352c527c79df9f7a96a0d20373916f1db3e16ea85716abb9b29ffa4,ega3,sref,ega3/ega3-4.tex,2913,1,III.2.4.1,\sref{III.2.4.1},"\sref{III.2.4.1}, (ii), to",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.2.4.1,subsection*.78,ega3.ega3.target.sha256.2afab6ea55907949c15db216ac859ed90e0fad700ce3e17f45e0522bcbc4f3a5,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.eefbb7130a88a0c751e41226990baae2bda51f42c161b95ad8206c1ae7ca8512,ega3.ega3.candidate.sha256.eefbb7130a88a0c751e41226990baae2bda51f42c161b95ad8206c1ae7ca8512,ega3,sref,ega3/ega3-4.tex,2947,1,III.4.2.1,\sref{III.4.2.1},"\sref{III.4.2.1}, it follows that",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.2.1,subsection*.132,ega3.ega3.target.sha256.3b2f41d1c78d8dcd69e62cb8134a529f6b48e060704a966dba9390aa8452bea2,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.f4277ecd226119279984ae99b5504ff5445cb78446f77f75e0548ed3bf8696ee,ega3.ega3.candidate.sha256.f4277ecd226119279984ae99b5504ff5445cb78446f77f75e0548ed3bf8696ee,ega3,sref,ega3/ega3-4.tex,3081,4,III.4.8.1,\sref{III.4.8.1},"of \sref{III.4.8.1} are satisfied, the morphism $f$ is said to be",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.1,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.a2d85f7bcb2884518f747c641cb845c19f1d61878649f7b0b172886684c80572,ega3.ega3.candidate.sha256.a2d85f7bcb2884518f747c641cb845c19f1d61878649f7b0b172886684c80572,ega3,sref,ega3/ega3-4.tex,3128,1,III.4.8.1,\sref{III.4.8.1},"\sref{III.4.8.1}, the other assertions reduce at once to the",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.1,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.9426b4e3c121bba006aa03b0ee52ed6def36065ab09d141fca62f111564e5916,ega3.ega3.candidate.sha256.9426b4e3c121bba006aa03b0ee52ed6def36065ab09d141fca62f111564e5916,ega3,sref,ega3/ega3-4.tex,3227,1,III.4.8.1,\sref{III.4.8.1},"\sref{III.4.8.1} \sref[I]{I.10.12.3.1}. Moreover, the proof of",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.1,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.62bd79b46de6134a7d33313d3b509646aeca2451ec637267a32b39e43279ad91,ega3.ega3.candidate.sha256.62bd79b46de6134a7d33313d3b509646aeca2451ec637267a32b39e43279ad91,ega3,sref,ega3/ega3-4.tex,3228,1,III.4.8.6,\sref{III.4.8.6},\sref{III.4.8.6} shows that,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.6,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.36d19aa4697938d90afc04e79353852189bb90a7e0f563c62e3de138aef6da15,ega3.ega3.candidate.sha256.36d19aa4697938d90afc04e79353852189bb90a7e0f563c62e3de138aef6da15,ega3,sref,ega3/ega3-4.tex,3282,34,III.4.8.8,\sref{III.4.8.8},"Under the canonical bijection of \sref{III.4.8.8}, closed",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.8,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.81f9c3dd8385b96639a3a465d2c3e5c14f1b982f2d04f4a90ef7095c07aca3ce,ega3.ega3.candidate.sha256.81f9c3dd8385b96639a3a465d2c3e5c14f1b982f2d04f4a90ef7095c07aca3ce,ega3,sref,ega3/ega3-4.tex,3300,37,III.4.8.1,\sref{III.4.8.1},"With the notation and hypotheses of \sref{III.4.8.1}, an adic",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.1,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.8683b06f81987253a1f596b65e2d1fa6c056e26d3641e95b6ae72f1604bec498,ega3.ega3.candidate.sha256.8683b06f81987253a1f596b65e2d1fa6c056e26d3641e95b6ae72f1604bec498,ega3,sref,ega3/ega3-4.tex,3306,27,III.4.8.9,\sref{III.4.8.9},This follows at once from \sref{III.4.8.9} and the surjectivity,23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.9,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.0f831f2de45102551f368191b8bc78e52beb44e337adac6082d55584bfdd0c9a,ega3.ega3.candidate.sha256.0f831f2de45102551f368191b8bc78e52beb44e337adac6082d55584bfdd0c9a,ega3,sref,ega3/ega3-4.tex,3321,20,III.3.4.1,\sref{III.3.4.1},"By the definitions \sref{III.3.4.1} and \sref{III.4.8.2}, the",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.3.4.1,subsection*.93,ega3.ega3.target.sha256.4e6bd93ba44f3ec6daecde2aceca5286ceb9101338670b9ccc4a4bd277242086,explicit_same_reader_reference,applied_local_link,exact active local aux label
ega3.ega3.application.sha256.eefa2be4b6ba0d804fd6af53ae66f2cd03211383053b37aea0ce341ada3ef91e,ega3.ega3.candidate.sha256.eefa2be4b6ba0d804fd6af53ae66f2cd03211383053b37aea0ce341ada3ef91e,ega3,sref,ega3/ega3-4.tex,3321,41,III.4.8.2,\sref{III.4.8.2},"By the definitions \sref{III.3.4.1} and \sref{III.4.8.2}, the",23E9BBF84E3F413D60E083DA9D773AEF58280BBA5045F3D67E3B99D7FECB4FF4,III.4.8.2,subsection*.146,ega3.ega3.target.sha256.736f80943018af1e579206ae0ea790e3bb475296ba5a7cf448f9df691d3b8038,explicit_same_reader_reference,applied_local_link,exact active local aux label
