residual_id,candidate_id,reader,reference_form,source_relpath,source_line,source_column,visible_text,raw_tex,context,source_sha256,target_label,pdf_destination,target_id,classification,status,resolution_basis
ega3.ega0.residual.sha256.dfdf5cecb991c999c97bf267d0204fac2bdeea6aff6ae8b8e26741618d68be12,ega3.ega0.candidate.sha256.dfdf5cecb991c999c97bf267d0204fac2bdeea6aff6ae8b8e26741618d68be12,ega0,plain_dotted_locator,ega0/ega0-13.tex,1308,30,2.3,2.3,"construction and from (M, V, 2.3).",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.d2ba844e9174a38c281c52e15198ac7738eac3c4ded95d1e966a7fc6806ac08e,ega3.ega0.candidate.sha256.d2ba844e9174a38c281c52e15198ac7738eac3c4ded95d1e966a7fc6806ac08e,ega0,plain_dotted_locator,ega0/ega0-13.tex,1612,29,2.3,2.3,"It then follows from (M, V, 2.3) that the morphism of complexes",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.97d8a6270b39a6d26c934d48e891957ce41451d765848d185f22c263c696066a,ega3.ega0.candidate.sha256.97d8a6270b39a6d26c934d48e891957ce41451d765848d185f22c263c696066a,ega0,plain_dotted_locator,ega0/ega0-13.tex,2077,28,0.7.6.11,0.7.6.11,"(\sref[0\textsubscript{I}]{0.7.6.11}), namely the separated",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.67f8154c5bb75e66f0e28e88b0cc217122da671c19dd67eb7f74b5a07ae6a536,ega3.ega0.candidate.sha256.67f8154c5bb75e66f0e28e88b0cc217122da671c19dd67eb7f74b5a07ae6a536,ega0,plain_dotted_locator,ega0/ega0-13.tex,2079,28,0.7.6.2,0.7.6.2,(\sref[0\textsubscript{I}]{0.7.6.2}).,84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.1ff28577b2eac8c9b16b1e6cb4ba5b1e1269ec7dfe933f21eb0ff62860ced9be,ega3.ega0.candidate.sha256.1ff28577b2eac8c9b16b1e6cb4ba5b1e1269ec7dfe933f21eb0ff62860ced9be,ega0,plain_dotted_locator,ega0/ega0-13.tex,2080,43,0.7.7.8,0.7.7.8,It follows from \sref[0\textsubscript{I}]{0.7.7.8} and,84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.e3f07db646e679f2e096b29fcd539a485540975f921767b1f3cdfcd4b3970874,ega3.ega0.candidate.sha256.e3f07db646e679f2e096b29fcd539a485540975f921767b1f3cdfcd4b3970874,ega0,plain_dotted_locator,ega0/ega0-13.tex,2081,27,0.7.7.1,0.7.7.1,\sref[0\textsubscript{I}]{0.7.7.1} that,84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.c1e6384fb52fc03105158347583755ffcdfa6f20f1f2fbb93ef3931a18be90b3,ega3.ega0.candidate.sha256.c1e6384fb52fc03105158347583755ffcdfa6f20f1f2fbb93ef3931a18be90b3,ega0,textsection_locator,ega0/ega0-13.tex,304,1,3,\textsection3,"\textsection3, th.~1) that, under the hypotheses imposed on",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,section:0.3,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.3e9032ab30453dcdf11dc86a26509bf8faac085add9088f55edb61b9727f8958,ega3.ega0.candidate.sha256.3e9032ab30453dcdf11dc86a26509bf8faac085add9088f55edb61b9727f8958,ega0,textsection_locator,ega0/ega0-13.tex,901,43,2,\textsection2,"(Bourbaki, \emph{Alg.\ comm.}, chap.~III, \textsection2,",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,section:0.2,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.2f613e9b7f6cbe18b651456d6b4e9ebbcde1489e680d8b733acb55667957588d,ega3.ega0.candidate.sha256.2f613e9b7f6cbe18b651456d6b4e9ebbcde1489e680d8b733acb55667957588d,ega0,textsection_locator,ega0/ega0-13.tex,947,31,3,\textsection3,"3\textsuperscript{e}~\'{e}d., \textsection3,",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,section:0.3,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.b3b4ef008c68a94a80c6d08dd3a24794e3c5064a75a8d2e300388748b1fe0b53,ega3.ega0.candidate.sha256.b3b4ef008c68a94a80c6d08dd3a24794e3c5064a75a8d2e300388748b1fe0b53,ega0,textsection_locator,ega0/ega0-13.tex,1953,43,2,\textsection2,"(Bourbaki, \emph{Alg.\ comm.}, chap.~III, \textsection2,",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,section:0.2,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.8c7f6317c63ded5d695b3ef05992d7668d2b9cdfadba8458da1bb3290f7f0124,ega3.ega0.candidate.sha256.8c7f6317c63ded5d695b3ef05992d7668d2b9cdfadba8458da1bb3290f7f0124,ega0,textsection_locator,ega0/ega0-13.tex,2041,1,3,\textsection3,"\textsection3, n\textsuperscript{o}~1, prop.~3.",84C0F7559FE28EFAEAB7B6AF16A09D7692BF8ED89C531BB408E7DC1CBAAAD35A,section:0.3,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.e8a6c4da3727127be2962485cf750bcddf6b4d3cb6afb376445e3185a1dcfb6c,ega3.ega0.candidate.sha256.e8a6c4da3727127be2962485cf750bcddf6b4d3cb6afb376445e3185a1dcfb6c,ega0,sref,ega0/ega0-14.tex,72,105,I,\sref[0\textsubscript{I},"For every irreducible closed subset $Z$ of $Y$, the closure $\overline{Z}$ of $Z$ in $X$ is irreducible \sref[0\textsubscript{I}]{0.2.1.2}, and $\overline{Z}\cap Y=Z$, whence (i).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.48125fb99feb6bb3c28051d92d830a2e4efdfb05805c4fdbbf1cc4e53aaec7f5,ega3.ega0.candidate.sha256.48125fb99feb6bb3c28051d92d830a2e4efdfb05805c4fdbbf1cc4e53aaec7f5,ega0,sref,ega0/ega0-14.tex,73,138,I,\sref[0\textsubscript{I},"Now, if $X=\bigcup_{i=1}^nX_i$, where the $X_i$ are closed, then every irreducible closed subset of $X$ is contained in one of the $X_i$ \sref[0\textsubscript{I}]{0.2.1.1}, and so every chain of irreducible closed subsets of $X$ is contained in one of the $X_i$, whence (ii).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.d26650bb8974de80a3ef59789fb1a1cc0ecb787ab27c7a4952d93c12a08d37b9,ega3.ega0.candidate.sha256.d26650bb8974de80a3ef59789fb1a1cc0ecb787ab27c7a4952d93c12a08d37b9,ega0,sref,ega0/ega0-14.tex,114,82,I,\sref[0\textsubscript{I},"for every open subset $U\subset X$ that contains $x$, $U\cap Z_i$ is irreducible \sref[0\textsubscript{I}]{0.2.1.6} and closed in $U$, and since we have $\overline{U\cap Z_i}=Z_i$ in $X$, the $U\cap Z_i$ are pairwise distinct;",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.a2ca55effead49d35f32cbf4dcabb2d5f14e804e1ea8c0cb329c642655a584b8,ega3.ega0.candidate.sha256.a2ca55effead49d35f32cbf4dcabb2d5f14e804e1ea8c0cb329c642655a584b8,ega0,sref,ega0/ega0-14.tex,134,43,I,\sref[0\textsubscript{I},"Let $X$ be a Noetherian Kolmogoroff space \sref[0\textsubscript{I}]{0.2.1.3}, and $F$ the set of closed points of $X$.",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.65228b06eefa6833fb6d4543d5da46880a851a20cee43037e4577501b9c607f6,ega3.ega0.candidate.sha256.65228b06eefa6833fb6d4543d5da46880a851a20cee43037e4577501b9c607f6,ega0,sref,ega0/ega0-14.tex,139,116,I,\sref[0\textsubscript{I},"With the notation from the proof of \sref{0.14.1.6}, it suffices to note that there exists a closed point in $Z_0$ \sref[0\textsubscript{I}]{0.2.1.3}.",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.171a30a1d63ef21ca1c9299ff8fdb8e0117e1ed6b3826604bfdd4cccc504a881,ega3.ega0.candidate.sha256.171a30a1d63ef21ca1c9299ff8fdb8e0117e1ed6b3826604bfdd4cccc504a881,ega0,sref,ega0/ega0-14.tex,151,66,I,\sref[0\textsubscript{I},"since every irreducible component of $X$ contains a closed point \sref[0\textsubscript{I}]{0.2.1.3}, it must be exactly this single point.",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.196572ea68784647045f555527b01fc2e778666c1265c8432800a712a527809d,ega3.ega0.candidate.sha256.196572ea68784647045f555527b01fc2e778666c1265c8432800a712a527809d,ega0,sref,ega0/ega0-14.tex,187,308,IV.5.4.3,\sref[IV]{IV.5.4.3},"if $K$ and $k$ are the field of fractions and the residue field of $A$ (respectively), then $X$ is the spectrum of the ring $k\times K$, and $f$ is the continuous map corresponding to the homomorphism $(\vphi,\psi):A\to k\times K$, where $\vphi:A\to k$ and $\psi:A\to K$ are the canonical homomorphism (cf.~\sref[IV]{IV.5.4.3}).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,IV.5.4.3,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.b67768b87efb8d41c232380cc2f40ec43bd2d55ad65c9b85c67e0244153e73ef,ega3.ega0.candidate.sha256.b67768b87efb8d41c232380cc2f40ec43bd2d55ad65c9b85c67e0244153e73ef,ega0,sref,ega0/ega0-14.tex,260,9,I,\sref[0\textsubscript{I},"We know \sref[0\textsubscript{I}]{0.2.1.6} that $Z\mapsto\overline{Z}$ is a bijection from the set of irreducible closed subsets of $U$ to the set of irreducible closed subsets of $X$ that meet $U$, and, in particular, induces a correspondence between the irreducible components of $Y\cap U$ and the irreducible components of $Y$ that meet $U$;",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.7e1b94430799f33f2efdefb904d68865b3e8f9ebecb7a60e53e279e5b042d355,ega3.ega0.candidate.sha256.7e1b94430799f33f2efdefb904d68865b3e8f9ebecb7a60e53e279e5b042d355,ega0,sref,ega0/ega0-14.tex,294,203,I,\sref[0\textsubscript{I},"Every irreducible component of one of the $Y_i$ is contained in an irreducible component of $Y$, and, conversely, every irreducible component of $Y$ is also an irreducible component of ome of the $Y_i$ \sref[0\textsubscript{I}]{0.2.1.1};",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.be9d109a1de0dca919f663e70700bf43d5e28d291d4e9516d1e5730613e32710,ega3.ega0.candidate.sha256.be9d109a1de0dca919f663e70700bf43d5e28d291d4e9516d1e5730613e32710,ega0,sref,ega0/ega0-14.tex,373,200,I,\sref[0\textsubscript{I},The hypotheses on $X$ imply that the first and last elements of a maximal chain of irreducible closed subsets of $X$ are necessarily a closed point and an irreducible component of $X$ (respectively) \sref[0\textsubscript{I}]{0.2.1.3};,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.a0b59c408eeff2a9866c96370b75ad4a46023541f79dda38f405dcacd201aa46,ega3.ega0.candidate.sha256.a0b59c408eeff2a9866c96370b75ad4a46023541f79dda38f405dcacd201aa46,ega0,sref,ega0/ega0-14.tex,386,197,I,\sref[0\textsubscript{I},"further, with the same choice of $Y$ and $Z$ as above, \sref{0.14.3.3.2} again implies that $\codim(\{x\},X)=\dim(Z)$, and so (since every irreducible component of $X$ contains a closed point, by \sref[0\textsubscript{I}]{0.2.1.3}), (d) implies (b).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,I,,,external_or_unavailable_volume_reference,reviewed_positive_residual,explicit reference target is outside this standalone reader
ega3.ega0.residual.sha256.7c9da0cad9dce449bec06a1c287c0440c633b227f08c1cd867c883fb29c29e1a,ega3.ega0.candidate.sha256.7c9da0cad9dce449bec06a1c287c0440c633b227f08c1cd867c883fb29c29e1a,ega0,plain_dotted_locator,ega0/ega0-14.tex,72,131,0.2.1.2,0.2.1.2,"For every irreducible closed subset $Z$ of $Y$, the closure $\overline{Z}$ of $Z$ in $X$ is irreducible \sref[0\textsubscript{I}]{0.2.1.2}, and $\overline{Z}\cap Y=Z$, whence (i).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.561a690fef1602a30f7cb05464ce30af3028fa42e9e9bd17bd27bb92aad4baea,ega3.ega0.candidate.sha256.561a690fef1602a30f7cb05464ce30af3028fa42e9e9bd17bd27bb92aad4baea,ega0,plain_dotted_locator,ega0/ega0-14.tex,73,164,0.2.1.1,0.2.1.1,"Now, if $X=\bigcup_{i=1}^nX_i$, where the $X_i$ are closed, then every irreducible closed subset of $X$ is contained in one of the $X_i$ \sref[0\textsubscript{I}]{0.2.1.1}, and so every chain of irreducible closed subsets of $X$ is contained in one of the $X_i$, whence (ii).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.3a2872b9ac622b4f4d3ebb2c4e8e72b53a7424d64991ffaa97a33eb344114943,ega3.ega0.candidate.sha256.3a2872b9ac622b4f4d3ebb2c4e8e72b53a7424d64991ffaa97a33eb344114943,ega0,plain_dotted_locator,ega0/ega0-14.tex,114,108,0.2.1.6,0.2.1.6,"for every open subset $U\subset X$ that contains $x$, $U\cap Z_i$ is irreducible \sref[0\textsubscript{I}]{0.2.1.6} and closed in $U$, and since we have $\overline{U\cap Z_i}=Z_i$ in $X$, the $U\cap Z_i$ are pairwise distinct;",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.8cf9f0698e83a9086ecea342acf38aa9886f9edb7b7187460505cb39c30d5d31,ega3.ega0.candidate.sha256.8cf9f0698e83a9086ecea342acf38aa9886f9edb7b7187460505cb39c30d5d31,ega0,plain_dotted_locator,ega0/ega0-14.tex,134,69,0.2.1.3,0.2.1.3,"Let $X$ be a Noetherian Kolmogoroff space \sref[0\textsubscript{I}]{0.2.1.3}, and $F$ the set of closed points of $X$.",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.ceadd503c46a78ddfddc2747cd40af6e510f0d9426839ec36750e9a7b6f53465,ega3.ega0.candidate.sha256.ceadd503c46a78ddfddc2747cd40af6e510f0d9426839ec36750e9a7b6f53465,ega0,plain_dotted_locator,ega0/ega0-14.tex,139,142,0.2.1.3,0.2.1.3,"With the notation from the proof of \sref{0.14.1.6}, it suffices to note that there exists a closed point in $Z_0$ \sref[0\textsubscript{I}]{0.2.1.3}.",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.03614850d1e29e47427c4345c955569a7bdda942f7ca390138ad5c024a05ffe0,ega3.ega0.candidate.sha256.03614850d1e29e47427c4345c955569a7bdda942f7ca390138ad5c024a05ffe0,ega0,plain_dotted_locator,ega0/ega0-14.tex,151,92,0.2.1.3,0.2.1.3,"since every irreducible component of $X$ contains a closed point \sref[0\textsubscript{I}]{0.2.1.3}, it must be exactly this single point.",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.f86fe2a668834766dbf1005e83f0662cab7c51885c4260d9f46ea5d4cae228f9,ega3.ega0.candidate.sha256.f86fe2a668834766dbf1005e83f0662cab7c51885c4260d9f46ea5d4cae228f9,ega0,plain_dotted_locator,ega0/ega0-14.tex,260,35,0.2.1.6,0.2.1.6,"We know \sref[0\textsubscript{I}]{0.2.1.6} that $Z\mapsto\overline{Z}$ is a bijection from the set of irreducible closed subsets of $U$ to the set of irreducible closed subsets of $X$ that meet $U$, and, in particular, induces a correspondence between the irreducible components of $Y\cap U$ and the irreducible components of $Y$ that meet $U$;",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.f517b305cfb969c48c1805fa750bd6f41fd0737c546c0bf7c6e4b0e32abb6c69,ega3.ega0.candidate.sha256.f517b305cfb969c48c1805fa750bd6f41fd0737c546c0bf7c6e4b0e32abb6c69,ega0,plain_dotted_locator,ega0/ega0-14.tex,294,229,0.2.1.1,0.2.1.1,"Every irreducible component of one of the $Y_i$ is contained in an irreducible component of $Y$, and, conversely, every irreducible component of $Y$ is also an irreducible component of ome of the $Y_i$ \sref[0\textsubscript{I}]{0.2.1.1};",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.5f2e91b2656b82045155a1222eab1cef5556071a963fcf6250946b5a7e275cd4,ega3.ega0.candidate.sha256.5f2e91b2656b82045155a1222eab1cef5556071a963fcf6250946b5a7e275cd4,ega0,plain_dotted_locator,ega0/ega0-14.tex,373,226,0.2.1.3,0.2.1.3,The hypotheses on $X$ imply that the first and last elements of a maximal chain of irreducible closed subsets of $X$ are necessarily a closed point and an irreducible component of $X$ (respectively) \sref[0\textsubscript{I}]{0.2.1.3};,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.b5f0490e35d3c7598b6f3a04184161185f89947f022383a94914fce9110665cf,ega3.ega0.candidate.sha256.b5f0490e35d3c7598b6f3a04184161185f89947f022383a94914fce9110665cf,ega0,plain_dotted_locator,ega0/ega0-14.tex,386,223,0.2.1.3,0.2.1.3,"further, with the same choice of $Y$ and $Z$ as above, \sref{0.14.3.3.2} again implies that $\codim(\{x\},X)=\dim(Z)$, and so (since every irreducible component of $X$ contains a closed point, by \sref[0\textsubscript{I}]{0.2.1.3}), (d) implies (b).",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,external_work_or_cross_volume_locator,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
ega3.ega0.residual.sha256.3198bd013c5d74663aa01e824cf935a95977b45c0a6872dc4ad2b673b757a9e8,ega3.ega0.candidate.sha256.3198bd013c5d74663aa01e824cf935a95977b45c0a6872dc4ad2b673b757a9e8,ega0,textsection_locator,ega0/ega0-14.tex,10,3,14,\textsection14,\textsection14. & Combinatorial dimension of a topological space.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,section:0.14,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.a4400272fa98b026ec6b16244472558bb258654850283d2542c1b437b704caa3,ega3.ega0.candidate.sha256.a4400272fa98b026ec6b16244472558bb258654850283d2542c1b437b704caa3,ega0,textsection_locator,ega0/ega0-14.tex,11,3,15,\textsection15,\textsection15. & $M$-regular sequences and $\sh{F}$-regular sequences.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.9c656b159e684c75232ae2214b14492a8850b19bf01d06d9cfd45df494b8d93c,ega3.ega0.candidate.sha256.9c656b159e684c75232ae2214b14492a8850b19bf01d06d9cfd45df494b8d93c,ega0,textsection_locator,ega0/ega0-14.tex,12,3,16,\textsection16,\textsection16. & Dimension and depth of Noetherian local rings.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.4747da2fe68f6b2fbfd5087080f197c85bcb5719a2a15db1555bfb123749c94d,ega3.ega0.candidate.sha256.4747da2fe68f6b2fbfd5087080f197c85bcb5719a2a15db1555bfb123749c94d,ega0,textsection_locator,ega0/ega0-14.tex,13,3,17,\textsection17,\textsection17. & Regular rings.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.b304620012416939ef8d3c0ac1b7a1986cfb2050b2d4bf98d9033b58fedf3b56,ega3.ega0.candidate.sha256.b304620012416939ef8d3c0ac1b7a1986cfb2050b2d4bf98d9033b58fedf3b56,ega0,textsection_locator,ega0/ega0-14.tex,14,3,18,\textsection18,\textsection18. & Supplement on extensions of algebras.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.fb86775e94c28830a679f2b94940b44ca683cb589633bb2bac32b668275fb1ab,ega3.ega0.candidate.sha256.fb86775e94c28830a679f2b94940b44ca683cb589633bb2bac32b668275fb1ab,ega0,textsection_locator,ega0/ega0-14.tex,15,3,19,\textsection19,\textsection19. & Formally smooth algebras and Cohen rings.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.9cfb53984e266db8e6859d5e2c3e6bacb090b513eabe2dc0b0447f48954986e6,ega3.ega0.candidate.sha256.9cfb53984e266db8e6859d5e2c3e6bacb090b513eabe2dc0b0447f48954986e6,ega0,textsection_locator,ega0/ega0-14.tex,16,3,20,\textsection20,\textsection20. & Derivations and differentials.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.c7f4f4505476a1ab53daa20e0286c0f9c646cac6966777b669017522f8e4bea5,ega3.ega0.candidate.sha256.c7f4f4505476a1ab53daa20e0286c0f9c646cac6966777b669017522f8e4bea5,ega0,textsection_locator,ega0/ega0-14.tex,17,3,21,\textsection21,\textsection21. & Differentials in rings of characteristic $p$.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.bd98dd0b3bbf149f3d5ed7958ccef05cfe06b7dab5fe63b4d46f217eaf7526a1,ega3.ega0.candidate.sha256.bd98dd0b3bbf149f3d5ed7958ccef05cfe06b7dab5fe63b4d46f217eaf7526a1,ega0,textsection_locator,ega0/ega0-14.tex,18,3,22,\textsection22,\textsection22. & Differential criteria for smoothness and regularity.\\,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.f7dbf5b54d2a449dbe606a1184995dcaa41524f5a3e8dc17efc5915bfe65e3d5,ega3.ega0.candidate.sha256.f7dbf5b54d2a449dbe606a1184995dcaa41524f5a3e8dc17efc5915bfe65e3d5,ega0,textsection_locator,ega0/ega0-14.tex,19,3,23,\textsection23,\textsection23. & Japanese rings.,F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,,,,structural_section_heading,reviewed_positive_residual,number is the visible source structural heading and is not a use edge
ega3.ega0.residual.sha256.d580af884baf1a4d472303a3d71e4b40cc797da361cc9822ce0e02fe1ca16b6c,ega3.ega0.candidate.sha256.d580af884baf1a4d472303a3d71e4b40cc797da361cc9822ce0e02fe1ca16b6c,ega0,textsection_locator,ega0/ega0-14.tex,25,27,5,\textsection5,"Together with \textsection\textsection5,~6, and~7 of Chapter~IV (where we use the language of schemes), these sections constitute, in the middle of our treatise, a miniature special treatise, somewhat independent of Chapters~I to~III, and one that aims to present, in a coherent manner, the properties of rings that ``behave well'' with respect to operations such as completion, or integral closure, by systematically associating these properties to more general ideas.\footnote{The majority of properties which we discuss were discovered by Chevalley, Zariski, Nagata, and Serre. The method used here was first developed in the autumn of 1961, in a course taught at Harvard University by A.~Grothendieck.}",F6D5459A817092956CF5756A2105F5EF141D5C5BF1ACF410C6A952AC758CDA65,section:0.5,,,external_work_or_cross_volume_section,reviewed_positive_residual,same-line source syntax explicitly identifies an external work or volume
