edge_id,reader,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,pdf_destination,target_id,target_pdf_page,origin_class,status
ega3.ega0.edge.sha256.0a924a0846ab364cfa63e921c0af3ae6c5e858166713309319775d92f909f052,ega0,64,7,215.418,505.240,257.377,518.729,subsection*.81,ega3.ega0.target.sha256.1c58f43e552700ec89b370faf474fe9d5681c0906f63cb8d8822a00745a64e27,42,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.685f7be2ed1c8cc2f3428d985cffb39ac06e80b9143fe6a03d13c47758434277,ega0,64,8,373.491,505.240,415.450,518.729,subsection*.70,ega3.ega0.target.sha256.95d6d5f57effd7ffbacd12eef2ac88830f609800303e8fba1dacc1d894507a45,34,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c15aa8f2ed609fde323fff8257d47be9f1a7c6fd326269ff096d8c75b246c027,ega0,66,0,196.769,557.510,230.303,571.493,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.65f6f72300c6e105d44ad0cc76b9f9f0a12be5b19ddc01e9c9937af526dd7be6,ega0,66,1,197.916,459.766,232.773,471.775,AMS.115,ega3.ega0.target.sha256.7c5ffd6cf7c14a828ca822177b6fce16263b35ca2ecd229ce5b35b36e673e6ac,64,reviewed_reference_only_application,resolved_internal_goto
ega3.ega0.edge.sha256.5b532c76c2cdc0540314c8133de6f357fe712daac7cc7c91c6ebb8ca64b2ece9,ega0,66,2,322.258,459.766,357.115,471.775,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,reviewed_reference_only_application,resolved_internal_goto
ega3.ega0.edge.sha256.59cebb8532a26b04e80105f74b835958c4d92bf1ef2e4677c5d4c240a7431db5,ega0,66,3,148.998,259.631,182.532,273.235,subsection*.113,ega3.ega0.target.sha256.6e3be53e6004b7647b2f8662d306d6ac186fa1f80a9ee2592ad1d19d0707392e,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b1bc931aff3c946d33daae46d2793d846bd08d67c9e1ca7b5992e7f1ba1ad2e7,ega0,66,4,273.074,229.496,306.356,243.480,subsection*.113,ega3.ega0.target.sha256.6e3be53e6004b7647b2f8662d306d6ac186fa1f80a9ee2592ad1d19d0707392e,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.9ec2d427c57de28fb53471b86ce08e657dde366a31900f523dbcb47437ca1ce3,ega0,66,5,488.115,141.103,521.743,155.026,subsection*.113,ega3.ega0.target.sha256.6e3be53e6004b7647b2f8662d306d6ac186fa1f80a9ee2592ad1d19d0707392e,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.30c864fccb7cbd2ed38bb06cd02ac4f341b7709b87bb282dd1bc837fcfd2a566,ega0,67,0,331.057,689.054,365.222,703.612,subsection*.113,ega3.ega0.target.sha256.6e3be53e6004b7647b2f8662d306d6ac186fa1f80a9ee2592ad1d19d0707392e,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.dba7b6bba3344c0756fd4a3cb7bd5a759f7dedbe9bf1aef5ceca7ec8d2c8de08,ega0,68,0,259.984,723.544,293.455,738.215,subsection*.113,ega3.ega0.target.sha256.6e3be53e6004b7647b2f8662d306d6ac186fa1f80a9ee2592ad1d19d0707392e,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.413cdac2970372a8ca757082005bb58a8c94cd210d89f6ee3640a5677d48063f,ega0,68,1,411.644,513.608,445.052,527.591,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.ed49b746206059b9885e73c4108f197f9e6ff5012064b60575abc415c494d832,ega0,69,0,389.393,601.530,423.116,614.325,subsection*.117,ega3.ega0.target.sha256.a4c65db96732b6b8fa788a6a3bf2172b44222d3a2b4e1cee1d5143e2699aa1eb,67,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a1868acaa4ba231aa39db814e807531dd96794079e76a25825fa157ad2e921ab,ega0,69,1,368.168,354.003,401.072,366.013,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.2c681574a72fd5e8632dcf14c9b3b95ccef436a2fd0c998c7201df8fbb24c5c7,ega0,69,2,443.793,354.003,476.696,366.013,subsection*.117,ega3.ega0.target.sha256.a4c65db96732b6b8fa788a6a3bf2172b44222d3a2b4e1cee1d5143e2699aa1eb,67,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b7c1f6d490159bd07c64be99e84b96727e778f0eb17336da34c90f16f9b58ab9,ega0,69,3,489.922,275.855,523.993,289.839,subsection*.117,ega3.ega0.target.sha256.a4c65db96732b6b8fa788a6a3bf2172b44222d3a2b4e1cee1d5143e2699aa1eb,67,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a236395a8628d1fc1bd23de8f8a89903ff97e9460b959d30963f19ccad1c9cf6,ega0,70,0,262.241,607.999,304.027,620.009,AMS.123,ega3.ega0.target.sha256.917ff447664d8c40de67fa82ea1b9f92face0623faf996acbbc38bd4b70c142a,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.57d4cf7eaa5d80b0169b14b238a25bc68a86436889d7225c0cc8d644b6f16b44,ega0,70,1,100.182,304.873,133.716,316.161,AMS.122,ega3.ega0.target.sha256.34cbae1314524b195037720ef51788efddf5f327a4fa69b89d5c008877855db4,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.38d6fd99e412723647256a15482e51d50278671c5b174ab28e32c12cef658c4d,ega0,71,0,268.159,100.406,302.324,113.201,subsection*.118,ega3.ega0.target.sha256.f9d2d76822de79679821a749caaa7b76bfd78c03bee920c3fce3887a4ada26d5,68,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.2c5ac7dc9c238ad581f408e44942f8cd2e706b6f63b4a2692e44c41ed03b80e8,ega0,71,1,119.428,75.300,153.498,87.310,subsection*.125,ega3.ega0.target.sha256.c5489452103667016e5780acbe6e48a08609a39ba46f1b436c93138da2dae7a4,70,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.09d4f087ad8fc18f6e52f77704d3a66e6fa70e025050ab9e52d9b09e731bd12e,ega0,71,2,173.614,75.300,207.684,87.310,AMS.127,ega3.ega0.target.sha256.93c9d37099956998cfb376e34fc74a9c68830895881cb0bbbbfc412b95da227f,71,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.9b9bbb22f52955428ea286f580ecf31747892ef0e90db3d5544651df1a6ffe8c,ega0,72,0,329.508,612.381,362.601,626.187,AMS.122,ega3.ega0.target.sha256.34cbae1314524b195037720ef51788efddf5f327a4fa69b89d5c008877855db4,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.4851f8933f73747bdfbfaab9eac14b37e30a9879cd637928aa2c9d8400688aee,ega0,72,1,298.849,531.937,333.014,545.743,subsection*.125,ega3.ega0.target.sha256.c5489452103667016e5780acbe6e48a08609a39ba46f1b436c93138da2dae7a4,70,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.2d3819e3c4fa833bfb81297888a6c6f1fd71e71cfa28d3183fd05a9d72220332,ega0,72,2,148.201,456.107,181.735,468.902,AMS.122,ega3.ega0.target.sha256.34cbae1314524b195037720ef51788efddf5f327a4fa69b89d5c008877855db4,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8d7d7378b402a8e9c5c0670f89d914036d94755ca1b838aa6c42e2f28e25d727,ega0,72,3,409.586,290.712,451.372,306.780,AMS.128,ega3.ega0.target.sha256.836c8a38c3aae4803fa448dbb71e8d1576f5b43ca10343bec6fe9092ee34026b,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a8e413be7b94226fa2ee6a3d925396cb21fc34783060ff0827881e5576b792bd,ega0,72,4,418.096,278.733,452.261,291.326,section*.130,ega3.ega0.target.sha256.1c0467b7b81be9b5219ed1e10fdd1ae19047a32273124de3e1ba19b107328191,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a111d7fad0bee3baf0e8bd7d6cc947bd22a9a3d4aa46060053e05af9986fb22f,ega0,72,5,147.823,266.903,181.357,278.190,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.fdb3af10ae77f90f6e3703fa7f8d5746207900eee6d3353ea957764f450486dc,ega0,73,0,473.243,722.454,513.508,738.037,AMS.134,ega3.ega0.target.sha256.89ee4a06f9e9a6c4391bff78f3025b18304d0754c4d6f96f1471f95c3cef0a36,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.ec3a33edeb8e3d0d742639c2d8c63f624105d149c553c6933e5986f2c204812a,ega0,73,1,334.820,567.042,368.354,579.777,AMS.133,ega3.ega0.target.sha256.c6097c26cc50088f92c6a793b8a71a84401c3a78c30725ea7c5630fe4b052c24,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.3112d8d0816d1235f040885b3ca5aadf5834948d8c7825a7d82611bac3e77295,ega0,73,2,487.536,446.881,521.701,460.812,AMS.122,ega3.ega0.target.sha256.34cbae1314524b195037720ef51788efddf5f327a4fa69b89d5c008877855db4,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.d93481894820bcda3b4b3a9766acc6ff8e74436eceaa590123de4f0c3d96205a,ega0,73,3,255.438,435.051,288.972,446.338,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.647070268782d438314d749f00c127ef1618efd89ce75ef6f2e68aadd165d734,ega0,74,0,136.254,626.489,169.189,638.499,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b51c9b27e95c02777c3e3383b3b49b7e9c776a24de9ed0dbccea0cbd4c536fd8,ega0,74,1,294.223,594.753,327.600,607.488,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c59ee0baae2f3a575e9bfb32a3d7e86541d3a4888132e7e9ae47a21f0db8de2f,ega0,74,2,340.661,446.162,373.911,459.766,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.350dea346af9594b52e6a9d55410a88d480e7486163426e10a0f602436e09247,ega0,75,0,133.447,315.413,174.453,327.423,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.df923b6d2080d5085cbb15b1bb608fd49084901317cb679de3934089714eb33b,ega0,75,1,270.396,252.564,303.457,264.574,AMS.122,ega3.ega0.target.sha256.34cbae1314524b195037720ef51788efddf5f327a4fa69b89d5c008877855db4,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e765ea8ba695ecba4a588518d6684ebb3d873223fbfb8cf2d4bcf3acbe6fc75b,ega0,75,2,490.931,252.564,523.993,264.574,AMS.116,ega3.ega0.target.sha256.601461a245475adf8d975f6b3fe49ea9fada565629cb8232bd9a5f06f2bb320f,64,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.51a953c5742cedc52fc95db170ce43d75a07438dafddb1a2f6c1c1420844b824,ega0,75,3,187.869,97.467,220.836,110.262,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.1b332fa4a0f43be9d1718068a2d62b2c654bdb9858ddd74f0f15db0974819393,ega0,76,0,301.742,724.292,335.907,738.037,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.989463c631854abad9141a2bddba2ae0dabbceb364a72f889fccfd2e3e3b2fe1,ega0,76,1,121.209,604.828,154.112,616.838,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c0cf36046e2999a406f0757cd1e35271f571cd66e108303d4580ab6cc3608a9d,ega0,76,2,133.619,579.466,174.625,591.476,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a3db0199ef5f1f48aefd5cb3290de2d992b73d2db3c79b19df872d7caf3d1ae0,ega0,76,3,299.219,511.115,341.005,523.124,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.da1981ce3ffd39dfcdc125f50d0c982c20d6327af3519a84c28a5bf9b6f490ca,ega0,76,4,437.436,511.115,479.223,523.124,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.c8c066681540be61dd6d3409cca2f82b7aee1bdc9fd6cf5d64b3c25051251709,ega0,76,5,415.600,479.839,448.504,491.848,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.6bf49112e57512ac47dc9d4649420b6170f10863a8a5282a82e4abbff65f961c,ega0,76,6,467.862,479.839,500.766,491.848,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.fc85e3602598702ae9482a3a4e488d2e8354bfa62a8c0a6b75232be5269a0ba3,ega0,76,7,201.657,416.817,235.065,428.827,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.4e142284e3fefa9ffce5fb4db916e9f836f2aa2a31a6d15ddf5c4c1a8a821fc5,ega0,76,8,153.364,391.712,186.425,403.721,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.32ace846f986801913cc7a866c044520062e2b0a007911d4924d5dff9dd570c1,ega0,76,9,280.543,329.293,314.077,341.303,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.64b0b6bf97a309133ec2a8ac9a974f0a56153fdfb9b3805b5240840cac92f579,ega0,76,10,164.366,280.752,197.648,292.761,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a193347326e2dc7aa499bceee726c728c7ef1cbaf0fa50b5cc3fa281ea998863,ega0,76,11,180.712,249.335,213.616,261.345,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.42075db9e44536a79fbb7ae4c1590e3d01fa7100b98b8a91449a7e1542437b64,ega0,76,12,101.459,237.504,135.625,249.577,AMS.133,ega3.ega0.target.sha256.c6097c26cc50088f92c6a793b8a71a84401c3a78c30725ea7c5630fe4b052c24,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.3cb50c75e851c7057d44a4d1c53dee1d72a45ecf1e66bea45cecffde4a38db47,ega0,76,13,437.313,211.474,471.383,224.269,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.a2d95bdfc5c68c8d251e72591c44023e60d19da60221e623c2abc0d535afbe78,ega0,76,14,145.392,186.368,186.398,198.378,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e13e9735c67b6cc7796d5edf4a019977977572022fce7d20bc21a64ed3ebd4fb,ega0,76,15,232.929,167.760,267.095,179.770,AMS.135,ega3.ega0.target.sha256.432fcf637858b741f29e0db0ba17b42fa68ab18204e915c7f61ea7e3239cf4a6,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.51e4c5a6a42f91e464e2fc483fe55463a588980eeb03be0801f9e3e68a5c55d7,ega0,76,16,288.243,167.760,322.408,179.770,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.bad1de7872b5320d445276b125157a17aef0d23acb1664d85b647b49ec172bfe,ega0,76,17,88.675,155.207,122.209,167.217,AMS.137,ega3.ega0.target.sha256.bafe42f889d5e3aca3fcd170a67b034e86715cfb4803a76617da074d02d44ed4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.bca0e85eaecb04b33627adacb0775ca080c6c3de726dc745ce9b72f263f7d6e3,ega0,77,0,176.873,724.232,210.407,737.026,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.ccfce4796d87669282872283b49abe035e0805aca0996530d2fc26372db92e03,ega0,77,1,233.899,633.691,267.433,645.701,AMS.135,ega3.ega0.target.sha256.432fcf637858b741f29e0db0ba17b42fa68ab18204e915c7f61ea7e3239cf4a6,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.eb3fde3738f97c75647f37b7719e610e496d43983ea042c2bdff699c2ac65dfc,ega0,77,2,192.804,614.018,226.969,626.027,AMS.137,ega3.ega0.target.sha256.bafe42f889d5e3aca3fcd170a67b034e86715cfb4803a76617da074d02d44ed4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e68695045d778f5f7c21054a62963ba92b99589999139aa6485f91c2e415fb8e,ega0,77,3,249.692,614.018,283.857,626.027,AMS.137,ega3.ega0.target.sha256.bafe42f889d5e3aca3fcd170a67b034e86715cfb4803a76617da074d02d44ed4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e4ca4005c8104f179ef17d349a4bc8840b96076185253caf4aaa3f01dcc9a843,ega0,77,4,122.040,576.359,155.574,589.153,AMS.137,ega3.ega0.target.sha256.bafe42f889d5e3aca3fcd170a67b034e86715cfb4803a76617da074d02d44ed4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.267c62775e89f3b0e2d3f20c32492d1279d607d532ef522682eb57d1b368f3c0,ega0,77,5,302.181,467.810,336.251,479.820,subsection*.125,ega3.ega0.target.sha256.c5489452103667016e5780acbe6e48a08609a39ba46f1b436c93138da2dae7a4,70,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.15db6dee477064ee2a1280814d1edd51588bbf0916e7ff9785e9216989d00c8b,ega0,77,6,169.695,430.151,202.851,442.161,subsection*.125,ega3.ega0.target.sha256.c5489452103667016e5780acbe6e48a08609a39ba46f1b436c93138da2dae7a4,70,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.f2d1653b172a486b2333417284ded65379b655c2a0b3fce7a2d0255b60df2519,ega0,77,7,251.733,358.942,285.425,372.531,AMS.127,ega3.ega0.target.sha256.93c9d37099956998cfb376e34fc74a9c68830895881cb0bbbbfc412b95da227f,71,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.9cbaa54b62f8be460635468f43accec28345d6fc4e25a9f491b582d8e1628179,ega0,77,8,229.250,205.905,263.415,217.915,AMS.122,ega3.ega0.target.sha256.34cbae1314524b195037720ef51788efddf5f327a4fa69b89d5c008877855db4,69,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.ef0ca96fd32c8f1014f886f51898761a96d463cc5108686dd872e0bf96c6f574,ega0,78,0,221.220,663.795,254.849,675.745,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.71ce102f48c063283cf3400c9ee194d79a0bea63d2950829c8593c7a4a7d8877,ega0,78,1,257.853,663.795,291.482,675.745,Item*.132,ega3.ega0.target.sha256.760614619822a77571b45d38a21e33f8abdae7055c48354da0162900d5244f68,72,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.beaab1c638f3187a18ce0cd4501ecc680d0d19ecb999229ddf3b3f587c148e7f,ega0,78,2,311.971,663.795,345.600,675.745,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.647947c40f699ee05ef82235c937e975fd6d70b91042bb0849fa88f7c8d79ec3,ega0,78,3,245.306,275.862,278.840,287.812,AMS.137,ega3.ega0.target.sha256.bafe42f889d5e3aca3fcd170a67b034e86715cfb4803a76617da074d02d44ed4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.eab124ecea7ee850d185936e9c91742f6983c138c318acf880c95c2ee07e14b4,ega0,78,4,296.773,275.862,330.307,287.812,AMS.137,ega3.ega0.target.sha256.bafe42f889d5e3aca3fcd170a67b034e86715cfb4803a76617da074d02d44ed4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.82dc3b3c5d2dd8208a32aaf81834350df15022d9dd56276c7789bb2b37eece7c,ega0,78,5,483.298,169.565,523.993,181.575,subsection*.136,ega3.ega0.target.sha256.8ed2c14fcb11b9571096a26330e85980d1d27eaaa875f7040094505f5c3966df,73,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.3209f9990281ffa9c6fa5456d47ff18ba166607a230b0c5c6c6b0a96616cbe77,ega0,79,0,134.931,711.739,168.465,723.689,subsection*.149,ega3.ega0.target.sha256.af8bcf8c25ffab0a8d4fd7249d0025df4d5e2026753f6007c3126f6ec8cb0b9a,78,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.cc7706e2cdfab2ed999b4ebae7464f00f88e9c279006de84a7fe39768b986c02,ega0,79,1,299.597,667.814,332.500,682.359,subsection*.140,ega3.ega0.target.sha256.23f4c4904d04577d1b6a27b6c6f6fc22e7ea2f1c9575fdf0d229e4d70aee8ec4,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.9afa1a60e208314f12b120c3e96ac4cb75baec137167331af5761866c8299469,ega0,79,2,438.780,345.720,471.683,358.046,AMS.142,ega3.ega0.target.sha256.c3a4d3e66d7043acfb8b1f7aaace6daf19560830387464c4903c120cc4448002,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.b274e1e2af4dae1f1d800eba5fed4e93a5b3cfba1db47a18e3d23821cb4ec797,ega0,79,3,491.089,345.720,523.993,358.046,AMS.144,ega3.ega0.target.sha256.84316fa49ca71668d9c5b7bbc3722b6c665ab0017ea666b10862faac574567ee,78,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.246f6d03050f4ff702b5c4526366d56039cbbf8e942f81c9ab606d473fe042cb,ega0,79,4,468.279,271.432,502.412,284.025,subsection*.140,ega3.ega0.target.sha256.23f4c4904d04577d1b6a27b6c6f6fc22e7ea2f1c9575fdf0d229e4d70aee8ec4,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.e231b9ed12b30bdb99ebc610982a7f1ead6618c14a2538611aae06bf7013b4fc,ega0,79,5,391.623,183.464,425.788,196.374,AMS.142,ega3.ega0.target.sha256.c3a4d3e66d7043acfb8b1f7aaace6daf19560830387464c4903c120cc4448002,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8704f7fad8c12336ae06e6a7fb4be6f3952f75c135c0324b3afc23597f2ac7ea,ega0,80,0,133.506,697.021,167.040,709.031,AMS.142,ega3.ega0.target.sha256.c3a4d3e66d7043acfb8b1f7aaace6daf19560830387464c4903c120cc4448002,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.8f42b63cd6aa11a56f6ec7c88b92f4ac362d5675ea360c725a6b3bc104d9893e,ega0,80,1,187.993,583.020,220.897,595.613,AMS.142,ega3.ega0.target.sha256.c3a4d3e66d7043acfb8b1f7aaace6daf19560830387464c4903c120cc4448002,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.fa864a5eebf67f0e86d81301f64a7839a449dc36bfa3d2876ad3da8b317705ef,ega0,80,2,332.606,483.437,366.771,495.763,subsection*.149,ega3.ega0.target.sha256.af8bcf8c25ffab0a8d4fd7249d0025df4d5e2026753f6007c3126f6ec8cb0b9a,78,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.97d413013b9feaf3905a5ad4e7f2c68fde047a54b5ed63f7df5120a43bf55bf7,ega0,80,3,448.905,469.956,482.439,483.793,AMS.142,ega3.ega0.target.sha256.c3a4d3e66d7043acfb8b1f7aaace6daf19560830387464c4903c120cc4448002,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.90d781579384b535bebfb39654f382198a634dbdd9e1dcffffd9c73760dc9d27,ega0,80,4,185.051,458.647,219.027,470.657,subsection*.149,ega3.ega0.target.sha256.af8bcf8c25ffab0a8d4fd7249d0025df4d5e2026753f6007c3126f6ec8cb0b9a,78,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega0.edge.sha256.56f2fdf9f5fa064169877769008a2e6fc2347406cc176b16401e7952c5a51e57,ega0,80,5,167.258,361.990,200.950,373.999,AMS.144,ega3.ega0.target.sha256.84316fa49ca71668d9c5b7bbc3722b6c665ab0017ea666b10862faac574567ee,78,inherited_internal_pdf_link,resolved_internal_goto
