asset_id	physical_page	authority_pdf_page	output_filename	bytes	sha256	corpus_presentation_path	inherited_presentation_sha256	canonical_override
P0050-A01	50	51	P0050-A01_presentation.png	772408	EDE2F50084469E98AA7F143E48347A65E6C03158F4CA158479A3EF8327DD6935	assets/presentation_derivatives/P0050-A01_presentation.png	EDE2F50084469E98AA7F143E48347A65E6C03158F4CA158479A3EF8327DD6935	none
P0050-A02	50	51	P0050-A02_presentation.png	365415	8B95D9538DD260D796CAB8249B72C01CA926A2BBAA5ECE2754CF49B28DFCB797	assets/presentation_derivatives/P0050-A02_presentation.png	8B95D9538DD260D796CAB8249B72C01CA926A2BBAA5ECE2754CF49B28DFCB797	none
P0051-A01	51	52	P0051-A01_presentation.png	432055	3B22E541D9F8012F9DCCEE861CC88C731B0449472DB81B75CD71A221EBC1365D	assets/presentation_derivatives/P0051-A01_presentation.png	3B22E541D9F8012F9DCCEE861CC88C731B0449472DB81B75CD71A221EBC1365D	none
P0051-A02	51	52	P0051-A02_presentation.png	631001	E896A3A7D5D0613BE34703E5D265EB8DC191C77EE954A35944197C9C6CE415BA	assets/presentation_derivatives/P0051-A02_presentation.png	E896A3A7D5D0613BE34703E5D265EB8DC191C77EE954A35944197C9C6CE415BA	none
P0052-A01	52	53	P0052-A01_presentation.png	763612	BFD3CBCA54544A675C4B6C70FBC1F7595DC2A5C74729B63177B79513FA4F9D02	assets/presentation_derivatives/P0052-A01_presentation.png	BFD3CBCA54544A675C4B6C70FBC1F7595DC2A5C74729B63177B79513FA4F9D02	none
P0052-A02	52	53	P0052-A02_presentation.png	740552	9BB9984ECD6172D6AE991A2708FEF91F82AFF583E830A198B35C6CD7A8AD568B	assets/presentation_derivatives/P0052-A02_presentation.png	9BB9984ECD6172D6AE991A2708FEF91F82AFF583E830A198B35C6CD7A8AD568B	none
P0053-A01	53	54	P0053-A01_presentation.png	500126	62C67517B41FC651B50279CE59D845B70303CD472D87DA2C8BC81DF2D9D8050F	assets/presentation_derivatives/P0053-A01_presentation.png	62C67517B41FC651B50279CE59D845B70303CD472D87DA2C8BC81DF2D9D8050F	none
P0053-A02	53	54	P0053-A02_presentation.png	616612	018BF800E44EB59602D5DEE58D75023CD8ACF76D1AF62426AD28930ECF40F75E	assets/presentation_derivatives/P0053-A02_presentation.png	018BF800E44EB59602D5DEE58D75023CD8ACF76D1AF62426AD28930ECF40F75E	none
P0054-A01	54	55	P0054-A01_presentation.png	677615	5ACFFE9AB7AB2E1D541504480957F6B976FFA117C8FA63D07C45AC14FC3235BF	assets/presentation_derivatives/P0054-A01_presentation.png	5ACFFE9AB7AB2E1D541504480957F6B976FFA117C8FA63D07C45AC14FC3235BF	none
P0054-A02	54	55	P0054-A02_presentation.png	467896	EF4CAE9383FFDC8719F3E2C21F52962173044D5B87EF73A08A727000E83CCC50	assets/presentation_derivatives/P0054-A02_presentation.png	EF4CAE9383FFDC8719F3E2C21F52962173044D5B87EF73A08A727000E83CCC50	none
P0055-A01	55	56	P0055-A01_presentation.png	823778	50B74CAF9068F751B761CA38184DA3934EC1FF1B8E2B683526D3F5A9A20AB103	assets/presentation_derivatives/P0055-A01_presentation.png	50B74CAF9068F751B761CA38184DA3934EC1FF1B8E2B683526D3F5A9A20AB103	none
P0055-A02	55	56	P0055-A02_presentation.png	655033	78FD0E5FD04BBA4D808A1AAD4C77DCA63468E67C90CE669AD0EE2BC2E3359DE5	assets/presentation_derivatives/P0055-A02_presentation.png	78FD0E5FD04BBA4D808A1AAD4C77DCA63468E67C90CE669AD0EE2BC2E3359DE5	none
P0056-A01	56	57	P0056-A01_presentation.png	893712	9FC67BBAA2AB3B33AC1FFE64F2AC26BD45CF0EFEAA6E3B35124D68CDD998355F	assets/presentation_derivatives/P0056-A01_presentation.png	9FC67BBAA2AB3B33AC1FFE64F2AC26BD45CF0EFEAA6E3B35124D68CDD998355F	none
P0056-A02	56	57	P0056-A02_presentation.png	901054	52C00C91A06EB4699869C4149C36FC0CC15C9E4B735881D27DF56242D55D4AC8	assets/presentation_derivatives/P0056-A02_presentation.png	52C00C91A06EB4699869C4149C36FC0CC15C9E4B735881D27DF56242D55D4AC8	none
P0057-A01	57	58	P0057-A01_presentation.png	815233	B5C58C2AE6DC16BA3F5CBB7F5782E469F1D7C5DFD0C42544411E0BFE788E1B4B	assets/presentation_derivatives/P0057-A01_presentation.png	B5C58C2AE6DC16BA3F5CBB7F5782E469F1D7C5DFD0C42544411E0BFE788E1B4B	none
P0057-A02	57	58	P0057-A02_presentation.png	991165	8BDAD5C4754CCDB846255FE1639D2474F78BAE70C4DD0B45FB1FE994E7D90569	assets/presentation_derivatives/P0057-A02_presentation.png	8BDAD5C4754CCDB846255FE1639D2474F78BAE70C4DD0B45FB1FE994E7D90569	none
P0058-A01	58	59	P0058-A01_presentation.png	1091234	6557CA2CE7E4126599141FB966F9E43155A2C545F9A7A6F1A325A8441DAE3BE7	assets/presentation_derivatives/P0058-A01_presentation.png	6557CA2CE7E4126599141FB966F9E43155A2C545F9A7A6F1A325A8441DAE3BE7	none
P0058-A02	58	59	P0058-A02_presentation.png	544420	204EC9D9601F550B9E48433F6FC519F7473FF9D40500AAB322E603C4D791F892	assets/presentation_derivatives/P0058-A02_presentation.png	204EC9D9601F550B9E48433F6FC519F7473FF9D40500AAB322E603C4D791F892	none
P0059-A01	59	60	P0059-A01_presentation.png	967141	08EB130E74D0E4BA25C771D7AA0314672BB3ABB8B0BAA860BD27E953D7583CC5	assets/presentation_derivatives/P0059-A01_presentation.png	08EB130E74D0E4BA25C771D7AA0314672BB3ABB8B0BAA860BD27E953D7583CC5	none
P0059-A02	59	60	P0059-A02_presentation.png	908994	252CBBEB04A7F25C3D8DCFB57E8AD6B02191996E4B78725ED7407817CD98BB8D	assets/presentation_derivatives/P0059-A02_presentation.png	252CBBEB04A7F25C3D8DCFB57E8AD6B02191996E4B78725ED7407817CD98BB8D	none
P0060-A01	60	61	P0060-A01_presentation.png	864970	BC2D4BC9E4F5D490F76319F93E7BFCDE1DAD774221A366157FFA2205C3B2CCE9	assets/presentation_derivatives/P0060-A01_presentation.png	BC2D4BC9E4F5D490F76319F93E7BFCDE1DAD774221A366157FFA2205C3B2CCE9	none
P0060-A02	60	61	P0060-A02_presentation.png	821895	E656ED0D91A6A2F34B4DDC1BFC5C601062D770D0117FF1DE5B4C763BBEAFB5BE	assets/presentation_derivatives/P0060-A02_presentation.png	E656ED0D91A6A2F34B4DDC1BFC5C601062D770D0117FF1DE5B4C763BBEAFB5BE	none
P0061-A01	61	62	P0061-A01_presentation.png	1092460	7B9C848D707586EC2D66EBB2B33A2C16ACEF1B6DDF4D9FDD5280EBC22BA4DC3A	assets/presentation_derivatives/P0061-A01_presentation.png	7B9C848D707586EC2D66EBB2B33A2C16ACEF1B6DDF4D9FDD5280EBC22BA4DC3A	none
P0061-A02	61	62	P0061-A02_presentation.png	1040626	465732919A671787261B03FB2D9393F3DB7A56EED0EC81AEDBE27C2B31B78C36	assets/presentation_derivatives/P0061-A02_presentation.png	465732919A671787261B03FB2D9393F3DB7A56EED0EC81AEDBE27C2B31B78C36	none
P0062-A01	62	63	P0062-A01_presentation.png	671278	68F6195A7927DA54204BDEF3D2C021DDF27DF046831023FC29F1AB6E0CE52709	assets/presentation_derivatives/P0062-A01_presentation.png	68F6195A7927DA54204BDEF3D2C021DDF27DF046831023FC29F1AB6E0CE52709	none
P0062-A02	62	63	P0062-A02_presentation.png	1088227	C4D04ACD438C25C5D04B763785C93C7B1EF34658C040E0B83C35ABF37FC1E128	assets/presentation_derivatives/P0062-A02_presentation.png	C4D04ACD438C25C5D04B763785C93C7B1EF34658C040E0B83C35ABF37FC1E128	none
P0063-A01	63	64	P0063-A01_presentation.png	521458	6204F65DE25CE63DE6666EAF10A9A2C34E7B5B7CF4A006DC8EB038D178334627	assets/presentation_derivatives/P0063-A01_presentation.png	6204F65DE25CE63DE6666EAF10A9A2C34E7B5B7CF4A006DC8EB038D178334627	none
P0063-A02	63	64	P0063-A02_presentation.png	759147	ECE9B74A25474E2BB971576EF8F4508717B436F0DE23B0965FCABEBCBC19F238	assets/presentation_derivatives/P0063-A02_presentation.png	ECE9B74A25474E2BB971576EF8F4508717B436F0DE23B0965FCABEBCBC19F238	none
P0064-A01	64	65	P0064-A01_presentation.png	668393	A5046F7732176F63EAF9F14662C8FB84CFC15E27055DB02A73997C0BAF45CDC2	assets/presentation_derivatives/P0064-A01_presentation.png	A5046F7732176F63EAF9F14662C8FB84CFC15E27055DB02A73997C0BAF45CDC2	none
P0064-A02	64	65	P0064-A02_presentation.png	540919	C1E8EA0CE1B7E620BF812D416ED85B4ECC30DA8F021B6193EE882DCF9EB2A0CB	assets/presentation_derivatives/P0064-A02_presentation.png	C1E8EA0CE1B7E620BF812D416ED85B4ECC30DA8F021B6193EE882DCF9EB2A0CB	none
P0065-A01	65	66	P0065-A01_presentation.png	563993	850ABF0EA273B9F929F413841C510F4B0CC1845D8599044DCBCE1310F8BE78AF	assets/presentation_derivatives/P0065-A01_presentation.png	850ABF0EA273B9F929F413841C510F4B0CC1845D8599044DCBCE1310F8BE78AF	none
P0065-A02	65	66	P0065-A02_presentation.png	773854	23ABBF2781B02782645703729E76D868D2F4370C2905FE958CCB596F3CFB5EF9	assets/presentation_derivatives/P0065-A02_presentation.png	23ABBF2781B02782645703729E76D868D2F4370C2905FE958CCB596F3CFB5EF9	none
P0066-A01	66	67	P0066-A01_presentation.png	597796	A671F34869FE00FF2098760A6AA94678A678030CA4B23BB384B7953C49B26A8C	assets/presentation_derivatives/P0066-A01_presentation.png	A671F34869FE00FF2098760A6AA94678A678030CA4B23BB384B7953C49B26A8C	none
P0066-A02	66	67	P0066-A02_presentation.png	1009488	E62F91D13C508B5505ECD6B2B1D7168B9E0F8E0502AF36B30C2367796C30B869	assets/presentation_derivatives/P0066-A02_presentation.png	E62F91D13C508B5505ECD6B2B1D7168B9E0F8E0502AF36B30C2367796C30B869	none
P0067-A01	67	68	P0067-A01_presentation.png	606261	12DA9469515E4D9F82BC147C514BCBA482851D8EFEB3B7AA929B2831382B3131	assets/presentation_derivatives/P0067-A01_presentation.png	12DA9469515E4D9F82BC147C514BCBA482851D8EFEB3B7AA929B2831382B3131	none
P0067-A02	67	68	P0067-A02_presentation.png	592909	E67692782C5CE1E1E24C69E1A82E00CB0EE106DDE0697953ABF803895A29C63D	assets/presentation_derivatives/P0067-A02_presentation.png	C288CC0630A3EB9F3A41BD9017F48424012C06115B7B8E7B6A6F1EF907DFB5EF	authority_crop_expansion
P0068-A01	68	69	P0068-A01_presentation.png	1028040	EB2EC2AD700EE835B8DE148C523FFFAD253469A38FE41325C0D4F0D9A6430FFC	assets/presentation_derivatives/P0068-A01_presentation.png	EB2EC2AD700EE835B8DE148C523FFFAD253469A38FE41325C0D4F0D9A6430FFC	none
P0068-A02	68	69	P0068-A02_presentation.png	889300	94E325B407D696612FD24653D5DE7BC38D02B7C14D71D4BF25F9DB8A589E53DB	assets/presentation_derivatives/P0068-A02_presentation.png	94E325B407D696612FD24653D5DE7BC38D02B7C14D71D4BF25F9DB8A589E53DB	none
P0069-A01	69	70	P0069-A01_presentation.png	462683	D91F3C629C6334088A54B817CB2E08207ECB935C4E36171B1345A38C0CF9300F	assets/presentation_derivatives/P0069-A01_presentation.png	D91F3C629C6334088A54B817CB2E08207ECB935C4E36171B1345A38C0CF9300F	none
P0069-A02	69	70	P0069-A02_presentation.png	858854	20605E5F203A46B49CA69398A2EDBD0E0FBC0B5DE0D743CD373BEE8842159348	assets/presentation_derivatives/P0069-A02_presentation.png	20605E5F203A46B49CA69398A2EDBD0E0FBC0B5DE0D743CD373BEE8842159348	none
P0070-A01	70	71	P0070-A01_presentation.png	446632	64AE0B7C7F7DE6EC41731CF55AFB5D0821EED9F86093888B8BCD6F04C97AF2D1	assets/presentation_derivatives/P0070-A01_presentation.png	64AE0B7C7F7DE6EC41731CF55AFB5D0821EED9F86093888B8BCD6F04C97AF2D1	none
P0070-A02	70	71	P0070-A02_presentation.png	468466	2D538641C6411ACC7A60EF725B0B3243E859E5FACBE8E141C985DE21E7D2EC7F	assets/presentation_derivatives/P0070-A02_presentation.png	2D538641C6411ACC7A60EF725B0B3243E859E5FACBE8E141C985DE21E7D2EC7F	none
P0071-A01	71	72	P0071-A01_presentation.png	984849	06467EDC71736CA96702049ED2281C75708872EFC625AE8C0FB7725BF140D180	assets/presentation_derivatives/P0071-A01_presentation.png	06467EDC71736CA96702049ED2281C75708872EFC625AE8C0FB7725BF140D180	none
P0071-A02	71	72	P0071-A02_presentation.png	820323	CD9A5809D1BC4938A5BCEC47198F1C0B904A6E68E95F2661A6D58FB7F0065CCE	assets/presentation_derivatives/P0071-A02_presentation.png	CD9A5809D1BC4938A5BCEC47198F1C0B904A6E68E95F2661A6D58FB7F0065CCE	none
P0072-A01	72	73	P0072-A01_presentation.png	954568	B753CDA8C543573FB2DBC9599BA9CC86BC1A43D1A69D7F1BF9F9BA00376DB1EB	assets/presentation_derivatives/P0072-A01_presentation.png	B753CDA8C543573FB2DBC9599BA9CC86BC1A43D1A69D7F1BF9F9BA00376DB1EB	none
P0072-A02	72	73	P0072-A02_presentation.png	744466	51C730E0CC372496DF19B4A4B9E2E516E6A3DF0E62638194699F2369BBAFFA56	assets/presentation_derivatives/P0072-A02_presentation.png	51C730E0CC372496DF19B4A4B9E2E516E6A3DF0E62638194699F2369BBAFFA56	none
P0073-A01	73	74	P0073-A01_presentation.png	219473	7C4BDCD150CECDC4624DB3383E4AEBCE0E1FD94C21E76FB0839B425787BB7C3F	assets/presentation_derivatives/P0073-A01_presentation.png	7C4BDCD150CECDC4624DB3383E4AEBCE0E1FD94C21E76FB0839B425787BB7C3F	none
P0073-A02	73	74	P0073-A02_presentation.png	1399495	0BEB401BFCDE3FEB44B71BE5B37DD2730123F482A3A1695B35861F35CC0D7F50	assets/presentation_derivatives/P0073-A02_presentation.png	0BEB401BFCDE3FEB44B71BE5B37DD2730123F482A3A1695B35861F35CC0D7F50	none
