action_id,candidate_id,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,replacement_visible_tex,target_label,target_id,action_kind,moving_argument_safe,resolution_basis,baseline_file_sha256,successor_file_sha256,source_span_sha256,replacement_tex,replacement_sha256,disposition
ega4.reference-action.sha256.5cb074f6a74df2bfe63ce4ea77260a86d2b364afaee03d357c111065168ba769,ega4.reference.candidate.sha256.39ab373aa9a0cfab0824ff858b4edc9c4dc4d3ecb55cd4429547ca6010db1087,source_aligned/ega4-14.tex,329,24,29985,30020,"\hyperref[IV.14.1.3]{(14.1.3, (i))}","(14.1.3, (i))",IV.14.1.3,ega4.c04.item.14-1-3,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,EA7830B2389FBA9C8F71B236478F8393404C23FF023410AB3DCE1777389D52A4,"{\hyperlink{ega4.c04.item.14-1-3}{(14.1.3, (i))}}",CA08DFFEF3F33A33386CE8B5F739A9586243456FA8B57487AB5C781904CAF366,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.296c43258bb463fdcfd8734ec1ac2a97acfffa402be8d80cf5c631c6b4429468,ega4.reference.candidate.sha256.f1a50a17d947a193b25c940490d5f0622e80c55581ca136144678d27029e3205,source_aligned/ega4-14.tex,385,135,36776,36816,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (ii))}","(14.3.3.1, (ii))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,4DA0D34A9DC18B04C80335DBD6A54D13598C85920CFF77DDC93D124B1FB1814F,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (ii))}}",6E7B8F52C4DBEA1EECA4C7DB1031F21CDDE25D3262F7C21E3C6EB748A69890B5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.91abad1937f64b5dff7b7a759c27f26e1481ed3ae46544cd1ed44f6eba57e89b,ega4.reference.candidate.sha256.71ffe3fccdd4e5b1593640731803216872587fdf6f92f04aa562328a619b1f39,source_aligned/ega4-14.tex,427,133,40974,41015,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (iii))}","(14.3.3.1, (iii))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,94EE3714083D405F9E20C67DA5E6E8DDDB1DBED40040A6D758F010589498552B,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (iii))}}",6077537B1C2B17F6010FFA80DA5A00FF2183B88EA1C22F638AA0D929F81C5DA8,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.e763051135d230ce3f2cc4865ecd79d90f5e2a75d7f8c11a302ea5965ec35b6c,ega4.reference.candidate.sha256.420bd16187437ec152c85f1d584c21cc4d4772576257ae10d914d6ef62665f2b,source_aligned/ega4-14.tex,468,14,44586,44625,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (i))}","(14.3.3.1, (i))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,B2FC083BEAC183750163E5E9F9820CF8578BE46BDC06A29CA754CB1EDBD3BCCD,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (i))}}",B728A8AE58C62EAE13CE9B84950FE7E4AB21CEA45719B4802FAA9310F6379CA0,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.0838a3ed1abb3063b8bf6e04d298e349813890a58831abcbf7a4682d4ed668a7,ega4.reference.candidate.sha256.fd460b856d4dad6eac38696f44aee135be4a98ffa9e2eda91011de9121664e89,source_aligned/ega4-14.tex,471,198,45099,45136,"\hyperref[IV.14.1.2]{(14.1.2, (iii))}","(14.1.2, (iii))",IV.14.1.2,ega4.c04.prop.14-1-2,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,8331EB72D63A70411B6A18F4F200BDE355BD0E7A28BF9821F682179968579504,"{\hyperlink{ega4.c04.prop.14-1-2}{(14.1.2, (iii))}}",BDC2D1AB17B9237DDB1DBAD065FF2519015C5BACC2B2C8B470F93CC1BA403E50,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.a0960793b3cb65d9aadc253c17fca275c8d2ad63066cee853e1bc7a58b201372,ega4.reference.candidate.sha256.b20bf72450fc8712897f3724e122a087ff7657c4cff69cd1707c81e48dc8e8f2,source_aligned/ega4-14.tex,494,118,48067,48107,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (ii))}","(14.3.3.1, (ii))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,4DA0D34A9DC18B04C80335DBD6A54D13598C85920CFF77DDC93D124B1FB1814F,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (ii))}}",6E7B8F52C4DBEA1EECA4C7DB1031F21CDDE25D3262F7C21E3C6EB748A69890B5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.16147d2b86c4c17af20b61135a6e37878269edff77796c437cd4a10d8b6ad6b2,ega4.reference.candidate.sha256.6d813833c93b68cf1b1da4cf03164638e2da022ad28a1df17143d56ac55cf943,source_aligned/ega4-14.tex,506,117,48839,48879,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (ii))}","(14.3.3.1, (ii))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,4DA0D34A9DC18B04C80335DBD6A54D13598C85920CFF77DDC93D124B1FB1814F,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (ii))}}",6E7B8F52C4DBEA1EECA4C7DB1031F21CDDE25D3262F7C21E3C6EB748A69890B5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.9e70383c11be46d08f820857816f864f76b91303b0ff7f413fc1f65704ef03c4,ega4.reference.candidate.sha256.4d06cb495e3496cbb0e72abd8098256589ee3f465c3c5c8c1130087f9ebeabd5,source_aligned/ega4-14.tex,508,229,49126,49166,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (ii))}","(14.3.3.1, (ii))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,4DA0D34A9DC18B04C80335DBD6A54D13598C85920CFF77DDC93D124B1FB1814F,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (ii))}}",6E7B8F52C4DBEA1EECA4C7DB1031F21CDDE25D3262F7C21E3C6EB748A69890B5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.89c9606bdf8b850918a084a970aa441c82b662da243ae912204fe4e2d1321cfe,ega4.reference.candidate.sha256.698ac07a31a3aa9713688d4cde281a9cb717316e72ddad321c2f09c8fcc6a5e8,source_aligned/ega4-14.tex,585,365,54538,54578,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (ii))}","(14.3.3.1, (ii))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,4DA0D34A9DC18B04C80335DBD6A54D13598C85920CFF77DDC93D124B1FB1814F,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (ii))}}",6E7B8F52C4DBEA1EECA4C7DB1031F21CDDE25D3262F7C21E3C6EB748A69890B5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.2a0bb0dd6a98de13d00e82c8da8ca6cc8f4d7c7db46edbb63f1eb59494dbf338,ega4.reference.candidate.sha256.26f038ef443ab568dd18c4580bd9a14fba78db089be0c2c1098878eb25f4cc2e,source_aligned/ega4-14.tex,612,227,57451,57490,"\hyperref[IV.14.3.3.1]{(14.3.3.1, (i))}","(14.3.3.1, (i))",IV.14.3.3.1,ega4.c04.subsec.14-3-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,B2FC083BEAC183750163E5E9F9820CF8578BE46BDC06A29CA754CB1EDBD3BCCD,"{\hyperlink{ega4.c04.subsec.14-3-3-1}{(14.3.3.1, (i))}}",B728A8AE58C62EAE13CE9B84950FE7E4AB21CEA45719B4802FAA9310F6379CA0,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.53f2ed915ebcff6a4b0c9cc1ee3abd6f1c3707e9c39e49de9fc87f6ce54ee422,ega4.reference.candidate.sha256.1b3f55cb4a4f0d9c3483a4d114d90c177c2cd980f0475f7058e400b0a9dacdb1,source_aligned/ega4-14.tex,647,181,61224,61262,"\hyperref[IV.14.4.10]{(14.4.10, (ii))}","(14.4.10, (ii))",IV.14.4.10,ega4.c04.item.14-4-10,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,02F492C664868A5BD0ABA893275B8A250534845F3395D5039F93CAC28E6097F1,"{\hyperlink{ega4.c04.item.14-4-10}{(14.4.10, (ii))}}",EA94E9592EF318038AB2A18AF35AE353986BD34C04910A3F1F2BDCF64B3406B4,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.bf7a25a72dc0652843e477fd32bec5d77218b5ccedcd6d165f86c28867d55d33,ega4.reference.candidate.sha256.da67ef664124564eb0f7bed38ea3017121281a5288dab3e53deeb3f81735ac61,source_aligned/ega4-14.tex,668,14,64272,64307,"\hyperref[IV.12.1.2]{(12.1.2, (i))}","(12.1.2, (i))",IV.12.1.2,ega4.c04.item.12-1-2,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,ECC87263F390EBE84854B91B107FC7D3B7D7B827F1110E4194BEBDD3B2771B9E,"{\hyperlink{ega4.c04.item.12-1-2}{(12.1.2, (i))}}",D924D21AB42B244FFB59AD7BDC27454CB63FEA519072B044BA03BC6ADCD6EDA4,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.3bb049465187a56875f50a4d52b809b580a0fbf95d3940274d9fae2ec42922bb,ega4.reference.candidate.sha256.714068d4ce91fefcc1c4c2dd037ea6931e39267c7a6e4430020df9455aa33c87,source_aligned/ega4-14.tex,689,213,66264,66302,"\hyperref[IV.13.3.1]{(13.3.1, $a''$))}","(13.3.1, $a''$))",IV.13.3.1,ega4.c04.prop.13-3-1,REPLACE_EXISTING_HYPERREF_WITH_STABLE_HYPERLINK,false,existing exact same-reader link retargeted to its stable named destination,72AD77983877CBD3A3FFF48068BFA4EC41F6F0A23915DFA2C429BB27CB558728,9F61031CA7389E2A04434840C2D8E4295D494697BE03788F995424DA7286B00B,AD21D081FEFB0F98AC7797446C18FE0727DF46F5F9AE237742231A50B6B7E500,"{\hyperlink{ega4.c04.prop.13-3-1}{(13.3.1, $a''$))}}",33ADC43BFAE619705EC478BF6DA6A53BD790EE5C7EFBDADB5B7FB78F22A52060,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.35620513751bbf3a0ae96670b105324c842705448a3aa16d7f58ddc7cf6a751b,ega4.reference.candidate.sha256.e2674460f94e1ea0445a1addaf7b400742121982d7ae27256bd074417e51bc41,source_aligned/ega4-15.tex,195,288,24252,24258,\S11.6,\S11.6,subsection:IV.11.6,ega4.c04.subsec.11-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,EBA288FA50D3D6D8F2DB04AC8E76F1519E708B6185FAA6C2B40E96D23077E180,249C011BED9202106AA7B95C7AECD737AF8447BBA8262AB0150AB56113FF824E,DA6EA2F147BFAA7E09836FCF19BA8FFB445617EA4598D46786ABA246D15788BF,{\hyperlink{ega4.c04.subsec.11-6}{\S11.6}},764709C962D324C2F97285103CF451CE4CC1670A44AF48E45C1511F5FC14BE5F,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.b99dc0cf252822d3e57fc111f8bca699041e58e6eb842417958267455dcf1b64,ega4.reference.candidate.sha256.865fc7b37827148dfd3c8fbe3b4f95a2b4ec243e3b63ec5f7ac2bc097f91123c,source_aligned/ega4-15.tex,195,349,24313,24321,(11.6.2),(11.6.2),IV.11.6.2,ega4.c04.cor.11-6-2,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,EBA288FA50D3D6D8F2DB04AC8E76F1519E708B6185FAA6C2B40E96D23077E180,249C011BED9202106AA7B95C7AECD737AF8447BBA8262AB0150AB56113FF824E,5193514A06D6311E8464C9DB78BF69B19416DFD94283230D94E18F02300DD3F8,{\hyperlink{ega4.c04.cor.11-6-2}{(11.6.2)}},2C855EC80BDC990C1E6CDE59C3D17EDD1645B3C4C53BD0BA5EC372CA41C1A4F1,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.0165fb39726b14a1b7f26e9355dfe64a58257424f1f72bb2092c69efa7b6018a,ega4.reference.candidate.sha256.0ff457e4d1289f3b1da34cfb20be0ed27a155b36ee4fe343804895c530e035ac,source_aligned/ega4-15.tex,490,29,51303,51311,(15.5.6),(15.5.6),IV.15.5.6,ega4.c04.lem.15-5-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,EBA288FA50D3D6D8F2DB04AC8E76F1519E708B6185FAA6C2B40E96D23077E180,249C011BED9202106AA7B95C7AECD737AF8447BBA8262AB0150AB56113FF824E,6A3420CA8650DFA41122735BAC09F3D547774B4E5FD93976EFFA6514C038FFB4,{\hyperlink{ega4.c04.lem.15-5-6}{(15.5.6)}},707A51105C7B702E4F3B24F4761B32349B9FB4A5BC9F2B4936601A430B50D54B,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.7cbdd944a771578e6df98aedd71a1ceee52a92769bd77879a4d77ec9726d5bf0,ega4.reference.candidate.sha256.d7c15c6dbbc8270ac69aaaef8059d63dfb052d70cd292f6e9f749e3e4cd23b4c,source_aligned/ega4-16.tex,348,269,24156,24167,(14.5.11.1),(14.5.11.1),IV.14.5.11.1,ega4.c04.lem.14-5-11-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,683FBC8B70D1BE970840BF2FA6905ABD9618F7267879C42B949D1E999ECD1338,0EAA186D857312F003E1D6FAAFBD56D065D6E2B11AA80191834ED813EB5C6728,71E674B1E51820DA66E8FA3943432C5F4F00CD4338B9CEE30D4E224E2B2F384B,{\hyperlink{ega4.c04.lem.14-5-11-1}{(14.5.11.1)}},073B58D6C6E5E0625F48FC937994BD44E94C87A05753D19652583CC8D2E45A75,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.b29e42585109d874d4e52ba0823793d55f3738244bf1b7141eb64d0dabc514fc,ega4.reference.candidate.sha256.bafc106854b906397e7caa4bc4d1112c96250d300a63883993f9d0c4c59a919c,source_aligned/ega4-16.tex,2159,24,133698,133712,Lemma 16.8.9.1,Lemma 16.8.9.1,IV.16.8.9.1,ega4.c04.lem.16-8-9-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,683FBC8B70D1BE970840BF2FA6905ABD9618F7267879C42B949D1E999ECD1338,0EAA186D857312F003E1D6FAAFBD56D065D6E2B11AA80191834ED813EB5C6728,F37B9E75961545B8F0F3BEA5977964425AA49E09BE7DA4262344E283798FFFBC,{\hyperlink{ega4.c04.lem.16-8-9-1}{Lemma 16.8.9.1}},5AEA1F650F68FC9C319A6CDCD04E2D4AF4E1FEF0F99265911056A85A06B23479,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.635ffc0afaf2e65a18ab7a6fb80e263bd5a102356bf62b9b3cd55ae9eef9b7f5,ega4.reference.candidate.sha256.a503775a77868016195896cbf5fe2fce69c2f0d6fd85e68c0575e969f34ec787,source_aligned/ega4-16.tex,2519,21,157961,157970,(16.9.13),(16.9.13),IV.16.9.13,ega4.c04.prop.16-9-13,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,683FBC8B70D1BE970840BF2FA6905ABD9618F7267879C42B949D1E999ECD1338,0EAA186D857312F003E1D6FAAFBD56D065D6E2B11AA80191834ED813EB5C6728,17EC3A1F5B40908049DA8F6E1FD045D9D2BC6DACEA9E99947A29EA419141EFBA,{\hyperlink{ega4.c04.prop.16-9-13}{(16.9.13)}},48E54E76D629263303563C1A96E87108AF93EBE6ED22F8F64E9430F9ED9A9E96,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.04742f5ef31f9a5568d5ca1ecf3f069bc0ce6d13c38d13ec620cd590945f9192,ega4.reference.candidate.sha256.298d3f8c921b804258ef6bd434e4f95ecda90ab61a2e033e4a3d64518792c15c,source_aligned/ega4-17.tex,440,24,28467,28475,(17.4.1),(17.4.1),IV.17.4.1,ega4.c04.thm.17-4-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,75C400D6FB868894F212AB02D333B6FA88DDEEC5DDD0F5701D85F46268C81644,{\hyperlink{ega4.c04.thm.17-4-1}{(17.4.1)}},0B47453BA9F8744FDB42C9C8CE518B628F1AEF655A1EC611054E75F5A237C760,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.d56033dea3fe5c1e7786037adeb89dfa3b8e5840207a91d72cac6bf68fb4445a,ega4.reference.candidate.sha256.9757030e88ef0239cce49efe6944ec8831779ba58a4e6b532eae728976f4f2ef,source_aligned/ega4-17.tex,447,189,29585,29593,(16.3.1),(16.3.1),IV.16.3.1,ega4.c04.def.16-3-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,AC6A943371CA5A006B9C46EC018936A3EF78D72AE9446C3E08DFF28D22117572,{\hyperlink{ega4.c04.def.16-3-1}{(16.3.1)}},0964BA44D6A8A77D3D9E00C53836A0F5AF130B3EF794040BAC6F1C2914685D3F,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.90807702d662927c63904bc4d6e9fa99d8d9f7e5620dc5e409ab3161ab8b216c,ega4.reference.candidate.sha256.a02a1cf538223bee77243c458392dd38b6835eaab3e738a308d6f15de5fb7732,source_aligned/ega4-17.tex,447,202,29598,29606,(16.1.9),(16.1.9),IV.16.1.9,ega4.c04.prop.16-1-9,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,EBB191CC08D4DCBCB0C833482CC67C7DFF92EED17AF2133A46224CA1231BAA4B,{\hyperlink{ega4.c04.prop.16-1-9}{(16.1.9)}},D7655EB19E6FE5EDDD33AA42BF0E65AAF000178712DC53C3B5D7C43CC310856D,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.03f888770160dc8d8137eda6a2deefe21990938fb166eeb4503756206134f81c,ega4.reference.candidate.sha256.58a238d8514ac5d7a672878efa8ab9eb97c519029e2b5ae41bc5d38830e340ef,source_aligned/ega4-17.tex,493,56,33930,33938,(17.4.1),(17.4.1),IV.17.4.1,ega4.c04.thm.17-4-1,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,75C400D6FB868894F212AB02D333B6FA88DDEEC5DDD0F5701D85F46268C81644,{\hyperlink{ega4.c04.thm.17-4-1}{(17.4.1)}},0B47453BA9F8744FDB42C9C8CE518B628F1AEF655A1EC611054E75F5A237C760,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.7cbcae7cb3937ee646a7b0f76918ccc30a29a5f85be76d5d2a6c7585e985a2b3,ega4.reference.candidate.sha256.81f1989e07cf6e46007cf33249fad21eccac54f387109fca9a6f707e146629fd,source_aligned/ega4-17.tex,532,64,37298,37306,(17.4.2),(17.4.2),IV.17.4.2,ega4.c04.cor.17-4-2,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,1347E3047DA693B8A6AF9E1EE32B4E07407B3C8357EBB6801A82614C23367363,{\hyperlink{ega4.c04.cor.17-4-2}{(17.4.2)}},CB008A527F04FA0C7C71AD59D01F7E7EACA78BB93A921BB84D58A61A9B9B8342,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.86673b24c70bc826132b04a652ac4c2e729a06e88477618ec61c6b1d7e8bcea0,ega4.reference.candidate.sha256.25306f7f06fcacfb20163f886f20f94bed59d0ed6d71e3b81d1a9dbcda389fde,source_aligned/ega4-17.tex,533,33,37455,37463,(17.4.5),(17.4.5),IV.17.4.5,ega4.c04.statement.17-4-5,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,F4C723CC83700E7483D8764C07FE7BB90B32E2EBA2049CC5218731ECAB87D8CC,{\hyperlink{ega4.c04.statement.17-4-5}{(17.4.5)}},447CEC5275184EEF45A508B740577ED0AB2FF067086B3DD45103D2647B5FC5F0,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.423fdaaaae566dcb28fe0bbaf68b2cd5a6b61a9fc8c51ed9bde059a15de219cf,ega4.reference.candidate.sha256.c071c4faf8a4c539ecca642e530e7e47659edbf083c3de758d004b91f3b752c6,source_aligned/ega4-17.tex,538,25,37546,37554,(17.4.6),(17.4.6),IV.17.4.6,ega4.c04.prop.17-4-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,9BDEF70FD8448335982082D5A06CC65B6D47F689D06AB637743CA1D02F2C4B2D,{\hyperlink{ega4.c04.prop.17-4-6}{(17.4.6)}},C337C46B8A4521DCBA03F1842947C6C56D6CA3594024888B55224D4ECC3C9588,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.f1fd6bdb41affcfced7558ca98104c625523ac9cf0c2409fa19719b7f9216491,ega4.reference.candidate.sha256.60f5eb695764933e540e7ba217f42628625692ab9efc9d50893ea239b9659b2b,source_aligned/ega4-17.tex,544,19,37971,37979,(17.4.6),(17.4.6),IV.17.4.6,ega4.c04.prop.17-4-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,9BDEF70FD8448335982082D5A06CC65B6D47F689D06AB637743CA1D02F2C4B2D,{\hyperlink{ega4.c04.prop.17-4-6}{(17.4.6)}},C337C46B8A4521DCBA03F1842947C6C56D6CA3594024888B55224D4ECC3C9588,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.8a58faa0fbf37b4ff796de5cfcd15cc438c84bc2a75bfd7373cf2c54a7ea21d8,ega4.reference.candidate.sha256.5a939ce66c53b1ac756586929fd26964f45b5461d6e54098cbe13e6769f163e5,source_aligned/ega4-17.tex,548,25,38075,38083,(17.4.6),(17.4.6),IV.17.4.6,ega4.c04.prop.17-4-6,WRAP_UNAMBIGUOUS_SAME_READER_REFERENCE,false,lead row-by-row contextual audit; unique stable target,BEFD65D02FCCA41F9294632FD63575380B063B5B0BA63C9D30F644EA4412A2FB,DED97D5026CBA1386214A15D25354DF86FA27D1834FD78301F1914E788B85FD7,9BDEF70FD8448335982082D5A06CC65B6D47F689D06AB637743CA1D02F2C4B2D,{\hyperlink{ega4.c04.prop.17-4-6}{(17.4.6)}},C337C46B8A4521DCBA03F1842947C6C56D6CA3594024888B55224D4ECC3C9588,APPLIED_REFERENCE_V2_LINK
