action_id,source_relpath,action_kind,locator,latex_label,baseline_offset,baseline_line,baseline_column,insertion_text,baseline_file_sha256,successor_file_sha256,baseline_context_sha256,baseline_context,disposition
ega4.structural-target.sha256.97fb68ede937a29e1f7a86e8b03b90f6db0284961abcf8098093e8dab4d44564,source_aligned/ega4-18.tex,tag_label_before_tag,18.9.7.4,IV.18.9.7.4,185253,2111,3,"\label{IV.18.9.7.4}
",F215B6E084A388C6883E98E6C108FA580EE3144EDA305A6627535730F7DD20BE,1A22338535D77AC799479032153A7F86C9A518F0ECEF3CB82DF2F843F26F9391,008BC5D451A981745B846232EE64B961724BA222C660336C676A1F389C18B803,"orname{prof}(\mathrm{A})+\operatorname{prof}(\mathrm{B}\otimes_{\mathrm{A}}k)   \tag{18.9.7.4} \end{equation} where $k$ denotes the residue field of A. On the other hand, since A is integral and $\dim",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.a9fe1803a23a7352101ba52e64d9d0b098379fedb3c405557fe1e049e292b17a,source_aligned/ega4-19.tex,tag_label_before_tag,19.7.4.1,IV.19.7.4.1,144041,1538,3,"\label{IV.19.7.4.1}
",7DFEF2763D33ABCBA9E57CE0ABD0920D46102ED37BE13B3FC2578417ABEBE783,AAEFCF21BD29FE4F3DD2BEDF852164501708970BE0E9E9F5683EC3151B722B3A,879B54789FBCF4BF04FF0E2A3A13E9F39713902D48816140A950A1D272230321,"athrm{T})(1-\mathrm{T})^{-n}\qquad\text{where }n=\dim(\sh{O}_{\mathrm{Y},x}).   \tag{19.7.4.1} \end{equation} \oldpage[IV-4]{219}  Let $\sh{J}$ be the coherent Ideal of $\sh{O}_\mathrm{X}$ defining $\",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.866c1044c72c2e2c92a43550969c2eb690f782259709d62f2d1a8229e312f742,source_aligned/ega4-19.tex,tag_label_before_tag,19.9.1.1,IV.19.9.1.1,158632,1626,3,"\label{IV.19.9.1.1}
",7DFEF2763D33ABCBA9E57CE0ABD0920D46102ED37BE13B3FC2578417ABEBE783,AAEFCF21BD29FE4F3DD2BEDF852164501708970BE0E9E9F5683EC3151B722B3A,E5A8EF778E0CA064036FEA89186763FE0956A1FDC7CE4DA5A4B725CE98510E9A,"{prof}_\mathrm{T}(\sh{F})=\inf_{x\in\mathrm{T}}\operatorname{prof}(\sh{F}_x).   \tag{19.9.1.1} \end{equation} We set on the other hand, for every point $t\in\mathrm{T}$, \begin{equation}   \operatorna",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.87fe6b2f65bc7d5cee99c37d7a900d7d05ac6e12e5c6dd5318863442707b2e46,source_aligned/ega4-19.tex,tag_label_before_tag,19.9.1.2,IV.19.9.1.2,158884,1631,3,"\label{IV.19.9.1.2}
",7DFEF2763D33ABCBA9E57CE0ABD0920D46102ED37BE13B3FC2578417ABEBE783,AAEFCF21BD29FE4F3DD2BEDF852164501708970BE0E9E9F5683EC3151B722B3A,B1D4E5345CABB1974454F58F78AB90A241CAB9342467EC4F70313483E12FD6A3,"\cap\operatorname{Spec}(\sh{O}_{\mathrm{X},t})}\operatorname{prof}(\sh{F}_x),   \tag{19.9.1.2} \end{equation} and we say that $\operatorname{prof}_{\mathrm{T},t}(\sh{F})$ is the \emph{T-depth of $\sh{",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.b0345e95fcb6ae355435f1fa854b40bed869ea70a99ef6ed14f6a2f4fd52d4df,source_aligned/ega4-19.tex,tag_label_before_tag,19.9.1.3,IV.19.9.1.3,159177,1636,3,"\label{IV.19.9.1.3}
",7DFEF2763D33ABCBA9E57CE0ABD0920D46102ED37BE13B3FC2578417ABEBE783,AAEFCF21BD29FE4F3DD2BEDF852164501708970BE0E9E9F5683EC3151B722B3A,37CD71C1CA0039497FDB563FEF64C180F126465321899B9483E7EA6C22DE7AB5,"m{T}(\sh{F})=\inf_{t\in\mathrm{T}}\operatorname{prof}_{\mathrm{T},t}(\sh{F}).   \tag{19.9.1.3} \end{equation} \end{env}  \begin{lemma}[19.9.2] \label{IV.19.9.2} Let $\mathrm{A}$ be a Noetherian ring, ",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.87de279a73befbb5cf1c583d6caab76c89e65a9f276fc85446110d058f39cee8,source_aligned/ega4-21-erratum53-insertion.tex,conditional_statement_label_after_begin,21.4.12,IV.21.4.12,9535,211,24,"
\ifdefined\EGAIVSuppressErratumLabels\else\label{IV.21.4.12}\fi",3038FD72AFF7BDFE38F1649BAD8A035CA0BB987A31D975184BF87314AB83A179,D8EF255121607397AADCD38BD5C943C85EA1BCBA0DA7B4D7ED06B3BB6AECAB55,07662534113F4C1BF5EEAA6CC03E998F9D243415F44C49AAA2E7BA2094E3E0B7,"0), since $X_y$ has only one maximal point. \end{proof}  \begin{remark}[21.4.12] If in (21.4.11) one assumes only that the $X_y$ are reduced, one must add to the condition in the statement that the in",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.7a36e250c6a627619ce5f51b4f0401f821e514e6c0005d49a5b9ddf4fe384a0d,source_aligned/ega4-6.tex,tag_label_before_tag,6.1.2.1,IV.6.1.2.1,4949,51,3,"\label{IV.6.1.2.1}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,7595C2829E5669A0BC0A43A0295C299EBEB550E0D40657EA14C276CADB4DC76B,hrm{M})+\dim_{\mathrm{B}\otimes_\mathrm{A} k}(\mathrm{N}\otimes_\mathrm{A} k)   \tag{6.1.2.1} \end{equation} \textnormal{(}resp.\ \sref{IV.6.1.1}\textnormal{)}. \end{corollary}  \begin{proof} It suffi,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.9c5744a8053e8c7f965ab669e163b780a12d5243bc47afa6bc1ed1e9cf3e6ced,source_aligned/ega4-6.tex,tag_label_before_tag,6.1.4.1,IV.6.1.4.1,6940,80,3,"\label{IV.6.1.4.1}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,278E4FA3803F5B3D8FB75470195FAB05627E5544E008D7FA172D73727C571B42,"uation}   \operatorname{codim}(f^{-1}(Z),X)\leqslant\operatorname{codim}(Z,Y)   \tag{6.1.4.1} \end{equation} Moreover, if $f$ is quasi-flat \sref{IV.2.3.3}, the two sides of \sref{IV.6.1.4} are equal.",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.7e6df546a3ad108bc0c3f34b1ca0085dba5d8c82da91141bfdbafaa4d2feed24,source_aligned/ega4-6.tex,tag_label_before_tag,6.2.1.1,IV.6.2.1.1,11378,140,3,"\label{IV.6.2.1.1}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,FCA200AE39D27B6A548C5B0E86B786DA5BC7547EFF440A857BCFC371250E3A3D,"mathrm{A}\mathrm{B})\leqslant\dim.\operatorname{proj}_\mathrm{A}(\mathrm{M}).   \tag{6.2.1.1} \end{equation}    \item Suppose in addition that $\mathrm{A}$ is a Noetherian ring, $\mathrm{B}$ a faithfu",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.4f189b12acf1b507eea84905c162687762576948e30a10d2787d242753d45a45,source_aligned/ega4-6.tex,tag_label_before_tag,6.2.1.2,IV.6.2.1.2,11735,146,3,"\label{IV.6.2.1.2}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,E10571B9A627030787A1740704DBA2C81BBCC5982F8D36500DE7629D9C565C2D,otimes_\mathrm{A}\mathrm{B})=\dim.\operatorname{proj}_\mathrm{A}(\mathrm{M}).   \tag{6.2.1.2} \end{equation} \end{enumerate} \end{proposition}  \begin{proof} \medskip\noindent \begin{enumerate}[label=,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.f08be8b77a1d98d71e7c35797b4bd8f2c5af0b49a66532e7f588920c5afde4c3,source_aligned/ega4-6.tex,tag_label_before_tag,6.2.3.1,IV.6.2.3.1,14566,191,3,"\label{IV.6.2.3.1}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,8C9B3248F06BE1BE585E8140612BFD4EF6D19776CDE5303B3398D240743E9DF9,rname{proj}_{\mathrm{B}\otimes_\mathrm{A} k}(\mathrm{N}\otimes_\mathrm{A} k).   \tag{6.2.3.1} \end{equation} \end{proposition}  \begin{proof} Consider a left resolution of $\mathrm{N}$ by free $\mathr,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.d427ab014639a4962210902ca964f2e7c9fd1fb55f805dd582f12203c6eeac66,source_aligned/ega4-6.tex,tag_label_before_tag,6.3.2.1,IV.6.3.2.1,21826,285,3,"\label{IV.6.3.2.1}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,970B8C620F77CBF95F700686B27C91130BA71CBEB6F20E78575BAD5F1E7A56FD,ame{coprof}_{\mathrm{B}\otimes_\mathrm{A} k}(\mathrm{N}\otimes_\mathrm{A} k).   \tag{6.3.2.1} \end{equation} \end{corollary}  \begin{proof} This follows immediately from \sref{IV.6.3.1.1} and \sref{IV,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.ba9078228cdde75281e18bc46f83274fa873e01259bc92040e08922bf2a14f70,source_aligned/ega4-6.tex,tag_label_before_tag,6.3.4.1,IV.6.3.4.1,23142,307,3,"\label{IV.6.3.4.1}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,B59452CCBB1E09EE5D5F2F9FA7B570026B126A786F8C5A490CA576E930554740,"m{M}\otimes_\mathrm{A}\mathrm{N})=\operatorname{prof}_\mathrm{A}(\mathrm{M}).   \tag{6.3.4.1} \end{equation} \oldpage[IV-2]{140} If in addition $\mathrm{M}\neq 0$ and $\mathrm{N}\neq 0$, then we have ",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.1a34529dd9816e1afb2f9d250953489cda22aa7f53d3b50b8d1c37255315c5e3,source_aligned/ega4-6.tex,tag_label_before_tag,6.3.4.2,IV.6.3.4.2,23402,313,3,"\label{IV.6.3.4.2}
",62C7B10F5CD12DC45FED638D2CDC24293006F13AF400A22CBD2E6E04AC63DBC0,8A587D8311DEFB2E88E4D51751A5AA5F46F007EEC39C3DBFABC40235E6519F60,066AE41A1307DC304B3E3E02960F226E1309F9EB4F7E1C3D06CD71EAD3AE3487,M}\otimes_\mathrm{A}\mathrm{N})=\operatorname{coprof}_\mathrm{A}(\mathrm{M}).   \tag{6.3.4.2} \end{equation} \end{corollary}  \begin{proof} It amounts to the same to say that $\mathrm{N}\otimes_\mathr,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.58538a60e0c4ec1863b6ce0176da0f958ca15eb49b6fefbe23c3a526ba4b97ae,source_aligned/ega4-7.tex,tag_label_before_tag,7.1.3.3,IV.7.1.3.3,4169,57,3,"\label{IV.7.1.3.3}
",A74A428669EE447E588D9BFD26A2F3D24DC62E25D092C396DB4013AC6DF73541,8C3F0FD2AC3AE97DDFE92268AD8071C537CB1F11104158C385421292974B4BBB,70D60718BB8464BE7E2CB173F47C0BE9F7F6A33077080A6861DD09D6FE5B8C9B," which gives \[   \dim(\sh{O}_{\mathrm{X}',y'_i})=\dim(\sh{O}_{\mathrm{X},y})   \tag{7.1.3.3} \] that is to say \sref{IV.5.1.2} \[   \operatorname{codim}(\mathrm{Y}'_i,\mathrm{X}')=\operatorname{codim",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.e52266ebadc0581a98bc095acd13b82ec55d6d3fd82ba1f8f8db7abe699065b4,source_aligned/ega4-7.tex,tag_label_before_tag,7.1.3.5,IV.7.1.3.5,4569,70,3,"\label{IV.7.1.3.5}
",A74A428669EE447E588D9BFD26A2F3D24DC62E25D092C396DB4013AC6DF73541,8C3F0FD2AC3AE97DDFE92268AD8071C537CB1F11104158C385421292974B4BBB,92DCA1DBF5B1EE1CF0C22A0320D13363EEA4E36256852ED267A697030FEA5C5C,"thrm{X}')=\dim(\mathrm{Y}'_i)+\operatorname{codim}(\mathrm{Y}'_i,\mathrm{X}')   \tag{7.1.3.5} \] for all $i$; by virtue of \hyperref[IV.7.1.3.1]{(7.1.3.1)}, \hyperref[IV.7.1.3.2]{(7.1.3.2)} and \hyper",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.ea7fac82875539f30635d3fe44449373334c44683bf5c1a503a1995dc2a5156d,source_aligned/ega4-7.tex,tag_label_before_tag,7.1.3.7,IV.7.1.3.7,5090,81,3,"\label{IV.7.1.3.7}
",A74A428669EE447E588D9BFD26A2F3D24DC62E25D092C396DB4013AC6DF73541,8C3F0FD2AC3AE97DDFE92268AD8071C537CB1F11104158C385421292974B4BBB,CCEF8DB15AB891659DED308889100E7D4AF61DBCD8309D1F9CBA32C136E8CC51," equality implies \[   \dim(\mathrm{Y}'_i)=\dim(\mathrm{Y}')=\dim(\mathrm{Y})   \tag{7.1.3.7} \] for all $i$, which proves the second assertion of~(ii).  Let us now prove the first assertion of~(ii). ",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.f2d04d760cad12bdf0156c8ec7e1dcf252abe41d62036e7644f38f72f8548baa,source_aligned/ega4-7.tex,tag_label_before_tag,7.3.16.1,IV.7.3.16.1,61339,681,5,"\label{IV.7.3.16.1}
",A74A428669EE447E588D9BFD26A2F3D24DC62E25D092C396DB4013AC6DF73541,8C3F0FD2AC3AE97DDFE92268AD8071C537CB1F11104158C385421292974B4BBB,DB243A14884C97C2399B45845D3D28FF60B694A2BD109B29E89520E9250DDBC5,oldsymbol{R}}(\mathrm{Y}')=g^{-1}(\mathrm{U}_{\boldsymbol{R}}(\mathrm{Y})).     \tag{7.3.16.1}   \] \end{enumerate} \end{proposition}  \begin{proof} The equivalence of $a)$ and $b)$ is immediate when ,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.d33d070301814f27dbc8db0c3fe573e67911389775d71cf45241800e11dc3898,source_aligned/ega4-8.tex,tag_label_before_tag,8.2.12.1,IV.8.2.12.1,29985,243,3,"\label{IV.8.2.12.1}
",A748EB2DE3BCE5F0982B93B88B694480B73CE22AB9D3862A9318136849A1A806,018CF914CF3A72BDCCA7EF70E6C496FEA0DA1158E7EDCAC410D941352A1F0BE1,DAB168E7551B5D876633B99D468FB35299F4950E123FDF835C29323D83FBA3C3,si_\lambda^*(\sh{O}_{\mathrm{S}_\lambda})\xrightarrow{\sim}\sh{O}_\mathrm{S}.   \tag{8.2.12.1} \end{equation} \end{corollary}  \begin{proof} We can evidently suppose the $\mathrm{S}_\lambda$ affine; w,APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.6a8837b313ceeb6bc02f2103ff4df6a764d2643290cf4e515664298458bb6573,source_aligned/ega4-8.tex,tag_label_before_tag,8.3.10.1,IV.8.3.10.1,49289,476,3,"\label{IV.8.3.10.1}
",A748EB2DE3BCE5F0982B93B88B694480B73CE22AB9D3862A9318136849A1A806,018CF914CF3A72BDCCA7EF70E6C496FEA0DA1158E7EDCAC410D941352A1F0BE1,9601D2772BCC716ADA7AF5EF7111928588CDFB5DCFC45CAEDDC6E38CB77D95C7,"C}$, $\mathfrak{Dc}$, $\mathfrak{Fc}$, or $\mathfrak{LFc}$.  \begin{equation}   \tag{8.3.10.1} \end{equation} \end{env}  It follows from \sref{IV.8.3.5} that under the hypothesis that for some $\alpha",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.b56bb12aa8c3356f3793b06dfb42274ad43e51f89514f002a3dc2997a1d5a34e,source_aligned/ega4-8.tex,tag_label_before_tag,8.5.1.2,IV.8.5.1.2,67557,648,3,"\label{IV.8.5.1.2}
",A748EB2DE3BCE5F0982B93B88B694480B73CE22AB9D3862A9318136849A1A806,018CF914CF3A72BDCCA7EF70E6C496FEA0DA1158E7EDCAC410D941352A1F0BE1,B680780B8407A25A2DAB2C87F4C5AFC9B334B790AC93F0EC5C31A9557409294E,"3]{20} We will then set \begin{equation}   \sh{F}=u_\lambda^*(\sh{F}_\lambda)   \tag{8.5.1.2} \end{equation} which is an $\sh{O}_\mathrm{S}$-Module not depending on the index $\lambda\in\mathrm{L}$, b",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.240a078661322f0b4f4f038cdf3efc8cb0c10be220b26d2e77a10c97069a3a81,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,3.1.10.2,IV.3.1.10.2,12752,366,25,"
\label{IV.3.1.10.2}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,8C13C3414C3E7FF9949A8D140A3A2E47C6F0BB05863C3580852DFF159E1FB88C,"V}, 17).} In (IV, 3.1.10), add after line 16 of p.~39:  \begin{remark}[3.1.10.2] Let $f:X\to Y$ be a quasi-compact and quasi-separated morphism, and let $\sh{F}$ be a quasi-coherent $\sh{O}_X$-Module,",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.b4ad4619b3e12b6e636ab02a39b041fdbc2ab3fa3620743e6cfe8e1c1cbce034,source_aligned/ega4-errata-addenda-list3.tex,tag_label_before_tag,3.1.10.3,IV.3.1.10.3,13009,371,48,"\label{IV.3.1.10.3}
",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,C62177C860BD222529ED866ED3B64DECAE895D462C56046B8A987A6BEBA7E307,"ule (1.7.4).  Then \begin{align}  \operatorname{Ass}(f_*(\sh{F}))&\subset f(X), \tag{3.1.10.3}\\  \operatorname{Ass}(f_*(\sh{F}))&\subset f(\operatorname{Ass}(\sh{F}))        \quad\text{if $X$ is loca",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.01524bd090e1e7b9c3cf47b3210f831111a0091a38afe8632d42996d5de3f564,source_aligned/ega4-errata-addenda-list3.tex,tag_label_before_tag,3.1.10.4,IV.3.1.10.4,13146,373,50,"\label{IV.3.1.10.4}
",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,4E42003D64217C0FDC3B8DBA4A24E402361DB9C0876E5689DC05845A3D3B9881," f(\operatorname{Ass}(\sh{F}))        \quad\text{if $X$ is locally Noetherian}. \tag{3.1.10.4} \end{align}  Indeed, let $y\in\operatorname{Ass}(f_*(\sh{F}))$.  By (2.3.1) and the flatness of $\operato",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.0eceb0bf8ee97b2a8b6b69b13bbf1036a2e1299ddf8e24c5923b99ed1ac776fc,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,3.1.10.5,IV.3.1.10.5,26388,667,25,"
\label{IV.3.1.10.5}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,C523E8C4A280961864A1F0D46EA832A207E4E25CE78A6AA81DF9C718DE09B0A7,"insertion} \let\EGAIVSuppressErratumLabels\undefined }  \begin{remark}[3.1.10.5] Even when $f$ is proper, one need not have $f(\operatorname{Ass}(\sh{F}))\subset \operatorname{Ass}(f_*(\sh{F}))$.  Tak",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.3c5459430c76ea21a96552d784b14e952355d9da0f3d4b0f50706b70809ac5b5,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,3.2.9,IV.3.2.9,26965,682,22,"
\label{IV.3.2.9}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,30400A87FB4D9AB98B86F67EF948B3A0CABA5BC3E9311E9A3ACB7D95A81E6E71,", 18).} After (IV, 3.2.8), insert after line 17 of p.~43:  \begin{remark}[3.2.9] For every point $s$ of a prescheme $X$, write $i_s:\operatorname{Spec}(k(s))\to X$ for the canonical morphism, which is",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.5d3d8831d888ce0f52efd48d87b643020c6fffa6288bd7441968d5987ef3e4d9,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,4.2.1.4,IV.4.2.1.4,29148,731,24,"
\label{IV.4.2.1.4}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,D51ED810DC1E33D60FF521D12BE3BC4C1BFE158DA1FACDF01AFAEF8A4FBD3A7F," the seventeenth line from the bottom of p.~55, insert:  \begin{remark}[4.2.1.4] Under the hypotheses of (4.2.1), one also has \begin{equation}  \dim(K\otimes_kL)=inf(\operatorname{tr.deg}_kK,        ",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.91827aa63d03e6c17adc97c8df804470038bbd24bd9c5878f77afab5d1be715a,source_aligned/ega4-errata-addenda-list3.tex,tag_label_before_tag,4.2.1.5,IV.4.2.1.5,29315,735,55,"\label{IV.4.2.1.5}
",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,B6C4DF98867FD5CB67CED434D540B03B9C9F133FDA42B35D05AD7DD29DF198E2,"\operatorname{tr.deg}_kK,                            \operatorname{tr.deg}_kL). \tag{4.2.1.5} \end{equation} If both fields have infinite transcendence degree (which may be an arbitrary cardinal), the",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.591cf53555d33a022891d7895dec3947eac52b5bad3fbbc08cb383d6d968fbe5,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,4.5.19.3,IV.4.5.19.3,31232,776,28,"
\label{IV.4.5.19.3}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,8B818DB0C7CC32545421233CAE525CF6B38FED32441336946F67B40BCE790571," the twelfth line from the bottom of p.~67, insert:  \begin{corollary}[4.5.19.3] Let $k$ be a field and $X$ a finite-type $k$-prescheme which is irreducible but not geometrically irreducible.  There i",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.877d28b4542e687076550125c867cecef8ce25c219831ba809e1a30cfda2d2b6,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,6.2.4,IV.6.2.4,32651,808,27,"
\label{IV.6.2.4}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,9F1D1FF1893CBC9517ABA86B5C63E018B88D77B5312E9E97C5368F9B5C47CEAD," After (IV, 6.2.3), after line 18 of p.~138, insert:  \begin{proposition}[6.2.4] Under the hypotheses of (6.2.3), let in addition $M$ be a finite $A$-module, and suppose that $M\neq0$ and $N\neq0$.  T",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.46be1386b21b55bb46cbf95d36da01ec9d5966b7aaf04b58540613dec1aef8e2,source_aligned/ega4-errata-addenda-list3.tex,tag_label_before_tag,6.2.4.1,IV.6.2.4.1,32899,814,48,"\label{IV.6.2.4.1}
",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,E9E9614E69C6F7F0CB7156BCF1947188511678A607F1E23850FB922A4EC1608A,"es_AN)=  \operatorname{pd}_A(M)+  \operatorname{pd}_{B\otimes_Ak}(N\otimes_Ak). \tag{6.2.4.1} \end{equation} \end{proposition}  Consider the left resolution $L_\bullet$ of $N$ introduced in (6.2.3), a",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.c0070382ddcd297fba71f7a878ebe3f0ccaf2c1d5ef304372249d67113546e1e,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,8.10.3.1,IV.8.10.3.1,38008,941,25,"
\label{IV.8.10.3.1}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,B5015199912C0F5D6DDFFB730F21ED78A8ABF9EB5A6F54BC9FB15E4F83A163D4,"fter (IV, 8.10.3), following line 14 of p.~37, insert:  \begin{remark}[8.10.3.1] The hypothesis in (8.10.3) that the sets $\overline{f_\alpha(X_\alpha)}$ be constructible cannot be omitted. For exampl",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.983d0bdc3c39d4875ac6f6a5945d48070cc1be1ba2af906f40caddbdbc6c3302,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,8.12.12,IV.8.12.12,39237,968,27,"
\label{IV.8.12.12}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,26A7B30F4830749D395CE6172D56E68B84B266D53887D26AAE2E3ED1E2F750B4," 30).} After (IV, 8.12.11), add at the end of p.~48:  \begin{corollary}[8.12.12] Let $X$ and $Y$ be two integral preschemes and let $f:X\to Y$ be a separated, birational morphism locally of finite typ",APPLIED_INVISIBLE_STRUCTURAL_TARGET
ega4.structural-target.sha256.2166ebe1a841902382fe0f9c51bf3e6b08a99180eb64727ebc78e303f8392143,source_aligned/ega4-errata-addenda-list3.tex,statement_label_after_begin,10.4.12,IV.10.4.12,42620,1034,27,"
\label{IV.10.4.12}",F8537170EC19BFFE237C5A32C7AAC76225B3E17692557D443E03767188216F00,4EC5153F9B8D7967A4D689F88C876567633DA3A938719A966CE7341BBBEEA3BB,A7E317189C2F2057FD34A619EF1B6DCADB58D9A8A9DAAE311A3240AC9570454F,").} In (IV, 10.4), after Proposition (10.4.11), add:  \begin{corollary}[10.4.12] Let $S$ be a prescheme, let $X$ be an $S$-prescheme of finite presentation, and let $f$ be a radicial $S$-endomorphism ",APPLIED_INVISIBLE_STRUCTURAL_TARGET
