candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.candidate.sha256.eba3787a1a349173de86b350808abad27441373a0a6feb58dc83518d00296b2b,explicit_sref,source_aligned/ega4-12.tex,201,20,21361,21379,\sref{IV.12.1.1.2},\sref{IV.12.1.1.2},12.1.1.2,IV,IV.12.1.1.2,ega4.c04.statement.12-1-1-2,Item.639,1,IV.12.1.1.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,0ADD668981CFAB196B37F905062C792BD140441F1D587AE5B7192B19B8EA8648,"for step~A), one uses \sref{IV.6.7.8}, and also \sref{IV.4.2.7} for~(ii); for step~B), one uses \sref{IV.9.9.2} and \sref{IV.9.9.4}. It remains to examine step~C) in each case. \end{theorem} \begin{proof} \begin{enumerate}[label=(\roman*)] \item[(i)] As in \sref{IV.12.1.1.2}, one reduces (using \sref{IV.6.7.8}) to the case where $Y$ is the spectrum of a discrete valuation ring $A$, $X=\Spec(B)$, where $B$ is an $A$-algebra of finite type, and $x,x'$ are two points of $X$ such that $f(x)=y$ is the closed point and $y'=f(x')$ is th"
ega4.reference.candidate.sha256.65b7b5ee756a241e1af5710f8a2c42efa4f007afe1c3a4fcd91e1c6c0b719344,explicit_sref,source_aligned/ega4-12.tex,201,59,21400,21415,\sref{IV.6.7.8},\sref{IV.6.7.8},6.7.8,IV,IV.6.7.8,ega4.c04.cor.6-7-8,Item.188,1,IV.6.7.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,32532A4F729EDFDCE6A32AC91EE866067B42FF53DC8AF48F16297626E743BEC4,"and also \sref{IV.4.2.7} for~(ii); for step~B), one uses \sref{IV.9.9.2} and \sref{IV.9.9.4}. It remains to examine step~C) in each case. \end{theorem} \begin{proof} \begin{enumerate}[label=(\roman*)] \item[(i)] As in \sref{IV.12.1.1.2}, one reduces (using \sref{IV.6.7.8}) to the case where $Y$ is the spectrum of a discrete valuation ring $A$, $X=\Spec(B)$, where $B$ is an $A$-algebra of finite type, and $x,x'$ are two points of $X$ such that $f(x)=y$ is the closed point and $y'=f(x')$ is the generic point of $Y$, with $x'$ in"
ega4.reference.candidate.sha256.083fbbd77d66524124a22f75ac3c1796f87027a8ed725565bd29c2031c0f939a,explicit_sref,source_aligned/ega4-12.tex,202,277,21984,21999,\sref{IV.1.3.8},\sref{IV.1.3.8},1.3.8,IV,IV.1.3.8,ega4.c04.statement.1-3-8,Item.26,1,IV.1.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,B83A379B605B630D8FF896A50EE66FE65248FC2FFBED5BE5DB721C2F3AB19645,"prove that $X$ satisfies $(\mathrm{S}_k)$ at the point $x'$, one may replace $X$ by $\Spec(\sh{O}_{X,x})$; that is, one may suppose that the ring $B$ is local, that the homomorphism $A\to B$ is local, and that $B$ is an $A$-algebra essentially of finite type \sref{IV.1.3.8}. Then, by hypothesis, if $t$ is a uniformiser of $A$, $t$ is a $B$-regular element by flatness, and $B/tB$ satisfies $(\mathrm{S}_k)$. But since $A$ is a universally catenary ring \sref{IV.5.6.4}, $B$ is catenary, so, by \sref{IV.5.12.4}, it follows that $B$"
ega4.reference.candidate.sha256.b8ce60598cb5b21baab963ad870661b1932816bec5fdfbc549829bea96e42a4c,explicit_sref,source_aligned/ega4-12.tex,204,46,22180,22195,\sref{IV.5.6.4},\sref{IV.5.6.4},5.6.4,IV,IV.5.6.4,ega4.c04.prop.5-6-4,section*.393,1,IV.5.6.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,CA5E6AED89CB0A2B68E078DDF58EC774649795DF50523AD557AD965D583328BE,"ocal, and that $B$ is an $A$-algebra essentially of finite type \sref{IV.1.3.8}. Then, by hypothesis, if $t$ is a uniformiser of $A$, $t$ is a $B$-regular element by flatness, and $B/tB$ satisfies $(\mathrm{S}_k)$. But since $A$ is a universally catenary ring \sref{IV.5.6.4}, $B$ is catenary, so, by \sref{IV.5.12.4}, it follows that $B$ satisfies $(\mathrm{S}_k)$, which finishes the proof in case~(i). \item[(iii)] Here step~C) is unnecessary; since $f$ is flat, one knows indeed \sref{IV.6.8.7} that when $Y$ is locally Noetheri"
ega4.reference.candidate.sha256.502ed1d531775a1be725b831a7cd78c2bf5c1ba48e2eccc194a66160e6141d91,explicit_sref,source_aligned/ega4-12.tex,204,87,22221,22237,\sref{IV.5.12.4},\sref{IV.5.12.4},5.12.4,IV,IV.5.12.4,ega4.c04.cor.5-12-4,AMS.459,1,IV.5.12.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,875A99B1D5C0594765B0936F40E8FDAFCA0A8C1D97368C92EC6825249AAB2513,"ntially of finite type \sref{IV.1.3.8}. Then, by hypothesis, if $t$ is a uniformiser of $A$, $t$ is a $B$-regular element by flatness, and $B/tB$ satisfies $(\mathrm{S}_k)$. But since $A$ is a universally catenary ring \sref{IV.5.6.4}, $B$ is catenary, so, by \sref{IV.5.12.4}, it follows that $B$ satisfies $(\mathrm{S}_k)$, which finishes the proof in case~(i). \item[(iii)] Here step~C) is unnecessary; since $f$ is flat, one knows indeed \sref{IV.6.8.7} that when $Y$ is locally Noetherian and $f$ locally of finite type, the set"
ega4.reference.candidate.sha256.93680f4ca48136c45727681ff4fd826b107aa321151305d0a211f9bccfe5db5e,explicit_sref,source_aligned/ega4-12.tex,206,81,22406,22422,\sref{IV.6.8.7} ,\sref{IV.6.8.7},6.8.7,IV,IV.6.8.7,ega4.c04.cor.6-8-7,Item.210,1,IV.6.8.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,DF272A566E1083592D97A67D5B597B4578DC097BBA7DFC4F7A1DFBC2C5881DEC,"A$ is a universally catenary ring \sref{IV.5.6.4}, $B$ is catenary, so, by \sref{IV.5.12.4}, it follows that $B$ satisfies $(\mathrm{S}_k)$, which finishes the proof in case~(i). \item[(iii)] Here step~C) is unnecessary; since $f$ is flat, one knows indeed \sref{IV.6.8.7} that when $Y$ is locally Noetherian and $f$ locally of finite type, the set of $x\in X$ such that $X_{f(x)}$ is geometrically regular at the point $x$ is open in $X$. \item[(ii)] By reasoning as in \sref{IV.12.1.1.3}, to prove that the property considered i"
ega4.reference.candidate.sha256.1e68e7d7097a99b02d9c155002e8a5b98f5f88c40f1a278be9a24fdb2e851511,explicit_sref,source_aligned/ega4-12.tex,208,34,22623,22641,\sref{IV.12.1.1.3},\sref{IV.12.1.1.3},12.1.1.3,IV,IV.12.1.1.3,ega4.c04.statement.12-1-1-3,Item.639,1,IV.12.1.1.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,17DF51FFBAC07CC5A4C00E8A0309415423D8B415A4209E5310BD30BDFED983EB,"ssary; since $f$ is flat, one knows indeed \sref{IV.6.8.7} that when $Y$ is locally Noetherian and $f$ locally of finite type, the set of $x\in X$ such that $X_{f(x)}$ is geometrically regular at the point $x$ is open in $X$. \item[(ii)] By reasoning as in \sref{IV.12.1.1.3}, to prove that the property considered is stable under generization, one can first, by considering an arbitrary finite extension $K'$ of $k(y')$, and taking into account the definition \sref{IV.6.7.6} of the geometric property $(\mathrm{R}_k)$, as well as the"
ega4.reference.candidate.sha256.4289e5402c463106f9e5b50429c3bee23fd03e7bfaef5cd8cf6c9861917c47e5,explicit_sref,source_aligned/ega4-12.tex,208,238,22827,22843,\sref{IV.6.7.6} ,\sref{IV.6.7.6},6.7.6,IV,IV.6.7.6,ega4.c04.def.6-7-6,Item.182,1,IV.6.7.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,7592227E0C273C538842BAF3B533CCD2270627F0068D00E2DAD412DCDDA6FEA0,"t $x$ is open in $X$. \item[(ii)] By reasoning as in \sref{IV.12.1.1.3}, to prove that the property considered is stable under generization, one can first, by considering an arbitrary finite extension $K'$ of $k(y')$, and taking into account the definition \sref{IV.6.7.6} of the geometric property $(\mathrm{R}_k)$, as well as the invariance under change of base field of the two other properties appearing in~(ii), replace in~(ii) the geometric property $(\mathrm{R}_k)$ by the property $(\mathrm{R}_k)$. Proceeding then as in~(i),"
ega4.reference.candidate.sha256.215a760122c9120a6098b888204e322d4c027eb5357503b10612be8901923ff0,explicit_sref,source_aligned/ega4-12.tex,209,160,23236,23253,\sref{IV.5.12.5} ,\sref{IV.5.12.5},5.12.5,IV,IV.5.12.5,ega4.c04.prop.5-12-5,AMS.459,1,IV.5.12.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,7F12BC0FBBF367FDC74DD6731535F3C95B1DCF85D162264E43749FC9C785A1A5,"g in~(ii), replace in~(ii) the geometric property $(\mathrm{R}_k)$ by the property $(\mathrm{R}_k)$. Proceeding then as in~(i), one reduces to the case where $Y$ is the spectrum of a discrete valuation ring $A$, and since $A$ is catenary, it suffices to apply \sref{IV.5.12.5} to conclude. \item[(iv)] The set of points $x\in X$ such that $X_{f(x)}$ is geometrically normal at the point $x$ is contained in that of $x\in X$ such that $X_{f(x)}$ is geometrically punctually integral and satisfies $(\mathrm{S}_2)$ at the point $x$, and"
ega4.reference.candidate.sha256.f99bf7aefe80458416eb5363853ff90ebd2f6bd851aadce02aede241c624818e,explicit_sref,source_aligned/ega4-12.tex,211,292,23558,23574,\sref{IV.12.1.1},\sref{IV.12.1.1},12.1.1,IV,IV.12.1.1,ega4.c04.thm.12-1-1,subsection.12.1,1,IV.12.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,31D9BC5DB7ED9366BC10CAB911E4FF34D5CBBF714AB22AC43C3B5D05BC4207E7,"$x\in X$ such that $X_{f(x)}$ is geometrically normal at the point $x$ is contained in that of $x\in X$ such that $X_{f(x)}$ is geometrically punctually integral and satisfies $(\mathrm{S}_2)$ at the point $x$, and this latter set is open in $X$ by virtue of \sref{IV.12.1.1},~(viii). One can therefore already suppose that, for every $x\in X$, $X_{f(x)}$ is geometrically punctually integral and satisfies $(\mathrm{S}_2)$ at the point $x$, and \emph{a fortiori} it is equidimensional. On the other hand, by the Serre criterion \sref{"
ega4.reference.candidate.sha256.e1973ca9f320cabe4df5f4a5aff8baf2d827b685ca209930561577f46490a0a7,explicit_sref,source_aligned/ega4-12.tex,213,43,23828,23843,\sref{IV.5.8.6},\sref{IV.5.8.6},5.8.6,IV,IV.5.8.6,ega4.c04.thm.5-8-6,subsection.5.8,1,IV.5.8.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,A38333B462BCDDFB8F2C76AB5BCE9BBAC5FEEABAB88785AE8E3598C54567417E,"2.1.1},~(viii). One can therefore already suppose that, for every $x\in X$, $X_{f(x)}$ is geometrically punctually integral and satisfies $(\mathrm{S}_2)$ at the point $x$, and \emph{a fortiori} it is equidimensional. On the other hand, by the Serre criterion \sref{IV.5.8.6}, to say that $X_{f(x)}$ is geometrically normal at the point $x$ means that $X_{f(x)}$ satisfies $(\mathrm{S}_2)$ and the property $(\mathrm{R}_1)$ geometrically at $x$; \oldpage[IV-3]{179} but by virtue of~(ii) and the preceding remarks, this set is the inte"
ega4.reference.candidate.sha256.6cbc8f09b467f2fe7530d9b320254834bec61a0fb330ab77f3b1c97417e37896,explicit_sref,source_aligned/ega4-12.tex,222,82,24377,24392,\sref{IV.6.8.1},\sref{IV.6.8.1},6.8.1,IV,IV.6.8.1,ega4.c04.def.6-8-1,subsection.6.8,1,IV.6.8.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,11B7E57FA242A54990A7053811AF5BE2645EE76FD079657A241B9CAEC6A9A8DD,"o open subsets of $X$, hence is open in $X$. \end{enumerate} \end{proof} \begin{corollary}[12.1.7] \label{IV.12.1.7} Let $f:X\to Y$ be a morphism locally of finite presentation. Then the set of points $x\in X$ at which $f$ has one of the following properties \sref{IV.6.8.1}: \begin{enumerate}[label=(\roman*)] \item satisfies the property $(\mathrm{S}_k)$; \item has coprofundity $\leqslant n$; \item is Cohen--Macaulay; \item is regular (or smooth, which amounts to the same); \item is normal; \item is reduced; \end{enu"
ega4.reference.candidate.sha256.426d7ec44302cda0d464a1173889dcc9551b56bf0b672248a1279ef358468551,explicit_sref,source_aligned/ega4-12.tex,235,25,24731,24748,\sref{IV.11.3.1} ,\sref{IV.11.3.1},11.3.1,IV,IV.11.3.1,ega4.c04.thm.11-3-1,subsection.11.3,1,IV.11.3.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,40DBFF5A4DFCFEEB8DC90A14CCAC5055B433DEF95E6BFF7D856DC8A1142CB600,"}_k)$; \item has coprofundity $\leqslant n$; \item is Cohen--Macaulay; \item is regular (or smooth, which amounts to the same); \item is normal; \item is reduced; \end{enumerate} is open in $X$. \end{corollary} \begin{proof} Indeed, it follows from \sref{IV.11.3.1} that the set of $x\in X$ where $f$ is \emph{flat} is \emph{open}. One can therefore restrict to the case where $f$ is flat, and then the corollary follows from \sref{IV.12.1.1},~(iv),~(vi), and~(vii), and from \sref{IV.12.1.6},~(i),~(ii), and~(iv). \end{proof}"
ega4.reference.candidate.sha256.86388ef334ea0e402be8ea3a4c2d8d0ca54e96e14c9cc16e8cfad3c3b2933361,explicit_sref,source_aligned/ega4-12.tex,236,95,24908,24924,\sref{IV.12.1.1},\sref{IV.12.1.1},12.1.1,IV,IV.12.1.1,ega4.c04.thm.12-1-1,subsection.12.1,1,IV.12.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,31D9BC5DB7ED9366BC10CAB911E4FF34D5CBBF714AB22AC43C3B5D05BC4207E7,"{enumerate} is open in $X$. \end{corollary} \begin{proof} Indeed, it follows from \sref{IV.11.3.1} that the set of $x\in X$ where $f$ is \emph{flat} is \emph{open}. One can therefore restrict to the case where $f$ is flat, and then the corollary follows from \sref{IV.12.1.1},~(iv),~(vi), and~(vii), and from \sref{IV.12.1.6},~(i),~(ii), and~(iv). \end{proof} \begin{remarks}[12.1.8] \label{IV.12.1.8} \begin{enumerate}[label=(\roman*)] \item In \sref{IV.12.1.6},~(ii), one cannot suppress the hypothesis that $x$ does not belong to"
ega4.reference.candidate.sha256.8a3d560fc6b25e95fde65676a14ce0b3ab7bc6844c21e6bc58291c720cb2a99c,explicit_sref,source_aligned/ega4-12.tex,236,145,24958,24974,\sref{IV.12.1.6},\sref{IV.12.1.6},12.1.6,IV,IV.12.1.6,ega4.c04.thm.12-1-6,Item.643,1,IV.12.1.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,81A60811D34F24F8343D65E6A4E617CAD2F0F3AE425A101ABC0117A8F8BD0FA6,"n{proof} Indeed, it follows from \sref{IV.11.3.1} that the set of $x\in X$ where $f$ is \emph{flat} is \emph{open}. One can therefore restrict to the case where $f$ is flat, and then the corollary follows from \sref{IV.12.1.1},~(iv),~(vi), and~(vii), and from \sref{IV.12.1.6},~(i),~(ii), and~(iv). \end{proof} \begin{remarks}[12.1.8] \label{IV.12.1.8} \begin{enumerate}[label=(\roman*)] \item In \sref{IV.12.1.6},~(ii), one cannot suppress the hypothesis that $x$ does not belong to any associated immersed prime cycle of $X_{f(x)}$"
ega4.reference.candidate.sha256.7fb3eea575dce371860a1fb4d145ff8629b4fea1c7b9f0156fe8c3f7c8d8db9c,explicit_sref,source_aligned/ega4-12.tex,242,12,25098,25114,\sref{IV.12.1.6},\sref{IV.12.1.6},12.1.6,IV,IV.12.1.6,ega4.c04.thm.12-1-6,Item.643,1,IV.12.1.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,81A60811D34F24F8343D65E6A4E617CAD2F0F3AE425A101ABC0117A8F8BD0FA6,"ct to the case where $f$ is flat, and then the corollary follows from \sref{IV.12.1.1},~(iv),~(vi), and~(vii), and from \sref{IV.12.1.6},~(i),~(ii), and~(iv). \end{proof} \begin{remarks}[12.1.8] \label{IV.12.1.8} \begin{enumerate}[label=(\roman*)] \item In \sref{IV.12.1.6},~(ii), one cannot suppress the hypothesis that $x$ does not belong to any associated immersed prime cycle of $X_{f(x)}$. This is shown by the example \sref{IV.5.12.3}: one takes $X=\Spec(A)$, with $Y$ the spectrum of the local ring $A_0$ of $k[T]$ correspondi"
ega4.reference.candidate.sha256.c0c993127064b747c5f5b80121248c687c54258a8deb3632bb04d7e00da2ec10,explicit_sref,source_aligned/ega4-12.tex,243,30,25265,25281,\sref{IV.5.12.3},\sref{IV.5.12.3},5.12.3,IV,IV.5.12.3,ega4.c04.rem.5-12-3,AMS.459,1,IV.5.12.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,579B2EB7186C42A24B5F385D8582BBDDA7BCA3F1D420CBC195CE5331BFF4753E,"of} \begin{remarks}[12.1.8] \label{IV.12.1.8} \begin{enumerate}[label=(\roman*)] \item In \sref{IV.12.1.6},~(ii), one cannot suppress the hypothesis that $x$ does not belong to any associated immersed prime cycle of $X_{f(x)}$. This is shown by the example \sref{IV.5.12.3}: one takes $X=\Spec(A)$, with $Y$ the spectrum of the local ring $A_0$ of $k[T]$ corresponding to the prime ideal $(T)$, and the morphism $X\to Y$ corresponding to the injective homomorphism $A_0\to A$ obtained, by localization and passage to the quotient, fr"
ega4.reference.candidate.sha256.aa8ca867b5206ba4b0de3928c6d0e26bea2e11486be16b74a6c6911a68e9283b,explicit_sref,source_aligned/ega4-12.tex,244,64,25641,25658,\sref[0]{0.6.3.4},\sref[0]{0.6.3.4},0.6.3.4,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,A955E858547A4F2B9B288863432C4075E4D9691ACCD313537E48A3D6BB3A0F94,"he prime ideal $(T)$, and the morphism $X\to Y$ corresponding to the injective homomorphism $A_0\to A$ obtained, by localization and passage to the quotient, from the injection $k[T]\to k[T,U,V]$. This morphism is flat since $A$ is a torsion-free $A_0$-module \sref[0]{0.6.3.4}. Here the fibre $X_y$ at the closed point $y$ of $Y$, equal to $\Spec(A/tA)$, is irreducible, of dimension~1 and satisfies the condition $(\mathrm{R}_0)$ geometrically since the local ring at its generic point is a field. In contrast, at the generic point $y'"
ega4.reference.candidate.sha256.75e4f98ff8f7aa144d9cdbf87d551928d1adba760b3cb1c95ac026258771eaba,explicit_sref,source_aligned/ega4-12.tex,248,12,26114,26130,\sref{IV.12.1.6},\sref{IV.12.1.6},12.1.6,IV,IV.12.1.6,ega4.c04.thm.12-1-6,Item.643,1,IV.12.1.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,81A60811D34F24F8343D65E6A4E617CAD2F0F3AE425A101ABC0117A8F8BD0FA6,"generic point is a field. In contrast, at the generic point $y'$ of $Y$, the fibre $X_{y'}$ has two irreducible components of dimensions~0 and~1, and that of dimension~0 is not reduced, so $X_{y'}$ does not satisfy the condition $(\mathrm{R}_0)$. \item In \sref{IV.12.1.6},~(ii), one cannot suppress the hypothesis that $X_{f(x)}$ is equidimensional at the point $x$ either. This is seen from the example \sref{IV.5.12.6}, with $X=\Spec(A)$ and $Y=\Spec(A_0)$, where $A_0$ is defined as in~(i); the morphism $X\to Y$ is again obtain"
ega4.reference.candidate.sha256.6247c0e5f0e3a0e3a587a1ce88e6e33190b31060fe56a186f43bb916f8f99202,explicit_sref,source_aligned/ega4-12.tex,249,31,26263,26279,\sref{IV.5.12.6},\sref{IV.5.12.6},5.12.6,IV,IV.5.12.6,ega4.c04.rem.5-12-6,AMS.459,1,IV.5.12.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,A51A0A6241D09DF092EB2C687BA5B9A5C3BD1F2E4A6BCBF3A04140D6CCD401BA,"d that of dimension~0 is not reduced, so $X_{y'}$ does not satisfy the condition $(\mathrm{R}_0)$. \item In \sref{IV.12.1.6},~(ii), one cannot suppress the hypothesis that $X_{f(x)}$ is equidimensional at the point $x$ either. This is seen from the example \sref{IV.5.12.6}, with $X=\Spec(A)$ and $Y=\Spec(A_0)$, where $A_0$ is defined as in~(i); the morphism $X\to Y$ is again obtained from the injection $k[T]\to k[T,U,V,W]$ by localization and passage to the quotient, and is flat since $A$ is a torsion-free $A_0$-module \sref[0]"
ega4.reference.candidate.sha256.807a8b2f1880504d68445e51a68cd7b9311e09b6a75729d28b87c066d7e00519,explicit_sref,source_aligned/ega4-12.tex,249,299,26531,26548,\sref[0]{0.6.3.4},\sref[0]{0.6.3.4},0.6.3.4,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,A955E858547A4F2B9B288863432C4075E4D9691ACCD313537E48A3D6BB3A0F94,".5.12.6}, with $X=\Spec(A)$ and $Y=\Spec(A_0)$, where $A_0$ is defined as in~(i); the morphism $X\to Y$ is again obtained from the injection $k[T]\to k[T,U,V,W]$ by localization and passage to the quotient, and is flat since $A$ is a torsion-free $A_0$-module \sref[0]{0.6.3.4}. The fibre $X_y$ at the closed point $y$ of $Y$ is reduced (hence satisfies $(\mathrm{S}_1)$) and satisfies $(\mathrm{R}_1)$, but has two irreducible components of dimensions~2 and~1, while the fibre $X_{y'}$ at the generic point $y'$ of $Y$ does not satisfy"
ega4.reference.candidate.sha256.aa6a1b944aadf4e575851a49b7e70e42387ecbe5f6b2ee8139ba29cca9f3b831,explicit_sref,source_aligned/ega4-12.tex,276,141,28654,28671,\sref{IV.4.7.12} ,\sref{IV.4.7.12},4.7.12,IV,IV.4.7.12,ega4.c04.def.4-7-12,section*.238,1,IV.4.7.12,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,EBF4520D4FE94A6198310B0B5E4144FA8EE09B0B6EFAE92F0262253330E9F89B,"unctually integral at every point of $X_y$. \item The set of $y\in Y$ such that $\sh{F}_y$ is geometrically integral. \item The set of $y\in Y$ such that $\sh{F}_y$ has no associated immersed prime cycle and that the sum $l(y)$ of the total multiplicities \sref{IV.4.7.12} of $\sh{F}_y$ at the maximal points of $\operatorname{Supp}(\sh{F}_y)$ is $\leqslant k$. \end{enumerate} \end{theorem} \begin{proof} With the exception of~(ii), (iii), (iv), (x) and~(xi), the properties $\mathbf{P}(y)$ considered are of the form: ``for every"
ega4.reference.candidate.sha256.4df95769fc5ce73f8b36fe9a06226ddd46425635e8446748f4bf8bfcc72b41bf,explicit_sref,source_aligned/ega4-12.tex,281,250,29054,29070,\sref{IV.12.1.1},\sref{IV.12.1.1},12.1.1,IV,IV.12.1.1,ega4.c04.thm.12-1-1,subsection.12.1,1,IV.12.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,31D9BC5DB7ED9366BC10CAB911E4FF34D5CBBF714AB22AC43C3B5D05BC4207E7,"gin{proof} With the exception of~(ii), (iii), (iv), (x) and~(xi), the properties $\mathbf{P}(y)$ considered are of the form: ``for every $x\in X_y$, $\sh{F}_y$ has the property $\mathbf{Q}(x)$'', where $\mathbf{Q}(x)$ is one of the properties~(i) to~(viii) of \sref{IV.12.1.1}. It follows from \sref{IV.12.1.1} that the set $U$ of $x\in X$ such that $\mathbf{Q}(x)$ is true is open, and that the set $V$ of $y\in Y$ such that $\mathbf{P}(y)$ is true is precisely $Y-f(X-U)$; in all these cases, the theorem is therefore already proved u"
ega4.reference.candidate.sha256.02d796c6d1ce9bf2e6190e925c4697a36fc6eb0f484c6748ad352c4a804eb2dd,explicit_sref,source_aligned/ega4-12.tex,282,17,29088,29105,\sref{IV.12.1.1} ,\sref{IV.12.1.1},12.1.1,IV,IV.12.1.1,ega4.c04.thm.12-1-1,subsection.12.1,1,IV.12.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,0D1767357234FD3669FFD31E1175915FB3CAAD9120D82ACE2A43A524FC45F78B,"ii), (iii), (iv), (x) and~(xi), the properties $\mathbf{P}(y)$ considered are of the form: ``for every $x\in X_y$, $\sh{F}_y$ has the property $\mathbf{Q}(x)$'', where $\mathbf{Q}(x)$ is one of the properties~(i) to~(viii) of \sref{IV.12.1.1}. It follows from \sref{IV.12.1.1} that the set $U$ of $x\in X$ such that $\mathbf{Q}(x)$ is true is open, and that the set $V$ of $y\in Y$ such that $\mathbf{P}(y)$ is true is precisely $Y-f(X-U)$; in all these cases, the theorem is therefore already proved under the sole assumption that the m"
ega4.reference.candidate.sha256.79e3ea4b057896363f1534e32dfe5a2fe1f3a4b077df79e8634ef7d5bf488396,explicit_sref,source_aligned/ega4-12.tex,284,100,29562,29578,\sref{IV.4.7.13},\sref{IV.4.7.13},4.7.13,IV,IV.4.7.13,ega4.c04.prop.4-7-13,section*.239,1,IV.4.7.13,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,70A1E04721152C572A5E1E4FB4E30023639987F173B7E985FF8167FE94811107,FC33CB082480E3AB808AFBEC1616823BE330B05CD2D039127E0922422AE3D6C0,"s therefore already proved under the sole assumption that the morphism $f$ is \emph{closed}. For~(iii), one applies~(i) with $\Phi$ reduced to a single element. It remains to examine cases~(ii), (iv), and~(xi) separately ((x) follows immediately from~(xi) and \sref{IV.4.7.13}),\footnote{The printed source cites (4.7.14), but {\hyperlink{ega4.c04.subsec.4-7}{Section 4.7}} ends with {\hyperlink{ega4.c04.prop.4-7-13}{Proposition 4.7.13}} before {\hyperlink{ega4.c04.subsec.4-8}{Section 4.8}} begins; {\hyperlink{ega4.c04.prop.4-7-13}{P"
