residual_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.residual.sha256.b7ae243f55a1e5616b06f065bbcdfe03219ac09a4258643524068ef7769aa373,ega4.reference.candidate.sha256.b7ae243f55a1e5616b06f065bbcdfe03219ac09a4258643524068ef7769aa373,explicit_sref,source_aligned/ega4-10.tex,413,91,31379,31396,\sref[I]{I.1.8.5},\sref[I]{I.1.8.5},1.8.5,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,B9FE44EE44B32FDD9E430CDDFC13537C23A80B27A9F3A27BB473D8173CEBB087,"ing \sref{IV.8.9.1} and \sref{IV.8.10.5},~(vii), one reduces to the case where $S=\operatorname{Spec}(A)$, where $A$ is a sub-$\mathbf{Z}$-algebra of finite type of $k$. But then $X$ is a Jacobson prescheme \sref{IV.10.4.7}, and $g(X)$ is constructible in $X$ \sref[I]{I.1.8.5}, hence, to prove that $g(X)=X$, it suffices to show that $g(X)$ contains all the \emph{closed} points of $X$ \sref{IV.10.3.1}. \begin{lemma}[10.4.11.1] \label{IV.10.4.11.1} Let $Y$ be a $\mathbf{Z}$-prescheme of finite type. \begin{enumerate}[label=(\roman*)"
ega4.reference.residual.sha256.b743011864739eee5e5cd2229c433232b230524c0d339eb3db6aaafe127f2935,ega4.reference.candidate.sha256.b743011864739eee5e5cd2229c433232b230524c0d339eb3db6aaafe127f2935,explicit_sref,source_aligned/ega4-10.tex,424,196,32157,32174,\sref[I]{I.6.4.2},\sref[I]{I.6.4.2},6.4.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,95AC529392FDB8F1C6FA6EEC3741314E772FE7AC1D878E4BA3A07A5F1F6B66A2,"$ of degree dividing $d$ is finite. \end{enumerate} \end{lemma} The assertion (i) follows from the fact that the image of a closed point $y\in Y$ in $\operatorname{Spec}(\mathbf{Z})$ is a closed point \sref{IV.10.4.7}, in other words a prime number, and from \sref[I]{I.6.4.2}. On the other hand, as $Y$ is a finite union of affine open subsets of finite type over $\mathbf{Z}$, one can restrict to proving (ii) in the case where $Y=\operatorname{Spec}(C)$, where $C$ is a $\mathbf{Z}$-algebra of finite type. Now, the points $y\in Y$ s"
ega4.reference.residual.sha256.d77e2df7bfe9541e32bf462745334c1cd69cde319ff3110c8f5e05337d096101,ega4.reference.candidate.sha256.d77e2df7bfe9541e32bf462745334c1cd69cde319ff3110c8f5e05337d096101,explicit_sref,source_aligned/ega4-10.tex,451,48,34311,34330,\sref[0]{0.16.3.3} ,\sref[0]{0.16.3.3},0.16.3.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,F84BBC70DE049AD31AF35EE60C8D0A436285AC69D55E96ECE7522FC63BED2EA6,"bel=\emph{\alph*)}] \setcounter{enumi}{4} \item $\operatorname{Spec}(B)$ is finite. \item $B$ is a semi-local ring of dimension $\leq 1$. \end{enumerate} \end{proposition} \begin{proof} \oldpage[IV-3]{105} It follows indeed from the Artin--Tate theorem \sref[0]{0.16.3.3} that conditions $e)$ and $f)$ are equivalent. Condition $f)$ implies that $\operatorname{Spec}(B)$ is the union of the set of its closed points and of its generic point, hence $f)$ implies $e)$ without assuming $A$ to be Noetherian. Finally, $e)$ implies $d)$"
ega4.reference.residual.sha256.7a0d3d3abfe6c0bf5e0f30ab90fa6f64bdd15c0dd80817532db9b56b7da2df1b,ega4.reference.candidate.sha256.7a0d3d3abfe6c0bf5e0f30ab90fa6f64bdd15c0dd80817532db9b56b7da2df1b,explicit_sref,source_aligned/ega4-10.tex,477,291,36055,36073,\sref[0]{0.14.1.7},\sref[0]{0.14.1.7},0.14.1.7,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,0B960B917D0F0B2F0A8194C912C9CAE9C2D8950B54C968388F106758A4570023,"inite number of irreducible affine open subsets $U_i$ ($1\leq i\leq n$) covering $X$, and each of which contains the generic point of $X$; it suffices to prove the equivalence of $a)$, $b)$, and $c)$ for each of the $(U_i)_{\mathrm{red}}$ (taking into account \sref[0]{0.14.1.7}). But this equivalence follows from \sref{IV.10.5.1}. \end{proof} \begin{remark}[10.5.4] \label{IV.10.5.4} A Noetherian prescheme $X$ satisfying the equivalent conditions of \sref{IV.10.5.3} is not necessarily an affine scheme; in fact it can even be \emph{n"
ega4.reference.residual.sha256.6e90113d1094584fa964dcb3bd0cc028c53943b57871336022457b6fdeb44a58,ega4.reference.candidate.sha256.6e90113d1094584fa964dcb3bd0cc028c53943b57871336022457b6fdeb44a58,explicit_sref,source_aligned/ega4-10.tex,483,208,36389,36408,\sref[I]{I.5.5.11} ,\sref[I]{I.5.5.11},5.5.11,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,611E06946BC18B8E7511185913A437F1F164F765CF3F9167C1A25E3067F4A26A,"end{proof} \begin{remark}[10.5.4] \label{IV.10.5.4} A Noetherian prescheme $X$ satisfying the equivalent conditions of \sref{IV.10.5.3} is not necessarily an affine scheme; in fact it can even be \emph{non-separated}, as one sees by replacing, in the example \sref[I]{I.5.5.11} of the ``affine line with doubled point'', $X_1$ and $X_2$ by the spectrum of the ring of the discrete valuation $(K[s])_{(s)}$, $U_{12}$ and $U_{21}$ by the open subset reduced to the generic point in $X_1$ and $X_2$ respectively; the non-separated prescheme"
ega4.reference.residual.sha256.0d979075b134bb6cee3509eb67a6b29676952640740e188e82f118e4eb4dba78,ega4.reference.candidate.sha256.0d979075b134bb6cee3509eb67a6b29676952640740e188e82f118e4eb4dba78,explicit_sref,source_aligned/ega4-10.tex,528,167,40542,40560,\sref[0]{0.2.1.3} ,\sref[0]{0.2.1.3},0.2.1.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,971BFCB13C993CB552B1BDFF6A293B155E138908D5D41B47A3C94812F8A8E465,"$\operatorname{Spec}(A)-V(\mathfrak{R})$ is a Jacobson scheme. \end{corollary} \begin{proof} If $X=\operatorname{Spec}(A)$, $Y=V(\mathfrak{J})$, where $\mathfrak{J}$ is an ideal of $A$, to say that every non-empty closed subset of $X$ meets $Y$ is equivalent \sref[0]{0.2.1.3} to saying that $Y$ contains all the \emph{closed points} of $X$, or equivalently that $\mathfrak{J}$ is \emph{contained in the radical} $\mathfrak{R}$ of $A$. If $f\in\mathfrak{R}$, the open $D(f)$ does not meet $V(\mathfrak{R})$, and is a Jacobson space by vi"
ega4.reference.residual.sha256.e5e8f52e74048a40a905a400b8298282df1ce5c63bfc379b0d17dd76b8c9e594,ega4.reference.candidate.sha256.e5e8f52e74048a40a905a400b8298282df1ce5c63bfc379b0d17dd76b8c9e594,explicit_sref,source_aligned/ega4-10.tex,550,90,42175,42194,\sref[0]{0.23.1.5} ,\sref[0]{0.23.1.5},0.23.1.5,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,7F087B885FD49C7CA82D6707452A78514D1A81DC53340AD2F15F16A120727B32,"fices (Bourbaki, \emph{Alg.\ comm.}, chap.~III, \S\,2, n$^\circ$\,7, prop.~8) to prove that the intersection of the kernels considered in the statement is reduced to $0$. Suppose first that $A$ is integral and of dimension $1$; by virtue of the Nagata theorem \sref[0]{0.23.1.5} and \sref{0.23.1.6}, the integral closure $A'$ of $A$ is a complete local integral ring and integrally closed and of dimension $1$; it is therefore a discrete valuation ring, and the proposition follows immediately in this case. Let us pass to the general cas"
ega4.reference.residual.sha256.99a8c4cb6d6f82a051401e8149afaeaf5acfb0fee258efde21631b89f4b26022,ega4.reference.candidate.sha256.99a8c4cb6d6f82a051401e8149afaeaf5acfb0fee258efde21631b89f4b26022,explicit_sref,source_aligned/ega4-10.tex,550,113,42198,42213,\sref{0.23.1.6},\sref{0.23.1.6},0.23.1.6,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,07A0F74346E51B4E361EE469CA35B1F08605B2E498F65DB10496C5A7910802D4,"Alg.\ comm.}, chap.~III, \S\,2, n$^\circ$\,7, prop.~8) to prove that the intersection of the kernels considered in the statement is reduced to $0$. Suppose first that $A$ is integral and of dimension $1$; by virtue of the Nagata theorem \sref[0]{0.23.1.5} and \sref{0.23.1.6}, the integral closure $A'$ of $A$ is a complete local integral ring and integrally closed and of dimension $1$; it is therefore a discrete valuation ring, and the proposition follows immediately in this case. Let us pass to the general case; let $x$ be the c"
ega4.reference.residual.sha256.b8fe8a1fe8b7469ce18bf19567319b2dd34a41570df830a2e367cfcdcd190370,ega4.reference.candidate.sha256.b8fe8a1fe8b7469ce18bf19567319b2dd34a41570df830a2e367cfcdcd190370,explicit_sref,source_aligned/ega4-10.tex,569,212,44032,44050,\sref[0]{0.14.3.3},\sref[0]{0.14.3.3},0.14.3.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,139ACF026FACDE68A1FBAE803BA72015C7971C67FDBE62619611D7D7CA62BB6E,"tions $1^\circ$, $2^\circ$, and $3^\circ$ above. In particular, if $X$ is equidimensional (for example if $X$ is irreducible), $X$ is biequidimensional (in other words $X$ is catenary and for every closed point $x$ of $X$, we have $\dim(\sh{O}_{X,x})=\dim(X)$ \sref[0]{0.14.3.3}). \item Let $X$, $Y$ be two $S$-preschemes locally of finite type over $S$, $f:X\to Y$ an $S$-morphism; suppose $X$ irreducible and $f$ dominant. If $\xi$ (resp.\ $\eta$) is the generic point of $X$ (resp.\ $Y$) and $e=\dim(f^{-1}(\eta))=\deg.\mathrm{tr}_{k"
ega4.reference.residual.sha256.a82aa6b2f61fd20c0a40f5d02fafcf03bfe59e4d42e3817580b1ec6b2547588f,ega4.reference.candidate.sha256.a82aa6b2f61fd20c0a40f5d02fafcf03bfe59e4d42e3817580b1ec6b2547588f,explicit_sref,source_aligned/ega4-10.tex,599,355,45648,45666,\sref[0]{0.14.3.3},\sref[0]{0.14.3.3},0.14.3.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,139ACF026FACDE68A1FBAE803BA72015C7971C67FDBE62619611D7D7CA62BB6E,"nt of $S$ containing $X$, $\xi$ the generic point of $X$, $x$ a closed point of $X$; for every $s\in S'$, $\sh{O}_{S',s}$, a quotient of $\sh{O}_{S,s}$, is catenary \sref{IV.5.6.1}, hence conditions $2^\circ$ and $3^\circ$ imply that $S'$ is biequidimensional \sref[0]{0.14.3.3}. By virtue of \sref{IV.5.1.2} and of \sref[0]{0.14.3.3.2}, we therefore have \[ \dim(\sh{O}_{X,x})=\dim(\sh{O}_{S',x})-\dim(\sh{O}_{S',\xi})=\dim(S')-\dim(\sh{O}_{S',\xi}) \] which proves that $\dim(\sh{O}_{X,x})$ does not depend on the closed point $x$ con"
ega4.reference.residual.sha256.c2ecd70079c1e55f0c23f70e4f20d259a6d064dc1fa32d9baaa56d3c7cc10928,ega4.reference.candidate.sha256.c2ecd70079c1e55f0c23f70e4f20d259a6d064dc1fa32d9baaa56d3c7cc10928,explicit_sref,source_aligned/ega4-10.tex,600,37,45704,45724,\sref[0]{0.14.3.3.2},\sref[0]{0.14.3.3.2},0.14.3.3.2,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,4B9455B650F7975BEFB2C4D0792E9039034187D1926280331CFF498CD0F970FC,", $x$ a closed point of $X$; for every $s\in S'$, $\sh{O}_{S',s}$, a quotient of $\sh{O}_{S,s}$, is catenary \sref{IV.5.6.1}, hence conditions $2^\circ$ and $3^\circ$ imply that $S'$ is biequidimensional \sref[0]{0.14.3.3}. By virtue of \sref{IV.5.1.2} and of \sref[0]{0.14.3.3.2}, we therefore have \[ \dim(\sh{O}_{X,x})=\dim(\sh{O}_{S',x})-\dim(\sh{O}_{S',\xi})=\dim(S')-\dim(\sh{O}_{S',\xi}) \] which proves that $\dim(\sh{O}_{X,x})$ does not depend on the closed point $x$ considered, whence the assertion in this case \sref{IV.5.1.4}"
ega4.reference.residual.sha256.46ba831379c61f3dac7bff60795612c7a84b320d8205d44d991a21913560ecd6,ega4.reference.candidate.sha256.46ba831379c61f3dac7bff60795612c7a84b320d8205d44d991a21913560ecd6,explicit_sref,source_aligned/ega4-10.tex,620,163,46847,46865,\sref[I]{I.5.2.2} ,\sref[I]{I.5.2.2},5.2.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,C8CD5272F5A21E8678E9277CA9C4C7DC5BDFDF52857C6307F9EA649FDF36B77E,"on} \label{IV.10.6.1.4} \tag{10.6.1.4} \dim(X)=\dim(S)+e. \end{equation} \emph{c) General case.} Considering a reduced sub-prescheme $X'$ of $X$ having for underlying space an irreducible component of $X$, one reduces to the case where $X$ is integral; using \sref[I]{I.5.2.2} and the case $a)$ proved above, one can then replace $S$ by the reduced sub-prescheme having $g(X)$ as underlying space; one is then brought to case $b)$, and this completes proving (i). (ii) The morphism $f$ being locally of finite type \sref[I]{I.1.3.4}, on"
ega4.reference.residual.sha256.3f1a193f9f5b33835fccf260783a2c953c3c1d4d741d05671d7401e40d48cb03,ega4.reference.candidate.sha256.3f1a193f9f5b33835fccf260783a2c953c3c1d4d741d05671d7401e40d48cb03,explicit_sref,source_aligned/ega4-10.tex,622,52,47104,47121,\sref[I]{I.1.3.4},\sref[I]{I.1.3.4},1.3.4,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,08CF36AADC0E94E2C024CCBBF29607974AA70F6ECE741F0F6A6378BDB4EE596B,"ng \sref[I]{I.5.2.2} and the case $a)$ proved above, one can then replace $S$ by the reduced sub-prescheme having $g(X)$ as underlying space; one is then brought to case $b)$, and this completes proving (i). (ii) The morphism $f$ being locally of finite type \sref[I]{I.1.3.4}, one can apply the results of (i) replacing $S$ by $Y$; furthermore, as $X$ is irreducible and $f$ dominant, one can also replace $S$ by $Y$ in \sref{IV.10.6.1.4}, which gives \sref{IV.10.6.1.1}. (iii) The relative assertion where $\dim(f^{-1}(y))\leq n$ for"
ega4.reference.residual.sha256.a884e0971eb35562439796a20049e92fd4a54dd6e5ebfd9c2b8a4f396d6f7c0c,ega4.reference.candidate.sha256.a884e0971eb35562439796a20049e92fd4a54dd6e5ebfd9c2b8a4f396d6f7c0c,explicit_sref,source_aligned/ega4-10.tex,625,371,47841,47858,\sref[0]{0.2.1.8},\sref[0]{0.2.1.8},0.2.1.8,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,3551C79566298C539ECC82F9AE62B301810525EFED33A28C69484F73838EEC94,"component $Y'$ of $Y$; there exists at least one irreducible component $Z$ of $f^{-1}(\eta)$ of dimension $\geq n$; if $\xi$ is the generic point of $Z$, $\xi$ is also a generic point of an irreducible component $X'$ of $X$ such that $f(X')$ is dense in $Y'$ \sref[0]{0.2.1.8}. Consider the reduced sub-preschemes of $X$, $Y$ having respectively for underlying spaces $X'$, $Y'$, and the restriction $X'\to Y'$ of $f$ \sref[I]{I.5.2.2}; it then follows from (ii) that $\dim(X')\geq\dim(Y')+n$, and \emph{a fortiori} $\dim(X)\geq\dim(Y')"
ega4.reference.residual.sha256.555ee22abab7471724de600b5c6383471bf4c48f492b1102539518ec2f305156,ega4.reference.candidate.sha256.555ee22abab7471724de600b5c6383471bf4c48f492b1102539518ec2f305156,explicit_sref,source_aligned/ega4-10.tex,626,141,48000,48017,\sref[I]{I.5.2.2},\sref[I]{I.5.2.2},5.2.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,A9AFF4B6CAEDC3A1CEF618BA94CA5B2B7A91D8610C09E4C86F174C59EADF7A85,"$ is also a generic point of an irreducible component $X'$ of $X$ such that $f(X')$ is dense in $Y'$ \sref[0]{0.2.1.8}. Consider the reduced sub-preschemes of $X$, $Y$ having respectively for underlying spaces $X'$, $Y'$, and the restriction $X'\to Y'$ of $f$ \sref[I]{I.5.2.2}; it then follows from (ii) that $\dim(X')\geq\dim(Y')+n$, and \emph{a fortiori} $\dim(X)\geq\dim(Y')+n$; this being true for every irreducible component $Y'$ of $Y$, we conclude the inequality \sref{IV.10.6.1.2}. \end{proof} \begin{corollary}[10.6.2] \label{"
ega4.reference.residual.sha256.60e20ae5038134ce17eba3e9d455945448ee78fd1d343f219d50ed6f8b3c81a2,ega4.reference.candidate.sha256.60e20ae5038134ce17eba3e9d455945448ee78fd1d343f219d50ed6f8b3c81a2,explicit_sref,source_aligned/ega4-10.tex,637,42,48541,48559,\sref[0]{0.14.1.4},\sref[0]{0.14.1.4},0.14.1.4,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,BFDB8C40E55866973CE5B93B6BD50A9B6D7166CEA2876F93C6A2D193DEC07097,"0.6.2} Suppose that $X$ satisfies conditions $1^\circ$, $2^\circ$, and $3^\circ$ of \sref{IV.10.6.1}. Then, for every dense open $U$ in $X$, we have $\dim(U)=\dim(X)$. \end{corollary} \begin{proof} \oldpage[IV-3]{109} We know indeed that $\dim(U)\leq\dim(X)$ \sref[0]{0.14.1.4}; furthermore, as $X$ is a Jacobson prescheme, $U$ contains a closed point of every irreducible component of $X$, hence $\dim(U)=\dim(X)$ by virtue of \sref{IV.10.6.1} and \sref[0]{0.14.1.2.1}. \end{proof} \begin{proposition}[10.6.3] \label{IV.10.6.3} Suppose"
ega4.reference.residual.sha256.04423a9586dee2cc901459136282ac8e05f540c7742bd3650abd15370db5a313,ega4.reference.candidate.sha256.04423a9586dee2cc901459136282ac8e05f540c7742bd3650abd15370db5a313,explicit_sref,source_aligned/ega4-10.tex,637,232,48731,48751,\sref[0]{0.14.1.2.1},\sref[0]{0.14.1.2.1},0.14.1.2.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,2424A631716867A1894723BF089C95E5F7258A17A83AB739532698C467D53633,"n{proof} \oldpage[IV-3]{109} We know indeed that $\dim(U)\leq\dim(X)$ \sref[0]{0.14.1.4}; furthermore, as $X$ is a Jacobson prescheme, $U$ contains a closed point of every irreducible component of $X$, hence $\dim(U)=\dim(X)$ by virtue of \sref{IV.10.6.1} and \sref[0]{0.14.1.2.1}. \end{proof} \begin{proposition}[10.6.3] \label{IV.10.6.3} Suppose that $X$ satisfies conditions $1^\circ$, $2^\circ$, and $3^\circ$ of \sref{IV.10.6.1}, and let $Y$ be a closed subset of $X$. For every $x\in Y$, and every open neighbourhood $U$ of $x$ in $X"
ega4.reference.residual.sha256.abe33c4b2c14ec43f8dc77fe258b19d3e7e880c0e1f96d79d2b22bbd92da4976,ega4.reference.candidate.sha256.abe33c4b2c14ec43f8dc77fe258b19d3e7e880c0e1f96d79d2b22bbd92da4976,explicit_sref,source_aligned/ega4-10.tex,655,117,50008,50025,\sref[I]{I.6.3.5},\sref[I]{I.6.3.5},6.3.5,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,25CD4D94BE0590D92DAC902A8C50ADE2A43467FBC489E984AFE54116D101AC5B,"account \sref{IV.10.6.1},~(i)), $\dim(U\cap X_i)=\dim(X_i)$; this proves that the second and the fourth terms of \sref{IV.10.6.3.1} are equal. As $U\cap X_i$ is biequidimensional \sref{IV.10.6.1},~(i) (since the immersion $U\cap X_i\to X_i$ is of finite type \sref[I]{I.6.3.5}), we have \begin{equation} \label{IV.10.6.3.2} \tag{10.6.3.2} \dim(X_i)=\dim(U\cap X_i)=\dim(U\cap\overline{\{x\}})+\operatorname{codim}(U\cap\overline{\{x\}},U\cap X_i) \end{equation} \sref[0]{0.14.3.5}. By \sref{IV.10.6.2} applied to a closed sub-prescheme"
ega4.reference.residual.sha256.a09b34be2a4833223d254f6ed13c59c4d5d93713c6b4c89e364fb4e82fe10698,ega4.reference.candidate.sha256.a09b34be2a4833223d254f6ed13c59c4d5d93713c6b4c89e364fb4e82fe10698,explicit_sref,source_aligned/ega4-10.tex,662,1,50212,50230,\sref[0]{0.14.3.5},\sref[0]{0.14.3.5},0.14.3.5,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,E0989C0C5C03173F373FFB79527723630B9C82F9C67E2EA2D2F6B903390090EA,"ince the immersion $U\cap X_i\to X_i$ is of finite type \sref[I]{I.6.3.5}), we have \begin{equation} \label{IV.10.6.3.2} \tag{10.6.3.2} \dim(X_i)=\dim(U\cap X_i)=\dim(U\cap\overline{\{x\}})+\operatorname{codim}(U\cap\overline{\{x\}},U\cap X_i) \end{equation} \sref[0]{0.14.3.5}. By \sref{IV.10.6.2} applied to a closed sub-prescheme of $X$ having $\overline{\{x\}}$ as underlying space, $\dim(U\cap\overline{\{x\}})=\dim(\overline{\{x\}})$; as we also have, for the same reasons, \begin{equation} \label{IV.10.6.3.3} \tag{10.6.3.3} \dim"
ega4.reference.residual.sha256.8980834ce78c848b996e368bca7db75b20998661e8fede7b325f0588e9c05a9e,ega4.reference.candidate.sha256.8980834ce78c848b996e368bca7db75b20998661e8fede7b325f0588e9c05a9e,explicit_sref,source_aligned/ega4-10.tex,674,34,50772,50790,\sref[0]{0.14.2.1},\sref[0]{0.14.2.1},0.14.2.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,BC8378823ABFFCD1902EEC6E8B0B09686E8BA0EFCC8993EDB94C03E579FAC377,"{x\}})+\operatorname{codim}(\overline{\{x\}},X_i) \end{equation} we obtain \[ \dim(U)=\dim(\overline{\{x\}})+\sup_i\operatorname{codim}(\overline{\{x\}},X_i)=\dim(\overline{\{x\}})+\operatorname{codim}(\overline{\{x\}},X) \] by definition of the codimension \sref[0]{0.14.2.1}. This shows that $\dim(U)$ is \emph{independent} of the open neighbourhood $U$ of $x$ satisfying the conditions of the statement, hence is equal to $\dim_x(X)$, by \sref[0]{0.14.1.4.1}. \end{proof} \begin{corollary}[10.6.4] \label{IV.10.6.4} Under the hypoth"
ega4.reference.residual.sha256.7184d9eba4545d08849172805c08e03bdb3e624a0d6fd50525baf4c2eb20d09b,ega4.reference.candidate.sha256.7184d9eba4545d08849172805c08e03bdb3e624a0d6fd50525baf4c2eb20d09b,explicit_sref,source_aligned/ega4-10.tex,675,164,50955,50975,\sref[0]{0.14.1.4.1},\sref[0]{0.14.1.4.1},0.14.1.4.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,233228AAEF50FF943B85FED82159FDF524C649D5699ACB83B825E686BEA2557E,"\operatorname{codim}(\overline{\{x\}},X) \] by definition of the codimension \sref[0]{0.14.2.1}. This shows that $\dim(U)$ is \emph{independent} of the open neighbourhood $U$ of $x$ satisfying the conditions of the statement, hence is equal to $\dim_x(X)$, by \sref[0]{0.14.1.4.1}. \end{proof} \begin{corollary}[10.6.4] \label{IV.10.6.4} Under the hypotheses of \sref{IV.10.6.3}, let $\sh{F}$ be a coherent $\sh{O}_X$-Module, $Y$ its support. For every $x\in Y$, we have \begin{equation} \label{IV.10.6.4.1} \tag{10.6.4.1} \dim(\overline{\"
ega4.reference.residual.sha256.f5a4b43404b50aa7baf56299431f93521e9c16afc32dc1f3ac3976992f595348,ega4.reference.candidate.sha256.f5a4b43404b50aa7baf56299431f93521e9c16afc32dc1f3ac3976992f595348,explicit_sref,source_aligned/ega4-10.tex,710,261,53341,53359,\sref[0]{0.14.3.3},\sref[0]{0.14.3.3},0.14.3.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,139ACF026FACDE68A1FBAE803BA72015C7971C67FDBE62619611D7D7CA62BB6E,"On the other hand, an irreducible component $S'$ of $S$ is the complement of $a$ in an irreducible component $X'$ of $X$. For every closed point $x$ of $S$, the closure of $x$ in $X$ is $\{x,a\}$, so $\dim(\overline{\{x\}})=1$. Since $X'$ is biequidimensional \sref[0]{0.14.3.3}, it follows that $\dim(\sh{O}_{X',x})=\dim(X')-1$ \sref[0]{0.14.3.2}, proving that $S'$ is equicodimensional. \end{env} \begin{env}[10.7.3] \label{IV.10.7.3} Let $A$ be a discrete valuation ring; let us show that in $B=A[T_1,\ldots,T_n]$, with $n$ indetermin"
ega4.reference.residual.sha256.7047d5e5d628efa0dfec516ec2eac4d121a6433788882d0f48777605dca443f7,ega4.reference.candidate.sha256.7047d5e5d628efa0dfec516ec2eac4d121a6433788882d0f48777605dca443f7,explicit_sref,source_aligned/ega4-10.tex,710,330,53410,53428,\sref[0]{0.14.3.2},\sref[0]{0.14.3.2},0.14.3.2,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,84BD54BB37FCED43AB8C106906100E62D7C7886882F50E4E9224F81F63919FD1,8BEC9323F3F349CAA88FA62E57D8C0F7B225A99BC4143BB883125AFCED6991E4,"ment of $a$ in an irreducible component $X'$ of $X$. For every closed point $x$ of $S$, the closure of $x$ in $X$ is $\{x,a\}$, so $\dim(\overline{\{x\}})=1$. Since $X'$ is biequidimensional \sref[0]{0.14.3.3}, it follows that $\dim(\sh{O}_{X',x})=\dim(X')-1$ \sref[0]{0.14.3.2}, proving that $S'$ is equicodimensional. \end{env} \begin{env}[10.7.3] \label{IV.10.7.3} Let $A$ be a discrete valuation ring; let us show that in $B=A[T_1,\ldots,T_n]$, with $n$ indeterminates, there exist two maximal ideals $\mathfrak{m}$, $\mathfrak{n}$ o"
