application_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.application.sha256.0c5d7b4483fd59f069c0fbe3f4607591757896fc0693961e77da8be56a2b8556,ega4.reference.candidate.sha256.0c5d7b4483fd59f069c0fbe3f4607591757896fc0693961e77da8be56a2b8556,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,760,1,26533,26549,\sref{IV.4.6.18},\sref{IV.4.6.18},4.6.18,IV,IV.4.6.18,ega4.c04.prop.4-6-18,section*.208,1,IV.4.6.18,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,490393C2D61445F8467F8ACA3D214280425E821BA1DDAE29E94A1167A20C0D4D,"V.4.6.21.ii} If $\sh F$ and $\sh G$ are both geometrically reduced (resp.\ geometrically integral), then so is $\sh F\otimes_k\sh G$. \end{enumerate} \end{proposition} \begin{proof} \begin{enumerate} \item[\rm(i)] Using \sref{IV.3.2.3}, \sref{IV.4.6.16}, and \sref{IV.4.6.18}, we may reduce to the case in which \[ \operatorname{Supp}(\sh F)=X,\qquad \operatorname{Supp}(\sh G)=Y, \] $X$ is geometrically reduced (resp.\ geometrically integral), $Y$ is reduced (resp.\ integral), $\sh F$ and $\sh G$ have no embedded associated prime"
ega4.reference.application.sha256.f89c6766800ac477de5fb5277dbd72d09e3d4acdadc2ba6bb75a1190a44f051c,ega4.reference.candidate.sha256.f89c6766800ac477de5fb5277dbd72d09e3d4acdadc2ba6bb75a1190a44f051c,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,774,1,26995,27010,\sref{IV.4.2.3},\sref{IV.4.2.3},4.2.3,IV,IV.4.2.3,ega4.c04.cor.4-2-3,section*.98,1,IV.4.2.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,B344A9C99BCD5438607E0F37E0B05D74FECA9D912A1FC66F785A3A4736A34C29,"d (resp.\ integral), $\sh F$ and $\sh G$ have no embedded associated prime cycles, and \[ \sh F_x\simeq\sh O_x,\qquad \sh G_y\simeq\sh O_y \] at every maximal point $x$ of $X$ and $y$ of $Y$. Then $\sh F\otimes_k\sh G$ has no embedded associated prime cycle \sref{IV.4.2.3}, and its associated prime cycles are exactly the irreducible components of $X\times_kY$ \sref{IV.4.2.5}. We may therefore reduce further to the case in which $X$ and $Y$ are irreducible. If $X$ is geometrically reduced and $Y$ is reduced, then $X\times_kY$ is"
ega4.reference.application.sha256.3cbf16773c948e1d1bb1e449d8985c6d57c4b66c22a2c45018ba8e7e6964ffb5,ega4.reference.candidate.sha256.3cbf16773c948e1d1bb1e449d8985c6d57c4b66c22a2c45018ba8e7e6964ffb5,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,775,40,27099,27114,\sref{IV.4.2.5},\sref{IV.4.2.5},4.2.5,IV,IV.4.2.5,ega4.c04.prop.4-2-5,section*.103,1,IV.4.2.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,D4C0034D1681EB06997E1784565464E8E4FFC38F36127130114E0AFA2B1476D8,"\sh O_x,\qquad \sh G_y\simeq\sh O_y \] at every maximal point $x$ of $X$ and $y$ of $Y$. Then $\sh F\otimes_k\sh G$ has no embedded associated prime cycle \sref{IV.4.2.3}, and its associated prime cycles are exactly the irreducible components of $X\times_kY$ \sref{IV.4.2.5}. We may therefore reduce further to the case in which $X$ and $Y$ are irreducible. If $X$ is geometrically reduced and $Y$ is reduced, then $X\times_kY$ is reduced \sref{IV.4.2.4.ii}. If $X$ is geometrically integral and $Y$ is integral, then $X\times_kY$ is"
ega4.reference.application.sha256.1d3a3fbc19f93e59c7a6e6969bc6cc99d1ea83e5e390bc3d1c8140b7c7a295cc,ega4.reference.candidate.sha256.1d3a3fbc19f93e59c7a6e6969bc6cc99d1ea83e5e390bc3d1c8140b7c7a295cc,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,779,25,27279,27297,\sref{IV.4.2.4.ii},\sref{IV.4.2.4.ii},,IV,IV.4.2.4.ii,ega4.c04.sec.4-2-4-ii,section*.101,1,IV.4.2.4.ii,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,93587D62470176D0E32EEB19E5E93EA02E06405C311036FE1B55170065F66FF7,"associated prime cycles are exactly the irreducible components of $X\times_kY$ \sref{IV.4.2.5}. We may therefore reduce further to the case in which $X$ and $Y$ are irreducible. If $X$ is geometrically reduced and $Y$ is reduced, then $X\times_kY$ is reduced \sref{IV.4.2.4.ii}. If $X$ is geometrically integral and $Y$ is integral, then $X\times_kY$ is moreover irreducible \sref{IV.4.5.8.i}, and hence integral. Finally, every maximal point $z$ of $X\times_kY$ lies above a maximal point $x$ of $X$ and a maximal point $y$ of $Y$. The"
ega4.reference.application.sha256.8a0420301dcf80b574e9bc33c8a2244350261035825d3c732e260da326e32309,ega4.reference.candidate.sha256.8a0420301dcf80b574e9bc33c8a2244350261035825d3c732e260da326e32309,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,781,38,27395,27412,\sref{IV.4.5.8.i},\sref{IV.4.5.8.i},,IV,IV.4.5.8.i,ega4.c04.sec.4-5-8-i,section*.143,1,IV.4.5.8.i,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,26A6285EC7E46FD9B34028D06101BEF14003ED6F6C4D8592044A0542E4108ED9,"duce further to the case in which $X$ and $Y$ are irreducible. If $X$ is geometrically reduced and $Y$ is reduced, then $X\times_kY$ is reduced \sref{IV.4.2.4.ii}. If $X$ is geometrically integral and $Y$ is integral, then $X\times_kY$ is moreover irreducible \sref{IV.4.5.8.i}, and hence integral. Finally, every maximal point $z$ of $X\times_kY$ lies above a maximal point $x$ of $X$ and a maximal point $y$ of $Y$. The hypotheses on $\sh F$ and $\sh G$ therefore imply, by \sref[I]{I.9.1.12}, that $(\sh F\otimes_k\sh G)_z\simeq\sh O_"
ega4.reference.application.sha256.3970a2124f322de0b4dc28733f97ea50c890984c1e53a4e8aea795216d04670e,ega4.reference.candidate.sha256.3970a2124f322de0b4dc28733f97ea50c890984c1e53a4e8aea795216d04670e,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,795,1,27891,27909,\sref{IV.4.6.5.ii},\sref{IV.4.6.5.ii},,IV,IV.4.6.5.ii,ega4.c04.sec.4-6-5-ii,section*.183,1,IV.4.6.5.ii,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,4CC717D2841C3CCF4331AB5E595C6DC024D72E7722E5E00323ADA6F19237B640,"that $(\sh F\otimes_k\sh G)_z\simeq\sh O_z$. \item[\rm(ii)] The argument is analogous. After reducing to $X=\operatorname{Supp}(\sh F)$ and $Y=\operatorname{Supp}(\sh G)$, the prescheme $X\times_kY$ is geometrically reduced (resp.\ geometrically integral) by \sref{IV.4.6.5.ii}. \end{enumerate} \end{proof} The definitions in \sref{IV.4.6.18} and \sref{IV.4.6.19} localize as follows. \begin{definition}[4.6.22] \phantomsection \label{IV.4.6.22} Let $k$ be a field, let $X$ be a locally Noetherian $k$-prescheme, and let $\sh F$ be a c"
ega4.reference.application.sha256.215414d05f9c30c82ca0067507e2ba488044b22cd627fb61cc52183cc42fe04b,ega4.reference.candidate.sha256.215414d05f9c30c82ca0067507e2ba488044b22cd627fb61cc52183cc42fe04b,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,799,20,27959,27976,\sref{IV.4.6.18} ,\sref{IV.4.6.18},4.6.18,IV,IV.4.6.18,ega4.c04.prop.4-6-18,section*.208,1,IV.4.6.18,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,8F7BE30A72EE5BFC53E9E99D3DEDA3B86E6D8FC6C3D6B5FDF1BAFC748ABF2379,"ument is analogous. After reducing to $X=\operatorname{Supp}(\sh F)$ and $Y=\operatorname{Supp}(\sh G)$, the prescheme $X\times_kY$ is geometrically reduced (resp.\ geometrically integral) by \sref{IV.4.6.5.ii}. \end{enumerate} \end{proof} The definitions in \sref{IV.4.6.18} and \sref{IV.4.6.19} localize as follows. \begin{definition}[4.6.22] \phantomsection \label{IV.4.6.22} Let $k$ be a field, let $X$ be a locally Noetherian $k$-prescheme, and let $\sh F$ be a coherent $\sh O_X$-Module. We say that $\sh F$ is \emph{geometricall"
ega4.reference.application.sha256.17cfd9c86620cebc5f4b21ffd4550d12017642756ca1245f2058bb3a39a0955a,ega4.reference.candidate.sha256.17cfd9c86620cebc5f4b21ffd4550d12017642756ca1245f2058bb3a39a0955a,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,799,41,27980,27997,\sref{IV.4.6.19} ,\sref{IV.4.6.19},4.6.19,IV,IV.4.6.19,ega4.c04.def.4-6-19,section*.213,1,IV.4.6.19,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,1A912EEF2A49C51F8FA73716987893E30B9C1348AB174C8C43C42F4AC56CB6E7,"fter reducing to $X=\operatorname{Supp}(\sh F)$ and $Y=\operatorname{Supp}(\sh G)$, the prescheme $X\times_kY$ is geometrically reduced (resp.\ geometrically integral) by \sref{IV.4.6.5.ii}. \end{enumerate} \end{proof} The definitions in \sref{IV.4.6.18} and \sref{IV.4.6.19} localize as follows. \begin{definition}[4.6.22] \phantomsection \label{IV.4.6.22} Let $k$ be a field, let $X$ be a locally Noetherian $k$-prescheme, and let $\sh F$ be a coherent $\sh O_X$-Module. We say that $\sh F$ is \emph{geometrically reduced}, or \emph{"
ega4.reference.application.sha256.cfcd909d7490a9e3a52fc27c6886a3bb40d5e5ed3815c2fdd8572ee8a7132230,ega4.reference.candidate.sha256.cfcd909d7490a9e3a52fc27c6886a3bb40d5e5ed3815c2fdd8572ee8a7132230,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,812,35,28522,28538,\sref{IV.3.2.2} ,\sref{IV.3.2.2},3.2.2,IV,IV.3.2.2,ega4.c04.def.3-2-2,section*.46,1,IV.3.2.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,CC188ED19FF98F6A5A3D3DE36F26995DFE20D1157866448CA1B2A3C87ABC9357,"able} (resp.\ \emph{geometrically punctually integral}), at a point $x\in X$ if, for every finite radicial (resp.\ finite) extension $k'$ of $k$, the Module $\sh F\otimes_k k'$ is reduced (resp.\ integral) at every point $x'$ of $X\otimes_k k'$ above $x$; see \sref{IV.3.2.2} and \sref{IV.3.2.4}. \end{definition} \oldpage[IV-2]{75} If $\sh F$ is reduced at $x$, there is an open neighbourhood $U$ of $x$ such that $\sh F|U$ is reduced \sref{IV.3.2.2}. Arguing as in \sref{IV.4.6.16}, one sees that $\sh F$ is geometrically reduced at"
ega4.reference.application.sha256.b90f82f2dba28ded31d890247b621881339f5e4d3e56717315d5342a9077ac8f,ega4.reference.candidate.sha256.b90f82f2dba28ded31d890247b621881339f5e4d3e56717315d5342a9077ac8f,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,813,1,28542,28557,\sref{IV.3.2.4},\sref{IV.3.2.4},3.2.4,IV,IV.3.2.4,ega4.c04.def.3-2-4,section*.48,1,IV.3.2.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,3AB99D9F9A07FBDC591F0836F0845501126E052678824CFD7E66DD50858C2C74,"geometrically punctually integral}), at a point $x\in X$ if, for every finite radicial (resp.\ finite) extension $k'$ of $k$, the Module $\sh F\otimes_k k'$ is reduced (resp.\ integral) at every point $x'$ of $X\otimes_k k'$ above $x$; see \sref{IV.3.2.2} and \sref{IV.3.2.4}. \end{definition} \oldpage[IV-2]{75} If $\sh F$ is reduced at $x$, there is an open neighbourhood $U$ of $x$ such that $\sh F|U$ is reduced \sref{IV.3.2.2}. Arguing as in \sref{IV.4.6.16}, one sees that $\sh F$ is geometrically reduced at $x$ if and only if"
ega4.reference.application.sha256.4fc081aec923eb30e6cc33ef94232b52dd34dfa8e21380e69b5e9224514657da,ega4.reference.candidate.sha256.4fc081aec923eb30e6cc33ef94232b52dd34dfa8e21380e69b5e9224514657da,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,818,36,28699,28714,\sref{IV.3.2.2},\sref{IV.3.2.2},3.2.2,IV,IV.3.2.2,ega4.c04.def.3-2-2,section*.46,1,IV.3.2.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,69F87AB3B13E436BCC54A859569267F568E61A5FDF4FEC2FC686AF891F1F83A1,"is reduced (resp.\ integral) at every point $x'$ of $X\otimes_k k'$ above $x$; see \sref{IV.3.2.2} and \sref{IV.3.2.4}. \end{definition} \oldpage[IV-2]{75} If $\sh F$ is reduced at $x$, there is an open neighbourhood $U$ of $x$ such that $\sh F|U$ is reduced \sref{IV.3.2.2}. Arguing as in \sref{IV.4.6.16}, one sees that $\sh F$ is geometrically reduced at $x$ if and only if $\sh F$ is reduced at $x$ and the closed sub-prescheme $Y$ defined by the annihilator $\sh J$ of $\sh F$ is geometrically reduced at $x$. It follows that $x$"
ega4.reference.application.sha256.a4b64610a919799aa2ce814a8bfac9963a9d63d9bedf98853a770ba0aa6606a1,ega4.reference.candidate.sha256.a4b64610a919799aa2ce814a8bfac9963a9d63d9bedf98853a770ba0aa6606a1,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,819,15,28730,28746,\sref{IV.4.6.16},\sref{IV.4.6.16},4.6.16,IV,IV.4.6.16,ega4.c04.prop.4-6-16,section*.202,1,IV.4.6.16,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,4F3C5CCA73316463D291ACF719785776307DB9072B679DF2B17776C7D952AF65,"every point $x'$ of $X\otimes_k k'$ above $x$; see \sref{IV.3.2.2} and \sref{IV.3.2.4}. \end{definition} \oldpage[IV-2]{75} If $\sh F$ is reduced at $x$, there is an open neighbourhood $U$ of $x$ such that $\sh F|U$ is reduced \sref{IV.3.2.2}. Arguing as in \sref{IV.4.6.16}, one sees that $\sh F$ is geometrically reduced at $x$ if and only if $\sh F$ is reduced at $x$ and the closed sub-prescheme $Y$ defined by the annihilator $\sh J$ of $\sh F$ is geometrically reduced at $x$. It follows that $x$ has an open neighbourhood $U$ s"
ega4.reference.application.sha256.3cc3e46fe1203a0ac52232f1d23fe60625a9b0102d863fddbad2817efbdfa7ec,ega4.reference.candidate.sha256.3cc3e46fe1203a0ac52232f1d23fe60625a9b0102d863fddbad2817efbdfa7ec,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,824,36,29050,29066,\sref{IV.4.6.11},\sref{IV.4.6.11},4.6.11,IV,IV.4.6.11,ega4.c04.cor.4-6-11,section*.189,1,IV.4.6.11,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,E1EC7E69DC34B30F44D7CE4169F145459AEFBB99E8E763C2C06BB37171CD2601,"uced at $x$ if and only if $\sh F$ is reduced at $x$ and the closed sub-prescheme $Y$ defined by the annihilator $\sh J$ of $\sh F$ is geometrically reduced at $x$. It follows that $x$ has an open neighbourhood $U$ such that $\sh F|U$ is geometrically reduced \sref{IV.4.6.11}. The arguments of \sref{IV.4.6.16} and \sref{IV.4.6.18} likewise show that, if $X$ is locally of finite type over $k$, then $\sh F$ is geometrically punctually integral at $x$ if and only if $\sh F$ is reduced at $x$ and $Y$ is geometrically punctually integr"
ega4.reference.application.sha256.07c32614facf50d93df00c001e169741cccbb457f65270c1354b209a1e49a283,ega4.reference.candidate.sha256.07c32614facf50d93df00c001e169741cccbb457f65270c1354b209a1e49a283,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,825,18,29085,29102,\sref{IV.4.6.16} ,\sref{IV.4.6.16},4.6.16,IV,IV.4.6.16,ega4.c04.prop.4-6-16,section*.202,1,IV.4.6.16,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,0F7708CAF66315D49A839CA4781ADAA98530063D628E59EDA6730276CA3864A0,"is reduced at $x$ and the closed sub-prescheme $Y$ defined by the annihilator $\sh J$ of $\sh F$ is geometrically reduced at $x$. It follows that $x$ has an open neighbourhood $U$ such that $\sh F|U$ is geometrically reduced \sref{IV.4.6.11}. The arguments of \sref{IV.4.6.16} and \sref{IV.4.6.18} likewise show that, if $X$ is locally of finite type over $k$, then $\sh F$ is geometrically punctually integral at $x$ if and only if $\sh F$ is reduced at $x$ and $Y$ is geometrically punctually integral at $x$."
ega4.reference.application.sha256.b6d0600e4e8f8efa787d581fd4cc469790e039ae53258b9e4433b167b1a0f63e,ega4.reference.candidate.sha256.b6d0600e4e8f8efa787d581fd4cc469790e039ae53258b9e4433b167b1a0f63e,explicit_sref,components/06_section46_geometrically_reduced_preschemes.tex,825,39,29106,29123,\sref{IV.4.6.18} ,\sref{IV.4.6.18},4.6.18,IV,IV.4.6.18,ega4.c04.prop.4-6-18,section*.208,1,IV.4.6.18,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,B33BE3850C21C3A3CC65FCF03E678A56EDBE65242B7D7CE8E8A899E43F0B4C97,8F7BE30A72EE5BFC53E9E99D3DEDA3B86E6D8FC6C3D6B5FDF1BAFC748ABF2379,"the closed sub-prescheme $Y$ defined by the annihilator $\sh J$ of $\sh F$ is geometrically reduced at $x$. It follows that $x$ has an open neighbourhood $U$ such that $\sh F|U$ is geometrically reduced \sref{IV.4.6.11}. The arguments of \sref{IV.4.6.16} and \sref{IV.4.6.18} likewise show that, if $X$ is locally of finite type over $k$, then $\sh F$ is geometrically punctually integral at $x$ if and only if $\sh F$ is reduced at $x$ and $Y$ is geometrically punctually integral at $x$."
ega4.reference.application.sha256.fc0ed1a45d67f9b0df0ce9235963c1deb1d010ef4bd98c9b8cd97864330bcfdc,ega4.reference.candidate.sha256.fc0ed1a45d67f9b0df0ce9235963c1deb1d010ef4bd98c9b8cd97864330bcfdc,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,29,1,665,680,\sref{IV.1.3.8},\sref{IV.1.3.8},1.3.8,IV,IV.1.3.8,ega4.c04.statement.1-3-8,Item.26,1,IV.1.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,B83A379B605B630D8FF896A50EE66FE65248FC2FFBED5BE5DB721C2F3AB19645,"hantomsection \label{IV.5.6.1.b} Every $A$-algebra of finite type is catenary. \item \phantomsection \label{IV.5.6.1.c} The ring $A$ is catenary, and the following dimension formula holds. Let $B'$ be any integral local $A$-algebra essentially of finite type \sref{IV.1.3.8}; let $\mathfrak q$ be its maximal ideal and $\mathfrak p$ the inverse image of $\mathfrak q$ in $A$; let $A'$ be the image of $A_{\mathfrak p}$ in $B'$; and let $k$ and $k'$ be the residue fields of $A'$ and $B'$, respectively. Then \begin{equation} \dim(A')"
ega4.reference.application.sha256.ec03694dde6cb36c5976b05cc212a825dbc4b897ce55ae17e1cf698813b67a81,ega4.reference.candidate.sha256.ec03694dde6cb36c5976b05cc212a825dbc4b897ce55ae17e1cf698813b67a81,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,43,2,1135,1181,\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}},\hyperlink{ega4.c04.sec.5-6-1-b}{(b)},,,IV.5.6.1.b,ega4.c04.sec.5-6-1-b,section*.380,1,IV.5.6.1.b,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,11515C35E0A133256AB9DC385FDED58E74C5D3BE78AA88B7007547E9FBE0DE60,"s of $A'$ and $B'$, respectively. Then \begin{equation} \dim(A')+\operatorname{tr.deg}_{A'}B' =\dim(B')+\operatorname{tr.deg}_k k'. \tag{5.6.1.1}\label{IV.5.6.1.1} \end{equation} \end{enumerate} \end{proposition} \begin{proof} Suppose first that condition {\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}} holds. Then $B'$ is a local $A'$-algebra essentially of finite type \sref{IV.1.3.10}; hence \[ B'=B''_{\mathfrak q''}, \] where $B''$ is a finitely generated $A'$-subalgebra of $B'$ and $\mathfrak q''$ is a prime ideal of $B''$ lying over the maximal ideal"
ega4.reference.application.sha256.70db3f94295d3a7523c3c7f2e867cf799c7d9e4484901a69b5ed8848004f85fe,ega4.reference.candidate.sha256.70db3f94295d3a7523c3c7f2e867cf799c7d9e4484901a69b5ed8848004f85fe,explicit_sref,components/06_section56_dimension_formula_universally_catenary.tex,44,41,1252,1268,\sref{IV.1.3.10},\sref{IV.1.3.10},1.3.10,IV,IV.1.3.10,ega4.c04.statement.1-3-10,Item.30,1,IV.1.3.10,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,17063798870D8A10FEAAF876C8762D3299D2C44A5429BB894CB7083E1F609222,"me{tr.deg}_k k'. \tag{5.6.1.1}\label{IV.5.6.1.1} \end{equation} \end{enumerate} \end{proposition} \begin{proof} Suppose first that condition {\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}} holds. Then $B'$ is a local $A'$-algebra essentially of finite type \sref{IV.1.3.10}; hence \[ B'=B''_{\mathfrak q''}, \] where $B''$ is a finitely generated $A'$-subalgebra of $B'$ and $\mathfrak q''$ is a prime ideal of $B''$ lying over the maximal ideal of $A'$. Moreover, $B'$ and $B''$ have the same fraction field, so \[ \operatorname{tr"
ega4.reference.application.sha256.33d3a940b93fc0333fd0f344fea6e33cf1841f34994a08505ffd61a2c4c077a6,ega4.reference.candidate.sha256.33d3a940b93fc0333fd0f344fea6e33cf1841f34994a08505ffd61a2c4c077a6,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,56,10,1586,1604,\eqref{IV.5.6.1.1},\eqref{IV.5.6.1.1},5.6.1.1,IV,IV.5.6.1.1,ega4.c04.eq.5-6-1-1,AMS.382,1,IV.5.6.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,BDCB41B0E5EE093DD52991E27337E831EAF3A39325D205AFB774A8605AE690CA,"itely generated $A'$-subalgebra of $B'$ and $\mathfrak q''$ is a prime ideal of $B''$ lying over the maximal ideal of $A'$. Moreover, $B'$ and $B''$ have the same fraction field, so \[ \operatorname{tr.deg}_{A'}B' =\operatorname{tr.deg}_{A'}B''. \] To prove \eqref{IV.5.6.1.1}, it is enough to show that every finitely generated $A'$-subalgebra $A_1$ of $B'[T]$ is catenary. Indeed, the two sides of \eqref{IV.5.5.8.1}, applied to $A'$, $B''$, and $\mathfrak q''$, are then equal. But Condition {\hyperlink{ega4.c04.sec.5-6-1-b}{\textu"
ega4.reference.application.sha256.30b766e6bc4cd25b3a5975adfa03b0fc7b40d93eb49d965be15986ddc633e0b4,ega4.reference.candidate.sha256.30b766e6bc4cd25b3a5975adfa03b0fc7b40d93eb49d965be15986ddc633e0b4,explicit_eqref,components/06_section56_dimension_formula_universally_catenary.tex,58,26,1728,1746,\eqref{IV.5.5.8.1},\eqref{IV.5.5.8.1},5.5.8.1,IV,IV.5.5.8.1,ega4.c04.eq.5-5-8-1,AMS.374,1,IV.5.5.8.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,557B441F894CFA4225E577ADA5D8EC58F5954174237EABB4773809B889AB1C65,"d $B''$ have the same fraction field, so \[ \operatorname{tr.deg}_{A'}B' =\operatorname{tr.deg}_{A'}B''. \] To prove \eqref{IV.5.6.1.1}, it is enough to show that every finitely generated $A'$-subalgebra $A_1$ of $B'[T]$ is catenary. Indeed, the two sides of \eqref{IV.5.5.8.1}, applied to $A'$, $B''$, and $\mathfrak q''$, are then equal. But Condition {\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}} implies that every $A$-algebra essentially of finite type is catenary \sref[0]{0.16.1.4}, and $A_1$ is such an $A$-algebra \sref{IV.1"
ega4.reference.application.sha256.4c7ad5c3cad01b53da02eb20e51aff71119f8ceb42a31a178e52b2726a216661,ega4.reference.candidate.sha256.4c7ad5c3cad01b53da02eb20e51aff71119f8ceb42a31a178e52b2726a216661,explicit_hyperlink,components/06_section56_dimension_formula_universally_catenary.tex,60,12,1825,1871,\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}},\hyperlink{ega4.c04.sec.5-6-1-b}{(b)},,,IV.5.6.1.b,ega4.c04.sec.5-6-1-b,section*.380,1,IV.5.6.1.b,explicit_same_reader_reference,existing_local_link,exact stable named same-reader destination,9E0AF2B3458085DE846483B4421435E8459C0E1B5FDD16E857396FF55272F247,11515C35E0A133256AB9DC385FDED58E74C5D3BE78AA88B7007547E9FBE0DE60,"{A'}B''. \] To prove \eqref{IV.5.6.1.1}, it is enough to show that every finitely generated $A'$-subalgebra $A_1$ of $B'[T]$ is catenary. Indeed, the two sides of \eqref{IV.5.5.8.1}, applied to $A'$, $B''$, and $\mathfrak q''$, are then equal. But Condition {\hyperlink{ega4.c04.sec.5-6-1-b}{\textup{(b)}}} implies that every $A$-algebra essentially of finite type is catenary \sref[0]{0.16.1.4}, and $A_1$ is such an $A$-algebra \sref{IV.1.3.9}. Thus (b) implies (c). It is immediate that (b) implies (a). Conversely, (a) implies (b), because every $A$-algebra"
