target_id,latex_label,aux_locator,baseline_pdf_destination,expose,context,kind,title,compiled_page,source_relpath,source_line,source_occurrence_count,compiled_status,final_aux_present,final_aux_number,final_aux_page,final_aux_destination,stable_destination_present,baseline_destination_present,delivered_pdf_destination,delivered_pdf_page
ega4.c04.cor.3-3-2,IV.3.3.2,3.3,section*.55,IV,c04,cor,3.3.2,57,ega4-3.source_aligned_r1.tex,377,1,baseline_aux_present,true,3.3,57,section*.55,true,true,ega4.c04.cor.3-3-2,57
ega4.c04.cor.3-3-3,IV.3.3.3,3.3,section*.56,IV,c04,cor,3.3.3,58,ega4-3.source_aligned_r1.tex,388,1,baseline_aux_present,true,3.3,58,section*.56,true,true,ega4.c04.cor.3-3-3,58
ega4.c04.prop.3-3-4,IV.3.3.4,3.3,section*.57,IV,c04,prop,3.3.4,58,ega4-3.source_aligned_r1.tex,410,1,baseline_aux_present,true,3.3,58,section*.57,true,true,ega4.c04.prop.3-3-4,58
ega4.c04.cor.3-3-5,IV.3.3.5,3.3,section*.58,IV,c04,cor,3.3.5,58,ega4-3.source_aligned_r1.tex,434,1,baseline_aux_present,true,3.3,58,section*.58,true,true,ega4.c04.cor.3-3-5,58
ega4.c04.prop.3-3-6,IV.3.3.6,3.3,section*.59,IV,c04,prop,3.3.6,58,ega4-3.source_aligned_r1.tex,446,1,baseline_aux_present,true,3.3,58,section*.59,true,true,ega4.c04.prop.3-3-6,58
ega4.c04.eq.3-3-6-1,IV.3.3.6.1,{3.3.6.1},AMS.60,IV,c04,eq,3.3.6,58,ega4-3.source_aligned_r1.tex,454,1,baseline_aux_present,true,{3.3.6.1},58,AMS.60,true,true,ega4.c04.eq.3-3-6-1,58
ega4.c04.eq.3-3-6-2,IV.3.3.6.2,{3.3.6.2},AMS.61,IV,c04,eq,Relations with flatness,59,ega4-3.source_aligned_r1.tex,471,1,baseline_aux_present,true,{3.3.6.2},59,AMS.61,true,true,ega4.c04.eq.3-3-6-2,59
ega4.c04.eq.3-3-6-3,IV.3.3.6.3,{3.3.6.3},AMS.62,IV,c04,eq,Relations with flatness,59,ega4-3.source_aligned_r1.tex,478,1,baseline_aux_present,true,{3.3.6.3},59,AMS.62,true,true,ega4.c04.eq.3-3-6-3,59
ega4.c04.eq.3-3-6-4,IV.3.3.6.4,{3.3.6.4},AMS.63,IV,c04,eq,Relations with flatness,59,ega4-3.source_aligned_r1.tex,487,1,baseline_aux_present,true,{3.3.6.4},59,AMS.63,true,true,ega4.c04.eq.3-3-6-4,59
ega4.c04.cor.3-3-7,IV.3.3.7,3.3,section*.64,IV,c04,cor,3.3.7,59,ega4-3.source_aligned_r1.tex,494,1,baseline_aux_present,true,3.3,59,section*.64,true,true,ega4.c04.cor.3-3-7,59
ega4.c04.cor.3-3-7-1,IV.3.3.7.1,{3.3.7.1},AMS.65,IV,c04,cor,3.3.7,59,ega4-3.source_aligned_r1.tex,498,1,baseline_aux_present,true,{3.3.7.1},59,AMS.65,true,true,ega4.c04.cor.3-3-7-1,59
ega4.c04.sec.3-3-8,IV.3.3.8,3.3,section*.66,IV,c04,sec,3.3.8,59,ega4-3.source_aligned_r1.tex,513,1,baseline_aux_present,true,3.3,59,section*.66,true,true,ega4.c04.sec.3-3-8,59
ega4.c04.cor.3-3-9,IV.3.3.9,3.3,section*.67,IV,c04,cor,3.3.9,59,ega4-3.source_aligned_r1.tex,519,1,baseline_aux_present,true,3.3,59,section*.67,true,true,ega4.c04.cor.3-3-9,59
ega4.c04.cor.3-3-9-1,IV.3.3.9.1,{3.3.9.1},AMS.68,IV,c04,cor,3.3.9,59,ega4-3.source_aligned_r1.tex,522,1,baseline_aux_present,true,{3.3.9.1},59,AMS.68,true,true,ega4.c04.cor.3-3-9-1,59
ega4.c04.subsec.3-4,subsection:IV.3.4,3.4,subsection.3.4,IV,c04,subsec,Properties of the sheaves \texorpdfstring {$\sh {F}/t\sh {F}$}{F/tF},60,ega4-3.source_aligned_r1.tex,536,1,baseline_aux_present,true,3.4,60,subsection.3.4,true,true,ega4.c04.subsec.3-4,60
ega4.c04.subsec.3-4.key-iv-3-4,IV.3.4,3.4,subsection.3.4,IV,c04,subsec,Properties of the sheaves \texorpdfstring {$\sh {F}/t\sh {F}$}{F/tF},60,ega4-3.source_aligned_r1.tex,537,1,baseline_aux_present,true,3.4,60,subsection.3.4,true,true,ega4.c04.subsec.3-4.key-iv-3-4,60
ega4.c04.prop.3-4-1,IV.3.4.1,3.4,section*.69,IV,c04,prop,3.4.1,60,ega4-3.source_aligned_r1.tex,541,1,baseline_aux_present,true,3.4,60,section*.69,true,true,ega4.c04.prop.3-4-1,60
ega4.c04.eq.3-4-1-1,IV.3.4.1.1,{3.4.1.1},AMS.70,IV,c04,eq,3.4.1,60,ega4-3.source_aligned_r1.tex,549,1,baseline_aux_present,true,{3.4.1.1},60,AMS.70,true,true,ega4.c04.eq.3-4-1-1,60
ega4.c04.lem.3-4-1-2,IV.3.4.1.2,3.4,section*.71,IV,c04,lem,3.4.1.2,60,ega4-3.source_aligned_r1.tex,594,1,baseline_aux_present,true,3.4,60,section*.71,true,true,ega4.c04.lem.3-4-1-2,60
ega4.c04.lem.3-4-1-3,IV.3.4.1.3,{3.4.1.3},AMS.72,IV,c04,lem,3.4.1.2,60,ega4-3.source_aligned_r1.tex,598,1,baseline_aux_present,true,{3.4.1.3},60,AMS.72,true,true,ega4.c04.lem.3-4-1-3,60
ega4.c04.lem.3-4-1-4,IV.3.4.1.4,3.4,section*.73,IV,c04,lem,3.4.1.4,61,ega4-3.source_aligned_r1.tex,622,1,baseline_aux_present,true,3.4,61,section*.73,true,true,ega4.c04.lem.3-4-1-4,61
ega4.c04.eq.3-4-1-5,IV.3.4.1.5,{3.4.1.5},AMS.74,IV,c04,eq,Properties of the sheaves \texorpdfstring {$\sh {F}/t\sh {F}$}{F/tF},61,ega4-3.source_aligned_r1.tex,648,1,baseline_aux_present,true,{3.4.1.5},61,AMS.74,true,true,ega4.c04.eq.3-4-1-5,61
ega4.c04.cor.3-4-2,IV.3.4.2,3.4,section*.75,IV,c04,cor,3.4.2,62,ega4-3.source_aligned_r1.tex,753,1,baseline_aux_present,true,3.4,62,section*.75,true,true,ega4.c04.cor.3-4-2,62
ega4.c04.prop.3-4-3,IV.3.4.3,3.4,section*.76,IV,c04,prop,3.4.3,62,ega4-3.source_aligned_r1.tex,764,1,baseline_aux_present,true,3.4,62,section*.76,true,true,ega4.c04.prop.3-4-3,62
ega4.c04.prop.3-4-4,IV.3.4.4,3.4,section*.77,IV,c04,prop,3.4.4,62,ega4-3.source_aligned_r1.tex,777,1,baseline_aux_present,true,3.4,62,section*.77,true,true,ega4.c04.prop.3-4-4,62
ega4.c04.prop.3-4-5,IV.3.4.5,3.4,section*.78,IV,c04,prop,3.4.5,63,ega4-3.source_aligned_r1.tex,813,1,baseline_aux_present,true,3.4,63,section*.78,true,true,ega4.c04.prop.3-4-5,63
ega4.c04.prop.3-4-6,IV.3.4.6,3.4,section*.79,IV,c04,prop,3.4.6,63,ega4-3.source_aligned_r1.tex,829,1,baseline_aux_present,true,3.4,63,section*.79,true,true,ega4.c04.prop.3-4-6,63
ega4.c04.lem.3-4-6-1,IV.3.4.6.1,3.4,section*.80,IV,c04,lem,3.4.6.1,63,ega4-3.source_aligned_r1.tex,841,1,baseline_aux_present,true,3.4,63,section*.80,true,true,ega4.c04.lem.3-4-6-1,63
ega4.c04.cor.3-4-7,IV.3.4.7,3.4,section*.81,IV,c04,cor,3.4.7,63,ega4-3.source_aligned_r1.tex,888,1,baseline_aux_present,true,3.4,63,section*.81,true,true,ega4.c04.cor.3-4-7,63
ega4.c04.rem.3-4-8,IV.3.4.8,3.4,section*.82,IV,c04,rem,3.4.8,64,ega4-3.source_aligned_r1.tex,949,1,baseline_aux_present,true,3.4,64,section*.82,true,true,ega4.c04.rem.3-4-8,64
ega4.c04.prop.3-4-9,IV.3.4.9,3.4,section*.83,IV,c04,prop,3.4.9,64,ega4-3.source_aligned_r1.tex,967,1,baseline_aux_present,true,3.4,64,section*.83,true,true,ega4.c04.prop.3-4-9,64
ega4.c04.sec.6,section:IV.6,6,section.6,IV,c04,sec,Flat morphisms of locally Noetherian preschemes,139,source_aligned/ega4-6.tex,2,1,baseline_aux_present,true,6,139,section.6,true,true,ega4.c04.sec.6,139
ega4.c04.subsec.6-1,subsection:IV.6.1,6.1,subsection.6.1,IV,c04,subsec,Flatness and dimension,140,source_aligned/ega4-6.tex,14,1,baseline_aux_present,true,6.1,140,subsection.6.1,true,true,ega4.c04.subsec.6-1,140
ega4.c04.prop.6-1-1,IV.6.1.1,6.1,subsection.6.1,IV,c04,prop,6.1.1,140,source_aligned/ega4-6.tex,17,1,baseline_aux_present,true,6.1,140,subsection.6.1,true,true,ega4.c04.prop.6-1-1,140
ega4.c04.eq.6-1-1-1,IV.6.1.1.1,{6.1.1.1},AMS.460,IV,c04,eq,6.1.1,140,source_aligned/ega4-6.tex,24,1,baseline_aux_present,true,{6.1.1.1},140,AMS.460,true,true,ega4.c04.eq.6-1-1-1,140
ega4.c04.cor.6-1-2,IV.6.1.2,6.1,AMS.460,IV,c04,cor,6.1.2,140,source_aligned/ega4-6.tex,46,1,baseline_aux_present,true,6.1,140,AMS.460,true,true,ega4.c04.cor.6-1-2,140
ega4.c04.eq.6-1-2-1,IV.6.1.2.1,{6.1.2.1},AMS.461,IV,c04,eq,6.1.2,140,source_aligned/ega4-6.tex,51,1,baseline_aux_present,true,{6.1.2.1},140,AMS.461,true,true,ega4.c04.eq.6-1-2-1,140
ega4.c04.cor.6-1-3,IV.6.1.3,6.1,AMS.461,IV,c04,cor,6.1.3,140,source_aligned/ega4-6.tex,64,1,baseline_aux_present,true,6.1,140,AMS.461,true,true,ega4.c04.cor.6-1-3,140
ega4.c04.cor.6-1-4,IV.6.1.4,6.1,AMS.461,IV,c04,cor,6.1.4,140,source_aligned/ega4-6.tex,76,1,baseline_aux_present,true,6.1,140,AMS.461,true,true,ega4.c04.cor.6-1-4,140
ega4.c04.eq.6-1-4-1,IV.6.1.4.1,{6.1.4.1},AMS.462,IV,c04,eq,6.1.4,140,source_aligned/ega4-6.tex,81,1,baseline_aux_present,true,{6.1.4.1},140,AMS.462,true,true,ega4.c04.eq.6-1-4-1,140
ega4.c04.prop.6-1-5,IV.6.1.5,6.1,AMS.462,IV,c04,prop,6.1.5,141,source_aligned/ega4-6.tex,95,1,baseline_aux_present,true,6.1,141,AMS.462,true,true,ega4.c04.prop.6-1-5,141
ega4.c04.subsec.6-2,subsection:IV.6.2,6.2,subsection.6.2,IV,c04,subsec,Flatness and projective dimension,141,source_aligned/ega4-6.tex,132,1,baseline_aux_present,true,6.2,141,subsection.6.2,true,true,ega4.c04.subsec.6-2,141
ega4.c04.prop.6-2-1,IV.6.2.1,6.2,subsection.6.2,IV,c04,prop,6.2.1,141,source_aligned/ega4-6.tex,135,1,baseline_aux_present,true,6.2,141,subsection.6.2,true,true,ega4.c04.prop.6-2-1,141
ega4.c04.eq.6-2-1-1,IV.6.2.1.1,{6.2.1.1},AMS.463,IV,c04,eq,6.2.1,141,source_aligned/ega4-6.tex,142,1,baseline_aux_present,true,{6.2.1.1},141,AMS.463,true,true,ega4.c04.eq.6-2-1-1,141
ega4.c04.eq.6-2-1-2,IV.6.2.1.2,{6.2.1.2},AMS.464,IV,c04,eq,6.2.1,141,source_aligned/ega4-6.tex,149,1,baseline_aux_present,true,{6.2.1.2},141,AMS.464,true,true,ega4.c04.eq.6-2-1-2,141
ega4.c04.cor.6-2-2,IV.6.2.2,6.2,Item.150,IV,c04,cor,6.2.2,142,source_aligned/ega4-6.tex,183,1,baseline_aux_present,true,6.2,142,Item.150,true,true,ega4.c04.cor.6-2-2,142
ega4.c04.prop.6-2-3,IV.6.2.3,6.2,Item.150,IV,c04,prop,6.2.3,142,source_aligned/ega4-6.tex,189,1,baseline_aux_present,true,6.2,142,Item.150,true,true,ega4.c04.prop.6-2-3,142
ega4.c04.eq.6-2-3-1,IV.6.2.3.1,{6.2.3.1},AMS.465,IV,c04,eq,6.2.3,142,source_aligned/ega4-6.tex,195,1,baseline_aux_present,true,{6.2.3.1},142,AMS.465,true,true,ega4.c04.eq.6-2-3-1,142
ega4.c04.subsec.6-3,subsection:IV.6.3,6.3,subsection.6.3,IV,c04,subsec,Flatness and depth,142,source_aligned/ega4-6.tex,214,1,baseline_aux_present,true,6.3,142,subsection.6.3,true,true,ega4.c04.subsec.6-3,142
ega4.c04.prop.6-3-1,IV.6.3.1,6.3,subsection.6.3,IV,c04,prop,6.3.1,142,source_aligned/ega4-6.tex,217,1,baseline_aux_present,true,6.3,142,subsection.6.3,true,true,ega4.c04.prop.6-3-1,142
ega4.c04.eq.6-3-1-1,IV.6.3.1.1,{6.3.1.1},AMS.466,IV,c04,eq,6.3.1,142,source_aligned/ega4-6.tex,223,1,baseline_aux_present,true,{6.3.1.1},142,AMS.466,true,true,ega4.c04.eq.6-3-1-1,142
ega4.c04.cor.6-3-2,IV.6.3.2,6.3,AMS.466,IV,c04,cor,6.3.2,143,source_aligned/ega4-6.tex,286,1,baseline_aux_present,true,6.3,143,AMS.466,true,true,ega4.c04.cor.6-3-2,143
ega4.c04.eq.6-3-2-1,IV.6.3.2.1,{6.3.2.1},AMS.467,IV,c04,eq,6.3.2,143,source_aligned/ega4-6.tex,290,1,baseline_aux_present,true,{6.3.2.1},143,AMS.467,true,true,ega4.c04.eq.6-3-2-1,143
ega4.c04.cor.6-3-3,IV.6.3.3,6.3,AMS.467,IV,c04,cor,6.3.3,143,source_aligned/ega4-6.tex,300,1,baseline_aux_present,true,6.3,143,AMS.467,true,true,ega4.c04.cor.6-3-3,143
ega4.c04.cor.6-3-4,IV.6.3.4,6.3,AMS.467,IV,c04,cor,6.3.4,143,source_aligned/ega4-6.tex,309,1,baseline_aux_present,true,6.3,143,AMS.467,true,true,ega4.c04.cor.6-3-4,143
ega4.c04.eq.6-3-4-1,IV.6.3.4.1,{6.3.4.1},AMS.468,IV,c04,eq,6.3.4,143,source_aligned/ega4-6.tex,313,1,baseline_aux_present,true,{6.3.4.1},143,AMS.468,true,true,ega4.c04.eq.6-3-4-1,143
ega4.c04.eq.6-3-4-2,IV.6.3.4.2,{6.3.4.2},AMS.469,IV,c04,eq,6.3.4,143,source_aligned/ega4-6.tex,320,1,baseline_aux_present,true,{6.3.4.2},143,AMS.469,true,true,ega4.c04.eq.6-3-4-2,143
ega4.c04.cor.6-3-5,IV.6.3.5,6.3,AMS.469,IV,c04,cor,6.3.5,143,source_aligned/ega4-6.tex,332,1,baseline_aux_present,true,6.3,143,AMS.469,true,true,ega4.c04.cor.6-3-5,143
ega4.c04.cor.6-3-6,IV.6.3.6,6.3,Item.152,IV,c04,cor,6.3.6,144,source_aligned/ega4-6.tex,346,1,baseline_aux_present,true,6.3,144,Item.152,true,true,ega4.c04.cor.6-3-6,144
ega4.c04.cor.6-3-7,IV.6.3.7,6.3,Item.152,IV,c04,cor,6.3.7,144,source_aligned/ega4-6.tex,356,1,baseline_aux_present,true,6.3,144,Item.152,true,true,ega4.c04.cor.6-3-7,144
ega4.c04.prop.6-3-8,IV.6.3.8,6.3,Item.152,IV,c04,prop,6.3.8,144,source_aligned/ega4-6.tex,365,1,baseline_aux_present,true,6.3,144,Item.152,true,true,ega4.c04.prop.6-3-8,144
ega4.c04.subsec.6-4,subsection:IV.6.4,6.4,subsection.6.4,IV,c04,subsec,Flatness and property \texorpdfstring {$(\mathrm {S}_k)$}{(Sk)},145,source_aligned/ega4-6.tex,392,1,baseline_aux_present,true,6.4,145,subsection.6.4,true,true,ega4.c04.subsec.6-4,145
ega4.c04.prop.6-4-1,IV.6.4.1,6.4,subsection.6.4,IV,c04,prop,6.4.1,145,source_aligned/ega4-6.tex,395,1,baseline_aux_present,true,6.4,145,subsection.6.4,true,true,ega4.c04.prop.6-4-1,145
ega4.c04.cor.6-4-2,IV.6.4.2,6.4,Item.156,IV,c04,cor,6.4.2,145,source_aligned/ega4-6.tex,453,1,baseline_aux_present,true,6.4,145,Item.156,true,true,ega4.c04.cor.6-4-2,145
ega4.c04.rem.6-4-3,IV.6.4.3,6.4,Item.156,IV,c04,rem,6.4.3,146,source_aligned/ega4-6.tex,460,1,baseline_aux_present,true,6.4,146,Item.156,true,true,ega4.c04.rem.6-4-3,146
ega4.c04.subsec.6-5,subsection:IV.6.5,6.5,subsection.6.5,IV,c04,subsec,Flatness and property \texorpdfstring {$(\mathrm {R}_k)$}{(Rk)},146,source_aligned/ega4-6.tex,470,1,baseline_aux_present,true,6.5,146,subsection.6.5,true,true,ega4.c04.subsec.6-5,146
ega4.c04.prop.6-5-1,IV.6.5.1,6.5,subsection.6.5,IV,c04,prop,6.5.1,146,source_aligned/ega4-6.tex,473,1,baseline_aux_present,true,6.5,146,subsection.6.5,true,true,ega4.c04.prop.6-5-1,146
ega4.c04.cor.6-5-2,IV.6.5.2,6.5,Item.158,IV,c04,cor,6.5.2,146,source_aligned/ega4-6.tex,484,1,baseline_aux_present,true,6.5,146,Item.158,true,true,ega4.c04.cor.6-5-2,146
ega4.c04.prop.6-5-3,IV.6.5.3,6.5,Item.160,IV,c04,prop,6.5.3,146,source_aligned/ega4-6.tex,493,1,baseline_aux_present,true,6.5,146,Item.160,true,true,ega4.c04.prop.6-5-3,146
ega4.c04.cor.6-5-4,IV.6.5.4,6.5,Item.164,IV,c04,cor,6.5.4,146,source_aligned/ega4-6.tex,519,1,baseline_aux_present,true,6.5,146,Item.164,true,true,ega4.c04.cor.6-5-4,146
ega4.c04.item.6-5-5,IV.6.5.5,6.5,Item.166,IV,c04,item,6.5.5,147,source_aligned/ega4-6.tex,532,1,baseline_aux_present,true,6.5,147,Item.166,true,true,ega4.c04.item.6-5-5,147
ega4.c04.subsec.6-6,subsection:IV.6.6,6.6,subsection.6.6,IV,c04,subsec,Properties of transitivity,147,source_aligned/ega4-6.tex,554,1,baseline_aux_present,true,6.6,147,subsection.6.6,true,true,ega4.c04.subsec.6-6,147
ega4.c04.prop.6-6-1,IV.6.6.1,6.6,subsection.6.6,IV,c04,prop,6.6.1,147,source_aligned/ega4-6.tex,557,1,baseline_aux_present,true,6.6,147,subsection.6.6,true,true,ega4.c04.prop.6-6-1,147
ega4.c04.rem.6-6-2,IV.6.6.2,6.6,Item.176,IV,c04,rem,6.6.2,148,source_aligned/ega4-6.tex,583,1,baseline_aux_present,true,6.6,148,Item.176,true,true,ega4.c04.rem.6-6-2,148
ega4.c04.subsec.6-7,subsection:IV.6.7,6.7,subsection.6.7,IV,c04,subsec,Application to base changes in algebraic preschemes,148,source_aligned/ega4-6.tex,588,1,baseline_aux_present,true,6.7,148,subsection.6.7,true,true,ega4.c04.subsec.6-7,148
ega4.c04.prop.6-7-1,IV.6.7.1,6.7,subsection.6.7,IV,c04,prop,6.7.1,148,source_aligned/ega4-6.tex,593,1,baseline_aux_present,true,6.7,148,subsection.6.7,true,true,ega4.c04.prop.6-7-1,148
ega4.c04.lem.6-7-1-1,IV.6.7.1.1,6.7,Item.178,IV,c04,lem,6.7.1.1,148,source_aligned/ega4-6.tex,606,1,baseline_aux_present,true,6.7,148,Item.178,true,true,ega4.c04.lem.6-7-1-1,148
ega4.c04.cor.6-7-2,IV.6.7.2,6.7,Item.178,IV,c04,cor,6.7.2,148,source_aligned/ega4-6.tex,615,1,baseline_aux_present,true,6.7,148,Item.178,true,true,ega4.c04.cor.6-7-2,148
ega4.c04.cor.6-7-3,IV.6.7.3,6.7,Item.178,IV,c04,cor,6.7.3,148,source_aligned/ega4-6.tex,620,1,baseline_aux_present,true,6.7,148,Item.178,true,true,ega4.c04.cor.6-7-3,148
ega4.c04.prop.6-7-4,IV.6.7.4,6.7,Item.178,IV,c04,prop,6.7.4,148,source_aligned/ega4-6.tex,630,1,baseline_aux_present,true,6.7,148,Item.178,true,true,ega4.c04.prop.6-7-4,148
ega4.c04.lem.6-7-4-1,IV.6.7.4.1,6.7,Item.182,IV,c04,lem,6.7.4.1,149,source_aligned/ega4-6.tex,650,1,baseline_aux_present,true,6.7,149,Item.182,true,true,ega4.c04.lem.6-7-4-1,149
ega4.c04.item.6-7-5,IV.6.7.5,6.7,Item.182,IV,c04,item,6.7.5,149,source_aligned/ega4-6.tex,663,1,baseline_aux_present,true,6.7,149,Item.182,true,true,ega4.c04.item.6-7-5,149
ega4.c04.def.6-7-6,IV.6.7.6,6.7,Item.182,IV,c04,def,6.7.6,150,source_aligned/ega4-6.tex,690,1,baseline_aux_present,true,6.7,150,Item.182,true,true,ega4.c04.def.6-7-6,150
ega4.c04.prop.6-7-7,IV.6.7.7,6.7,Item.182,IV,c04,prop,6.7.7,150,source_aligned/ega4-6.tex,701,1,baseline_aux_present,true,6.7,150,Item.182,true,true,ega4.c04.prop.6-7-7,150
ega4.c04.cor.6-7-8,IV.6.7.8,6.7,Item.188,IV,c04,cor,6.7.8,151,source_aligned/ega4-6.tex,730,1,baseline_aux_present,true,6.7,151,Item.188,true,true,ega4.c04.cor.6-7-8,151
ega4.c04.subsec.6-8,subsection:IV.6.8,6.8,subsection.6.8,IV,c04,subsec,"Regular, normal, reduced, smooth morphisms",152,source_aligned/ega4-6.tex,749,1,baseline_aux_present,true,6.8,152,subsection.6.8,true,true,ega4.c04.subsec.6-8,152
ega4.c04.def.6-8-1,IV.6.8.1,6.8,subsection.6.8,IV,c04,def,6.8.1,152,source_aligned/ega4-6.tex,754,1,baseline_aux_present,true,6.8,152,subsection.6.8,true,true,ega4.c04.def.6-8-1,152
ega4.c04.prop.6-8-2,IV.6.8.2,6.8,Item.202,IV,c04,prop,6.8.2,152,source_aligned/ega4-6.tex,772,1,baseline_aux_present,true,6.8,152,Item.202,true,true,ega4.c04.prop.6-8-2,152
ega4.c04.prop.6-8-3,IV.6.8.3,6.8,Item.202,IV,c04,prop,6.8.3,152,source_aligned/ega4-6.tex,781,1,baseline_aux_present,true,6.8,152,Item.202,true,true,ega4.c04.prop.6-8-3,152
ega4.c04.item.6-8-4,IV.6.8.4,6.8,Item.205,IV,c04,item,6.8.4,153,source_aligned/ega4-6.tex,807,1,baseline_aux_present,true,6.8,153,Item.205,true,true,ega4.c04.item.6-8-4,153
ega4.c04.prop.6-8-5,IV.6.8.5,6.8,Item.205,IV,c04,prop,6.8.5,153,source_aligned/ega4-6.tex,814,1,baseline_aux_present,true,6.8,153,Item.205,true,true,ega4.c04.prop.6-8-5,153
ega4.c04.thm.6-8-6,IV.6.8.6,6.8,Item.207,IV,c04,thm,6.8.6,153,source_aligned/ega4-6.tex,827,1,baseline_aux_present,true,6.8,153,Item.207,true,true,ega4.c04.thm.6-8-6,153
ega4.c04.cor.6-8-7,IV.6.8.7,6.8,Item.210,IV,c04,cor,6.8.7,153,source_aligned/ega4-6.tex,845,1,baseline_aux_present,true,6.8,153,Item.210,true,true,ega4.c04.cor.6-8-7,153
ega4.c04.rem.6-8-8,IV.6.8.8,6.8,Item.210,IV,c04,rem,6.8.8,153,source_aligned/ega4-6.tex,854,1,baseline_aux_present,true,6.8,153,Item.210,true,true,ega4.c04.rem.6-8-8,153
ega4.c04.subsec.6-9,subsection:IV.6.9,6.9,subsection.6.9,IV,c04,subsec,The theorem of generic flatness,154,source_aligned/ega4-6.tex,859,1,baseline_aux_present,true,6.9,154,subsection.6.9,true,true,ega4.c04.subsec.6-9,154
ega4.c04.thm.6-9-1,IV.6.9.1,6.9,subsection.6.9,IV,c04,thm,6.9.1,154,source_aligned/ega4-6.tex,864,1,baseline_aux_present,true,6.9,154,subsection.6.9,true,true,ega4.c04.thm.6-9-1,154
ega4.c04.lem.6-9-2,IV.6.9.2,6.9,subsection.6.9,IV,c04,lem,6.9.2,154,source_aligned/ega4-6.tex,873,1,baseline_aux_present,true,6.9,154,subsection.6.9,true,true,ega4.c04.lem.6-9-2,154
ega4.c04.cor.6-9-3,IV.6.9.3,6.9,subsection.6.9,IV,c04,cor,6.9.3,154,source_aligned/ega4-6.tex,889,1,baseline_aux_present,true,6.9,154,subsection.6.9,true,true,ega4.c04.cor.6-9-3,154
ega4.c04.subsec.6-10,subsection:IV.6.10,6.10,subsection.6.10,IV,c04,subsec,Dimension and depth of a module normally flat along a closed sub-prescheme,155,source_aligned/ega4-6.tex,902,1,baseline_aux_present,true,6.10,155,subsection.6.10,true,true,ega4.c04.subsec.6-10,155
ega4.c04.statement.6-10-1,IV.6.10.1,6.10,subsection.6.10,IV,c04,statement,6.10.1,155,source_aligned/ega4-6.tex,907,1,baseline_aux_present,true,6.10,155,subsection.6.10,true,true,ega4.c04.statement.6-10-1,155
ega4.c04.prop.6-10-2,IV.6.10.2,6.10,subsection.6.10,IV,c04,prop,6.10.2,155,source_aligned/ega4-6.tex,916,1,baseline_aux_present,true,6.10,155,subsection.6.10,true,true,ega4.c04.prop.6-10-2,155
ega4.c04.prop.6-10-3,IV.6.10.3,6.10,subsection.6.10,IV,c04,prop,6.10.3,155,source_aligned/ega4-6.tex,925,1,baseline_aux_present,true,6.10,155,subsection.6.10,true,true,ega4.c04.prop.6-10-3,155
ega4.c04.eq.6-10-3-1,IV.6.10.3.1,{6.10.3.1},AMS.473,IV,c04,eq,6.10.3,155,source_aligned/ega4-6.tex,932,1,baseline_aux_present,true,{6.10.3.1},155,AMS.473,true,true,ega4.c04.eq.6-10-3-1,155
ega4.c04.eq.6-10-3-2,IV.6.10.3.2,{6.10.3.2},AMS.474,IV,c04,eq,6.10.3,155,source_aligned/ega4-6.tex,933,1,baseline_aux_present,true,{6.10.3.2},155,AMS.474,true,true,ega4.c04.eq.6-10-3-2,155
ega4.c04.eq.6-10-3-3,IV.6.10.3.3,{6.10.3.3},AMS.475,IV,c04,eq,6.10.3,155,source_aligned/ega4-6.tex,934,1,baseline_aux_present,true,{6.10.3.3},155,AMS.475,true,true,ega4.c04.eq.6-10-3-3,155
ega4.c04.cor.6-10-4,IV.6.10.4,6.10,AMS.475,IV,c04,cor,6.10.4,156,source_aligned/ega4-6.tex,951,1,baseline_aux_present,true,6.10,156,AMS.475,true,true,ega4.c04.cor.6-10-4,156
ega4.c04.prop.6-10-5,IV.6.10.5,6.10,AMS.475,IV,c04,prop,6.10.5,156,source_aligned/ega4-6.tex,956,1,baseline_aux_present,true,6.10,156,AMS.475,true,true,ega4.c04.prop.6-10-5,156
ega4.c04.eq.6-10-5-1,IV.6.10.5.1,{6.10.5.1},AMS.476,IV,c04,eq,6.10.5,156,source_aligned/ega4-6.tex,959,1,baseline_aux_present,true,{6.10.5.1},156,AMS.476,true,true,ega4.c04.eq.6-10-5-1,156
ega4.c04.eq.6-10-5-2,IV.6.10.5.2,{6.10.5.2},AMS.477,IV,c04,eq,6.10.5,156,source_aligned/ega4-6.tex,968,1,baseline_aux_present,true,{6.10.5.2},156,AMS.477,true,true,ega4.c04.eq.6-10-5-2,156
ega4.c04.eq.6-10-5-3,IV.6.10.5.3,{6.10.5.3},AMS.478,IV,c04,eq,6.10.5,156,source_aligned/ega4-6.tex,972,1,baseline_aux_present,true,{6.10.5.3},156,AMS.478,true,true,ega4.c04.eq.6-10-5-3,156
ega4.c04.eq.6-10-5-4,IV.6.10.5.4,{6.10.5.4},AMS.479,IV,c04,eq,6.10.5,156,source_aligned/ega4-6.tex,979,1,baseline_aux_present,true,{6.10.5.4},156,AMS.479,true,true,ega4.c04.eq.6-10-5-4,156
ega4.c04.prop.6-10-6,IV.6.10.6,6.10,AMS.479,IV,c04,prop,6.10.6,157,source_aligned/ega4-6.tex,1009,1,baseline_aux_present,true,6.10,157,AMS.479,true,true,ega4.c04.prop.6-10-6,157
