"filename","local_path","bytes","sha256","entries","last_write_time","role"
"Noether_R438_LocalCodex_R437_P14p184_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R438_LocalCodex_R437_P14p184_SourceEmphasisFix_20260701.zip","8427389","D77600129C7E021ED42A4A12572F952DB7239797E08D70B7E26F7BADD6398894","13","2026-07-01T05:35:00","intermediate_source_fix_or_audit_support"
"Noether_R439_LocalCodex_R438_P14p182_184_SourceFixRollup_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R439_LocalCodex_R438_P14p182_184_SourceFixRollup_20260701.zip","10220018","FBCB26D78C1FDEF882316FE92B35E6CB29E45438DDB700EAD06FE74AD720236E","16","2026-07-01T05:36:27","intermediate_source_fix_or_audit_support"
"Noether_R440_LocalCodex_R439_P14p185_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R440_LocalCodex_R439_P14p185_SourceEmphasisFix_20260701.zip","8455881","B472F5365D5984A2F9F6E6D3AF2024CBF1AC50903B436F5E74AF9D50F9FC915D","13","2026-07-01T05:39:56","intermediate_source_fix_or_audit_support"
"Noether_R441_LocalCodex_R440_P14p182_185_SourceFixRollup_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R441_LocalCodex_R440_P14p182_185_SourceFixRollup_20260701.zip","12851454","BB9ED5599C97955FA80BA21CA00D17CF7693F46A9F64C84A84A63842572EFEE2","18","2026-07-01T05:41:17","intermediate_source_fix_or_audit_support"
"Noether_R442_LocalCodex_R441_P14p186_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R442_LocalCodex_R441_P14p186_SourceEmphasisFix_20260701.zip","8682772","9B2E4BF7BECA96D90CA18FEBE4F457F1DCC14703BB82DF90F44D6A61A816E945","14","2026-07-01T05:46:58","intermediate_source_fix_or_audit_support"
"Noether_R443_LocalCodex_R442_P14p187_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R443_LocalCodex_R442_P14p187_SourceEmphasisFix_20260701.zip","8497435","62AE2EBE8F3B954B7E6D3662344B667EBDC4F4BFBE2674923F8C22E97DBC0E12","14","2026-07-01T05:50:15","intermediate_source_fix_or_audit_support"
"Noether_R444_LocalCodex_R443_P14p188_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R444_LocalCodex_R443_P14p188_SourceEmphasisFix_20260701.zip","8730071","2A9D3931105E8B6020E70AC4321308C408E2BEC41BD7A3DB471BF8EA549BEF43","14","2026-07-01T05:53:18","intermediate_source_fix_or_audit_support"
"Noether_R445_LocalCodex_R444_P14p189_SourceFormulaLayoutFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R445_LocalCodex_R444_P14p189_SourceFormulaLayoutFix_20260701.zip","8664498","4D3D835FDBBA9C9F8DCB303E9D4DBFA6F5851ED26A06D8163D4F319F462663A2","14","2026-07-01T05:56:31","intermediate_source_fix_or_audit_support"
"Noether_R446_LocalCodex_R445_P14p190_SourceEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R446_LocalCodex_R445_P14p190_SourceEmphasisFix_20260701.zip","8480835","8982932ED4BDA28D2FA96D4D913A4FDB31E554BCEAFD8653B7BD40BADC4D5E29","14","2026-07-01T06:00:42","intermediate_source_fix_or_audit_support"
"Noether_R447_LocalCodex_R446_P14p191_SourceLayoutPunctuationFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R447_LocalCodex_R446_P14p191_SourceLayoutPunctuationFix_20260701.zip","8470852","4C4943FA8912847C4BE795643D21294C6981460817FBD02FE9637164A38AE521","14","2026-07-01T06:05:09","intermediate_source_fix_or_audit_support"
"Noether_R448_LocalCodex_R447_WebR279Checked_P14p192_SourceFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R448_LocalCodex_R447_WebR279Checked_P14p192_SourceFix_20260701.zip","5887939","BD617764213CE3939ECBC1521717D70E1C7DD218272B75FDC43990C9DFFE50AA","16","2026-07-01T06:13:25","intermediate_source_fix_or_audit_support"
"Noether_R449_LocalCodex_R448_P14p193_194_SourceEmphasisLayoutFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R449_LocalCodex_R448_P14p193_194_SourceEmphasisLayoutFix_20260701.zip","11033194","EE46102BA4F72D26AE8360FD0B01B5C564869A6433F6869228CA8068043168E0","20","2026-07-01T06:17:49","intermediate_source_fix_or_audit_support"
"Noether_R450_LocalCodex_R449_P14p195_196_SourceEmphasisLayoutFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R450_LocalCodex_R449_P14p195_196_SourceEmphasisLayoutFix_20260701.zip","16093518","C23564905E5DBCF50998660FD9A8C8414E7DDC26331047629F2A9D7CED0C0ADD","24","2026-07-01T06:22:16","intermediate_source_fix_or_audit_support"
"Noether_R451_LocalCodex_R450_P14p197_198_SourceLayoutFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R451_LocalCodex_R450_P14p197_198_SourceLayoutFix_20260701.zip","21046987","7E8B94B5CA13AE258459A592285CEC1BEC049E775F2966984D238CC290805FB4","28","2026-07-01T06:26:08","intermediate_source_fix_or_audit_support"
"Noether_R452_LocalCodex_R451_P14p199_200_SourceLayoutEmphasisFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R452_LocalCodex_R451_P14p199_200_SourceLayoutEmphasisFix_20260701.zip","44225012","C1FDFC59F1C5CB269F66B48B116E898D1381ACCEB5AC25127BD81F497B101C91","68","2026-07-01T06:32:24","intermediate_source_fix_or_audit_support"
"Noether_R453_LocalCodex_R452_P14p201_SourceRunInHeadingFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R453_LocalCodex_R452_P14p201_SourceRunInHeadingFix_20260701.zip","49455898","D5771CDEF2C9ABB10D7F1A36EA9D41F91452BAED5E48FC523E2052C9B565DC02","79","2026-07-01T06:35:29","intermediate_source_fix_or_audit_support"
"Noether_R280_Complete_P14_p182_191_SourceFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R280_Complete_P14_p182_191_SourceFix_20260701.zip","53644034","B4C8354AE46639CFE1247DCE0B9BE84C151A7C2A1A51DF5BBB0A5B1CD0C5E6C5","42","2026-07-01T07:47:14","web_rollup_subsumed_by_R454_R455"
"Noether_R454_LocalCodex_R453_WebR280Checked_NoPatch_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R454_LocalCodex_R453_WebR280Checked_NoPatch_20260701.zip","49475174","CD6D0CE361A38EF70D8A62F5B5B3AED15AF73A0B2C1E56141680F396356F4D72","86","2026-07-01T07:53:16","web_R280_crosscheck_no_new_patch"
"Noether_R455_LocalCodex_R454_P15p140_SourceInlineFormulaFix_20260701.zip","C:\Users\Floris\Documents\Papors\Chatnotes\CHat translates and clean\Noether Multilingual\Noether_R455_LocalCodex_R454_P15p140_SourceInlineFormulaFix_20260701.zip","53589469","CF0ED3C8B19984A4DED998FA1D23D3CE2A1AB26B4832EB2764B6891A280ACCC7","97","2026-07-01T07:57:45","web_R280_crosscheck_no_new_patch"
