layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	role	disposition	evidence
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	79	par.008	76	\unitid{dirichlet.v1.p04b.par.008}Nous sommes donc arrivés à ce résultat remarquable: Si $\varphi$ n'est pas divisible par $b$, on pourra décider très simplement si l'on a:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	80	eq.011	76	\unitid{dirichlet.v1.p04b.eq.011}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	81	eq.011	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	82	eq.011	76	\leg{t}{b}=1\quad\hbox{ou}\quad \leg{t}{b}=-1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	83	eq.011	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	84	eq.011	76		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	85	par.009	77	\unitid{dirichlet.v1.p04b.par.009}Il suffira de chercher un nombre qui satisfasse à la congruence $\chi^2\equiv p\pmod b$; ayant trouvé un pareil nombre $\chi$, on aura toujours:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	86	eq.012	77	\unitid{dirichlet.v1.p04b.eq.012}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	87	eq.012	77	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	88	eq.012	77	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	89	eq.012	77	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	90	eq.012	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	91	par.010	77	\unitid{dirichlet.v1.p04b.par.010}Venons maintenant au cas où $\varphi$ est divisible par $b$. Les relations $(\delta')$ qui ont lieu alors, sont:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	92	eq.013	77	\unitid{dirichlet.v1.p04b.eq.013}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	93	eq.013	77	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	94	eq.013	77	t\pm\psi\equiv0\pmod b,\qquad	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	95	eq.013	77	\leg{t\mp\psi}{b}=1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	96	eq.013	77	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	97	eq.013	77	On peut dans la dernière de ces relations ajouter à $t\mp\psi$ un multiple quelconque de $b$. Si l'on y ajoute le nombre $t\pm\psi$ qui, en vertu de la première, est divisible par $b$, il viendra $\leg{2t}{b}=1$, résultat qui entraîne cet autre: $\leg{t}{b}=\leg{2}{b}$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	98	eq.013	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	99	par.011	77	\unitid{dirichlet.v1.p04b.par.011}En combinant ce résultat avec un théorème connu, on verra que, dans le cas de $\varphi$ divisible par $b$, on a $\leg{t}{b}=1$ ou $\leg{t}{b}=-1$, selon que $t$ est de la forme $8n+7$ ou de celle-ci: $8n+3$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	100	par.011	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	101	par.012	77	\unitid{dirichlet.v1.p04b.par.012}En comparant ce qui vient d'être prouvé au théorème établi à la fin du dernier paragraphe, on verra qu'on peut décider, indépendamment de la connaissance du nombre $t$, si $-b$ est ou n'est pas résidu biquadratique par rapport à $p$. Le résultat auquel on parvient ainsi ne contenant plus aucune trace du nombre $t$, on est porté à croire qu'il ne suppose pas la possibilité de l'équation $t^2-bu^2=p$, d'où le nombre $t$ tire son origine, et qu'il est généralement vrai pour toutes les valeurs de $b$ et $p$, telles que $\leg{b}{p}=1$. C'est en effet ce qui a lieu, comme on peut le prouver, en examinant, au lieu de l'équation $t^2-bu^2=p$, l'équation plus générale $t^2\pm Mu^2=p$, où $M$ désigne le produit d'un nombre quelconque de nombres premiers différents, et en combinant ensuite les résultats de cet examen avec le théorème suivant, de la vérité duquel on ne saurait douter, mais dont la démonstration rigoureuse ne laisse pas que de présenter des difficultés:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	102	par.012	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	103	par.013	77	\unitid{dirichlet.v1.p04b.par.013}»$c$ désignant un nombre premier quelconque et $p$ un nombre premier $4n+1$, tel que $\leg{c}{p}=1$, on pourra toujours déterminer un nombre $\delta$, composé de facteurs simples tous moindres que $c$ et tel que l'équation $t^2\pm c\delta u^2=p$, soit résoluble.«	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	104	par.013	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	105	par.014	77;78	\unitid{dirichlet.v1.p04b.par.014}Quoi qu'il en soit, on peut remarquer que le théorème que nous allons énoncer est rigoureusement prouvé, par ce qui précède, pour toutes les valeurs de $b$, telles que la formule $t^2-bu^2$ n'ait que le seul diviseur quadratique $\pm(t^2-bu^2)$. En jetant les yeux sur la première des tables ajoutées à la \emph{Théorie des Nombres}, on voit que tous les nombres premiers $4n+3$, moindres que 136 (limite de la table) se trouvent dans ce cas, en exceptant le seul nombre 79. Il serait facile, en suivant la marche que nous venons d'indiquer, de prouver la vérité du théorème pour cette valeur ou pour toute autre valeur particulière de $b$, quel que soit $p$; mais pour l'établir dans toute sa généralité, il faut d'abord prouver, comme nous l'avons déjà dit, qu'on peut toujours satisfaire à la condition que nous avons énoncée, il n'y a qu'un instant.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png; qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	106	par.014	77;78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png; qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	107	par.014	77;78	\begin{center}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png; qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	108	thm.001	78	\unitid{dirichlet.v1.p04b.thm.001}\textsc{Théorème I.}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	109	thm.001	78	\end{center}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	110	thm.001	78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	111	par.015	78	\unitid{dirichlet.v1.p04b.par.015}»$b$ désignant un nombre premier $4n+3$, et $p$ un nombre premier $4n+1$ tel que $\leg{b}{p}=1$, si l'on fait $p=\varphi^2+\psi^2$ (où $\psi$ est supposé pair) on aura cette règle pour décider si $-b$ est ou n'est pas résidu biquadratique par rapport à $p$: Si $\varphi$ est divisible par $b$, $-b$ sera ou ne sera pas résidu biquadratique, selon que $b$ est de la forme $8n+7$ ou de celle-ci: $8n+3$. Si $\varphi$ n'est pas divisible par $b$, on cherchera un nombre $\chi$ tel qu'on ait $\chi^2\equiv p\pmod b$. Cela posé, $-b$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que l'on a $\leg{\chi(\chi+\psi)}{b}=1$ ou $\leg{\chi(\chi+\psi)}{b}=-1$.«	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	112	par.015	78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	113	par.016	78	\unitid{dirichlet.v1.p04b.par.016}En faisant successivement $b=3$, $b=7$ etc., on obtiendra les théorèmes particuliers suivants qui sont analogues au second des théorèmes de M. \textsc{Gauss} et que l'on doit regarder comme rigoureusement prouvés par les considérations que nous avons exposées dans ce paragraphe et dans le précédent.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	114	par.016	78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	115	par.017	78	\unitid{dirichlet.v1.p04b.par.017}»$p$ désignant un nombre premier $12n+1$, si l'on fait $p=\varphi^2+\psi^2$ (où $\psi$ est supposé pair) l'un des nombres $\varphi$ et $\psi$ sera nécessairement divisible par 3. Cela posé, je dis que $-3$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que c'est $\psi$ ou $\varphi$ qui est divisible par 3.«	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	116	par.017	78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	117	par.018	78	\unitid{dirichlet.v1.p04b.par.018}»$p$ désignant un nombre premier de l'une de ces formes: $28n+1$, $28n+9$, $28n+25$, si l'on fait $p=\varphi^2+\psi^2$, je dis que $-7$ sera résidu biquadratique par rapport à $p$, si l'un des nombres $\varphi$ et $\psi$ est divisible par 7, et que $-7$ sera non-résidu biquadratique par rapport à $p$, si ni l'un ni l'autre de ces nombres n'est divisible par 7.«	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	118	par.018	78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	119	par.019	78	\unitid{dirichlet.v1.p04b.par.019}etc.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	120	par.019	78		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	121	par.019	78	\begin{center}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p078_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	122	sec.005	79	\unitid{dirichlet.v1.p04b.sec.005}5.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	123	sec.005	79	\end{center}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	124	sec.005	79		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	125	par.020	79	\unitid{dirichlet.v1.p04b.par.020}Désignons par $a$ un nombre premier $4n+1$, et par $p$ un nombre premier également $4n+1$, et de plus susceptible d'être mis sous la forme $t^2-au^2$. Nous pouvons donc faire $p=t^2-au^2$ où le nombre $t$, comme il est facile de le voir, est nécessairement impair. On trouvera, comme dans le paragraphe 3, que, si l'on désigne par $2^\nu$ la puissance la plus élevée de 2 qui divise $u$, on a $\leg{u}{p}=\leg{2^\nu}{p}$, relation que l'on changera ensuite, comme à l'endroit cité, en celle-ci: $\leg{u}{p}=(-1)^{\frac{p-1}{4}}$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	126	par.020	79		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	127	par.021	79	\unitid{dirichlet.v1.p04b.par.021}Décomposons actuellement le nombre impair $t$ en ses facteurs simples, en posant $t=gg'g''\ldots{}\times hh'h''\ldots$, où les nombres premiers $g$, $g'$, $g''$, etc., $h$, $h'$, $h''$, etc. sont tels que:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	128	eq.014	79	\unitid{dirichlet.v1.p04b.eq.014}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	129	eq.014	79	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	130	eq.014	79	(\varepsilon)\qquad	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	131	eq.014	79	\left\{	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	132	eq.014	79	\begin{array}{llll}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	133	eq.014	79	\leg{-a}{g}=1,& \leg{-a}{g'}=1,& \leg{-a}{g''}=1,& \text{etc.}\\[0.3em]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	134	eq.014	79	\leg{-a}{h}=-1,& \leg{-a}{h'}=-1,& \leg{-a}{h''}=-1,& \text{etc.}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	135	eq.014	79	\end{array}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	136	eq.014	79	\right.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	137	eq.014	79	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	138	eq.014	79		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	139	par.022	79	\unitid{dirichlet.v1.p04b.par.022}L'équation $t^2-au^2=p$ donne immédiatement:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	140	eq.015	79	\unitid{dirichlet.v1.p04b.eq.015}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	141	eq.015	79	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	142	eq.015	79	\begin{array}{llll}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	143	eq.015	79	\leg{-ap}{g}=1,& \leg{-ap}{g'}=1,& \leg{-ap}{g''}=1,& \text{etc.}\\[0.3em]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	144	eq.015	79	\leg{-ap}{h}=1,& \leg{-ap}{h'}=1,& \leg{-ap}{h''}=1,& \text{etc.}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	145	eq.015	79	\end{array}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
fr	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/orig/tex/04b_div4_pp75_80_fr.tex	146	eq.015	79	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p079_authority.png
