"gap_id","gap_class","source_row_id","owner_or_consumer","target_language_or_access_target","source_title","source_url","local_path","sha256_or_expected_hash","blocker_or_drift","route_or_action","r3_policy_hint","sidecar_decision","boundary","created_utc"
"R3-GAP-ACTION-053","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-9","Persianate/Tajik lane - fa_IR only","Persian/Farsi; linear algebra; LaTeX/source archive","""جبر خطی"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطی_latex.json","F285ECC6F940FDF07D99ABCE6CED23ED71F71FE87AB03956EB4FC0EFF5AB7CE4","Repository metadata hits require topic/language/license screening before any source archive fetch or source-canon admission.","screen metadata hits for topic/language/license before any source archive fetch","status=metadata_hits_need_topic_license_screening; upload_policy=manifest_query_metadata_only_no_payload; total_count=1; top_hits=SireJeff/linear-algebra-3blue1brown-notes|https://github.com/SireJeff/linear-algebra-3blue1brown-notes|lang=TeX|license=","manifest sidecar; B3 policy review required before payload publication","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-054","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-10","Persianate/Tajik lane - fa_IR only","Persian/Farsi; linear algebra; TeX/source archive","""جبر خطی"" tex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطی_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-055","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-11","Persianate/Tajik lane - fa_IR only","Persian/Farsi; abstract algebra; LaTeX/source archive","""جبر مجرد"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D9%85%D8%AC%D8%B1%D8%AF%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_مجرد_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-056","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-12","Persianate/Tajik lane - fa_IR only","Persian/Farsi; ring theory; TeX/source archive","""نظریه حلقه"" tex","https://api.github.com/search/repositories?q=%22%D9%86%D8%B8%D8%B1%DB%8C%D9%87%20%D8%AD%D9%84%D9%82%D9%87%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.نظریه_حلقه_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-057","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-13","Persianate/Tajik lane - fa_IR only","Persian/Farsi; group theory; TeX/source archive","""نظریه گروه"" tex","https://api.github.com/search/repositories?q=%22%D9%86%D8%B8%D8%B1%DB%8C%D9%87%20%DA%AF%D8%B1%D9%88%D9%87%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.نظریه_گروه_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-058","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-14","Persianate/Tajik lane - fa_IR only","Persian/Farsi; XePersian; mathematics; source archive search","xepersian mathematics","https://api.github.com/search/repositories?q=xepersian%20mathematics&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.xepersian_mathematics.json","BB8C84E1977419DFABB740C20F52C2B39C47D380C4D859D1A63D42B7424C1152","Repository metadata hits require topic/language/license screening before any source archive fetch or source-canon admission.","screen metadata hits for topic/language/license before any source archive fetch","status=metadata_hits_need_topic_license_screening; upload_policy=manifest_query_metadata_only_no_payload; total_count=2; top_hits=kntupssa/AnaLaTeX|https://github.com/kntupssa/AnaLaTeX|lang=|license=CC-BY-SA-4.0 || ArsalanDalvand/atomathix-latex|https://github.com/ArsalanDalvand/atomathix-latex|lang=TeX|license=NOASSERTION","manifest sidecar; B3 policy review required before payload publication","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-059","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-15","Persianate/Tajik lane - fa_IR only","Persian/Farsi; XePersian; linear algebra; source archive search","xepersian ""linear algebra""","https://api.github.com/search/repositories?q=xepersian%20%22linear%20algebra%22&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.xepersian_linear_algebra.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-060","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-16","Persianate/Tajik lane - fa_IR only","Persian/Farsi; XePersian; algebra; source archive search","xepersian algebra","https://api.github.com/search/repositories?q=xepersian%20algebra&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.xepersian_algebra.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-061","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-17","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Tajik Cyrillic; linear algebra; LaTeX/source archive","""Алгебраи хаттӣ"" latex","https://api.github.com/search/repositories?q=%22%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8%20%D1%85%D0%B0%D1%82%D1%82%D3%A3%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.Алгебраи_хаттӣ_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-062","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-18","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Tajik Cyrillic; linear algebra; TeX/source archive","""Алгебраи хаттӣ"" tex","https://api.github.com/search/repositories?q=%22%D0%90%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%D0%B8%20%D1%85%D0%B0%D1%82%D1%82%D3%A3%22%20tex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.Алгебраи_хаттӣ_tex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-063","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-19","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Tajik Cyrillic; algebra; LaTeX/source archive","""алгебра"" ""тоҷикӣ"" latex","https://api.github.com/search/repositories?q=%22%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0%22%20%22%D1%82%D0%BE%D2%B7%D0%B8%D0%BA%D3%A3%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.алгебра_тоҷикӣ_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-064","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-20","Persianate/Tajik lane - prs_AF separate gate","Dari/Afghan Persian; mathematics; LaTeX/source archive","Dari mathematics latex","https://api.github.com/search/repositories?q=Dari%20mathematics%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.Dari_mathematics_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-065","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-21","Persianate/Tajik lane - prs_AF separate gate","Dari/Afghan Persian; linear algebra; LaTeX/source archive","""جبر خطی"" ""دری"" latex","https://api.github.com/search/repositories?q=%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22%20%22%D8%AF%D8%B1%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.جبر_خطی_دری_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-066","github_live_source_archive_query_gap_or_screening","R3-GH-META-QUERY-22","Persianate/Tajik lane - prs_AF separate gate","Dari/Afghan Persian; mathematics; LaTeX/source archive","""ریاضی دری"" latex","https://api.github.com/search/repositories?q=%22%D8%B1%DB%8C%D8%A7%D8%B6%DB%8C%20%D8%AF%D8%B1%DB%8C%22%20latex&per_page=5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_GITHUB_LIVE_SOURCE_ARCHIVE_METADATA_FRONTIER_20260705T064748Z\github_search.ریاضی_دری_latex.json","D0CC96640E144ACC30EDA8DF2F3A7CF169EFCBD648478F0F1FD819B0FE41C964","No repository hits for this exact GitHub repository-search query.","preserve exact zero-hit source-archive query gap; no payload","status=zero_hit_gap; upload_policy=gap_only_no_payload; total_count=0; top_hits=","gap sidecar only; no payload","GitHub source-archive metadata frontier only; no zipball/source payload downloaded, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR, prs_AF/Dari, tg_Cyrl_TJ, Urdu, Hindustani, Pan-Turkic, and Arabic remain separate gates.","20260705T114041Z"
"R3-GAP-ACTION-067","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0001","Arabic RTL source-canon lane","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","10074309::Linear Algebra::WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","query_metadata=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555; zenodo_file_checksum=md5:3eb5c8e7764d9ffbbf48959aa1d3e78e","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_metadata_topic_file_hint_needs_manual_screening; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/10074309","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
"R3-GAP-ACTION-068","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0002","Arabic RTL source-canon lane","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","15067574::Linear Algebra::Full cover.jpg","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","query_metadata=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555; zenodo_file_checksum=md5:051b6c75c16c96599d680ed9695e379b","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_metadata_topic_file_hint_needs_manual_screening; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/15067574","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
"R3-GAP-ACTION-069","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0003","Arabic RTL source-canon lane","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","3367812::SLATE::slate-2019-04-04.tar.gz","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","query_metadata=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555; zenodo_file_checksum=md5:2a2ea8bc1cd32ef1aa34919282760bae","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/3367812","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
"R3-GAP-ACTION-070","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0004","Arabic RTL source-canon lane","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","8296796::Elementary Linear Algebra::WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","query_metadata=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555; zenodo_file_checksum=md5:af5eb81893a81e9708fdf93b2851ab7a","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_metadata_topic_file_hint_needs_manual_screening; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/8296796","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
"R3-GAP-ACTION-071","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0005","Arabic RTL source-canon lane","Arabic; linear algebra; Zenodo; repository metadata; fallback/source archive frontier; Zenodo record/file metadata; metadata-only","10863548::Mathematics Linear Algebra::WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg","https://zenodo.org/api/records/10863548/files/WhatsApp%20Image%202024-03-23%20at%201.20.16%20PM%20(1).jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_linear_algebra.json","query_metadata=1F15C90089E42F5CAB2481F2175A0AEE9F3CB750BC17D297153127BE18AE1555; zenodo_file_checksum=md5:7cecc2421a17c5889761d6c33bb094c5","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_metadata_topic_file_hint_needs_manual_screening; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/10863548","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
"R3-GAP-ACTION-072","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0006","Arabic RTL source-canon lane","Arabic; Noetherian ring; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","6349906::المجلة العربية الدولیة للبحوث الخلّاقة، المجلد الأول۲۰۲۰م::IAJCR01 2020A.pdf","https://zenodo.org/api/records/6349906/files/IAJCR01%202020A.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_noetherian_ring.json","query_metadata=D6F89F587931BDA3A2B008F40399DF9593FB4B5A92F8B1F86D252F9D50F1550A; zenodo_file_checksum=md5:c1c47e9ade3ad81db66d2db358dd95bb","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/6349906","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
"R3-GAP-ACTION-073","zenodo_file_hint_fetch_hash_language_license_screening","R3-ZENODO-FILE-0007","Arabic RTL source-canon lane","Arabic; Noetherian ring; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","12755351::Arabic Poetry Analysis Datasets::Arabic Poetry Analysis Datasets.zip","https://zenodo.org/api/records/12755351/files/Arabic%20Poetry%20Analysis%20Datasets.zip/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_noetherian_ring.json","query_metadata=D6F89F587931BDA3A2B008F40399DF9593FB4B5A92F8B1F86D252F9D50F1550A; zenodo_file_checksum=md5:608503da1995db314c89b28f0baa56fd","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","fetch, independently hash, language/topic-screen, and license/access-review before any source-canon admission or payload use","source_fit=zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen; upload_policy=manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen; record_url=https://zenodo.org/records/12755351","Zenodo file-hints metadata sidecar only; no payload","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T114041Z"
