"file_hint_id","source_frontier_id","route","query_or_source","record_index_within_manifest","recid","doi","record_title","record_html_url","record_archive_url","record_publication_date","record_resource_type","record_language_metadata","record_access_right","record_license_id","file_key","file_extension_hint","file_size_bytes","file_checksum_signal","file_download_url","local_query_metadata_path","local_query_metadata_sha256","source_fit_class","language_topic_tags","license_or_access_signal","blocker_or_reason","upload_policy","non_claim_boundary","created_utc"
"R3-ZENODO-FILE-0029","R3-ZENODO-007","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""invariant theory""","31","4882928","10.5281/zenodo.4882928","بررسي سیر تحول اسماءِ جلالي در متون عرفاني قرن چهارم و ششم )مطالعۀ موردي در کشف¬المحجوب و روح¬الارواح)","https://zenodo.org/records/4882928","https://zenodo.org/api/records/4882928/files-archive","2020-02-22","Journal article","","open","cc-by-2.0","بررسي سیر تحول اسماءِ جلالي در متون عرفاني.pdf",".pdf","435636","md5:703697ee33ce7257c9ebb7c55fefbc1a","https://zenodo.org/api/records/4882928/files/%D8%A8%D8%B1%D8%B1%D8%B3%D9%8A%20%D8%B3%DB%8C%D8%B1%20%D8%AA%D8%AD%D9%88%D9%84%20%D8%A7%D8%B3%D9%85%D8%A7%D8%A1%D9%90%20%D8%AC%D9%84%D8%A7%D9%84%D9%8A%20%D8%AF%D8%B1%20%D9%85%D8%AA%D9%88%D9%86%20%D8%B9%D8%B1%D9%81%D8%A7%D9%86%D9%8A.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_invariant_theory.json","D316F2357D0EDF410F0B430CF95EE427B2FCEAB59FEAB85D6ADF6CA52C768D53","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-2.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0030","R3-ZENODO-007","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""invariant theory""","32","17404742","10.5281/zenodo.17404742","Importance-Performance Analysis (IPA) on Factors Affecting Agility of Iranian Auditing Organizations","https://zenodo.org/records/17404742","https://zenodo.org/api/records/17404742/files-archive","2025-10-21","Journal article","eng","open","cc-by-4.0","152129 Mousavi.pdf",".pdf","799254","md5:3922cd41b32cf044e510cbcda1ee085b","https://zenodo.org/api/records/17404742/files/152129%20Mousavi.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_invariant_theory.json","D316F2357D0EDF410F0B430CF95EE427B2FCEAB59FEAB85D6ADF6CA52C768D53","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0031","R3-ZENODO-007","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""invariant theory""","33","18205248","10.5281/zenodo.18205248","Analytical Study of the Themes of Khazana-e-Jawahar-e-Jalali","https://zenodo.org/records/18205248","https://zenodo.org/api/records/18205248/files-archive","2025-12-23","Journal article","","open","cc-by-4.0","1. Zeeshan Javid.pdf",".pdf","1065804","md5:efaec16d05ce66842763907c13c6c588","https://zenodo.org/api/records/18205248/files/1.%20Zeeshan%20Javid.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_invariant_theory.json","D316F2357D0EDF410F0B430CF95EE427B2FCEAB59FEAB85D6ADF6CA52C768D53","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0032","R3-ZENODO-007","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""invariant theory""","34","20117123","10.5281/zenodo.20117123","Representation of the ""Initiation Ritual"" in Rostam's Seven Labors: A Mythological and Phenomenological Reading Based on Mircea Eliade's Theories","https://zenodo.org/records/20117123","https://zenodo.org/api/records/20117123/files-archive","2025-12-23","Journal article","fas","open","cc-by-4.0","4. Fadhl Mahmood Wali-1.pdf",".pdf","1260196","md5:d6b814febf658140672a70936abdf7d1","https://zenodo.org/api/records/20117123/files/4.%20Fadhl%20Mahmood%20Wali-1.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_invariant_theory.json","D316F2357D0EDF410F0B430CF95EE427B2FCEAB59FEAB85D6ADF6CA52C768D53","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0033","R3-ZENODO-007","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""Persian"" ""invariant theory""","35","2470389","10.1112/plms/s2-20.1.465","The Invariant Theory of Three Quadrics","https://zenodo.org/records/2470389","https://zenodo.org/api/records/2470389/files-archive","1922-01-01","Journal article","","open","cc-zero","article.pdf",".pdf","618826","md5:7993b4ddf081b7947fe978572a2d9dd5","https://zenodo.org/api/records/2470389/files/article.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_invariant_theory.json","D316F2357D0EDF410F0B430CF95EE427B2FCEAB59FEAB85D6ADF6CA52C768D53","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-zero; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0034","R3-ZENODO-008","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""XePersian"" ""linear algebra""","36","10074309","10.5281/zenodo.10074309","Linear Algebra","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files-archive","2023-10-30","Book","","open","cc-by-4.0","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg",".jpeg","366891","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\xepersian_linear_algebra.json","E6C4C19942FF6ECADF68317B43FB529D8F117E78BA6C98A9B32C55564837CA39","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; XePersian; linear algebra; TeX; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0035","R3-ZENODO-008","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""XePersian"" ""linear algebra""","37","15067574","10.5281/zenodo.15067574","Linear Algebra","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files-archive","2025-03-13","Book","","open","cc-by-4.0","Full cover.jpg",".jpg","1291510","md5:051b6c75c16c96599d680ed9695e379b","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\xepersian_linear_algebra.json","E6C4C19942FF6ECADF68317B43FB529D8F117E78BA6C98A9B32C55564837CA39","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; XePersian; linear algebra; TeX; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0036","R3-ZENODO-008","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""XePersian"" ""linear algebra""","38","3367812","10.5281/zenodo.3367812","SLATE","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files-archive","2019-04-04","Software","eng","open","bsd-3-clause","slate-2019-04-04.tar.gz",".tar.gz","953926","md5:2a2ea8bc1cd32ef1aa34919282760bae","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\xepersian_linear_algebra.json","E6C4C19942FF6ECADF68317B43FB529D8F117E78BA6C98A9B32C55564837CA39","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","Persian/Farsi; XePersian; linear algebra; TeX; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0037","R3-ZENODO-008","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""XePersian"" ""linear algebra""","39","8296796","10.5281/zenodo.8296796","Elementary Linear Algebra","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files-archive","2023-08-25","Journal article","","open","cc-by-4.0","WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg",".jpeg","263422","md5:af5eb81893a81e9708fdf93b2851ab7a","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\xepersian_linear_algebra.json","E6C4C19942FF6ECADF68317B43FB529D8F117E78BA6C98A9B32C55564837CA39","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; XePersian; linear algebra; TeX; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0038","R3-ZENODO-008","Persianate/Tajik lane - fa_IR only","Zenodo API query: ""XePersian"" ""linear algebra""","40","10863548","10.5281/zenodo.10863548","Mathematics Linear Algebra","https://zenodo.org/records/10863548","https://zenodo.org/api/records/10863548/files-archive","2024-03-05","Book","","open","cc-by-4.0","WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg","400607","md5:7cecc2421a17c5889761d6c33bb094c5","https://zenodo.org/api/records/10863548/files/WhatsApp%20Image%202024-03-23%20at%201.20.16%20PM%20(1).jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\xepersian_linear_algebra.json","E6C4C19942FF6ECADF68317B43FB529D8F117E78BA6C98A9B32C55564837CA39","zenodo_metadata_topic_file_hint_needs_manual_screening","Persian/Farsi; XePersian; linear algebra; TeX; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0039","R3-ZENODO-009","Persianate/Tajik lane - prs_AF separate gate","Zenodo API query: ""Dari"" ""linear algebra""","41","10074309","10.5281/zenodo.10074309","Linear Algebra","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files-archive","2023-10-30","Book","","open","cc-by-4.0","WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg",".jpeg","366891","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\dari_linear_algebra.json","8E648F6F994B93B79725D371DCADFC74B54B3B87AC13F6FC2C2D1F9AB3D65A86","zenodo_metadata_topic_file_hint_needs_manual_screening","Dari/Afghan Persian; linear algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0040","R3-ZENODO-009","Persianate/Tajik lane - prs_AF separate gate","Zenodo API query: ""Dari"" ""linear algebra""","42","15067574","10.5281/zenodo.15067574","Linear Algebra","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files-archive","2025-03-13","Book","","open","cc-by-4.0","Full cover.jpg",".jpg","1291510","md5:051b6c75c16c96599d680ed9695e379b","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\dari_linear_algebra.json","8E648F6F994B93B79725D371DCADFC74B54B3B87AC13F6FC2C2D1F9AB3D65A86","zenodo_metadata_topic_file_hint_needs_manual_screening","Dari/Afghan Persian; linear algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0041","R3-ZENODO-009","Persianate/Tajik lane - prs_AF separate gate","Zenodo API query: ""Dari"" ""linear algebra""","43","3367812","10.5281/zenodo.3367812","SLATE","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files-archive","2019-04-04","Software","eng","open","bsd-3-clause","slate-2019-04-04.tar.gz",".tar.gz","953926","md5:2a2ea8bc1cd32ef1aa34919282760bae","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\dari_linear_algebra.json","8E648F6F994B93B79725D371DCADFC74B54B3B87AC13F6FC2C2D1F9AB3D65A86","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","Dari/Afghan Persian; linear algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0042","R3-ZENODO-009","Persianate/Tajik lane - prs_AF separate gate","Zenodo API query: ""Dari"" ""linear algebra""","44","8296796","10.5281/zenodo.8296796","Elementary Linear Algebra","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files-archive","2023-08-25","Journal article","","open","cc-by-4.0","WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg",".jpeg","263422","md5:af5eb81893a81e9708fdf93b2851ab7a","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\dari_linear_algebra.json","8E648F6F994B93B79725D371DCADFC74B54B3B87AC13F6FC2C2D1F9AB3D65A86","zenodo_metadata_topic_file_hint_needs_manual_screening","Dari/Afghan Persian; linear algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0043","R3-ZENODO-009","Persianate/Tajik lane - prs_AF separate gate","Zenodo API query: ""Dari"" ""linear algebra""","45","10863548","10.5281/zenodo.10863548","Mathematics Linear Algebra","https://zenodo.org/records/10863548","https://zenodo.org/api/records/10863548/files-archive","2024-03-05","Book","","open","cc-by-4.0","WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg",".jpeg","400607","md5:7cecc2421a17c5889761d6c33bb094c5","https://zenodo.org/api/records/10863548/files/WhatsApp%20Image%202024-03-23%20at%201.20.16%20PM%20(1).jpeg/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\dari_linear_algebra.json","8E648F6F994B93B79725D371DCADFC74B54B3B87AC13F6FC2C2D1F9AB3D65A86","zenodo_metadata_topic_file_hint_needs_manual_screening","Dari/Afghan Persian; linear algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0044","R3-ZENODO-010","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Zenodo API query: ""Tajik"" algebra","46","19498175","10.5281/zenodo.19498175","HISTORIOGRAPHY OF THE TAJIK LANGUAGE","https://zenodo.org/records/19498175","https://zenodo.org/api/records/19498175/files-archive","2026-04-10","Publication","","open","cc-by-4.0","52-59.pdf",".pdf","822718","md5:f45ff2a058f74d72a613b935282d7de5","https://zenodo.org/api/records/19498175/files/52-59.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\tajik_algebra.json","3E35912D409A04AA463BDD77A7ED8075F99FC76D9A603AB33B863C3E142D044D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Tajik Cyrillic; algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
"R3-ZENODO-FILE-0045","R3-ZENODO-010","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","Zenodo API query: ""Tajik"" algebra","47","19325611","10.5281/zenodo.19325611","MODERN WOMEN IN BAHMANYOR'S SHAHANSHAH AND CALVINO'S METAFICTIONAL WORLDS: A COMPARATIVE STUDY","https://zenodo.org/records/19325611","https://zenodo.org/api/records/19325611/files-archive","2026-03-30","Dataset","","open","cc-by-4.0","778-788.pdf",".pdf","280231","md5:68d5eeea9664dc0fee25bad7c877cadf","https://zenodo.org/api/records/19325611/files/778-788.pdf/content","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\tajik_algebra.json","3E35912D409A04AA463BDD77A7ED8075F99FC76D9A603AB33B863C3E142D044D","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","Tajik Cyrillic; algebra; Zenodo; separate gate; Zenodo record/file metadata; metadata-only","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Zenodo file-hints metadata only; no file download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T113801Z"
