layer	physical_page	printed_page	text_sha256	record_sha256	source_record_sha256	status
english	30	109	988E853F5875B9F924B4BEC5C9C742C6A3CE98ED66364E50585370626CCC06B0	F77A08F76C0C16B5743D2BCE4398C233CD51E2B5CD386F18DD9A8F1ACFD6E2AC	D4CA3278FA52EEA99033DC9E7A6160B5A986D8D829AF0A7874A6B7870835CD07	VERIFIED_FROM_PACKET
apparatus	30	109	39BD65D112107CC8BBDD57DC5A162D084DA477ADCA435055E85934AE16FF72F8	DE0365BD408AD8C49A274CC988C6904E35DC5C8DA9F1EF1F790D4A7E44BB596D	D4CA3278FA52EEA99033DC9E7A6160B5A986D8D829AF0A7874A6B7870835CD07	VERIFIED_FROM_PACKET
source	31	110	552B83D872E9D5B271ADE3970BA5D35E2D14FC9C1AAB4F5B6584E57C19604846	2FC5BFCFA43548C84E36A7AA93E85DE5000FD6FCA4F240E16F70033823023576	2FC5BFCFA43548C84E36A7AA93E85DE5000FD6FCA4F240E16F70033823023576	VERIFIED_FROM_PACKET
english	31	110	A9EE38F2D6E14DFD3DC82A47F5DC31CA61A4121F773F38508ED618C0AB51B010	3DB6F2C8E9ED3087FC0CF39C061CB962AD69EFD2FFE90C3A43ED1D080FE54F6A	2FC5BFCFA43548C84E36A7AA93E85DE5000FD6FCA4F240E16F70033823023576	VERIFIED_FROM_PACKET
apparatus	31	110	F186B1702C359635A8927C332511FE9DFEDFFEE2C4BFF5F7241073BB580F4F86	36C2433DF10E44DD66CA779874482D89A932B7655AD7DB6E64DF2C07F40FFFB4	2FC5BFCFA43548C84E36A7AA93E85DE5000FD6FCA4F240E16F70033823023576	VERIFIED_FROM_PACKET
source	32	111	70F1B7AD9B6D7FED51AE965BA54F4017BD10A52643968CEEC80E414E54BC9212	E42629F16A9203B86A8E2A3EEBD307530E233F5E4D1CE083618354CD26C0407F	E42629F16A9203B86A8E2A3EEBD307530E233F5E4D1CE083618354CD26C0407F	VERIFIED_FROM_PACKET
english	32	111	A698C588701EAAA5F5885D0EF9380C69046296D6ED3B6F1AE049F48C3BF7C816	4DD7E34552E7998EDDC80F73C2410BE0926B81517985A547FC7140212202C4C9	E42629F16A9203B86A8E2A3EEBD307530E233F5E4D1CE083618354CD26C0407F	VERIFIED_FROM_PACKET
apparatus	32	111	A8530571015DB428BE2C7C6BFFE7A9E9B542820808FFE46632C72E192A89A5D1	18C0D4A4B1DD1073F51AC151DB3012C5EE89C6BCCB7F9BF9834E31861C3418A8	E42629F16A9203B86A8E2A3EEBD307530E233F5E4D1CE083618354CD26C0407F	VERIFIED_FROM_PACKET
source	33	112	3B9001BE490C9446B56D72DD87592A6893852A683F31BF75996E667A2B863D34	B28965870DCCF162FB355DEC016700AA018485C808CB5B0C44E7E57409FADE1C	B28965870DCCF162FB355DEC016700AA018485C808CB5B0C44E7E57409FADE1C	VERIFIED_FROM_PACKET
english	33	112	BE75A896E092D9B3892F8F1C060C19E4D7AC911F94907EA805C442C2B37C2741	0A22FE5F0C56149790DC1BAC60631C5C9D515832C4D0F2BAAB67B5F203679D75	B28965870DCCF162FB355DEC016700AA018485C808CB5B0C44E7E57409FADE1C	VERIFIED_FROM_PACKET
apparatus	33	112	BC3B715E89E83E389E6AA17D918026CB8614AEBD7747D257455F9112EF75EBC8	C99E5E8CEF9C86F011E35F41E91E80BA1E3428F34042C0A0C5E2F562422595FA	B28965870DCCF162FB355DEC016700AA018485C808CB5B0C44E7E57409FADE1C	VERIFIED_FROM_PACKET
source	34	113	A6D7407C5D76EC6C0C647F7D1470612432E713F5B5274D2AD59CE225CA4E325B	108FD34991E93FD1C72FD47E21C6F7DB26904FD888D43350FAF5E8178B1820BF	108FD34991E93FD1C72FD47E21C6F7DB26904FD888D43350FAF5E8178B1820BF	VERIFIED_FROM_PACKET
english	34	113	B3CBFFCF10599FBAA1E12BB10174F8E9423D7B238DAA2131CB96F4FED757F4A0	8D8DB565874FA2125CFA34BF6067829BDA6977A894618D8313C8FAD9EE0CC2BA	108FD34991E93FD1C72FD47E21C6F7DB26904FD888D43350FAF5E8178B1820BF	VERIFIED_FROM_PACKET
apparatus	34	113	5E6187D70B4A3674BE20EB899A4499926B448DA82CFFA3317F8DFBD58D138A18	4E4780DF7CEBF2BE72838455CA1B4A90381C13EBFDBB7C2E1AADD8BBB125EF27	108FD34991E93FD1C72FD47E21C6F7DB26904FD888D43350FAF5E8178B1820BF	VERIFIED_FROM_PACKET
source	35	114	4E0BAD57C49C445ABE1C03C861D9C7921CDC0BFD392AE55CEF09A56862EBA407	C0A7AC184FDBFDD8841C12D1827249B9F5B17A8EF539855A657473EB821C62D6	C0A7AC184FDBFDD8841C12D1827249B9F5B17A8EF539855A657473EB821C62D6	VERIFIED_FROM_PACKET
english	35	114	A6BBF064D9CEC0F10524992F6B4C873A39E476BFB0439CD96B5DCFD5CEA76493	8AA2B57E33358F7A5D9EEE264D682D664E5D3F5BAC74279CEDB3EEC92084E401	C0A7AC184FDBFDD8841C12D1827249B9F5B17A8EF539855A657473EB821C62D6	VERIFIED_FROM_PACKET
apparatus	35	114	786F6A90ADBA2869B7F34A19E8BCE9E241CF14C90BEAA7B99F8E0FD128B0BCF6	DD4658A4F50ECAD57261F47F8FD8718FC3983EC23BDF400143C25E23F0BDA2E6	C0A7AC184FDBFDD8841C12D1827249B9F5B17A8EF539855A657473EB821C62D6	VERIFIED_FROM_PACKET
source	36	115	0D5F08E14B71CDA6F7512E5591E7E4CE465790FE2FBBABECFB5589E6F0D6B3DA	913776A8386A39FA70A6C77ADBD3684AAC894F0CC02FB02913AFF3AD326FB50D	913776A8386A39FA70A6C77ADBD3684AAC894F0CC02FB02913AFF3AD326FB50D	VERIFIED_FROM_PACKET
english	36	115	DB9B5C6E7147BC63AD6C71A8EB0F4BCE8D25CBD37416FFD32324585EC664AAE5	F8F34096875FB97F4DAC5C00AE76EB0F4BE6DD75AB02993C3525141BE99EF166	913776A8386A39FA70A6C77ADBD3684AAC894F0CC02FB02913AFF3AD326FB50D	VERIFIED_FROM_PACKET
apparatus	36	115	5EE7F0782A2901BA11208D6AEB4E489D2AF2E23C72FB8A0C59F8E76EF207BED2	599F36225D7F3C83734EF861A4CF84BEBD1923C7CAF229793FA81BBDC9642A12	913776A8386A39FA70A6C77ADBD3684AAC894F0CC02FB02913AFF3AD326FB50D	VERIFIED_FROM_PACKET
source	37	116	A66C4179B1BA4DDB54C42FE2400FD0F5A022F056ECBEE800D720FCE5464F226B	0E1724A2B47EC85EBC138E7033079D9C0D82E019E657752B430AC6EC740236D5	0E1724A2B47EC85EBC138E7033079D9C0D82E019E657752B430AC6EC740236D5	VERIFIED_FROM_PACKET
english	37	116	20A9C9FEC5927C3545E2BF0806BD72D2BDF6A905CA00C383E3EA2E94A9EFA5E2	F7D659ED5DECEE55090F00F5708CE16960B49944B1F37B5EBF83E487EF36354F	0E1724A2B47EC85EBC138E7033079D9C0D82E019E657752B430AC6EC740236D5	VERIFIED_FROM_PACKET
apparatus	37	116	C53A56A5FD164BB06140F2000842456CFB214C6452F039F902AE73D2480E1DD6	5BBC5FE9D5941FF1D996C63BAABCE19D4463F4179623C56D8D57E28F7F6E4122	0E1724A2B47EC85EBC138E7033079D9C0D82E019E657752B430AC6EC740236D5	VERIFIED_FROM_PACKET
source	38	117	41CBCDCDE0230E56FD75A2DD5A36ADF6EBD16B237E010321908A24EEAC21FA20	9DBC40BF1F630FE2CA08768E9868E7C1B1151F3C9876C9C7AB152F4FEDB15BF0	9DBC40BF1F630FE2CA08768E9868E7C1B1151F3C9876C9C7AB152F4FEDB15BF0	VERIFIED_FROM_PACKET
english	38	117	6307F0B395023758F33F3F02E2B91DD2EC0E8CE577D253E843823398D5D896CE	DE90D3F41D4C70CBAD79DF3F1BA93AC6427E336ACC0DE340BAF1374D0E29CF14	9DBC40BF1F630FE2CA08768E9868E7C1B1151F3C9876C9C7AB152F4FEDB15BF0	VERIFIED_FROM_PACKET
apparatus	38	117	9B0AF642BBC247E49B15551C487F2435E47A19545096B21219A144E591D57A88	0B719A809C0D51FA9EFCF9D9DAACD4BA98D4B8D17FFAE4B531EC80D22E90B338	9DBC40BF1F630FE2CA08768E9868E7C1B1151F3C9876C9C7AB152F4FEDB15BF0	VERIFIED_FROM_PACKET
source	39	118	0C13C0B2652EBA03822E11C304C7A66C917FFECBF01B7D9B89F7F69E3676DDE5	E9C1035A847C972D18AE4CCA6C58B41DB2876B7BF6D1C2E52D7FC0BA4E7705D9	E9C1035A847C972D18AE4CCA6C58B41DB2876B7BF6D1C2E52D7FC0BA4E7705D9	VERIFIED_FROM_PACKET
english	39	118	13B7A36CECBF65C4D04EB705FD03F9EB7F85FFEE90C974DC14BB439796CD8D56	1F1D7E7B67D56BA6D8D87270549010C7FD434002F8CDF4A5825AF7EFD50B1066	E9C1035A847C972D18AE4CCA6C58B41DB2876B7BF6D1C2E52D7FC0BA4E7705D9	VERIFIED_FROM_PACKET
apparatus	39	118	91C18DC7047A841981A4634A12D467DB14C494718FB51A585C620DBBFDCEFD08	644088CEBFF4EE617BF8E765A40090244FD6AA612981323F16DCA2E459D2E58D	E9C1035A847C972D18AE4CCA6C58B41DB2876B7BF6D1C2E52D7FC0BA4E7705D9	VERIFIED_FROM_PACKET
source	40	119	9ADF8A8CC56396E1A770EC24472477196AAB11BB0D00D68966C16CF2A0F5ACCB	69F523240E09FC9748C6AD6A3FC0B223D3004D51B3C9D9689A58C92CD288C0D1	69F523240E09FC9748C6AD6A3FC0B223D3004D51B3C9D9689A58C92CD288C0D1	VERIFIED_FROM_PACKET
english	40	119	CDB32658790425DF4D5631A138A95FEB8684E393DF5FD9D82B0D60339717D1D2	74648BF5CA5810EE5C2EC0FAA4DE2AEADB2795D23D465BF037114A8C579F611C	69F523240E09FC9748C6AD6A3FC0B223D3004D51B3C9D9689A58C92CD288C0D1	VERIFIED_FROM_PACKET
apparatus	40	119	3BC88FBD9538AFEDB8E73A4B603A38E34DE434BDDDD8BFA32A366EB75559D17F	3F964A79C61F127C78BB6C6112EDA870FBFF0B825485887C7FABE753DE4419E0	69F523240E09FC9748C6AD6A3FC0B223D3004D51B3C9D9689A58C92CD288C0D1	VERIFIED_FROM_PACKET
source	41	120	688DBD87DBC517812336A27D08CF723284358BFC33D11CC70F215836193945E2	DBB349091D4E2E076D6BB433B9E9E2D9057F45CB194EF17D2B44C571FE8C68D7	DBB349091D4E2E076D6BB433B9E9E2D9057F45CB194EF17D2B44C571FE8C68D7	VERIFIED_FROM_PACKET
english	41	120	C0243333FCACFB344A250B5334A0D9A950C420D581E7D1A3D595AA397DED2F6A	940314488FE70702DC6F47DA6541853DF8888D27ECD506CD93C6EA2884CEB252	DBB349091D4E2E076D6BB433B9E9E2D9057F45CB194EF17D2B44C571FE8C68D7	VERIFIED_FROM_PACKET
apparatus	41	120	F4C45A3C8B1FD679CE85C7C874E05C673546E5A9FE9BD9242DE2C60891718145	602370A8549821EF4EE854375EEC51163597415AB657CCD7BA579B82C24BE927	DBB349091D4E2E076D6BB433B9E9E2D9057F45CB194EF17D2B44C571FE8C68D7	VERIFIED_FROM_PACKET
source	42	121	B2F0827A3885356B23B8DDFC7F43F115061ED55CF506B9983F497C99819631A7	B6EB708B69C0EA43567F6F7A5055A12A5E90379F422DF154962AEE9DB838441C	B6EB708B69C0EA43567F6F7A5055A12A5E90379F422DF154962AEE9DB838441C	VERIFIED_FROM_PACKET
english	42	121	CBE4F77F7D54A5763F42EF33447C9C2606B0B9765845045A41D3B846AAE055C9	C4831BCAD071722F20CC2694CFD95DB8C1A4FECEDD554F1BABD4BE6AB4B43914	B6EB708B69C0EA43567F6F7A5055A12A5E90379F422DF154962AEE9DB838441C	VERIFIED_FROM_PACKET
apparatus	42	121	48CBAB4E3820B8D360430AB32DEB9E48C32784F276C87ABED128C70E10B8A0FA	DA24B46B75D748284F03284EE5E745268E3D9B01BFD60E16031DE8ADFCE7684D	B6EB708B69C0EA43567F6F7A5055A12A5E90379F422DF154962AEE9DB838441C	VERIFIED_FROM_PACKET
source	43	122	D90857B4EB1C2DD92C2CFECCC08E327810D2DF88F79B21AC257015C33B19FE3C	94DAA380DAA935936843B78432E693EA05DF57277CF73B3B7454D0C1FE32745D	94DAA380DAA935936843B78432E693EA05DF57277CF73B3B7454D0C1FE32745D	VERIFIED_FROM_PACKET
english	43	122	79C76941C9E4989B8B862A92F00D41BACCB74E0E20800AC0E5C015D05C074628	5A58A38E68CAFB0A6DF17882BCF7329C4FFA580E3AD4C2096AFB01E2DA54F2C4	94DAA380DAA935936843B78432E693EA05DF57277CF73B3B7454D0C1FE32745D	VERIFIED_FROM_PACKET
apparatus	43	122	6AFB636DFB52227D466D4CA07BDB86B2CFAA889A86604DBA084087599281A956	19ECB1C4EBE9D10F3199D678F3856D78C142A2E33E5C6BEF2D6D5942AF450AE6	94DAA380DAA935936843B78432E693EA05DF57277CF73B3B7454D0C1FE32745D	VERIFIED_FROM_PACKET
source	44	123	5791D0C857D8C5E6A8359FDCBA49D6C00247CF603463F6E3DAD097D51A0ABAF1	B68B4F18A1EC1F7D52098B74C36A253F9B7C4CA5B28F58A0310EAEA7FB69FE95	B68B4F18A1EC1F7D52098B74C36A253F9B7C4CA5B28F58A0310EAEA7FB69FE95	VERIFIED_FROM_PACKET
english	44	123	3769F6A6ADCD3C3843C43C2426F4AECD7805A5559BE4D2CBC97E473D8AAD3904	E1569D844C1DA879D7F8E7202C983FB770C06DFCC105FB1ACCC778D2152095E3	B68B4F18A1EC1F7D52098B74C36A253F9B7C4CA5B28F58A0310EAEA7FB69FE95	VERIFIED_FROM_PACKET
apparatus	44	123	0C455514DE2DCAE133FDB90452CD53F0303878E9F9F845C25C588C9F70E8FCA3	4E7319FB3040E02CAC8C563AC73495E238B2A24DAC35EF223FE167CA9789D833	B68B4F18A1EC1F7D52098B74C36A253F9B7C4CA5B28F58A0310EAEA7FB69FE95	VERIFIED_FROM_PACKET
source	45	124	603EC06F887715574F6BC103C703B838A6382000F5130D741F1F602546E80567	12255BA6D4A40955184EF830857272727CC243FC07260C98160956E9EC910388	12255BA6D4A40955184EF830857272727CC243FC07260C98160956E9EC910388	VERIFIED_FROM_PACKET
english	45	124	9F5226A50251B1B66311AF30BEFE11DEFA53422718A044B8D193F85AE697395A	C8CDADD101BC4454F45F20D78E9B318F0E6E8DB3EB44B8D547F291F85572F2BC	12255BA6D4A40955184EF830857272727CC243FC07260C98160956E9EC910388	VERIFIED_FROM_PACKET
apparatus	45	124	87CDDE719460038D9A7480CB2F5541E45D3C7BC7918709AD3BCB56EA7D051D03	8ED100A59721801E7F78EEC9B7991F8190F3A01F283D0A59C44BE2F04C0EEB1B	12255BA6D4A40955184EF830857272727CC243FC07260C98160956E9EC910388	VERIFIED_FROM_PACKET
source	46	125	DE3C923A2446ECC143D9A78FC35C20053FAE5264B329F3E398034B2AA638B94F	D1B7591B6E5DF8CADB981E7079D60318BE6C9C0E31E062BE0860D17D17ECCB27	D1B7591B6E5DF8CADB981E7079D60318BE6C9C0E31E062BE0860D17D17ECCB27	VERIFIED_FROM_PACKET
english	46	125	D5F29A99CAABB0FA208FD98D0DFFAA95CF1F71E216FCF50D8D94A97CAE9CBE54	4FF6589D5F6EFF640F6A55695FD86E2FD17C51908763A27AE1C79ADE653682E5	D1B7591B6E5DF8CADB981E7079D60318BE6C9C0E31E062BE0860D17D17ECCB27	VERIFIED_FROM_PACKET
apparatus	46	125	A1962891A00D1999C454942DC4B31BCE9084E60FFC92FCD5F56BB23407095203	77C5C57748156DB0C8503B7FB2AB0AEB41A2A038C839CE61B7B1CA4643089249	D1B7591B6E5DF8CADB981E7079D60318BE6C9C0E31E062BE0860D17D17ECCB27	VERIFIED_FROM_PACKET
source	47	126	A0AF6B8EE9037186C5C94240F44B7F1FCB0E48A8EFCA4E54146FC7CE30C8EC15	43811DD4DEF84A605EDA4FB7EC61BAC5C86DB57D20AC028D28CE7D5E29DB6FD6	43811DD4DEF84A605EDA4FB7EC61BAC5C86DB57D20AC028D28CE7D5E29DB6FD6	VERIFIED_FROM_PACKET
english	47	126	D74184F882E16CD781592267E3D678DA650534D1FCD78A98C919E7645B81E15C	80ED3B9E0702E877F856584D6FCC3865DFCAA26B0A461C53DFAA7D063D32BC6F	43811DD4DEF84A605EDA4FB7EC61BAC5C86DB57D20AC028D28CE7D5E29DB6FD6	VERIFIED_FROM_PACKET
apparatus	47	126	77F9852BCFA5B5509716159E2A1A47C7280D26A1C0FBB24FC7CD28E9C9619448	4138EAD6B390A3860A26DAE4D54CBD0EAD9F8F8A967505EFBC31FCCE3F5CAA75	43811DD4DEF84A605EDA4FB7EC61BAC5C86DB57D20AC028D28CE7D5E29DB6FD6	VERIFIED_FROM_PACKET
source	48	127	35487FBC79EC4E64B9AFE314E14571C910C2FD70ECC3BE239CC2F98CDD3C9C28	A352FC60D42A84B6FA0FA428986C6CA737FA0AA461BD445B11DE0561C8F1BF8A	A352FC60D42A84B6FA0FA428986C6CA737FA0AA461BD445B11DE0561C8F1BF8A	VERIFIED_FROM_PACKET
english	48	127	35487FBC79EC4E64B9AFE314E14571C910C2FD70ECC3BE239CC2F98CDD3C9C28	A034E92DE1783777F4C09B8058C3DE50E587285F384CB1E3CDECEA2D3D837548	A352FC60D42A84B6FA0FA428986C6CA737FA0AA461BD445B11DE0561C8F1BF8A	VERIFIED_FROM_PACKET
apparatus	48	127	199C77BEEA989FDDDD6598ED24563B9DB7FD1FB857C480AD3191E113E9BD57D8	AF916C04DA36C44C99176FD1EE66916ABFF550A633938EE0EF29C8EAEE97BDF6	A352FC60D42A84B6FA0FA428986C6CA737FA0AA461BD445B11DE0561C8F1BF8A	VERIFIED_FROM_PACKET
source	49	128	60C19894B05091C3F7AC48A323D93F550277BD784A97A0A40EC71335099325A2	4CA73A5F63ED08BEEFE32A24C805AD15939AC30E7D2B1F31466E45A9DDE0887A	4CA73A5F63ED08BEEFE32A24C805AD15939AC30E7D2B1F31466E45A9DDE0887A	VERIFIED_FROM_PACKET
english	49	128	60C19894B05091C3F7AC48A323D93F550277BD784A97A0A40EC71335099325A2	F7947CD9A019A409E4266F59FA7608F79E44DD99C19BACB82ABC7E462E92781C	4CA73A5F63ED08BEEFE32A24C805AD15939AC30E7D2B1F31466E45A9DDE0887A	VERIFIED_FROM_PACKET
apparatus	49	128	FE7DEC3F0737F3F63D23B0781E5D5B09CB1366E5EE3E1A039C8B3D72C1239D58	26C0758A7A22A6DEDB0D54B98FDE6DB51B663F30526B187CB71605236EC065A0	4CA73A5F63ED08BEEFE32A24C805AD15939AC30E7D2B1F31466E45A9DDE0887A	VERIFIED_FROM_PACKET
source	50	129	D93A873D2A70425312B74F24F8E04A74CD48D43C60A5CC7BC90341B03128308E	E7BE2F65147F998C2E51DC7A6989589586721204ECA20E74317706FC8DFE9BE6	E7BE2F65147F998C2E51DC7A6989589586721204ECA20E74317706FC8DFE9BE6	VERIFIED_FROM_PACKET
english	50	129	D93A873D2A70425312B74F24F8E04A74CD48D43C60A5CC7BC90341B03128308E	1DB769B7E75E699B1C8D5254E6E98DF98935B5109A9A8EB07EEFE95F38B18199	E7BE2F65147F998C2E51DC7A6989589586721204ECA20E74317706FC8DFE9BE6	VERIFIED_FROM_PACKET
apparatus	50	129	EB178FC9E19A544932C4F037AE3E77AEC2D6769963E7F067C18730763671D3CE	E9C3AA324D92AAD161623BE36E1E842FF76908E8CD987F08F4A41EA25E0F2A9A	E7BE2F65147F998C2E51DC7A6989589586721204ECA20E74317706FC8DFE9BE6	VERIFIED_FROM_PACKET
source	51	130	1C07FED0F260CCFD8C88FDD8A63675DEC561C410C61A9B1F313B12CF10EC7E7D	B65D07BA41E158520C6B09CAD4146A5B2BEB8045236D136CE8414ACC6DF6D0C9	B65D07BA41E158520C6B09CAD4146A5B2BEB8045236D136CE8414ACC6DF6D0C9	VERIFIED_FROM_PACKET
english	51	130	1C07FED0F260CCFD8C88FDD8A63675DEC561C410C61A9B1F313B12CF10EC7E7D	AA4C9E5770A17BEB763376CA2026754283A532BDBA02042CD71D3BE546028971	B65D07BA41E158520C6B09CAD4146A5B2BEB8045236D136CE8414ACC6DF6D0C9	VERIFIED_FROM_PACKET
apparatus	51	130	CC267F34D780D41EC1403B0AF595A769DEF25C60528C38E3AAD6945748BE30AD	B3C76B041C18C81FCDDF1B53FF138A96F38239FB7A2CF721678536DC866F19CF	B65D07BA41E158520C6B09CAD4146A5B2BEB8045236D136CE8414ACC6DF6D0C9	VERIFIED_FROM_PACKET
source	52	131	D6E7779E8B07FFC1E5A3106AEE26D54EB6775F9B2C63F0D51768B81EF1D2192E	1F2A7FF7E5E74397512C5313B8B051061746324A4F9CAC69F2346D03595BA521	1F2A7FF7E5E74397512C5313B8B051061746324A4F9CAC69F2346D03595BA521	VERIFIED_FROM_PACKET
english	52	131	D6E7779E8B07FFC1E5A3106AEE26D54EB6775F9B2C63F0D51768B81EF1D2192E	DE558904310248E1669B85DDDA661A96745C9B016065214483D61F40FB5C702D	1F2A7FF7E5E74397512C5313B8B051061746324A4F9CAC69F2346D03595BA521	VERIFIED_FROM_PACKET
apparatus	52	131	F5F31E89F71047A0B053E735C7EC067EF7C304F3DF49E13CC853D32A0CBD6B4E	808795C2F8D84C3CA4CB51D4F243835BA897119BDA48C75E4D30D30CE4907867	1F2A7FF7E5E74397512C5313B8B051061746324A4F9CAC69F2346D03595BA521	VERIFIED_FROM_PACKET
source	53	132	A22BB0D4D5C5BFB3CD7E4E5489EADEBCBFC0DE08CBB41866E2B636A798160B3B	B07A2F59157F274A31C465462C3368F67C119926DA2B2A9FB0AA5DE75818A6CA	B07A2F59157F274A31C465462C3368F67C119926DA2B2A9FB0AA5DE75818A6CA	VERIFIED_FROM_PACKET
english	53	132	A22BB0D4D5C5BFB3CD7E4E5489EADEBCBFC0DE08CBB41866E2B636A798160B3B	0EB058A59AB25D322E2EBE9A99733332347F129138ADD1C44AA591501450A15A	B07A2F59157F274A31C465462C3368F67C119926DA2B2A9FB0AA5DE75818A6CA	VERIFIED_FROM_PACKET
apparatus	53	132	3F0942BF7DD827FE69E0A43390434655CDF06E51FAF4C8829B3BAF456D590535	0A585ADD8807836314744E202EA7A7F4330F80818939EC5F1921EEAA0AB949C6	B07A2F59157F274A31C465462C3368F67C119926DA2B2A9FB0AA5DE75818A6CA	VERIFIED_FROM_PACKET
source	54	133	B8B780DE949EDFACF06D22BBC66D86F040CEDFF7137223352FC768161E719E9C	77CA1A539DAB294EDA484C6E4E77DB365F0F4E1462D7CA231ABABF9638A554A8	77CA1A539DAB294EDA484C6E4E77DB365F0F4E1462D7CA231ABABF9638A554A8	VERIFIED_FROM_PACKET
english	54	133	B8B780DE949EDFACF06D22BBC66D86F040CEDFF7137223352FC768161E719E9C	DB0D06078782856CD59F337F8A345402DF0B975693B1F50934AF47F670953E64	77CA1A539DAB294EDA484C6E4E77DB365F0F4E1462D7CA231ABABF9638A554A8	VERIFIED_FROM_PACKET
apparatus	54	133	E5DB56D3098EDA991FF8F9C2B0FE09E5092556D941199143F9BE3EAFBCA8BB62	FFF244A395AC6EAA03BD56D1010F41551C7224983430DBC6B8C4788A5F7AA838	77CA1A539DAB294EDA484C6E4E77DB365F0F4E1462D7CA231ABABF9638A554A8	VERIFIED_FROM_PACKET
source	55	134	2D04B6A3073293DC095A4D3E374E89206475C4AA93A586054696C1988E4B9B48	4F46B125D1B2340E666DA66A7CA800CEACCBBFB37707DFF7A8D316EE3FBFC6C0	4F46B125D1B2340E666DA66A7CA800CEACCBBFB37707DFF7A8D316EE3FBFC6C0	VERIFIED_FROM_PACKET
english	55	134	2D04B6A3073293DC095A4D3E374E89206475C4AA93A586054696C1988E4B9B48	2ED7B1579E31DC952BA398321EF571937A48E82A3932EDC66338B709DB8C6221	4F46B125D1B2340E666DA66A7CA800CEACCBBFB37707DFF7A8D316EE3FBFC6C0	VERIFIED_FROM_PACKET
apparatus	55	134	9C1C5A564DA205BC33C6E3D72E21297C0C43C684645DCA405BC9F91FBEB0B3EE	06FD293FE7FCDA5275062D08A0ADF9A8504201C9F0CA5FB357392B5EDA946A91	4F46B125D1B2340E666DA66A7CA800CEACCBBFB37707DFF7A8D316EE3FBFC6C0	VERIFIED_FROM_PACKET
source	56	135	6B0539CBF1C46BFBB565042BDAB96BF77A7C77ED3A6D34E01D9E25B2B5D3CDCE	46F440A327EE4527D38C99449A1A6B57D543A007BD7BEA7866A9DBEC4A1C035E	46F440A327EE4527D38C99449A1A6B57D543A007BD7BEA7866A9DBEC4A1C035E	VERIFIED_FROM_PACKET
english	56	135	6B0539CBF1C46BFBB565042BDAB96BF77A7C77ED3A6D34E01D9E25B2B5D3CDCE	247C33393A0709CAF6A1E9D1E52122431896BD6DE48E77E8862CE0AC154E84C6	46F440A327EE4527D38C99449A1A6B57D543A007BD7BEA7866A9DBEC4A1C035E	VERIFIED_FROM_PACKET
apparatus	56	135	28BC9C913012F61AE76E619ACFD540BFB0722F9E63A4D006A9DB60757FF56C2F	A2FEC4E669503FFF15093151E527B072B50B5639780BC1D1DD6B7208A70C118E	46F440A327EE4527D38C99449A1A6B57D543A007BD7BEA7866A9DBEC4A1C035E	VERIFIED_FROM_PACKET
source	57	136	79F4FF3E075C5EC1752805B81C5B3B7AEF403C3EFFB5BDAB03B24763882A6E4E	9D619E6421CECF87F9BB384CB6EC51458F9E43FD44D72D4B73E1D233E2E2BC4E	9D619E6421CECF87F9BB384CB6EC51458F9E43FD44D72D4B73E1D233E2E2BC4E	VERIFIED_FROM_PACKET
english	57	136	79F4FF3E075C5EC1752805B81C5B3B7AEF403C3EFFB5BDAB03B24763882A6E4E	554E575E747A8C4CF6532E1A808A7C07C6E1A05B1A24105EA9F400533558FFEF	9D619E6421CECF87F9BB384CB6EC51458F9E43FD44D72D4B73E1D233E2E2BC4E	VERIFIED_FROM_PACKET
apparatus	57	136	4137D324EE5CE9C9D27908D433E9E7899CC98ED38A1B685FF9BC97C4FE3D569B	9097A49DE46990DFC49840D6A14A1909721537634576300224DEC8D85D382EF8	9D619E6421CECF87F9BB384CB6EC51458F9E43FD44D72D4B73E1D233E2E2BC4E	VERIFIED_FROM_PACKET
source	58	137	02BA558668E8BD96742113C006BEB538C5CEBBA2D839CE28E81182139830ECBE	EDC1BD6AA12751578689AD0B3E6874FD66F73D16A02F1EA5E2FF65D075F8C1A2	EDC1BD6AA12751578689AD0B3E6874FD66F73D16A02F1EA5E2FF65D075F8C1A2	VERIFIED_FROM_PACKET
english	58	137	02BA558668E8BD96742113C006BEB538C5CEBBA2D839CE28E81182139830ECBE	3FC7960227FE81D12D87D302F81E8D447090D92BFE7103EB2EE6221015DCAABC	EDC1BD6AA12751578689AD0B3E6874FD66F73D16A02F1EA5E2FF65D075F8C1A2	VERIFIED_FROM_PACKET
apparatus	58	137	DD1524BB57FA9077E89068D06ADE397B3987993BE63F3FD4AED4B5CD413C3974	DA3626AAF9C0045625143E9AEBBDB0B3A487029EBB49B02DFA9F022CB369ECFE	EDC1BD6AA12751578689AD0B3E6874FD66F73D16A02F1EA5E2FF65D075F8C1A2	VERIFIED_FROM_PACKET
