"packet","paper","term_de","uk_options","ru_options","isv_options","note","boundary","source_use_label_c33","boundary_c33","source_use_label_de6","boundary_de6","source_use_label_a7d","boundary_a7d","source_use_label_faa2","boundary_faa2","current_head","carryforward_head","source_use_label_faa2_support","boundary_faa2_support"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Formula-neighboring root-of-unity term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Norm term in field extension.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Base field; avoid body/base ambiguity.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Term appears in footnote/context; keep alternative.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Body/division algebra terminology requires review.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER32_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper32","","","","","Degree of field extension; formula-neighboring.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","Coined technical title term; keep alternatives visible.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","Do not translate as ordinary difference/differentness.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","Stable algebraic number theory term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","False-friend and register risk; keep alternatives draft.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","Source-context term for defining ideal.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","Plural theorem term.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
"SLAVIC_PAPER36_SOURCE_GATED_DRAFT_SUPPORT_20260706","paper36","","","","","Proper-name formula; retain Lagrange spelling in ISV draft.","term alternatives only; no accepted terminology claim","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","term alternatives carryforward","term alternatives only; not accepted terminology","faa2c330deb886098750dafb5c500e244e1333fe","FAA2C330","term alternatives carryforward","term alternatives only; not accepted terminology"
