row_id,language_lane,english_concept,draft_target_rendering,term_alternatives_or_scope,source_context_note,formula_neighboring_usage_note,interlinear_or_linguistic_scaffold,source_use_label,non_claim_boundary
term-zh-hans-0023,simplified_chinese,semisimple,半单,半单的; 半单表示 when representation context is explicit,"Manual/source-review row: the original extraction row recorded 0/8 exact page hits, so this draft does not resolve the gate. Use the source-backed Chinese/Japanese native math shelf plus the July 3 CJK hard-term/codepoint redo to guide manual confirmation, then keep reviewer-packet population blocked until native/source review. Representation rows should be checked against content-confirmed Chinese representation-theory TeX downloads.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: semisimple -> 半单; alternatives/register scope: 半单的; 半单表示 when representation context is explicit,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0024,simplified_chinese,completely reducible,完全可约,,"Manual/source-review row: the original extraction row recorded 0/10 exact page hits, so this draft does not resolve the gate. Use the source-backed Chinese/Japanese native math shelf plus the July 3 CJK hard-term/codepoint redo to guide manual confirmation, then keep reviewer-packet population blocked until native/source review. Representation rows should be checked against content-confirmed Chinese representation-theory TeX downloads.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: completely reducible -> 完全可约; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0025,simplified_chinese,character,特征标,character in other contexts may require 特征,"Manual/source-review row: the original extraction row recorded 0/44 exact page hits, so this draft does not resolve the gate. Use the source-backed Chinese/Japanese native math shelf plus the July 3 CJK hard-term/codepoint redo to guide manual confirmation, then keep reviewer-packet population blocked until native/source review. Representation rows should be checked against content-confirmed Chinese representation-theory TeX downloads.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: character -> 特征标; alternatives/register scope: character in other contexts may require 特征,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0026,simplified_chinese,group algebra,群代数,group ring may require 群环,"Manual/source-review row: the original extraction row recorded 0/26 exact page hits, so this draft does not resolve the gate. Use the source-backed Chinese/Japanese native math shelf plus the July 3 CJK hard-term/codepoint redo to guide manual confirmation, then keep reviewer-packet population blocked until native/source review. Representation rows should be checked against content-confirmed Chinese representation-theory TeX downloads.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: group algebra -> 群代数; alternatives/register scope: group ring may require 群环,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0027,simplified_chinese,representation,表示,,"Existing queue row is ready for page-context note entry: local extraction recorded 73/73 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: representation -> 表示; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0028,simplified_chinese,representation theory,表示论,,"Existing queue row is ready for page-context note entry: local extraction recorded 30/30 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: representation theory -> 表示论; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0009,simplified_chinese,finitely generated,有限生成,,"Existing queue row is ready for page-context note entry: local extraction recorded 24/24 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: finitely generated -> 有限生成; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0010,simplified_chinese,finite-dimensional,有限维,,"Existing queue row is ready for page-context note entry: local extraction recorded 22/22 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: finite-dimensional -> 有限维; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0029,simplified_chinese,principal ideal,主理想,,"Existing queue row is ready for page-context note entry: local extraction recorded 12/12 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: principal ideal -> 主理想; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0030,simplified_chinese,commutative ring,交换环,可交换环,"Existing queue row is ready for page-context note entry: local extraction recorded 9/9 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: commutative ring -> 交换环; alternatives/register scope: 可交换环,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0031,simplified_chinese,quotient ring,商环,,"Existing queue row is ready for page-context note entry: local extraction recorded 7/7 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: quotient ring -> 商环; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0032,simplified_chinese,maximal ideal,极大理想,,"Existing queue row is ready for page-context note entry: local extraction recorded 22/22 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: maximal ideal -> 极大理想; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0033,simplified_chinese,ideal,理想,,"Existing queue row is ready for page-context note entry: local extraction recorded 26/26 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: ideal -> 理想; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0034,simplified_chinese,prime ideal,素理想,,"Existing queue row is ready for page-context note entry: local extraction recorded 23/23 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: prime ideal -> 素理想; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0001,simplified_chinese,ring,环,,"Existing queue row is ready for page-context note entry: local extraction recorded 56/56 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: ring -> 环; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0002,simplified_chinese,group,群,,"Existing queue row is ready for page-context note entry: local extraction recorded 66/66 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: group -> 群; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0003,simplified_chinese,basis theorem,基定理,希尔伯特基定理 when Hilbert context is explicit,"Existing queue row is ready for page-context note entry: local extraction recorded 4/4 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Formula-neighboring note: preserve source TeX/math notation and do not upgrade the draft term beyond the cited source context. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: basis theorem -> 基定理; alternatives/register scope: 希尔伯特基定理 when Hilbert context is explicit,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0007,simplified_chinese,field,域,体 appears in some contexts; 域 is the safer field-theory default,"Existing queue row is ready for page-context note entry: local extraction recorded 55/55 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: field -> 域; alternatives/register scope: 体 appears in some contexts; 域 is the safer field-theory default,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0008,simplified_chinese,division ring,除环,,"Existing queue row is ready for page-context note entry: local extraction recorded 1/1 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: division ring -> 除环; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0016,simplified_chinese,homomorphism,同态,,"Existing queue row is ready for page-context note entry: local extraction recorded 65/65 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: homomorphism -> 同态; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0017,simplified_chinese,isomorphism,同构,,"Existing queue row is ready for page-context note entry: local extraction recorded 65/65 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: isomorphism -> 同构; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0018,simplified_chinese,endomorphism,自同态,,"Existing queue row is ready for page-context note entry: local extraction recorded 3/3 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: endomorphism -> 自同态; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
term-zh-hans-0019,simplified_chinese,automorphism,自同构,,"Existing queue row is ready for page-context note entry: local extraction recorded 16/16 exact page hits. Main witnesses are the source-backed Chinese algebra TeX/PDF shelf, with July 3 CJK hard-term/codepoint evidence as supplemental support where relevant.","Use near formulas only with the exact source anchor already present in the row packet; keep TeX variables, ideals/modules/rings, and arrows/macros unchanged. Use UTF-8 and a CJK-capable TeX/PDF path. Do not split the target term across inline math; check punctuation, CJK/Latin spacing, and line breaks around formulas.",Simplified Chinese draft scaffold: automorphism -> 自同构; alternatives/register scope:,generated-draft,draft/non-canonical support only; not native CJK source evidence
