ledger_id,current_branch_head,prior_branch_head,scope_or_language,item_type,evidence_id,source_use_label,source_gate_decision,adverse_evidence_or_limit,branch_weight_update,marginal_intelligibility_update,source_use_update,do_not_use_guardrail,next_action,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-212DFB1-FABLE-BLOCKER-0028,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,AF05 South Sudan: Dinka/Nuer/Zande,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0020,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,Partial South Sudan/Nuer source bodies and audit ledgers are now packaged; Dinka/Zande named source bodies plus reviewer/authority return and official source route remain required before translation/interlanguage promotion.,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0029,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,AF06 Omotic/Southern Non-Bantu: Khoekhoegowab/Juhoansi,remaining_source_body_source_witness_gap,R9-8F7D-GAPFOLLOW-0021,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,"Khoekhoegowab/Juhoansi/Omotic source bodies and audit ledgers are now packaged; exact transcription, source-font/OCR, and reviewer/source return remain required before translation/interlanguage promotion.",false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0030,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Amharic,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0001,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,visual_ocr_unicode_verification_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,render/inspect candidate pages before phrase capture; keep OCR text untrusted,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0031,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Amharic,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0002,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,visual_ocr_unicode_verification_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,render/inspect candidate pages before phrase capture; keep OCR text untrusted,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0032,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0003,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,invalid_pdf_header_source_body_recovery_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0033,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Hausa,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0004,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,invalid_pdf_header_source_body_recovery_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0034,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0005,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,invalid_pdf_header_source_body_recovery_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0035,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Igbo,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0006,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,invalid_pdf_header_source_body_recovery_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0036,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Yoruba/Wolof/Twi/Fulfulde/Mandinka,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0007,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,invalid_pdf_header_source_body_recovery_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
R9-212DFB1-FABLE-BLOCKER-0037,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,Yoruba/Wolof/Twi/Fulfulde/Mandinka,batch1_problem_row_recovery,R9-C7FB-RECOVSPLIT-0008,source-witness-gap-recovery,blocked_or_recovery_until_source_body_witness_exists,invalid_pdf_header_source_body_recovery_required,0_blocked_no_positive_witness_weight,0_no_bridge_claim,kept in recovery/source-canon queue; no term promotion,do not use blocked/gap row as accepted translation evidence,replace invalid body with valid PDF/source-owner return; do not capture phrase from this file,false,false,false,"source-use/recovery/generated-draft/non-canonical only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
