"Lane","RelativePath","Extension","SizeBytes","LastWriteTimeUtc","Category","IsBodyCandidate"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\README.md",".md","799","2026-07-06T04:27:25.2582059Z","readme_logbook_heartbeat_queue","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706.md",".md","799","2026-07-06T04:27:25.2582059Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\FABLE_REQUIREMENTS_ACKNOWLEDGED_20260706.md",".md","2235","2026-07-06T04:27:25.2575487Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\rules_acknowledgement.md",".md","811","2026-07-06T04:27:25.2567730Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\SUMMARY_COUNTS_8F7D_FABLE_FORMAL_OBJECT_20260706.csv",".csv","408","2026-07-06T04:27:25.2530458Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\adverse_evidence.csv",".csv","1090","2026-07-06T04:27:25.2510385Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\B3_UPLOADER_ROUTE_8F7D_FABLE_FORMAL_OBJECT_20260706.csv",".csv","572","2026-07-06T04:27:25.2510385Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\do_not_use.csv",".csv","1179","2026-07-06T04:27:25.2510385Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\branch_weight_ledger.csv",".csv","730","2026-07-06T04:27:25.2490311Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\source_use_ledger.csv",".csv","2843","2026-07-06T04:27:25.2490311Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\marginal_intelligibility.csv",".csv","1315","2026-07-06T04:27:25.2490311Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\word_weights.csv",".csv","14168","2026-07-06T04:27:25.2470251Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\forms.csv",".csv","24664","2026-07-06T04:27:25.2470251Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\source_documents.csv",".csv","48043","2026-07-06T04:27:25.2450195Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\languages.csv",".csv","1502","2026-07-06T04:27:25.2409062Z","fable_source_use_or_adverse_ledger","True"
"noether-persianate-tajik-source-evidence-draft-lane","PERSIANATE_TAJIK_8F7D_FABLE_FORMAL_OBJECT_FOLLOWUP_20260706\lexemes.jsonl",".jsonl","28879","2026-07-06T04:27:25.2369015Z","fable_source_use_or_adverse_ledger","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\SHA256SUMS.txt",".txt","1265","2026-07-06T04:26:57.4181465Z","manifest_or_hash","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\MANIFEST.csv",".csv","2106","2026-07-06T04:26:57.2336296Z","manifest_or_hash","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\logs\LOGBOOK_EXCERPT_20260706.md",".md","478","2026-07-06T04:26:57.1050168Z","readme_logbook_heartbeat_queue","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\B3_MANAGER_VISIBLE_SUMMARY.md",".md","819","2026-07-06T04:26:57.1030112Z","blocker_recovery_or_uploader_route","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\README.md",".md","842","2026-07-06T04:26:57.0969919Z","readme_logbook_heartbeat_queue","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\BLOCKER_RECOVERY_ROWS.csv",".csv","876","2026-07-06T04:26:57.0949845Z","blocker_recovery_or_uploader_route","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\SUMMARY.csv",".csv","574","2026-07-06T04:26:57.0929780Z","other_branch_artifact","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\ADVERSE_EVIDENCE_LEDGER.csv",".csv","829","2026-07-06T04:26:57.0872179Z","fable_source_use_or_adverse_ledger","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\FABLE_SOURCE_USE_LEDGER.csv",".csv","1074","2026-07-06T04:26:57.0852119Z","fable_source_use_or_adverse_ledger","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\FABLE_MARGINAL_INTELLIGIBILITY_LEDGER.csv",".csv","778","2026-07-06T04:26:57.0289603Z","fable_source_use_or_adverse_ledger","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\FABLE_BRANCH_WEIGHT_NOTES.csv",".csv","763","2026-07-06T04:26:57.0269536Z","fable_source_use_or_adverse_ledger","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\PAPER28_TERM_ALTERNATIVES.csv",".csv","2038","2026-07-06T04:26:57.0146340Z","other_branch_artifact","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\generated-draft\PAPER28_INTERLINEAR_SCAFFOLD.jsonl",".jsonl","871","2026-07-06T04:26:57.0126272Z","draft_noncanonical_support","True"
"noether-slavic-canonical-baseline","SLAVIC_PAPER28_SOURCE_GATED_DRAFT_SUPPORT_20260706\generated-draft\PAPER28_SOURCE_GATED_PRETRANSLATION_ROWS.csv",".csv","12685","2026-07-06T04:26:56.9809530Z","draft_noncanonical_support","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706.md.sha256",".sha256","3483","2026-07-06T04:26:31.6937613Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SHA256SUMS.txt",".txt","2481","2026-07-06T04:26:31.5515728Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\MANIFEST.json",".json","10144","2026-07-06T04:26:31.4941003Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\MANIFEST.csv",".csv","7362","2026-07-06T04:26:31.4890759Z","manifest_or_hash","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\FABLE_REQUIREMENTS_ACKNOWLEDGED_20260706.md",".md","1049","2026-07-06T04:26:31.3375167Z","fable_source_use_or_adverse_ledger","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\source_use_ledger.csv",".csv","23101","2026-07-06T04:26:31.2481098Z","fable_source_use_or_adverse_ledger","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\branch_weight_ledger.csv",".csv","8065","2026-07-06T04:26:31.2398572Z","fable_source_use_or_adverse_ledger","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\B3_UPLOADER_READY_SUMMARY_20260706.csv",".csv","2058","2026-07-06T04:26:31.1847944Z","blocker_recovery_or_uploader_route","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\INTERLINEAR_SCAFFOLDS_20260706.jsonl",".jsonl","46399","2026-07-06T04:26:31.1847944Z","draft_noncanonical_support","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\FABLE_BRANCH_WEIGHT_SOURCE_USE_ADVERSE_UPDATES_20260706.csv",".csv","16276","2026-07-06T04:26:31.0563456Z","fable_source_use_or_adverse_ledger","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SOURCE_GAP_ACTIVE_RECOVERY_SEARCHES_20260706.csv",".csv","1622","2026-07-06T04:26:31.0503143Z","blocker_recovery_or_uploader_route","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\MANUAL_SOURCE_REVIEW_BLOCKERS_ACTIVE_RECOVERY_20260706.csv",".csv","2175","2026-07-06T04:26:31.0503143Z","blocker_recovery_or_uploader_route","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\DRAFT_NONCANONICAL_TARGET_RENDERINGS_20260706.csv",".csv","17456","2026-07-06T04:26:31.0483078Z","other_branch_artifact","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SOURCE_CONTEXT_NOTES_20260706.csv",".csv","52972","2026-07-06T04:26:31.0411957Z","other_branch_artifact","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\SOURCE_BODY_SOURCE_WITNESS_STATUS_20260706.csv",".csv","64600","2026-07-06T04:26:31.0377316Z","source_body_or_witness","True"
"noether-romance-source-evidence-draft-lane","ROMANCE_WHOLE_CORPUS_8F7D1CB_FOLLOWUP_20260706\source_documents.csv",".csv","64600","2026-07-06T04:26:31.0297067Z","other_branch_artifact","True"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_8f7d1cb_batch1_fable_branch_weight_adverse_extraction_attempt_20260706.csv",".csv","28789","2026-07-06T04:26:14.2778211Z","fable_source_use_or_adverse_ledger","True"
"noether-r9-africa-horn-west","R9_8F7D1CB_BATCH1_EXTRACTION_ATTEMPT_20260706\R9_8F7D1CB_BATCH1_FABLE_BRANCH_WEIGHT_ADVERSE_EXTRACTION_ATTEMPT_20260706.csv",".csv","28789","2026-07-06T04:26:14.2778211Z","fable_source_use_or_adverse_ledger","True"
"noether-r9-africa-horn-west","R9_8F7D1CB_BATCH1_EXTRACTION_ATTEMPT_20260706\R9_8F7D1CB_BATCH1_UPDATED_DRAFT_INTERLINEAR_FROM_EXTRACTION_ATTEMPT_20260706.csv",".csv","14400","2026-07-06T04:26:14.2758119Z","draft_noncanonical_support","True"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_8f7d1cb_batch1_updated_draft_interlinear_from_extraction_attempt_20260706.csv",".csv","14400","2026-07-06T04:26:14.2758119Z","draft_noncanonical_support","True"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_8f7d1cb_batch1_page_signal_metadata_20260706.csv",".csv","21386","2026-07-06T04:26:14.2738028Z","fable_source_use_or_adverse_ledger","True"
"noether-r9-africa-horn-west","R9_FABLE_INTERLANGUAGE_SOURCE_BODY_LEDGER_20260705\r9_8f7d1cb_batch1_extraction_attempt_metadata_20260706.csv",".csv","15804","2026-07-06T04:26:14.2697882Z","fable_source_use_or_adverse_ledger","True"
"noether-r2-pan-turkic-hard-blockers","transfer\R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706_SHA256SUMS.txt",".txt","274","2026-07-06T04:26:13.2757898Z","manifest_or_hash","True"
"noether-r2-pan-turkic-hard-blockers","transfer\R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706_TRANSFER_MANIFEST.csv",".csv","4125","2026-07-06T04:26:13.2565111Z","manifest_or_hash","True"
"noether-r2-pan-turkic-hard-blockers","transfer\R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706_CURRENT_PACKAGE.zip",".zip","183549","2026-07-06T04:26:13.1909499Z","archive_body_or_payload","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\SHA256SUMS.txt",".txt","1821","2026-07-06T04:26:10.8506210Z","manifest_or_hash","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\MANIFEST.csv",".csv","4673","2026-07-06T04:26:10.6886523Z","manifest_or_hash","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\VALIDATION.csv",".csv","266","2026-07-06T04:26:10.4432491Z","blocker_recovery_or_uploader_route","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\B3_UPLOAD_TARGETS.csv",".csv","1114","2026-07-06T04:26:10.4412441Z","blocker_recovery_or_uploader_route","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\SESSION_LOGBOOK_20260705.md",".md","33004","2026-07-06T04:26:10.4392401Z","readme_logbook_heartbeat_queue","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\HEARTBEAT_20260705.md",".md","4182","2026-07-06T04:26:10.4274639Z","readme_logbook_heartbeat_queue","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\ACTIVE_SESSION_STATE.md",".md","678","2026-07-06T04:26:10.4176823Z","blocker_recovery_or_uploader_route","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\README.md",".md","810","2026-07-06T04:26:10.4096509Z","readme_logbook_heartbeat_queue","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\FABLE_SOURCE_USE_ADVERSE_RECOVERY_CHECKS.csv",".csv","864","2026-07-06T04:26:10.3760691Z","fable_source_use_or_adverse_ledger","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\BLOCKER_STATUS_AFTER_RECOVERY_EXPANSION.csv",".csv","4148","2026-07-06T04:26:10.3740631Z","blocker_recovery_or_uploader_route","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\RECOVERY_EXPANSION_CONTEXT_CANDIDATES.csv",".csv","120097","2026-07-06T04:26:10.3642896Z","blocker_recovery_or_uploader_route","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\RECOVERY_EXPANSION_CONTEXT_HITS.csv",".csv","818570","2026-07-06T04:26:10.3485093Z","blocker_recovery_or_uploader_route","True"
"noether-r2-pan-turkic-hard-blockers","R2_PAN_TURKIC_RECOVERY_EXPANSION_8F7D1CB_20260706\RECOVERY_EXPANSION_SEARCHES.csv",".csv","7022","2026-07-06T04:26:10.3327267Z","blocker_recovery_or_uploader_route","True"
"noether-github-package-steward-b3","B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt",".txt","12223","2026-07-06T04:25:26.5439422Z","manifest_or_hash","True"
"noether-github-package-steward-b3","B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_96325DDA_R6_R3_OLDB_BATCH_UPLOAD_AUDIT_20260706.md",".md","3019","2026-07-06T04:25:26.3558086Z","readme_logbook_heartbeat_queue","True"
"noether-github-package-steward-b3","B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706\B3_POST_96325DDA_R6_R3_OLDB_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv",".csv","41400","2026-07-06T04:25:26.3537994Z","manifest_or_hash","True"
"noether-r7-malay-sea-pacific","SHA256SUMS.txt",".txt","82335","2026-07-06T04:25:13.1939261Z","manifest_or_hash","True"
"noether-r7-malay-sea-pacific","MANIFEST.csv",".csv","235018","2026-07-06T04:25:09.6805223Z","manifest_or_hash","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\SHA256SUMS.txt",".txt","2425","2026-07-06T04:25:09.5995173Z","manifest_or_hash","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\MANIFEST.csv",".csv","6176","2026-07-06T04:25:08.9988473Z","manifest_or_hash","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\LOGBOOK_EXCERPT.md",".md","668","2026-07-06T04:25:08.3141347Z","readme_logbook_heartbeat_queue","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\README.md",".md","1212","2026-07-06T04:25:08.3121297Z","readme_logbook_heartbeat_queue","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\SUMMARY.json",".json","1089","2026-07-06T04:25:08.2747507Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\B3_UPLOAD_QUEUE_R7_SOURCE_BODY_PAYLOAD_20260706.csv",".csv","755","2026-07-06T04:25:08.2173343Z","readme_logbook_heartbeat_queue","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\PAYLOAD_ZIP_LEDGER.csv",".csv","925","2026-07-06T04:25:08.2153286Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\ZIP_LISTABILITY.csv",".csv","15003","2026-07-06T04:25:08.2153286Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\R7_WC5_FABLE_SOURCE_USE_ADVERSE_LEDGER_20260706.csv",".csv","57236","2026-07-06T04:25:08.2133223Z","fable_source_use_or_adverse_ledger","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\R7_WC5_BLOCKER_RECOVERY_CARRY_FORWARD_20260706.csv",".csv","27134","2026-07-06T04:25:08.2115769Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\R7_WC5_COMPARATOR_TITLE_ROUTE_HELD_ROWS_20260706.csv",".csv","34876","2026-07-06T04:25:08.2075614Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\R7_WC5_SOURCE_BACKED_DRAFT_PRETRANSLATION_INTERLINEAR_CARRY_FORWARD_20260706.csv",".csv","22125","2026-07-06T04:25:08.2075614Z","draft_noncanonical_support","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\R7_WC5_INCLUDED_SOURCE_BODY_FILES_20260706.csv",".csv","78081","2026-07-06T04:25:08.2055517Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\R7_WC5_ALL_ROW_SOURCE_BODY_STATUS_FOR_B3_20260706.csv",".csv","71776","2026-07-06T04:25:08.2035450Z","blocker_recovery_or_uploader_route","True"
"noether-r7-malay-sea-pacific","R7_WHOLE_CORPUS_WORKCYCLE5_B3_SOURCE_BODY_PAYLOAD_20260706\payload_zips\r7_malay_sea_pacific_source_bodies_20260706.zip",".zip","118251895","2026-07-06T04:25:07.4968855Z","archive_body_or_payload","True"
"noether-cjk-native-source-evidence","CJK_NATIVE_CJK_AUTHORITY_QUEUE_PICKUP_8F7D_20260706.zip.sha256",".sha256","123","2026-07-06T04:24:00.1961558Z","manifest_or_hash","True"
"noether-cjk-native-source-evidence","CJK_NATIVE_CJK_AUTHORITY_QUEUE_PICKUP_8F7D_20260706\MANIFEST.json",".json","9525","2026-07-06T04:23:59.8807789Z","manifest_or_hash","True"
