"zip_entry","extension","category","compressed_bytes","uncompressed_bytes","is_directory","is_tex_family","is_pdf","is_archive_like","mentions_slavic","mentions_interslavic","mentions_russian","mentions_ukrainian","mentions_french","mentions_spanish","mentions_japanese","mentions_chinese","mentions_korean","mentions_arabic","mentions_persian","mentions_tajik","mentions_turkic","mentions_noether","mentions_gauss","mentions_sga","mentions_zenodo"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/deligne/01-Letter Deligne to Vasiu (2011) - French Working PDF.pdf",".pdf","modern-latex-manuscripts","183149","186438","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/deligne/01-Letter Deligne to Weil (1967) - French Working PDF.pdf",".pdf","modern-latex-manuscripts","182633","186015","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/deligne/01-Letter Deligne to Weil (1969) - French Working PDF.pdf",".pdf","modern-latex-manuscripts","140102","141651","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/dirichlet/","","modern-latex-manuscripts","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/dirichlet/01 Dirichlet - Werke Band II Papers I-XLI - Original Languages Cumulative.pdf",".pdf","modern-latex-manuscripts","14396711","14901974","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/dirichlet/02 Dirichlet - Werke Band II Papers I-XLI - English Translation Cumulative.pdf",".pdf","modern-latex-manuscripts","5676106","6088905","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/","","modern-latex-manuscripts","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/00 EGA - English Translation Working Draft.pdf",".pdf","modern-latex-manuscripts","5373550","7500298","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/01 EGA IV - English Translation Working Draft (Sections 1-21).pdf",".pdf","modern-latex-manuscripts","4003053","5297864","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/10 EGA I - French Original (NUMDAM PMIHES 4, 1960).pdf",".pdf","modern-latex-manuscripts","30376055","31680717","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/11 EGA II - French Original (NUMDAM PMIHES 8, 1961).pdf",".pdf","modern-latex-manuscripts","26273384","27414108","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/12 EGA III Part 1 - French Original (NUMDAM PMIHES 11, 1961).pdf",".pdf","modern-latex-manuscripts","19127009","19942549","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/13 EGA III Part 2 - French Original (NUMDAM PMIHES 17, 1963).pdf",".pdf","modern-latex-manuscripts","10392935","10856434","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/14 EGA IV Part 1 - French Original (NUMDAM PMIHES 20, 1964).pdf",".pdf","modern-latex-manuscripts","30651407","31990654","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/15 EGA IV Part 2 - French Original (NUMDAM PMIHES 24, 1965).pdf",".pdf","modern-latex-manuscripts","30467560","31819022","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/16 EGA IV Part 3 - French Original (NUMDAM PMIHES 28, 1966).pdf",".pdf","modern-latex-manuscripts","33001959","34399720","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/ega/17 EGA IV Part 4 - French Original (NUMDAM PMIHES 32, 1967).pdf",".pdf","modern-latex-manuscripts","47806201","49852990","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/","","modern-latex-manuscripts","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","1858733","2172108","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","1566739","1899604","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","86535873","87837320","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/03 Carl Friedrich Gauss - Werke, Band III - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","2455286","2830617","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/04 Carl Friedrich Gauss - Werke, Band VI - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","9291296","10085858","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/05 Carl Friedrich Gauss - Werke, Band VII - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","2298417","2836892","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/06 Carl Friedrich Gauss - Werke, Band XI Part I - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","1843765","2232327","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/07 Carl Friedrich Gauss - Individual Papers - Modern LaTeX Working Edition.pdf",".pdf","modern-latex-manuscripts","1634553","1879835","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/08 Carl Friedrich Gauss - Theorematis Arithmetici Demonstratio Nova, Articles 5-7 - Source Text.pdf",".pdf","modern-latex-manuscripts","250924","257648","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/09 Carl Friedrich Gauss - Theorematis Arithmetici Demonstratio Nova, Articles 5-7 - English Translation.pdf",".pdf","modern-latex-manuscripts","251249","256737","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/10 Carl Friedrich Gauss - Seeber Identity Passage - Source Text.pdf",".pdf","modern-latex-manuscripts","209597","215423","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/11 Carl Friedrich Gauss - Seeber Identity Passage - English Translation.pdf",".pdf","modern-latex-manuscripts","187066","191775","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/12 Carl Friedrich Gauss - Werke Band II Actual Beginning through Printed Page 303 - Original Language.pdf",".pdf","modern-latex-manuscripts","1337664","1368342","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/gauss/13 Carl Friedrich Gauss - Werke Band II Actual Beginning through Printed Page 303 - English Translation.pdf",".pdf","modern-latex-manuscripts","1175264","1200237","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/","","modern-latex-manuscripts","0","0","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/00 Emmy Noether - Papers 1-43 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","2419054","2453083","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/01 Emmy Noether - Papers 1-43 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","2364349","2398021","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/02 Noether - Paper 01 - Original German Editable LaTeX.pdf",".pdf","modern-latex-manuscripts","238307","244264","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/03 Noether - Paper 01 - English High-Fidelity Translation.pdf",".pdf","modern-latex-manuscripts","267132","273673","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/04 Noether - Paper 02 Complete - Original German Editable LaTeX.pdf",".pdf","modern-latex-manuscripts","642269","658775","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/05 Noether - Paper 02 Complete - English High-Fidelity Translation.pdf",".pdf","modern-latex-manuscripts","628303","644774","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/06 Emmy Noether - Paper 10 - The Functional Equations of the Isomorphic Mapping - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","274697","279747","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/07 Emmy Noether - Paper 10 - The Functional Equations of the Isomorphic Mapping - English Translation.pdf",".pdf","modern-latex-manuscripts","264002","269063","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/08 Emmy Noether - Paper 13 - Invariant Variational Problems - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","325777","334419","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/09 Emmy Noether - Paper 13 - Invariant Variational Problems - English Translation.pdf",".pdf","modern-latex-manuscripts","320949","329675","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/10 Emmy Noether - Paper 14 - Arithmetic Theory of Algebraic Functions - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","316085","322009","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/10 Emmy Noether - Paper 15 - Integral Binary Invariants - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","318250","325623","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/10 Emmy Noether - Paper 16 - On Series Expansion in Form Theory - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","236498","240232","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/10 Emmy Noether - Paper 17 - Modules in Noncommutative Domains, Sections 1-4 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","253785","257575","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/100 Emmy Noether - Paper 43 - Spanish Translation.pdf",".pdf","modern-latex-manuscripts","226249","230539","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/101 Emmy Noether - Paper 43 - Japanese Translation.pdf",".pdf","modern-latex-manuscripts","172860","175419","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/11 Emmy Noether - Paper 14 - Arithmetic Theory of Algebraic Functions - English Translation.pdf",".pdf","modern-latex-manuscripts","306963","312908","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/11 Emmy Noether - Paper 15 - Integral Binary Invariants - English Translation.pdf",".pdf","modern-latex-manuscripts","314384","321739","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/11 Emmy Noether - Paper 16 - On Series Expansion in Form Theory - English Translation.pdf",".pdf","modern-latex-manuscripts","231700","235477","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/11 Emmy Noether - Paper 17 - Modules in Noncommutative Domains, Sections 1-4 - English Translation.pdf",".pdf","modern-latex-manuscripts","249111","252877","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/12 Emmy Noether - Paper 17 - Modules in Noncommutative Domains, Sections 5-9 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","278339","284688","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/13 Emmy Noether - Paper 17 - Modules in Noncommutative Domains, Sections 5-9 - English Translation.pdf",".pdf","modern-latex-manuscripts","270982","277354","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/14 Emmy Noether - Paper 17 Sections 10-12 and Paper 18 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","291317","296248","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/15 Emmy Noether - Paper 17 Sections 10-12 and Paper 18 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","283401","288337","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/16 Emmy Noether - Paper 19 - Ideal Theory in Ring Domains, Sections 9-12 and Completion - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","264322","269536","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/17 Emmy Noether - Paper 19 - Ideal Theory in Ring Domains, Sections 9-12 and Completion - English Translation.pdf",".pdf","modern-latex-manuscripts","257333","262506","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/18 Emmy Noether - Papers 20 and 21 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","273933","278934","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/19 Emmy Noether - Papers 20 and 21 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","265561","270543","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/20 Emmy Noether - Paper 22 Sections 4-7 and Completion - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","315183","321446","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/21 Emmy Noether - Paper 22 Sections 4-7 and Completion - English Translation.pdf",".pdf","modern-latex-manuscripts","305545","311806","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/22 Emmy Noether - Paper 23 - Algebraic and Differential Invariants - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","242263","246332","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/23 Emmy Noether - Paper 23 - Algebraic and Differential Invariants - English Translation.pdf",".pdf","modern-latex-manuscripts","236264","240235","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/24 Emmy Noether - Paper 24 Sections 4-7 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","293486","299741","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/25 Emmy Noether - Paper 24 Sections 4-7 - English Translation.pdf",".pdf","modern-latex-manuscripts","286607","292804","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/26 Emmy Noether - Papers 25-29 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","278852","283763","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/27 Emmy Noether - Papers 25-29 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","269528","274469","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/28 Emmy Noether - Paper 30 Sections 6-10 and Completion - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","295137","302520","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/29 Emmy Noether - Paper 30 Sections 6-10 and Completion - English Translation.pdf",".pdf","modern-latex-manuscripts","302432","310204","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/30 Emmy Noether - Paper 31 Sections 3-8 and Completion - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","312486","320682","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/31 Emmy Noether - Paper 31 Sections 3-8 and Completion - English Translation.pdf",".pdf","modern-latex-manuscripts","300240","308378","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/32 Emmy Noether - Papers 32 and 33 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","261520","268004","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/33 Emmy Noether - Papers 32 and 33 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","258138","264493","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/34 Emmy Noether - Paper 34 Introduction and Sections 1-4 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","267913","272864","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/35 Emmy Noether - Paper 34 Introduction and Sections 1-4 - English Translation.pdf",".pdf","modern-latex-manuscripts","261814","266795","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/36 Emmy Noether - Paper 34 Sections 5-14 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","261214","267547","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/37 Emmy Noether - Paper 34 Sections 5-14 - English Translation.pdf",".pdf","modern-latex-manuscripts","253876","260166","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/38 Emmy Noether - Paper 34 Sections 15-26 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","286652","292753","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/39 Emmy Noether - Paper 34 Sections 15-26 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","288636","294815","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/40 Noether - Selected Mathematical Papers - Modern LaTeX Draft.pdf",".pdf","modern-latex-manuscripts","5892121","6859364","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/41 Noether - English Translation Drafts.pdf",".pdf","modern-latex-manuscripts","1025401","1283149","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/42 Emmy Noether - Papers 35-37 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","283574","288667","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/43 Emmy Noether - Papers 35-37 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","234548","238697","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/44 Emmy Noether - Papers 38-39 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","219731","223450","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/45 Emmy Noether - Papers 38-39 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","209047","212841","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/46 Emmy Noether - Paper 40 Introduction and Sections 1-5 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","207441","210416","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/47 Emmy Noether - Paper 40 Introduction and Sections 1-5 - English Translation.pdf",".pdf","modern-latex-manuscripts","202695","205673","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/48 Emmy Noether - Paper 40 Sections 6-9 - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","250189","253793","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/49 Emmy Noether - Paper 40 Sections 6-9 - English Translation.pdf",".pdf","modern-latex-manuscripts","243986","247524","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/50 Emmy Noether - Papers 41-42 Complete - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","298038","302572","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/51 Emmy Noether - Papers 41-42 Complete - English Translation.pdf",".pdf","modern-latex-manuscripts","235757","239435","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/52 Emmy Noether - Paper 43 - Idealdifferentiation - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","238594","242810","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/53 Emmy Noether - Paper 43 - Idealdifferentiation - English Translation.pdf",".pdf","modern-latex-manuscripts","230173","234383","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/54 Emmy Noether - Paper 34 Product Table Restoration - Original German Modern LaTeX.pdf",".pdf","modern-latex-manuscripts","112405","113922","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/55 Emmy Noether - Paper 34 Product Table Restoration - English Translation.pdf",".pdf","modern-latex-manuscripts","110533","112017","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/56 Emmy Noether - Paper 01 - Spanish Translation.pdf",".pdf","modern-latex-manuscripts","204425","207667","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/57 Emmy Noether - Paper 01 - Japanese Translation.pdf",".pdf","modern-latex-manuscripts","186288","188575","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/58 Emmy Noether - Paper 01 - French Translation Pilot.pdf",".pdf","modern-latex-manuscripts","255332","278952","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/59 Emmy Noether - Paper 02 Sections before 7 - Spanish Translation.pdf",".pdf","modern-latex-manuscripts","348478","357630","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False"
"modern-latex-manuscripts-20260609-174659/reader-pdfs/noether/60 Emmy Noether - Paper 02 Sections before 7 - Japanese Translation.pdf",".pdf","modern-latex-manuscripts","410913","414830","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False"
