"PackageNumber","PackageRoot","RootDigestSHA256","FileCount","TotalBytes","BodySignalCount","SourceSignalCount","ManifestSignalCount","LogSignalCount","ZipCount","Classification"
"409","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE409_20260705T043042_ROLLING_DELTA_AFTER_PACKAGE408","6B652BA9C68F7DC6AD15A9513BCEA9CA68CEBB3ABE3ADA2E607BE2174464A991","8","53123","0","2","3","0","0","body-or-source-bearing"
"410","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE410_20260705T043149_ROLLING_DELTA_AFTER_PACKAGE409","B23AAAF7941515338941175A8979F792A220E623EE56BB3D31AA908B3FA7D5BC","7","73784","0","0","3","1","0","metadata-support-only"
"411","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE411_20260705T043325_ROLLING_DELTA_AFTER_PACKAGE410","61590EC213513A7943D31E0B82B714F53FF9EDF19EA4376B9392A918553E48D8","21","110542","0","4","17","2","0","body-or-source-bearing"
"412","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE412_20260705T043440_ROLLING_DELTA_AFTER_PACKAGE411","665657A631C2C943682A325B11F20E0610CBA66635C801FABCAEAE8BE907178C","20","39611","0","4","17","1","0","body-or-source-bearing"
"413","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE413_20260705T043837_ROLLING_DELTA_AFTER_PACKAGE412","854A64E500CB80D478CA688FE5326066D9122C3ED41443908A023DF7C9CFFE3B","9","56733","0","0","3","0","0","metadata-support-only"
"414","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE414_20260705T043952_ROLLING_DELTA_AFTER_PACKAGE413","6678886F6A005182DC984403A2E0238508281653AE969111DE9CA501BA5A8F39","12","128036","0","0","6","1","0","metadata-support-only"
"415","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE415_20260705T044054_ROLLING_DELTA_AFTER_PACKAGE414","52CAD4B276911384E5D2FA2C807305F81F97E43C6B5F09538B656952EF2E351C","9","104730","0","2","3","1","0","body-or-source-bearing"
"416","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE416_20260705T044154_ROLLING_DELTA_AFTER_PACKAGE415","4196F547F2AE8BA47791A65967FE0F81648D583032FC8F16500CFC363E40726D","8","89561","0","0","4","1","0","metadata-support-only"
"417","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE417_20260705T044301_ROLLING_DELTA_AFTER_PACKAGE416","D1C29071E883CE131A494F645D31738C2F7FE6E561EC819F9665C22BABA2994C","7","7521","0","1","3","1","0","body-or-source-bearing"
"418","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE418_20260705T044415_ROLLING_DELTA_AFTER_PACKAGE417","4670194A48B50987CD14D616A4008DF2ADE4451D8A4DF5867E6BBB2CF1B73221","13","145400","0","0","5","0","0","metadata-support-only"
"419","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE419_20260705T044525_ROLLING_DELTA_AFTER_PACKAGE418","A596FB2C8DD8C7E45EC07C566F6B30DB505A0A287653BA7E17BA9B19D860D74E","37","1769533","0","31","14","7","0","body-or-source-bearing"
"420","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE420_20260705T044634_ROLLING_DELTA_AFTER_PACKAGE419","F7CEFE1841ACF7EE419D6828168F832D28BBC5CFF1956678D3409D9C8DD4D9B7","9","93152","0","0","5","1","0","metadata-support-only"
"421","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE421_20260705T044736_ROLLING_DELTA_AFTER_PACKAGE420","EEB814F8765220DEB373CD7DE1C495EE63FE4E96AD0AB356B970A8EAA16E58CA","9","117122","0","0","3","1","0","metadata-support-only"
"422","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE422_20260705T044843_ROLLING_DELTA_AFTER_PACKAGE421","48F39C64917315E30896920EC70BF9D14C595A7825026BE04323EB51FFDD23FB","8","23744","0","0","5","0","0","metadata-support-only"
"423","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE423_20260705T045250_ROLLING_DELTA_AFTER_PACKAGE422","2828FC815C7F727A92E9DC2CC99BAF5EBA6BFD55F56A8532173970CD83A8A512","8","29761","0","0","3","0","0","metadata-support-only"
"424","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE424_20260705T045428_ROLLING_DELTA_AFTER_PACKAGE423","6688EC0F1C515FA18A9D03574A3F253ED60D84E3FA4B4CA168047D23D11081E8","8","32124","0","0","3","0","0","metadata-support-only"
"425","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE425_20260705T045544_ROLLING_DELTA_AFTER_PACKAGE424","B6C1A5972529A22A07948CF0AA7492A666C2D1C3350A971D1FA79ABFBC5F715A","14","232312","0","2","4","0","0","body-or-source-bearing"
"426","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE426_20260705T045656_ROLLING_DELTA_AFTER_PACKAGE425","BC6FC87B4A057454533170E398B5EF8816C7D51DA63745ECCFD24541EE25AA84","16","281425","0","6","7","2","0","body-or-source-bearing"
"427","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE427_20260705T045759_ROLLING_DELTA_AFTER_PACKAGE426","808752526A1ED0B12AD164D51075E17A3E4C0632106F50F5C3CCF8EE8CA2171B","7","98366","0","0","3","1","0","metadata-support-only"
"428","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427","79BE890623125B01A889370E2B51FE9EAC160EAA562851CFA3548B3EC9B7D93A","18","268151","0","4","3","2","0","body-or-source-bearing"
"429","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE429_20260705T045955_ROLLING_DELTA_AFTER_PACKAGE428","868C78A11E767DAB1D387471976DCC7E85B58E049CF06EBE3D277644B998E99C","9","62304","0","0","5","0","0","metadata-support-only"
"430","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE430_20260705T050351_ROLLING_DELTA_AFTER_PACKAGE429","E76DAEE201ABEBCFDDDBB7E9434F2BCFDB6D22E4BA999EC1730AAC71A496CDD8","8","12134","0","0","3","0","0","metadata-support-only"
"431","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE431_20260705T050455_ROLLING_DELTA_AFTER_PACKAGE430","31962E135C33F1AC7B687163A07197EB74BF74CA95F041DD9D29E68E712711D1","21","306464","0","10","9","2","0","body-or-source-bearing"
"432","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE432_20260705T051318_ROLLING_DELTA_AFTER_PACKAGE431","3E2806E389A383ED19DBCDAEA070C787455E3ACFC9F91261F8E760979DC65407","7","487311","0","0","3","0","0","metadata-support-only"
"433","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE433_20260705T054930_ROLLING_DELTA_AFTER_PACKAGE432","35A29D608890DEFEC5364F23806DEF73FAAEA487859C24429B1A6D38871A80B2","118","3465581","0","67","46","13","0","body-or-source-bearing"
"434","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE434_20260705T055105_ROLLING_DELTA_AFTER_PACKAGE433","C06CFE90E9502CF0FD412D7E0E9BFF006F4625B57B38B350BBC67190623EED25","14","325872","0","1","3","2","0","body-or-source-bearing"
"435","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE435_20260705T055215_ROLLING_DELTA_AFTER_PACKAGE434","1AFE90DDC2AD0CC67252519D5AD80E3922B62BDAE845CD5E331C865C551ABE85","15","161513","0","1","5","1","0","body-or-source-bearing"
"436","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE436_20260705T055323_ROLLING_DELTA_AFTER_PACKAGE435","EF6DD2185DD66CFD0FF8EC37E761426FA55E72A1439179E433333FC01AA9B77B","13","91598","0","3","4","0","0","body-or-source-bearing"
"437","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE437_20260705T055422_ROLLING_DELTA_AFTER_PACKAGE436","2870FB1972D8699E73B80E81D4390DC30CC91FA4EE49074B2A7B5896CBD0E5B8","12","131025","0","3","3","0","0","body-or-source-bearing"
"438","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE438_20260705T055517_ROLLING_DELTA_AFTER_PACKAGE437","47E787F8757BAE4FD6489D16228DE4C0AF03877312BB7C1FF5C4CEDCEA552A1A","9","154179","0","0","3","2","0","metadata-support-only"
"439","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE439_20260705T055616_ROLLING_DELTA_AFTER_PACKAGE438","6C12FC2E6F1D64BFF6EBBBAFFFCC866183800599D96227D36A3C5B1952867408","25","107165","0","4","21","1","0","body-or-source-bearing"
"440","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE440_20260705T055807_ROLLING_DELTA_AFTER_PACKAGE439","45A39CA11CF530FC0E6A85B61EA383BB233937D6280E4E858ACF4F01AD7AC20B","6","6207","0","0","3","0","0","metadata-support-only"
"441","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE441_20260705T055907_ROLLING_DELTA_AFTER_PACKAGE440","E83A1F7EB46A03B8728709C796455FC66E95347CBE0507745436D3A08F337A0E","6","6204","0","0","3","0","0","metadata-support-only"
"442","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE442_20260705T060328_ROLLING_DELTA_AFTER_PACKAGE441","282B5FC15B2407EE36B9303FEA8C5903513072762B76DA3B7EDD7D4B9C15B333","9","32514","0","0","3","0","0","metadata-support-only"
"443","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE443_20260705T060425_ROLLING_DELTA_AFTER_PACKAGE442","945AE3CF017E4DF3A12B495D568FE33CE0CB5F98E145B45057CFC860601D44A2","10","118139","0","0","6","1","0","metadata-support-only"
"444","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE444_20260705T060656_ROLLING_DELTA_AFTER_PACKAGE443","74D746E044F6E8F0115AAC7B3DCC07881B114F91F86CD8B5DBAA4AB91D8630C5","7","101257","0","0","3","1","0","metadata-support-only"
"445","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE445_20260705T060835_ROLLING_DELTA_AFTER_PACKAGE444","383BE548AC1E3CC70287DE62FDA3ED70F2A689491962537FC112809257E527AC","9","20793","0","0","6","0","0","metadata-support-only"
"446","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE446_20260705T060957_ROLLING_DELTA_AFTER_PACKAGE445","86725DA39F59E36F09E7B4358362F61F6C5AB81BD96ABBD15D68D22162F68DEB","6","10181","0","0","3","0","0","metadata-support-only"
"447","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE447_20260705T061117_ROLLING_DELTA_AFTER_PACKAGE446","E3FEAB04580A94C80B19CD2A17B843B94FF3F7B17BB22DE2778CD754FECB5D18","8","35974","0","2","3","0","0","body-or-source-bearing"
"448","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE448_20260705T061229_ROLLING_DELTA_AFTER_PACKAGE447","F5813ADC5C5145D4EB1342800D59320581FE37C49B802B96B70055D958E0F54F","11","130888","0","2","3","1","0","body-or-source-bearing"
"449","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE449_20260705T061345_ROLLING_DELTA_AFTER_PACKAGE448","88533D4507D0B43A3F61583836BE07B6E15F2D3477D154F6093AB746ABE34A71","9","54849","0","2","4","0","0","body-or-source-bearing"
"450","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE450_20260705T061458_ROLLING_DELTA_AFTER_PACKAGE449","4AD6DA4E9357E79CFA8715B1F27609B59D8D353873F13EE7A397A93E88B29D61","26","571607","0","20","3","0","0","body-or-source-bearing"
"451","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE451_20260705T061619_ROLLING_DELTA_AFTER_PACKAGE450","AB539FEC14BC480F2CE94FEE5E68EA729C37EC1708FBD0C918A7899F9B1FD0FB","12","131201","0","6","4","0","0","body-or-source-bearing"
"452","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE452_20260705T061739_ROLLING_DELTA_AFTER_PACKAGE451","DC6AC14E01C02C9F6172B8978FEC33F58D3FAAE012F1F5E0B5B200F955723E55","12","465531","0","3","7","2","0","body-or-source-bearing"
"453","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE453_20260705T061859_ROLLING_DELTA_AFTER_PACKAGE452","DFC887843CF2FEA7257C605F161072CC6F4A6D11C4BCF722B92C0F525D92F9D8","6","4858","0","0","3","0","0","metadata-support-only"
"454","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE454_20260705T062026_ROLLING_DELTA_AFTER_PACKAGE453","6E50C4C81314F75DA2114235A4BC18201B6E3884DFA9024B3C29852E34062808","19","183237","0","13","8","0","0","body-or-source-bearing"
"455","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE455_20260705T062149_ROLLING_DELTA_AFTER_PACKAGE454","E025340C834D2D1B3088D2023DF2C578B90DE7D2E68BA1102B8BDF6FD3F1514B","9","97889","0","1","4","2","0","body-or-source-bearing"
"456","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE456_20260705T062306_ROLLING_DELTA_AFTER_PACKAGE455","322267C8583BC50246A801A08109C83C65C4DDF2FBCDB30C2B3FE9703B723A9D","7","7969","0","0","4","0","0","metadata-support-only"
"457","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE457_20260705T062447_ROLLING_DELTA_AFTER_PACKAGE456","CBF07E5060250F45C68586D21C3B478BB65677426CED10FE4BFE22CA078DFB7A","13","105671","0","0","5","0","0","metadata-support-only"
"458","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE458_20260705T062547_ROLLING_DELTA_AFTER_PACKAGE457","A22FB8D8E8802BD1411BC0D0A91FD27825D472C6A1C7CEF028BCDEAED70CF90C","13","105816","0","0","5","0","0","metadata-support-only"
"459","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE459_20260705T062757_ROLLING_DELTA_AFTER_PACKAGE458","AC104B10675FAD3593A17B0720414C6B4C20E540FE2AD7CB4927B82937B1C566","19","938213","0","13","5","4","0","body-or-source-bearing"
"460","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE460_20260705T062930_ROLLING_DELTA_AFTER_PACKAGE459","A8DBF52BCCD8DB1CBB52D447EB20893EE77AC04F97AB7A1730B03BD70FD579EA","27","1453261","0","21","12","4","0","body-or-source-bearing"
"461","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE461_20260705T063051_ROLLING_DELTA_AFTER_PACKAGE460","0D97E91FE7BF0CADA1C740F8E7C49FFED63FF204E1ABF5B9D4C96FC0D95DE0F5","7","17288","0","1","3","0","0","body-or-source-bearing"
"462","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE462_20260705T063226_ROLLING_DELTA_AFTER_PACKAGE461","96B41D42F26855A4ABEC7562C630FA5FBFC81612E4C15CF115BAB29D4F385BB2","12","201099","0","6","3","1","0","body-or-source-bearing"
"463","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE463_20260705T063343_ROLLING_DELTA_AFTER_PACKAGE462","32E2641E125E48399C364B81D59F002409281C317E588EED808FDB5C6DFEAACF","9","51824","0","2","6","0","0","body-or-source-bearing"
"464","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE464_20260705T063523_ROLLING_DELTA_AFTER_PACKAGE463","97808FD6E23E5D3DA6CC4BBAC8C0B5A803698BB4D6E20BBE0507A75DB06CD196","8","23723","0","0","3","0","0","metadata-support-only"
"465","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE465_20260705T063911_ROLLING_DELTA_AFTER_PACKAGE464","FDAB56F7E6D00D7296036782A048AD75A758E6AD6327AD4E1B94B4B43CBE5C08","22","454572","0","5","4","1","0","body-or-source-bearing"
"466","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE466_20260705T064037_ROLLING_DELTA_AFTER_PACKAGE465","C0D38ECECE9859143F9684AA21B0565BA84D9FE75E093A5B2CFA9C79D908462D","7","12188","0","0","3","0","0","metadata-support-only"
"467","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE467_20260705T064201_ROLLING_DELTA_AFTER_PACKAGE466","F8D20668DEEFBA3EF177097D1F3FF386E25A846D9B8218AAC312F3A69009B08C","7","49200","0","0","3","1","0","metadata-support-only"
"468","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE468_20260705T064406_ROLLING_DELTA_AFTER_PACKAGE467","24B70D4D6214616E82DE5A6A8D5BDF0744AEC41CD4E1DE3983D61D2EB6E93A86","11","102616","0","1","6","0","0","body-or-source-bearing"
"469","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE469_20260705T064429_ROLLING_DELTA_AFTER_PACKAGE468","9341886048F63DF1959052E535CF2EFE77B62D53C5807312BEDB932881539554","8","17592","0","0","3","0","0","metadata-support-only"
"470","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE470_20260705T064523_ROLLING_DELTA_AFTER_PACKAGE469","82515C34417BD1BC9523CBAB8EFD13D5320DDBC37CF588491137D148EFBBE43D","8","63544","0","2","3","0","0","body-or-source-bearing"
"471","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE471_20260705T064632_ROLLING_DELTA_AFTER_PACKAGE470","8CF2C10B3A5189B5EBE0856CCD3FCE4F12F35AFBB7362718F07AAACDEEECFF57","7","84771","0","0","3","1","0","metadata-support-only"
"472","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE472_20260705T064654_ROLLING_DELTA_AFTER_PACKAGE471","2A8ED1C7FEDF4226A95A41CF0D3BA5424A8F33064D4305E5EB5906397397BD47","23","48471","0","4","20","1","0","body-or-source-bearing"
"473","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE473_20260705T064830_ROLLING_DELTA_AFTER_PACKAGE472","86CED61F9D5F0981F00D153729AD34F97AB380E1B9ADE45F90A599202EF21C12","7","502227","0","0","3","0","0","metadata-support-only"
"474","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE474_20260705T065500_ROLLING_DELTA_AFTER_PACKAGE473","19306AF7A32F06A594D213EECDF72697373DD6FA110EC65FB3308E7362B615EE","14","666133","0","0","5","2","0","metadata-support-only"
"475","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE475_20260705T065609_ROLLING_DELTA_AFTER_PACKAGE474","E3F745342F5B0BFDB2418C589CB8B53983F64C313C2F5A387FD4A4448FB07B32","6","12525","0","0","3","0","0","metadata-support-only"
"476","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE476_20260705T065842_ROLLING_DELTA_AFTER_PACKAGE475","0F8865883EF5110DB35E80E43C895BC83AEE522540FE58FFCFBB4C87281EF357","9","60425","0","0","3","0","0","metadata-support-only"
"477","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE477_20260705T065954_ROLLING_DELTA_AFTER_PACKAGE476","CA835C9B6E9F308E29FC29439810D0A917747E2D99E8C948F83BE814E1801BB4","7","105138","0","0","3","1","0","metadata-support-only"
"478","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE478_20260705T070109_ROLLING_DELTA_AFTER_PACKAGE477","BB5F1DC7576E8A8F09C53A86B17BD7D2E47C53EFDDD9D552BE34A0C36099663C","10","125477","0","0","6","1","0","metadata-support-only"
"479","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE479_20260705T070140_ROLLING_DELTA_AFTER_PACKAGE478","31B3F393DEC4FBA29718EB823D6E154FA9A14B2C6580B1F2E50A17508222AA3F","6","4765","0","0","3","0","0","metadata-support-only"
"480","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE480_20260705T070202_ROLLING_DELTA_AFTER_PACKAGE479","30C51DC3CD0327C53BB1A61E5843F342B8A51CBB677925B81C5B3C9E208A6A94","6","29818","0","0","3","0","0","metadata-support-only"
"481","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE481_20260705T070249_ROLLING_DELTA_AFTER_PACKAGE480","22D7D608CEF6B873F86265073312396FD87C96267498660957816B25BAB26284","8","23733","0","2","3","0","0","body-or-source-bearing"
"482","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE482_20260705T070356_ROLLING_DELTA_AFTER_PACKAGE481","1BA54EBA842D67943FA7994158FFC58D1B3B19AEDD92A5197FBAEEFA050BACE0","9","22726","0","1","4","0","0","body-or-source-bearing"
"483","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE483_20260705T070442_ROLLING_DELTA_AFTER_PACKAGE482","24314B0D55CB219F3440455E5CE329A73259C396E421C9F854AA6B4EBEBF0291","15","287004","0","8","3","1","0","body-or-source-bearing"
"484","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE484_20260705T070548_ROLLING_DELTA_AFTER_PACKAGE483","6430A5BEC85B64A5C56F3BD194B0E1D0B3448A18BBAD605F14CCAEE56977A8B0","23","461556","0","16","4","0","0","body-or-source-bearing"
"485","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE485_20260705T070609_ROLLING_DELTA_AFTER_PACKAGE484","34E8C019C1E7E5B2ACB6E13F0CDBD292E597D35735C9681FD47AC145F31EF22C","9","100649","0","3","3","0","0","body-or-source-bearing"
"486","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE486_20260705T070655_ROLLING_DELTA_AFTER_PACKAGE485","9CC89570FBF7169D7C219A14518E0633BF9085908EACA603524262C5E6FE1E00","8","17373","0","2","3","0","0","body-or-source-bearing"
"487","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE487_20260705T070805_ROLLING_DELTA_AFTER_PACKAGE486","760187B444B01D6CBCC63A4E50C59F25CD25B9F72D17955A623A5726F8A2F17B","12","374595","0","4","8","1","0","body-or-source-bearing"
"488","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE488_20260705T070822_ROLLING_DELTA_AFTER_PACKAGE487","65DE6830AFD347E5EAE53840F988995C8D66595BA292E8917F6563FF739AE1BE","7","114177","0","0","3","1","0","metadata-support-only"
"489","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE489_20260705T071016_ROLLING_DELTA_AFTER_PACKAGE488","E0414ACAB3D957FF840FA10341BE51562881F584A4B22661A5F098F6B18D2B80","6","4902","0","0","3","0","0","metadata-support-only"
"490","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE490_20260705T071129_ROLLING_DELTA_AFTER_PACKAGE489","D0FB620A023A54CC821B9F4A821B939522E681A1CEA590417D4C68A793005CD3","14","38926","0","0","11","0","0","metadata-support-only"
"491","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE491_20260705T071236_ROLLING_DELTA_AFTER_PACKAGE490","5FC2D980DE1DB420B6A967C349DA8EAE53FE3D07C447A64B3DA511374BCAF143","17","422687","0","2","12","0","0","body-or-source-bearing"
"492","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE492_20260705T071321_ROLLING_DELTA_AFTER_PACKAGE491","C438F56610F74250EEE81E5AB569C9494B9818DB0A53082169D85F89F6E99C2D","8","19634","0","1","4","0","0","body-or-source-bearing"
"493","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE493_20260705T071439_ROLLING_DELTA_AFTER_PACKAGE492","65B0D949C2A21F87FA871B70B308DCD78B5AEA7BB7071F12C4B17E416FA1A7FA","39","3149434","0","32","14","9","0","body-or-source-bearing"
"494","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE494_20260705T071554_ROLLING_DELTA_AFTER_PACKAGE493","CD72BC2F5B2A8EFF0DEDA441D97D8B060ECFFCEA6B9C3603DA5C964544E130A9","15","134501","0","0","7","0","0","metadata-support-only"
"495","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE495_20260705T071707_ROLLING_DELTA_AFTER_PACKAGE494","5ECBDBBDB3A24DF7B4896C27A6C1EB766CC306931E7F65681B9B7225EC8DCD6F","33","1898526","0","20","14","4","0","body-or-source-bearing"
"496","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE496_20260705T071943_ROLLING_DELTA_AFTER_PACKAGE495","0284D491E3DC4C64897EA3EDDA95B96607E2F462504A1D55774B9C0A11CDCD18","7","18397","0","1","3","0","0","body-or-source-bearing"
