"queue_id","category","volume","authority_locator","authority_sha256","english_source_locator","claimed_authority_reading","current_english_claim","evidence_locator","evidence_sha256","stable_id","status"
"EGA4-SR-005","SUBSTANTIVE_SOURCE_READING","EGA_IV_2","printed p.194; target at printed pp.140-141","C3E960AA1C5C37046E8892D8A3CAC098E2738164136B5CDAA5D5D893F89931DA","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-7.tex:582","Printed locator (6.3.9)","English visibly redirects to Corollary (6.3.5)(i)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_english_complete_cumulative_source_aligned_successor_r1_20260731/controls/source_authority_evidence/IV_6_3_9_printed_source_slip_20260731/printed194_639_citation_band_1100dpi.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_english_complete_cumulative_source_aligned_successor_r1_20260731/controls/source_authority_evidence/IV_6_3_9_printed_source_slip_20260731/section63_end_1100dpi-137.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_english_complete_cumulative_source_aligned_successor_r1_20260731/controls/source_authority_evidence/IV_6_3_9_printed_source_slip_20260731/section63_end_1100dpi-138.png","5535BDC1088C67104A1C43260454BDBFE79CADB7F872CE2C163BED9859469D39 | A1FB2587EBF8A1426397D97B3FB829FD9E042D2F9A2B601BBE086E745C8541EF | 88836E02162B9B476CFDC88A0A2FBA69A45EA78384C6B59B26FA91A25228BC6A","ega4.reference.candidate.sha256.bfb14ddf99355cc9b8372768a0d85461582798431431286ac6d3c57f71ccb3f0","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-006","SUBSTANTIVE_SOURCE_READING","EGA_IV_2","printed p.216","C3E960AA1C5C37046E8892D8A3CAC098E2738164136B5CDAA5D5D893F89931DA","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-7.tex:1542","French final clause uses A","English uses B","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-7.tex","6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-007","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.180; target IV-2 printed p.80","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-12.tex:284","Printed locator (4.7.14)","English visibly redirects to (4.7.13)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed180_valid_r4/IV3_PRINTED180_AUTHORITY_IMAGES_SHA256.csv | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_english_complete_cumulative_source_aligned_successor_r1_20260731/controls/source_authority_evidence/IV_4_7_14_printed_source_slip_20260801/iv2_physical077_prop4713_to_section48_1800dpi.png","27257571283EB381C805155BF3FDBE99D86FE4AEBD6805E50878D58654DEC82C | 8EEE9DA90B8477EEE2F5502878222786243C9D77EA2B70B1D64D6055349B0779","ega4.reference.candidate.sha256.a8825603c4a3c5e312837ddaf3b74e4a5dcf10724d6f0d5fad5c5b78e66b3cee","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-008","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.182","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-12.tex:378","French A/At^4","English uses B/Bt^4","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed182/IV3_PRINTED182_AUTHORITY_IMAGES_SHA256.csv","322064B4421072FB255C1D0296EACAE9BB67C86F33807BFACB49BC1DDF87C47D","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-009","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.189","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-13.tex:48","French f_0 inverse of y","English uses f_0 inverse of y_0","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed189/IV3_PRINTED189_AUTHORITY_IMAGES_SHA256.csv","246D10DA9605110E0FB0C9E5EE0A78D8DAD2B6B9C4385536DA0C5F814EB35900","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-010","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.203","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-14.tex:172-174","French defines X-prime_ij and later drops the primes","English retains X-prime_ij","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed203/IV3_PRINTED203_AUTHORITY_IMAGES_SHA256.csv","B9E477C5A89FF2B2A826D4463F13FBA912135B60ED6C0A3F45289440181757C3","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-011","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.228","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:195","Printed locator (11.6.4)","English visibly redirects to (11.6.2)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed228/IV3_PRINTED228_AUTHORITY_IMAGES_SHA256.csv","10509110A6AE24DE7B10F8AC504A4E38D89B0A2A5AE4D33700FD1E8017FA9808","ega4.reference.candidate.sha256.496748db9bef1716d9930ac33e70abecb917c225b2c7ff5aa0edf9a4092794a6","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-012","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.233","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:411","French X_i intersect f inverse of y","English uses y-prime","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed233/IV3_PRINTED233_AUTHORITY_IMAGES_SHA256.csv","E703E8C58D024225FECB8FDA6055DF3420201F7A57C7F2124C1A96CAD22BB8DF","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-013","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.233","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:425","French f-prime:X to Y","English target is Y-prime","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed233/IV3_PRINTED233_AUTHORITY_IMAGES_SHA256.csv","E703E8C58D024225FECB8FDA6055DF3420201F7A57C7F2124C1A96CAD22BB8DF","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-014","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.238","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:628","Printed f-prime universally open at f-prime inverse of z","English refers to points over X_y^0","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed238/IV3_PRINTED238_AUTHORITY_IMAGES_SHA256.csv","C616895B4C886C99C324DC4E8E644DCBB855C68FE96FBA8876239BB0A291B548","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-015","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.238","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:630","French v(y),v(y-prime)","English uses v(z),v(z-prime)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed238/IV3_PRINTED238_AUTHORITY_IMAGES_SHA256.csv","C616895B4C886C99C324DC4E8E644DCBB855C68FE96FBA8876239BB0A291B548","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-016","SUBSTANTIVE_SOURCE_READING","EGA_IV_3","printed p.242","F365212B38F20608BA34C21AE3EE40BBAE1B42D9D3DFF01A85356F9CC819C23E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-15.tex:770","French X^y","English uses X^0 / X_(y_0)^0","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed242/IV3_PRINTED242_AUTHORITY_IMAGES_SHA256.csv","0C178AE6A708BDF98F9E167CC00ACAC30BB54819A6F87C86C8A3FDF15F85CAB3","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-017","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.8 / PDF physical 7","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-16.tex:135-136","French phi_(n,n-1)","English uses phi_(n-1,n)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections16_18_source_aligned_successor_r1_20260730/qa/authority_high_detail/authority_physical007_printed008_full_600dpi.png","0FCDBC58E0C967C5C869D3E5E808B81BEE12DFF816C42A1EB5AAD4013EAE7591","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-018","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.12; target IV-3 printed p.222","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-16.tex:348","Printed locator (14.5.12.1)","English visibly redirects to (14.5.11.1)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/cross_reference_adjudication/IV4_printed012_full_1100dpi.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/cross_reference_adjudication/IV4_printed012_reference_crop.pdf | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/cross_reference_adjudication/IV4_printed012_reference_5000dpi.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections11_21_source_aligned_successor_r1_20260730/qa/authority_adaptive_dpi/IV3_printed222/IV3_printed222_band_07_5000dpi.png","B5A226ACB5AFB160FE2298F51A0EE6FE5E8CDCF1EF18057D3DB8AAB3D50C27B5 | 8D102104946A5EE421FACFD19D7E73614B9C806E28DFB37FC0195EBE7D2C65E8 | 7FD285959F594807D189F430BEEDE9B651DC7B97A3E87B8C5FB28FF1B719515B | 92FB83F60860CD5CB631B25311F3D6AD7DB0B6B3309B48086890D20D39FBBE1A","ega4.reference.candidate.sha256.bc114b6b56912727646cfdc9eb3e115ea8abf69eef76db357ef539d3e25b57e6","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-019","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.78 / PDF physical 77","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-17.tex:1124","Printed locator (17.12.5.1)","English links semantically to Proposition 17.12.5(a,c)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections16_18_source_aligned_successor_r1_20260730/qa/authority_high_detail/authority_physical077_printed078_full_600dpi.png","468B22B5EFFDE0C5C2DB0B202ABEB8A83D50A86E86D9052FDEA687CEF854FEB2","ega4.reference.candidate.sha256.53c142cd28fd5ff2759d3a7875c52d42f105c3cde2bd7e4921f9f1c0bc5a75eb | ega4.reference-action.sha256.ce12a09f2b6b4026a72da59f4a6f88fd6a5d9c9c1dc07803bcb024dd41f69b0b | source-span-sha256.8B8B1B9A22CCDC86A7FE4060D464F3F19B5A0628DA854072EA457A0C070C4EF3","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-020","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.89 / PDF physical 88","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-17.tex:1854","Printed locator (17.5.9)","English visibly redirects to (17.5.1)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections16_18_source_aligned_successor_r1_20260730/qa/authority_high_detail/authority_physical088_printed089_full_600dpi.png","307BB408C7164B6533786DEBA9F135EA6EC86D0B9932CADEB0DDBA76F9B6CEC1","ega4.reference.candidate.sha256.6c4e1afc8e49fef32f557160480df68f9e30a76d37c1c39eabd6444f5e1c610c","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-021","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.93 / PDF physical 92","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-17.tex:1972","Printed locator (16.5.12.5)","English visibly redirects to (16.5.13.5)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections16_18_source_aligned_successor_r1_20260730/qa/authority_high_detail/authority_physical092_printed093_full_600dpi.png","55578913C772C6D50074C61B74B111E6FBB2ECB49B311D6B203B537D9A96428E","ega4.reference.candidate.sha256.13ddd36c81618134a7f3a9ddfc92018921a27a9b3af43520788896b115db53c4","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-022","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.189","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-19.tex:187","French locator (19.1.4),(i)-(iv)","English uses Proposition 19.1.5","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_a_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_a_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_b_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_b_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_c_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_c_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_d_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_d_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_e_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed189_5000dpi/p189_e_right.png","8ED0E6C2945DF4000D762AD6B70190C7706D373E8A83C69A7B3559D77D8B4F84 | C0FD344E4BC0B6C31769A868EF0D356FC55BBA975F7FE29124570BA7E4413987 | B766D833378C2372058A00151105DE206D1B10726A2CF00787C2BEBB8141AE4E | 34C94AD81017C89710C5A5D9E6D3EED77DA2CB4C96A45F45B3D784B2F005A750 | C235FA84535F94C8F1D93FF9A5B31FC84BB5353AA2F69C31128CABD88A036BAE | 28AB6D246A53639F675F96C054260B8C2AD6B6BE589B8F40A3D67DA307E899D6 | FE2CC741737ECB195A354426A1B6A7D710EACCADEEB42BAA086EE42B71E5A756 | 64CAF4982AA30308E4DFE69C1CB58582504A12197703FBF5F196DBBBCC4A2224 | ECE8E28C94D0DD4AF18566E4744C9F656C0F73590B5E569026F590F49F150892 | 32FB0E64F018AF016940770E81A3D24D6FDEBABA7553945B5AA5E00E879E6E33","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-023","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.192","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-19.tex:290","French x","English uses y","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_a_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_a_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_b_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_b_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_c_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_c_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_d_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_d_right.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_e_left.png | <REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed192_5000dpi/p192_e_right.png","52B6B5C65B857CA107354ABF47DA3EAADAD7AC21F2311EE9448CA3B3AA761154 | B385D67FDD4AA806305D5385DC588666001E6700D4D16935340108F8E6B98FF9 | 8256D39745F8A555C3E4EC6418581C45BE17666B6C5CA8313E162AF7623C50E2 | 9CCAAF06EAB2CA93C39BA180201E85144D200735018A89B9DC7E3060C5D27865 | B38EECE0F6986A4FAEF605F8774A184179ED20CF21BD79964DE231DDBB9D771B | 21BC5C681F65A05C524AF897DF179E8146178441BB11633AAC9798A299EACB2B | 7CE00770E087C2796FE437CF6D8EA221B3AAFA18F0E013746A78B54DD8C5F321 | 3ACC0340FED3E9BE67F7701ADC3F94F75119E98EE31B10A183B07074B1311FBD | 5A4192147BEF4CDA128E0DF302342BD72F40B76F7B41A807A2CE9D263BDE289D | 6725FFA3F6E2668712FA3F4FDA71275801D72CEC509CAABE3FA6F4E84499227F","","PENDING_DIRECT_NUMDAM_RECHECK"
"EGA4-SR-024","SUBSTANTIVE_SOURCE_READING","EGA_IV_4","printed p.196","B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_PUBLICATION_STAGING>/EGA4_English_complete_source_aligned_reference_v2_reader_20260801_r4/source/source_aligned/ega4-19.tex:494","French Y-f(X-U)","English uses S-f(X-U)","<REDACTED_USER_HOME>/Documents/interlanguage/03_projects/language_management/english_germanic/<REDACTED_INTERNAL_WORKSPACE>/ega4_sections19_21_source_aligned_successor_r1_20260730/qa/authority_high_detail/IV4_printed196_200_1800dpi/source-printed-196.png","EE66650FA3742B3AA484082E35657D7198E1486218610836AC112EBAA836E564","","PENDING_DIRECT_NUMDAM_RECHECK"
