"row_type","witness_id","language_or_scope","topic_tags","source_title","source_url","source_type","local_path","text_or_ocr_path","sha256","text_sha256","bytes","text_bytes","access_metadata","license_or_access_signal","topic_confirmation_hits","evidence_status","next_gate","non_claim_boundary"
"scan_text_or_ocr_inventory","TXTSCAN-024","Tatar","Tatar; mathematical journal; polynomial/interpolation operator; exact sciences","Фәнни Татарстан 2016 №3 mathematical article issue","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","text_or_ocr_sidecar_scanned","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-003_ft_antat_2016_3.txt","281A662A74D66CEDC914BB05D7983376A47FC170100EECAB61D46E66D663E7AF","281A662A74D66CEDC914BB05D7983376A47FC170100EECAB61D46E66D663E7AF","917381","917381","included in 22-file local text/OCR exact hard-row exhaustion scan","no explicit reusable license found in capture","inventory row only","scanned_text_or_ocr_inventory","Use exact scan rows for hard-row status.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"scan_text_or_ocr_inventory","TXTSCAN-025","Tatar","Tatar; mathematical journal; polynomial/operator context; exact sciences","Фәнни Татарстан 2015 №4 mathematical article issue","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","text_or_ocr_sidecar_scanned","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\source_canon_resweep_20260704\RSW-TT-004_ft_antat_2015_4.txt","2F77FBFD65200B4D94492F9A3B27FD8F5998C4B93C2A462332BB94A6583E165D","2F77FBFD65200B4D94492F9A3B27FD8F5998C4B93C2A462332BB94A6583E165D","844515","844515","included in 22-file local text/OCR exact hard-row exhaustion scan","no explicit reusable license found in capture","inventory row only","scanned_text_or_ocr_inventory","Use exact scan rows for hard-row status.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"scan_text_or_ocr_inventory","TXTSCAN-026","Kyrgyz","Kyrgyz; algebra textbook; polynomial base","Kaldybaev S.K. Algebra 8 klass","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","text_or_ocr_sidecar_scanned","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A","248344","248344","included in 22-file local text/OCR exact hard-row exhaustion scan","no explicit reusable license found in capture","inventory row only","scanned_text_or_ocr_inventory","Use exact scan rows for hard-row status.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"scan_text_or_ocr_inventory","TXTSCAN-027","Kyrgyz","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","Математикалык маалыматтама сөздүк","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","text_or_ocr_sidecar_scanned","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405","250184","250184","included in 22-file local text/OCR exact hard-row exhaustion scan","no explicit reusable license found","inventory row only","scanned_text_or_ocr_inventory","Use exact scan rows for hard-row status.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TATAR-028","Tatar","Tatar; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Нётер боҗрасы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TATAR-029","Tatar","Tatar; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Нетер боҗрасы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TATAR-030","Tatar","Tatar; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Нөтер боҗрасы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TATAR-031","Tatar","Tatar; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=полиномнар боҗрасы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TATAR-032","Tatar","Tatar; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=күпбуыннар боҗрасы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TATAR-033","Tatar","Tatar; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=күпбуын боҗрасы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-034","Kyrgyz","Kyrgyz; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Нётер шакеги; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-035","Kyrgyz","Kyrgyz; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Нетер шакеги; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-036","Kyrgyz","Kyrgyz; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Нөтер шакеги; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-037","Kyrgyz","Kyrgyz; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=көп мүчөлөр шакеги; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-038","Kyrgyz","Kyrgyz; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=көп мүчөлөр алкагы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-039","Kyrgyz","Kyrgyz; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=полиномдор шакеги; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-KYRGYZ-040","Kyrgyz","Kyrgyz; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=полиномдор алкагы; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-041","Turkmen","Turkmen; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Nýoter halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-042","Turkmen","Turkmen; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Noeter halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-043","Turkmen","Turkmen; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Nöter halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-044","Turkmen","Turkmen; Noetherian ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=Noether halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-045","Turkmen","Turkmen; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=polinom halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-046","Turkmen","Turkmen; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=polinomlar halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-047","Turkmen","Turkmen; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=köpagza halkasy; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"exact_phrase_exhaustion_scan","EXACT-TURKMEN-048","Turkmen","Turkmen; Polynomial ring; exact hard-row phrase scan","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; hit_file_count=0","local provenance only; no license-clearance claim","pattern=köp agzaly halka; first_hit=","zero_hits_exact_phrase_remains_blocked","Exact source row, reviewer return, or improved OCR/source archive required.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-049","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=28","local provenance only; no license-clearance claim","context_pattern=күпбуын; hit_count=28","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-050","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=95","local provenance only; no license-clearance claim","context_pattern=полином; hit_count=95","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-051","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=107","local provenance only; no license-clearance claim","context_pattern=көп мүчө; hit_count=107","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-052","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=1","local provenance only; no license-clearance claim","context_pattern=полиномдор; hit_count=1","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-053","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=102","local provenance only; no license-clearance claim","context_pattern=köpagza; hit_count=102","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-054","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=5","local provenance only; no license-clearance claim","context_pattern=halka; hit_count=5","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
"context_only_scan","CTX-055","Tatar/Kyrgyz/Turkmen context","context only; not hard-row closure","22-file local text/OCR sidecar scan","","local_text_ocr_scan","outputs\sources\full_capture_machine_text_scan_20260704; outputs\sources\source_canon_resweep_20260704; outputs\sources\kyrgyz_ocr_kir_fast_20260704","22 local .txt sidecars","not_a_single_file_scan","","","","scan_file_count=22; context_hit_count=2","local provenance only; no license-clearance claim","context_pattern=halkasy; hit_count=2","context_only_no_hard_row_closure","Do not promote; use only to guide further source search.","source-canon/provenance/gap support only; local text/OCR exhaustion scan only; no R2 hard-row closure, translation, term promotion, native/community review, canonical approval, accepted terminology, license clearance, gate promotion, bridge, pilot, Zenodo action, Git stage, Git commit, or Git push claim"
