entry_id	physical_page	printed_page	kind	source_fact	decision	authority_sha256	status
A076	26	272	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes Table 2.3.8, gives 2.3.9 and most of Proposition 2.3.10, and ends mid-sentence.	Exclude copy matter and sliver text; preserve the opening continuation, every D_4 subcase, and the unfinished closing line.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A077	26	272	D4_AND_HODGE_CONSTRUCTION_AUDIT	The authority literally uses sections tau of X to I in the D_4 discussion, distinguishes D_4^R and D_4^H, excludes D_4^R from the redefined D_4^H case, defines h_T, and states Proposition 2.3.10 with its reflex field and derived-cover conditions.	Retain the literal X to I notation, all Sigma(X) containments, the D_4^R and D_4^H logic, the Hodge types, and the exact covering and field statements.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A078	26	272	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate replaces the literal X to I by another endpoint-set notation, corrupts the D_4 subcases and exceptional case, alters the double-cover descriptions, and changes the h_T construction.	Use authority pixels for every D_4, covering, embedding, and Hodge datum; do not reconcile the inherited reconstruction.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A079	27	273	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it continues the definition of V(s), completes Proposition 2.3.10, and ends after Remark 2.3.11(c).	Exclude copy matter and preserve both page-boundary continuations and all intervening representation and Hodge-structure text.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A080	27	273	BRAUER_MODULE_AND_HODGE_AUDIT	The authority uses the unindexed direct sums of V(s) and V_s, the Brauer obstruction, the quotient G-tilde-prime, the K_S-module structure, h_2 and h_3, the tensor decomposition of K tensor_F V, and G_3 generated by K^* and G_2.	Preserve the direct-sum signs, faithful quotient, fractional types, generator groups, tensor factors, reflex fields, and the transition to Remark 2.3.11.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A081	27	273	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes the direct-sum and quotient data, alters the K_S action and the generators of G_2 and G_3, and modifies the reflex-field conclusion.	Reject those changes and retain the authority representation, module, Hodge, and field construction.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A082	28	274	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it begins with Remark 2.3.11(d), opens Section 2.4, and ends in the final clause of the Galois-descent paragraph.	Exclude copy matter and preserve the opening and closing continuations, the section heading, and all displayed morphisms.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A083	28	274	REFLEX_FIELD_AND_DESCENT_AUDIT	The authority gives E(K_S-prime-star,h), Remarks 2.3.12-2.3.13, the norm and q_M morphisms (2.4.0.1)-(2.4.0.2), the SGA 4 one-half citation, and the three explicit chi descent conditions.	Preserve the prime-and-star placement, all field and type statements, both numbered arrows, and the literal descent isomorphisms and compatibility.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A084	28	274	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes the K_S-prime reflex-field notation, alters the replacement of G_2, and omits or corrupts the explicit chi descent data.	Retain the authority reflex-field, group, citation, tensor, and descent notation without normalization.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A085	29	275	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes 2.4.1 and contains Example 2.4.2 through all of 2.4.5.	Exclude copy matter and preserve the opening continuation, commutator formulas, torsor conventions, exact sequence, equivalences, and Picard-category statement.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A086	29	275	COMMUTATOR_TORSOR_AND_EXACT_SEQUENCE_AUDIT	The authority maps the commutator to G-tilde(k), uses the trivial torsors G_d, G_1d, and G_2d, defines H^0 and H^1 of [G_1 to G_2], and gives the exact sequence (2.4.3.1) and the kernel-category equivalences.	Preserve the tilde codomain, commutator order, right-action convention, every torsor subscript, category bracket, kernel, arrow, and exact-sequence term.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A087	29	275	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate sends the commutator to G rather than G-tilde, changes trivial-torsor subscripts and category notation, and materially alters the exact sequence and equivalences.	Reject the inherited forms and retain the authority commutator, torsor, cohomology, and category data.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A088	30	276	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it contains 2.4.6 and most of 2.4.7 and ends mid-sentence after equation (2.4.7.3).	Exclude copy matter and preserve the unfinished final sentence and all trace, norm, equivalence, and Picard-category material.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A089	30	276	TRACE_NORM_AND_PICARD_DIAGRAM_AUDIT	The authority literally prints H^1(k,R_{k prime/k}G) without a prime on the final G, gives the additive trace functor (2.4.6.1), the plain-arrow equivalence (2.4.7.1), decomposition x_i=rho(g_i)z_i, and equations and diagram (2.4.7.2)-(2.4.7.3).	Preserve the literal Shapiro target, all trace and norm indices, the plain displayed functor arrow, decomposition order, vertical and diagonal diagram arrows, and final equality.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A090	30	276	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate normalizes the Shapiro target to R_{k prime/k}G prime, changes the equivalence targets and decomposition data, and corrupts the 2.4.7 Picard diagram.	Retain the authority anomaly and all source-local arrows, labels, products, primes, and equality signs.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A091	31	277	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes 2.4.7, contains Proposition 2.4.8 and 2.4.9, and ends after the adelic norm morphism.	Exclude copy matter and sliver text; preserve the opening continuation, every displayed diagram and morphism, and the complete page boundary.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A092	31	277	NORM_COHOMOLOGY_AND_SOURCE_ANOMALY_AUDIT	The authority gives the action formula g_1+g_2=g_1 int_{x_1}(g_2), the norm functor (2.4.7.4), Proposition 2.4.8 with G-tilde-prime in its prose but unprimed G-tilde in the upper-left diagram term, plain Z(C) and Z(R) in the archimedean diagram, the literal denominator G(V prime)/rho G-tilde(V), and the adelic norm morphism.	Preserve every prime, tilde, center, norm index, action, arrow, and the source-local unprimed V in the denominator without normalization.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A093	31	277	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate substitutes Z-tilde in the archimedean diagram, normalizes the integral denominator to G-tilde(V prime), and changes the norm label and action notation.	Reject those substitutions and retain the authority centers, denominator, action, and norm notation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A094	32	278	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it opens Construction 2.4.10, gives both methods and their first diagrams, and ends mid-sentence.	Exclude copy matter and preserve the opening transition, both construction methods, all diagrams, and the unfinished closing line.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A095	32	278	DESCENT_DIAGRAM_AND_CENTRALIZER_AUDIT	The authority gives diagrams (1)_m and (1), the literal centralizer factor (rho inverse of T)^0, the equivalence labeled 2.4.4, and the formula m prime(t)=(rho((g,m(t))))m(t) with its outer parentheses.	Preserve every group, centralizer, vertical and horizontal arrow, equivalence label, parenthesis, and descent datum exactly as witnessed.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A096	32	278	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate corrupts arrows and the equivalence in the first-method diagrams, changes the action identity, replaces k by an algebraic closure notation, and alters the descent isomorphism and formula.	Reject the inherited reconstruction and retain the authority diagrams, field, action, and formula.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A097	33	279	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it continues Construction 2.4.10, contains its additivity diagram and 2.4.11, and ends mid-sentence.	Exclude copy matter and preserve the opening continuation, every diagram and label, and the unfinished final phrase.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A098	33	279	SOURCE_ANOMALY_AND_ADDITIVITY_DIAGRAM_AUDIT	The authority literally begins with rho((m,m(t))) rather than rho((g,m(t))), then gives the complete (2.4.10.1) and additivity diagrams, the product G-tilde times Z^0, and the scalar-extension and norm-compatibility diagrams.	Retain the source-local m anomaly, all oblique and vertical arrows, Z^0, every prime, and the complete diagram structures.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A099	33	279	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate silently changes the opening m to g, collapses both central diagrams, substitutes Z-tilde for Z^0, and corrupts the prime structure in the scalar-extension diagrams.	Do not correct or simplify the authority; preserve its literal opening and complete diagrams.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A100	34	280	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes 2.4.11, contains 2.4.12, opens Section 2.5, and ends mid-sentence in 2.5.1.	Exclude copy matter and preserve both page-boundary continuations, all numbered formulas, and the exact opening of Section 2.5.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A101	34	280	DESCENT_NORM_AND_CANONICAL_EXTENSION_AUDIT	The authority literally uses k^I and [G-tilde to G]^I in the descent sentence, unprimed H^1(G-tilde) in 2.4.12, equations (2.4.12.1)-(2.4.12.2), and the quotients, closures, and amalgamated product beginning 2.5.1.	Preserve the exponent I, cohomology group, plus-components, closures, quotient order, and every amalgamated-product datum.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A102	34	280	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate removes the I-indexed data, primes H^1(G-tilde), changes an isomorphism to an injection, replaces strong approximation for G-tilde by G, and alters the quotient and closure formulas.	Reject those changes and retain the authority descent, cohomology, approximation, quotient, and completion data.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A103	35	281	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes 2.5.1, contains 2.5.2 and most of 2.5.3, and ends immediately before the next extension diagram.	Exclude copy matter and preserve the opening continuation, all exact sequences and diagrams, and the terminal page boundary.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A104	35	281	EXTENSION_FUNCTORIALITY_AND_MISSING_SYMBOL_AUDIT	The authority gives extension (2.5.1.4), the two 2.5.2 diagrams, N_{E/Q} q_M, and the literal phrase “Nous noterons (G,M) son inverse” with no printed r, while the following clause uses r(G,M) and defines the inverse-image extension.	Retain the exact extension and diagrams, the missing-symbol source fact, the subsequent r(G,M), and all E-prime_E notation without silent repair.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A105	35	281	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate inserts r before (G,M), collapses or renames the extensions, alters the exact-sequence and completion data, and changes the stated target of m.	Reject the inherited repair and retain the authority wording, maps, extensions, and target data.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A106	36	282	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it begins with the continuation extension diagram, contains 2.5.4 through Definition 2.5.7, and ends after the field-change diagram.	Exclude copy matter and preserve the opening continuation, every construction and definition, and both rows of the closing diagram.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A107	36	282	CENTRAL_EXTENSION_COPRODUCT_AND_FIELD_CHANGE_AUDIT	The authority states M_1 isomorphic to M, Lemma 2.5.5, the coproduct formula for Z, Construction 2.5.6, Definition 2.5.7, and a field-change sentence naming the corresponding extension with M while its display uses M_F.	Preserve every cover, lift, kernel, coproduct, fiber product, completion, norm arrow, and the literal prose-versus-display M and M_F distinction.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A108	36	282	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes the centralizer statement, prescribed-cover target, domains and codomains of the lifts, coproduct formula and group decomposition, and the extension notation in the field-change passage.	Reject the inherited forms and retain the authority central extension, coproduct, lift, and field-change construction.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A109	37	283	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes the field-change discussion, contains 2.5.8-2.5.10, and ends after diagram (2.5.10.1).	Exclude copy matter and preserve the opening continuation, both page-local extension diagrams, equations (2.5.8.1) and (2.5.9.1), and the complete terminal diagram.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A110	37	283	EXTENSION_QUOTIENT_AND_UNIVERSAL_CASE_AUDIT	The authority distinguishes G-prime from G-tilde throughout 2.5.8, uses G-ad(Q) in (2.5.9.1), and in the universal-case sentence retains the prose extension E_E(G,G-prime,M), the ambient E_{E(G,X)}(G,G-prime,X), and the quotient E_E(G,G-prime,X) of E_E(G,G-tilde,X).	Preserve every cover, relative completion, vertical norm arrow, M-versus-X occurrence, field product, and page-boundary continuation without normalization.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A111	37	283	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate repeats G-tilde where the authority has G-prime, inserts intersections and completed H terms in the diagrams, changes the abelianization pullback, replaces mu_h by m, and changes E(H,h) to E(H,{h}).	Reject those substitutions and retain the authority extension names, diagrams, Galois pullback, special cocharacter, and reflex-field notation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A112	38	284	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it contains Section 2.6 through most of 2.6.4 and ends immediately before the first functoriality diagram.	Exclude copy matter and preserve the section heading, sign convention, equations (2.6.1.1)-(2.6.2.1), Theorem 2.6.3, and the unfinished closing line.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A113	38	284	RECIPROCITY_SIGN_AND_INVERSE_THEOREM_AUDIT	The authority states that the left action of sigma coincides with the right action of r_{G,X}(sigma), with no inverse. Separately, Theorem 2.6.3 states that the reciprocity morphism itself is the inverse of pi_0 N_{E/Q} q_M.	Enforce the no-inverse action convention while preserving the distinct inverse statement in the theorem, all bars and pi_0 symbols, the torus inclusion iota, and every norm field.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A114	38	284	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes r_{G,X} to r_{M_E}, inserts r_{M_E}(sigma)^{-1} into the sign convention, alters the component and class-group notation, and rewrites the norm composite.	Reject the candidate sign and notation; retain sigma on the left equal to r_{G,X}(sigma) on the right, with no inverse.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A115	39	285	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes 2.6.4, opens Section 2.7, contains 2.7.1-2.7.3, and ends immediately before the induction quotient formula.	Exclude copy matter and preserve both opening norm diagrams, the section transition, every action convention, and the page-spanning induction sentence.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A116	39	285	NORM_FUNCTORIALITY_AND_INDUCTION_SETUP_AUDIT	The authority gives two distinct norm diagrams with q_mu and q_M, the composite N_{E(G,X)/Q} q_M N_{E(T,h)/E(G,X)}, the quotient conventions K-backslash S and S/K, stabilizer Delta, and delta(gamma,t)=(gamma delta^{-1},delta t).	Preserve all fields, diagram arrows, equality marks, left and right quotient order, the Delta action, and the unfinished page boundary.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A117	39	285	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate collapses and retargets the two norm diagrams, replaces E(T,h) by E(T,{h}), changes Delta to Lambda, and prepares a different induction decomposition.	Reject those changes and retain the authority diagrams, fields, stabilizer, action, and page-local transition.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A118	40	286	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it begins with the induction quotient formula, contains 2.7.4-2.7.9, and opens 2.7.10(a).	Exclude copy matter and preserve the opening formula, Galois-descent lemma, extension diagram, action identity, and the full first clause of the connected-model definition.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A119	40	286	INDUCTION_EXTENSION_AND_GALOIS_ACTION_AUDIT	The authority has the coproduct indexed by gamma in K-backslash Gamma/Delta=K-backslash pi with term (gamma K gamma^{-1} intersect Delta)-backslash T; the lower row of the extension diagram begins with Gamma, and 2.7.7 states sigma dot x=x dot r(sigma) and that script E does not depend on e.	Preserve the conjugation order, double-coset index, lower-row Gamma, script-E statement, and the action formula with no inverse.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A120	40	286	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate replaces the induction formula by a coproduct over K-backslash Gamma/K with K intersect gamma Lambda gamma^{-1}, changes the lower extension row to Gamma_e, substitutes pi_0(Gamma), and says H rather than script E is independent of e.	Reject the inherited reconstruction and retain the authority induction, extension, quotient, and Galois-action data.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A121	41	287	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it completes 2.7.10, contains 2.7.11-2.7.13, and ends at the hyphenated first half of “canonique.”	Exclude copy matter and preserve the opening continuation, all functoriality conditions, the amalgamated action, Proposition 2.7.13, and the exact terminal word break.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A122	41	287	CONNECTED_MODEL_AND_AMALGAMATED_ACTION_AUDIT	The authority uses the general cover G-prime in 2.7.10-2.7.11, gives the two amalgamated products with G-ad(Q)_+ versus G-ad(Q)^+, defines pi using pi_0(M^0_{Qbar}(G,X))=pi_0(M_C(G,X)), and then uses the natural projection of M_{Qbar}(G,X).	Preserve the prime cover, both plus placements and amalgamation subscripts, the source-local superscript-zero distinction, every Galois intersection, and the cross-page “cano- / nique” continuation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A123	41	287	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate hard-codes G-tilde, changes the amalgamated-product formula, sets e=1, replaces the authority Qbar models by C-model notation, and alters the adjoint and derived data in Proposition 2.7.13.	Reject those changes and retain the authority cover, action group, neutral-component wording, Qbar notation, and proposition.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A124	42	288	COPY_MATTER_EXCLUSION	The authority leaf has a repeated running head and folio, scanner border, and neighboring-page sliver; it begins with the second half of “canonique,” contains 2.7.14-2.7.19, and ends after the opening line of Theorem 2.7.20.	Exclude copy matter and preserve the cross-page opening, all lifting and existence results, and the exact terminal boundary without importing page 289.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A125	42	288	LIFTING_DICTIONARY_AND_EXISTENCE_CRITERIA_AUDIT	The authority writes the lifted morphisms in 2.7.14 and Lemma 2.7.16 as maps from S into G, gives h(z)=mu(z) bar-mu(bar-z), uses a G_1(R)^0-conjugacy class, states Corollaries 2.7.18-2.7.19, and begins Theorem 2.7.20 with G Q-simple adjoint and G-prime a covering.	Preserve the literal target G, both complex-conjugation bars, the superscript 0, all field and linear-disjointness clauses, and stop exactly at the owned page boundary.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A126	42	288	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate changes the lifted target from G to G_1, rewrites the conjugation formula and proof, replaces G-prime by G-tilde and adds adjoint superscripts, and continues Theorem 2.7.20 and the bibliography beyond the owned page.	Reject those normalizations and out-of-range continuations; retain the authority wording and end P07 at printed page 288.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A127	43	289	COPY_MATTER_EXCLUSION	The terminal authority leaf has the repeated running head and folio, a large neighboring-page sliver, scanner borders, a blank remainder after the address, and physical EOF.	Exclude the running head, folio, sliver, borders, and blank remainder from both reader bodies; retain the terminal address; record that the exact witness ends here and that no page 290 exists.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A128	43	289	THEOREM_CONTINUATION_AND_COROLLARY_AUDIT	The authority completes Theorem 2.7.20 with cases A, B, C, D^R, and D^H using G-prime, then gives Corollary 2.7.21 with M(G,X), the system (G_i,X_i^+), and the covering G^der of G^ad as a quotient of the product of the indicated coverings.	Preserve the source-local G-prime notation, D^R and D^H without an added subscript, the singular French 'morphisme' and 'système', M(G,X) without a C-subscript, and the exact G^der/G^ad quotient relation.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A129	43	289	BIBLIOGRAPHY_AND_TERMINAL_MATTER_AUDIT	The authority prints Bibliographie items 1-13, item 5 as Exposé 389, the repeated-author rules in items 6, 7, and 13, the SGA line with SGA4^{1/2}, and the terminal IHES address.	Replay all thirteen entries in order; enforce Exposé 389; preserve titles, journal data, repeated-author rules, SGA numbering, and the literal terminal address before the blank remainder and EOF.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
A130	43	289	INHERITED_LOCATOR_DISAGREEMENT	The ZERO_ACCEPTED candidate substitutes G-tilde for G-prime, inserts l in the D^R and D^H type labels, changes M(G,X) to M_C(G,X), corrupts the G^der/G^ad quotient clause, prints Exposé 339, and adds 'des' to the terminal institution name.	Reject those inherited readings and retain the authority wording and notation, especially G-prime, D^R, D^H, M(G,X), Exposé 389, and INSTITUT HAUTES ETUDES SCIENTIFIQUES.	591EE837C4C87E5263B76427B393742E111D615C6E098C940F132519A0861922	COMPLETE
