"exact_gate_row_id","source_row_id","concept_id","english","route_decision","exact_source_ref","unresolved_blocker","bridge_candidate_review_boundary","adjacent_linear_algebra_boundary","allowed_use","review_boundary","no_merge_boundary"
"r3exact:r3run:0165","urdu_hindustani_linear_system_microdraft:n_tuple","n_tuple","n-tuple","blocker_or_comparator_only_no_direct_draft_route","HEFFERON_LINEAR_SYSTEM_DEFINITION_URDU_MICRODRAFT_20260702T013759Z.json :: urdu_hindustani_linear_system_microdraft:n_tuple :: source_id=hefferon_gr1_latex_source; urdu_reviewer_needed; microdraft_use=n-تائی","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0184","wikibooks_hefferon:vector_space","vector_space","vector_space","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:vector_space :: hefferon_hits=5; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0185","wikibooks_hefferon:zero_vector","zero_vector","zero_vector","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:zero_vector :: hefferon_hits=6; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0186","wikibooks_hefferon:linear_combination","linear_combination","linear_combination","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:linear_combination :: hefferon_hits=6; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0187","wikibooks_hefferon:matrix","matrix","matrix","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:matrix :: hefferon_hits=6; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0188","wikibooks_hefferon:row_reduction","row_reduction","row_reduction","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:row_reduction :: hefferon_hits=5; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0189","wikibooks_hefferon:echelon_form","echelon_form","echelon_form","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:echelon_form :: hefferon_hits=4; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0190","wikibooks_hefferon:linear_transformation","linear_transformation","linear_transformation","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:linear_transformation :: hefferon_hits=3; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0191","wikibooks_hefferon:eigenvalue","eigenvalue","eigenvalue","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:eigenvalue :: hefferon_hits=1; wikibooks_hits=5","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0192","wikibooks_hefferon:scalar_multiplication","scalar_multiplication","scalar_multiplication","blocker_or_comparator_only_no_direct_draft_route","r3_wikibooks_hefferon_term_crosscheck.csv :: wikibooks_hefferon:scalar_multiplication :: hefferon_hits=6; wikibooks_hits=6","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0195","eigen:ps:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Pashto","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ps:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0196","eigen:sd:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Sindhi","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:sd:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0197","eigen:ug:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Uyghur","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ug:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0198","eigen:tg:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Tajik","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:tg:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0199","eigen:ky:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Kyrgyz","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ky:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0200","eigen:uz:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Uzbek","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:uz:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0201","eigen:ur:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Urdu","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ur:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/ur/eigenvalues_and_eigenvectors__ویژہ_قدر.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0202","eigen:ku:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Kurmanji Kurdish","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ku:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0203","eigen:ckb:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Sorani Kurdish","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ckb:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0204","eigen:tr:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Turkish","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:tr:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/tr/eigenvalues_and_eigenvectors__ozdegerler_ve_ozvektorler.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0205","eigen:az:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Azerbaijani","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:az:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0206","eigen:kk:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Kazakh","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:kk:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0207","eigen:ba:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Bashkir","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ba:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0208","eigen:cv:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Chuvash","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:cv:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0209","eigen:hi:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Hindi","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:hi:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/hi/eigenvalues_and_eigenvectors__अभ_लक_षण_क_म_न_तथ_अभ_लक_षण_क_सद_श.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0210","eigen:he:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Hebrew","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:he:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/he/eigenvalues_and_eigenvectors__ערך_עצמי.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0211","eigen:hy:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Armenian","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:hy:eigenvalue_eigenvector_future_slice :: ","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0212","eigen:id:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Indonesian","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:id:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/id/eigenvalues_and_eigenvectors__nilai_dan_vektor_eigen.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0213","eigen:ja:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Japanese","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ja:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/ja/eigenvalues_and_eigenvectors__固有値と固有ヘ_クトル.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0214","eigen:ko:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Korean","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ko:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/ko/eigenvalues_and_eigenvectors__고윳값과_고유_벡터.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0215","eigen:vi:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Vietnamese","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:vi:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/vi/eigenvalues_and_eigenvectors__gia_tri_rieng_va_vecto_rieng.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0216","eigen:zh:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Chinese","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:zh:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/zh/eigenvalues_and_eigenvectors__特征值和特征向量.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0217","eigen:yue:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Cantonese","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:yue:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/yue/eigenvalues_and_eigenvectors__特徵值_特徵向量同特徵空間.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"r3exact:r3run:0218","eigen:ru:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Russian","blocker_or_comparator_only_no_direct_draft_route","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:ru:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/ru/eigenvalues_and_eigenvectors__собственные_векторы_значения_и_пространства.wiki.txt","dari_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","no_bridge_candidate_in_row","adjacent_linear_algebra_review_only_source_trace","separate_blocker_or_comparator_source_note_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
