crosswalk_id,language,production_ledger_path,production_ledger_sha256,production_data_row,source_term,target_term,sense,status,source_evidence,source_excerpt,german_source_evidence,decision_note,production_row_sha256,mapping_status,mapping_method,mapping_precision,wordweb_term_id,wordweb_candidate_term_ids,wordweb_candidate_sense_ids,wordweb_mapped_sense_ids,attestation_effect,promotion_effect,human_or_MII_effect
ES-076,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,76,Primärfunktion,potencia de un polinomio irreducible,primary polynomial in Noether's historical terminology,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:12840; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,\textbf{7. Descomposición de las normas individuales y de los divisores elementales; componentes de los ideales fundamentales.} Aquí ``polinomio irreducible'' significa irreducible respecto de $P(u)$; una potencia primaria es una potencia d,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:13646; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die Frage der \emph{Nullstellen} wird bei H.-N. wie üblich für das gegebene Ideal direkt in Angriff genommen, und zwar durch Zurückgehen auf sukzessive Elimination, wobei der Chara",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,A841165F7FA33FEC3719D530B9770D6028D3C2B89A08FE0F61B2C3AF6F03B5F7,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-077,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,77,Basiselement,generador,generator of a principal ideal,source-supported,2209.02110v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2209.02110v1\2209_unpacked\monoides.tex:224; sha256=DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,"De modo que $\theta$ es único. Por tanto, $\bb{N}$ es un monoide libre con conjunto generador $\{1\}$. De manera más general, si S es un conjunto, el conjunto $\bb{N}^{(S)}$ de funciones $I:S \to \bb{N}$ tales que $I(s)=0$ para todos los $s","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:7042; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=$\eta,\frac1{2\sqrt{\eta}}$ nicht als Basiselemente zulässig sind, wohl aber die",Native Spanish register witness; R823 context controls the mathematical sense.,8E685372D6ABCD9C4473337EDCD63AF3D90DE1C7BBB3EF53E13609C5F907301F,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-078,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,78,Basispolynom,polinomio generador,generator polynomial of a principal ideal,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\paper43_es_intro_s2.tex:118; sha256=14022D9923F35AB4A29A5BC1464CE2DDC91DB2E4E0C298D9F16FA56FBF97D389,"Puesto que se había supuesto que $\mathfrak h$ estaba en el centro de $\mathfrak O$, $\mathfrak O$ es con seguridad conmutativo si posee un sistema de generadores $S$ que consta de un único elemento $z$. Si $\mathfrak M$ es además un ideal ","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:10974; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=\mathfrak M_2]$ teilbar, und weil die Ordnung des Basispolynoms von $[\mathfrak M_1,",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,9F6D150A55298BF67BCC701C70E59A7C96C6AD70AFADB089D686A31EF6C06925,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-079,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,79,Quotientenring,anillo de cocientes,localization or quotient ring of fractions in the P43 context,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:13464; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"En lo que sigue se da una caracterización abstracta de todos aquellos anillos cuya teoría de ideales coincide con la teoría de ideales de todos los enteros de un cuerpo algebraico de números: es decir, aquellos anillos cuyos ideales pueden ","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:14333; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=einem gewissen Quotientenring, dem Funktionalbereich, macht.",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,D01CA3FA48EA76A64F0CB0EADF095D93629BB6B828C29BA03EA4EDFDA612DD57,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-080,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,80,Restklassenring,anillo de clases residuales,factor/residue-class ring; kept distinct from localization,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:12770; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"En H.-N. la cuestión de los \emph{ceros} se aborda, como de costumbre, directamente para el ideal dado, a saber, remontándose a la eliminación sucesiva, con lo cual no se evita por completo el carácter de verificación. Frente a ello está el",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:14379; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Restklassenring nach jedem vom Nullideal verschiedenen Ideal ein Primideal keinen,Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,713D22AE23AA15ABFE0D0BEDE1FE7B0EED3CBC109F24AE4BB5F423DACF020113,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-081,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,81,Primfunktion mod p,polinomio irreducible módulo p,irreducible polynomial modulo p,source-supported,github_alexey-beshenov_cimat-tna:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\github_alexey-beshenov_cimat-tna\2-ideales.tex:2409; sha256=136E2ECBE520D381E8FBB362EEB3012CEC54A730FC3BB312B209A99BF147A405,y $f \in \ZZ [x]$ un polinomio irreducible módulo $p$.,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:14093; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Für absolute Primfunktionen $P$ mit Koeffizienten aus einem (endlichen) algebraischen Zahlkörper $\mathfrak K$ gilt nun der Satz,\footnote{A. Ostrowski: a. a. O. (Anm. 21)); Hilfss",Native Spanish register witness; R823 context controls the mathematical sense.,2B519CAA6642E31DD474CC52BBDE25EE52EB353F48B960E65778428A370265F5,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-082,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,82,Erweiterung eines Ideals,extensión de un ideal,extension of an ideal,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\paper43_es_s6_s7.tex:51; sha256=B955DC033DEF3C5F4D0F20F514997D9A7702B8A2992B47AE7285B49F86BD61A4,"\emph{El ideal y el cociente de diferencias respecto de orden y cuerpo están relacionados como sigue: $\mathfrak B_K$ es la extensión del ideal de diferencias $\mathfrak B$ de $\mathfrak O_{\mathfrak o}$ y, análogamente, $\mathfrak A_K$ es ",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:5909; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Aus dem eben Bewiesenen lassen sich Folgerungen für rationale Darstellung ziehen. Jede rationale absolute Invariante läßt sich --- wie durch Erweiterung von Zähler und Nenner mit d,Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,F3F0ADF62C2A37F2DFD01E75D8845D8C8A3246EDBB408C3D30F1AC98AC11EB74,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-083,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,83,Verengung eines Ideals,contracción de un ideal,contraction of an ideal,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:15591; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"Todo ideal unilateral $\ma$ de $\mo$ tiene un ``ideal contraído'' $\ma\cap\mZ$ en $\mZ$. Como tanto $\ma$ como $\mZ$ son $\mZ$-módulos, también lo es $\ma\cap\mZ$.","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:15664; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Ist $\overline{\mathfrak b}$ Ideal in $\overline{\mathfrak R}$, so wird der Durchschnitt $[\overline{\mathfrak b},\mathfrak R]$ ein Ideal $\mathfrak b$ in $\mathfrak R$, das Vereng",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,56BD87A87123D99370535A6FCA87CDE8BDFA7BCA215EC03BCD41B75205A641D9,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-084,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,84,Darstellungsmodul,módulo de representación,representation module,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:14936; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"La conexión con el problema de representación viene dada por el hecho de que, entre los grupos con operadores, se encuentran en particular ideales y módulos: se los considera como grupos abelianos respecto de la adición, mientras que los op","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:16261; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Der Zusammenhang mit dem Darstellungsproblem ist dadurch gegeben, dass zu den Gruppen mit Operatoren insbesondere Ideale und Moduln gehören, diese aufgefasst als Abelsche Gruppen g",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,CCC47228F7D3DF28A15BAEDE6C441A73D8540A33510901556F436BAB48AAA5E5,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-085,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,85,reziproke Darstellung,representación recíproca,historical opposite-order representation,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:17624; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"La teoría de representaciones que sirve de base --- precedida por una breve teoría de automorfismos (§ 1) --- significa un desarrollo ulterior de la teoría fundada en módulos de representación.\footnote{E. Noether, \emph{Hyperkomplexe Größe",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:19138; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die zugrunde liegende Darstellungstheorie --- der eine kurze Automorphismen\-theorie vorausgeht (§ 1) --- bedeutet eine Fortentwicklung der auf der Theorie der Darstellungsmoduln b,Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,33AAD54FFEED67BB8C447B46108C176FF1D92BBA43FA63C35E3CE585235242AB,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-086,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,86,hyperkomplexes System,sistema hipercomplejo,historical finite-dimensional algebraic system,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:14778; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"Reunamos primero brevemente los conceptos fundamentales. Sea $\mS$ un sistema hipercomplejo respecto de un cuerpo $P_0$. Por una representación $\Gamma$ de $\mS$ ---en $P$--- se entiende un sistema de matrices con elementos de $P$, de tal m","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:10100; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Wir entwickeln daher allgemein eine Theorie der Moduln, deren Elemente Polynome mit nichtkommutativer Multiplikation sind, \emph{und zwar führen wir dabei die Betrachtung der Modul",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,0AE8E43337205C652DC35ACB3BFDF1AAA2E9292707AD98B520EF15E0C7CAC390,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-087,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,87,nichtkommutativer Körper,cuerpo no conmutativo,historical division-ring wording,source-supported,github_jltabara_Apuntes-Teoria-Galois:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\github_jltabara_Apuntes-Teoria-Galois\TeoriaGalois.tex:193; sha256=71FFF4C14297F4BAF59FB06743BFACE3B3A609A8C9F15965E48489AA9857472D,"Existe una generalizaci�n de uno de los ejemplos anteriores, aunque su demostraci�n no es tan elemental. El teorema de Wedderbun afirma que todo anillo finito e �ntegro es necesariamente conmutativo. Todo cuerpo no conmutativo es necesariam","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:16135; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Daß jedes solche idempotente Element eine Zerfällung erzeugt, und daß die Existenz eines solchen idempotenten Elementes für die Zerfällung notwendig ist, ergibt sich aus den folgen",Native Spanish register witness; R823 context controls the mathematical sense.,666A52C930B5C4531EDCFD96DD1E0FD7F6FD380BAA8F9BF102CDE20EDB18240C,mapped,unique_exact_normalized_target_surface,term_exact_sense_disambiguation_open,T03,T03,T03-S1;T03-S2,T03-S1;T03-S2,none_existing_production_evidence_preserved,none,none
ES-088,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,88,galoisscher Erweiterungsring,anillo de extensión galoisiano,Noether Galois extension ring,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\paper43_es_intro_s2.tex:30; sha256=14022D9923F35AB4A29A5BC1464CE2DDC91DB2E4E0C298D9F16FA56FBF97D389,"Esta definición invariante se coloca a continuación en primer plano y, de este modo, se define directamente la diferente de un anillo conmutativo arbitrario respecto de un subanillo, siempre que se cumplan únicamente ciertas condiciones rel",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:20584; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=\subsection*{\S{} 5. Galoisscher Erweiterungsring eines Körpers. Struktursätze.},Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,2405BB3120AC5187D3CD14923C85324F79D6F47B0BE5EB4DF4B74190638B4FFA,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-089,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,89,Hauptgeschlecht,género principal,principal genus,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:17503; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"La teoría de los sistemas hipercomplejos, es decir, de las álgebras, ha experimentado en los últimos años un fuerte desarrollo; pero sólo muy recientemente se ha aclarado la importancia de esta teoría para cuestiones conmutativas. Quiero in","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:19038; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die Theorie der hyperkomplexen Systeme, der Algebren, hat in den letzten Jahren einen starken Aufschwung genommen; aber erst in allerneuester Zeit ist die Bedeutung dieser Theorie ",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,30B2039E32B185C08B9738F9D96FCE84EDDC004FBC57A7C17F6E7FEF60A8CD99,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-090,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,90,definierendes Ideal,ideal definidor,defining ideal,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\paper43_es_intro_s2.tex:16; sha256=14022D9923F35AB4A29A5BC1464CE2DDC91DB2E4E0C298D9F16FA56FBF97D389,Mostraré en lo que sigue que aquí se trata de algo más que de una analogía formal. \emph{La diferente puede concebirse como el cociente diferencial de un ideal definidor del cuerpo de números $K$ en un anillo de polinomios enteros asociado ,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:20172; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Ich zeige im folgenden, daß es sich hier um mehr als eine formale Analogie handelt. \emph{Die Differente läßt sich auffassen als Differentialquotient eines definierenden Ideals des",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,0D2E304D23971B5B3350D73404E9530D8F81866E41D5971102F64BD090449FF7,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-091,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,91,Fundamentalgleichung,ecuación fundamental,fundamental or defining equation,reviewed,R823_ES:C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\cum_es.tex:12997; sha256=7B9097D657B6A39F9304197FA65A9A16BD5EAEAE190340EE735CD867EA8A7861,"La demostración del Teorema IV consistirá en probar que la forma de divisores elementales $P^{(i)}$ es idéntica a la ecuación fundamental del cuerpo de extensión $(P(u,x_{i+1},\ldots,x_n),(x_i))$ sobre $(P(u,x_{i+1},\ldots,x_n))$. Primero, ","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:13864; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Der Beweis von Satz IV wird auf den Nachweis hinauskommen, daß die Elementarteilerform $P^{(i)}$ mit der Fundamentalgleichung des Erweiterungskörpers $(P(u,x_i,x_{i+1},\ldots,x_n))",Specialist/historical term reviewed directly in the R823 bilingual production text; no native-corpus hit claimed.,FC0C223F242CD7382210FDD74D1673633F74CCE4F814B903CC5A2846B4908BE8,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
ES-092,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,92,Spur,traza,field or algebra trace,source-supported,2307.03598v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2307.03598v1\Paper_D-modulos_CNMXXII.tex:434; sha256=7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,\item El subespacio de $\mf{gl}_n(\mb{C})$ cuyas matrices tienen traza cero con el mismo corchete de $\mf{gl}_n(\mb{C})$ es un �lgebra de Lie la cual se denota por $\mf{sl}_n(\mb{C})$ y es llamada \emph{�lgebra lineal especial}. En el caso ,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:9129; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Ein algebraischer Zahlkörper ist definiert als ein Körper \(n\)-ten Grades über dem Körper \(R\) der rationalen Zahlen; ein Körper algebraischer Funktionen einer Veränderlichen als,Native Spanish register witness; R823 context controls the mathematical sense.,238D983A5D476FEF363E4678270B67C359E0F461A619105D6EF27A6919C3246C,unmapped_explicit,no_exact_identity_no_inference,no_mapping,,,,,none_existing_production_evidence_preserved,none,none
