tranche,source_ledger_path,source_ledger_sha256,term_id,source_term,target_term,sense,status,source_evidence,original_wordweb_link,effective_wordweb_link,link_change_status,semantic_compatibility_status,semantic_compatibility_rationale,alternatives_or_crosswalk,adverse_evidence,source_rationale,attestation_effect,promotion_effect
R823_HG_T003,R823_HG_T003/terminology/R823_HG_T003_TERMINOLOGY_v1.csv,798D56C07C5BFDA7BA4996A89FA64B2A57C2194EC17592E11C44FA370F042F97,HG54,reziproker Darstellungsmodul,modul reciproc de representation,reciprocal representation module,historical_construction_candidate,R823:21109;21111,T05-S1 + T17-S2,T05-S1 + T17-S2,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,module de représentation réciproque,ordinary reciprocal/inverse,Reuses T001 source-facing terminology under exact action equations,none_existing_evidence_only,none
R823_HG_T003,R823_HG_T003/terminology/R823_HG_T003_TERMINOLOGY_v1.csv,798D56C07C5BFDA7BA4996A89FA64B2A57C2194EC17592E11C44FA370F042F97,HG55,Kommutativgesetz,lege de commutation,commutation of the o and T-star actions,analytic_source_expansion,R823:21111,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,loi de commutation; legge di commutazione,false inference that either ring is commutative,Names the relationship between actions rather than ring commutativity,none_existing_evidence_only,none
R823_HG_T003,R823_HG_T003/terminology/R823_HG_T003_TERMINOLOGY_v1.csv,798D56C07C5BFDA7BA4996A89FA64B2A57C2194EC17592E11C44FA370F042F97,HG56,einfacher T-star-Modul,modul de T-star que le fonte nomina simple,historically ambiguous simple/one-generator summand,source_preserving_hold,R823:21111,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,module simple; modulo semplice,modern simple module may not match the zero-annihilator/free-rank-one context,Preserves the source word but blocks modern promotion pending historical review,none_existing_evidence_only,none
R823_HG_T003,R823_HG_T003/terminology/R823_HG_T003_TERMINOLOGY_v1.csv,798D56C07C5BFDA7BA4996A89FA64B2A57C2194EC17592E11C44FA370F042F97,HG57,aus x_i tau=0 folgt tau=0,condition de annulator zero,zero annihilator of the displayed generator,analytic_construction_candidate,R823:21103;21111,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,annulateur nul; anulador cero,not the zero module,Implication is stated explicitly in both definitions,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG58,Zusammenhang,relation inter,mathematical relation between representation modules and representations,analytic_construction_candidate,R823:21117,,,retained_v9,explicit_unlinked_outside_reviewed_spine,No v9 WordWeb link was asserted; v10 does not infer one.,rapport entre; relación entre; relazione tra,ordinary causal connection,Neutral analytic heading avoids a French or Spanish connective package,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG59,in eindeutiger Weise,in maniera unic,unique determination of one representation class by each module,construction_candidate_scope_locked,R823:21119,T30-S1,T30-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,de manière unique; de modo único; in modo unico,may be misread as one unique representation,The class is the explicit scope and the following basis argument yields its multiple representatives,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG60,Multiplikation mit c,multiplication per c,left action of a ring element on the module,source_order_candidate,R823:21123,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,multiplicación por; multiplication par; moltiplicazione per,ordinary scalar multiplication could obscure the acting ring,The displayed operand order cm fixes the action,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG61,Homomorphismus von M auf sich,homomorfism de M a se mesme,module endomorphism induced by c without a surjectivity assertion,analytic_construction_candidate,R823:21123,T18-S1,T18-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,endomorfismo; endomorphisme; endomorfism,Romance sur/sobre may falsely imply onto,A direction phrase preserves self-map scope while avoiding a surjectivity claim,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG62,T-Elemente als Operatoren,elementos de T como operadores,right T action compatible with the c-induced self-map,construction_candidate,R823:21123,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,opérateurs; operadores; operatori,operator can have analytic or physical senses,The mixed-associativity equation fixes the module-action sense,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG63,lineare Transformation,transformation linear,T-linear self-map in the historical passage,construction_candidate,R823:21123;21130;21138,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,transformación lineal; transformation linéaire; trasformazione lineare,generic transformation is broader,The y-sum formula defines the linearity intended here,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG64,Summe linearer Transformationen,suma de transformationes linear,pointwise sum of the two c-induced transformations,construction_candidate,R823:21130;21138,T16-S1,none_not_in_60_concept_spine,corrected_v10,false_nearest_match_removed,Pointwise sum of transformations is not the T16-S1 decomposition sense.,somme; suma; somma,not direct sum of modules,The displayed map m to m-prime plus m-double-prime controls the sense,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG65,Produkt als zusammengesetzte Transformation,producto como transformation componite,composition of transformations with source order T1 T2 giving c1c2m,construction_candidate_order_locked,R823:21138,T18-S1,T18-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,composition; composición; composizione,silent reversal of composition order,The exact terminal formula c1c2m is retained,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG66,ringhomomorphes Bild,imagine obtenite per un homomorfism de anels,ring-homomorphic image of o,analytic_carried_candidate,R823:21138,T18-S1,T18-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,image homomorphe; imagen homomorfa; immagine omomorfa,image object must not be conflated with the map,Reuses the T001 analytic construction and names both image and mapping type,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG67,Basis,base,basis of the right T-module,construction_test_candidate_not_promoted,R823:21140;21146,T22-S1,T22-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,basis; base; bază; basa,ordinary foundation/base false friend,The indexed free-module generators and coordinate formula fix the sense,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG68,Basiselemente,elementos del base,basis elements xi of M,analytic_construction_candidate,R823:21140,T22-S1,T22-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,vecteurs de base; elementos de la base; elementi della base,ordinary foundational elements,The indexed coordinate system fixes the linear-basis sense,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG69,Matrix gamma_ij,matrice gamma_ij,coordinate matrix of the c-induced transformation in the chosen basis,construction_candidate,R823:21140;21146,T38-S1,T38-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,matriz; matrice; matriu,not an arbitrary rectangular data array,The equation x-prime_j equals sum xi gamma_ij fixes the role,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG70,eindeutig zugeordnet,corresponde in maniera unic,bijection between the transformations and their matrices in a fixed basis,construction_candidate_scope_locked,R823:21146,T30-S1,T30-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,correspondance bijective; correspondencia biunívoca; corrispondenza biunivoca,unique existence may be confused with a unique basis,The parenthetical mutual determination is retained explicitly,none_existing_evidence_only,none
R823_HG_T004,R823_HG_T004/terminology/R823_HG_T004_TERMINOLOGY_v1.csv,FAF728886168DDC7713346E7E1B1EA37EA7EE2B57FF7F0E204DD1AD7C48FB00E,HG71,Darstellung n-ten Grades,representation de grado n,degree-n representation of o in T,carried_construction_candidate,R823:21146,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,représentation de degré n; representación de grado n; rappresentazione di grado n,rank/degree conflation,Reuses the source-keyed T001 construction,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG72,Isomorphie zwischen Dbar und der Darstellung,isomorfia inter Dbar e le representation,isomorphism between the transformation-image ring and its fixed-basis matrix representation,construction_candidate_scope_locked,R823:21148,T23-S1,T19-S1,corrected_v10,corrected_exact_core_sense,"The row states an isomorphism, which is T19-S1; T23-S1 is matrix rank.",isomorphisme entre; isomorfismo entre; isomorfismo tra,could be misread as literal identity of the two realised objects,The formulas and paired elements exhibit the structure-preserving correspondence,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG73,C entspricht C,c corresponde al matrice C,pairing of the element c with its matrix in the chosen basis,construction_candidate,R823:21148;21151,T30-S1,T30-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,correspond; corresponde; corrisponde,letter case can disappear in speech or OCR,The target repeats element and matrix roles before the formula,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG74,"c(x_1,...,x_n)=(x_1,...,x_n)C",same notation,row-vector convention with the ordered basis tuple and right matrix multiplication,notation_carried_order_locked,R823:21151,T38-S1,T38-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,column-vector rewrite; transposed convention,a silent column-vector rewrite changes subsequent product and conjugation order,The exact source formula is carried without normalization,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG75,d und D gehören zusammen,d corresponde al matrice D,parallel pairing of d with D,construction_candidate,R823:21154;21157,T30-S1,T30-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,va con; correspond; è associato,pronoun-only wording could blur the c/C and d/D pairs,The second pair is repeated with both symbols and roles,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG76,c+d entspricht C+D,c+d corresponde a C+D,additive compatibility of the matrix representation,notation_carried,R823:21160-21168,T16-S1,T18-S1,corrected_v10,corrected_exact_core_sense,The c+d to C+D equation is additive operation preservation by the homomorphism.,somma; suma; somme,could be detached from the fixed symbol pairing,The complete coordinate calculation controls the correspondence,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG77,cd entspricht CD,cd corresponde a CD,multiplicative compatibility in the source order,construction_candidate_order_locked,R823:21170-21178,T18-S1,T18-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,DC under function-composition convention; reverse order,a modern composition convention can silently reverse the matrices,The terminal equality to the row tuple times CD is retained and governs the order,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG78,Realisation mittels einer bestimmten Basis,realisation mediante un base determinate,matrix realization of the induced transformations relative to one fixed basis,construction_candidate,R823:21180,T22-S1,T22-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,réalisation dans une base; realización en una base; realizzazione in una base,realisation can suggest physical implementation,The matrix formulas fix the coordinate sense,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG79,Darstellung n-ten Grades,representation de grado n,degree-n representation of o in T,carried_construction_candidate,R823:21180,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,représentation de degré n; representación de grado n; rappresentazione di grado n,degree can be confused with polynomial degree,This carries HG71 with the same matrix-size-controlled sense,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG80,andere Basis,altere base,a second basis of the same module,construction_candidate,R823:21182,T22-S1,T22-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,autre base; otra base; altra base,ordinary foundation or platform sense,The indexed tuple and transition matrix fix the linear-algebra sense,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG81,reguläre Matrix,matrice regular,historical term for the invertible change-of-basis matrix P,historical_construction_candidate_scope_locked,R823:21182;21184,T38-S1,T38-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,matrice invertibile; matriz invertible; matrice non singolare,modern regular-matrix terminology is sense-unstable,The inherited historical form is retained but explicitly glossed as invertible in the editorial note,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG82,Multiplikation mit P,multiplication con P,right multiplication of the row basis tuple by P,construction_candidate_order_locked,R823:21182-21184,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,multiplication per P; prodotto con P,left multiplication would reverse the declared row-vector convention,The exact equation y=xP controls side and order,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG83,bei der Basis,relative al base,matrix of a transformation relative to a specified basis,analytic_construction_candidate,R823:21186,T22-S1,T22-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,dans la base; respecto de la base; nella base,a locative reading can obscure coordinate dependence,The analytic preposition states the relation without selecting Spanish or French syntax,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG84,durch P^{-1}CP realisiert,realisate per P^{-1}CP,change-of-basis conjugation for y=xP,construction_candidate_order_locked,R823:21186-21198,T38-S1,T38-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,PCP^{-1}; transpose convention,the opposite basis convention yields the inverse conjugation order,The full derivation and terminal formula are retained,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG85,gibt alle Darstellungen einer Darstellungsklasse,dona tote le representationes de un classe de representation,all representatives within one representation class obtained by varying bases,construction_candidate_scope_locked,R823:21202,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,produit toutes les représentations; da todas las representaciones; dà tutte le rappresentazioni,may be overread as all matrices all representations or all classes,The target repeats the class restriction and the editorial note excludes broader quantifiers,none_existing_evidence_only,none
R823_HG_T005,R823_HG_T005/terminology/R823_HG_T005_TERMINOLOGY_v1.csv,0D48DCAB897FC91216376EEC00C3C2FEE5B8C0FF55B37450293EDA7B1C2DDC56,HG86,durch o induzierte lineare Transformationen,transformationes linear inducite per o,the module self-transformations induced by elements of o,carried_construction_candidate,R823:21202,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,transformations engendrées; transformaciones inducidas; trasformazioni indotte,induced can suggest induction of representations rather than ring action,The earlier c-action construction and basis-realisation formula fix the sense,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG87,Jede Darstellungsklasse,cata classe de representation,universal quantification over representation classes rather than over individual matrices,carried_construction_candidate_scope_locked,R823:21209,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,chaque classe de représentation; cada clase de representación; ogni classe di rappresentazione,could be broadened to every representation or every matrix,The class noun remains explicit in theorem and conclusion,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG88,auf die unter 1. angegebene Weise,in le maniera indicate sub 1,back-reference to the module-to-class construction proved immediately before,analytic_construction_candidate,R823:21209,none_not_in_60_concept_spine,none_not_in_60_concept_spine,retained_v9,explicit_no_exact_spine_node,The ledger explicitly records that no exact 60-concept spine sense exists.,de la manière indiquée au 1; de la manera indicada en 1,an unanchored manner phrase could lose the constructive dependency,The numeral and back-reference are retained; this discourse back-reference is not the T47 biconditional sense,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG89,direkte Darstellungen,representationes direct,direct representations only,carried_historical_construction_candidate,R823:21209,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,representaciones directas; représentations directes; rappresentazioni dirette,direct can be ordinary unmediated,The parenthetical scope restriction is translated and repeated in the note,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG90,homomorphe Zuordnung c nach C,association homomorf c a C,homomorphic assignment from each ring element to its representation matrix,carried_construction_candidate,R823:21212,T18-S1,T18-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,correspondence; correspondencia; corrispondenza,ordinary association without operation preservation,The word homomorf and arrow notation jointly fix the homomorphism sense,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG91,Unbestimmte,indeterminates,formal independent generators used to build the free module,construction_candidate,R823:21212,none_not_in_60_concept_spine,none_not_in_60_concept_spine,retained_v9,explicit_no_exact_spine_node,The ledger explicitly records that no exact 60-concept spine sense exists.,indéterminées; indeterminadas; indeterminate,could be read as unknown numerical values,The coordinate-uniqueness rule and free-sum display control the formal sense; no indeterminate concept exists in the 60-concept spine,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG92,T-Rechtsmodul,modul de T con scalars al dextra,right T-module whose coefficients occur after the generators,equation_first_hold_side_word,R823:21212-21216,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,module à droite; módulo derecho; modulo destro,left/right lexical roots split sharply across branches,The operand order x_i tau_i carries side and the prose only glosses it,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG93,übliche Rechenregeln,reglas de calculation,three explicitly displayed coordinate rules rather than an unspecified algebraic convention,analytic_construction_candidate,R823:21216,none_not_in_60_concept_spine,none_not_in_60_concept_spine,retained_v9,explicit_no_exact_spine_node,The ledger explicitly records that no exact 60-concept spine sense exists.,règles de calcul; reglas de cálculo; regole di calcolo,calling them usual can hide the iff uniqueness condition,Every source rule is reproduced before the action is defined; calculation rules are not the T43 definition concept,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG94,dann und nur dann,si e solmente si,biconditional coefficient-uniqueness condition,construction_candidate_scope_locked,R823:21216,T47-S1,T47-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,si et seulement si; si y solo si; se e solo se,one-way implication would not establish coordinate uniqueness,The target uses a bidirectional arrow and explicit phrase,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG95,o-Linksmodul,action de o scripte al sinistra,left o-module action encoded by c preceding the module element,equation_first_hold_side_word,R823:21216,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,module à gauche; módulo izquierdo; modulo sinistro,left/right lexical roots split sharply across branches,The formula c sum x_i tau_i carries side and prevents lexical guessing,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG96,Festsetzung,definition,stipulation that defines the o-action on the formal module,analytic_construction_candidate,R823:21216,T43-S1,T43-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,définition; definición; definizione,could be mistaken for a theorem derived before the action exists,The target states that the action is added by definition and links to the formal-definition sense,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG97,o T Doppelmodul,o T bimodul,bimodule with compatible left-o and right-T actions,carried_construction_candidate,R823:21218,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,bimódulo; bimodule; bimodulo,not every object with two unrelated module structures,The following mixed associativity equation supplies compatibility,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG98,Homomorphierelationen,relationes homomorf,additive and multiplicative equations c+d to C+D and cd to CD,construction_candidate_order_locked,R823:21218-21222,T18-S1,T18-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,relations d'homomorphisme; relaciones de homomorfismo,order reversal under a different composition convention,The two arrow equations are reproduced verbatim in order and instantiate homomorphism compatibility,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG99,Linksmoduleigenschaften,proprietates del modul con action scripte al sinistra,left-module additivity and multiplication compatibility,analytic_construction_candidate,R823:21224-21234,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,propriétés de module à gauche; propiedades de módulo izquierdo,the phrase could be confused with bimodule compatibility,The three preceding formulas delimit exactly which properties are meant,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG100,durchlaufendes Assoziativgesetz,lege associativ mixed,compatibility c(m rho)=(cm)rho between the two module actions,carried_analytic_construction_candidate,R823:21234-21238,T05-S1,T05-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,associativité mixte; associatividad mixta,ordinary associativity of one multiplication or commutativity of rings,The exact equation is repeated in the editorial note,none_existing_evidence_only,none
R823_HG_T006,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,HG101,übrige Darstellungen der Klasse,restante representationes del classe,the other representatives within the already fixed representation class,construction_candidate_scope_locked,R823:21240,T17-S1,T17-S1,retained_v9,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,autres représentations de la classe; restantes representaciones de la clase,could be broadened to all representation classes,The fixed-class phrase remains explicit,none_existing_evidence_only,none
