edge_id,candidate_id,source_file,source_line,source_column_1based,visible_reference_tex,reference_form,reference_scope,structural_context,target_stable_id,destination_label,pdf_destination,target_kind,target_pdf_page,resolution_basis,link_origin,compiled_status,source_span_sha256,compiled_pdf_anchor
sga2.r6.edge.000237,sga2.r6.candidate.000339,parts/04_expose_IV.tex,692,57,Propositions 2.1,named_locator,IV,13,sga2.e04.2.proposition.2-1,IV.2.1,IV.2.1,proposition,32,unique_target_from_syntactic_kind_scope,new,compiled_new_r6,8041EC4D2EE40C4F43E6B94E953258D3ED765ECEBC770E4C22A9FA3DAE823A80,section*.272
sga2.r6.edge.000238,sga2.r6.candidate.000340,parts/04_expose_IV.tex,693,5,3.1\emph{(ii)},bare_dotted_locator,IV,13,sga2.e04.3.proposition.3-1,IV.3.1,IV.3.1,proposition,33,unique_target_from_syntactic_scope,new,compiled_new_r6,8B900BE536AB40A869DC30DC62FD5EB1D983F1CD3762E99B3E2CA65AE5D114DC,section*.278
sga2.r6.edge.000239,sga2.r6.candidate.000342,parts/04_expose_IV.tex,710,42,Corollary 2.2,named_locator,IV,13,sga2.e04.2.corollary.2-2,IV.2.2,IV.2.2,corollary,32,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,0E41CAFF3B3E425BB5719B4316AA505F83E8C6731985F3EF2D4A77C33BD85E7D,section*.275
sga2.r6.edge.000240,sga2.r6.candidate.000345,parts/04_expose_IV.tex,828,70,Proposition 5.1,named_locator,IV,5,sga2.e04.5.proposition.5-1,IV.5.1,IV.5.1,proposition,38,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,4C0A84D3BE903C33517A71760EC8837B983CEC1F29AA2EA66300BBC5FF2E11D1,section*.310
sga2.r6.edge.000241,sga2.r6.candidate.000349,parts/04_expose_IV.tex,887,70,Theorem 6,named_locator,IV,5,sga2.e02.front.theorem.6,II.6,II.6,theorem,16,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,5F7551A8458E45695E462420B38B763AF6C74FF92DE8B9C7DC75DC8941C1F3B8,section*.155
sga2.r6.edge.000242,sga2.r6.candidate.000353,parts/05_expose_V.tex,112,39,(1.3),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.1-3,eq:V.1.3,eq:V.1.3,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,06971EC412FB2F42BD41E929E722589D0386BA049DC1E5E25B6A8B53F983989A,AMS.337
sga2.r6.edge.000243,sga2.r6.candidate.000354,parts/05_expose_V.tex,119,20,(6),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.6,eq:V.6,eq:V.6,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,8D8FEAF7780D6B65F43B3305AB71142E0BD5C8F36701FBE8DB1F98F9599F14C9,AMS.342
sga2.r6.edge.000244,sga2.r6.candidate.000355,parts/05_expose_V.tex,119,35,(5),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.5,eq:V.5,eq:V.5,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,97CE6126F9BAD63AAC5DDF4679F0612CEFE3E29045A0C685838526B952C8150D,AMS.340
sga2.r6.edge.000245,sga2.r6.candidate.000356,parts/05_expose_V.tex,121,31,(9),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.9,eq:V.9,eq:V.9,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,7A7170FAB8CC10CDF154841D6022A9F16E22C78EA17CC854D00F4F3B353D1E02,AMS.346
sga2.r6.edge.000246,sga2.r6.candidate.000357,parts/05_expose_V.tex,143,25,(1.4),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.1-4,eq:V.1.4,eq:V.1.4,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97,AMS.352
sga2.r6.edge.000247,sga2.r6.candidate.000358,parts/05_expose_V.tex,144,32,(5),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.5,eq:V.5,eq:V.5,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,97CE6126F9BAD63AAC5DDF4679F0612CEFE3E29045A0C685838526B952C8150D,AMS.340
sga2.r6.edge.000248,sga2.r6.candidate.000359,parts/05_expose_V.tex,144,47,(6),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.6,eq:V.6,eq:V.6,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,8D8FEAF7780D6B65F43B3305AB71142E0BD5C8F36701FBE8DB1F98F9599F14C9,AMS.342
sga2.r6.edge.000249,sga2.r6.candidate.000360,parts/05_expose_V.tex,167,31,(1.4),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.1-4,eq:V.1.4,eq:V.1.4,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97,AMS.352
sga2.r6.edge.000250,sga2.r6.candidate.000361,parts/05_expose_V.tex,179,39,(12),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.12,eq:V.12,eq:V.12,equation,43,unique_target_from_syntactic_scope,new,compiled_new_r6,A0BAC4A5242302C04D916B754BC2A60EE32A1E37B3F5A69FC3C643DF7AD55D8B,AMS.354
sga2.r6.edge.000251,sga2.r6.candidate.000362,parts/05_expose_V.tex,190,20,(12),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.12,eq:V.12,eq:V.12,equation,43,unique_target_from_syntactic_scope,new,compiled_new_r6,A0BAC4A5242302C04D916B754BC2A60EE32A1E37B3F5A69FC3C643DF7AD55D8B,AMS.354
sga2.r6.edge.000252,sga2.r6.candidate.000363,parts/05_expose_V.tex,196,12,(1.3),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.1-3,eq:V.1.3,eq:V.1.3,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,06971EC412FB2F42BD41E929E722589D0386BA049DC1E5E25B6A8B53F983989A,AMS.337
sga2.r6.edge.000253,sga2.r6.candidate.000364,parts/05_expose_V.tex,196,29,(1.4),parenthesized_locator,V,1.1,sga2.e05.1-1.equation.1-4,eq:V.1.4,eq:V.1.4,equation,42,unique_target_from_syntactic_scope,new,compiled_new_r6,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97,AMS.352
sga2.r6.edge.000254,sga2.r6.candidate.000365,parts/05_expose_V.tex,216,17,"IV, 5.4",cross_expose_locator,IV,2.4,sga2.e04.5.proposition.5-4,IV.5.4,IV.5.4,proposition,39,unique_target_from_syntactic_scope,new,compiled_new_r6,07DE1FD84167DB1D9ED595E2CAABB4AEC98B69C54EA5DAE8B90F2B4EC25F93A7,section*.314
sga2.r6.edge.000255,sga2.r6.candidate.000366,parts/05_expose_V.tex,217,58,(1.5),parenthesized_locator,V,2.4,sga2.e05.1-1.equation.1-5,eq:V.1.5,eq:V.1.5,equation,43,unique_target_from_syntactic_scope,new,compiled_new_r6,0A4594880D0EEC7CFFE15EE1683063952083D42F2FC4FEC167AA50EF56C21115,AMS.355
sga2.r6.edge.000256,sga2.r6.candidate.000368,parts/05_expose_V.tex,239,52,(14),parenthesized_locator,V,2.4,sga2.e05.2-4.equation.14,eq:V.14,eq:V.14,equation,44,unique_target_from_syntactic_scope,new,compiled_new_r6,F22321D3E13D0F409EDE3F7E6C4591FF1E77AE7C531D0A0804AC734B5FFFAD8B,AMS.362
sga2.r6.edge.000257,sga2.r6.candidate.000369,parts/05_expose_V.tex,254,10,(14),parenthesized_locator,V,2.4,sga2.e05.2-4.equation.14,eq:V.14,eq:V.14,equation,44,unique_target_from_syntactic_scope,new,compiled_new_r6,F22321D3E13D0F409EDE3F7E6C4591FF1E77AE7C531D0A0804AC734B5FFFAD8B,AMS.362
sga2.r6.edge.000258,sga2.r6.candidate.000370,parts/05_expose_V.tex,257,25,"III, 3.4",cross_expose_locator,III,2.4,sga2.e03.3.example.3-4,III.3.4,III.3.4,example,25,unique_target_from_syntactic_scope,new,compiled_new_r6,97D603C8D35FA03A644A74139366DA4F9CDB5D7C9BA41ACFE729E8E772B89205,section*.233
sga2.r6.edge.000259,sga2.r6.candidate.000374,parts/05_expose_V.tex,338,31,(16),parenthesized_locator,V,3,sga2.e05.3.equation.16,eq:V.16,eq:V.16,equation,45,unique_target_from_syntactic_scope,new,compiled_new_r6,A186B156D012CEE172FD1106E9B9E40B5116A4EBECEE895D8E3AA777B6BEC302,AMS.371
sga2.r6.edge.000260,sga2.r6.candidate.000375,parts/05_expose_V.tex,338,49,(17),parenthesized_locator,V,3,sga2.e05.3.equation.17,eq:V.17,eq:V.17,equation,45,unique_target_from_syntactic_scope,new,compiled_new_r6,4F6D004231F8BC61F4B445E5585DB85AFE61D5A87CAAB618EAFB122944A4CBB2,AMS.373
sga2.r6.edge.000261,sga2.r6.candidate.000376,parts/05_expose_V.tex,343,21,Proposition~2.3~bis,named_locator,V,3,sga2.e01.2.corollary.2-3,I.2.3bof,I.2.3bof,corollary,8,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,3F2E30CDDB273E819D3D093ADDBBDBD262E8621A81BD53D630B3A96DEAF2C69A,section*.83
sga2.r6.edge.000262,sga2.r6.candidate.000377,parts/05_expose_V.tex,356,67,(15),parenthesized_locator,V,3,sga2.e05.3.equation.15,eq:V.15,eq:V.15,equation,44,unique_target_from_syntactic_scope,new,compiled_new_r6,49B59326B7BCF29BFB032E9E1C2B0B270167240FB47DA43CB10856735DC752CC,AMS.369
sga2.r6.edge.000263,sga2.r6.candidate.000378,parts/05_expose_V.tex,357,35,Lemma~3.2,named_locator,V,3,sga2.e05.3.lemma.3-2,V.3.2,V.3.2,lemma,44,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,0C3B5581A6179DF9C0E1CDEE2BED4A06537FB4536534FE7272A6EE2249C086BC,section*.367
sga2.r6.edge.000264,sga2.r6.candidate.000379,parts/05_expose_V.tex,383,12,(2.1),parenthesized_locator,V,3,sga2.e05.2-4.theorem.2-1,V.2.1,V.2.1,theorem,44,unique_target_from_syntactic_scope,new,compiled_new_r6,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,section*.363
sga2.r6.edge.000265,sga2.r6.candidate.000380,parts/05_expose_V.tex,442,51,(22),parenthesized_locator,V,3,sga2.e05.3.equation.22,eq:V.22,eq:V.22,equation,45,unique_target_from_syntactic_scope,new,compiled_new_r6,5A99258F85E0007D10F951477A82E8A19DCB68C775C21DA789C81CDA56FB7998,AMS.383
sga2.r6.edge.000266,sga2.r6.candidate.000381,parts/05_expose_V.tex,458,16,(22),parenthesized_locator,V,3,sga2.e05.3.equation.22,eq:V.22,eq:V.22,equation,45,unique_target_from_syntactic_scope,new,compiled_new_r6,5A99258F85E0007D10F951477A82E8A19DCB68C775C21DA789C81CDA56FB7998,AMS.383
sga2.r6.edge.000267,sga2.r6.candidate.000386,parts/05_expose_V.tex,567,48,I 2.9),cross_expose_locator,I,3,sga2.e01.2.corollary.2-9,I.2.9,I.2.9,corollary,10,unique_target_from_syntactic_scope,new,compiled_new_r6,E2E3FE12A5EDCC57B4ADE93B468B7B9CC88AC884B6E48221E0930ED6559FED5E,section*.109
sga2.r6.edge.000268,sga2.r6.candidate.000387,parts/05_expose_V.tex,573,4,3.1\textup{(iii)},bare_dotted_locator,V,3,sga2.e05.3.theorem.3-1,V.3.1,V.3.1,theorem,44,unique_target_from_syntactic_scope,new,compiled_new_r6,2E0971A4E086B3F5B7D45F6FC8E279ACCC5E13ADF200E8A40A7B54D4E06F0A24,section*.366
sga2.r6.edge.000269,sga2.r6.candidate.000388,parts/05_expose_V.tex,604,20,(3.2),parenthesized_locator,V,3,sga2.e05.3.lemma.3-2,V.3.2,V.3.2,lemma,44,unique_target_from_syntactic_scope,new,compiled_new_r6,381F7CD5BC1B18DFC6B47606C8EEEDAE8EB4F0BC82F837E10BE94D05593546B7,section*.367
sga2.r6.edge.000270,sga2.r6.candidate.000389,parts/05_expose_V.tex,605,9,(2.1),parenthesized_locator,V,3,sga2.e05.2-4.theorem.2-1,V.2.1,V.2.1,theorem,44,unique_target_from_syntactic_scope,new,compiled_new_r6,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,section*.363
sga2.r6.edge.000271,sga2.r6.candidate.000390,parts/05_expose_V.tex,609,31,IV 4.7),cross_expose_locator,IV,3,sga2.e04.4.theorem.4-7,IV.4.7,IV.4.7,theorem,36,unique_target_from_syntactic_scope,new,compiled_new_r6,A641D85BE0264B06AB64F63211AE6E97E4B90B52446C272DDDC426327DE25A84,section*.293
sga2.r6.edge.000272,sga2.r6.candidate.000391,parts/05_expose_V.tex,629,19,(24),parenthesized_locator,V,3,sga2.e05.3.equation.24,eq:V.24,eq:V.24,equation,48,unique_target_from_syntactic_scope,new,compiled_new_r6,F55BB38D06988AE2CF26EABDA836BDA422D45D2B7461BC6B43F378004D026A8D,AMS.392
sga2.r6.edge.000273,sga2.r6.candidate.000392,parts/05_expose_V.tex,635,45,(2.1),parenthesized_locator,V,3,sga2.e05.2-4.theorem.2-1,V.2.1,V.2.1,theorem,44,unique_target_from_syntactic_scope,new,compiled_new_r6,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,section*.363
sga2.r6.edge.000274,sga2.r6.candidate.000393,parts/05_expose_V.tex,665,27,(3.5),parenthesized_locator,V,3,sga2.e05.3.proposition.3-5,V.3.5,V.3.5,proposition,48,unique_target_from_syntactic_scope,new,compiled_new_r6,E946D3BBC1C7701BF56981AAF6967AE09A652AC1E28494218BDA99BDE6E4D148,section*.388
sga2.r6.edge.000275,sga2.r6.candidate.000394,parts/05_expose_V.tex,665,47,III 3.1),cross_expose_locator,III,3,sga2.e03.3.lemma.3-1,III.3.1,III.3.1,lemma,23,unique_target_from_syntactic_scope,new,compiled_new_r6,5427131043C4ACE27BA0C65FC4F88F4A5FC58B955F241790580A064AC881B18B,section*.223
sga2.r6.edge.000276,sga2.r6.candidate.000398,parts/06_expose_VI.tex,44,40,Theorem 1.3,named_locator,VI,1.1,sga2.e06.1-1.theorem.1-3,VI.1.3,VI.1.3,theorem,49,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,04A6D2522A3510442EA5E70FD9AB25D081185C1BA0B3A4AD0600AE24F40ED0B4,section*.404
sga2.r6.edge.000277,sga2.r6.candidate.000401,parts/06_expose_VI.tex,87,32,\eqref{VI.1.4.2},preexisting_eqref_command,VI,1.4,sga2.e06.1-4.equation.1-4-2,VI.1.4.2,VI.1.4.2,equation,50,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,3BA2BBD9165B0100602ACF47126D2910FD24886C85CB44ED15336FD6147A8C4C,AMS.413
sga2.r6.edge.000278,sga2.r6.candidate.000403,parts/06_expose_VI.tex,101,16,I 1.9),cross_expose_locator,I,1.5,sga2.e01.1.corollary.1-9,I.1.9,I.1.9,corollary,7,unique_target_from_syntactic_scope,new,compiled_new_r6,577DD38FB4127FD19AA3D2F1676575806F7D8221B7A3A0170D9AA84BABA1AA4F,section*.69
sga2.r6.edge.000279,sga2.r6.candidate.000404,parts/06_expose_VI.tex,102,70,I 2.12),cross_expose_locator,I,1.5,sga2.e01.2.corollary.2-12,I.2.12,I.2.12,corollary,10,unique_target_from_syntactic_scope,new,compiled_new_r6,231D898145929DA2DEEEDF096FB803C543F503D48F3D79FD0D3E9353DFDC19DE,section*.120
sga2.r6.edge.000280,sga2.r6.candidate.000406,parts/06_expose_VI.tex,109,36,\eqref{VI.1.4.3},preexisting_eqref_command,VI,1.5,sga2.e06.1-4.equation.1-4-3,VI.1.4.3,VI.1.4.3,equation,50,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,322D9BC758A96C9B68123D8AACDB291EA3607076C8679BF31E8662713E309234,AMS.414
sga2.r6.edge.000281,sga2.r6.candidate.000407,parts/06_expose_VI.tex,113,21,I 1.4),cross_expose_locator,I,1.5,sga2.e01.1.corollary.1-4,I.1.4,I.1.4,corollary,6,unique_target_from_syntactic_scope,new,compiled_new_r6,A37E4B039A84445531031C75E28F1ECEEA43904E50BC6F1E856B9F0771313A47,section*.50
sga2.r6.edge.000282,sga2.r6.candidate.000409,parts/06_expose_VI.tex,120,26,\eqref{VI.1.4.2},preexisting_eqref_command,VI,1.5,sga2.e06.1-4.equation.1-4-2,VI.1.4.2,VI.1.4.2,equation,50,preexisting_latex_reference_command,preexisting,compiled_preserved_r6,3BA2BBD9165B0100602ACF47126D2910FD24886C85CB44ED15336FD6147A8C4C,AMS.413
sga2.r6.edge.000283,sga2.r6.candidate.000413,parts/06_expose_VI.tex,156,40,(1.7.2),parenthesized_locator,VI,1.7,sga2.e06.1-7.equation.1-7-2,VI.1.7.2,VI.1.7.2,equation,50,unique_target_from_syntactic_scope,new,compiled_new_r6,229B9AE8359D34A94C51FC122087754E2DEECA41886C477C156702F05DC67949,AMS.429
sga2.r6.edge.000284,sga2.r6.candidate.000414,parts/06_expose_VI.tex,156,66,(1.4.2),parenthesized_locator,VI,1.7,sga2.e06.1-4.equation.1-4-2,VI.1.4.2,VI.1.4.2,equation,50,unique_target_from_syntactic_scope,new,compiled_new_r6,0BE1A909E224DE6F527422557A7CABA694E70E61764E234640DCCE6D6A333792,AMS.413
sga2.r6.edge.000285,sga2.r6.candidate.000417,parts/06_expose_VI.tex,189,47,Theorems (1.3),named_locator,VI,1.7,sga2.e06.1-1.theorem.1-3,VI.1.3,VI.1.3,theorem,49,unique_target_from_syntactic_kind_scope,new,compiled_new_r6,C8FF33D763DAF426BABABDD2B91665FC739AF0553E327AB1558299A07D32AD39,section*.404
sga2.r6.edge.000286,sga2.r6.candidate.000418,parts/06_expose_VI.tex,189,66,(1.8),parenthesized_locator,VI,1.7,sga2.e06.1-7.theorem.1-8,VI.1.8,VI.1.8,theorem,50,unique_target_from_syntactic_scope,new,compiled_new_r6,156B7DCD8D2075D17AB7901CD62241977DDA43D3858E6A00CFCDAEE7B48BA9FC,section*.430
sga2.r6.edge.000287,sga2.r6.candidate.000420,parts/06_expose_VI.tex,200,7,(1.6.3),parenthesized_locator,VI,2,sga2.e06.1-5.equation.1-6-3,VI.1.6.3,VI.1.6.3,equation,50,unique_target_from_syntactic_scope,new,compiled_new_r6,349ADAB49C0066A926E62C60A1E1BE7E52F0C6DF9858CA28DFFA3993E9A3CAE5,AMS.423
sga2.r6.edge.000288,sga2.r6.candidate.000421,parts/06_expose_VI.tex,205,33,Corollary 3,named_locator,VI,2,sga2.e02.front.corollary.3,II.3,II.3,corollary,14,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,2A98A68F36BC16856FABD955C4346FE2434052A83516CB98CA6ACE9CD69126F9,section*.138
sga2.r6.edge.000289,sga2.r6.candidate.000423,parts/06_expose_VI.tex,235,51,(1.4),parenthesized_locator,VI,2.2,sga2.e06.1-4.section.1-4,VI.1.4,VI.1.4,section,49,unique_target_from_syntactic_scope,new,compiled_new_r6,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97,section*.408
sga2.r6.edge.000290,sga2.r6.candidate.000425,parts/06_expose_VI.tex,256,41,Theorem 2.3,named_locator,VI,2.2,sga2.e06.2-2.theorem.2-3,VI.2.3,VI.2.3,theorem,51,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,4CE291236BF45B1318E54E9F71292DB455D328DAE521600852EC5383F04C4B75,section*.437
sga2.r6.edge.000291,sga2.r6.candidate.000426,parts/06_expose_VI.tex,258,10,II 6,cross_expose_locator,II,2.2,sga2.e02.front.theorem.6,II.6,II.6,theorem,16,unique_target_from_syntactic_scope,new,compiled_new_r6,9BF5D35C985B1EC3B762BE667E1DFD0C4B5D5A590DF148E15117C185A465BE6D,section*.155
sga2.r6.edge.000292,sga2.r6.candidate.000427,parts/06_expose_VI.tex,258,49,(1.6.2),parenthesized_locator,VI,2.2,sga2.e06.1-5.equation.1-6-2,VI.1.6.2,VI.1.6.2,equation,50,unique_target_from_syntactic_scope,new,compiled_new_r6,35E4DFB205200AAD92D626FCC4C0884153348B494861CEA1133485B6B9418AE6,AMS.422
sga2.r6.edge.000293,sga2.r6.candidate.000428,parts/06_expose_VI.tex,261,25,(2.1),parenthesized_locator,VI,2.2,sga2.e06.2.proposition.2-1,VI.2.1,VI.2.1,proposition,51,unique_target_from_syntactic_scope,new,compiled_new_r6,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,section*.434
sga2.r6.edge.000294,sga2.r6.candidate.000429,parts/06_expose_VI.tex,272,37,(2.3.1),parenthesized_locator,VI,2.2,sga2.e06.2-2.equation.2-3-1,VI.2.3.1,VI.2.3.1,equation,52,unique_target_from_syntactic_scope,new,compiled_new_r6,0A38B845F19470A2AE3E0C41A2AAFF7FAD9A9469AA18192AE44B7A5EAE1F6D11,AMS.442
sga2.r6.edge.000295,sga2.r6.candidate.000430,parts/06_expose_VI.tex,275,14,(2.3.1),parenthesized_locator,VI,2.2,sga2.e06.2-2.equation.2-3-1,VI.2.3.1,VI.2.3.1,equation,52,unique_target_from_syntactic_scope,new,compiled_new_r6,0A38B845F19470A2AE3E0C41A2AAFF7FAD9A9469AA18192AE44B7A5EAE1F6D11,AMS.442
sga2.r6.edge.000296,sga2.r6.candidate.000431,parts/06_expose_VI.tex,283,26,"II, 9",cross_expose_locator,II,2.2,sga2.e02.front.lemma.9,II.9,II.9,lemma,17,unique_target_from_syntactic_scope,new,compiled_new_r6,EF9FE179E1884B6C6F4EC2FF1725B826444425DBC4D227DFFC1C6921CDADD9FF,section*.171
sga2.r6.edge.000297,sga2.r6.candidate.000432,parts/06_expose_VI.tex,283,36,11,coordinated_list_member,II,2.2,sga2.e02.front.lemma.11,II.11,II.11,lemma,18,unique_target_from_syntactic_scope,new,compiled_new_r6,4FC82B26AECB47D2868C4EFBE3581732A3E7CBCC6C2EFB32062C08170A05EEB8,section*.176
sga2.r6.edge.000298,sga2.r6.candidate.000433,parts/06_expose_VI.tex,284,13,IV.2.2),cross_expose_locator,IV,2.2,sga2.e04.2.corollary.2-2,IV.2.2,IV.2.2,corollary,32,unique_target_from_syntactic_scope,new,compiled_new_r6,9C2F940D86F2C0080E0BF82EFC9CF23A21BDB9F05DFBC4CD1EA84F53A48D6724,section*.275
sga2.r6.edge.000299,sga2.r6.candidate.000434,parts/06_expose_VI.tex,291,10,(1.6.3),parenthesized_locator,VI,2.2,sga2.e06.1-5.equation.1-6-3,VI.1.6.3,VI.1.6.3,equation,50,unique_target_from_syntactic_scope,new,compiled_new_r6,349ADAB49C0066A926E62C60A1E1BE7E52F0C6DF9858CA28DFFA3993E9A3CAE5,AMS.423
sga2.r6.edge.000300,sga2.r6.candidate.000436,parts/07_expose_VII.tex,37,42,Lemma 1.1,named_locator,VII,1,sga2.e07.1.lemma.1-1,VII.1.1,VII.1.1,lemma,53,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,0A9CE39FCF9ED30982D1C0267E74A3152A4950473DE4A67ACEB3B8A35817FDFF,section*.447
sga2.r6.edge.000301,sga2.r6.candidate.000437,parts/07_expose_VII.tex,50,20,"IV, 1.3)",cross_expose_locator,IV,1,sga2.e04.1.proposition.1-3,IV.1.3,IV.1.3,proposition,30,unique_target_from_syntactic_scope,new,compiled_new_r6,28968D98A3A8D0426C8A1B0B1DAB3EFCC665E865AFEB3E96BD1B0821DDC604AE,section*.262
sga2.r6.edge.000302,sga2.r6.candidate.000438,parts/07_expose_VII.tex,55,52,"II, 6)",cross_expose_locator,II,1,sga2.e02.front.theorem.6,II.6,II.6,theorem,16,unique_target_from_syntactic_scope,new,compiled_new_r6,BD40517BA8A43AAF3FC54101BB9047EE73CB81B36141BBE0C3C69E1010CA8E6A,section*.155
sga2.r6.edge.000303,sga2.r6.candidate.000439,parts/07_expose_VII.tex,61,49,"VI, 2.3)",cross_expose_locator,VI,1,sga2.e06.2-2.theorem.2-3,VI.2.3,VI.2.3,theorem,51,unique_target_from_syntactic_scope,new,compiled_new_r6,05D3F622AA418FA9C759F0F52620B9539F5DC2DFC564ED21CA0BF6736163FFCE,section*.437
sga2.r6.edge.000304,sga2.r6.candidate.000441,parts/07_expose_VII.tex,135,42,Proposition 1.2,named_locator,VII,1,sga2.e07.1.proposition.1-2,VII.1.2,VII.1.2,proposition,54,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,712D7D8B262D4190B56B076006752E962415E22D5FBD7AA09D1C9415CCFB260C,section*.449
sga2.r6.edge.000305,sga2.r6.candidate.000442,parts/07_expose_VII.tex,149,46,(1.1),parenthesized_locator,VII,1,sga2.e07.1.equation.1-1,eq:VII.1.1,eq:VII.1.1,equation,54,unique_equation_in_parenthesized_formula_context,new,compiled_new_r6,822C5DB25A71FDAB37CFE32A8A9C8626FB03B4529FEAC98AFF0FB535A62D01DB,AMS.456
sga2.r6.edge.000306,sga2.r6.candidate.000443,parts/07_expose_VII.tex,150,48,(1.1),parenthesized_locator,VII,1,sga2.e07.1.equation.1-1,eq:VII.1.1,eq:VII.1.1,equation,54,unique_equation_in_parenthesized_formula_context,new,compiled_new_r6,822C5DB25A71FDAB37CFE32A8A9C8626FB03B4529FEAC98AFF0FB535A62D01DB,AMS.456
sga2.r6.edge.000307,sga2.r6.candidate.000444,parts/07_expose_VII.tex,152,46,(1.1),parenthesized_locator,VII,1,sga2.e07.1.equation.1-1,eq:VII.1.1,eq:VII.1.1,equation,54,unique_equation_in_parenthesized_formula_context,new,compiled_new_r6,822C5DB25A71FDAB37CFE32A8A9C8626FB03B4529FEAC98AFF0FB535A62D01DB,AMS.456
sga2.r6.edge.000308,sga2.r6.candidate.000446,parts/07_expose_VII.tex,174,42,Lemma 1.3,named_locator,VII,1,sga2.e07.1.lemma.1-3,VII.1.3,VII.1.3,lemma,55,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,36CB4C4EE65C7341EBDEE32736B73B4AFB17541C8A25F143F3DDCB34A2EDC79D,section*.457
sga2.r6.edge.000309,sga2.r6.candidate.000447,parts/07_expose_VII.tex,196,55,Proposition 1.2,named_locator,VII,1,sga2.e07.1.proposition.1-2,VII.1.2,VII.1.2,proposition,54,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,712D7D8B262D4190B56B076006752E962415E22D5FBD7AA09D1C9415CCFB260C,section*.449
sga2.r6.edge.000310,sga2.r6.candidate.000448,parts/07_expose_VII.tex,198,62,Lemma~1.1,named_locator,VII,1,sga2.e07.1.lemma.1-1,VII.1.1,VII.1.1,lemma,53,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,0C5A0220D97B888B2262ABBF304ABAE85327B0D707A5AA729C44E142A9F21410,section*.447
sga2.r6.edge.000311,sga2.r6.candidate.000450,parts/07_expose_VII.tex,204,38,Proposition~1.2,named_locator,VII,1,sga2.e07.1.proposition.1-2,VII.1.2,VII.1.2,proposition,54,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,B3579A0DAB7EC78570E076F81798797A84C5B2BA47350265E4AC7A9E8AFF7C4A,section*.449
sga2.r6.edge.000312,sga2.r6.candidate.000451,parts/07_expose_VII.tex,219,16,III.3.3,cross_expose_locator,III,1,sga2.e03.3.proposition.3-3,III.3.3,III.3.3,proposition,24,unique_target_from_syntactic_kind_scope,new,compiled_new_r6,B9F9ADA357ECB5059A0FE6CC2F24CC34982F2E432D31B80C6096B6DC9EF01869,section*.229
sga2.r6.edge.000313,sga2.r6.candidate.000452,parts/07_expose_VII.tex,219,61,Proposition~1.2,named_locator,VII,1,sga2.e07.1.proposition.1-2,VII.1.2,VII.1.2,proposition,54,preexisting_hyperref_payload,preexisting,compiled_preserved_r6,B3579A0DAB7EC78570E076F81798797A84C5B2BA47350265E4AC7A9E8AFF7C4A,section*.449
