candidate_id,pattern_kind,source_file,source_line,source_column_1based,visible_reference_tex,raw_locator,current_expose,reference_scope,structural_context,kind_cue,candidate_target_ids,resolved_target_id,destination_label,final_class,resolution_basis,link_status,source_span_sha256,context,manual_audit_status,document_order
sga2.r6.candidate.000357,parenthesized_locator,parts/05_expose_V.tex,143,25,(1.4),1.4,V,V,1.1,,sga2.e05.1-1.equation.1-4,sga2.e05.1-1.equation.1-4,eq:V.1.4,resolved_internal_edge,unique_target_from_syntactic_scope,new,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97,"tarrow\n  \Homop\!\left(\UH^j(R(M),R(P)),\UH^{i+j}(R(N),R(P))\right).\n\end{equation*}\n\nWe shall see that \emph{(1.4)} is a homomorphism of $\delta$-functors in\n$M$. The exact sequences \emph{(5)} and \emph{(6)} give a commutat",not_required_internal_or_structural,357
sga2.r6.candidate.000358,parenthesized_locator,parts/05_expose_V.tex,144,32,(5),5,V,V,1.1,,sga2.e05.1-1.equation.5,sga2.e05.1-1.equation.5,eq:V.5,resolved_internal_edge,unique_target_from_syntactic_scope,new,97CE6126F9BAD63AAC5DDF4679F0612CEFE3E29045A0C685838526B952C8150D,on*}\n\nWe shall see that \emph{(1.4)} is a homomorphism of $\delta$-functors in\n$M$. The exact sequences \emph{(5)} and \emph{(6)} give a commutative\ndiagram:\n\begin{center}\n\resizebox{\textwidth}{!}{%\n\begin{tikzcd}[ampersa,not_required_internal_or_structural,358
sga2.r6.candidate.000359,parenthesized_locator,parts/05_expose_V.tex,144,47,(6),6,V,V,1.1,,sga2.e05.1-1.equation.6,sga2.e05.1-1.equation.6,eq:V.6,resolved_internal_edge,unique_target_from_syntactic_scope,new,8D8FEAF7780D6B65F43B3305AB71142E0BD5C8F36701FBE8DB1F98F9599F14C9,see that \emph{(1.4)} is a homomorphism of $\delta$-functors in\n$M$. The exact sequences \emph{(5)} and \emph{(6)} give a commutative\ndiagram:\n\begin{center}\n\resizebox{\textwidth}{!}{%\n\begin{tikzcd}[ampersand replacement=,not_required_internal_or_structural,359
sga2.r6.candidate.000360,parenthesized_locator,parts/05_expose_V.tex,167,31,(1.4),1.4,V,V,1.1,,sga2.e05.1-1.equation.1-4,sga2.e05.1-1.equation.1-4,eq:V.1.4,resolved_internal_edge,unique_target_from_syntactic_scope,new,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97," (respectively\n$g'\in\Homop^j(R(M),R(P))$) be such that $p(h')=h$ (respectively\n$q(g')=g$). To say that \emph{(1.4)} is a homomorphism of $\delta$-functors\nin $M$ is to say that\n\begin{equation}\tag{12}\label{eq:V.12}\n  g\cir",not_required_internal_or_structural,360
sga2.r6.candidate.000361,parenthesized_locator,parts/05_expose_V.tex,179,39,(12),12,V,V,1.1,,sga2.e05.1-1.equation.12,sga2.e05.1-1.equation.12,eq:V.12,resolved_internal_edge,unique_target_from_syntactic_scope,new,A0BAC4A5242302C04D916B754BC2A60EE32A1E37B3F5A69FC3C643DF7AD55D8B,"1}d_2\circ h',\\\n  dg'&=g'\circ d_2+(-1)^{j+1}d_3\circ g',\n\end{align*}\nwith the obvious notation. Thus \emph{(12)} becomes\n\[\n  g\circ h'\circ d_1+(-1)^{i+1}g\circ d_2\circ h'\n  -g'\circ d_2\circ h-(-1)^{j+1}d_3\circ g'\cir",not_required_internal_or_structural,361
sga2.r6.candidate.000362,parenthesized_locator,parts/05_expose_V.tex,190,20,(12),12,V,V,1.1,,sga2.e05.1-1.equation.12,sga2.e05.1-1.equation.12,eq:V.12,resolved_internal_edge,unique_target_from_syntactic_scope,new,A0BAC4A5242302C04D916B754BC2A60EE32A1E37B3F5A69FC3C643DF7AD55D8B,"n{align*}\n  g\circ d_2&=(-1)^j d_3\circ g,\\\n  d_2\circ h&=(-1)^i h\circ d_1.\n\end{align*}\nConsequently \emph{(12)} is finally written as\n\[\n  d\!\left(g\circ h'+(-1)^{i+1}g'\circ h\right),\n\]\nwhich completes the proof.\n\nThu",not_required_internal_or_structural,362
sga2.r6.candidate.000363,parenthesized_locator,parts/05_expose_V.tex,196,12,(1.3),1.3,V,V,1.1,,sga2.e05.1-1.equation.1-3,sga2.e05.1-1.equation.1-3,eq:V.1.3,resolved_internal_edge,unique_target_from_syntactic_scope,new,06971EC412FB2F42BD41E929E722589D0386BA049DC1E5E25B6A8B53F983989A,"ally written as\n\[\n  d\!\left(g\circ h'+(-1)^{i+1}g'\circ h\right),\n\]\nwhich completes the proof.\n\nThus \emph{(1.3)} and \emph{(1.4)} give a homomorphism of $\delta$-functors\nin $M$:\n\begin{equation*}\tag{1.5}\label{eq:V.1.5}",not_required_internal_or_structural,363
sga2.r6.candidate.000364,parenthesized_locator,parts/05_expose_V.tex,196,29,(1.4),1.4,V,V,1.1,,sga2.e05.1-1.equation.1-4,sga2.e05.1-1.equation.1-4,eq:V.1.4,resolved_internal_edge,unique_target_from_syntactic_scope,new,073E00B1E65D76A4FE77B1D40B27FDFA69D23934A23ECD8B18DB5D0F49C46D97,"[\n  d\!\left(g\circ h'+(-1)^{i+1}g'\circ h\right),\n\]\nwhich completes the proof.\n\nThus \emph{(1.3)} and \emph{(1.4)} give a homomorphism of $\delta$-functors\nin $M$:\n\begin{equation*}\tag{1.5}\label{eq:V.1.5}\n  \Extop^i(N,M)\",not_required_internal_or_structural,364
sga2.r6.candidate.000365,cross_expose_locator,parts/05_expose_V.tex,216,17,"IV, 5.4",5.4,V,IV,2.4,,sga2.e04.5.proposition.5-4,sga2.e04.5.proposition.5-4,IV.5.4,resolved_internal_edge,unique_target_from_syntactic_scope,new,07DE1FD84167DB1D9ED595E2CAABB4AEC98B69C54EA5DAE8B90F2B4EC25F93A7,"frak m}(M)\n  \qquad\text{(so }H^i(M)=\varinjlim_k\n    \Extop^i(A/\mathfrak m^k,M)\text{)}.\n\]\nWe saw in \emph{IV, 5.4} that $I=H^r(A)$ is a dualizing module for $A$;\ndenote the associated dualizing functor by $D$. In \emph{(1.5",not_required_internal_or_structural,365
sga2.r6.candidate.000366,parenthesized_locator,parts/05_expose_V.tex,217,58,(1.5),1.5,V,V,2.4,,sga2.e05.1-1.equation.1-5,sga2.e05.1-1.equation.1-5,eq:V.1.5,resolved_internal_edge,unique_target_from_syntactic_scope,new,0A4594880D0EEC7CFFE15EE1683063952083D42F2FC4FEC167AA50EF56C21115," 5.4} that $I=H^r(A)$ is a dualizing module for $A$;\ndenote the associated dualizing functor by $D$. In \emph{(1.5)}, put\n$N=A/\mathfrak m^k$ and $P=A$. We then obtain a homomorphism of\n$\delta$-functors in $M$,\n\begin{equati",not_required_internal_or_structural,366
sga2.r6.candidate.000367,named_locator,parts/05_expose_V.tex,234,18,Theorem 2.1,2.1,V,V,2.4,theorem,sga2.e05.2-4.theorem.2-1,sga2.e05.2-4.theorem.2-1,V.2.1,structural_declaration_or_tag,semantic_target_heading_declaration,no,05A829E0498EDB0B77AC5D25431F4B48B0E6A11F4492AB8DE4A3EDF67026CD82,"\colon H^i(M)\longrightarrow\n    D\!\left(\Extop^{r-i}(M,A)\right).\n\end{equation}\n\n\medskip\n\noindent\textbf{Theorem 2.1 (Local duality theorem).}\sgareaderlabel{V.2.1}{2.1}\nThe preceding functorial homomorphism $\varphi$ is an is",not_required_internal_or_structural,367
sga2.r6.candidate.000368,parenthesized_locator,parts/05_expose_V.tex,239,52,(14),14,V,V,2.4,,sga2.e05.2-4.equation.14,sga2.e05.2-4.equation.14,eq:V.14,resolved_internal_edge,unique_target_from_syntactic_scope,new,F22321D3E13D0F409EDE3F7E6C4591FF1E77AE7C531D0A0804AC734B5FFFAD8B,"phi$ is an isomorphism.\n\n\medskip\n\noindent\textit{Proof.}\nIf $i>r$,\srcpage{65} the right-hand side of \emph{(14)} is trivially zero,\nand the left-hand side is zero because\n\[\n  H^i(M)=\varinjlim_k \Extop^i(A/\mathfrak m^k,",not_required_internal_or_structural,368
sga2.r6.candidate.000369,parenthesized_locator,parts/05_expose_V.tex,254,10,(14),14,V,V,2.4,,sga2.e05.2-4.equation.14,sga2.e05.2-4.equation.14,eq:V.14,resolved_internal_edge,unique_target_from_syntactic_scope,new,F22321D3E13D0F409EDE3F7E6C4591FF1E77AE7C531D0A0804AC734B5FFFAD8B,"bserve that every finitely\ngenerated module admits a finite presentation, while for $i<r$ both sides\nof \emph{(14)} vanish when $M$ is finitely generated and free. This is\nclear for the right-hand side. Since $H^i$ commutes ",not_required_internal_or_structural,369
sga2.r6.candidate.000370,cross_expose_locator,parts/05_expose_V.tex,257,25,"III, 3.4",3.4,V,III,2.4,,sga2.e03.3.example.3-4,sga2.e03.3.example.3-4,III.3.4,resolved_internal_edge,unique_target_from_syntactic_scope,new,97D603C8D35FA03A644A74139366DA4F9CDB5D7C9BA41ACFE729E8E772B89205,"e direct sums,\nfor the left-hand side it is enough to show that $H^i(A)=0$ for $i<r$.\nThis follows from \emph{III, 3.4}, since $\prof(A)=r$. \hfill$\square$\n% END COMPONENT SGA2-V-C03\n\n% BEGIN COMPONENT SGA2-V-C04 :: unit_V_3_1_",not_required_internal_or_structural,370
sga2.r6.candidate.000371,named_locator,parts/05_expose_V.tex,264,20,Theorem 3.1,3.1,V,V,3,theorem,sga2.e05.3.theorem.3-1,sga2.e05.3.theorem.3-1,V.3.1,structural_declaration_or_tag,semantic_target_heading_declaration,no,E7A969EAFF3F5CE29233A367319A7381EDE24505DC6F5D77B881DE99A189F4A1,"_draft\n\section*{3. Application to the structure of the $H^i(M)$}\n\sgareaderlabel{V.3}{3}\n\n\begin{sgatheorem}{Theorem 3.1}\sgareaderlabel{V.3.1}{3.1}\nLet $A$ be a Noetherian local ring, let $D$ be a dualizing functor for $A$,\nand l",not_required_internal_or_structural,371
sga2.r6.candidate.000372,bare_dotted_locator,parts/05_expose_V.tex,283,16,0.8,0.8,V,V,3,,,,,typography_layout_geometry,tex_layout_dimension,no,1E9D7C27C8BBC8DDF0055C93E064A62FA995D177FEE28CC8FA949BC8A4DB06F4,",\mathfrak p\in\Assop(M)\mid \dim(A/\mathfrak p)=n\,\}.\n  \]\n\end{enumerate}\n\end{sgatheorem}\n\n\par\addvspace{0.8\baselineskip}\noindent\textit{Proof.}\ \nLet $I$ be the dualizing module associated with $D$. We know that\n$\w",audited_positive_disposition_codex_2026-07-23,372
sga2.r6.candidate.000373,named_locator,parts/05_expose_V.tex,297,18,Lemma 3.2,3.2,V,V,3,lemma,sga2.e05.3.lemma.3-2,sga2.e05.3.lemma.3-2,V.3.2,structural_declaration_or_tag,semantic_target_heading_declaration,no,B8FE43E710D9EFFC65B3E946D9F10CAB661EC3F5EFC95466222F9C35FBF7B0D3,"ng lemma.\n% END COMPONENT SGA2-V-C04\n\n% BEGIN COMPONENT SGA2-V-C05 :: unit_V_3_2_lemma_draft\n\begin{sgalemma}{Lemma 3.2}\sgareaderlabel{V.3.2}{3.2}\srcpage{66}\nLet $X$ (respectively $Y$) be a ringed space, let $X'$ (respectively ",not_required_internal_or_structural,373
sga2.r6.candidate.000374,parenthesized_locator,parts/05_expose_V.tex,338,31,(16),16,V,V,3,,sga2.e05.3.equation.16,sga2.e05.3.equation.16,eq:V.16,resolved_internal_edge,unique_target_from_syntactic_scope,new,A186B156D012CEE172FD1106E9B9E40B5116A4EBECEE895D8E3AA777B6BEC302,"l term is\n\[\n  E_2^{p,q}=\Extop^p\bigl(Y;\mathcal O_{Y,Y'},R^q f_*(F)\bigr),\n\]\nconverges, in view of \textup{(16)} and \textup{(17)}, to\n\[\n  \Extop^{\bullet}\bigl(X;\mathcal O_{X,X'},F\bigr)_{[\overline f]}.\n\]\nThe lemma t",not_required_internal_or_structural,374
sga2.r6.candidate.000375,parenthesized_locator,parts/05_expose_V.tex,338,49,(17),17,V,V,3,,sga2.e05.3.equation.17,sga2.e05.3.equation.17,eq:V.17,resolved_internal_edge,unique_target_from_syntactic_scope,new,4F6D004231F8BC61F4B445E5585DB85AFE61D5A87CAAB618EAFB122944A4CBB2,"^{p,q}=\Extop^p\bigl(Y;\mathcal O_{Y,Y'},R^q f_*(F)\bigr),\n\]\nconverges, in view of \textup{(16)} and \textup{(17)}, to\n\[\n  \Extop^{\bullet}\bigl(X;\mathcal O_{X,X'},F\bigr)_{[\overline f]}.\n\]\nThe lemma then\srcpage{67} fo",not_required_internal_or_structural,375
sga2.r6.candidate.000376,named_locator,parts/05_expose_V.tex,343,21,Proposition~2.3~bis,2.3 bis,V,V,3,proposition,sga2.e01.2.corollary.2-3,sga2.e01.2.corollary.2-3,I.2.3bof,linked_internal_edge,preexisting_hyperref_payload,preexisting,3F2E30CDDB273E819D3D093ADDBBDBD262E8621A81BD53D630B3A96DEAF2C69A," O_{X,X'},F\bigr)_{[\overline f]}.\n\]\nThe lemma then\srcpage{67} follows from Expos\'e~I,\n\hyperref[I.2.3bof]{Proposition~2.3~bis}.\n\end{proof}\n% END COMPONENT SGA2-V-C05\n\n% BEGIN COMPONENT SGA2-V-C06 :: unit_V_3_change_of_rings_reduction\n",not_required_internal_or_structural,376
sga2.r6.candidate.000377,parenthesized_locator,parts/05_expose_V.tex,356,67,(15),15,V,V,3,,sga2.e05.3.equation.15,sga2.e05.3.equation.15,eq:V.15,resolved_internal_edge,unique_target_from_syntactic_scope,new,49B59326B7BCF29BFB032E9E1C2B0B270167240FB47DA43CB10856735DC752CC," corresponding $\mathcal O_X$-module. Since\n$R^qf_*(\widetilde M)=0$ for $q>0$, the spectral sequence~\textup{(15)}\ndegenerates, and \hyperref[V.3.2]{Lemma~3.2} gives an isomorphism of $B$-modules\n\begin{equation}\tag{18}\la",not_required_internal_or_structural,377
sga2.r6.candidate.000378,named_locator,parts/05_expose_V.tex,357,35,Lemma~3.2,3.2,V,V,3,lemma,sga2.e05.3.lemma.3-2,sga2.e05.3.lemma.3-2,V.3.2,linked_internal_edge,preexisting_hyperref_payload,preexisting,0C3B5581A6179DF9C0E1CDEE2BED4A06537FB4536534FE7272A6EE2249C086BC,"nce\n$R^qf_*(\widetilde M)=0$ for $q>0$, the spectral sequence~\textup{(15)}\ndegenerates, and \hyperref[V.3.2]{Lemma~3.2} gives an isomorphism of $B$-modules\n\begin{equation}\tag{18}\label{eq:V.18}\n  H_{\{\mathfrak m_B\}}^n\bigl(Y",not_required_internal_or_structural,378
sga2.r6.candidate.000379,parenthesized_locator,parts/05_expose_V.tex,383,12,(2.1),2.1,V,V,3,,sga2.e05.2-4.theorem.2-1,sga2.e05.2-4.theorem.2-1,V.2.1,resolved_internal_edge,unique_target_from_syntactic_scope,new,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,"ND COMPONENT SGA2-V-C06\n\n% BEGIN COMPONENT SGA2-V-C07 :: unit_V_3_equivalence_conditions_a_c_draft\nBy \textup{(2.1)},\srcpage{67} we have\n\begin{equation}\tag{22}\label{eq:V.22}\n  D\bigl(H^i(M)\bigr)=\Extop^{r-i}(M,A).\n\end{e",not_required_internal_or_structural,379
sga2.r6.candidate.000380,parenthesized_locator,parts/05_expose_V.tex,442,51,(22),22,V,V,3,,sga2.e05.3.equation.22,sga2.e05.3.equation.22,eq:V.22,resolved_internal_edge,unique_target_from_syntactic_scope,new,5A99258F85E0007D10F951477A82E8A19DCB68C775C21DA789C81CDA56FB7998,"we have proved \textup{(b)}, and consequently \textup{(a)}.\nAssertion \textup{(ii)} then follows from \textup{(22)} and\n\textup{(a)}.\n\end{enumerate}\n% END COMPONENT SGA2-V-C08\n\n% BEGIN COMPONENT SGA2-V-C09 :: unit_V_3_theor",not_required_internal_or_structural,380
sga2.r6.candidate.000381,parenthesized_locator,parts/05_expose_V.tex,458,16,(22),22,V,V,3,,sga2.e05.3.equation.22,sga2.e05.3.equation.22,eq:V.22,resolved_internal_edge,unique_target_from_syntactic_scope,new,5A99258F85E0007D10F951477A82E8A19DCB68C775C21DA789C81CDA56FB7998,"ak p}\n  =\Extop_{A_{\mathfrak p}}^{r-n}(M_{\mathfrak p},A_{\mathfrak p})\neq 0.\n\end{equation}\nTaking~\textup{(22)} into account, this\srcpage{69} implies, on the one hand,\n\[\n  H^n(M)\neq 0,\n\]\nand, on the other hand,\n\[\n  ",not_required_internal_or_structural,381
sga2.r6.candidate.000382,named_locator,parts/05_expose_V.tex,501,18,Lemma 3.3,3.3,V,V,3,lemma,sga2.e05.3.lemma.3-3,sga2.e05.3.lemma.3-3,V.3.3,structural_declaration_or_tag,semantic_target_heading_declaration,no,5496C8331F374F57CF0C4BDBA4C733C3511CE2E8F58A6F7A58C7505FD2A86DD7,"COMPONENT SGA2-V-C10\n\n% BEGIN COMPONENT SGA2-V-C11 :: unit_V_3_3_lemma_and_theorem31_closure\n\begin{sgalemma}{Lemma 3.3}\sgareaderlabel{V.3.3}{3.3}\nLet $X=\Specop(A)$, let $Y$ be a closed subset of $X$, let\n\[\n  T\colon(\mathcal ",not_required_internal_or_structural,382
sga2.r6.candidate.000383,named_locator,parts/05_expose_V.tex,540,20,Example 3.4,3.4,V,V,3,example,sga2.e05.3.example.3-4,sga2.e05.3.example.3-4,V.3.4,structural_declaration_or_tag,semantic_target_heading_declaration,no,FF30ED3114437375886D8C3665F08334E228667F31E342962BBEF2C73D74DFBD,"A2-V-C11\n\n% BEGIN COMPONENT SGA2-V-C12 :: unit_V_3_4_example_affine_complement_codimension\n\begin{sgaexample}{Example 3.4}\sgareaderlabel{V.3.4}{3.4}\nLet $A$ be a noetherian ring, let $X=\Specop(A)$, and let $Y$ be a closed\nsubset ",not_required_internal_or_structural,383
sga2.r6.candidate.000384,cross_expose_locator,parts/05_expose_V.tex,559,17,I 3.2.7),3.2.7,V,I,3,,,,,external_work_citation,named_external_work_or_author_context,no,10A434F7AA25A831FD5109996D933A59E8913DB7BE0A4521D5AB42DE86CB37E1,"athcal O_{X,y_{\alpha}})$ is canonically isomorphic to\n$\Specop(\mathcal O_{X,y_{\alpha}})$.\n\nBy \textup{(EGA I 3.2.7)}, if $y_0$ is the unique closed point of\n\[\n  Y_0=\Specop(\mathcal O_{X,y_{\alpha}}),\n\]\nthen $Y_0-y_0$ is af",audited_positive_disposition_codex_2026-07-23,384
sga2.r6.candidate.000385,cross_expose_locator,parts/05_expose_V.tex,563,43,III 1.3.1),1.3.1,V,III,3,,,,,external_work_citation,named_external_work_or_author_context,no,CF4AB3F528583B1C89801BEC1544F5811793A9E6DE9F17D78C4277428E5BCE5A,"que closed point of\n\[\n  Y_0=\Specop(\mathcal O_{X,y_{\alpha}}),\n\]\nthen $Y_0-y_0$ is affine. By \textup{(EGA III 1.3.1)}, one obtains\n\[\n  \HH^i(Y_0-y_0,\mathcal O_{Y_0})=0\qquad\text{if }i>0.\n\]\nHence,\srcpdfpage{62 / running 54",audited_positive_disposition_codex_2026-07-23,385
sga2.r6.candidate.000386,cross_expose_locator,parts/05_expose_V.tex,567,48,I 2.9),2.9,V,I,3,,sga2.e01.2.corollary.2-9,sga2.e01.2.corollary.2-9,I.2.9,resolved_internal_edge,unique_target_from_syntactic_scope,new,E2E3FE12A5EDCC57B4ADE93B468B7B9CC88AC884B6E48221E0930ED6559FED5E,"\n\[\n  \HH^i(Y_0-y_0,\mathcal O_{Y_0})=0\qquad\text{if }i>0.\n\]\nHence,\srcpdfpage{62 / running 54} by \textup{(I 2.9)},\n\[\n  \HH^{i-1}(\mathcal O_{X,y_{\alpha}})\n  =\HH^i_{\{y_0\}}(Y_0,\mathcal O_{Y_0})=0\n  \qquad\text{if }i\ge",not_required_internal_or_structural,386
sga2.r6.candidate.000387,bare_dotted_locator,parts/05_expose_V.tex,573,4,3.1\textup{(iii)},3.1,V,V,3,,sga2.e05.3.theorem.3-1,sga2.e05.3.theorem.3-1,V.3.1,resolved_internal_edge,unique_target_from_syntactic_scope,new,2E0971A4E086B3F5B7D45F6FC8E279ACCC5E13ADF200E8A40A7B54D4E06F0A24,"^{i-1}(\mathcal O_{X,y_{\alpha}})\n  =\HH^i_{\{y_0\}}(Y_0,\mathcal O_{Y_0})=0\n  \qquad\text{if }i\geq 2.\n\]\nBy 3.1\textup{(iii)}, it follows that\n\[\n  \dim\mathcal O_{X,y_{\alpha}}\leq 1,\n\]\nand therefore\n\[\n  \codimop(Y_{\alpha},X)\n  =\i",not_required_internal_or_structural,387
sga2.r6.candidate.000388,parenthesized_locator,parts/05_expose_V.tex,604,20,(3.2),3.2,V,V,3,,sga2.e05.3.lemma.3-2,sga2.e05.3.lemma.3-2,V.3.2,resolved_internal_edge,unique_target_from_syntactic_scope,new,381F7CD5BC1B18DFC6B47606C8EEEDAE8EB4F0BC82F837E10BE94D05593546B7,"x)=0.\n  \]\n\end{enumerate}\n\end{sgaproposition}\n\n\begin{proof}\n\renewcommand{\qedsymbol}{}\nIn view of \textup{(3.2)}, we may suppose that $A$ is regular. By\n\textup{(2.1)}, we have\n\[\n  \HH^i(M)=\DD\bigl(\Extop^{r-i}(M,A)\big",not_required_internal_or_structural,388
sga2.r6.candidate.000389,parenthesized_locator,parts/05_expose_V.tex,605,9,(2.1),2.1,V,V,3,,sga2.e05.2-4.theorem.2-1,sga2.e05.2-4.theorem.2-1,V.2.1,resolved_internal_edge,unique_target_from_syntactic_scope,new,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,"{proof}\n\renewcommand{\qedsymbol}{}\nIn view of \textup{(3.2)}, we may suppose that $A$ is regular. By\n\textup{(2.1)}, we have\n\[\n  \HH^i(M)=\DD\bigl(\Extop^{r-i}(M,A)\bigr),\n\]\nwhere $r=\dim A$. By \textup{(IV 4.7)}, conditio",not_required_internal_or_structural,389
sga2.r6.candidate.000390,cross_expose_locator,parts/05_expose_V.tex,609,31,IV 4.7),4.7,V,IV,3,,sga2.e04.4.theorem.4-7,sga2.e04.4.theorem.4-7,IV.4.7,resolved_internal_edge,unique_target_from_syntactic_scope,new,A641D85BE0264B06AB64F63211AE6E97E4B90B52446C272DDDC426327DE25A84,". By\n\textup{(2.1)}, we have\n\[\n  \HH^i(M)=\DD\bigl(\Extop^{r-i}(M,A)\bigr),\n\]\nwhere $r=\dim A$. By \textup{(IV 4.7)}, condition \textup{(a)} is\nequivalent\footnote{\sgareaderlabel{dualnul}{*}Indeed, one must show that, if $E$",not_required_internal_or_structural,390
sga2.r6.candidate.000391,parenthesized_locator,parts/05_expose_V.tex,629,19,(24),24,V,V,3,statement,sga2.e05.3.equation.24,sga2.e05.3.equation.24,eq:V.24,resolved_internal_edge,unique_target_from_syntactic_scope,new,F55BB38D06988AE2CF26EABDA836BDA422D45D2B7461BC6B43F378004D026A8D,"ation}\n  \Extop^{r-i}(M,A)\text{ has finite length}. \tag{24}\label{eq:V.24}\n\end{equation}\nCondition \textup{(24)} is equivalent to\n\begin{equation}\n  \text{for every }x\in X-\{\mathfrak m\},\qquad\n  \Extop_A^{r-i}(M,A)_x=0",not_required_internal_or_structural,391
sga2.r6.candidate.000392,parenthesized_locator,parts/05_expose_V.tex,635,45,(2.1),2.1,V,V,3,,sga2.e05.2-4.theorem.2-1,sga2.e05.2-4.theorem.2-1,V.2.1,resolved_internal_edge,unique_target_from_syntactic_scope,new,19111081FCFE609DEA470016BC095729AF883F922E61F3636041FC04D0B29DF4,"}\n\end{equation}\nOn the other hand, $A_x$ is regular of dimension\n$r-\dim\overline{\{x\}}$. Hence, by \textup{(2.1)},\n\begin{align}\n  \HH_{\mathfrak m_x}^{\,i-\dim\overline{\{x\}}}(M_x)\n  &={\DD}\!\left(\n    \Extop_{A_x}^{(r-",not_required_internal_or_structural,392
sga2.r6.candidate.000393,parenthesized_locator,parts/05_expose_V.tex,665,27,(3.5),3.5,V,V,3,,sga2.e05.3.proposition.3-5,sga2.e05.3.proposition.3-5,V.3.5,resolved_internal_edge,unique_target_from_syntactic_scope,new,E946D3BBC1C7701BF56981AAF6967AE09A652AC1E28494218BDA99BDE6E4D148,n X-\{\mathfrak m\}$.\n\end{sgacorollary}\n\n\begin{proof}\n\renewcommand{\qedsymbol}{}\nThis follows from \textup{(3.5)} and \textup{(III 3.1)}.\n\end{proof}\n% END COMPONENT SGA2-V-C14\n,not_required_internal_or_structural,393
sga2.r6.candidate.000394,cross_expose_locator,parts/05_expose_V.tex,665,47,III 3.1),3.1,V,III,3,,sga2.e03.3.lemma.3-1,sga2.e03.3.lemma.3-1,III.3.1,resolved_internal_edge,unique_target_from_syntactic_scope,new,5427131043C4ACE27BA0C65FC4F88F4A5FC58B955F241790580A064AC881B18B,.\n\end{sgacorollary}\n\n\begin{proof}\n\renewcommand{\qedsymbol}{}\nThis follows from \textup{(3.5)} and \textup{(III 3.1)}.\n\end{proof}\n% END COMPONENT SGA2-V-C14\n,not_required_internal_or_structural,394
sga2.r6.candidate.000395,bare_dotted_locator,parts/06_expose_VI.tex,16,14,1.1,1.1,VI,VI,1,,sga2.e06.1-1.section.1-1,sga2.e06.1-1.section.1-1,VI.1.1,structural_declaration_or_tag,semantic_target_heading_declaration,no,B05E244762B1E472BE89A93800CC3EE326743CECB55984BF12813ADDB8DE66D0,"nd\n$\SheafExt_Z^{\bullet}(F,G)$}\n\label{VI}\n\n\section*{1. Generalities}\n\sgareaderlabel{VI.1}{1}\n\subsection*{1.1}\n\sgareaderlabel{VI.1.1}{1.1}\nLet $(X,\OX)$ be a ringed space and let $Z$ be a locally closed subset of\n$X$. ",not_required_internal_or_structural,395
sga2.r6.candidate.000396,named_locator,parts/06_expose_VI.tex,28,22,Lemma 1.2,1.2,VI,VI,1.1,lemma,sga2.e06.1-1.lemma.1-2,sga2.e06.1-1.lemma.1-2,VI.1.2,structural_declaration_or_tag,semantic_target_heading_declaration,no,7C24BBE352388AC0BB5B05686DE27C5E717BE7A71534E9651C895562A9BAA3B1,"{(respectively }G\longmapsto\n \SheafGamma_Z\bigl(\SheafHom_{\OX}(F,G)\bigr)\text{)}.\n\]\n\n\begin{sgastatement}{Lemma 1.2}\sgareaderlabel{VI.1.2}{1.2}\nThe sheaf $\SheafExt_Z^i(F,G)$ is canonically isomorphic to the sheaf\nassociated",not_required_internal_or_structural,396
sga2.r6.candidate.000397,bare_dotted_locator,parts/06_expose_VI.tex,36,40,3.7.2,3.7.2,VI,VI,1.1,,,,,external_work_citation,audited_external_tohoku_locator,no,808FA720CB03C877A0AE1CB1F19F1787A4839414365AC37F9EDBAE70D9EAF600,"mapsto \Ext_{Z\cap U}^i\bigl(U;F|_U,G|_U\bigr).\n\]\n\end{sgastatement}\n\nThis follows from \textup{([T\^ohoku], 3.7.2)} and from the fact that\n\[\n \Gamma\!\left(U;\SheafGamma_Z\bigl(\SheafHom_{\OX}(F,G)\bigr)\right)\n \simeq\n \G",audited_positive_disposition_codex_2026-07-23,397
sga2.r6.candidate.000398,named_locator,parts/06_expose_VI.tex,44,40,Theorem 1.3,1.3,VI,VI,1.1,theorem,sga2.e06.1-1.theorem.1-3,sga2.e06.1-1.theorem.1-3,VI.1.3,linked_internal_edge,preexisting_hyperref_payload,preexisting,04A6D2522A3510442EA5E70FD9AB25D081185C1BA0B3A4AD0600AE24F40ED0B4,"{Z\cap U}\!\left(\SheafHom_{\OX|_U}(F|_U,G|_U)\right)\n\]\ncanonically.\n\n\begin{sgastatement}{\hyperref[VI.1.3]{Theorem 1.3} (Excision theorem)}\n\sgareaderlabel{VI.1.3}{1.3}\nLet $V$ be an open subset of $X$ containing $Z$. Then there",not_required_internal_or_structural,398
