latex_label,stable_id,compiled_pdf_anchor,pdf_page,status
X.1,sga2.e10.1.section.1,section*.661,81,compiled_resolved_r6
X.1.1,sga2.e10.1.proposition.1-1,section*.662,81,compiled_resolved_r6
X.2,sga2.e10.2.section.2,section*.664,82,compiled_resolved_r6
pX.2,sga2.e10.2.structural.2,section*.665,82,compiled_resolved_r6
X.2.1,sga2.e10.2.example.2-1,section*.666,82,compiled_resolved_r6
noteX.2.1,sga2.e10.2.structural.unnumbered,section*.668,82,compiled_resolved_r6
eq:X.1,sga2.e10.2.equation.1,equation*.671,83,compiled_resolved_r6
eq:X.2,sga2.e10.2.equation.2,equation*.672,83,compiled_resolved_r6
X.2.2,sga2.e10.2.example.2-2,section*.673,84,compiled_resolved_r6
X.2.3,sga2.e10.2.proposition.2-3,section*.677,85,compiled_resolved_r6
X.2.4,sga2.e10.2.corollary.2-4,section*.680,85,compiled_resolved_r6
X.2.5,sga2.e10.2.corollary.2-5,section*.681,85,compiled_resolved_r6
X.2.6,sga2.e10.2.corollary.2-6,section*.682,85,compiled_resolved_r6
X.3,sga2.e10.3.section.3,section*.685,86,compiled_resolved_r6
X.3.1,sga2.e10.3.definition.3-1,section*.686,86,compiled_resolved_r6
X.3.2,sga2.e10.3.definition.3-2,section*.688,87,compiled_resolved_r6
X.3.3,sga2.e10.3.proposition.3-3,section*.689,87,compiled_resolved_r6
X.3.4,sga2.e10.3.theorem.3-4,section*.691,87,compiled_resolved_r6
X.3.5,sga2.e10.3.lemma.3-5,section*.695,87,compiled_resolved_r6
X.3.6,sga2.e10.3.lemma.3-6,section*.699,88,compiled_resolved_r6
X.3.7,sga2.e10.3.remark.3-7,section*.701,88,compiled_resolved_r6
X.3.8,sga2.e10.3.corollary.3-8,section*.702,88,compiled_resolved_r6
X.3.9,sga2.e10.3.lemma.3-9,section*.703,88,compiled_resolved_r6
X.3.10,sga2.e10.3.theorem.3-10,section*.707,90,compiled_resolved_r6
XI,sga2.e11.front.structural.xi,chapter*.708,91,compiled_resolved_r6
pXI.1,sga2.e11.front.structural.pxi-1,toto*.709,91,compiled_resolved_r6
XI.1,sga2.e11.1.section.1,section*.710,91,compiled_resolved_r6
eq:XI.1.1,sga2.e11.1.equation.1-1,equation*.711,91,compiled_resolved_r6
eq:XI.1.*,sga2.e11.1.equation.unnumbered,AMS.712,91,compiled_resolved_r6
XI.1.1,sga2.e11.1.proposition.1-1,subsection.714,91,compiled_resolved_r6
XI.2,sga2.e11.2.section.2,section*.717,92,compiled_resolved_r6
XI.2.1,sga2.e11.2.proposition.2-1,subsection.718,92,compiled_resolved_r6
eq:XI.2.1,sga2.e11.2.equation.2-1,equation*.719,92,compiled_resolved_r6
eq:XI.2.2,sga2.e11.2.equation.2-2,equation*.720,92,compiled_resolved_r6
eq:XI.2.3,sga2.e11.2.equation.2-3,equation*.722,92,compiled_resolved_r6
XI.2.2,sga2.e11.2-2.structural.2-2,subsection.723,92,compiled_resolved_r6
XI.3,sga2.e11.3.section.3,section*.724,92,compiled_resolved_r6
XI.3.1,sga2.e11.3.definition.3-1,subsection*.725,92,compiled_resolved_r6
XI.3.2,sga2.e11.3.definition.3-2,subsection.727,92,compiled_resolved_r6
XI.3.3,sga2.e11.3.proposition.3-3,subsection.728,93,compiled_resolved_r6
XI.3.4,sga2.e11.3-4.structural.3-4,subsection.730,93,compiled_resolved_r6
XI.3.5,sga2.e11.3-4.proposition.3-5,subsection.734,93,compiled_resolved_r6
XI.3.6,sga2.e11.3-6.structural.3-6,subsection.735,93,compiled_resolved_r6
XI.3.7,sga2.e11.3-7.structural.3-7,subsection.737,93,compiled_resolved_r6
XI.3.7.1,sga2.e11.3-7.proposition.3-7-1,subsection.742,94,compiled_resolved_r6
XI.3.8,sga2.e11.3-8.structural.3-8,subsection.748,95,compiled_resolved_r6
XI.3.9,sga2.e11.3-9.structural.3-9,subsection.749,95,compiled_resolved_r6
XI.3.10,sga2.e11.3-10.structural.3-10,subsection.751,95,compiled_resolved_r6
XI.3.11,sga2.e11.3-11.structural.3-11,subsection*.755,95,compiled_resolved_r6
XI.3.12,sga2.e11.3-11.proposition.3-12,subsection.759,95,compiled_resolved_r6
XI.3.13,sga2.e11.3-11.theorem.3-13,subsection.761,96,compiled_resolved_r6
XI.3.14,sga2.e11.3-14.structural.3-14,subsection.765,96,compiled_resolved_r6
XI.3.15,sga2.e11.3-15.structural.3-15,subsection.769,96,compiled_resolved_r6
XI.3.16,sga2.e11.3-16.structural.3-16,subsection.770,97,compiled_resolved_r6
XI.3.17,sga2.e11.3-17.structural.3-17,subsection.774,97,compiled_resolved_r6
XI.3.18,sga2.e11.3-17.theorem.3-18,subsection.776,98,compiled_resolved_r6
XII,sga2.e12.front.structural.xii,chapter*.780,99,compiled_resolved_r6
XII.1,sga2.e12.1.structural.1,section*.781,99,compiled_resolved_r6
XII.1.1,sga2.e12.1.theorem.1-1,subsection.786,99,compiled_resolved_r6
eq:XII.1,sga2.e12.1.equation.1,equation*.788,99,compiled_resolved_r6
eq:XII.2,sga2.e12.1.equation.2,equation*.790,99,compiled_resolved_r6
eq:XII.3,sga2.e12.1.equation.3,equation*.794,99,compiled_resolved_r6
eq:XII.4,sga2.e12.1.equation.4,equation*.796,99,compiled_resolved_r6
XII.1.2,sga2.e12.1-2.structural.1-2,subsection.797,100,compiled_resolved_r6
eq:XII.5,sga2.e12.1-2.equation.5,equation*.799,100,compiled_resolved_r6
eq:XII.6,sga2.e12.1-2.equation.6,equation*.801,100,compiled_resolved_r6
XII.1.3,sga2.e12.1-3.structural.1-3,subsection.803,100,compiled_resolved_r6
XII.1.4,sga2.e12.1-4.structural.1-4,subsection.809,101,compiled_resolved_r6
XII.1.5,sga2.e12.1-4.proposition.1-5,subsection.813,101,compiled_resolved_r6
P5,sga2.e12.1-4.structural.p5,toto*.815,101,compiled_resolved_r6
eq:XII.7,sga2.e12.1-4.equation.7,equation*.818,101,compiled_resolved_r6
eq:XII.8,sga2.e12.1-4.equation.8,equation*.821,102,compiled_resolved_r6
eq:XII.9,sga2.e12.1-4.equation.9,equation*.823,102,compiled_resolved_r6
eq:XII.10,sga2.e12.1-4.equation.10,equation*.825,102,compiled_resolved_r6
eq:XII.11,sga2.e12.1-4.equation.11,equation*.828,102,compiled_resolved_r6
eq:XII.12,sga2.e12.1-4.equation.12,equation*.830,102,compiled_resolved_r6
eq:XII.13,sga2.e12.1-4.equation.13,equation*.832,102,compiled_resolved_r6
XII.1.6,sga2.e12.1-4.remark.1-6,subsection*.833,102,compiled_resolved_r6
XII.2,sga2.e12.2.structural.2,section*.835,103,compiled_resolved_r6
XII.2.1,sga2.e12.2.theorem.2-1,subsection.837,103,compiled_resolved_r6
XII.2.2,sga2.e12.2-2.structural.2-2,subsection.840,103,compiled_resolved_r6
eq:XII.14,sga2.e12.2-2.equation.14,equation*.845,104,compiled_resolved_r6
XII.2.3,sga2.e12.2-3.structural.2-3,subsection.846,104,compiled_resolved_r6
XII.2.4,sga2.e12.2-3.corollary.2-4,subsection*.847,104,compiled_resolved_r6
eq:XII.15,sga2.e12.2-3.equation.15,equation*.851,104,compiled_resolved_r6
XII.2.5,sga2.e12.2-5.structural.2-5,subsection.853,105,compiled_resolved_r6
eq:XII.16,sga2.e12.2-5.equation.16,equation*.855,105,compiled_resolved_r6
XII.2.6,sga2.e12.2-6.structural.2-6,subsection.857,105,compiled_resolved_r6
XII.3,sga2.e12.3.structural.3,section*.858,105,compiled_resolved_r6
XII.3.1,sga2.e12.3.theorem.3-1,subsection*.859,105,compiled_resolved_r6
XII.3.1a,sga2.e12.3-1a.structural.3-1a,Item*.861,106,compiled_resolved_r6
XII.3.1b,sga2.e12.3-1b.structural.3-1b,Item*.862,106,compiled_resolved_r6
XII.3.1c,sga2.e12.3-1c.structural.3-1c,Item*.863,106,compiled_resolved_r6
XII.3.2,sga2.e12.3-2.structural.3-2,subsection.864,106,compiled_resolved_r6
eq:XII.17,sga2.e12.3-2.equation.17,equation*.869,106,compiled_resolved_r6
eq:XII.18,sga2.e12.3-2.equation.18,equation*.871,106,compiled_resolved_r6
XII.14,sga2.e12.14.structural.14,toto*.872,107,compiled_resolved_r6
XII.3.3,sga2.e12.3-3.structural.3-3,subsection.873,107,compiled_resolved_r6
XII.3.4,sga2.e12.3-4.structural.3-4,subsection.876,107,compiled_resolved_r6
XII.3.5,sga2.e12.3-5.structural.3-5,subsection.881,108,compiled_resolved_r6
XII.3.6,sga2.e12.3-6.structural.3-6,subsection.883,108,compiled_resolved_r6
XII.3.7,sga2.e12.3-7.structural.3-7,subsection.884,109,compiled_resolved_r6
XII.3.8,sga2.e12.3-8.structural.3-8,subsection.885,109,compiled_resolved_r6
XII.4,sga2.e12.4.section.4,section*.887,109,compiled_resolved_r6
XII.4.1,sga2.e12.4.theorem.4-1,subsection.888,109,compiled_resolved_r6
eq:XII.19,sga2.e12.4.equation.19,equation*.895,110,compiled_resolved_r6
eq:XII.20,sga2.e12.4.equation.20,equation*.898,110,compiled_resolved_r6
eq:XII.20bis,sga2.e12.4.equation.20bis,AMS.899,110,compiled_resolved_r6
eq:XII.21,sga2.e12.4.equation.21,equation*.901,110,compiled_resolved_r6
eq:XII.21bis,sga2.e12.4.equation.21bis,AMS.903,110,compiled_resolved_r6
eq:XII.22,sga2.e12.4.equation.22,equation*.905,110,compiled_resolved_r6
XII.4.2,sga2.e12.4-2.structural.4-2,subsection.906,111,compiled_resolved_r6
eq:XII.23,sga2.e12.4-2.equation.23,equation*.908,111,compiled_resolved_r6
eq:XII.24,sga2.e12.4-2.equation.24,equation*.911,111,compiled_resolved_r6
eq:XII.25,sga2.e12.4-2.equation.25,equation*.914,111,compiled_resolved_r6
XII.4.3,sga2.e12.4-3.structural.4-3,subsection.915,111,compiled_resolved_r6
XII.4.4,sga2.e12.4-4.structural.4-4,subsection.916,111,compiled_resolved_r6
XII.4.5,sga2.e12.4-5.structural.4-5,subsection.919,112,compiled_resolved_r6
XII.4.6,sga2.e12.4-6.structural.4-6,subsection.924,112,compiled_resolved_r6
XII.4.7,sga2.e12.4-6.theorem.4-7,subsection.928,112,compiled_resolved_r6
XII.4.8,sga2.e12.4-8.structural.4-8,subsection.932,113,compiled_resolved_r6
XII.4.9,sga2.e12.4-9.structural.4-9,subsection.934,113,compiled_resolved_r6
FH,sga2.e12.4-9.structural.fh,Hfootnote.937,113,compiled_resolved_r6
XII.4.10,sga2.e12.4-10.structural.4-10,subsection.939,114,compiled_resolved_r6
XII.5,sga2.e12.5.structural.5,section*.942,114,compiled_resolved_r6
XII.5.1,sga2.e12.5.proposition.5-1,subsection.944,114,compiled_resolved_r6
eq:XII.26,sga2.e12.5.equation.26,equation*.946,115,compiled_resolved_r6
XII.5.2,sga2.e12.5.proposition.5-2,subsection.947,115,compiled_resolved_r6
XII.5.3,sga2.e12.5-3.structural.5-3,subsection.951,115,compiled_resolved_r6
XII.5.4,sga2.e12.5-4.structural.5-4,subsection.955,116,compiled_resolved_r6
XII.5.5,sga2.e12.5-5.structural.5-5,subsection.956,116,compiled_resolved_r6
XII.5.6,sga2.e12.5-6.structural.5-6,subsection.959,116,compiled_resolved_r6
XII.5.7,sga2.e12.5-6.proposition.5-7,subsection.961,116,compiled_resolved_r6
XII.5.8,sga2.e12.5-8.structural.5-8,subsection.967,117,compiled_resolved_r6
XII.5.9,sga2.e12.5-9.structural.5-9,subsection.972,117,compiled_resolved_r6
XII.5.10,sga2.e12.5-10.structural.5-10,subsection.974,118,compiled_resolved_r6
XII.5.11,sga2.e12.5-11.structural.5-11,subsection.977,118,compiled_resolved_r6
XIII,sga2.e13.front.structural.xiii,chapter*.980,120,compiled_resolved_r6
XIII.1,sga2.e13.1.structural.1,section*.981,120,compiled_resolved_r6
XIII.1.1,sga2.e13.1-1.structural.1-1,subsection*.986,121,compiled_resolved_r6
XIII.1.2,sga2.e13.1-2.structural.1-2,subsection*.990,121,compiled_resolved_r6
XIII.1.3,sga2.e13.1-3.structural.1-3,subsection.996,122,compiled_resolved_r6
noteHM,sga2.e13.1-3.structural.notehm,Hfootnote.1002,122,compiled_resolved_r6
courbesurface,sga2.e13.1-3.structural.courbesurface,toto*.1001,123,compiled_resolved_r6
XIII.1.4,sga2.e13.1-4.structural.1-4,subsection.1005,123,compiled_resolved_r6
XIII.2,sga2.e13.2.section.2,section*.1007,123,compiled_resolved_r6
XIII.2.1,sga2.e13.2.theorem.2-1,subsection.1009,123,compiled_resolved_r6
XIII.2.2,sga2.e13.2-2.structural.2-2,subsection.1012,124,compiled_resolved_r6
XIII.2.3,sga2.e13.2-2.corollary.2-3,subsection*.1017,124,compiled_resolved_r6
XIII.2.4,sga2.e13.2-4.structural.2-4,subsection.1020,125,compiled_resolved_r6
XIII.2.5,sga2.e13.2-5.structural.2-5,subsection*.1021,125,compiled_resolved_r6
XIII.2.6,sga2.e13.2-6.structural.2-6,subsection*.1024,125,compiled_resolved_r6
XIII.3,sga2.e13.3.section.3,section*.1026,126,compiled_resolved_r6
XIII.3.1,sga2.e13.3-1.structural.3-1,subsection*.1027,126,compiled_resolved_r6
XIII.3.2,sga2.e13.3-2.structural.3-2,subsection.1033,126,compiled_resolved_r6
XIII.3.3,sga2.e13.3-3.structural.3-3,subsection.1034,126,compiled_resolved_r6
XIII.3.4,sga2.e13.3-4.structural.3-4,subsection.1036,126,compiled_resolved_r6
XIII.3.5,sga2.e13.3-5.structural.3-5,subsection*.1037,127,compiled_resolved_r6
XIII.4,sga2.e13.4.structural.4,section*.1039,127,compiled_resolved_r6
XIII.4.1,sga2.e13.4-1.structural.4-1,subsection.1044,128,compiled_resolved_r6
pagexpo,sga2.e13.4-1.structural.pagexpo,toto*.1048,128,compiled_resolved_r6
pip15,sga2.e13.4-1.structural.pip15,toto*.1049,128,compiled_resolved_r6
pXIII.15,sga2.e13.4-1.structural.pxiii-15,toto*.1049,128,compiled_resolved_r6
p15l,sga2.e13.4-1.structural.p15l,toto*.1052,128,compiled_resolved_r6
XIII.4.2,sga2.e13.4-2.structural.4-2,subsection.1054,129,compiled_resolved_r6
XIII.4.3,sga2.e13.4-3.structural.4-3,subsection.1058,129,compiled_resolved_r6
XIII.5,sga2.e13.5.section.5,section*.1065,130,compiled_resolved_r6
eq:XIII.5.+,sga2.e13.5.equation.5,AMS.1067,130,compiled_resolved_r6
eq:XIII.5.+',sga2.e13.5.equation.5.occ2,AMS.1068,130,compiled_resolved_r6
Boutot,sga2.e13.5.structural.boutot,Hfootnote.1071,131,compiled_resolved_r6
pXIII20,sga2.e13.5.structural.pxiii20,toto*.1074,131,compiled_resolved_r6
XIII.6,sga2.e13.6.structural.6,section*.1081,132,compiled_resolved_r6
pXIII.6,sga2.e13.6.structural.pxiii-6,toto*.1085,132,compiled_resolved_r6
commpara,sga2.e13.6.structural.commpara,toto*.1089,133,compiled_resolved_r6
p25y,sga2.e13.6.structural.p25y,toto*.1099,134,compiled_resolved_r6
p26y,sga2.e13.6.structural.p26y,toto*.1101,134,compiled_resolved_r6
XIII.6.1,sga2.e13.6.definition.6-1,subsection.1102,134,compiled_resolved_r6
XIII.6.2,sga2.e13.6.definition.6-2,subsection.1105,134,compiled_resolved_r6
eq:XIII.6.x,sga2.e13.6.equation.6-x,AMS.1107,134,compiled_resolved_r6
HL,sga2.e13.6.structural.hl,Hfootnote.1109,135,compiled_resolved_r6
XIII.6.A,sga2.e13.6-a.structural.6-a,aconjecture*.1110,135,compiled_resolved_r6
XIII.6.B,sga2.e13.6-b.structural.6-b,aconjecture*.1113,135,compiled_resolved_r6
XIII.6.C,sga2.e13.6-c.structural.6-c,aconjecture*.1115,135,compiled_resolved_r6
XIII.6.D,sga2.e13.6-d.structural.6-d,aconjecture*.1117,136,compiled_resolved_r6
XIII.6.D',sga2.e13.6-d.structural.6-d.occ2,aconjecture*.1121,136,compiled_resolved_r6
XIII.7,sga2.e13.7.structural.7,pageoriginal*.1129,137,compiled_resolved_r6
XIV,sga2.e14.front.structural.xiv,chapter*.1130,138,compiled_resolved_r6
XIV.1,sga2.e14.1.section.1,section*.1133,138,compiled_resolved_r6
XIV.1.0,sga2.e14.1-0.section.1-0,subsection*.1134,138,compiled_resolved_r6
XIV.1.1,sga2.e14.1-0.proposition.1-1,subsection.1137,139,compiled_resolved_r6
eq:XIV.1.1.*,sga2.e14.1-0.equation.1-1,AMS.1142,140,compiled_resolved_r6
XIV.1.2,sga2.e14.1-0.definition.1-2,subsection.1144,141,compiled_resolved_r6
XIV.1.3,sga2.e14.1-3.structural.1-3,subsection.1146,141,compiled_resolved_r6
XIV.1.4,sga2.e14.1-4.structural.1-4,subsection.1147,141,compiled_resolved_r6
XIV.1.5,sga2.e14.1-5.structural.1-5,subsection.1150,142,compiled_resolved_r6
XIV.1.6,sga2.e14.1-6.structural.1-6,subsection.1151,142,compiled_resolved_r6
XIV.1.7,sga2.e14.1-6.definition.1-7,subsection.1154,143,compiled_resolved_r6
XIV.1.8,sga2.e14.1-6.theorem.1-8,subsection.1156,143,compiled_resolved_r6
XIV.1.8.1,sga2.e14.1-8-1.section.1-8-1,section*.1157,143,compiled_resolved_r6
XIV.1.8.2,sga2.e14.1-8-2.section.1-8-2,section*.1158,143,compiled_resolved_r6
XIV.1.8.2.1,sga2.e14.1-8-2-1.structural.1-8-2-1,subsubsection.1160,143,compiled_resolved_r6
eq:XIV.1.8.*,sga2.e14.1-8-2-1.equation.1-8,AMS.1163,145,compiled_resolved_r6
eq:XIV.1.8.**,sga2.e14.1-8-2-1.equation.1-8.occ2,AMS.1164,145,compiled_resolved_r6
XIV.1.9,sga2.e14.1-9.structural.1-9,subsection.1167,145,compiled_resolved_r6
XIV.1.10,sga2.e14.1-9.theorem.1-10,subsection*.1168,145,compiled_resolved_r6
gabpur,sga2.e14.1-9.structural.gabpur,Hfootnote.1169,146,compiled_resolved_r6
XIV.1.11,sga2.e14.1-9.theorem.1-11,subsection.1171,146,compiled_resolved_r6
jongoort,sga2.e14.1-9.theorem.jongoort,Hfootnote.1172,146,compiled_resolved_r6
XIV.1.12,sga2.e14.1-12.structural.1-12,subsection.1173,146,compiled_resolved_r6
XIV.1.13,sga2.e14.1-12.theorem.1-13,subsection.1175,147,compiled_resolved_r6
XIV.1.13.1,sga2.e14.1-13-1.structural.1-13-1,subsubsection.1180,147,compiled_resolved_r6
eq:XIV.1.13.2,sga2.e14.1-13-1.equation.1-13-2,AMS.1182,148,compiled_resolved_r6
XIV.1.14,sga2.e14.1-14.structural.1-14,subsection.1184,148,compiled_resolved_r6
XIV.1.15,sga2.e14.1-15.structural.1-15,subsection.1187,149,compiled_resolved_r6
eq:XIV.115..*,sga2.e14.1-15.equation.115,AMS.1188,149,compiled_resolved_r6
eq:XIV.15.**,sga2.e14.1-15.equation.15,AMS.1189,149,compiled_resolved_r6
XIV.1.16,sga2.e14.1-16.structural.1-16,subsection.1191,149,compiled_resolved_r6
XIV.1.17,sga2.e14.1-17.structural.1-17,subsection.1192,150,compiled_resolved_r6
XIV.1.18,sga2.e14.1-17.theorem.1-18,subsection.1194,150,compiled_resolved_r6
eq:XIV.18.*,sga2.e14.1-17.equation.18,AMS.1196,150,compiled_resolved_r6
eq:XIV.1.18.**,sga2.e14.1-17.equation.1-18,AMS.1197,150,compiled_resolved_r6
eq:XIV.18.***,sga2.e14.1-17.equation.18.occ2,AMS.1202,151,compiled_resolved_r6
XIV.1.19,sga2.e14.1-19.structural.1-19,subsection.1204,152,compiled_resolved_r6
XIV.1.20,sga2.e14.1-20.structural.1-20,subsection.1209,152,compiled_resolved_r6
XIV.2,sga2.e14.2.section.2,section*.1214,153,compiled_resolved_r6
XIV.2.1,sga2.e14.2-1.section.2-1,subsection*.1215,153,compiled_resolved_r6
XIV.2.1.1,sga2.e14.2-1-1.structural.2-1-1,subsubsection.1216,153,compiled_resolved_r6
XIV.2.2,sga2.e14.2-2.section.2-2,subsection*.1218,153,compiled_resolved_r6
XIV.2.2.1,sga2.e14.2-2-1.structural.2-2-1,subsubsection.1219,153,compiled_resolved_r6
eq:XIV.2.2.*,sga2.e14.2-2-1.equation.2-2,AMS.1222,154,compiled_resolved_r6
XIV.2.3,sga2.e14.2-3.section.2-3,subsection*.1224,155,compiled_resolved_r6
XIV.2.3.1,sga2.e14.2-3-1.structural.2-3-1,subsubsection.1226,155,compiled_resolved_r6
XIV.2.3.2,sga2.e14.2-3-2.structural.2-3-2,subsubsection.1228,155,compiled_resolved_r6
XIV.2.3.3,sga2.e14.2-3-3.structural.2-3-3,subsubsection.1230,156,compiled_resolved_r6
XIV.3,sga2.e14.3.section.3,section*.1232,156,compiled_resolved_r6
XIV.3.1,sga2.e14.3-1.section.3-1,subsection*.1233,156,compiled_resolved_r6
gabaf,sga2.e14.3-1.structural.gabaf,Hfootnote.1234,156,compiled_resolved_r6
XIV.3.2,sga2.e14.3-2.structural.3-2,subsection.1236,157,compiled_resolved_r6
XIV.3.3,sga2.e14.3-3.structural.3-3,subsection.1238,157,compiled_resolved_r6
XIV.3.4,sga2.e14.3-4.structural.3-4,subsection.1240,158,compiled_resolved_r6
XIV.3.5,sga2.e14.3-4.proposition.3-5,subsection.1241,158,compiled_resolved_r6
XIV.3.6,sga2.e14.3-6.structural.3-6,subsection.1252,160,compiled_resolved_r6
eq:XIV.3.6.*,sga2.e14.3-6.equation.3-6,AMS.1254,160,compiled_resolved_r6
eq:XIV.3.6.**,sga2.e14.3-6.equation.3-6.occ2,AMS.1255,161,compiled_resolved_r6
eq:XIV.3.6.***,sga2.e14.3-6.equation.3-6.occ3,AMS.1256,161,compiled_resolved_r6
XIV.3.7,sga2.e14.3-7.structural.3-7,subsection.1258,161,compiled_resolved_r6
XIV.4,sga2.e14.4.section.4,section*.1262,161,compiled_resolved_r6
XIV.4.0,sga2.e14.4-0.section.4-0,subsection*.1263,161,compiled_resolved_r6
XIV.4.1,sga2.e14.4-0.proposition.4-1,subsection.1264,162,compiled_resolved_r6
eq:XIV.4.1.*,sga2.e14.4-0.equation.4-1,AMS.1270,162,compiled_resolved_r6
eq:XIV.4.1.**,sga2.e14.4-0.equation.4-1.occ2,AMS.1272,163,compiled_resolved_r6
XIV.4.2.0,sga2.e14.4-2-0.section.4-2-0,section*.1273,163,compiled_resolved_r6
XIV.4.2,sga2.e14.4-2-0.theorem.4-2,subsection.1274,163,compiled_resolved_r6
XIV.4.2.1,sga2.e14.4-2-1.structural.4-2-1,subsubsection.1279,164,compiled_resolved_r6
XIV.4.2.2,sga2.e14.4-2-2.structural.4-2-2,subsubsection.1282,165,compiled_resolved_r6
eq:XIV.4.2.*,sga2.e14.4-2-2.equation.4-2,AMS.1285,165,compiled_resolved_r6
eq:XIV.4.2.**,sga2.e14.4-2-2.equation.4-2.occ2,AMS.1287,165,compiled_resolved_r6
eq:XIV.4.2.***,sga2.e14.4-2-2.equation.4-2.occ3,AMS.1288,165,compiled_resolved_r6
XIV.4.2.3,sga2.e14.4-2-3.structural.4-2-3,subsubsection.1291,166,compiled_resolved_r6
XIV.4.3,sga2.e14.4-3.structural.4-3,subsection.1292,166,compiled_resolved_r6
XIV.4.4,sga2.e14.4-4.structural.4-4,subsection.1294,166,compiled_resolved_r6
XIV.4.5,sga2.e14.4-5.structural.4-5,subsection.1296,167,compiled_resolved_r6
eq:XIV.4.5.*,sga2.e14.4-5.equation.4-5,AMS.1298,167,compiled_resolved_r6
XIV.4.6,sga2.e14.4-6.structural.4-6,subsection.1299,167,compiled_resolved_r6
XIV.4.7,sga2.e14.4-6.proposition.4-7,subsection.1301,168,compiled_resolved_r6
XIV.4.8,sga2.e14.4-8.section.4-8,subsection*.1307,169,compiled_resolved_r6
XIV.4.9,sga2.e14.4-8.proposition.4-9,subsection.1309,169,compiled_resolved_r6
eq:XIV.4.9.*,sga2.e14.4-8.equation.4-9,AMS.1313,170,compiled_resolved_r6
XIV.4.9.1,sga2.e14.4-9-1.structural.4-9-1,subsubsection.1314,170,compiled_resolved_r6
XIV.5,sga2.e14.5.section.5,section*.1316,170,compiled_resolved_r6
XIV.5.1,sga2.e14.5-1.section.5-1,subsection*.1317,171,compiled_resolved_r6
XIV.5.2,sga2.e14.5-1.proposition.5-2,subsection.1318,171,compiled_resolved_r6
eq:XIV.5.2.*,sga2.e14.5-1.equation.5-2,AMS.1321,171,compiled_resolved_r6
XIV.5.3,sga2.e14.5-1.definition.5-3,subsection.1322,172,compiled_resolved_r6
XIV.5.4,sga2.e14.5-1.proposition.5-4,subsection.1324,172,compiled_resolved_r6
XIV.5.5,sga2.e14.5-1.proposition.5-5,subsection.1325,172,compiled_resolved_r6
XIV.5.6,sga2.e14.5-1.theorem.5-6,subsection*.1327,172,compiled_resolved_r6
eq:XIV.5.6.*,sga2.e14.5-1.equation.5-6,AMS.1330,173,compiled_resolved_r6
XIV.5.7,sga2.e14.5-7.structural.5-7,subsection.1332,173,compiled_resolved_r6
XIV.6,sga2.e14.6.section.6,section*.1333,173,compiled_resolved_r6
XIV.6.1,sga2.e14.6-1.section.6-1,subsection*.1334,173,compiled_resolved_r6
XIV.6.2,sga2.e14.6-2.section.6-2,subsection*.1336,174,compiled_resolved_r6
MiR,sga2.e14.6-2.structural.mir,Hfootnote.1344,175,compiled_resolved_r6
XIV.6.3,sga2.e14.6-3.section.6-3,subsection*.1345,175,compiled_resolved_r6
XIV.6.4,sga2.e14.6-4.section.6-4,subsection*.1347,175,compiled_resolved_r6
