residual_id,source_file,source_line,source_column_1based,visible_locator_tex,normalized_locator,final_class,candidate_id,resolved_target_id,destination_label,manual_audit_status,reason,context
sga2.r6.residual.000232,parts/02_expose_II.tex,223,32,Lemma~7,7,linked_internal_edge,sga2.r6.candidate.000199,sga2.e02.front.lemma.7,II.7,not_required_internal_or_structural,preexisting_hyperref_payload," is an isomorphism, then $\varphi$ is also an\nisomorphism.\n\end{sgastatement}\n\nWe first prove \hyperref[II.7]{Lemma~7}. There is a spectral sequence\n\begin{equation}\n  \mathrm H^p(X,\uH_Y^q(F))\n  \Longrightarrow \mathrm H_Y^*(X"
sga2.r6.residual.000233,parts/02_expose_II.tex,244,11,4.12.1,4.12.1,external_work_citation,sga2.r6.candidate.000202,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"t of~\eqref{eq:II.7.2n} to\n\eqref{eq:II.7.1}. If the underlying space of $X$ is noetherian, then by\nGodement, 4.12.1,\footnote{Cf. the first bibliographic reference at the end\nof Expos\'e~I.}\n\[\n  \varinjlim_n\n    \mathrm H^p\"
sga2.r6.residual.000234,parts/02_expose_II.tex,262,64,11.1.5,11.1.5,external_work_citation,sga2.r6.candidate.000203,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"hi}$\srcpage{23} is an isomorphism, then so is\n$\Phi_2$, and hence so is $\varphi$ by EGA~$0_{\mathrm{III}}$, 11.1.5.\nThis proves \hyperref[II.7]{Lemma~7}.\n\nWe now prove \hyperref[II.6]{Theorem~6}(a). This is a local question "
sga2.r6.residual.000235,parts/02_expose_II.tex,263,29,Lemma~7,7,linked_internal_edge,sga2.r6.candidate.000204,sga2.e02.front.lemma.7,II.7,not_required_internal_or_structural,preexisting_hyperref_payload,"then so is\n$\Phi_2$, and hence so is $\varphi$ by EGA~$0_{\mathrm{III}}$, 11.1.5.\nThis proves \hyperref[II.7]{Lemma~7}.\n\nWe now prove \hyperref[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~"
sga2.r6.residual.000236,parts/02_expose_II.tex,265,30,Theorem~6,6,linked_internal_edge,sga2.r6.candidate.000205,sga2.e02.front.theorem.6,II.6,not_required_internal_or_structural,preexisting_hyperref_payload,"arphi$ by EGA~$0_{\mathrm{III}}$, 11.1.5.\nThis proves \hyperref[II.7]{Lemma~7}.\n\nWe now prove \hyperref[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~4}\nand EGA~I, 1.3.9 and 1.3.12, we may sup"
sga2.r6.residual.000237,parts/02_expose_II.tex,265,97,Corollary~4,4,linked_internal_edge,sga2.r6.candidate.000206,sga2.e02.front.corollary.4,II.4,not_required_internal_or_structural,preexisting_hyperref_payload,"7]{Lemma~7}.\n\nWe now prove \hyperref[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~4}\nand EGA~I, 1.3.9 and 1.3.12, we may suppose that $X$ is the spectrum of a\nring $A$. Write $M$ for the $A$-mo"
sga2.r6.residual.000238,parts/02_expose_II.tex,266,9,"I, 1.3.9",1.3.9,external_work_citation,sga2.r6.candidate.000207,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"prove \hyperref[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~4}\nand EGA~I, 1.3.9 and 1.3.12, we may suppose that $X$ is the spectrum of a\nring $A$. Write $M$ for the $A$-module whose associa"
sga2.r6.residual.000239,parts/02_expose_II.tex,266,22,1.3.12,1.3.12,external_work_citation,sga2.r6.candidate.000208,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context,"ef[II.6]{Theorem~6}(a). This is a local question on $X$. By \hyperref[II.4]{Corollary~4}\nand EGA~I, 1.3.9 and 1.3.12, we may suppose that $X$ is the spectrum of a\nring $A$. Write $M$ for the $A$-module whose associated sheaf i"
sga2.r6.residual.000240,parts/02_expose_II.tex,268,73,Theorem~6,6,linked_internal_edge,sga2.r6.candidate.000209,sga2.e02.front.theorem.6,II.6,not_required_internal_or_structural,preexisting_hyperref_payload," whose associated sheaf is $F$. It is\ntherefore enough to prove that, under the hypotheses of \hyperref[II.6]{Theorem~6}(a), the\ncanonical homomorphism\n\begin{equation}\n  \varinjlim_n\Ext_A^i(A/I^n,M)\n  \longrightarrow \mathrm H_"
sga2.r6.residual.000241,parts/02_expose_II.tex,278,9,(7.3),7.3,resolved_internal_edge,sga2.r6.candidate.000210,sga2.e02.front.equation.7-3,eq:II.7.3,not_required_internal_or_structural,unique_target_from_syntactic_scope,ation}\nis an isomorphism.\n\n\noindent\textit{Source note.} The corrected French text first uses $M$ in\ndisplay~(7.3) without introducing it. The affine correspondence with the\npreviously given quasi-coherent sheaf $F$ is made 
sga2.r6.residual.000242,parts/02_expose_II.tex,313,52,Theorem~6,6,linked_internal_edge,sga2.r6.candidate.000217,sga2.e02.front.theorem.6,II.6,not_required_internal_or_structural,preexisting_hyperref_payload,\eqref{eq:II.7.6} in degree zero; it therefore agrees with\n\eqref{eq:II.7.6} in every degree. \hyperref[II.6]{Theorem~6}(a) is consequently an immediate\nconsequence of the following lemma.\n\n\noindent\textit{Source note.} The corr
sga2.r6.residual.000243,parts/02_expose_II.tex,317,41,(7.3),7.3,resolved_internal_edge,sga2.r6.candidate.000218,sga2.e02.front.equation.7-3,eq:II.7.3,not_required_internal_or_structural,unique_target_from_syntactic_scope,noindent\textit{Source note.} The corrected French sentence calls the\ncomparison just used ``the composite of (7.3) and (5.1).'' As the displayed\narrows in (7.3) and (5.1) have the same target rather than composable source\nan
sga2.r6.residual.000244,parts/02_expose_II.tex,317,51,(5.1),5.1,resolved_internal_edge,sga2.r6.candidate.000219,sga2.e02.front.equation.5-1,eq:II.5.1,not_required_internal_or_structural,unique_target_from_syntactic_scope,"extit{Source note.} The corrected French sentence calls the\ncomparison just used ``the composite of (7.3) and (5.1).'' As the displayed\narrows in (7.3) and (5.1) have the same target rather than composable source\nand target, "
sga2.r6.residual.000245,parts/02_expose_II.tex,318,11,(7.3),7.3,resolved_internal_edge,sga2.r6.candidate.000220,sga2.e02.front.equation.7-3,eq:II.7.3,not_required_internal_or_structural,unique_target_from_syntactic_scope,"ench sentence calls the\ncomparison just used ``the composite of (7.3) and (5.1).'' As the displayed\narrows in (7.3) and (5.1) have the same target rather than composable source\nand target, the intended comparison requires ide"
sga2.r6.residual.000246,parts/02_expose_II.tex,318,21,(5.1),5.1,resolved_internal_edge,sga2.r6.candidate.000221,sga2.e02.front.equation.5-1,eq:II.5.1,not_required_internal_or_structural,unique_target_from_syntactic_scope,"nce calls the\ncomparison just used ``the composite of (7.3) and (5.1).'' As the displayed\narrows in (7.3) and (5.1) have the same target rather than composable source\nand target, the intended comparison requires identifying t"
sga2.r6.residual.000247,parts/02_expose_II.tex,320,17,(5.1),5.1,resolved_internal_edge,sga2.r6.candidate.000222,sga2.e02.front.equation.5-1,eq:II.5.1,not_required_internal_or_structural,unique_target_from_syntactic_scope,"omposable source\nand target, the intended comparison requires identifying that target through\nthe isomorphism (5.1), equivalently using its inverse. The mathematical\ncomparison is stated explicitly above; the source's directi"
sga2.r6.residual.000248,parts/02_expose_II.tex,324,22,Lemma 8,8,structural_declaration_or_tag,sga2.r6.candidate.000223,sga2.e02.front.lemma.8,II.8,not_required_internal_or_structural,semantic_target_heading_declaration,"bove; the source's directional anomaly is\nrecorded here rather than silently concealed.\n\n\begin{sgastatement}{Lemma 8}\sgareaderlabel{II.8}{8}\nLet $A$ be a noetherian ring, let $I$ be an ideal generated by a finite\nfamily $\ffa"
sga2.r6.residual.000249,parts/02_expose_II.tex,330,22,Lemma 9,9,structural_declaration_or_tag,sga2.r6.candidate.000225,sga2.e02.front.lemma.9,II.9,not_required_internal_or_structural,semantic_target_heading_declaration,"$-module. Then the\nhomomorphisms~\eqref{eq:II.7.6} are isomorphisms.\n\end{sgastatement}\n\n\begin{sgastatement}{Lemma 9}\sgareaderlabel{II.9}{9}\nLet $A$\srcpage{24} be a ring, let $\ffam=(f_\alpha)$ be a finite family of\nelements"
sga2.r6.residual.000250,parts/02_expose_II.tex,344,48,Lemma~9,9,linked_internal_edge,sga2.r6.candidate.000227,sga2.e02.front.lemma.9,II.9,not_required_internal_or_structural,preexisting_hyperref_payload,"o\mathrm H_{i,n}$ is zero.\n\end{enumerate}\n\end{sgastatement}\n\n\noindent\textit{Source note.} \hyperref[II.9]{Lemma~9}(c), and later \hyperref[II.11]{Lemma~11}, print their\nsystems with the index $n\in\ZZ$, whereas the proofs e"
sga2.r6.residual.000251,parts/02_expose_II.tex,344,88,Lemma~11,11,linked_internal_edge,sga2.r6.candidate.000228,sga2.e02.front.lemma.11,II.11,not_required_internal_or_structural,preexisting_hyperref_payload,"e}\n\end{sgastatement}\n\n\noindent\textit{Source note.} \hyperref[II.9]{Lemma~9}(c), and later \hyperref[II.11]{Lemma~11}, print their\nsystems with the index $n\in\ZZ$, whereas the proofs explicitly take $n>0$\nand use ordinary pos"
sga2.r6.residual.000252,parts/02_expose_II.tex,378,22,Corollary 10,10,structural_declaration_or_tag,sga2.r6.candidate.000230,sga2.e02.front.corollary.10,II.10,not_required_internal_or_structural,semantic_target_heading_declaration,"on-map symbol to $t_{n'}$; the corrected\nbranch restores $t_{n',n}$, as retained above.\n\n\begin{sgastatement}{Corollary 10}\sgareaderlabel{II.10}{10}\nSuppose that the underlying space of $X=\Spec(A)$ is noetherian. The\npreceding con"
sga2.r6.residual.000253,parts/02_expose_II.tex,392,21,Lemma~9,9,linked_internal_edge,sga2.r6.candidate.000231,sga2.e02.front.lemma.9,II.9,not_required_internal_or_structural,preexisting_hyperref_payload,"grightarrow \mathrm H^0(U,F)\n  \longrightarrow \mathrm H^1((\ffam),M)\longrightarrow0,\n\]\nand \hyperref[II.9]{Lemma~9}(b) shows that\n$\mathrm H^0(X,F)\to\mathrm H^0(U,F)$ is surjective.\n\nThe condition is sufficient\srcpage{25} "
sga2.r6.residual.000254,parts/02_expose_II.tex,399,22,Lemma 11,11,structural_declaration_or_tag,sga2.r6.candidate.000233,sga2.e02.front.lemma.11,II.11,not_required_internal_or_structural,semantic_target_heading_declaration,"subset $Y$ of $X$ and every flasque sheaf $F$ on $X$,\n$\mathrm H_Y^i(X,F)=0$ for $i>0$.\n\n\begin{sgastatement}{Lemma 11}\sgareaderlabel{II.11}{11}\nUnder the hypotheses of \hyperref[II.9]{Lemma~9}, for every noetherian $A$-module "
sga2.r6.residual.000255,parts/02_expose_II.tex,400,41,Lemma~9,9,linked_internal_edge,sga2.r6.candidate.000234,sga2.e02.front.lemma.9,II.9,not_required_internal_or_structural,preexisting_hyperref_payload," for $i>0$.\n\n\begin{sgastatement}{Lemma 11}\sgareaderlabel{II.11}{11}\nUnder the hypotheses of \hyperref[II.9]{Lemma~9}, for every noetherian $A$-module $N$ and\nevery $i>0$, the projective system\n$(\mathrm H_{i,n}(N))_{n\in\ZZ}$"
sga2.r6.residual.000256,parts/02_expose_II.tex,423,22,"III, 1.1.4.1",1.1.4.1,external_work_citation,sga2.r6.candidate.000235,,,audited_positive_disposition_codex_2026-07-23,named_external_work_or_author_context," been proved for all integers\n$m'<m$. Put\n$\gfam=(f_1,\ldots,f_{m-1})$ and $\hfam=f_m$.\n\nFor every $n>0$, EGA~III, 1.1.4.1 gives an exact sequence\n\[\n  0\longrightarrow\n  \mathrm H_0(\hfam^n,\mathrm H_i(\gfam^n,N))\n  \longrightarrow"
sga2.r6.residual.000257,parts/02_expose_II.tex,455,38,Lemma~11,11,linked_internal_edge,sga2.r6.candidate.000236,sga2.e02.front.lemma.11,II.11,not_required_internal_or_structural,preexisting_hyperref_payload,"projective system is therefore essentially zero as well.\n\end{sgaproof}\n\nWe have thus proved \hyperref[II.11]{Lemma~11}, hence \hyperref[II.8]{Lemma~8}, and consequently \hyperref[II.6]{Theorem~6}.\n\n\begin{sgaremark}{Remark}\n\hy"
sga2.r6.residual.000258,parts/02_expose_II.tex,455,71,Lemma~8,8,linked_internal_edge,sga2.r6.candidate.000237,sga2.e02.front.lemma.8,II.8,not_required_internal_or_structural,preexisting_hyperref_payload,"sentially zero as well.\n\end{sgaproof}\n\nWe have thus proved \hyperref[II.11]{Lemma~11}, hence \hyperref[II.8]{Lemma~8}, and consequently \hyperref[II.6]{Theorem~6}.\n\n\begin{sgaremark}{Remark}\n\hyperref[II.6]{Theorem~6} can also"
sga2.r6.residual.000259,parts/02_expose_II.tex,455,114,Theorem~6,6,linked_internal_edge,sga2.r6.candidate.000238,sga2.e02.front.theorem.6,II.6,not_required_internal_or_structural,preexisting_hyperref_payload,"have thus proved \hyperref[II.11]{Lemma~11}, hence \hyperref[II.8]{Lemma~8}, and consequently \hyperref[II.6]{Theorem~6}.\n\n\begin{sgaremark}{Remark}\n\hyperref[II.6]{Theorem~6} can also be obtained by proving the condition of \hyp"
sga2.r6.residual.000260,parts/02_expose_II.tex,458,17,Theorem~6,6,linked_internal_edge,sga2.r6.candidate.000239,sga2.e02.front.theorem.6,II.6,not_required_internal_or_structural,preexisting_hyperref_payload,"erref[II.8]{Lemma~8}, and consequently \hyperref[II.6]{Theorem~6}.\n\n\begin{sgaremark}{Remark}\n\hyperref[II.6]{Theorem~6} can also be obtained by proving the condition of \hyperref[II.10]{Corollary~10} with\nthe aid of the structur"
sga2.r6.residual.000261,parts/02_expose_II.tex,458,94,Corollary~10,10,linked_internal_edge,sga2.r6.candidate.000240,sga2.e02.front.corollary.10,II.10,not_required_internal_or_structural,preexisting_hyperref_payload,"aremark}{Remark}\n\hyperref[II.6]{Theorem~6} can also be obtained by proving the condition of \hyperref[II.10]{Corollary~10} with\nthe aid of the structure theorems for injective modules over a noetherian\nring (Matlis, Gabriel).\n\end{"
sga2.r6.residual.000262,parts/02_expose_II.tex,96,10,\eqref{eq:II.4.1},4.1,linked_internal_edge,sga2.r6.candidate.000172,sga2.e02.front.equation.4-1,eq:II.4.1,not_required_internal_or_structural,preexisting_latex_reference_command,", equation~(23), therefore degenerates, and\n\[\n  \mathrm H_Y^i(X,F)=\Gamma(\uH_Y^i(F)).\n\]\nEquation~\eqref{eq:II.4.1} now follows from EGA~I, 1.1.3.7; equations\n\eqref{eq:II.4.2} and \eqref{eq:II.4.3} follow from the "
sga2.r6.residual.000263,parts/02_expose_II.tex,97,1,\eqref{eq:II.4.2},4.2,linked_internal_edge,sga2.r6.candidate.000174,sga2.e02.front.equation.4-2,eq:II.4.2,not_required_internal_or_structural,preexisting_latex_reference_command,"i(X,F)=\Gamma(\uH_Y^i(F)).\n\]\nEquation~\eqref{eq:II.4.1} now follows from EGA~I, 1.1.3.7; equations\n\eqref{eq:II.4.2} and \eqref{eq:II.4.3} follow from the cohomology exact\nsequence of Expos\'e~I, equation~(27), and f"
sga2.r6.residual.000264,parts/02_expose_II.tex,97,23,\eqref{eq:II.4.3},4.3,linked_internal_edge,sga2.r6.candidate.000175,sga2.e02.front.equation.4-3,eq:II.4.3,not_required_internal_or_structural,preexisting_latex_reference_command,"F)).\n\]\nEquation~\eqref{eq:II.4.1} now follows from EGA~I, 1.1.3.7; equations\n\eqref{eq:II.4.2} and \eqref{eq:II.4.3} follow from the cohomology exact\nsequence of Expos\'e~I, equation~(27), and from the vanishing\n$\ma"
sga2.r6.residual.000265,parts/02_expose_II.tex,137,1,\eqref{eq:II.4.2},4.2,linked_internal_edge,sga2.r6.candidate.000185,sga2.e02.front.equation.4-2,eq:II.4.2,not_required_internal_or_structural,preexisting_latex_reference_command,"'=\Spec A$ defined by an ideal $J$ of $A$.\n\nFor $i=0$\srcpage{21} and $i=1$, use the exact sequences\n\eqref{eq:II.4.2} and EGA~III, 1.4.3.2; for $i\geq2$, use\n\eqref{eq:II.4.3} and EGA~III, 1.4.3.1. This gives isomorph"
sga2.r6.residual.000266,parts/02_expose_II.tex,138,1,\eqref{eq:II.4.3},4.3,linked_internal_edge,sga2.r6.candidate.000187,sga2.e02.front.equation.4-3,eq:II.4.3,not_required_internal_or_structural,preexisting_latex_reference_command,"ge{21} and $i=1$, use the exact sequences\n\eqref{eq:II.4.2} and EGA~III, 1.4.3.2; for $i\geq2$, use\n\eqref{eq:II.4.3} and EGA~III, 1.4.3.1. This gives isomorphisms functorial in\n$M$. One verifies that, up to a sign de"
sga2.r6.residual.000267,parts/02_expose_II.tex,141,24,\eqref{eq:II.5.1},5.1,linked_internal_edge,sga2.r6.candidate.000189,sga2.e02.front.equation.5-1,eq:II.5.1,not_required_internal_or_structural,preexisting_latex_reference_command,"i$, they are\ncompatible with the boundary operator; hence the isomorphism of\n$\partial$-functors in \eqref{eq:II.5.1} exists.\n\n\noindent\textit{Editorial note.} For the case $i\geq2$, the original\nedition cited EGA~II"
sga2.r6.residual.000268,parts/02_expose_II.tex,190,39,\eqref{eq:II.5.*},*,linked_internal_edge,sga2.r6.candidate.000192,sga2.e02.front.equation.unnumbered,eq:II.5.*,not_required_internal_or_structural,preexisting_latex_reference_command,";\mathcal O_{Y_n},F)\n  \longrightarrow \mathrm H_Y^i(X,F),\n\]\nobtained by composing $\varphi'$ with~\eqref{eq:II.5.*}, is itself a\nmorphism of cohomological functors in $F$.\n\nWe define\srcpage{22} similarly\n\[\n  \unde"
sga2.r6.residual.000269,parts/02_expose_II.tex,242,37,\eqref{eq:II.7.2n},7.2 _n,linked_internal_edge,sga2.r6.candidate.000200,sga2.e02.front.equation.7-2-n,eq:II.7.2n,not_required_internal_or_structural,preexisting_latex_reference_command,"morphisms are associated with a homomorphism $\Phi$ of spectral\nsequences, from the direct limit of~\eqref{eq:II.7.2n} to\n\eqref{eq:II.7.1}. If the underlying space of $X$ is noetherian, then by\nGodement, 4.12.1,\footn"
sga2.r6.residual.000270,parts/02_expose_II.tex,243,1,\eqref{eq:II.7.1},7.1,linked_internal_edge,sga2.r6.candidate.000201,sga2.e02.front.equation.7-1,eq:II.7.1,not_required_internal_or_structural,preexisting_latex_reference_command,"ed with a homomorphism $\Phi$ of spectral\nsequences, from the direct limit of~\eqref{eq:II.7.2n} to\n\eqref{eq:II.7.1}. If the underlying space of $X$ is noetherian, then by\nGodement, 4.12.1,\footnote{Cf. the first bib"
sga2.r6.residual.000271,parts/02_expose_II.tex,283,52,\eqref{eq:II.7.3},7.3,linked_internal_edge,sga2.r6.candidate.000211,sga2.e02.front.equation.7-3,eq:II.7.3,not_required_internal_or_structural,preexisting_latex_reference_command,"sequence of ideals $(\ffam^n)$ is decreasing and\ncofinal with the sequence of ideals $I^n$, so that~\eqref{eq:II.7.3} is\nequivalent to a morphism of $\partial$-functors in $M$:\n\begin{equation}\n  \varinjlim_n\Ext_A^i("
sga2.r6.residual.000272,parts/02_expose_II.tex,308,33,\eqref{eq:II.7.5},7.5,linked_internal_edge,sga2.r6.candidate.000212,sga2.e02.front.equation.7-5,eq:II.7.5,not_required_internal_or_structural,preexisting_latex_reference_command," \mathrm H^i((\ffam),M)\n  \tag{7.6}\label{eq:II.7.6}\n\end{equation}\nthat agrees in degree zero with~\eqref{eq:II.7.5}.\n\nThe comparison obtained from~\eqref{eq:II.7.3} and\n\eqref{eq:II.5.1} is a morphism of $\partial$-"
sga2.r6.residual.000273,parts/02_expose_II.tex,310,30,\eqref{eq:II.7.3},7.3,linked_internal_edge,sga2.r6.candidate.000213,sga2.e02.front.equation.7-3,eq:II.7.3,not_required_internal_or_structural,preexisting_latex_reference_command,.6}\n\end{equation}\nthat agrees in degree zero with~\eqref{eq:II.7.5}.\n\nThe comparison obtained from~\eqref{eq:II.7.3} and\n\eqref{eq:II.5.1} is a morphism of $\partial$-functors in $M$ that agrees\nwith~\eqref{eq:II.7.6
sga2.r6.residual.000274,parts/02_expose_II.tex,311,1,\eqref{eq:II.5.1},5.1,linked_internal_edge,sga2.r6.candidate.000214,sga2.e02.front.equation.5-1,eq:II.5.1,not_required_internal_or_structural,preexisting_latex_reference_command,t agrees in degree zero with~\eqref{eq:II.7.5}.\n\nThe comparison obtained from~\eqref{eq:II.7.3} and\n\eqref{eq:II.5.1} is a morphism of $\partial$-functors in $M$ that agrees\nwith~\eqref{eq:II.7.6} in degree zero; it t
sga2.r6.residual.000275,parts/02_expose_II.tex,312,6,\eqref{eq:II.7.6},7.6,linked_internal_edge,sga2.r6.candidate.000215,sga2.e02.front.equation.7-6,eq:II.7.6,not_required_internal_or_structural,preexisting_latex_reference_command,eqref{eq:II.7.3} and\n\eqref{eq:II.5.1} is a morphism of $\partial$-functors in $M$ that agrees\nwith~\eqref{eq:II.7.6} in degree zero; it therefore agrees with\n\eqref{eq:II.7.6} in every degree. \hyperref[II.6]{Theorem
sga2.r6.residual.000276,parts/02_expose_II.tex,313,1,\eqref{eq:II.7.6},7.6,linked_internal_edge,sga2.r6.candidate.000216,sga2.e02.front.equation.7-6,eq:II.7.6,not_required_internal_or_structural,preexisting_latex_reference_command,artial$-functors in $M$ that agrees\nwith~\eqref{eq:II.7.6} in degree zero; it therefore agrees with\n\eqref{eq:II.7.6} in every degree. \hyperref[II.6]{Theorem~6}(a) is consequently an immediate\nconsequence of the foll
sga2.r6.residual.000277,parts/02_expose_II.tex,327,15,\eqref{eq:II.7.6},7.6,linked_internal_edge,sga2.r6.candidate.000224,sga2.e02.front.equation.7-6,eq:II.7.6,not_required_internal_or_structural,preexisting_latex_reference_command," finite\nfamily $\ffam=(f_\alpha)$ of elements, and let $M$ be an $A$-module. Then the\nhomomorphisms~\eqref{eq:II.7.6} are isomorphisms.\n\end{sgastatement}\n\n\begin{sgastatement}{Lemma 9}\sgareaderlabel{II.9}{9}\nLet $A$"
sga2.r6.residual.000278,parts/02_expose_II.tex,335,26,\eqref{eq:II.7.6},7.6,linked_internal_edge,sga2.r6.candidate.000226,sga2.e02.front.equation.7-6,eq:II.7.6,not_required_internal_or_structural,preexisting_latex_reference_command,"are equivalent:\n\begin{enumerate}[label=\textup{\alph*)},leftmargin=2.5em]\n  \item The homomorphism~\eqref{eq:II.7.6} is an isomorphism for every $M$.\n  \item $\mathrm H^i((\ffam),M)=0$ for every injective $M$.\n  \ite"
sga2.r6.residual.000279,parts/02_expose_II.tex,353,1,\eqref{eq:II.7.6},7.6,linked_internal_edge,sga2.r6.candidate.000229,sga2.e02.front.equation.7-6,eq:II.7.6,not_required_internal_or_structural,preexisting_latex_reference_command,". Indeed, b) implies that\n$M\mapsto\mathrm H^i((\ffam),M)$ is a universal cohomological functor, so\n\eqref{eq:II.7.6} is a morphism of universal cohomological functors. It is an\nisomorphism in degree zero and hence in"
sga2.r6.residual.000280,parts/02_expose_II.tex,395,44,\eqref{eq:II.5.1},5.1,linked_internal_edge,sga2.r6.candidate.000232,sga2.e02.front.equation.5-1,eq:II.5.1,not_required_internal_or_structural,preexisting_latex_reference_command,"at\n$\mathrm H^0(X,F)\to\mathrm H^0(U,F)$ is surjective.\n\nThe condition is sufficient\srcpage{25} by~\eqref{eq:II.5.1} and the fact\nthat, for every closed subset $Y$ of $X$ and every flasque sheaf $F$ on $X$,\n$\mathrm "
sga2.r6.residual.000281,parts/02_expose_II.tex,70,8,4.1,4.1,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{4.1}\label{eq:II.4.1}
sga2.r6.residual.000282,parts/02_expose_II.tex,79,8,4.2,4.2,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{4.2}\label{eq:II.4.2}
sga2.r6.residual.000283,parts/02_expose_II.tex,85,8,4.3,4.3,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{4.3}\label{eq:II.4.3}
sga2.r6.residual.000284,parts/02_expose_II.tex,128,8,5.1,5.1,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{5.1}\label{eq:II.5.1}
sga2.r6.residual.000285,parts/02_expose_II.tex,227,8,7.1,7.1,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{7.1}\label{eq:II.7.1}
sga2.r6.residual.000286,parts/02_expose_II.tex,233,8,7.2$_n$,7.2 _n,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{7.2$_n$}\label{eq:II.7.2n}
sga2.r6.residual.000287,parts/02_expose_II.tex,273,8,7.3,7.3,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{7.3}\label{eq:II.7.3}
sga2.r6.residual.000288,parts/02_expose_II.tex,288,8,7.4,7.4,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{7.4}\label{eq:II.7.4}
sga2.r6.residual.000289,parts/02_expose_II.tex,298,8,7.5,7.5,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{7.5}\label{eq:II.7.5}
sga2.r6.residual.000290,parts/02_expose_II.tex,306,8,7.6,7.6,structural_declaration_or_tag,,,,not_required_internal_or_structural,equation_tag_declaration,  \tag{7.6}\label{eq:II.7.6}
sga2.r6.residual.000291,parts/03_expose_III.tex,26,22,Definition 1.1,1.1,structural_declaration_or_tag,sga2.r6.candidate.000241,sga2.e03.1.definition.1-1,def:III.1.1,not_required_internal_or_structural,semantic_target_heading_declaration,"ay\nconsult N.~Bourbaki, \emph{Algèbre commutative}, Masson, as Serre himself\nsuggests.}\n\n\begin{sgastatement}{Definition 1.1}\sgareaderlabel{def:III.1.1}{1.1}\nLet $A$ be a ring (commutative with identity, as throughout what follows), "
sga2.r6.residual.000292,parts/03_expose_III.tex,48,22,Proposition 1.1,1.1,structural_declaration_or_tag,sga2.r6.candidate.000242,sga2.e03.1.proposition.1-1,III.1.1,not_required_internal_or_structural,semantic_target_heading_declaration," hold under the assumption that \emph{$A$ is noetherian\nand $M$ is finitely generated}.\n\n\begin{sgastatement}{Proposition 1.1}\sgareaderlabel{III.1.1}{1.1}\n\begin{enumerate}[label=\textup{(\roman*)},leftmargin=2.5em]\n  \item $\Ass M$ i"
sga2.r6.residual.000293,parts/03_expose_III.tex,59,22,Proposition 1.2,1.2,structural_declaration_or_tag,sga2.r6.candidate.000243,sga2.e03.1.proposition.1-2,III.1.2,not_required_internal_or_structural,semantic_target_heading_declaration,t are minimal with respect to inclusion in $\Ass M$.\n\end{enumerate}\n\end{sgastatement}\n\n\begin{sgastatement}{Proposition 1.2}\sgareaderlabel{III.1.2}{1.2}\nLet $\mathfrak p$ be a prime ideal of $A$. The following assertions are\nequival
sga2.r6.residual.000294,parts/03_expose_III.tex,71,22,Proposition 1.3,1.3,structural_declaration_or_tag,sga2.r6.candidate.000244,sga2.e03.1.proposition.1-3,III.1.3,not_required_internal_or_structural,semantic_target_heading_declaration,(iii bis)}] $\mathfrak p\supset\mathfrak r(\Ann M)$.\n\end{enumerate}\n\end{sgastatement}\n\n\begin{sgastatement}{Proposition 1.3}\sgareaderlabel{III.1.3}{1.3}\nLet $N$ be a finitely generated $A$-module. Then\n\[\n  \Ass\operatorname{Hom}_A(
sga2.r6.residual.000295,parts/03_expose_III.tex,90,22,Lemma 2.1,2.1,structural_declaration_or_tag,sga2.r6.candidate.000245,sga2.e03.2.lemma.2-1,III.2.1,not_required_internal_or_structural,semantic_target_heading_declaration,"et defined by $I$, namely\n$Y=\Supp(A/I)=\{\mathfrak p\in X\mid \mathfrak p\supset I\}$.\n\n\begin{sgastatement}{Lemma 2.1}\sgareaderlabel{III.2.1}{2.1}\nSuppose that $A$ is noetherian, that $M$ and $N$ are finitely generated, and\nth"
