stable_id,latex_label,pdf_destination,target_kind,work,expose,structural_context,visible_locator,normalized_locator,source_file,source_line,source_column_1based,pdf_page,status,origin,compiled_pdf_anchor
sga2.e04.1.structural.1,pIV.1,pIV.1,structural,SGA2,IV,1,1,1,parts/04_expose_IV.tex,16,1,29,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.257
sga2.e04.1.proposition.1-1,IV.1.1,IV.1.1,proposition,SGA2,IV,1,1.1,1.1,parts/04_expose_IV.tex,50,1,29,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.258
sga2.e04.1.remark.1-2,IV.1.2,IV.1.2,remark,SGA2,IV,1,1.2,1.2,parts/04_expose_IV.tex,64,1,30,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.261
sga2.e04.1.proposition.1-3,IV.1.3,IV.1.3,proposition,SGA2,IV,1,1.3,1.3,parts/04_expose_IV.tex,95,1,30,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.262
sga2.e04.1.theorem.1-4,IV.1.4,IV.1.4,theorem,SGA2,IV,1,1.4,1.4,parts/04_expose_IV.tex,169,1,31,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.266
sga2.e04.2.section.2,IV.2,IV.2,section,SGA2,IV,2,2,2,parts/04_expose_IV.tex,222,1,32,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.271
sga2.e04.2.proposition.2-1,IV.2.1,IV.2.1,proposition,SGA2,IV,2,2.1,2.1,parts/04_expose_IV.tex,236,1,32,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.272
sga2.e04.2.corollary.2-2,IV.2.2,IV.2.2,corollary,SGA2,IV,2,2.2,2.2,parts/04_expose_IV.tex,283,1,32,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.275
sga2.e04.3.section.3,IV.3,IV.3,section,SGA2,IV,3,3,3,parts/04_expose_IV.tex,307,1,33,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.277
sga2.e04.3.proposition.3-1,IV.3.1,IV.3.1,proposition,SGA2,IV,3,3.1,3.1,parts/04_expose_IV.tex,333,1,33,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.278
sga2.e04.3.remark.3-2,IV.3.2,IV.3.2,remark,SGA2,IV,3,3.2,3.2,parts/04_expose_IV.tex,457,1,34,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.283
sga2.e04.4.section.4,IV.4,IV.4,section,SGA2,IV,4,4,4,parts/04_expose_IV.tex,468,1,34,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.285
sga2.e04.4.definition.4-1,IV.4.1,IV.4.1,definition,SGA2,IV,4,4.1,4.1,parts/04_expose_IV.tex,470,1,34,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.286
sga2.e04.4.definition.4-2,IV.4.2,IV.4.2,definition,SGA2,IV,4,4.2,4.2,parts/04_expose_IV.tex,488,1,35,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.287
sga2.e04.4.proposition.4-3,IV.4.3,IV.4.3,proposition,SGA2,IV,4,4.3,4.3,parts/04_expose_IV.tex,509,1,35,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.288
sga2.e04.4.corollary.4-4,IV.4.4,IV.4.4,corollary,SGA2,IV,4,4.4,4.4,parts/04_expose_IV.tex,542,1,35,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.289
sga2.e04.4.lemma.4-5,IV.4.5,IV.4.5,lemma,SGA2,IV,4,4.5,4.5,parts/04_expose_IV.tex,549,1,35,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.290
sga2.e04.4.proposition.4-6,IV.4.6,IV.4.6,proposition,SGA2,IV,4,4.6,4.6,parts/04_expose_IV.tex,582,1,36,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.291
sga2.e04.4.theorem.4-7,IV.4.7,IV.4.7,theorem,SGA2,IV,4,4.7,4.7,parts/04_expose_IV.tex,606,1,36,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.293
sga2.e04.4.remark.4-8,IV.4.8,IV.4.8,remark,SGA2,IV,4,4.8,4.8,parts/04_expose_IV.tex,617,1,36,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.297
sga2.e04.13.structural.13,pIV.13,pIV.13,structural,SGA2,IV,13,13,13,parts/04_expose_IV.tex,654,1,36,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.305
sga2.e04.13.corollary.4-9,IV.4.9,IV.4.9,corollary,SGA2,IV,13,4.9,4.9,parts/04_expose_IV.tex,703,1,37,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.306
sga2.e04.5.section.5,IV.5,IV.5,section,SGA2,IV,5,5,5,parts/04_expose_IV.tex,722,1,37,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.309
sga2.e04.5.proposition.5-1,IV.5.1,IV.5.1,proposition,SGA2,IV,5,5.1,5.1,parts/04_expose_IV.tex,766,1,38,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.310
sga2.e04.5.example.5-2,IV.5.2,IV.5.2,example,SGA2,IV,5,5.2,5.2,parts/04_expose_IV.tex,839,1,39,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.312
sga2.e04.5.example.5-3,IV.5.3,IV.5.3,example,SGA2,IV,5,5.3,5.3,parts/04_expose_IV.tex,859,1,39,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.313
sga2.e04.5.proposition.5-4,IV.5.4,IV.5.4,proposition,SGA2,IV,5,5.4,5.4,parts/04_expose_IV.tex,878,1,39,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.314
sga2.e04.5.remark.5-5,IV.5.5,IV.5.5,remark,SGA2,IV,5,5.5,5.5,parts/04_expose_IV.tex,895,1,39,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.316
sga2.e04.46.structural.46,pagecithar,pagecithar,structural,SGA2,IV,46,46,46,parts/04_expose_IV.tex,965,1,40,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.318
sga2.e04.46.structural.unnumbered,cithar,cithar,structural,SGA2,IV,46,*,,parts/04_expose_IV.tex,965,1,40,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.320
sga2.e05.front.structural.v,V,V,structural,SGA2,V,front,,,parts/05_expose_V.tex,11,24,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.321
sga2.e05.1.section.1,V.1,V.1,section,SGA2,V,1,1,1,parts/05_expose_V.tex,14,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.323
sga2.e05.1-1.section.1-1,V.1.1,V.1.1,section,SGA2,V,1.1,1.1,1.1,parts/05_expose_V.tex,17,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.325
sga2.e05.1-1.equation.1,eq:V.1,eq:V.1,equation,SGA2,V,1.1,1,1,parts/05_expose_V.tex,20,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.327
sga2.e05.1-1.equation.2,eq:V.2,eq:V.2,equation,SGA2,V,1.1,2,2,parts/05_expose_V.tex,25,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.329
sga2.e05.1-1.equation.3,eq:V.3,eq:V.3,equation,SGA2,V,1.1,3,3,parts/05_expose_V.tex,38,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.332
sga2.e05.1-1.equation.4,eq:V.4,eq:V.4,equation,SGA2,V,1.1,4,4,parts/05_expose_V.tex,44,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.334
sga2.e05.1-1.remark.1-2,V.1.2,V.1.2,remark,SGA2,V,1.1,1.2,1.2,parts/05_expose_V.tex,60,1,41,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.335
sga2.e05.1-1.equation.1-3,eq:V.1.3,eq:V.1.3,equation,SGA2,V,1.1,1.3,1.3,parts/05_expose_V.tex,73,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.337
sga2.e05.1-1.equation.5,eq:V.5,eq:V.5,equation,SGA2,V,1.1,5,5,parts/05_expose_V.tex,104,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.340
sga2.e05.1-1.equation.6,eq:V.6,eq:V.6,equation,SGA2,V,1.1,6,6,parts/05_expose_V.tex,108,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.342
sga2.e05.1-1.equation.8,eq:V.8,eq:V.8,equation,SGA2,V,1.1,8,8,parts/05_expose_V.tex,115,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.345
sga2.e05.1-1.equation.9,eq:V.9,eq:V.9,equation,SGA2,V,1.1,9,9,parts/05_expose_V.tex,117,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.346
sga2.e05.1-1.equation.10,eq:V.10,eq:V.10,equation,SGA2,V,1.1,10,10,parts/05_expose_V.tex,128,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.349
sga2.e05.1-1.equation.11,eq:V.11,eq:V.11,equation,SGA2,V,1.1,11,11,parts/05_expose_V.tex,133,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.351
sga2.e05.1-1.equation.1-4,eq:V.1.4,eq:V.1.4,equation,SGA2,V,1.1,1.4,1.4,parts/05_expose_V.tex,138,1,42,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.352
sga2.e05.1-1.equation.12,eq:V.12,eq:V.12,equation,SGA2,V,1.1,12,12,parts/05_expose_V.tex,169,1,43,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.354
sga2.e05.1-1.equation.1-5,eq:V.1.5,eq:V.1.5,equation,SGA2,V,1.1,1.5,1.5,parts/05_expose_V.tex,198,1,43,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.355
sga2.e05.2.section.2,V.2,V.2,section,SGA2,V,2,2,2,parts/05_expose_V.tex,206,1,43,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.357
sga2.e05.2-4.structural.2-4,pV2.4,pV2.4,structural,SGA2,V,2.4,2.4,2.4,parts/05_expose_V.tex,210,1,43,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.358
sga2.e05.2-4.equation.13,eq:V.13,eq:V.13,equation,SGA2,V,2.4,13,13,parts/05_expose_V.tex,220,1,43,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.360
sga2.e05.2-4.equation.14,eq:V.14,eq:V.14,equation,SGA2,V,2.4,14,14,parts/05_expose_V.tex,228,1,44,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.362
sga2.e05.2-4.theorem.2-1,V.2.1,V.2.1,theorem,SGA2,V,2.4,2.1,2.1,parts/05_expose_V.tex,234,1,44,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.363
sga2.e05.3.section.3,V.3,V.3,section,SGA2,V,3,3,3,parts/05_expose_V.tex,262,1,44,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.365
sga2.e05.3.theorem.3-1,V.3.1,V.3.1,theorem,SGA2,V,3,3.1,3.1,parts/05_expose_V.tex,264,1,44,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.366
sga2.e05.3.lemma.3-2,V.3.2,V.3.2,lemma,SGA2,V,3,3.2,3.2,parts/05_expose_V.tex,297,1,44,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.367
sga2.e05.3.equation.15,eq:V.15,eq:V.15,equation,SGA2,V,3,15,15,parts/05_expose_V.tex,306,1,44,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.369
sga2.e05.3.equation.16,eq:V.16,eq:V.16,equation,SGA2,V,3,16,16,parts/05_expose_V.tex,317,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.371
sga2.e05.3.equation.17,eq:V.17,eq:V.17,equation,SGA2,V,3,17,17,parts/05_expose_V.tex,323,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.373
sga2.e05.3.equation.18,eq:V.18,eq:V.18,equation,SGA2,V,3,18,18,parts/05_expose_V.tex,358,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.375
sga2.e05.3.equation.19,eq:V.19,eq:V.19,equation,SGA2,V,3,19,19,parts/05_expose_V.tex,364,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.377
sga2.e05.3.equation.20,eq:V.20,eq:V.20,equation,SGA2,V,3,20,20,parts/05_expose_V.tex,371,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.379
sga2.e05.3.equation.21,eq:V.21,eq:V.21,equation,SGA2,V,3,21,21,parts/05_expose_V.tex,375,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.381
sga2.e05.3.equation.22,eq:V.22,eq:V.22,equation,SGA2,V,3,22,22,parts/05_expose_V.tex,384,1,45,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.383
sga2.e05.3.equation.23,eq:V.23,eq:V.23,equation,SGA2,V,3,23,23,parts/05_expose_V.tex,454,1,46,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.385
sga2.e05.3.lemma.3-3,V.3.3,V.3.3,lemma,SGA2,V,3,3.3,3.3,parts/05_expose_V.tex,501,1,47,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.386
sga2.e05.3.example.3-4,V.3.4,V.3.4,example,SGA2,V,3,3.4,3.4,parts/05_expose_V.tex,540,1,47,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.387
sga2.e05.3.proposition.3-5,V.3.5,V.3.5,proposition,SGA2,V,3,3.5,3.5,parts/05_expose_V.tex,591,1,48,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.388
sga2.e05.3.structural.unnumbered,dualnul,dualnul,structural,SGA2,V,3,*,,parts/05_expose_V.tex,610,1,48,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.390
sga2.e05.3.equation.24,eq:V.24,eq:V.24,equation,SGA2,V,3,24,24,parts/05_expose_V.tex,627,1,48,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.392
sga2.e05.3.equation.25,eq:V.25,eq:V.25,equation,SGA2,V,3,25,25,parts/05_expose_V.tex,632,1,48,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.394
sga2.e05.3.equation.26,eq:V.26,eq:V.26,equation,SGA2,V,3,26,26,parts/05_expose_V.tex,642,1,48,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.396
sga2.e05.3.corollary.3-6,V.3.6,V.3.6,corollary,SGA2,V,3,3.6,3.6,parts/05_expose_V.tex,654,1,48,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.397
sga2.e06.front.structural.vi,VI,VI,structural,SGA2,VI,front,,,parts/06_expose_VI.tex,12,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.398
sga2.e06.1.section.1,VI.1,VI.1,section,SGA2,VI,1,1,1,parts/06_expose_VI.tex,15,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.400
sga2.e06.1-1.section.1-1,VI.1.1,VI.1.1,section,SGA2,VI,1.1,1.1,1.1,parts/06_expose_VI.tex,17,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.402
sga2.e06.1-1.lemma.1-2,VI.1.2,VI.1.2,lemma,SGA2,VI,1.1,1.2,1.2,parts/06_expose_VI.tex,28,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.403
sga2.e06.1-1.theorem.1-3,VI.1.3,VI.1.3,theorem,SGA2,VI,1.1,1.3,1.3,parts/06_expose_VI.tex,45,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.404
sga2.e06.1-1.equation.1-3-1,VI.1.3.1,VI.1.3.1,equation,SGA2,VI,1.1,1.3.1,1.3.1,parts/06_expose_VI.tex,52,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.406
sga2.e06.1-4.section.1-4,VI.1.4,VI.1.4,section,SGA2,VI,1.4,1.4,1.4,parts/06_expose_VI.tex,61,1,49,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.408
sga2.e06.1-4.equation.1-4-1,VI.1.4.1,VI.1.4.1,equation,SGA2,VI,1.4,1.4.1,1.4.1,parts/06_expose_VI.tex,78,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.412
sga2.e06.1-4.equation.1-4-2,VI.1.4.2,VI.1.4.2,equation,SGA2,VI,1.4,1.4.2,1.4.2,parts/06_expose_VI.tex,81,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.413
sga2.e06.1-4.equation.1-4-3,VI.1.4.3,VI.1.4.3,equation,SGA2,VI,1.4,1.4.3,1.4.3,parts/06_expose_VI.tex,85,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.414
sga2.e06.1-5.section.1-5,VI.1.5,VI.1.5,section,SGA2,VI,1.5,1.5,1.5,parts/06_expose_VI.tex,97,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.416
sga2.e06.1-5.theorem.1-6,VI.1.6,VI.1.6,theorem,SGA2,VI,1.5,1.6,1.6,parts/06_expose_VI.tex,124,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.417
sga2.e06.1-5.equation.1-6-1,VI.1.6.1,VI.1.6.1,equation,SGA2,VI,1.5,1.6.1,1.6.1,parts/06_expose_VI.tex,129,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.421
sga2.e06.1-5.equation.1-6-2,VI.1.6.2,VI.1.6.2,equation,SGA2,VI,1.5,1.6.2,1.6.2,parts/06_expose_VI.tex,131,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.422
sga2.e06.1-5.equation.1-6-3,VI.1.6.3,VI.1.6.3,equation,SGA2,VI,1.5,1.6.3,1.6.3,parts/06_expose_VI.tex,133,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.423
sga2.e06.1-7.section.1-7,VI.1.7,VI.1.7,section,SGA2,VI,1.7,1.7,1.7,parts/06_expose_VI.tex,138,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.425
sga2.e06.1-7.equation.1-7-1,VI.1.7.1,VI.1.7.1,equation,SGA2,VI,1.7,1.7.1,1.7.1,parts/06_expose_VI.tex,144,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.427
sga2.e06.1-7.equation.1-7-2,VI.1.7.2,VI.1.7.2,equation,SGA2,VI,1.7,1.7.2,1.7.2,parts/06_expose_VI.tex,153,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.429
sga2.e06.1-7.theorem.1-8,VI.1.8,VI.1.8,theorem,SGA2,VI,1.7,1.8,1.8,parts/06_expose_VI.tex,159,1,50,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.430
sga2.e06.1-7.corollary.1-9,VI.1.9,VI.1.9,corollary,SGA2,VI,1.7,1.9,1.9,parts/06_expose_VI.tex,174,1,51,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.431
sga2.e06.2.section.2,VI.2,VI.2,section,SGA2,VI,2,2,2,parts/06_expose_VI.tex,192,1,51,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.433
sga2.e06.2.proposition.2-1,VI.2.1,VI.2.1,proposition,SGA2,VI,2,2.1,2.1,parts/06_expose_VI.tex,194,1,51,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.434
sga2.e06.2-2.section.2-2,VI.2.2,VI.2.2,section,SGA2,VI,2.2,2.2,2.2,parts/06_expose_VI.tex,210,1,51,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.436
sga2.e06.2-2.theorem.2-3,VI.2.3,VI.2.3,theorem,SGA2,VI,2.2,2.3,2.3,parts/06_expose_VI.tex,245,1,51,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.437
sga2.e06.2-2.equation.2-3-1,VI.2.3.1,VI.2.3.1,equation,SGA2,VI,2.2,2.3.1,2.3.1,parts/06_expose_VI.tex,268,1,52,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.442
sga2.e07.front.structural.vii,VII,VII,structural,SGA2,VII,front,,,parts/07_expose_VII.tex,12,1,53,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.444
sga2.e07.1.section.1,VII.1,VII.1,section,SGA2,VII,1,1,1,parts/07_expose_VII.tex,16,1,53,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.446
sga2.e07.1.lemma.1-1,VII.1.1,VII.1.1,lemma,SGA2,VII,1,1.1,1.1,parts/07_expose_VII.tex,20,1,53,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.447
sga2.e07.1.proposition.1-2,VII.1.2,VII.1.2,proposition,SGA2,VII,1,1.2,1.2,parts/07_expose_VII.tex,94,1,54,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.449
sga2.e07.1.equation.1-1,eq:VII.1.1,eq:VII.1.1,equation,SGA2,VII,1,1.1,1.1,parts/07_expose_VII.tex,142,1,54,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.456
sga2.e07.1.lemma.1-3,VII.1.3,VII.1.3,lemma,SGA2,VII,1,1.3,1.3,parts/07_expose_VII.tex,161,1,55,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.457
sga2.e07.1.corollary.1-4,VII.1.4,VII.1.4,corollary,SGA2,VII,1,1.4,1.4,parts/07_expose_VII.tex,202,1,55,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.460
sga2.e07.1.equation.1-2,eq:VII.1.2,eq:VII.1.2,equation,SGA2,VII,1,1.2,1.2,parts/07_expose_VII.tex,217,1,55,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.463
sga2.e07.1.equation.1-3,eq:VII.1.3,eq:VII.1.3,equation,SGA2,VII,1,1.3,1.3,parts/07_expose_VII.tex,222,1,56,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.465
sga2.e07.1.lemma.1-5,VII.1.5,VII.1.5,lemma,SGA2,VII,1,1.5,1.5,parts/07_expose_VII.tex,241,1,56,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.466
sga2.e07.1.lemma.1-6,VII.1.6,VII.1.6,lemma,SGA2,VII,1,1.6,1.6,parts/07_expose_VII.tex,264,1,56,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.467
sga2.e07.1.proposition.1-7,VII.1.7,VII.1.7,proposition,SGA2,VII,1,1.7,1.7,parts/07_expose_VII.tex,274,1,56,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.468
sga2.e07.2.section.2,VII.2,VII.2,section,SGA2,VII,2,2,2,parts/07_expose_VII.tex,295,1,56,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.470
sga2.e07.2.proposition.2-1,VII.2.1,VII.2.1,proposition,SGA2,VII,2,2.1,2.1,parts/07_expose_VII.tex,310,1,57,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.471
sga2.e07.2.lemma.2-2,VII.2.2,VII.2.2,lemma,SGA2,VII,2,2.2,2.2,parts/07_expose_VII.tex,370,1,57,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.479
sga2.e07.2.proposition.2-3,VII.2.3,VII.2.3,proposition,SGA2,VII,2,2.3,2.3,parts/07_expose_VII.tex,404,1,59,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.483
sga2.e08.front.structural.viii,VIII,VIII,structural,SGA2,VIII,front,,,parts/08_expose_VIII.tex,11,1,60,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,chapter*.487
sga2.e08.1.structural.1,VIII.1,VIII.1,structural,SGA2,VIII,1,1,1,parts/08_expose_VIII.tex,16,1,60,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.490
sga2.e08.1.proposition.1-1,VIII.1.1,VIII.1.1,proposition,SGA2,VIII,1,1.1,1.1,parts/08_expose_VIII.tex,20,1,60,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.491
sga2.e08.1.lemma.1-2,VIII.1.2,VIII.1.2,lemma,SGA2,VIII,1,1.2,1.2,parts/08_expose_VIII.tex,99,1,61,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.492
sga2.e08.1.equation.1-1,eq:VIII.1.1,eq:VIII.1.1,equation,SGA2,VIII,1,1.1,1.1,parts/08_expose_VIII.tex,133,1,61,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,AMS.494
sga2.e08.1.definition.1-3,VIII.1.3,VIII.1.3,definition,SGA2,VIII,1,1.3,1.3,parts/08_expose_VIII.tex,138,1,61,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.495
sga2.e08.1.proposition.1-4,VIII.1.4,VIII.1.4,proposition,SGA2,VIII,1,1.4,1.4,parts/08_expose_VIII.tex,151,1,61,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.496
sga2.e08.1.equation.1-2,eq:VIII.1.2,eq:VIII.1.2,equation,SGA2,VIII,1,1.2,1.2,parts/08_expose_VIII.tex,215,1,62,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.498
sga2.e08.1.equation.1-3,eq:VIII.1.3,eq:VIII.1.3,equation,SGA2,VIII,1,1.3,1.3,parts/08_expose_VIII.tex,222,1,62,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.499
sga2.e08.1.equation.1-4,eq:VIII.1.4,eq:VIII.1.4,equation,SGA2,VIII,1,1.4,1.4,parts/08_expose_VIII.tex,226,1,62,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.500
sga2.e08.1.equation.1-5,eq:VIII.1.5,eq:VIII.1.5,equation,SGA2,VIII,1,1.5,1.5,parts/08_expose_VIII.tex,251,1,62,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.501
sga2.e08.2.section.2,VIII.2,VIII.2,section,SGA2,VIII,2,2,2,parts/08_expose_VIII.tex,320,1,63,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,section*.502
sga2.e08.2.theorem.2-1,VIII.2.1,VIII.2.1,theorem,SGA2,VIII,2,2.1,2.1,parts/08_expose_VIII.tex,322,1,63,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,subsection.503
sga2.e08.2.equation.2-1,eq:VIII.2.1,eq:VIII.2.1,equation,SGA2,VIII,2,2.1,2.1,parts/08_expose_VIII.tex,342,1,63,compiled_resolved_r6,preserved_r5_target_replayed_and_verified_r6,equation*.508
