record_id,logical_source_id,language,variety_code,standard_or_idiom,region,script,secondary_language,institution,publication_date,retrieved_at,domain,domain_tags,domain_review_status,register,title_or_query,representation,source_bytes,source_sha256,search_text_sha256,search_text_contract,public_upstream_locator,locator_visibility,revision_or_version,source_use_status,license_signal,license_status,hash_verification,sense_review_status,corpus_topic_eligible,native_source,generated,dedupe_status,counting_eligible,term_promotion_eligible,corpus_role,active_body_eligible,official_lexical_reference,translation_family_id,translation_sibling_status,specialist_algebra_eligible,intake_source_id,intake_manifest_sha256
TRANSFER-0035,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/0-conjuntos-ejercicios.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,5058,0F9E6610F105EE7DB26D0692D0DA02702165D6A47ECD389099993D11E1721B30,0F9E6610F105EE7DB26D0692D0DA02702165D6A47ECD389099993D11E1721B30,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0036,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/0-conjuntos.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,56663,7394173F73B67D902B7B92F4FD1937B79205C291D608535831435F626EE39637,7394173F73B67D902B7B92F4FD1937B79205C291D608535831435F626EE39637,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0037,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/1-anillos-ejercicios.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,ring_theory,ring_theory,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,10025,24427EE32449EB1E16769D0CE199D1BADB1F2EF3CB3FEDEF065E087D0176AF17,24427EE32449EB1E16769D0CE199D1BADB1F2EF3CB3FEDEF065E087D0176AF17,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0038,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/1-anillos.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,ring_theory,ring_theory,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,76466,197692859DFAC8373DA1A3389FF3B0A03C1EACECAAE0EA206DF3E7680F12A18C,197692859DFAC8373DA1A3389FF3B0A03C1EACECAAE0EA206DF3E7680F12A18C,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0039,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/2-polinomios-ejercicios.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,7962,F66DF9AB9D6FFE094607FAFA6593EDF819498B9934D0B52CDABD75D8DD66F1B6,F66DF9AB9D6FFE094607FAFA6593EDF819498B9934D0B52CDABD75D8DD66F1B6,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0040,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/2-polinomios.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,36337,75EE22A896D250364BEA923BBE470A3CCD7343E67F213F539AA3EFD0601D7A66,75EE22A896D250364BEA923BBE470A3CCD7343E67F213F539AA3EFD0601D7A66,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0041,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/a-alfabeto.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,3218,08D04F28DA63B01BB8F1FB21EEF0D6C6F50AFD3D1FC4FF4699F96AD2E606C275,08D04F28DA63B01BB8F1FB21EEF0D6C6F50AFD3D1FC4FF4699F96AD2E606C275,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0042,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/b-pari.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,32595,97BE83CA96C0EED3A0B466FFEC110D69716A54F9647674FC4C7DE3798759EB21,97BE83CA96C0EED3A0B466FFEC110D69716A54F9647674FC4C7DE3798759EB21,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0043,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/extra/divisibilidad-en-Z.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,20662,38ECD8C6F8DFEEFEE64BC7E9ACDB0BE02C855D2F751D757C25601B4332D91880,38ECD8C6F8DFEEFEE64BC7E9ACDB0BE02C855D2F751D757C25601B4332D91880,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0044,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/extra/teorema-fundamental-del-algebra.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,12811,8E73D04A9AC7F79ED716A54E70303A5FB4F03D3CB891DF79587E34D71C2E6F87,8E73D04A9AC7F79ED716A54E70303A5FB4F03D3CB891DF79587E34D71C2E6F87,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0045,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/suficiencia/algebra-1-2019-preguntas.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,1692,461237C23F6FBB580BF52B7A2186DFD77B6F4DEE4CA222773965425B6206E8C3,461237C23F6FBB580BF52B7A2186DFD77B6F4DEE4CA222773965425B6206E8C3,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0046,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/suficiencia/algebra-1-2019-suficiencia.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,8151,DB46B4EBA24506654028B525CFC55D0A14429E29CCB20CF2E6C80C437A884590,DB46B4EBA24506654028B525CFC55D0A14429E29CCB20CF2E6C80C437A884590,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0047,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/bernoulli.bib,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,bib,7982,A4A2A89C35B83FA437E4BA6AC51AFBEE630C0CA77AA292A04583917B098D3C83,A4A2A89C35B83FA437E4BA6AC51AFBEE630C0CA77AA292A04583917B098D3C83,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0048,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/bernoulli.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,118063,428038674D60AA12C07CB77794D3ECC0B9326A0DB1D329CC62805A4D92C4C917,428038674D60AA12C07CB77794D3ECC0B9326A0DB1D329CC62805A4D92C4C917,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0049,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/ejercicios/congruencias.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,13570,42A2DE8A0250986AE4C93221261572D836D1E0FACC765F1AE56E01B79D915D8D,42A2DE8A0250986AE4C93221261572D836D1E0FACC765F1AE56E01B79D915D8D,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0050,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/ejercicios/ejercicios-bernoulli.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,3954,76D999DE29022FF0A318E51FCA9FAD2067D4A2E028F7E1EA00CF9040DFB52487,76D999DE29022FF0A318E51FCA9FAD2067D4A2E028F7E1EA00CF9040DFB52487,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0051,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/folletos/polinomios-de-bernoulli.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,3943,F219E572EF8F50D018D21CE3B8C0DFDF949988483A4E19C8719246D58B833A9C,F219E572EF8F50D018D21CE3B8C0DFDF949988483A4E19C8719246D58B833A9C,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0052,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/folletos/stirling.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,4157,0991011739EB86C119A33911F8C502692240EF553F485919DE415477FE855B8F,0991011739EB86C119A33911F8C502692240EF553F485919DE415477FE855B8F,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0053,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/notas-diarias/2017-02-24.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,11815,EAF400A82AD69B8B6F79E224943CE5ECCF8C2EF3B1358460A5D15EEB33348C01,EAF400A82AD69B8B6F79E224943CE5ECCF8C2EF3B1358460A5D15EEB33348C01,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0054,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/notas-diarias/2017-02-27.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,21421,0FF152E17C3417DB452449989D1D249C8695C10059E5FCA25341C3337B74F97F,0FF152E17C3417DB452449989D1D249C8695C10059E5FCA25341C3337B74F97F,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0055,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/notas-diarias/2017-02-28.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,15559,CAED8FB5CEC4171947B72F2BAFB153B4DBBEE32A1E0E809E76ECDB613982D6F6,CAED8FB5CEC4171947B72F2BAFB153B4DBBEE32A1E0E809E76ECDB613982D6F6,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0056,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/notas-diarias/2017-03-01.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,17782,B73581D97C4831527ED458C61EB3CCAAFA66464AF094BC4CE1DA053E5916F0D8,B73581D97C4831527ED458C61EB3CCAAFA66464AF094BC4CE1DA053E5916F0D8,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
TRANSFER-0057,TRANSFER-ES-B-002_notas-san-salvador-outputs/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/bernoulli/notas-diarias/2017-03-02.tex,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,ES-B-002_notas-san-salvador,tex,14768,DFC38642B401A971224EBB2D18B1A98214579459B3593E2F4CA3045D9DDB38AE,DFC38642B401A971224EBB2D18B1A98214579459B3593E2F4CA3045D9DDB38AE,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,spanish-repo-tex-body-presence; source-witness-candidate; license-gap-no-clearance; not-promoted,"GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim",unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,false,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
